Field_11_0_0_54935_000_lang,ID,Field_11_0_0_54935_002,GossipXUIDisplayInfoID
|cnWHITE_FONT_COLOR:Desconfianza|r|nAyuda a una kóbold y a un mecaorador a recuperar tesoros en la Estación de Bombeo.,24,122396,52
|cnWHITE_FONT_COLOR:Razón a pisotones|r|nLos Mecaoradores necesitan ayuda para probar un dispositivo con el que recuperar los materiales robados.,25,122397,52
|cnWHITE_FONT_COLOR:NYI|r|n,26,122399,52
|cnWHITE_FONT_COLOR:Rescate ilusorio|r|nLos kobismales han secuestrado a Arathor y debes acudir en su rescate.,27,122400,53
|cnWHITE_FONT_COLOR:NYI|r|n,28,122401,53
|cnWHITE_FONT_COLOR:El gambito de Raen|r|nRaen Caballeralba necesita ayuda para recuperar las reliquias que robaron los kobismales.,29,122402,53
|cnWHITE_FONT_COLOR:Terror acechante|r|nLos kobismales están intentando controlar algo procedente de las zonas profundas del mundo.,30,122403,53
|cnWHITE_FONT_COLOR:Travesura goblin|r|nInvestiga la presencia goblin en el Abismo de Tak-Rethan.,31,122404,54
|cnWHITE_FONT_COLOR:Secuestro niffen|r|n¡Los kobismales han secuestrado a varios niffen!,32,122406,54
|cnWHITE_FONT_COLOR:Furia de feromonas|r|nLos kobismales han robado varias cajas de feromonas para tender una emboscada a los aliados de la Tejedora.,33,122407,54
|cnWHITE_FONT_COLOR:NYI|r|n,34,122408,54
|cnWHITE_FONT_COLOR:Terráneos secuestrados|r|n¡Los nerubianos han secuestrado a varios mineros de la Aldea Foldefrey!,35,122341,56
|cnWHITE_FONT_COLOR:Menas preciosas|r|nAyuda a los terráneos despiertos a recuperar su fuerza para devolver el golpe a los nerubianos.,36,122372,56
|cnWHITE_FONT_COLOR:Terrenos ígneos|r|nAyuda a un prendelámparas varado a impedir el ataque nerubiano.,37,122373,56
|cnWHITE_FONT_COLOR:En busca de tesoros|r|nUn enano Hierro Negro no se detendrá ante nada para encontrar su tesoro.,38,122374,56
|cnWHITE_FONT_COLOR:Gemas perdidas|r|n¡Los nerubianos han robado un alijo de gemas de recuerdos!,39,122409,63
|cnWHITE_FONT_COLOR:Aplastando skardyn|r|n¡Los nerubianos están usando a los skardyn para secuestrar mecaoradores!,40,122410,63
|cnWHITE_FONT_COLOR:Secuestro kóbold|r|nUn par de kóbolds amistosos necesitan ayuda para rescatar a sus amigos de los nerubianos.,41,122411,63
|cnWHITE_FONT_COLOR:NYI|r|n,42,122412,63
|cnWHITE_FONT_COLOR:Rituales antiguos|r|nLos prendelámparas necesitan ayuda para frustrar un ritual nerubiano que se está celebrando en lo profundo de un templo prohibido.,43,122413,64
|cnWHITE_FONT_COLOR:Señales de Renilash|r|nLa Orden de la Noche ha invadido la Brecha Deslizante porque piensa que juega un papel fundamental para dar comienzo a Renilash.,44,122414,64
|cnWHITE_FONT_COLOR:NYI|r|n,45,122415,64
"|cnWHITE_FONT_COLOR:Reino de las Sombras|r|nLa Brecha Deslizante está demasiado tranquila, excepto por un portal singular que flota en su interior.",46,122416,64
|cnWHITE_FONT_COLOR:Rehenes torturados|r|nCautivos de toda Azeroth han sido trasladados a la Espiral Serpenteante para torturarlos.,47,122417,57
|cnWHITE_FONT_COLOR:De la Tejedora con amor|r|nLa Tejedora ha planeado interrumpir las operaciones del interior de la Espiral Serpenteante.,48,122418,57
|cnWHITE_FONT_COLOR:Alteraciones extrañas|r|nLos nerubianos de la Espiral Serpenteante parecen estar actuando de una forma impropia.,49,122419,57
|cnWHITE_FONT_COLOR:NYI|r|n,50,122420,57
"|cnWHITE_FONT_COLOR:El poder de Zekvir|r|nZekvir, la Mano de la Presagista, ha establecido aquí su infame hogar. Solo los más fuertes pueden desafiar su poder.",52,34450,61
|cnWHITE_FONT_COLOR:Excavadores perdidos|r|nUnos goblins que estaban excavando en la zona no han vuelto para informar.,53,129109,65
|cnWHITE_FONT_COLOR:Beneficios de la sangre negra|r|nUn goblin quiere sacar provecho de la sangre negra de la zona.,54,129110,65
|cnWHITE_FONT_COLOR:Fallas fatales|r|nHan aparecido unas fallas de lo más extrañas por toda la Excavación 9.,55,129111,65
|cnWHITE_FONT_COLOR:Todo lo que brilla|r|n¡Los Fundisombras han robado oro a los ciudadanos y lo están utilizando para animar a un elemental!,60,130367,66
|cnWHITE_FONT_COLOR:Sr. EXPLORADOR DE PROFUNDIDADES|r|nVarios mecánicos goblin han desaparecido en el Canal Callejero.,61,130368,66
|cnWHITE_FONT_COLOR:Teletransportadores traviesos|r|nLos Fundisombras están utilizando teletransportadores experimentales en sus operaciones cercanas.,62,130369,66
"|cnWHITE_FONT_COLOR:Prototipo de Laberinto|r|nExplora una extensa caverna plagada de nerubianos, fungáricos, y sabe la Luz qué otras criaturas.",63,34450,67
|cnWHITE_FONT_COLOR:Un espectáculo para recordar|r|nEl Pez Hondo es conocido por aplastar a sus rivales en los combates más multitudinarios de la Cúpula de Demolición.,64,34450,68
|cnWHITE_FONT_COLOR:Velas corruptas|r|nLos goblins Fundisombras están saqueando el Reposo de Kriegval. Ayuda a los kóbolds a restaurar el orden.,65,133756,51
"|cnWHITE_FONT_COLOR:Operación a toda mecha|r|nLos gnomos han establecido una operación minera, pero no han tardado en aparecer los goblins Fundisombras para causar estragos.",67,133769,50
|cnWHITE_FONT_COLOR:Bichos y más bichos|r|nAyuda al equipo de exterminadores a lidiar con una plaga enorme.,68,133773,56
|cnWHITE_FONT_COLOR:¡Dale con la llave!|r|nLos goblins han logrado arreglar todos los problemas viejos... ¡y han creado un montón de problemas nuevos!,69,133774,52
|cnWHITE_FONT_COLOR:Follón Fundisombras|r|nLos goblins Fundisombras están montando un nuevo campamento. ¡Frustra sus planes!,70,133778,63
"|cnWHITE_FONT_COLOR:Reliquias de los dioses antiguos|r|nLos matones de Gallywix han estado experimentando con reliquias de los dioses antiguos, ¡soluciónalo antes de que todo empeore!",71,133782,64
|cnWHITE_FONT_COLOR:Una cuenta pendiente|r|nAyuda a Nimsi a saldar cuentas con la Orden de la Noche.,73,133783,59
|cnWHITE_FONT_COLOR:Vacaciones huérfanas|r|nAyuda a Alyza Ardearco a continuar su sangrienta venganza contra los kobismales.,75,133786,53
|cnWHITE_FONT_COLOR:Operación de terceros|r|nAyuda a la señora Goya a mantener la valiosa sangre negra lejos de las garras de Gallywix.,76,133788,60
|cnWHITE_FONT_COLOR:Pisa el freno|r|nAyuda a Pamsy y a su equipo a sabotear la operación de bombeo de Gallywix.,77,133792,54
|cnWHITE_FONT_COLOR:De cabeza a la chatarrería|r|nDerriba los mecas goblin con potencia de fuego nerubiana.,78,133850,57
|cnWHITE_FONT_COLOR:Recuperación de reliquias|r|nAyuda a recuperar los artefactos que están saqueando los etéreos del Archivo Azur.,79,136927,69
|cnWHITE_FONT_COLOR:Alas sombrías|r|nImpide que los etéreos invasores sigan imbuyendo de Vacío a los dragones azules.,80,136928,69
|cnWHITE_FONT_COLOR:Gancho y revés|r|nRepele la amenaza etérea utilizando su propia infraestructura contra ellos.,81,136929,69
|cnWHITE_FONT_COLOR:Catástrofe culinaria|r|nUn chef goblin tiene ideas para explotar los recursos de la zona.,82,137352,65
|cnWHITE_FONT_COLOR:Reintroducción del crocolisco|r|nsuelta crocoliscos de las alcantarillas de Minahonda en su hábitat natural para proteger la especie.,83,137516,66
|cnWHITE_FONT_COLOR:Una misión caballeresca|r|nUnos caballeros kóbolds han acorralado a una bestia despiadada y necesitan ayuda para rastrearla hasta su guarida.,84,137714,65
"|cnWHITE_FONT_COLOR:Demolición explosiva|r|nDeshazte ""con seguridad"" de los explosivos inestables almacenados en las alcantarillas.",85,138372,66
|cnWHITE_FONT_COLOR:Puñales en la oscuridad|r|nKy'veza solo permite a los objetivos más temerarios adentrarse en su hogar.,86,34450,70
|cnWHITE_FONT_COLOR:Resplandor invasivo|r|n¡Elimina el sobrecrecimiento de la flor de Luz antes de que se adueñe de todo el campus!,87,144950,71
|cnWHITE_FONT_COLOR:Academia asediada|r|n¡Acaba con la invasión del Vacío antes de que se extienda más allá del campus!,88,144951,71
|cnWHITE_FONT_COLOR:Facultad del miedo|r|nDesenmascara a los falsos profesores y acaba con la influencia de la Hoja Crepuscular sobre el alumnado.,89,144952,71
|cnWHITE_FONT_COLOR:Ni un paso atrás|r|nAyuda a restaurar las defensas de La Fuente del Sol frente al nuevo ataque del Vacío.,92,144941,72
|cnWHITE_FONT_COLOR:La marcha de la brigada Arcana|r|nDespliega centinelas contra los pilones del Vacío de la Hueste de la Devoración.,93,144942,72
|cnWHITE_FONT_COLOR:Bombardeo|r|nDestruye los campamentos de la Hueste de la Devoración en el Vacío mediante potentes explosivos arcanos.,94,144943,72
|cnWHITE_FONT_COLOR:Teletransportadores traviesos|r|nLos Fundisombras están utilizando teletransportadores experimentales en sus operaciones cercanas.,95,5793,72
|cnWHITE_FONT_COLOR:Reintroducción del crocolisco|r|nSuelta crocoliscos de cloaca de Minahonda en su hábitat natural para proteger la especie.,96,5793,72
|cnWHITE_FONT_COLOR:Acecho putrefacto despiadado|r|nMosquea a fans y luchadores mientras te disfrazas de tu álter ego malvado.,102,143768,74
|cnWHITE_FONT_COLOR:Campeón de la arena|r|nÁbrete paso luchando por varias rondas y desafía al vigente campeón.,103,143769,74
|cnWHITE_FONT_COLOR:Invasión de la flor de Luz|r|nAyuda a los fungáricos a repeler un ataque de la flor de Luz.,104,143770,74
"|cnWHITE_FONT_COLOR:¡Bienvenido a Tazavesh, el Mercado Velado!|r|n|nLucha en el mercado velado para acabar con la sed de poder de So'leah.",107,92044,75
|cnWHITE_FONT_COLOR:Aniquilación de tótems|r|nDestruye los tótems malditos que emplean los Vilrama para mantener a Akil'zon atrapada en su santuario.,108,144947,76
|cnWHITE_FONT_COLOR:Ritual interrumpido|r|nInterrumpe el ritual de sacrificio de los trols Vilrama y salva a los cachorros de atormentador de espíritu.,109,144948,76
|cnWHITE_FONT_COLOR:Sapos impropios|r|nDerrota a los Vilrama y acaba con el maleficio que ha convertido a los trols Amani en ranas.,110,144949,76
|cnWHITE_FONT_COLOR:Teletransportadores traviesos|r|nLos Fundisombras están utilizando teletransportadores experimentales en sus operaciones cercanas.,111,5793,76
|cnWHITE_FONT_COLOR:Reintroducción del crocolisco|r|nSuelta crocoliscos de cloaca de Minahonda en su hábitat natural para proteger la especie.,112,5793,76
|cnWHITE_FONT_COLOR:Aguafiestas|r|nEvita que la Hoja Crepuscular entre en contacto con el Vacío.,113,144935,77
|cnWHITE_FONT_COLOR:¡Atrapado!|r|nRescata a los rehenes olvidades dentro de las criptas.,114,144936,77
|cnWHITE_FONT_COLOR:Loa a la fuga|r|nLibera a un loa enfurecido de manos de los trols Vilrama.,115,144937,77
|cnWHITE_FONT_COLOR:Teletransportadores traviesos|r|nLos Fundisombras están utilizando teletransportadores experimentales en sus operaciones cercanas.,116,5793,77
|cnWHITE_FONT_COLOR:Reintroducción del crocolisco|r|nSuelta crocoliscos de cloaca de Minahonda en su hábitat natural para proteger la especie.,117,5793,77
|cnWHITE_FONT_COLOR:Ardides de puertas|r|nReconstruye la red de puertas de la cámara y derrota a las fuerzas etéreas que hay en su interior.,118,138779,69
|cnWHITE_FONT_COLOR:El núcleo del problema|r|nReúne los núcleos energizados necesarios para acabar con el control de los domanaar sobre el sagrario.,124,144944,79
|cnWHITE_FONT_COLOR:El efecto gravitatorio|r|nUtiliza la fuerza gravitatoria de las microsingularidades para conseguir ventaja sobre los domanaar.,125,144945,79
|cnWHITE_FONT_COLOR:No es lo que esperaba|r|nSoluciona el caos que han causado los experimentos de Deremius Caminocaso con la flor de Luz.,126,144946,79
|cnWHITE_FONT_COLOR:Teletransportadores traviesos|r|nLos Fundisombras están utilizando teletransportadores experimentales en sus operaciones cercanas.,127,5793,79
|cnWHITE_FONT_COLOR:Reintroducción del crocolisco|r|nSuelta crocoliscos de cloaca de Minahonda en su hábitat natural para proteger la especie.,128,5793,79
|cnWHITE_FONT_COLOR:Dominación y desesperación|r|nAnulleus aguarda en el interior a quienes sean lo bastante valientes o insensatos como para desafiar su dominio.,134,34450,81
|cnWHITE_FONT_COLOR:Maná robado|r|nLa Guardia de las Sombras está succionando maná a diestro y siniestro para potenciar su maquinaria.,135,144524,73
|cnWHITE_FONT_COLOR:Fauna cautiva|r|nHaz que la fauna salvaje de la Tormenta del Vacío se vuelva contra la Guardia de las Sombras para desbaratar sus operaciones.,136,144526,73
|cnWHITE_FONT_COLOR:Resultados calamitosos|r|nDesbarata los experimentos con el Vacío volátil de la Guardia de las Sombras.,137,144528,73
|cnWHITE_FONT_COLOR:Recompensa de una traición|r|nDesbarata los oscuros rituales de la Hoja Crepuscular y lleva a Antenorian ante la justicia.,139,144779,78
|cnWHITE_FONT_COLOR:Descenso de los haranir|r|nRealiza el mismo camino que los haranir cuando siguieron la canción de Azeroth hasta Harandar.,140,144783,80
|cnWHITE_FONT_COLOR:Concentradores bajo presión|r|nLa Hoja Crepuscular se ha infiltrado en los túneles bajo Suramar y está desbaratando las líneas Ley de su interior.,141,144938,83
|cnWHITE_FONT_COLOR:Técnico de líneas Ley|r|nDesentraña los flujos invisibles de poder Arcano que corren bajo Suramar.,142,144939,83
"|cnWHITE_FONT_COLOR:Energía de ogro|r|nLa Hoja Crepuscular desató un poder que no fue capaz de controlar, y ahora hay energías Arcanas que fluyen desbocadas por los túneles bajo Suramar.",143,144940,83
"|cnWHITE_FONT_COLOR:Bocaditos para polillas de Aln|r|nPara limitar el crecimiento de la flor de Luz, dáselas de comer bien frescas a polillas de Aln hambrientas.",149,144931,80
|cnWHITE_FONT_COLOR:Especial de esporasaurio|r|nUnos esporasaurios gigantes están sembrando esporas de flor de Luz explosivas por el Abismo: hay que detenerlos.,150,144932,80
"|cnWHITE_FONT_COLOR:Suministros sombríos|r|nToma ""prestados"" los suministros que la Hoja Crepuscular ha reunido antes de que logren recuperar fuerzas.",151,144933,78
|cnWHITE_FONT_COLOR:Brillo de espejo|r|nGabby Mechispazo ha trazado un plan para expulsar las sombras que infestan esta zona reflejando la luz del sol.,152,144934,78
|cnWHITE_FONT_COLOR:Un camino corrupto|r|nEl rompecredos Ger'lok solo ve un camino a seguir: que el Vacío lo corrompa todo y que el caos tome las riendas.,156,34450,85
|cnWHITE_FONT_COLOR:Ataque marítimo|r|nSelen'vjar cree que estos tiempos tan turbulentos son la oportunidad para que su pueblo se alce; y puede que el poder de sus antiguos aliados le garantice el éxito.,157,34450,86
"|cnWHITE_FONT_COLOR:Val|r|nFuerzas rebeldes del Vacío han establecido un bastión de poder en un mundo remoto y helado.|r|n
Adéntrate en los páramos azotados por las tormentas de Val y pon fin a sus perniciosos planes.",173,34450,93
"|cnWHITE_FONT_COLOR:Naigtal|r|nLos etéreos Hal'hadar han establecido una forja de maná en un misterioso mundo cubierto de champiñones.
|r|nAdéntrate en los pantanos rebosantes de maná de Naigtal y acaba con su insidiosa operación.",174,34450,94
