ID,Text_lang
59,"Los poderosos ecos de los celestiales potencian a sus aliados con fuerza, restauración y ferocidad."
61,"Las abominaciones, creadas con retales de diferentes cuerpos, son resistentes brutos no-muertos de enorme tamaño que van armados con cuchillas y ganchos, listos para desgarrar a sus enemigos de un solo tajo."
64,"Montados en las alas congeladas de sus corceles, caen sobre sus víctimas con furia y venganza. Aquellos que se enfrentan a los atracaescarchas pronto aprenden a temer el cielo que los rodea."
65,"Estas sacerdotisas demoníacas se alzan sobre el campo de batalla y se abren paso entre sus enemigos mediante la furia de las hojas que blanden sus 6 brazos. Al enfrentarse a estas monstruosidades, es conveniente abandonar toda noción de lo que es una pelea justa."
66,"A los celadores de la Arboleda de los Sueños se los recluta y entrena desde muy temprana edad. Apartados de sus familias, desarrollan un vínculo tan estrecho con la propia Arboleda que sienten dolor físico si esta padece lo más mínimo."
67,"La clase cazador, escasa entre los Nocheterna, es experta en atacar desde posiciones ocultas. A menudo usan los caminos de la propia Arquería para atacar y, acto seguido, desaparecer sin que sus enemigos lleguen a saber siquiera que han estado allí."
68,"Responsables de proteger al Kirin Tor, estos guardianes altamente entrenados son una incorporación aterradora en cualquier batalla. Con precisión milimétrica, desatan brutales ataques coordinados contra las líneas enemigas."
69,"Mientras que muchos estudiantes de los caminos de los monjes se centran y especializan en un Celestial en particular, los Maestros de la Serenidad creen que un enfoque más equilibrado les proporcionará mayor conocimiento."
70,"Destinados únicamente a los campos de batalla más terribles, los cruzados son la respuesta de la Mano de Plata a una barrera inamovible."
71,"Si alguna vez ves a un sacerdote encapuchado que se dirige hacia ti, date la vuelta y ve por otro camino. O incluso corre."
72,"Guardia personal de Ravenholdt. Acude desde su mansión cada vez que una ocasión ""especial"" lo requiere."
73,"Aunque aún se está recuperando del Gran Cataclismo, el Anillo de la Tierra responde a la llamada de las Islas Abruptas. La amenaza de la Legión es demasiado grande y hará falta reunir a todas las partes."
74,"Brutos descomunales que se alimentan de la destrucción, muchos los consideran unos descerebrados, pero en realidad tienen bastante intelecto para ser demonios."
75,"Solo los mejores soldados de élite, los más curtidos en la batalla, consiguen entrar en las fuerzas de choque."
76,"Los forjados por la Luz son soldados implacables en una guerra imposible de ganar. Bañados por la Luz y armados con fuego Sagrado, se abren paso sin esfuerzo a través de decenas de demonios inferiores."
77,Los krokul han evitado la extinción y han sobrevivido en el paisaje infernal de Argus. Son unos supervivientes.
78,"Los tábidos de Eredath se libraron de la vileza, pero sucumbieron al Vacío. Algunos de los que fueron tocados por el Vacío consiguieron despejar sus mentes, pero permanecen estrechamente ligados a la sombra."
79,"Los guerreros del clan Tótem Siniestro son conocidos por ser los más agresivos de esta poderosa tribu tauren. Se caracterizan por su crueldad y por atacar sin ser provocados. Con estos temibles soldados a su lado, Magatha es una potencia formidable."
80,"Los guerreros Tótem Siniestro luchan para eliminar a los enemigos de los tauren. Para los Tótem Siniestro, casi todas las razas son enemigas de los tauren. No obstante, mientras Magatha permanezca en La Vorágine, los Tótem Siniestro ayudarán al Anillo de la Tierra."
181,Una tropa veterana contratada.
182,A Molepiedra le encanta lanzar su piedra del pecado. Se deleita ante los restos de carne y el chasquido de los huesos cuando sus enemigos ceden ante el peso de sus crímenes.
