ID,Title_lang,Description_lang,WorldPosition[0],WorldPosition[1],Type,PlayerConditionID,QuestID,LfgDungeonID,RewardItemID,UiTextureAtlasMemberID,UiTextureKitID,MapID,AreaTableID
45,Valle dei Sacraonda,La leggendaria flotta di Kul Tiras è scomparsa. Ottieni delle risposte dai mistici dell'oceano della Casata Sacraonda.,2513.85,537.756,1,61849,47962,0,0,0,0,1643,0
148,Baia di Tiragarde,Aiuta il Cacciatore dell'Ombra Ty'jin alla Baia di Tiragarde.,-295,-1473,1,61822,51800,0,0,0,262,1643,0
149,Drustvar,Aiuta Gallywix e Eitrigg a Drustvar.,-413,4110,1,61823,51801,0,0,0,262,1643,0
150,Valle dei Sacraonda,Aiuta Rexxar nella Valle dei Sacraonda.,3941,469,1,61824,51802,0,0,0,262,1643,0
151,Zuldazar,Aiuta Kelsey Ferfavilla a Zuldazar.,-1410,-663,1,61798,51570,0,0,0,261,1642,0
152,Nazmir,Aiuta Brann Barbabronzea a Nazmir.,2084,184,1,61800,51571,0,0,0,261,1642,0
153,Vol'dun,Aiuta le forze dell'Alleanza a Vol'dun.,2840,4199,1,61799,51572,0,0,0,261,1642,0
161,Sala di Skoldus,Il Custode Skoldus e le sue bestie feroci tormentano le anime prigioniere in queste sale.,300,700,1,34450,60092,0,0,0,0,2162,0
162,Stanze delle Fratture,"I prigionieri di Maldraxxus vengono tenuti in queste stanze, le loro ossa spezzate in continuazione.",325,300,1,34450,60099,0,0,0,0,2162,0
163,Forge dell'Anima,Forge incandescenti che fondono letteralmente le anime per farne armature e armi ed equipaggiare l'esercito del Carceriere.,400,700,1,34450,60100,0,0,0,0,2162,0
164,Interstizi degli Animamorta,"Un posto strano e mutevole tra le celle, pieno di ombre di anime tormentate talmente a lungo da aver dimenticato chi fossero una volta.",425,300,1,34450,60101,0,0,0,0,2162,0
165,Cacofonus,"Il nido dei Kyrian Giurafauce, esposto a venti continui.",500,700,1,34450,60102,0,0,0,0,2162,0
166,Ala dei Fallimenti,"Necromanti e Torcispiriti eseguono qui i loro esperimenti sulle anime, trasformandole in orribili e oscure mostruosità.",525,300,1,34450,60103,0,0,0,0,2162,0
167,Dominio dell'Oscurità,"Un luogo quasi intonso dalla luce. Dietro ogni angolo si nascondono ladri furtivi, segugi, topi, mangiatori di anime e fantasmi di caduti dimenticati.",600,700,1,34450,60104,0,0,0,0,2162,0
168,Campanile della Mangiapeccati,Una casa temporanea per i Venthyr leali al Carceriere.,625,300,1,34450,60105,0,0,0,0,2162,0
169,Bastioni Superiori,Sede dei prigionieri più preziosi del Carceriere... e dei suoi luogotenenti più pericolosi.,700,700,1,34450,60106,0,0,0,0,2162,0
171,Sale Serpeggianti,"Una sezione di Torgast apparentemente senza inizio né fine... solo sale infinite, che salgono, una dopo l'altra...",250,500,1,34450,60107,0,0,0,0,2162,0
172,Bastione,Coloro che hanno vissuto una vita al servizio degli altri sono attirati al Bastione per portare le anime alle Terretetre.,-2000,-4600,1,87724,62275,0,0,0,0,2222,0
173,Maldraxxus,"Maldraxxus è la culla della magia necrotica, dove prosperano le anime ambiziose.",2500,-2000,1,87723,62278,0,0,0,0,2222,0
174,Selvarden,Selvarden è un regno di eterna rigenerazione di cui si prendono cura i Silfi della Notte.,-7000,800,1,87725,62277,0,0,0,0,2222,0
175,Revendreth,"Revendreth è la dimora dei Venthyr, i mietitori dei peccati. Le anime sventurate arrivano qui per trovare la redenzione... ed evitare il tormento eterno nella Fauce.",-2500,7000,1,87726,62279,0,0,0,0,2222,0
176,Torgast,"Torgast è il centro del potere del Carceriere. Un tempo prigione per le anime più pericolose del cosmo, ora ospita molti innocenti condannati a essere torturati per tutta l'eternità.",3500,7000,1,93245,64846,0,0,0,0,2222,0
177,Campi di Battaglia,"Gli Alienatori di Oribos stanno reclutando concorrenti pronti a combattersi l'un l'altro nei campi di battaglia del conflitto, così che possano osservare e imparare.",-2100,1300,1,93585,65031,0,0,0,0,2222,0
178,Portale dei Giardini di Smeraldo,"Una pietra dormiente e dimenticata da lungo tempo, nascosta nelle rigogliose e verdeggianti colline delle Pianure di Ohn'ahra.",-1379.76,4499.69,1,101296,70706,0,0,0,0,2444,0
181,Sponde del Risveglio,Le Sponde del Risveglio è dove risiedono gli Stormi dei Draghi Neri e Rossi.,3200,0,1,103950,72266,0,0,0,0,2444,0
182,Pianure di Ohn'ahra,Le Pianure di Ohn'ahra è dove risiedono i Centauri e lo Stormo dei Draghi Verdi.,-1000,2600,1,103951,72267,0,0,0,0,2444,0
183,Vastità Azzurra,La Vastità Azzurra è dove risiedeva lo Stormo dei Draghi Blu.,-3300,-1000,1,103952,72268,0,0,0,0,2444,0
184,Thaldraszus,Thaldraszus è la sede degli Aspetti dei Draghi e dove risiede lo Stormo dei Draghi di Bronzo.,0,-2000,1,103953,72269,0,0,0,0,2444,0
185,Theramore,Indaga sul gruppo di Maghi Ladri alle rovine di Theramore.,-2000,6000,1,110001,72939,0,0,0,0,-1,14620
186,Fontefredda,Raggiungi Haleh presso il suo manufatto a Fontefredda.,1750,5500,1,110002,72656,0,0,0,0,-1,14620
187,Foresta di Cristallo,Correggi un antico torto nella Foresta di Cristallo.,6500,500,1,110003,73091,0,0,0,0,-1,14620
188,Foresta di Giada,"Riunisciti alla vecchia amica di Kalecgos, Kirygosa, nella Foresta di Giada.",-5200,250,1,110004,73227,0,0,0,0,-1,14620
189,Baia del Bottino,"Salva Zeros, un Drago Blu in debito con la Baia del Bottino.",-4200,-8500,1,105628,73026,0,0,0,0,-1,14620
190,Isola di Dorn,L'Isola di Dorn è dimora degli Ossequenti di Dornogal e degli Svincolati di Borgo Frey.,2514,-3270,1,125031,83548,0,0,0,0,2552,0
191,Profondità Risonanti,Le Profondità Risonanti ospitano i diligenti Oratori delle Macchine e gli intraprendenti Coboldi.,1775,-3533,1,125033,83550,0,0,0,0,2601,0
192,Precipizi Sacri,I Precipizi Sacri sono la casa degli strenui sopravvissuti di una spedizione degli Arathi.,2367,230,1,125034,83551,0,0,0,0,2601,0
193,Azj-Kahet,"Azj-Kahet è la terra dei Nerubiani e sede della loro capitale, la Città dei Fili.",-802,-1395,1,125035,83552,0,0,0,0,2601,0
194,Zul'aman,Segui Liadrin nella patria dei Troll Amani.,5404.69,-7046.35,1,151976,86708,0,0,0,0,0,0
195,Cantoeterno,Unisciti ad Arator mentre indaga sulle minacce alla casa degli Elfi del Sangue.,6480.73,-4516.15,1,151975,94871,0,0,0,0,0,0
196,Harandar,Addentrati nelle radici con Orweyna.,9862.7,-13061.8,1,151977,89402,0,0,0,0,0,0
197,Il viaggio di Arator,Aiuta Arator a sostenere i protettori del Pozzo Solare.,8457.34,-4624.25,1,151979,89193,0,0,0,0,0,0
198,Tempesta del Vuoto,Attacca lo Sciame Famelico e la sua roccaforte nella Tempesta del Vuoto.,9000,-8623,1,151978,89388,0,0,0,0,0,0
206,Magistro Spezzasole,Modalità: Normale,7500,-4050,2,140507,91095,0,0,0,0,0,0
207,Magistro Spezzasole,Modalità: Normale,6000,-7050,2,140910,91095,0,0,0,0,0,0
208,Magistro Spezzasole,Modalità: Normale,11000,-12600,2,140913,91095,0,0,0,0,0,0
209,Magistro Spezzasole,Modalità: Normale,10500,-8500,2,140916,91095,0,0,0,0,0,0
210,Magistra Frustabraci,Modalità: Normale,7500,-4050,2,140926,91096,0,0,0,0,0,0
211,Meccanista Anziano Ozwold,Modalità: Normale,7500,-4050,2,140939,91097,0,0,0,0,0,0
212,3L-3N-0R la Riciclatrice,Modalità: Normale,7500,-4050,2,140955,91098,0,0,0,0,0,0
213,Mordril Cupombra,Modalità: Normale,7500,-4050,2,140967,91099,0,0,0,0,0,0
214,Deliah Cantotetro,Modalità: Normale,7500,-4050,2,140979,91100,0,0,0,0,0,0
215,Lama Spettrale Talasha,Modalità: Normale,7500,-4050,2,140991,91101,0,0,0,0,0,0
216,Lama del Nexus Hadim,Modalità: Normale,7500,-4050,2,141003,91102,0,0,0,0,0,0
217,Jo'zolo il Distruttore,Modalità: Normale,7500,-4050,2,141015,91103,0,0,0,0,0,0
218,"Zadu, Pugno di Nalorakk",Modalità: Normale,7500,-4050,2,141027,91104,0,0,0,0,0,0
219,Artiglio di Jan'alai,Modalità: Normale,7500,-4050,2,141039,91105,0,0,0,0,0,0
220,Ala di Akil'zon,Modalità: Normale,7500,-4050,2,141051,91106,0,0,0,0,0,0
221,Guardaboschi Radalampo,Modalità: Normale,7500,-4050,2,141063,91107,0,0,0,0,0,0
222,Tenente Alafiamma,Modalità: Normale,7500,-4050,2,141075,91108,0,0,0,0,0,0
223,Petyoll la Fogliafina,Modalità: Normale,7500,-4050,2,141087,91109,0,0,0,0,0,0
224,Lamyne della Cripta,Modalità: Normale,7500,-4050,2,141099,91110,0,0,0,0,0,0
225,Gran Vendicatore Vureem,Modalità: Normale,7500,-4050,2,141111,91111,0,0,0,0,0,0
226,Crociata Luxia Maxwell,Modalità: Normale,7500,-4050,2,141123,91112,0,0,0,0,0,0
227,Pretore Singularis,Modalità: Normale,7500,-4050,2,141135,91113,0,0,0,0,0,0
228,Console Nebulor,Modalità: Normale,7500,-4050,2,141147,91114,0,0,0,0,0,0
229,Esecutore Kaenius,Modalità: Normale,7500,-4050,2,141159,91115,0,0,0,0,0,0
230,Imperatore Enigmalia,Modalità: Normale,7500,-4050,2,141171,91116,0,0,0,0,0,0
231,Cavaliere Errante Spezzasangue,Modalità: Normale,7500,-4050,2,141183,91117,0,0,0,0,0,0
232,Vylenna la Disertrice,Modalità: Normale,7500,-4050,2,141195,91118,0,0,0,0,0,0
233,Theldrin Perduto,Modalità: Normale,7500,-4050,2,141207,91119,0,0,0,0,0,0
234,Neydra l'Affamata,Modalità: Normale,7500,-4050,2,141219,91120,0,0,0,0,0,0
235,Edgath Cantaspine,Modalità: Normale,7500,-4050,2,141231,91121,0,0,0,0,0,0
236,Strega dei Rovi Liset,Modalità: Normale,7500,-4050,2,141243,91122,0,0,0,0,0,0
237,"Grothoz, l'Ombra Bruciante",Modalità: Normale,7500,-4050,2,141255,91123,0,0,0,0,0,0
238,"Dengzag, la Fiammata Oscurata",Modalità: Normale,7500,-4050,2,141267,91124,0,0,0,0,0,0
239,Magistra Frustabraci,Modalità: Normale,6000,-7050,2,140929,91096,0,0,0,0,0,0
240,Meccanista Anziano Ozwold,Modalità: Normale,6000,-7050,2,140943,91097,0,0,0,0,0,0
241,3L-3N-0R la Riciclatrice,Modalità: Normale,6000,-7050,2,140958,91098,0,0,0,0,0,0
242,Mordril Cupombra,Modalità: Normale,6000,-7050,2,140970,91099,0,0,0,0,0,0
243,Deliah Cantotetro,Modalità: Normale,6000,-7050,2,140982,91100,0,0,0,0,0,0
244,Lama Spettrale Talasha,Modalità: Normale,6000,-7050,2,140994,91101,0,0,0,0,0,0
245,Lama del Nexus Hadim,Modalità: Normale,6000,-7050,2,141006,91102,0,0,0,0,0,0
246,Jo'zolo il Distruttore,Modalità: Normale,6000,-7050,2,141018,91103,0,0,0,0,0,0
247,"Zadu, Pugno di Nalorakk",Modalità: Normale,6000,-7050,2,141030,91104,0,0,0,0,0,0
248,Artiglio di Jan'alai,Modalità: Normale,6000,-7050,2,141042,91105,0,0,0,0,0,0
249,Ala di Akil'zon,Modalità: Normale,6000,-7050,2,141054,91106,0,0,0,0,0,0
250,Guardaboschi Radalampo,Modalità: Normale,6000,-7050,2,141066,91107,0,0,0,0,0,0
251,Tenente Alafiamma,Modalità: Normale,6000,-7050,2,141078,91108,0,0,0,0,0,0
252,Petyoll la Fogliafina,Modalità: Normale,6000,-7050,2,141090,91109,0,0,0,0,0,0
253,Lamyne della Cripta,Modalità: Normale,6000,-7050,2,141102,91110,0,0,0,0,0,0
254,Gran Vendicatore Vureem,Modalità: Normale,6000,-7050,2,141114,91111,0,0,0,0,0,0
255,Crociata Luxia Maxwell,Modalità: Normale,6000,-7050,2,141126,91112,0,0,0,0,0,0
256,Pretore Singularis,Modalità: Normale,6000,-7050,2,141138,91113,0,0,0,0,0,0
257,Console Nebulor,Modalità: Normale,6000,-7050,2,141150,91114,0,0,0,0,0,0
258,Esecutore Kaenius,Modalità: Normale,6000,-7050,2,141162,91115,0,0,0,0,0,0
259,Imperatore Enigmalia,Modalità: Normale,6000,-7050,2,141174,91116,0,0,0,0,0,0
260,Cavaliere Errante Spezzasangue,Modalità: Normale,6000,-7050,2,141186,91117,0,0,0,0,0,0
261,Vylenna la Disertrice,Modalità: Normale,6000,-7050,2,141198,91118,0,0,0,0,0,0
262,Theldrin Perduto,Modalità: Normale,6000,-7050,2,141210,91119,0,0,0,0,0,0
263,Neydra l'Affamata,Modalità: Normale,6000,-7050,2,141222,91120,0,0,0,0,0,0
264,Edgath Cantaspine,Modalità: Normale,6000,-7050,2,141234,91121,0,0,0,0,0,0
265,Strega dei Rovi Liset,Modalità: Normale,6000,-7050,2,141246,91122,0,0,0,0,0,0
266,"Grothoz, l'Ombra Bruciante",Modalità: Normale,6000,-7050,2,141258,91123,0,0,0,0,0,0
267,"Dengzag, la Fiammata Oscurata",Modalità: Normale,6000,-7050,2,141270,91124,0,0,0,0,0,0
268,Magistra Frustabraci,Modalità: Normale,11000,-12600,2,140932,91096,0,0,0,0,0,0
269,Meccanista Anziano Ozwold,Modalità: Normale,11000,-12600,2,140947,91097,0,0,0,0,0,0
270,3L-3N-0R la Riciclatrice,Modalità: Normale,11000,-12600,2,140961,91098,0,0,0,0,0,0
271,Mordril Cupombra,Modalità: Normale,11000,-12600,2,140973,91099,0,0,0,0,0,0
272,Deliah Cantotetro,Modalità: Normale,11000,-12600,2,140985,91100,0,0,0,0,0,0
273,Lama Spettrale Talasha,Modalità: Normale,11000,-12600,2,140997,91101,0,0,0,0,0,0
274,Lama del Nexus Hadim,Modalità: Normale,11000,-12600,2,141009,91102,0,0,0,0,0,0
275,Jo'zolo il Distruttore,Modalità: Normale,11000,-12600,2,141021,91103,0,0,0,0,0,0
276,"Zadu, Pugno di Nalorakk",Modalità: Normale,11000,-12600,2,141033,91104,0,0,0,0,0,0
277,Artiglio di Jan'alai,Modalità: Normale,11000,-12600,2,141045,91105,0,0,0,0,0,0
278,Ala di Akil'zon,Modalità: Normale,11000,-12600,2,141057,91106,0,0,0,0,0,0
279,Guardaboschi Radalampo,Modalità: Normale,11000,-12600,2,141069,91107,0,0,0,0,0,0
280,Tenente Alafiamma,Modalità: Normale,11000,-12600,2,141081,91108,0,0,0,0,0,0
281,Petyoll la Fogliafina,Modalità: Normale,11000,-12600,2,141093,91109,0,0,0,0,0,0
282,Lamyne della Cripta,Modalità: Normale,11000,-12600,2,141105,91110,0,0,0,0,0,0
283,Gran Vendicatore Vureem,Modalità: Normale,11000,-12600,2,141117,91111,0,0,0,0,0,0
284,Crociata Luxia Maxwell,Modalità: Normale,11000,-12600,2,141129,91112,0,0,0,0,0,0
285,Pretore Singularis,Modalità: Normale,11000,-12600,2,141141,91113,0,0,0,0,0,0
286,Console Nebulor,Modalità: Normale,11000,-12600,2,141153,91114,0,0,0,0,0,0
287,Esecutore Kaenius,Modalità: Normale,11000,-12600,2,141165,91115,0,0,0,0,0,0
288,Imperatore Enigmalia,Modalità: Normale,11000,-12600,2,141177,91116,0,0,0,0,0,0
289,Cavaliere Errante Spezzasangue,Modalità: Normale,11000,-12600,2,141189,91117,0,0,0,0,0,0
290,Vylenna la Disertrice,Modalità: Normale,11000,-12600,2,141201,91118,0,0,0,0,0,0
291,Theldrin Perduto,Modalità: Normale,11000,-12600,2,141213,91119,0,0,0,0,0,0
292,Neydra l'Affamata,Modalità: Normale,11000,-12600,2,141225,91120,0,0,0,0,0,0
293,Edgath Cantaspine,Modalità: Normale,11000,-12600,2,141237,91121,0,0,0,0,0,0
294,Strega dei Rovi Liset,Modalità: Normale,11000,-12600,2,141249,91122,0,0,0,0,0,0
295,"Grothoz, l'Ombra Bruciante",Modalità: Normale,11000,-12600,2,141261,91123,0,0,0,0,0,0
296,"Dengzag, la Fiammata Oscurata",Modalità: Normale,11000,-12600,2,141273,91124,0,0,0,0,0,0
297,Magistra Frustabraci,Modalità: Normale,10500,-8500,2,140935,91096,0,0,0,0,0,0
298,Meccanista Anziano Ozwold,Modalità: Normale,10500,-8500,2,140950,91097,0,0,0,0,0,0
299,3L-3N-0R la Riciclatrice,Modalità: Normale,10500,-8500,2,140964,91098,0,0,0,0,0,0
300,Mordril Cupombra,Modalità: Normale,10500,-8500,2,140976,91099,0,0,0,0,0,0
301,Deliah Cantotetro,Modalità: Normale,10500,-8500,2,140988,91100,0,0,0,0,0,0
302,Lama Spettrale Talasha,Modalità: Normale,10500,-8500,2,141000,91101,0,0,0,0,0,0
303,Lama del Nexus Hadim,Modalità: Normale,10500,-8500,2,141012,91102,0,0,0,0,0,0
304,Jo'zolo il Distruttore,Modalità: Normale,10500,-8500,2,141024,91103,0,0,0,0,0,0
305,"Zadu, Pugno di Nalorakk",Modalità: Normale,10500,-8500,2,141036,91104,0,0,0,0,0,0
306,Artiglio di Jan'alai,Modalità: Normale,10500,-8500,2,141048,91105,0,0,0,0,0,0
307,Ala di Akil'zon,Modalità: Normale,10500,-8500,2,141060,91106,0,0,0,0,0,0
308,Guardaboschi Radalampo,Modalità: Normale,10500,-8500,2,141072,91107,0,0,0,0,0,0
309,Tenente Alafiamma,Modalità: Normale,10500,-8500,2,141084,91108,0,0,0,0,0,0
310,Petyoll la Fogliafina,Modalità: Normale,10500,-8500,2,141096,91109,0,0,0,0,0,0
311,Lamyne della Cripta,Modalità: Normale,10500,-8500,2,141108,91110,0,0,0,0,0,0
312,Gran Vendicatore Vureem,Modalità: Normale,10500,-8500,2,141120,91111,0,0,0,0,0,0
313,Crociata Luxia Maxwell,Modalità: Normale,10500,-8500,2,141132,91112,0,0,0,0,0,0
314,Pretore Singularis,Modalità: Normale,10500,-8500,2,141144,91113,0,0,0,0,0,0
315,Console Nebulor,Modalità: Normale,10500,-8500,2,141156,91114,0,0,0,0,0,0
316,Esecutore Kaenius,Modalità: Normale,10500,-8500,2,141168,91115,0,0,0,0,0,0
317,Imperatore Enigmalia,Modalità: Normale,10500,-8500,2,141180,91116,0,0,0,0,0,0
318,Cavaliere Errante Spezzasangue,Modalità: Normale,10500,-8500,2,141192,91117,0,0,0,0,0,0
319,Vylenna la Disertrice,Modalità: Normale,10500,-8500,2,141204,91118,0,0,0,0,0,0
320,Theldrin Perduto,Modalità: Normale,10500,-8500,2,141216,91119,0,0,0,0,0,0
321,Neydra l'Affamata,Modalità: Normale,10500,-8500,2,141228,91120,0,0,0,0,0,0
322,Edgath Cantaspine,Modalità: Normale,10500,-8500,2,141240,91121,0,0,0,0,0,0
323,Strega dei Rovi Liset,Modalità: Normale,10500,-8500,2,141252,91122,0,0,0,0,0,0
324,"Grothoz, l'Ombra Bruciante",Modalità: Normale,10500,-8500,2,141264,91123,0,0,0,0,0,0
325,"Dengzag, la Fiammata Oscurata",Modalità: Normale,10500,-8500,2,141276,91124,0,0,0,0,0,0
326,Magistro Spezzasole,Modalità: Difficile,7000,-5300,2,140908,91210,0,0,0,0,0,0
327,Magistro Spezzasole,Modalità: Incubo,5500,-4450,2,140909,91211,0,0,0,0,0,0
328,Magistro Spezzasole,Modalità: Difficile,4300,-6500,2,140911,91210,0,0,0,0,0,0
329,Magistro Spezzasole,Modalità: Incubo,3900,-7800,2,140912,91211,0,0,0,0,0,0
330,Magistro Spezzasole,Modalità: Difficile,11300,-13400,2,140914,91210,0,0,0,0,0,0
331,Magistro Spezzasole,Modalità: Incubo,10300,-13250,2,140915,91211,0,0,0,0,0,0
332,Magistro Spezzasole,Modalità: Difficile,9650,-8250,2,140917,91210,0,0,0,0,0,0
333,Magistro Spezzasole,Modalità: Incubo,9850,-9150,2,140918,91211,0,0,0,0,0,0
334,Magistra Frustabraci,Modalità: Difficile,7000,-5300,2,140927,91212,0,0,0,0,0,0
335,Magistra Frustabraci,Modalità: Incubo,5500,-4450,2,140928,91213,0,0,0,0,0,0
336,Magistra Frustabraci,Modalità: Difficile,4300,-6500,2,140930,91212,0,0,0,0,0,0
337,Magistra Frustabraci,Modalità: Incubo,3900,-7800,2,140931,91213,0,0,0,0,0,0
338,Magistra Frustabraci,Modalità: Difficile,11300,-13400,2,140933,91212,0,0,0,0,0,0
339,Magistra Frustabraci,Modalità: Incubo,10300,-13250,2,140934,91213,0,0,0,0,0,0
340,Magistra Frustabraci,Modalità: Difficile,9650,-8250,2,140936,91212,0,0,0,0,0,0
341,Magistra Frustabraci,Modalità: Incubo,9850,-9150,2,140937,91213,0,0,0,0,0,0
342,Meccanista Anziano Ozwold,Modalità: Difficile,7000,-5300,2,140941,91214,0,0,0,0,0,0
343,Meccanista Anziano Ozwold,Modalità: Incubo,5500,-4450,2,140942,91215,0,0,0,0,0,0
344,Meccanista Anziano Ozwold,Modalità: Difficile,4300,-6500,2,140944,91214,0,0,0,0,0,0
345,Meccanista Anziano Ozwold,Modalità: Incubo,3900,-7800,2,140945,91215,0,0,0,0,0,0
346,Meccanista Anziano Ozwold,Modalità: Difficile,11300,-13400,2,140948,91214,0,0,0,0,0,0
347,Meccanista Anziano Ozwold,Modalità: Incubo,10300,-13250,2,140949,91215,0,0,0,0,0,0
348,Meccanista Anziano Ozwold,Modalità: Difficile,9650,-8250,2,140952,91214,0,0,0,0,0,0
349,Meccanista Anziano Ozwold,Modalità: Incubo,9850,-9150,2,140953,91215,0,0,0,0,0,0
350,3L-3N-0R la Riciclatrice,Modalità: Difficile,7000,-5300,2,140956,91216,0,0,0,0,0,0
351,3L-3N-0R la Riciclatrice,Modalità: Incubo,5500,-4450,2,140957,91217,0,0,0,0,0,0
352,3L-3N-0R la Riciclatrice,Modalità: Difficile,4300,-6500,2,140959,91216,0,0,0,0,0,0
353,3L-3N-0R la Riciclatrice,Modalità: Incubo,3900,-7800,2,140960,91217,0,0,0,0,0,0
354,3L-3N-0R la Riciclatrice,Modalità: Difficile,11300,-13400,2,140962,91216,0,0,0,0,0,0
355,3L-3N-0R la Riciclatrice,Modalità: Incubo,10300,-13250,2,140963,91217,0,0,0,0,0,0
356,3L-3N-0R la Riciclatrice,Modalità: Difficile,9650,-8250,2,140965,91216,0,0,0,0,0,0
357,3L-3N-0R la Riciclatrice,Modalità: Incubo,9850,-9150,2,140966,91217,0,0,0,0,0,0
358,Mordril Cupombra,Modalità: Difficile,7000,-5300,2,140968,91218,0,0,0,0,0,0
359,Mordril Cupombra,Modalità: Incubo,5500,-4450,2,140969,91219,0,0,0,0,0,0
