ID,SortName_lang,UiOrderIndex,Flags
448,Campagna di Guerra dell'Orda,0,0
449,Nani Ferroscuro,0,0
450,Orchi Mag'har,0,0
451,Cacciatore dell'Ombra,0,0
453,Scorrerie sulle Isole,0,0
555,PvP nel mondo di gioco,0,0
556,Orgoglio di Kul Tiras,0,0
557,PvP classificato,0,0
559,Troll Zandalari,0,0
560,Retaggio,0,0
561,Lungoviaggio,0,0
562,La vendetta di Tyrande,0,0
563,Il destino di Faucisaure,0,0
564,Giorno della Camicia Gratuita,0,0
565,Crogiolo delle Tempeste,0,0
566,Umani di Kul Tiras,0,0
567,Assalto,0,0
569,Cuore di Azeroth,0,0
571,Professioni,0,0
573,Seguaci di Nazjatar,0,0
574,Oblio del Peccato,0,0
575,Vendetta di Korrak,0,0
576,Santuario della Congrega,0,0
579,Menziona un amico,0,0
580,Visioni di N'zoth,0,0
582,Vulpera,0,0
583,Meccagnomo,0,0
584,Campagna dell'Impero Nero,0,0
586,Corte delle Braci,0,0
587,Lungo il cielo spezzato,0,0
588,Morte Incombente,0,0
589,Chiamate dei Kyrian,0,0
590,Chiamate dei Silfi della Notte,0,0
591,Chiamate dei Necrosignori,0,0
592,Chiamate dei Venthyr,0,0
593,Cuciture Abominevoli,0,0
594,Campagna nel Tempo,0,0
595,Via dell'Ascensione,0,0
596,Artigianato Leggendario,0,0
600,Campagna 9.1,0,0
601,Codici dei Primi,0,0
602,Campagna di Zereth Mortis,0,0
603,Codice degli Archivisti,0,0
604,Assalti delle Congreghe,0,0
606,Sintesi di Protoforma,0,0
607,Tracciamento simbolo cap 6,0,0
608,Tempesta Scatenata,0,0
609,Spedizione delle Scaglie di Drago,0,0
610,Tempeste Primaliste,0,0
611,Tuskarr di Iskaara,0,0
612,Centauri Maruuk,0,0
613,Accordo di Valdrakken,0,0
614,Evocatore,0,0
615,Emporio,0,0
616,Motore dell'Innovazione,0,0
617,Consorzio degli Artigiani,0,0
618,Campo di Soffusione,0,0
620,Incarichi dell'Inviato,0,0
622,Ricercatori sotto attacco,0,0
623,Archivi Azerothiani,0,0
624,Prova dello Stile,0,0
625,Sistemi,0,0
626,Fenditure del Tempo,0,0
627,Asilo Scagliette,0,0
628,Sovronirico,0,0
629,Custodi del Sogno,0,0
630,La Riconquista di Gilneas,0,0
631,Coppa Kalimdor,0,0
632,Coppa Regni Orientali,0,0
633,Coppa Terre Esterne,0,0
634,Coppa Nordania,0,0
635,Coppa Pandaria,0,0
636,Coppa Isole Disperse,0,0
637,L'Aralda,0,0
638,Anniversario di Hearthstone,0,0
639,Corse nel Tempo,0,0
640,Terrigeni,0,0
642,Sistema di potenziamento,0,0
643,Brigate,0,0
645,Metamissioni,10,1
646,Segreti di Azeroth,0,0
652,Scorribande,0,0
