ID,Description_lang,Type,Amount,ObjectID,OrderIndex,Flags,StorageIndex,QuestID
275253,Sconfitta con la Spada Giocattolo,0,13,86958,3,92,2,36818
275255,Mostri élite uccisi,0,7,87574,4,92,3,36818
275256,Miniboss uccisi,0,5,86960,5,92,4,36818
275257,Progresso dell'assalto al Posto di Guardia dei Mok'gol,15,1,0,0,0,0,36819
275258,Nemici minori sconfitti,0,100,86955,1,92,0,36819
275259,Nemici uccisi,0,34,86957,2,92,1,36819
275260,Sconfitta con la Spada Giocattolo,0,13,86958,3,92,2,36819
275262,Mostri élite uccisi,0,7,87574,4,92,3,36819
275263,Miniboss uccisi,0,5,86960,5,92,4,36819
275264,Assalto all'Area d'Addestramento dei Gorian completato,15,1,0,0,0,0,36820
275265,Nemici minori sconfitti,0,25,88200,1,92,0,36820
275266,Nemici uccisi,0,13,88201,2,92,1,36820
275267,Sconfitta con la Spada Giocattolo,0,9,88202,3,92,2,36820
275268,Mostri élite uccisi,0,4,88203,4,92,7,36820
275270,Mistero sconfitto,0,2,88204,5,92,4,36820
275271,Assalto all'Area d'Addestramento dei Gorian completato,15,1,0,0,0,0,36821
275272,Nemici minori sconfitti,0,25,88200,1,92,0,36821
275273,Nemici uccisi,0,13,88201,2,92,1,36821
275274,Sconfitta con la Spada Giocattolo,0,9,88202,3,92,2,36821
275275,Mostri élite uccisi,0,4,88203,4,92,7,36821
275277,Nemico mistero sconfitto,0,2,88204,5,92,4,36821
275281,Progresso dell'assalto a Magnarok,15,1,0,0,0,0,36826
275290,Progresso dell'assalto a Magnarok,15,1,0,0,0,0,36827
275299,Madre della Stirpe Xylax uccisa,0,1,86455,3,1,1,36792
275300,Bagdoth Trincasangue ucciso,0,1,86461,4,1,2,36792
275301,Val'dune Plasmacarne ucciso,0,1,86482,5,1,3,36792
275316,Granate di Ferro fatte esplodere,0,6,86524,2,0,4,36792
275324,Nemici di livello 0 uccisi,0,200,86556,1,92,5,36491
275325,Nemici di livello 0 uccisi,0,200,86556,1,92,5,36490
275388,Membri dell'Orda di Ferro uccisi,0,200,86298,4,92,3,36489
275389,Manuali d'Addestramento distrutti,2,100,236277,5,92,4,36489
275390,Prigionieri Teschio Ridente liberati,2,50,236444,6,92,5,36489
275431,Tana dei lupi bruciata,0,17,86992,6,92,5,36819
275432,Merci Rubate Ritrovate,0,50,86947,9,92,6,36819
275433,Tana dei lupi bruciata,0,17,86992,6,92,5,36818
275434,Merci Rubate Ritrovate,0,50,86947,9,92,6,36818
275436,Caserma bruciata,0,17,87017,7,92,7,36819
275439,Locanda bruciata,0,17,87024,8,92,8,36819
275440,Caserma bruciata,0,17,87017,7,92,7,36818
275441,Locanda bruciata,0,17,87024,8,92,8,36818
275617,Nemici luogotenenti uccisi,0,34,87371,3,92,0,36807
275619,Luogotenenti bonus sconfitti,0,34,87373,5,92,2,36807
275620,Totem dei Cantaguerra distrutti,0,50,87264,10,92,9,36818
275621,Totem dei Cantaguerra distrutti,0,50,87264,10,92,9,36819
275625,Nemici deboli uccisi,0,334,87378,1,92,3,36807
275626,Boss uccisi,0,5,87377,4,92,4,36807
275627,Missive dei Sargerei bruciate,0,67,87364,6,92,5,36807
275628,Cittadino di Vilruna liberato,0,134,86869,7,92,6,36807
275630,Cittadino della Prigione dell'Ombra liberato,0,25,86599,8,92,7,36807
275689,Progresso dell'assalto a Vol Anzu Perduta,15,1,0,0,0,0,36860
275690,Ogre consumato,0,200,87030,1,92,0,36860
275691,Arakkoa consumato,0,200,87031,2,92,1,36860
275692,Goblin consumato,0,200,87032,3,92,2,36860
275693,Pallido consumato,0,200,87033,4,92,3,36860
275701,Evoluto,0,50,86560,12,92,4,36860
275704,Rifornimenti dei Goblin recuperati,0,100,87034,6,92,5,36860
275705,Energia recuperata,0,50,87036,7,92,6,36860
275706,Costrutto recuperato,0,25,86558,8,92,7,36860
275707,Torretta riparata,0,34,86559,9,92,8,36860
275708,Muschio consumato,0,200,87037,10,92,9,36860
275709,Fungo consumato,0,200,87038,11,92,10,36860
275929,Progresso dell'assalto all'Officina Bellica di Ferro,15,1,0,0,0,0,36822
275930,Nemici minori sconfitti,0,134,87624,1,92,0,36822
275931,Nemici di livello 1 sconfitti,0,67,87610,2,92,1,36822
275932,Nemici élite sconfitti,0,20,87618,3,92,2,36822
275933,Nemici rari élite uccisi,0,7,87621,4,92,3,36822
275934,Boss uccisi,0,5,84384,5,92,4,36822
275935,Mina di Scorie disattivata,0,50,88860,6,92,5,36822
275936,Barili avvelenati,2,25,237343,7,92,6,36822
275937,Piani di Battaglia distrutti,2,25,234685,8,92,7,36822
275942,Kaliri degli Scogli uccisi,0,12,82354,1,0,1,34496
275943,Tracciamento obiettivo - Sacca,2,100000,237264,11,92,10,36818
275944,Tracciamento obiettivo - Cassa,2,100000,237263,12,92,11,36818
275945,Tracciamento - Cassa,2,100000,237263,11,92,10,36819
275946,Tracciamento - Cassa,2,100000,237264,12,92,11,36819
275956,Mostri minori uccisi,0,500,87507,1,92,8,36827
275957,Mostri normali uccisi,0,100,87513,2,92,9,36827
275958,Mostri normali uccisi,0,50,87513,3,92,10,36827
275959,X recuperati,3,1000,87383,4,92,11,36827
275961,Élite uccisi,0,25,87512,5,92,13,36827
275962,Miniboss ucciso,0,7,87511,6,92,14,36827
275963,Boss ucciso,0,5,87742,7,92,0,36827
275964,Mostri minori uccisi,0,500,87507,1,92,8,36826
275965,Mostri normali uccisi,0,100,87513,2,92,9,36826
275966,Mostri normali uccisi,0,50,87514,3,92,10,36826
275967,X recuperati,3,1000,87383,4,92,11,36826
275969,Élite uccisi,0,25,87512,5,92,13,36826
275970,Miniboss ucciso,0,7,87511,6,92,14,36826
275971,Boss ucciso,0,5,87742,7,92,15,36826
275992,Oggetti degli Sha'tar recuperati,0,34,84997,10,92,11,36338
276020,Progresso dell'assalto a Skettis,0,100,84010,1,92,0,36069
276021,Progresso dell'assalto a Skettis,0,100,84010,1,92,0,36070
276028,Trofeo distrutto,0,25,88116,6,92,5,36817
276029,Trofeo distrutto,0,25,88116,6,92,5,36816
276059,Progresso dell'assalto a Verdeterno,15,1,0,0,0,0,36814
276060,Plasmatori uccisi,0,100,88174,2,92,0,36814
276061,Plasmatori uccisi,0,20,88175,3,92,1,36814
276062,Plasmatori uccisi,0,5,88176,4,92,2,36814
276081,Cestini dei Botani recuperati,2,100,237599,5,92,3,36814
276082,Cognitore Amorfo consumato,0,100000,88256,5,92,11,36860
276083,Uccisioni effettuate,0,20,88260,13,92,12,36860
276084,Plasmatori uccisi,0,400,88278,1,92,4,36814
276089,Gabbia degli Ogre recuperata,2,100000,237669,6,92,3,36820
276101,Nemici normali uccisi,0,100,87370,2,92,0,36809
276102,Nemici luogotenenti uccisi,0,34,87372,3,92,1,36809
276103,Boss uccisi,0,5,87377,4,92,2,36809
276104,Luogotenenti bonus sconfitti,0,34,87373,5,92,3,36809
276105,Missive dei Sargerei bruciate,0,67,87364,6,92,4,36809
276106,Cittadino inestinguibile liberato,0,34,86869,7,92,5,36809
276107,Cittadino della Prigione dell'Ombra liberato,0,25,86599,8,92,6,36809
276108,Codice Demoniaco recuperato,0,34,88407,9,92,7,36809
276109,Codice Demoniaco recuperato,0,34,88407,9,92,1,36807
276110,Piani di battaglia recuperati,0,50,88405,10,92,8,36809
276111,Piani di battaglia recuperati,0,50,88405,10,92,8,36807
276121,Saberon Ringhiazampa uccisi,0,15,88511,1,0,0,37280
276122,Veggente d'Ossa Occhiofreddo ucciso,0,1,88361,2,0,1,37280
276156,Progresso dell'assalto all'Officina Bellica di Ferro,15,1,0,0,0,0,36823
276157,Nemici minori sconfitti,0,134,87624,1,92,0,36823
276158,Nemici di livello 1 sconfitti,0,67,87610,2,92,1,36823
276159,Nemici élite sconfitti,0,20,87618,3,92,2,36823
276160,Boss uccisi,0,5,84384,5,92,3,36823
276161,Mina di Scorie disattivata,0,50,88860,6,92,4,36823
276162,Barili avvelenati,2,25,237343,7,92,5,36823
276163,Piani di Battaglia distrutti,2,25,234685,8,92,6,36823
276166,Progresso dell'assalto a Verdeterno,15,1,0,0,0,0,36815
276167,Plasmatori uccisi,0,400,88278,1,92,0,36815
276168,Plasmatori uccisi,0,100,88174,2,92,1,36815
276169,Plasmatori uccisi,0,20,88175,3,92,2,36815
276170,Plasmatori uccisi,0,5,88176,4,92,3,36815
276171,Cestini dei Botani recuperati,2,100,237599,5,92,4,36815
276180,Geodi d'Iridio uccisi,0,6,80072,1,0,0,37421
276181,Goren uccisi,0,8,80013,0,0,1,37421
276183,Erranti Invasivi uccisi,0,6,79335,0,0,1,37422
276184,Gigante Opprimente ucciso,0,1,79333,1,0,0,37422
276249,Spiriti spaventati liberati,0,6,88819,0,0,2,37280
276283,Lanciafiamme recuperati,3,100000,88829,6,92,8,36815
276284,Lanciafiamme recuperati,3,100000,88829,6,92,5,36814
276285,Nemici rari élite uccisi,0,7,87621,4,92,9,36823
276298,Elimina gli Spiraostile,15,1,0,0,0,0,37466
276301,Semi di Mandragora raccolti,2,100,238906,7,92,9,36815
276302,Semi di Mandragora raccolti,2,100,238906,7,92,6,36814
276328,Schiavi liberati,0,25,88931,7,92,5,36820
276329,Schiavi liberati,0,25,88931,7,92,5,36821
276337,,0,1000,88960,2,92,1,36069
276338,,0,1000,88960,2,92,1,36070
276343,Gabbie degli Ogre aperte,2,100000,237669,6,92,3,36821
276374,,0,4,83990,3,92,2,36070
276376,,0,25,83975,4,92,4,36070
276379,,0,25,83980,5,92,7,36070
276380,,0,25,83983,6,92,8,36070
276382,,0,34,83976,7,92,10,36070
276385,,0,34,83982,8,92,13,36070
276386,,0,9,83984,9,92,14,36070
276391,,3,100000,89076,10,92,15,36070
276392,,2,100000,233824,11,92,16,36070
276393,,2,100000,233791,12,92,17,36070
276394,,2,100000,233803,13,92,18,36070
276395,,2,100000,233805,14,92,19,36070
276396,,0,4,83990,3,92,2,36069
276398,,0,25,83975,4,92,4,36069
276401,,0,25,83980,5,92,7,36069
276402,,0,25,83983,6,92,8,36069
276404,,0,34,83976,7,92,10,36069
276407,,0,34,83982,8,92,13,36069
276408,,0,34,83984,9,92,14,36069
276409,,2,100000,233791,10,92,15,36069
276410,,2,100000,233803,11,92,16,36069
276411,,2,100000,233805,12,92,17,36069
276412,,3,100000,89076,13,92,18,36069
276413,,2,100000,233824,14,92,19,36069
276441,,0,200,89095,14,92,13,36860
276443,Interact - Focusing Crystal,3,100000,86320,8,92,6,36490
276444,Interact - Ritual Stone 2b,3,100000,85594,9,92,8,36490
276445,Interact - Ritual Stone 3b,3,100000,85596,10,92,9,36490
276446,Interact - Ritual Stone 4b,3,100000,85597,11,92,10,36490
276447,Interact - Shadowmoon Sundries 01,3,100000,85976,12,92,11,36490
276448,Interact - Shadowmoon Sundries 02,3,100000,85977,13,92,12,36490
276449,Interact - Focusing Crystal,3,100000,86320,8,92,6,36491
276450,Interact - Ritual Stone 2b,3,100000,85594,9,92,8,36491
276451,Interact - Ritual Stone 3b,3,100000,85596,10,92,9,36491
276452,Interact - Ritual Stone 4b,3,100000,85597,11,92,10,36491
276453,Interact - Shadowmoon Sundries 01,3,100000,85976,12,92,11,36491
276454,Interact - Shadowmoon Sundries 02,3,100000,85977,13,92,12,36491
276455,Kill - Void Totem,0,100000,85452,14,92,13,36490
276456,Kill - Void Totem,0,100000,85452,14,92,13,36491
276458,,2,100000,236637,15,92,15,36860
276459,,2,100000,237031,16,92,16,36860
276460,,2,100000,236636,17,92,17,36860
276461,,2,100000,237029,18,92,18,36860
276469,Frammenti di Manufatto ottenuti,17,100,944,1,92,0,36868
276470,Frammenti di Manufatto ottenuti,17,100,944,1,92,0,36869
276489,Frammenti di Manufatto ottenuti,15,1,0,0,0,0,36869
276490,Frammenti di Manufatto ottenuti,15,1,0,0,0,0,36868
276491,Progresso dell'assalto all'Officina Bellica di Ferro,15,1,0,0,0,0,37585
276492,Nemici minori sconfitti,0,134,87624,1,92,0,37585
276493,Nemici di livello 1 sconfitti,0,67,87610,2,92,1,37585
276494,Nemici élite sconfitti,0,20,87618,3,92,2,37585
276495,Nemici rari élite uccisi,0,7,87621,4,92,3,37585
276496,Boss uccisi,0,5,84384,5,92,4,37585
276497,Mina di Scorie disattivata,0,50,88860,6,92,5,37585
276498,Barili avvelenati,2,25,237343,7,92,6,37585
276499,Piani di Battaglia distrutti,2,25,234685,8,92,7,37585
276524,Progresso dell'assalto all'Officina Bellica di Ferro,15,1,0,0,0,0,37622
276525,Nemici minori sconfitti,0,134,87624,1,92,0,37622
276526,Nemici di livello 1 sconfitti,0,67,87610,2,92,1,37622
276527,Nemici élite sconfitti,0,20,87618,3,92,2,37622
276528,Nemici rari élite uccisi,0,7,87621,4,92,9,37622
276529,Boss uccisi,0,5,84384,5,92,3,37622
276530,Mina di Scorie Esplosiva disattivata,0,50,88860,6,92,4,37622
276531,Barili avvelenati,2,25,237343,7,92,5,37622
276532,Piani di Battaglia distrutti,2,25,234685,8,92,6,37622
276535,Progresso dell'assalto alle Rupi di Rocciafurente,15,1,0,0,0,0,37623
276536,Mostri minori uccisi,0,250,85260,1,92,0,37623
276537,Mostri normali uccisi,0,50,85261,2,92,1,37623
276538,X recuperati,0,25,85265,3,92,2,37623
276539,Mostri uccisi,0,17,82531,4,92,4,37623
276540,Mostri élite uccisi,0,9,85262,5,92,6,37623
