ID,ClassSpec_lang,ClassSpec_Male_lang,ClassSpec_Female_lang,UiTextureAtlasMemberID,GarrFollItemSetID,FollowerClassLimit,Flags
37,Guerrieri (Furia),Guerriero (Furia),Guerriera (Furia),3478,38,0,0
38,Guerrieri (Protezione),Guerriero (Protezione),Guerriera (Protezione),3478,39,0,0
53,Caravella,Caravella,Caravella,4597,0,0,0
54,Fregata,Fregata,Fregata,4620,0,0,0
55,Portaerei,Portaerei,Portaerei,4838,0,0,0
56,Galeone,Galeone,Galeone,4601,0,0,0
57,Sottomarino,Sottomarino,Sottomarino,4609,0,0,0
58,Caravella,Caravella,Caravella,4597,0,0,0
59,Fregata,Fregata,Fregata,4568,0,0,0
60,Portaerei,Portaerei,Portaerei,4842,0,0,0
61,Galeone,Galeone,Galeone,4601,0,0,0
62,Sottomarino,Sottomarino,Sottomarino,4605,0,0,0
63,Cacciatore di Demoni (Rovina),Cacciatore di Demoni (Rovina),Cacciatrice di Demoni (Rovina),5939,0,0,0
64,Cacciatore di Demoni (Vendetta),Cacciatore di Demoni (Vendetta),Cacciatrice di Demoni (Vendetta),5940,0,0,0
65,Studenti della Gru,Studenti della Gru,Studentesse della Gru,3480,0,4,3
66,Studenti della Tigre,Studenti della Tigre,Studentesse della Tigre,3480,0,2,3
67,Studenti dello Yak,Studenti dello Yak,Studentesse dello Yak,3480,0,3,3
68,Monaco (Mastro Birraio),Monaco (Mastro Birraio),Monaca (Mastro Birraio),5951,0,0,0
69,Monaco (Misticismo),Monaco (Misticismo),Monaca (Misticismo),5952,0,0,0
70,Monaco (Impeto),Monaco (Impeto),Monaca (Impeto),5953,0,0,0
72,Arcanisti,Arcanisti,Arcaniste,3482,0,2,3
73,Elementali,Elementali,Elementali,3482,0,3,3
74,Maghi (Truppa C),Maghi (Truppa C),Maghe (Truppa C),3482,0,4,3
75,Orda Risorta,Orda Risorta,Orda Risorta,3487,0,3,3
76,Soldati della Spada d'Ebano,Soldati della Spada d'Ebano,Soldatesse della Spada d'Ebano,3487,0,2,3
77,Abomini,Abominio,Abominio,3487,0,1,3
79,Corrotti,Corrotti,Corrotti,5940,0,3,3
80,Guerrieri Illidari,Guerrieri Illidari,Guerriere Illidari,5940,0,2,3
81,Amici della Foresta,Amici della Foresta,Amiche della Foresta,3485,0,3,3
82,Custodi del Bosco,Custodi del Bosco,Custodi del Bosco,3485,0,2,3
84,Cacciatori (Truppa C),Cacciatori (Truppa C),Cacciatrici (Truppa C),3477,0,4,3
85,Arcieri,Arcieri,Arciere,3477,0,2,3
86,Balestrieri,Balestrieri,Balestriere,3477,0,3,3
87,Reclute della Mano d'Argento,Reclute della Mano d'Argento,Reclute della Mano d'Argento,3486,0,3,3
88,Ufficiali della Mano d'Argento,Ufficiali della Mano d'Argento,Ufficiali della Mano d'Argento,3486,0,2,3
89,Paladini (Truppa C),Paladini (Truppa C),Paladine (Truppa C),3486,0,4,3
90,Sacerdoti (Truppa C),Sacerdoti (Truppa C),Sacerdotessa (Tuppa C),3479,0,4,3
91,Accoliti,Accoliti,Accolite,3479,0,3,3
92,Zeloti,Zeloti,Zeloti,3479,0,2,3
93,Briganti,Briganti,Briganti,3481,0,3,3
94,Bucanieri,Bucanieri,Bucaniere,3481,0,2,3
95,Ladri (Truppa C),Ladri (Truppa C),Ladre (Truppa C),3481,0,4,3
96,Antichi della Guerra,Antico della Guerra,Antico della Guerra,3485,0,1,3
97,Elementali,Elementali,Elementali,3484,0,3,3
98,Invocatori della Terra,Invocatori della Terra,Invocatrici della Terra,3484,0,2,3
99,Valarjar,Valarjar,Valarjar,3478,0,3,3
100,Signore dello Scudo,Signore dello Scudo,Signore dello Scudo,3478,0,2,3
101,Guerrieri (Truppa C),Guerrieri (Truppa C),Guerriere (Truppa C),3478,0,4,3
102,Orda Demoniaca,Orda Demoniaca,Orda Demoniaca,3483,0,3,3
103,Servitori della Mietitura Oscura,Servitori della Mietitura Oscura,Servitrici della Mietitura Oscura,3483,0,2,3
104,Vilguardie,Vilguardia,Vilguardia,3483,0,1,3
105,Celestiali,Celestiale,Celestiale,3480,0,1,3
108,Cavaliere della Morte (Sangue),Cavaliere della Morte (Sangue),Cavaliere della Morte (Sangue),5936,6,0,0
109,Cavaliere della Morte (Gelo),Cavaliere della Morte (Gelo),Cavaliere della Morte (Gelo),5937,7,0,0
110,Cavaliere della Morte (Empietà),Cavaliere della Morte (Empietà),Cavaliere della Morte (Empietà),5938,8,0,0
111,Druido (Equilibrio),Druido (Equilibrio),Druida (Equilibrio),5941,0,0,0
112,Druido (Aggressore Ferino),Druido (Aggressore Ferino),Druida (Aggressore Ferino),5942,0,0,0
113,Druido (Guardiano Ferino),Druido (Guardiano Ferino),Druida (Guardiano Ferino),5943,0,0,0
114,Druido (Rigenerazione),Druido (Rigenerazione),Druida (Rigenerazione),5944,0,0,0
115,Cacciatore (Affinità Animale),Cacciatore (Affinità Animale),Cacciatrice (Affinità Animale),5945,0,0,0
116,Cacciatore (Precisione di Tiro),Cacciatore (Precisione di Tiro),Cacciatrice (Precisione di Tiro),5946,0,0,0
117,Cacciatore (Sopravvivenza),Cacciatore (Sopravvivenza),Cacciatrice (Sopravvivenza),5947,0,0,0
118,Mago (Arcano),Mago (Arcano),Maga (Arcano),5948,0,0,0
119,Mago (Fuoco),Mago (Fuoco),Maga (Fuoco),5949,0,0,0
120,Mago (Gelo),Mago (Gelo),Maga (Gelo),5950,0,0,0
121,Paladino (Sacro),Paladino (Sacro),Paladina (Sacro),5954,0,0,0
122,Paladino (Protezione),Paladino (Protezione),Paladina (Protezione),5955,0,0,0
123,Paladino (Castigo),Paladino (Castigo),Paladina (Castigo),5956,0,0,0
124,Sacerdote (Disciplina),Sacerdote (Disciplina),Sacerdotessa (Disciplina),5957,0,0,0
125,Sacerdote (Sacro),Sacerdote (Sacro),Sacerdotessa (Sacro),5958,0,0,0
126,Sacerdote (Ombra),Sacerdote (Ombra),Sacerdotessa (Ombra),5959,0,0,0
127,Ladro (Assassinio),Ladro (Assassinio),Ladra (Assassinio),5960,0,0,0
128,Ladro (Fuorilegge),Ladro (Fuorilegge),Ladra (Fuorilegge),5961,0,0,0
129,Ladro (Scaltrezza),Ladro (Scaltrezza),Ladra (Scaltrezza),5962,0,0,0
130,Sciamano (Elementale),Sciamano (Elementale),Sciamana (Elementale),5963,0,0,0
131,Sciamano (Potenziamento),Sciamano (Potenziamento),Sciamana (Potenziamento),5964,0,0,0
132,Sciamano (Rigenerazione),Sciamano (Rigenerazione),Sciamana (Rigenerazione),5965,0,0,0
133,Stregone (Afflizione),Stregone (Afflizione),Strega (Afflizione),5966,0,0,0
134,Stregone (Demonologia),Stregone (Demonologia),Strega (Demonologia),5967,0,0,0
135,Stregone (Distruzione),Stregone (Distruzione),Strega (Distruzione),5968,0,0,0
136,Guerriero (Armi),Guerriero (Armi),Guerriera (Armi),5969,0,0,0
137,Guerriero (Furia),Guerriero (Furia),Guerriera (Furia),5970,0,0,0
138,Guerriero (Protezione),Guerriero (Protezione),Guerriera (Protezione),5971,0,0,0
139,Ascesi,Ascesi,Ascese,3484,0,1,3
140,Esiliato,Esiliato,Esiliate,6163,0,0,0
141,Custode della Torre,Custode della Torre,Custode della Torre,6219,0,0,0
142,Ospite,Ospite,Ospite,6219,0,1,1
143,Combattente,Combattente,Combattente,6219,0,0,0
144,Bruto Malaspira,Bruto Malaspira,Bruta Malaspira,5940,0,1,3
145,Guerrieri Totem Truce,Guerriero Totem Truce,Guerriera Totem Truce,3484,0,1,3
146,,,,6159,0,0,1
147,Guardiani del Kirin Tor,Elementali,Guardiane del Kirin Tor,3482,0,2,3
148,Cavalieri d'Ebano Razziagelo,Elementali,Cavaliere d'Ebano Razziagelo,3487,0,2,3
149,Forza d'Assalto,Elementali,Forza d'Assalto,3478,0,2,3
150,Custodi del Bosco dei Sogni,Elementali,Custodi del Bosco dei Sogni,3485,0,2,3
151,Shivarra,Elementali,Shivarra,5940,0,2,3
152,Protettori del Circolo della Terra,Elementali,Protettrici del Circolo della Terra,3484,0,2,3
153,Maestri della Serenità,Elementali,Maestre della Serenità,3480,0,2,3
154,Vilguardie Brute,Elementali,Vilguardie Brute,3483,0,2,3
155,Sacerdoti Incappucciati,Elementali,Sacerdotesse Incappucciate,3479,0,2,3
156,Crociati della Mano d'Argento,Elementali,Crociate della Mano d'Argento,3486,0,2,3
157,Assassini di Corvolesto,Elementali,Assassine di Corvolesto,3481,0,2,3
158,Cacciatori Nobili Oscuri,,,3477,0,2,1
160,Calcacreste Krokul,,,6817,0,2,3
161,Krokul Espulso dal Vuoto,,,6816,0,2,3
162,Difensore Forgialuce,,,6818,0,2,3
164,Tecnico,,Tecnico,3581,0,0,0
165,Archibugiere,,Archibugiere,5946,278,1,3
166,Agente,,Agente,3481,0,0,0
167,Esploratore,,Esploratore,3481,0,0,0
168,Sentinella,,,5947,277,1,3
169,Agente,,Agente,5962,279,1,3
170,Infiltrato,,Infiltrato,3481,280,0,0
171,Tecnico,,,3581,282,1,3
172,Specialista dei combattimenti,,,5947,281,0,0
173,Pacificatore,,Pacificatore,5956,283,1,3
174,Inseguitore,,Inseguitore,5960,0,1,3
175,Sciamano (Elementale),Sciamano (Elementale),,5963,0,0,1
176,Specialista,,,5960,290,1,1
177,Sciamano,,,5963,291,1,3
178,Guardia del Terrore,,,3487,0,0,1
179,Incantatrice,,,5949,0,1,3
180,Geniere,,Geniere,3581,0,1,3
181,Monaco,,,5953,0,1,3
182,Arcanista,,,5948,0,0,0
183,Ingegnere,,Ingegnere,8390,0,0,0
184,Ladro (Scaltrezza),Ladro (Scaltrezza),Ladro (Scaltrezza),5962,0,0,0
185,Cacciatore (Sopravvivenza),Cacciatore (Sopravvivenza),Cacciatore (Sopravvivenza),5947,0,0,0
186,Cacciatore dell'Ombra,,Cacciatore dell'Ombra,5946,0,0,0
187,Gran Thane di Picco dell'Aquila,,,5964,0,0,0
188,Lupo Solitario,,,5947,281,0,0
189,Magistro,,Magistro,5959,0,0,0
190,Tecnico Sotto Copertura,,Tecnico Sotto Copertura,8390,0,0,0
191,Pilota,,,3581,0,0,3
192,Generale dell'Armata delle Sentinelle,,,5946,0,0,0
193,Divisione dell'Alleanza,,,7709,0,4,7
194,Divisione dell'Orda,,,7710,0,4,7
295,Capitano,,,7709,0,0,0
296,Capitano,,,7710,0,0,0
297,Lamabruma,,,6557,0,0,0
298,Comandante,,,6557,0,0,0
299,Duca Folle,,,6557,0,0,0
300,Pugno Errante,,,6036,0,0,0
301,Sorbianime,,,6557,0,0,0
302,Becchino,,,6557,0,0,0
303,Monaco Pugnonero,,,6557,0,0,0
304,Lanciatore di Pietre del Peccato,,,6557,0,0,0
305,Guaritore Ingannevole,,,6557,0,0,0
306,Disagiata,,,6557,0,0,0
307,Lancia Lucente,,,6557,0,0,0
308,Pugno Robusto,,,6557,0,0,0
309,Medico Esuberante,,,6557,0,0,0
310,Lamascura,,,6557,0,3,1
311,Incantanima,,,6557,0,3,1
312,Falange,,,6557,0,3,1
313,Alabardiere,,,6557,0,3,1
314,Truppa d'Assalto,,,6557,0,3,1
315,Cantapiaga,,,6557,0,3,1
316,Curatore del Boschetto,,,6557,0,3,1
317,Bracconiere,,,6557,0,3,1
318,Assassino Allegro,,,6557,0,0,0
319,Anfitriona,,,6557,0,0,0
320,Costruttore di Specchi,,,6557,0,0,0
321,Maggiordomo,,,6557,0,0,0
322,Riparatore,,,6557,0,0,0
323,Combattente,,,2117,0,0,0
325,Curatore del Boschetto,,,6557,0,3,9
326,Bracconiere,,,6557,0,3,9
327,Lamascura,,,6557,0,3,9
328,Incantanima,,,6557,0,3,9
329,Falange,,,6557,0,3,9
330,Alabardiere,,,6557,0,3,9
331,Truppa d'Assalto,,,6557,0,3,9
332,Cantapiaga,,,6557,0,3,9
333,Secutor,,,6558,0,1,0
334,Abominio,,,6558,0,1,0
335,Dinamo,,,6558,0,1,0
336,Signora del Sapere,,,6558,0,1,0
337,Melma,,,6558,0,1,0
338,Scheletro,,,6558,0,1,0
339,Abominio,,,6558,0,1,0
340,Lich,,,6558,0,1,0
341,Gladiatore,,,6558,0,1,0
342,Assemblatore,,,6558,0,1,0
343,Scheletro,,,6558,0,1,0
344,Lama dell'Ombra,,,6558,0,1,0
345,Architetto della Piaga,,,6558,0,1,0
346,Forgiaossa,,,6558,0,1,0
347,Figlia del Massacro,,,6558,0,1,0
348,Spada Riverente,,,6557,0,0,0
349,Mano Donante,,,6557,0,0,0
350,Costrutto Diligente,,,6557,0,0,0
351,Maestra dei Larion,,,6557,0,0,0
352,Maestro delle Falinci,,,6557,0,0,0
353,Assistente Diligente,,,6557,0,0,0
354,Aspirante,,,6557,0,0,0
355,Discepolo,,,6557,0,0,0
356,Famiglio di Mikanikos,,,6557,0,0,0
357,Mano del Coraggio,,,6557,0,0,0
358,Illuminatore,,,6557,0,0,0
359,Ingannatore,,,6557,0,0,0
360,Sorvegliante Gentile,,,6557,0,0,0
361,Lancia Gelida,,,6557,0,0,0
362,Plasmatore della Luce Stellare,,,6557,0,0,0
363,Membro degli Inosservati,,,6557,0,0,0
364,Protettrice di Tirna Vaal,,,6557,0,0,0
365,Artigiano di Tirna Vaal,,,6557,0,0,0
366,Zanne dello Spirito,,,6557,0,0,0
367,Corna della Notte,,,6557,0,0,0
368,Occhi della Foresta,,,6557,0,0,0
369,Ramo dell'Alba,,,6557,0,0,0
370,Curatore,,,6557,0,0,0
371,Capitano della Caccia,,,6557,0,0,0
372,Guardialbero del Bosco,,,6557,0,0,0
373,Ascesa,,,6557,0,0,0
374,Aspirante,,,6557,0,0,0
375,Forgialita Supremo,,,6557,0,0,0
376,Barbaro,,,2117,0,0,0
377,Mastra Vetraia,,,6557,0,0,0
378,Lich,,,6558,0,1,0
379,Fabbro,,,6558,0,1,0
380,Compagno Prezioso,,,6558,0,1,0
381,Gladiatrice Mozzafiato,,,6558,0,1,0
382,Indistruttibile,,,6558,0,1,0
383,Fabbro d'Armi,,,6557,0,0,0
384,Quartiermastro,,,6557,0,0,0
385,Emissaria,,,6557,0,0,0
386,Spora,,,6557,0,0,0
387,Tessitrice,,,6557,0,0,0
388,Messaggero,,,6557,0,0,0
389,Mistico,,,6557,0,0,0
390,Guida Spirituale,,,6557,0,0,0
391,Protettore,,,6557,0,0,0
392,Ali della Guarigione,,,6557,0,0,0
393,Contadino,,,6557,0,0,0
394,Artista,,,6557,0,0,0
395,Aristocratica,,,6557,0,0,0
396,Recuperatrice,,,6557,0,0,0
397,Massaggiatore,,,6557,0,0,0
398,Servo Impassibile,,,6557,0,0,0
400,Archeologo,Cacciatore (Sopravvivenza),,5946,0,0,0
