ID,Name_lang,Description_lang,ToastDescription_lang,CovenantID,Level,Icon,Flags,UiOrder,ItemID,SpellID,MountID,TransmogID,TransmogSetID,CharTitlesID,GarrFollowerID,TransmogIllusionID,QuestID,PlayerConditionID
75,Ricompense missioni mondiali,Il livello oggetti delle tue ricompense dalle missioni mondiali è aumentato.,Livello oggetti massimo delle missioni mondiali aumentato,1,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
78,Ricompense missioni mondiali,Il livello oggetti delle tue ricompense dalle missioni mondiali è aumentato.,Livello oggetti massimo delle missioni mondiali aumentato,1,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
81,Potenziamento Vincolo dell'Anima: Pelagos,Puoi accedere alla quarta fila di abilità del Vincolo dell'Anima di Pelagos.,Riga di abilità del Vincolo dell'Anima Pelagos sbloccata,1,7,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
82,Potenziamento Vincolo dell'Anima: Pelagos,Puoi accedere alla quinta fila di abilità del Vincolo dell'Anima di Pelagos.,Riga di abilità del Vincolo dell'Anima Pelagos sbloccata,1,10,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
83,Potenziamento Vincolo dell'Anima: Pelagos,Puoi accedere alla sesta fila di abilità del Vincolo dell'Anima di Pelagos.,Riga di abilità del Vincolo dell'Anima Pelagos sbloccata,1,21,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
84,Potenziamento Vincolo dell'Anima: Pelagos,Puoi accedere alla settima fila di abilità del Vincolo dell'Anima di Pelagos.,Riga di abilità del Vincolo dell'Anima Pelagos sbloccata,1,25,3684898,2,0,0,0,0,0,0,0,0,0,64508,0
85,Potenziamento Vincolo dell'Anima: Kleia,Puoi accedere alla quarta fila di abilità del Vincolo dell'Anima di Kleia.,Riga di abilità del Vincolo dell'Anima Kleia sbloccata,1,9,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
86,Potenziamento Vincolo dell'Anima: Kleia,Puoi accedere alla quinta fila di abilità del Vincolo dell'Anima di Kleia.,Riga di abilità del Vincolo dell'Anima Kleia sbloccata,1,13,3684897,2,1,0,0,0,0,0,0,0,0,0,0
87,Potenziamento Vincolo dell'Anima: Kleia,Puoi accedere alla sesta fila di abilità del Vincolo dell'Anima di Kleia.,Riga di abilità del Vincolo dell'Anima Kleia sbloccata,1,18,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
88,Potenziamento Vincolo dell'Anima: Kleia,Puoi accedere alla settima fila di abilità del Vincolo dell'Anima di Kleia.,Riga di abilità del Vincolo dell'Anima Kleia sbloccata,1,28,3684897,2,0,0,0,0,0,0,0,0,0,64508,0
90,Potenziamento Vincolo dell'Anima: Mikanikos,Puoi accedere alla settima fila di abilità del Vincolo dell'Anima di Mikanikos.,Riga di abilità del Vincolo dell'Anima Mikanikos sbloccata,1,29,3684894,2,0,0,0,0,0,0,0,0,0,64508,0
91,,Puoi parlare con Koros per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,1,12,0,0,0,0,0,0,0,0,0,1272,0,64508,0
92,,Puoi parlare con Koros per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,1,17,0,0,1,0,0,0,0,0,0,1273,0,0,0
93,,Puoi parlare con Koros per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,1,27,0,0,0,0,0,0,0,0,0,1276,0,64508,0
94,,Puoi parlare con Koros per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,1,33,0,0,0,0,0,0,0,0,0,1275,0,64508,0
95,,Puoi parlare con Koros per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,1,38,0,0,0,0,0,0,0,0,0,1274,0,64508,0
100,,Questo ricordo recuperato sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Nuovo Ricordo Recuperato disponibile,1,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
103,,Arruffotto sarà disponibile per l'adozione dal Quartiermastro della Fama.,Mascotte disponibile,1,27,0,0,1,184350,0,0,0,0,0,0,0,0,0
104,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Polsi|n- Mani|n- Fianchi,Nuovi aspetti disponibili,1,16,0,0,1,0,0,0,0,2124,0,0,0,64508,0
105,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Schiena|n- Gambe|n- Piedi,Nuovi aspetti disponibili,1,26,0,0,0,0,0,0,0,2125,0,0,0,64508,0
106,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Testa|n- Spalle|n- Torso,Nuovi aspetti disponibili,1,32,0,0,1,0,0,0,0,2126,0,0,0,64508,0
108,,,Nuovo aspetto disponibile,1,34,0,0,0,0,0,0,113552,0,0,0,0,0,0
109,,,Cavalcatura sbloccata,1,39,0,0,0,0,0,1399,0,0,0,0,0,62927,0
110,,,Titolo sbloccato,1,40,3641395,1,0,0,0,0,0,0,678,0,0,64508,0
112,,,Nuovo aspetto disponibile,1,6,0,0,0,0,0,0,113546,0,0,0,0,64508,0
113,,Il giocattolo Pietra del Ritorno dei Kyrian sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Pietra del Ritorno dei Kyrian disponibile,1,11,0,0,1,184353,0,0,0,0,0,0,0,0,0
114,,Illusione: Anima Trascendente sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Illusione: Anima Trascendente disponibile,1,36,0,0,0,0,0,0,0,0,0,0,66,64508,0
117,Potenziamento Vincolo dell'Anima: Nadjia,Puoi accedere alla terza fila di abilità del Vincolo dell'Anima di Nadjia.,Riga di abilità del Vincolo dell'Anima Nadjia sbloccata,2,3,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
118,Potenziamento Vincolo dell'Anima: Nadjia,Puoi accedere alla quarta fila di abilità del Vincolo dell'Anima di Nadjia.,Riga di abilità del Vincolo dell'Anima Nadjia sbloccata,2,7,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
119,Potenziamento Vincolo dell'Anima: Nadjia,Puoi accedere alla quinta fila di abilità del Vincolo dell'Anima di Nadjia.,Riga di abilità del Vincolo dell'Anima Nadjia sbloccata,2,10,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
120,Potenziamento Vincolo dell'Anima: Nadjia,Puoi accedere alla sesta fila di abilità del Vincolo dell'Anima di Nadjia.,Riga di abilità del Vincolo dell'Anima Nadjia sbloccata,2,21,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
121,Potenziamento Vincolo dell'Anima: Nadjia,Puoi accedere alla settima fila di abilità del Vincolo dell'Anima di Nadjia.,Riga di abilità del Vincolo dell'Anima Nadjia sbloccata,2,25,3485243,2,0,0,0,0,0,0,0,0,0,64508,0
123,Potenziamento Vincolo dell'Anima: Teotar,Puoi accedere alla quarta fila di abilità del Vincolo dell'Anima di Teotar.,Riga di abilità del Vincolo dell'Anima Teotar sbloccata,2,9,3485244,2,0,0,0,0,0,0,0,0,0,64508,0
124,Potenziamento Vincolo dell'Anima: Teotar,Puoi accedere alla quinta fila di abilità del Vincolo dell'Anima di Teotar.,Riga di abilità del Vincolo dell'Anima Teotar sbloccata,2,13,3485244,2,1,0,0,0,0,0,0,0,0,0,0
125,Potenziamento Vincolo dell'Anima: Teotar,Puoi accedere alla sesta fila di abilità del Vincolo dell'Anima di Teotar.,Riga di abilità del Vincolo dell'Anima Teotar sbloccata,2,18,3485244,2,0,0,0,0,0,0,0,0,0,64508,0
126,Potenziamento Vincolo dell'Anima: Teotar,Puoi accedere alla settima fila di abilità del Vincolo dell'Anima di Teotar.,Riga di abilità del Vincolo dell'Anima Teotar sbloccata,2,28,3485244,2,0,0,0,0,0,0,0,0,0,64508,0
128,Potenziamento Vincolo dell'Anima: Draven,Puoi accedere alla settima fila di abilità del Vincolo dell'Anima del Generale Draven.,Riga di abilità del Vincolo dell'Anima Draven sbloccata,2,29,3485245,2,0,0,0,0,0,0,0,0,0,64508,0
129,,Puoi parlare con la Stratega Sakaa per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,2,4,0,0,0,0,0,0,0,0,0,1250,0,64508,0
130,,Puoi parlare con la Stratega Sakaa per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,2,12,0,0,0,0,0,0,0,0,0,1251,0,64508,0
131,,Puoi parlare con la Stratega Sakaa per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,2,17,0,0,1,0,0,0,0,0,0,1252,0,0,0
132,,Puoi parlare con la Stratega Sakaa per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,2,27,0,0,0,0,0,0,0,0,0,1254,0,64508,0
133,,Puoi parlare con la Stratega Sakaa per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,2,33,0,0,0,0,0,0,0,0,0,1255,0,64508,0
134,,Puoi parlare con la Stratega Sakaa per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,2,38,0,0,0,0,0,0,0,0,0,1253,0,64508,0
139,Ricompense missioni mondiali,Il livello oggetti delle tue ricompense dalle missioni mondiali è aumentato.,Livello oggetti massimo delle missioni mondiali aumentato,2,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
142,Ricompense missioni mondiali,Il livello oggetti delle tue ricompense dalle missioni mondiali è aumentato.,Livello oggetti massimo delle missioni mondiali aumentato,2,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
149,,Questo ricordo recuperato sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Nuovo Ricordo Recuperato disponibile,2,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
152,,Questo aspetto sarà disponibile per l'acquisto.,Nuovo aspetto disponibile,2,6,0,0,0,0,0,0,114934,0,0,0,0,64508,0
153,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Polsi|n- Mani|n- Fianchi,Nuovi aspetti disponibili,2,16,0,0,1,0,0,0,0,2099,0,0,0,64508,0
154,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Schiena|n- Gambe|n- Piedi,Nuovi aspetti disponibili,2,26,0,0,0,0,0,0,0,2100,0,0,0,64508,0
155,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Testa|n- Spalle|n- Torso,Nuovi aspetti disponibili,2,32,0,0,1,0,0,0,0,2101,0,0,0,64508,0
156,,,Nuovo aspetto disponibile,2,34,0,0,0,0,0,0,114927,0,0,0,0,0,0
158,,,Cavalcatura sbloccata,2,39,0,0,0,0,0,1388,0,0,0,0,0,62925,0
159,,,Titolo sbloccato,2,40,3641397,1,0,0,0,0,0,0,682,0,0,0,88267
160,,,Titolo sbloccato,2,40,3641397,1,0,0,0,0,0,0,683,0,0,64508,88266
161,,Cuorpeccato sarà disponibile per l'adozione dal Quartiermastro della Fama.,Mascotte disponibile,2,27,0,0,1,181555,0,0,0,0,0,0,0,0,0
162,,Illusione: Ira del Peccato sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Illusione: Ira del Peccato disponibile,2,36,0,0,0,0,0,0,0,0,0,0,67,64508,0
163,,Il giocattolo Pietra del Peccato dei Venthyr sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Pietra del Peccato dei Venthyr disponibile,2,11,0,0,1,183716,0,0,0,0,0,0,0,0,0
166,Potenziamento Vincolo dell'Anima: Marileth,Puoi accedere alla terza fila di abilità del Vincolo dell'Anima dell'Architetto della Piaga Marileth.,Riga di abilità del Vincolo dell'Anima Marileth sbloccata,4,3,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
167,Potenziamento Vincolo dell'Anima: Marileth,Puoi accedere alla quarta fila di abilità del Vincolo dell'Anima dell'Architetto della Piaga Marileth.,Riga di abilità del Vincolo dell'Anima Marileth sbloccata,4,9,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
168,Potenziamento Vincolo dell'Anima: Marileth,Puoi accedere alla quinta fila di abilità del Vincolo dell'Anima dell'Architetto della Piaga Marileth.,Riga di abilità del Vincolo dell'Anima Marileth sbloccata,4,10,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
169,Potenziamento Vincolo dell'Anima: Marileth,Puoi accedere alla sesta fila di abilità del Vincolo dell'Anima dell'Architetto della Piaga Marileth.,Riga di abilità del Vincolo dell'Anima Marileth sbloccata,4,21,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
170,Potenziamento Vincolo dell'Anima: Marileth,Puoi accedere alla settima fila di abilità del Vincolo dell'Anima dell'Architetto della Piaga Marileth.,Riga di abilità del Vincolo dell'Anima Marileth sbloccata,4,25,3684879,2,0,0,0,0,0,0,0,0,0,64508,0
172,Potenziamento Vincolo dell'Anima: Emeni,Puoi accedere alla quarta fila di abilità del Vincolo dell'Anima della Principessa Emeni.,Riga di abilità del Vincolo dell'Anima Emeni sbloccata,4,7,3684875,2,0,0,0,0,0,0,0,0,0,64508,0
173,Potenziamento Vincolo dell'Anima: Emeni,Puoi accedere alla quinta fila di abilità del Vincolo dell'Anima della Principessa Emeni.,Riga di abilità del Vincolo dell'Anima Emeni sbloccata,4,13,3684875,2,1,0,0,0,0,0,0,0,0,0,0
174,Potenziamento Vincolo dell'Anima: Emeni,Puoi accedere alla sesta fila di abilità del Vincolo dell'Anima della Principessa Emeni.,Riga di abilità del Vincolo dell'Anima Emeni sbloccata,4,18,3684875,2,0,0,0,0,0,0,0,0,0,64508,0
175,Potenziamento Vincolo dell'Anima: Emeni,Puoi accedere alla settima fila di abilità del Vincolo dell'Anima della Principessa Emeni.,Riga di abilità del Vincolo dell'Anima Emeni sbloccata,4,28,3684875,2,0,0,0,0,0,0,0,0,0,64508,0
177,Potenziamento Vincolo dell'Anima: Heirmir,Puoi accedere alla settima fila di abilità del Vincolo dell'Anima della Forgiaossa Heirmir.,Riga di abilità del Vincolo dell'Anima Heirmir sbloccata,4,29,3684892,2,0,0,0,0,0,0,0,0,0,64508,0
183,Ricompense missioni mondiali,Il livello oggetti delle tue ricompense dalle missioni mondiali è aumentato.,Livello oggetti massimo delle missioni mondiali aumentato,4,10,236668,0,1,0,0,0,0,0,0,0,0,63220,88686
186,Ricompense missioni mondiali,Il livello oggetti delle tue ricompense dalle missioni mondiali è aumentato.,Livello oggetti massimo delle missioni mondiali aumentato,4,19,236668,0,1,0,0,0,0,0,0,0,0,63221,88687
193,,Puoi parlare con Merick Sfregiaterra per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,4,4,0,0,0,0,0,0,0,0,0,1300,0,64508,0
194,,Puoi parlare con Merick Sfregiaterra per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,4,12,0,0,0,0,0,0,0,0,0,1301,0,64508,0
195,,Puoi parlare con Merick Sfregiaterra per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,4,17,0,0,1,0,0,0,0,0,0,1302,0,0,0
196,,Puoi parlare con Merick Sfregiaterra per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,4,27,0,0,0,0,0,0,0,0,0,1303,0,64508,0
197,,Puoi parlare con Merick Sfregiaterra per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,4,33,0,0,0,0,0,0,0,0,0,1304,0,64508,0
198,,Puoi parlare con Merick Sfregiaterra per reclutare questo avventuriero.,Nuovo Avventuriero disponibile,4,38,0,0,0,0,0,0,0,0,0,1305,0,64508,0
199,,Questo ricordo recuperato sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Nuovo Ricordo Recuperato disponibile,4,14,0,0,0,183249,0,0,0,0,0,0,0,64508,0
202,,,Nuovo aspetto disponibile,4,6,0,0,0,0,0,0,113745,0,0,0,0,64508,0
203,,,Nuovo aspetto disponibile,4,34,0,0,0,0,0,0,113749,0,0,0,0,0,0
204,,Illusione: Risolutezza Indistruttibile sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Illusione: Risolutezza Indistruttibile disponibile,4,36,0,0,0,0,0,0,0,0,0,0,70,64508,0
205,,Il giocattolo Pietra del Ritorno dei Necrosignori sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Pietra del Ritorno dei Necrosignori disponibile,4,11,0,0,1,182773,0,0,0,0,0,0,0,0,0
206,,Tino sarà disponibile per l'adozione dal Quartiermastro della Fama.,Mascotte disponibile,4,27,0,0,1,183601,0,0,0,0,0,0,0,0,0
207,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Polsi|n- Mani|n- Fianchi,Nuovi aspetti disponibili,4,16,0,0,1,0,0,0,0,2111,0,0,0,64508,0
208,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Schiena|n- Gambe|n- Piedi,Nuovi aspetti disponibili,4,26,0,0,0,0,0,0,0,2112,0,0,0,64508,0
209,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Testa|n- Spalle|n- Torso,Nuovi aspetti disponibili,4,32,0,0,1,0,0,0,0,2113,0,0,0,64508,0
210,,,Cavalcatura sbloccata,4,39,0,0,0,0,0,1369,0,0,0,0,0,62926,0
212,,,Titolo sbloccato,4,40,3641396,1,0,0,0,0,0,0,679,0,0,0,88267
213,,,Titolo sbloccato,4,40,3641396,1,0,0,0,0,0,0,680,0,0,64508,88266
216,,Questa cavalcatura sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Nuova cavalcatura disponibile,3,23,0,0,0,0,0,1354,0,0,0,0,0,64508,0
225,Campagna dei Kyrian: Il rintocco della campana,Puoi iniziare il prossimo capitolo della Campagna dei Kyrian. Completare questo capitolo ti permette di stabilire un Vincolo dell'Anima con il Forgialita Supremo Mikanikos.,Nuova missione della Campagna disponibile,1,22,1500886,1,0,0,0,0,0,0,0,0,0,64508,0
226,Campagna dei Necrosignori: Assalto alla Casata dei Rituali,Puoi iniziare il prossimo capitolo della Campagna dei Necrosignori. Completare questo capitolo ti permette di stabilire un Vincolo dell'Anima con la Forgiaossa Heirmir.,Nuova missione della Campagna disponibile,4,22,1500887,1,0,0,0,0,0,0,0,0,0,64508,0
227,Campagna dei Venthyr: Dominio,Puoi iniziare il prossimo capitolo della Campagna dei Venthyr. Completare questo capitolo ti permette di stabilire un Vincolo dell'Anima con il Generale Draven.,Nuova missione della Campagna disponibile,2,22,1500885,1,0,0,0,0,0,0,0,0,0,64508,0
228,,Questa cavalcatura sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Nuova cavalcatura disponibile,1,23,0,0,0,0,0,1398,0,0,0,0,0,64508,0
229,,Questa cavalcatura sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Nuova cavalcatura disponibile,4,23,0,0,0,0,0,1365,0,0,0,0,0,64508,0
230,,Questa cavalcatura sarà disponibile per l'acquisto dal Quartiermastro della Fama.,Nuova cavalcatura disponibile,2,23,0,0,0,0,0,1384,0,0,0,0,0,64508,0
231,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Polsi|n- Mani|n- Fianchi,Nuovi aspetti disponibili,4,16,0,0,1,0,0,0,0,2114,0,0,0,0,0
232,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Polsi|n- Mani|n- Fianchi,Nuovi aspetti disponibili,4,16,0,0,1,0,0,0,0,2117,0,0,0,0,0
233,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Polsi|n- Mani|n- Fianchi,Nuovi aspetti disponibili,4,16,0,0,1,0,0,0,0,2120,0,0,0,0,0
234,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Polsi|n- Mani|n- Fianchi,Nuovi aspetti disponibili,3,16,0,0,1,0,0,0,0,2090,0,0,0,0,0
235,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Polsi|n- Mani|n- Fianchi,Nuovi aspetti disponibili,3,16,0,0,1,0,0,0,0,2093,0,0,0,0,0
236,,Questi aspetti saranno disponibili per l'acquisto dal Quartiermastro della Fama:|n- Polsi|n- Mani|n- Fianchi,Nuovi aspetti disponibili,3,16,0,0,1,0,0,0,0,2096,0,0,0,0,0
237,,"Il tuo legame con i Silfi della Notte cresce, aumentando la velocità di movimento del 1%.",Velocità di movimento aumentata.,3,2,0,0,0,0,344052,0,0,0,0,0,0,62745,0
238,,"Il tuo legame con i Silfi della Notte cresce, aumentando la velocità di movimento del 1%.",Velocità di movimento aumentata.,3,19,0,0,0,0,344053,0,0,0,0,0,0,62746,0
239,,"Il tuo legame con i Silfi della Notte cresce, aumentando la velocità di movimento del 1%.",Velocità di movimento aumentata.,3,35,0,0,0,0,344057,0,0,0,0,0,0,62747,0
240,,"Il tuo legame con i Necrosignori cresce, aumentando la velocità di movimento del 1%.",Velocità di movimento aumentata.,4,2,0,0,0,0,344076,0,0,0,0,0,0,62752,0
241,,"Il tuo legame con i Necrosignori cresce, aumentando la velocità di movimento del 1%.",Velocità di movimento aumentata.,4,19,0,0,0,0,344077,0,0,0,0,0,0,62753,0
242,,"Il tuo legame con i Necrosignori cresce, aumentando la velocità di movimento del 1%.",Velocità di movimento aumentata.,4,35,0,0,0,0,344078,0,0,0,0,0,0,62754,0
