ID,OverrideName_lang,Field_9_1_0_38709_001_lang,Flags
237,Acquirente Affrettato,,0
238,Burlone Burrascoso,,0
239,Guardiano Generoso,,0
240,Offerente Ottuso,,0
241,Valutatore Vanesio,,0
242,Mercante Mitomane,,0
243,Consumatore Cattivo,,0
244,Cliente Carente,,0
245,Documentarista Diplomatico,,0
246,Sgraffignatore Sobrio,,0
247,Acquirente Abietto,,0
248,Compratore Criptico,,0
249,Sbruffone Spiantato,,0
250,Contrattatore Concitato,,0
251,Barattatore Borioso,,0
252,Portalmante Zo'honn,,0
253,Portalmante Zo'dahh,,0
254,Portalmante Zo'nyy,,0
255,Avventuriero Assetato,,0
256,Cliente Chiacchierone,,0
257,Regolare Rispettato,,0
258,Frequentatore Frustrato,,0
259,Mondano Monotono,,0
260,Incursore Inebriato,,0
261,Gromit Sniffone,Molto Bravo,0
262,Gromit Sniffone,Bravissimo,0
263,Gromit Sniffone,Super Bravissimo,0
264,Vazzeran l'Illuminato,,1
265,Kleia,Mano della Devozione,0
266,Air Blade,,1
267,Marauder,,1
268,Dirt Devil,,1
269,Battle Trak,,1
270,Havac,,1
272,Olea Hanoa,,0
273,Signore del Terrore Infiltrato,,1
274,Ombra Corporea,,0
275,Automa della Matrice di Difesa,,1
276,Automa della Degenerazione,,1
277,Guardiano Automa,,1
278,Automa delle Acquisizioni,,1
279,Mal'Ganis,L'Eterno,0
280,Kin'tessa,L'Ingannatrice,0
281,Automa Furioso: Neo,,1
282,Elementale Stabilizzato,,1
283,Nucleo di Sovraccarico,,0
284,Immagine Arcana,,0
285,Guardiano Attento,,1
286,Attendente Pacificato,,1
287,Inseguitore Opportunista,,0
288,Sottocapo Ambizioso,,0
289,Sciamano Cospiratore,,0
290,,,0
291,Infiltrata Nathrezim,,0
292,Granchio Calmato,,0
293,Tartaruga del Mare Soccorsa,,0
294,Cucciolo di Tartaruga Soccorso,,0
295,Uccello Marino Soccorso,,0
296,Bestia dei Fiumi Soccorsa,,0
297,Cucciolo di Bestia dei Fiumi Soccorso,,0
298,"Gnoll ""Amichevole""",,1
299,Basilisco Soccorso,,0
300,Nubetetra Fiammeggiante,,0
301,Akora,Curatrice,0
302,Dazakros,Curatore,0
303,Drospo Cornuto Codardo,,0
304,Cornolesto Vendicatore,,0
305,Mastro Cacciatore Uktulut,Cacciatore,0
306,Lontruk Addomesticata,Famiglio del Maestro Cacciatore,0
307,Elementale del Fulmine Sovraccaricato,,1
308,Dragone Placato,,1
309,Comandante delle Scaglie Sarkareth,La Fiamma Frammentata,0
310,Gracchiante Tosto,,0
311,Attrezzo Potenziato,,1
312,Rana Pacificata,,0
313,Avvizzitrice,,1
314,Pianta Sferzante Malata,,1
315,Tagliagole Avvizzita,,1
316,Peperoncino degli Zandalari alla Brace,,0
317,Scopa Incantata,,1
318,Fascio di Cristalli Assetati di Mana,,1
319,Capobanda Imp,,1
320,Valthrux,,0
321,Ascendente del Trovatempeste,,0
322,Venderthvan,La Fiamma Frammentata,0
323,Kalecgos,Evocazione della Carta,0
324,Cristallo Leggermente Ghiacciato,,0
325,Cristallo Abbastanza Ghiacciato,,0
326,Cristallo Moderatamente Ghiacciato,,0
327,Cristallo Veramente Ghiacciato,,0
328,Instillatore Dormiente,,0
329,Pietradice l'Infuriato,,0
330,Bob,,0
331,Scagliadura,,0
332,Ser Vilmordino,,0
333,Barone Von Sgranocc,,0
334,Ser Fuocallegro,,0
335,Sedia Stravagante,,1
336,Lampione,,1
338,Fonte di Calore Accesa,,0
339,Prole della Luce,,0
340,Genia del Vuoto,,0
341,Bestia dello Sha,,0
342,,,1
343,Contenitore di Esemplari Distrutto,,0
344,Dracthyr Scoraggiato,,0
345,Prigioniero Tauren Liberato,,1
346,Primalista Nokhud,,0
347,Registrazione Reliquia Recuperata,,0
348,Sagoma nell'Ombra,,1
349,Drago Caduto,,0
350,Completo Vincente,Prova dello Stile,0
351,Contadino Saldean,Gilda dei Granai,0
352,Salma Saldean,Gilda dei Granai,0
353,Cro-normale,,0
354,Morbo Indebolito,,0
355,Ritrovamento Antico dei Centauri,,0
356,Colpi,,0
357,Una Semplice Roccia,,0
358,,Mano del Lich King,0
359,,,1
360,Materiale di Recupero Antico dei Niffen,,0
361,Vasellame Rustico dei Dragoidi,,0
362,Treant Ardente,,1
363,Treant Rinnovato,,1
364,Treant Carbonizzato,,1
365,,Vilcorrotto,0
366,,Traditore di Fazione,0
367,Misha,,0
368,Libro di Geologia Obsoleto,,0
369,Fiore Germogliante,,1
370,Cassa di Miele Blu,,0
371,Campione Vilcorrotto,,0
372,Fiala Draconica Antica,,0
373,Arzal'kal,,0
374,Ghur'sha il Plagiamente,,1
375,Bulbo Annerito,,1
376,Barriera di Rovi Rinnovati,,1
377,Rovi Carbonizzati,,1
378,Radici Brucianti,,1
379,Rovi Brucianti,,1
380,"Larodar, Avatar Cinereo",,1
381,Assistente Archeologo,,0
382,Elementale Sopraffatto,,0
383,Comandante delle Custodi,,1
384,Custode Iniziata,,1
385,Mago Novizio Darnassiano,,1
386,Elementale Potenziato,,0
387,Liliuna,Toccato dalle Spine,0
388,Argyr,Toccato dalle Spine,0
389,Astera,Toccato dalle Spine,0
390,Bestia di Polline Cinereo,,0
391,Antico Grato,,0
392,Lanamuschio di Raminborgo,,0
393,L'Intruso,Non Appartiene,0
394,Drago Fatato,,0
395,Void Touched Elemental [PH],,0
396,Ritrovamento dei Centauri Enorme,,0
397,Rifornimenti dei Dragoidi Conservati,,0
398,Melma Coagulata,,1
399,Guadagni dei Niffen Disonesti,,0
400,Cassa dello Studioso Draconico,,0
401,Antico della Guerra,,1
402,Antico del Sapere,,1
403,Antico del Vento,,1
404,Test,,1
405,Vittima Metamorfata,,1
406,Druido Addormentato,,0
407,Faerin,,1
408,Terra Strana,,1
409,Alexstrasza la Protettrice della Vita,Aspetto della Vita,0
410,Merithra,Aspetto dei Sogni,0
411,Kalecgos,Aspetto della Magia,0
412,Ebissian,Aspetto della Terra,0
413,Nozdormu,Aspetto del Tempo,0
414,Vyranoth,Aspetto delle Tempeste,0
415,Esploratore Guidavia,,1
416,Thrall,,0
417,Olbarig,,0
418,Guardiagranchi Pinnapolare,,0
420,Derrick Sequestrato,,1
421,Coboldo Molto Normale,,0
422,Individuo Approvante,Leccapiedi Veterano,0
423,Signore Concordante,Leccapiedi Responsabile,0
424,Gentiluomo Confermante,Capo Leccapiedi,0
425,Verro Matto per l'Ombra,,1
426,Magni?,,1
427,Pupazzo del Marionettista,,1
428,Occhio della Regina,,0
429,Regina Ascesa Neferess,,0
430,Niffen Sospetto,,0
431,Lufsela,Guardiatempesta,0
432,Bestia Ribelle,,1
433,Cittadino Onorato,,0
434,Sabriana Scrutadolore,,0
435,Unghiafina Adombrata,,0
436,Cornostorto Adombrato,,0
437,Cucciolo Ferino Adombrato,,0
438,Granchio Adombrato,,0
439,Zeta-Zeta,,0
440,Filgo Scartabotti,,0
441,Marcionero,,0
442,Kaela Gemmatetra,,0
443,Harold Winston,,0
444,Mark lo Sbandato,,0
445,Sfregiatore Adombrato,,0
446,Fendionde Adombrato,,0
447,Inseguitore delle Profondità Adombrato,,0
448,Mangiasecche Adombrato,,0
449,Haimaz,,0
450,Guardia Magica di Dalaran,Kirin Tor,0
451,Il Visir,,0
452,Gran Oratrice Brinthe,,0
453,Sopravvissuto Corrotto,,0
454,Saprofago di Collepietra,,0
455,Bestia Prigioniera,,1
456,Abitante Affascinato,,0
457,Terrigeno Catturato,,0
458,Terrore della Tela,,0
459,Eroe Ricordato,,0
460,Strisciafondo Adombrato,,0
461,Cornoroccia Adombrato,,0
462,Ronzabacche Adombrato,,0
463,Orso Adombrato,,0
464,Matriarca Adombrata,,0
465,Eft Adombrato,,0
466,Salamantera Adombrata,,0
467,Meticcio Adombrato,,0
468,Falena Adombrata,,0
469,Ragno Pozzafonda Adombrato,,0
470,Golem della Volta di Pietra,Guardiano del Baluardo,0
471,Strisciafauci Adombrato,,0
472,Malocapro Orripilante,,0
473,Meticcio Ringhiante Adombrato,,0
474,Aquila Adombrata,,0
475,Meticcio Sapiente Adombrato,,0
476,Meticcio Furtivo Adombrato,,0
477,Pipistrello Adombrato,,0
478,Ragno Adombrato,,0
479,Acaro Sciamante Infestato dalle Spore,,0
480,Alalesta Adombrato,,0
481,Golem Dormiente,,0
482,,Gemello Malvagio,0
483,Vaelisia Sfregiacciaio,,1
484,Trivellasabbia Adombrato,,0
485,Pungidolce Adombrato,,0
486,Fuco Caustico,,1
487,Scarabeo Adombrato,,0
488,Kodiak Adombrato,,0
489,Cucciolo Adombrato,,0
490,Rabbia di Beladar,,0
491,Celergranchio Adombrato,,0
492,Ira di Beledar,,0
493,Salmone Adombrato,,0
494,Spigola Adombrata,,0
495,Falco Marino Adombrato,,0
496,Signor Girasole,,1
497,Auralia Sfregiacciaio,,1
498,Sfregiatore Adombrato,,0
499,Cittadino di Dornogal,,0
500,Pessimus,Candele,0
501,Cernia Adombrata,,0
502,Anguilla Adombrata,,0
503,Orso di Caverna Adombrato,,0
504,Luccio Adombrato,,0
505,Empiomorso Adombrato,,0
506,Madre della Stirpe Adombrata,,0
507,Alalesta Adombrato,,0
508,Segugio Oscuro Adombrato,,0
509,Cucciolo Adombrato,,0
510,Pesce Adombrato,,0
511,Silfidottero Adombrato,,0
512,Ratto Decisamente Normale,,0
513,Lince Adombrata,,0
514,Alice Guizzagriglia,,0
517,Custode degli Artigli Oscuri,,1
518,Custode dei Custodi d'Ossidiana,,1
519,Artiglio Oscuro Bloccato in Stasi,,1
521,Signor Robot,,0
522,Costruttore XT-003,,0
524,Moto in Disuso,,0
525,Completo Vincente,Mania Modaiola,0
527,Cittadino Informato,,0
528,Cittadino Disinformato,,0
529,Cittadino Liberato,,0
530,,,0
532,Assistente al Rullo - Folgore,,0
533,Assistente al Rullo - Fiamma,,0
534,Assistente al Rullo - Moneta,,0
535,Assistente al Rullo - Bomba,,0
536,Brann Barbabronzea,Spedizione Algari,0
551,Lanamuschio Spento,,0
552,Sferragliatore Rinnovato,,0
556,Spaccaterra Infuso,,0
567,Rivoluzionario Coraggioso,,1
568,Sedarivolte dei Micciascura,,1
