ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
69,Sire Ossamorte,25,0,0,13297,45,0
70,Araldo della Morte Faucisaure,25,0,0,13299,47,0
71,Regina del Sangue Lana'thel,25,0,0,13300,48,0
72,Sindragosa,25,0,0,13301,49,0
73,Re dei Lich,25,0,0,13302,50,0
74,Panzaguasta,25,0,0,13303,51,0
75,Professor Putricidio,25,0,0,13305,53,0
76,Eydis Iranera,25,0,0,13295,43,0
77,Maestro Runico Molgeim,25,0,0,11021,27,0
78,Thorim,25,0,0,11026,32,0
80,"Hai conquistato il titolo ""Gran Maresciallo"".",0,0,4,0,0,0
81,Gran Maresciallo,80,0,0,707,1,2
83,"Hai conquistato il titolo ""Tenente Comandante"".",0,0,4,0,0,0
84,Tenente Comandante,83,0,0,711,1,2
86,"Hai conquistato il titolo ""Cavaliere"".",0,0,4,0,0,0
87,Cavaliere,86,0,0,721,1,2
89,Volta dei Misteri (Seconda metà delle Segrete Mogu'shan),0,0,4,0,0,0
90,Quattro Imperatori,89,1,0,19113,0,16
91,Elegon,89,1,0,19767,1,16
92,Volontà dell'Imperatore,89,1,0,19115,2,16
97,Spara 10 Petardi della Celebrazione entro 30 secondi.,0,0,4,0,0,0
98,Spara 10 Petardi della Celebrazione entro 30 secondi,97,10,0,5755,1,1
103,Onora le fiamme di Kalimdor.,0,0,4,0,0,0
104,Valtetra,103,1,0,3076,0,0
105,Isola Brumacremisi,103,1,0,3078,2,0
106,Desolanda,103,1,0,3080,4,0
107,Feralas,103,1,0,3082,6,0
108,Teldrassil,103,1,0,3085,11,0
109,Tanaris,103,1,0,3084,10,0
110,Acquemorte,103,1,0,3081,5,0
111,Isola Brumazzurra,103,1,0,3077,1,0
112,Silitus,103,1,0,3083,7,0
113,Fontefredda,103,1,0,3087,13,0
114,Rivafosca,103,1,0,3079,3,0
115,Savane Meridionali,103,1,0,17016,8,0
117,Vinci 10 volte nel Bacino d'Arathi mentre controlli tutte e 5 le bandiere.,0,10,5,0,0,8193
118,Vinci 10 volte nel Bacino d'Arathi mentre controlli tutte e 5 le bandiere,117,10,0,44976,0,0
120,Sconfiggi Cyanigosa nella Fortezza Violacea in modalità Eroica.,0,0,4,0,0,0
121,Cyanigosa,120,1,0,5613,1,2
123,Ottieni un Gran Mammut del Ghiaccio.,0,1,8,0,0,0
124,Gran Mammut del Ghiaccio,123,0,0,7399,3,2
125,Gran Mammut del Ghiaccio,123,0,0,7400,4,2
126,Gran Mammut del Ghiaccio,123,1,0,7397,1,2
127,Gran Mammut del Ghiaccio,123,1,0,7398,2,2
129,Vinci una battaglia nel Bacino d'Arathi con uno scarto di 50 punti o meno.,0,1,8,0,0,0
130,Vinci una battaglia nel Bacino d'Arathi con uno scarto di 50 punti o meno.,129,1,0,1235,0,2
132,Fiero possessore del Boccale Giallo della Festa della Birra del 2007.,0,1,8,0,0,0
133,Boccale Giallo della Festa della Birra Pieno,132,1,0,4073,2,2
134,Boccale Giallo della Festa della Birra Pieno,132,1,0,4075,4,2
135,Boccale Giallo della Festa della Birra Pieno,132,1,0,4077,6,2
136,Boccale Giallo della Festa della Birra Pieno,132,1,0,4076,5,2
137,Boccale Giallo della Festa della Birra,132,1,0,4072,1,2
138,Boccale Giallo della Festa della Birra Pieno,132,1,0,4074,3,2
140,Morti nella Forra dei Cantaguerra,0,0,4,0,0,0
141,Morti nella Forra dei Cantaguerra,140,0,0,107,0,0
143,Morti contro Drek'thar,0,0,4,0,0,0
144,Morto per mano di Drek'thar,143,0,0,456,1,0
146,Oggetti disincantati,0,0,4,0,0,0
147,Oggetti disincantati,146,0,0,4991,1,0
149,Ottieni 225 punti competenza in Primo Soccorso.,0,0,4,0,0,0
150,Ottieni 225 punti competenza in Primo Soccorso.,149,225,0,5592,1,2
152,Sconfiggi Kil'jaeden nella Cittadella del Pozzo Solare.,0,1,8,0,0,0
153,Kil'jaeden,152,1,0,3261,1,2
154,Corona di Dath'Remar,152,1,0,4648,24,2
155,Elmo della Purezza Arcana,152,1,0,4650,26,2
156,Maschera del Cacciatore Furioso,152,1,0,4652,28,2
157,"Apolyon, lo Squarcianime",152,1,0,4597,2,2
158,Mantello del Peccato Imperdonabile,152,1,0,4599,4,2
159,Elmo di Alleria,152,1,0,4600,5,2
160,Camaglio di Gul'dan,152,1,0,4602,7,2
161,Corona di Anasterian,152,1,0,4604,9,2
162,Crucio dell'Apocalisse,152,1,0,4605,10,2
163,Martello della Santificazione,152,1,0,4609,14,2
164,Guardamani dell'Alba,152,1,0,4612,17,2
165,Elmo della Rettitudine Bruciante,152,1,0,4613,18,2
166,Vampa di Sole,152,1,0,4614,19,2
167,Guanti Lunghi del Ranger Thalassiano,152,1,0,4616,21,2
168,Elmo della Risolutezza di Uther,152,1,0,4651,27,2
169,Maschera di Duplicitous,152,1,0,4607,12,2
170,Copricapo di Ursol il Saggio,152,1,0,4601,6,2
171,Aureola dell'Evocatore Oscuro,152,1,0,4606,11,2
172,Cappa Cenciosa di Antonidas,152,1,0,4615,20,2
173,Guardamani dei Mondi Profanati,152,1,0,4611,16,2
174,Elmo del Capo Tribù Ner'zhul,152,1,0,4653,29,2
175,Bastone Dorato dei Sin'dorei,152,1,0,4608,13,2
176,Mano dell'Ingannatore,152,1,0,4610,15,2
177,"Thori'dal, Furia delle Stelle",152,1,0,4617,22,2
178,Copricapo di Ursoc il Vigoroso,152,1,0,4647,23,2
179,Guanti del Potere di Tyri,152,1,0,4649,25,2
180,Guardamani dei Confini Dolenti,152,1,0,4598,3,2
181,Aureola della Purezza della Luce,152,1,0,4603,8,2
183,"Mentre la tua squadra controlla 4 basi nell'Occhio del Ciclone, cattura e consegna personalmente una bandiera.",0,1,4,0,0,0
184,Cattura una bandiera quando la tua fazione controlla 4 basi,183,1,0,3693,0,2
186,Conquista 50 cimiteri nella Valle d'Alterac.,0,50,5,0,0,8193
187,Conquista 50 cimiteri,186,50,0,419,0,1
189,"Hai conquistato il titolo ""Gladiatore Vendicativo"".",0,0,4,0,0,0
190,Gladiatore vendicativo,189,1,0,5599,1,2
192,Ricevi 5 Monete degli Avi.,0,0,4,0,0,0
193,Ricevi 5 Monete degli Avi,192,5,0,472,1,1
195,Rinascite dai Druidi,0,1,5,0,0,0
196,Rinascita (Grado 7),195,1,0,3815,1,0
197,Rinascita (Grado 5),195,0,0,4979,3,0
198,Rinascita (Grado 4),195,0,0,4980,4,0
199,Rinascita (Grado 2),195,0,0,4982,6,0
200,Rinascita (Grado 6),195,0,0,4978,2,0
201,Rinascita (Grado 1),195,0,0,4983,7,0
202,Rinascita (Grado 3),195,0,0,4981,5,0
204,Vinci con 100 un Tiro per Bramosia per un oggetto Superiore o migliore con un livello superiore a 185.,0,0,4,0,0,0
205,Tira un 100 di bramosia per un oggetto di livello superiore a 185.,204,1,0,2358,1,2
207,Riconfigurazioni dell'Albero Talenti,0,0,4,0,0,0
208,Riconfigurazioni dell'Albero Talenti,207,0,0,3359,1,0
210,Uccisioni di Keli'dan il Demolitore (Forgia del Sangue),0,0,4,0,0,0
211,Keli'dan il Demolitore,210,1,0,3239,1,0
213,Pesca un pesce in ognuno dei banchi elencati qui sotto.,0,0,4,0,0,0
214,Banco di Pesci d'Acqua Salmastra,213,1,0,3623,1,0
215,Banco di Pesci Azzurri,213,1,0,3624,2,0
216,Banco di Pescifango,213,1,0,3625,3,0
217,Banco di Pesci Persici,213,1,0,3626,4,0
218,Banco di Pesci delle Alture,213,1,0,3627,5,0
219,Banco di Pescispora,213,1,0,3628,6,0
221,Uccisioni di Faerlina la Vedova Nera (Naxxramas [25]),0,0,4,0,0,0
222,Faerlina la Vedova Nera,221,1,0,5126,1,0
227,Esplora la Tundra Boreale svelando tutte le zone coperte sulla mappa.,0,0,4,0,0,0
228,Acropoli di En'kilah,227,0,0,4122,1,0
229,Solfatare,227,0,0,4134,12,0
230,Approdo di Garrosh,227,0,0,4126,5,0
231,Avamposto di Bor'gorok,227,0,0,4129,8,0
232,Sponda degli Sferzalama,227,0,0,4124,3,0
233,Antro del Trapasso,227,0,0,4135,13,0
234,Carovana di Mordiferro,227,0,0,4123,2,0
235,Kaskala,227,0,0,4125,4,0
236,Presidio del Sacrificio,227,0,0,4127,6,0
237,Scogliera d'Ambra,227,0,0,4130,9,0
238,Forte dei Cantaguerra,227,0,0,4131,10,0
239,Forte degli Arditi,227,0,0,4132,11,0
240,Ibernia,227,0,0,4128,7,0
248,Sconfiggi l'Imperatore Dagran Thaurissan.,0,1,8,0,0,0
249,Il destino del regno,248,1,0,4262,2,2
250,Salvataggio reale,248,1,0,4263,3,2
251,Imperatore Dagran Thaurissan,248,1,0,3266,1,2
253,Sconfiggi il Maestro Oscuro Gandling,0,0,4,0,0,0
255,Maestro Oscuro Gandling,253,1,0,19263,0,2
257,Sconfiggi i malvagi che popolano Stratholme.,0,0,4,0,0,0
258,Ser Aurius Fieramorte,257,1,0,18471,2,0
259,Balnazzar,257,1,0,550,1,0
261,Uccisioni di Aeonus (Palude Nera),0,0,4,0,0,0
262,Aeonus,261,1,0,3247,1,0
264,Offerta più alta per un'asta,0,0,4,0,0,0
265,Offerta più alta all'asta,264,0,0,4222,1,8
267,Vinci una battaglia nell'Occhio del Ciclone con un punteggio di 1.600 a 0.,0,1,8,0,0,0
268,Vinci 1.600 a 0,267,1,0,1238,0,2
270,Vinci con 100 un Tiro per Necessità per un oggetto Superiore o migliore con un livello superiore a 185.,0,0,4,0,0,0
271,Tira un 100 di necessità per un oggetto di livello superiore a 185.,270,1,0,2412,1,2
273,Uccisioni del Principe Malchezaar (Karazhan),0,0,4,0,0,0
274,Principe Malchezaar,273,1,0,3254,1,0
276,Uccisioni del Capo Ukorz Scalporude (Zul'farrak),0,0,4,0,0,0
277,Capo Ukorz Scalporude,276,1,0,3265,1,0
279,"Hai conquistato il titolo ""Signore della Guerra"".",0,0,4,0,0,0
280,Signore della Guerra,279,0,0,728,1,2
282,"Hai conquistato il titolo ""Generale"".",0,0,4,0,0,0
283,Generale,282,0,0,729,1,2
285,Statistica: Elisir usati,0,0,5,0,0,0
286,Elisir della Forza del Leone,285,0,0,4370,42,0
287,Elisir dell'Agilità Maggiore,285,0,0,4371,43,0
288,Elisir della Difesa Maggiore,285,0,0,4372,44,0
289,Elisir del Sangue Magico Maggiore,285,0,0,4376,48,0
290,Elisir del Potere dell'Ombra Maggiore,285,0,0,4377,49,0
291,Elisir della Difesa Vigorosa,285,0,0,4381,53,0
292,Elisir Arcano Superiore,285,0,0,4402,74,0
293,Assaggio di Scorpok di Terra,285,0,0,4403,75,0
294,Elisir della Saggezza,285,0,0,4395,67,0
295,Elisir della Mangusta,285,0,0,4396,68,0
296,Elisir della Vil Forza,285,0,0,4399,71,0
297,Dono di Arthas,285,0,0,4400,72,0
298,Elisir di Baccasangue,285,0,0,4342,14,0
299,Elisir Rivela Non Morti,285,0,0,4353,25,0
300,Elisir della Crescita Gigante,285,0,0,4360,32,0
301,Elisir dell'Agilità Superiore,285,0,0,4362,34,0
302,Elisir Arcano,285,0,0,4341,13,0
303,Composto di Corteccia Cerebrale,285,0,0,4344,16,0
304,Elisir della Forza Vigorosa,285,0,0,4384,56,0
305,Elisir dell'Agilità Minore,285,0,0,4385,57,0
306,Elisir del Potere dell'Ombra,285,0,0,4389,61,0
307,Elisir dello Spirito,285,0,0,4390,62,0
308,Bagliore di Zanza,285,0,0,4337,0,0
309,Rapidità di Zanza,285,0,0,4339,11,0
310,Elisir della Terra,285,0,0,4345,17,0
311,Elisir della Forza Bruta,285,0,0,4347,19,0
312,Elisir della Difesa,285,0,0,4349,21,0
313,Elisir della Caccia ai Demoni,285,0,0,4350,22,0
314,Elisir Rivela Demoni,285,0,0,4351,23,0
315,Elisir della Fermezza,285,0,0,4358,30,0
316,Elisir del Potere del Freddo,285,0,0,4359,31,0
317,Elisir della Potenza del Fuoco Superiore,285,0,0,4364,36,0
318,Elisir dell'Intelletto Superiore,285,0,0,4365,37,0
319,Elisir Forte del Sangue di Troll,285,0,0,8648,9,0
320,Elisir della Difesa Vigorosa,285,0,0,8062,80,0
321,Elisir della Logica Vigorosa,285,0,0,8066,81,0
322,Elisir dell'Adepto,285,0,0,4340,12,0
323,Elisir Maggiore del Sangue di Troll,285,0,0,8074,85,0
324,Elisir dell'Agilità Vigorosa,285,0,0,4380,52,0
325,Elisir Debole del Sangue di Troll,285,0,0,8076,102,0
326,Elisir Vigoroso del Sangue di Troll,285,0,0,8077,101,0
327,Elisir dell'Ira,285,0,0,8078,100,0
328,Elisir d'Algasangue della Schivata,285,0,0,8082,96,0
329,Elisir delle Ombre,285,0,0,8086,92,0
330,Elisir di Drakuru,285,0,0,8087,91,0
331,Elisir Protettivo di Zort,285,0,0,8089,89,0
332,Elisir della Saggezza Draenoriana,285,0,0,4354,26,0
333,Elisir dei Giganti,285,0,0,4361,33,0
334,Elisir dell'Agilità Inferiore,285,0,0,4369,41,0
335,Elisir d'Algasangue della Resistenza,285,0,0,8083,95,0
336,Elisir del Cammino Acquatico,285,0,0,4394,66,0
337,Elisir della Perizia,285,0,0,8063,110,0
338,Cristallo Difensivo,285,0,0,8068,82,0
339,Ghiacciolo di Juju,285,0,0,8070,83,0
340,Olio di Juju,285,0,0,8071,105,0
341,Elisir dell'Accuratezza,285,0,0,8031,87,0
342,Elisir della Perforazione Armatura,285,0,0,8064,109,0
343,Elisir della Velocità Fulminea,285,0,0,8065,108,0
344,Tizzone di Juju,285,0,0,8069,106,0
345,Corroborante dei Freddinverno,285,0,0,8073,104,0
346,Elisir del Sangue Magico,285,0,0,8075,103,0
347,Elisir della Potenza Magica,285,0,0,8079,99,0
348,Elisir del Sangue di Worg,285,0,0,8081,97,0
349,Elisir Videre,285,0,0,8084,94,0
350,Elisir di Ahuurn,285,0,0,8085,93,0
351,Elisir Protettivo di Zort,285,0,0,8088,90,0
352,Vigore di Juju,285,0,0,8072,84,0
353,Elisir degli Assalti Mortali,285,0,0,8032,86,0
354,Elisir del Potenziamento,285,0,0,4356,28,0
355,Elisir della Scorza d'Acciaio,285,0,0,4368,40,0
356,Elisir della Forza degli Ogre,285,0,0,4388,60,0
357,Cocktail di Succo di Polmoni,285,0,0,4404,76,0
358,Spirito di Zanza,285,0,0,4338,10,0
359,Elisir della Forza Maggiore,285,0,0,4378,50,0
360,Forza del cristallo,285,0,0,8067,107,0
361,Elisir di Granstrippo,285,0,0,4406,78,0
362,Elisir di Erbanotte,285,0,0,8090,88,0
363,Elisir del Potere di Guarigione,285,0,0,4367,39,0
364,Elisir della Potenza del Fuoco Maggiore,285,0,0,4373,45,0
365,Elisir del Potere del Freddo Maggiore,285,0,0,4375,47,0
366,Elisir della Fermezza Maggiore,285,0,0,4374,46,0
367,Elisir dell'Occhio Felino,285,0,0,4343,15,0
368,Elisir dell'Agilità,285,0,0,4346,18,0
369,Elisir della Visione Onirica,285,0,0,4355,27,0
370,Elisir della Potenza del Fuoco,285,0,0,4357,29,0
371,Elisir della Difesa Superiore,285,0,0,4363,35,0
372,Elisir del Respiro Acquatico Superiore,285,0,0,4366,38,0
373,Elisir della Mimetizzazione,285,0,0,4348,20,0
374,Elisir Individua Invisibilità Inferiore,285,0,0,4352,24,0
375,Elisir della Maestria,285,0,0,4379,51,0
376,Elisir della Fermezza Vigorosa,285,0,0,4382,54,0
377,Elisir del Sangue Magico Vigoroso,285,0,0,4383,55,0
378,Elisir della Difesa Minore,285,0,0,4386,58,0
379,Elisir della Fermezza Minore,285,0,0,4387,59,0
380,Elisir della Difesa Pregevole,285,0,0,4391,63,0
381,Elisir della Robustezza,285,0,0,4392,64,0
382,Elisir del Respiro Acquatico,285,0,0,4393,65,0
383,Elisir dei Saggi,285,0,0,4397,69,0
384,Elisir della Vista Acuta,285,0,0,4398,70,0
385,Cicca alla Trippa,285,0,0,4401,73,0
386,R.O.I.D.I.,285,0,0,4405,77,0
387,Elisir delle Furie,285,0,0,4407,79,0
388,Elisir del Guru,285,0,0,8080,98,0
389,Elisir della Terra Profonda,285,0,0,19156,1,0
390,Elisir del Cobra,285,0,0,19157,2,0
391,Elisir dell'Accuratezza Impossibile,285,0,0,19158,3,0
392,Elisir del Maestro,285,0,0,19159,4,0
393,Elisir della Velocità Vigorosa,285,0,0,19160,5,0
394,Elisir Prismatico,285,0,0,19161,6,0
395,Elisir Fantasma,285,0,0,19162,7,0
396,Elisir dei Naga,285,0,0,19163,8,0
398,Rotolamenti totali,0,0,5,0,0,0
399,ridi,398,0,0,3238,1,0
400,ridacchia,398,0,0,7194,5,0
401,risata,398,0,0,7195,2,0
402,rofl,398,0,0,7196,3,0
403,sghignazza,398,0,0,7197,4,0
405,Esplora Teldrassil svelando tutte le zone coperte sulla mappa.,0,0,4,0,0,0
406,Brezzastella,405,1,0,1305,8,0
407,Radura dell'Oracolo,405,1,0,1306,9,0
408,Lago di Buonpozzo,405,1,0,1307,10,0
409,Darnassus,405,1,0,1308,11,0
410,Lago Al'ameth,405,1,0,1303,6,0
411,Vallombra,405,1,0,1299,1,0
412,Vallata di Ban'ethil,405,1,0,1300,4,0
413,Accampamento dei Mordipigna,405,1,0,1302,5,0
414,Rut'theran,405,1,0,1309,12,0
415,Pozze di Arlithrien,405,1,0,1304,7,0
416,Faglia Infida,405,1,0,14088,2,0
417,Dolanaar,405,1,0,14089,3,0
419,Vinci una battaglia nella Forra dei Cantaguerra.,0,1,8,0,0,0
420,Vinci una battaglia nella Forra dei Cantaguerra,419,1,0,5899,0,2
422,Conquista 100 vittorie nella Forra dei Cantaguerra.,0,100,5,0,0,8193
423,Conquista 100 vittorie nella Forra dei Cantaguerra,422,100,0,5899,0,1
425,Sconfiggi Pathaleon il Calcolatore in modalità Eroica.,0,0,4,0,0,0
426,Pathaleon il Calcolatore,425,1,0,3720,1,2
428,Uccidi Lor'themar Theron.,0,0,4,0,0,0
429,Lor'themar Theron,428,1,0,483,1,2
431,"Porta la tua reputazione da Avverso a Osannato dal Rifugio dei Mordilegno, Sporeggar e i Kurenai.",0,0,4,0,0,0
432,Osannato dai Kurenai,431,42000,0,5337,2,0
433,Osannato da Sporeggar,431,42000,0,4757,3,0
434,Osannato dal Rifugio dei Mordilegno,431,42000,0,2011,1,0
436,Hai ottenuto le Redini del Cavaliere Senza Testa nel Monastero Scarlatto durante la Veglia delle Ombre.,0,1,8,0,0,0
437,Cavalcatura del Cavaliere Senza Testa,436,0,0,6160,1,2
439,"Hai conquistato il titolo ""Legionario"".",0,0,4,0,0,0
440,Legionario,439,0,0,733,1,2
448,"Mentre indossi 3 capi d'abbigliamento della Festa della Birra, ubriacati completamente e balla a Dalaran.",0,0,4,0,0,0
449,/balla,448,1,0,4112,1,2
451,Uccidi 15 tacchini in 3 minuti.,0,0,4,0,0,0
452,15 tacchini in 3 minuti,451,1,0,3821,1,2
454,Mangia un Dolcetto Glassato e condividi un Picnic Romantico con qualcuno a Dalaran durante la celebrazione di Amore nell'Aria.,0,0,4,0,0,0
455,Dolcetto Glassato al Picnic Romantico,454,1,0,4071,1,2
456,Picnic Romantico,454,1,0,5787,2,2
458,Competenza in Primo Soccorso,0,0,4,0,0,0
459,Competenza in Primo Soccorso,458,525,0,5592,1,1
461,Visita un barbiere e cambia acconciatura.,0,0,4,0,0,0
462,Fai visita a un barbiere e paga per tagliarti i capelli.,461,1,0,2341,1,2
464,Spara 10 Razzi dell'Amore entro 20 secondi.,0,0,4,0,0,0
465,Spara 10 Razzi dell'Amore entro 20 secondi,464,10,0,6295,1,1
467,Usi della Pietra del Ritorno,0,0,4,0,0,0
468,Pietra del Ritorno,467,0,0,5008,1,0
469,Scarpette di Rubino,467,0,0,11719,2,0
470,Figlia del Locandiere,467,0,0,17387,3,0
472,Esplora le Paludi di Zangar svelando tutte le zone coperte sulla mappa.,0,0,4,0,0,0
473,Cresta Boleta,472,1,0,1648,6,0
474,Grande Laguna,472,1,0,1651,9,0
475,Telredor,472,1,0,1649,7,0
476,Rifugio Cenariano,472,1,0,1611,1,0
477,Villaggio dei Limofurioso,472,1,0,1612,3,0
478,Villaggio dei Limombroso,472,1,0,1653,11,0
479,Sporeggar,472,1,0,1654,12,0
480,Rifugio di Orebor,472,1,0,1657,15,0
481,Radura della Procreazione,472,1,0,1658,16,0
482,Costa dei Crestascura,472,1,0,1667,18,0
483,Melmamorta,472,1,0,1650,8,0
484,Rovine delle Guglie Gemelle,472,1,0,1652,10,0
485,Terre degli Ango'rosh,472,1,0,1610,2,0
486,Lago di Luceamara,472,1,0,1647,5,0
487,Roccaforte degli Ango'rosh,472,1,0,1655,13,0
488,Terre degli Scagliacremisi,472,1,0,1656,14,0
489,Zabra'jin,472,1,0,1659,17,0
490,Palude di Fungomozzo,472,1,0,1613,4,0
492,Esplora i Colli Bradi svelando tutte le zone coperte della mappa.,0,0,4,0,0,0
493,Voldrune,492,0,0,4187,10,0
494,Accampamento Mezzapozza,492,0,0,4182,5,0
495,Accampamento Oneqwah,492,0,0,4190,13,0
496,Forte di Drak'Tharon,492,0,0,4179,2,0
497,Rifugio di Pinambrato,492,0,0,4188,11,0
498,Campo di Taglio di Ciel Sereno,492,0,0,4189,12,0
499,Fortezza della Conquista,492,0,0,4178,1,0
500,Rovine di Drakil'jin,492,0,0,4180,3,0
501,Dun Argol,492,0,0,4181,4,0
502,Faucebigia,492,0,0,4183,6,0
503,Santuario di Fauce Rabbiosa,492,0,0,4184,7,0
504,Thor Modan,492,0,0,4185,8,0
505,Baia della S.P.R. & Co.,492,0,0,4186,9,0
506,Presidio Brigata delle Marche,492,0,0,4191,14,0
508,Raggiungi un indice personale di 2.200 nelle arene 5v5.,0,0,4,0,0,0
509,Indice di 2.200,508,2200,0,452,1,2
511,Vinci una battaglia nella Valle d'Alterac mentre la tua squadra controlla entrambe le miniere.,0,0,4,0,0,0
512,Caverna dei Coboldi controllata,82730,1,0,3388,0,2
513,Caverna dei Trogg controllata,82732,1,0,3389,0,2
515,Compi le imprese da Guardiano delle Fiamme.,0,0,4,0,0,0
516,Guardiano delle Fiamme di Kalimdor,515,0,0,3200,3,0
517,Guardiano delle Fiamme delle Terre Esterne,515,0,0,3201,5,0
518,Guardiano delle Fiamme dei Regni Orientali,515,0,0,3199,2,0
519,Guardiano delle Fiamme del Cataclisma,515,0,0,18216,1,0
520,Guardiano delle Fiamme di Nordania,515,0,0,18217,4,0
522,"Possessore di Sulfuras, Pugno di Ragnaros.",0,1,8,0,0,0
523,,58228,1,0,12478,1,2
524,"Sulfuras, Pugno di Ragnaros",58228,1,0,318,0,2
526,Diventa Osannato dai Predoni Cantaguerra.,0,0,4,0,0,0
527,Osannato dai Predoni Cantaguerra,526,42000,0,5319,1,2
529,Sconfiggi Keli'dan il Demolitore in modalità Eroica.,0,0,4,0,0,0
530,Keli'dan il Demolitore,529,1,0,3710,1,2
532,Vittorie nelle arene 5v5,0,0,5,0,0,0
533,Vittorie 5v5 alle Rovine di Lordaeron,532,0,0,8601,2,0
534,Vittorie 5v5 nell'Arena di Nagrand,532,0,0,8600,3,0
535,Vittorie 5v5 nelle Fogne di Dalaran,532,0,0,8599,4,0
536,Vittorie 5v5 nell'Arena di Spinaguzza,532,0,0,5726,0,0
537,Vittorie 5v5 nell'Arena del Valore,532,0,0,8602,1,0
539,Incontri nelle arene 2v2,0,0,5,0,0,0
540,Incontri 2v2 nell'Arena del Valore,539,0,0,8614,3,0
541,Incontri 2v2 alle Rovine di Lordaeron,539,0,0,8613,2,0
542,Incontri 2v2 nelle Fogne di Dalaran,539,0,0,8611,4,0
543,Incontri 2v2 nell'Arena di Nagrand,539,0,0,8612,1,0
544,Incontri 2v2 nell'Arena di Spinaguzza,539,0,0,5725,0,0
546,Fazioni dalle quali sei Riverito od Osannato,0,0,4,0,0,0
547,Fazioni dalle quali sei Riverito,546,0,0,5299,1,0
549,Ottieni 10.000 uccisioni onorevoli.,0,0,4,0,0,0
550,Ottieni 10.000 uccisioni onorevoli,549,10000,0,13253,1,1
552,Sconfiggi Nefarian.,0,1,8,0,0,0
553,Nefarian,552,1,0,3273,1,2
554,Cintura di Therazane,552,1,0,4564,5,2
555,Stivali della Fiamma dell'Ombra,552,1,0,4567,8,2
556,Pettorale Corazzato dell'Ira,552,1,0,4578,19,2
557,Anello del Regolamento di Conti di Archimtiros,552,1,0,4565,6,2
558,Pettorale Corazzato del Giudizio,552,1,0,4580,21,2
559,Corazza Foderata di Grantempesta,552,1,0,4581,22,2
560,Vesti della Trascendenza,552,1,0,4584,25,2
561,"Ashkandi, Granspada della Fratellanza",552,1,0,4566,7,2
