Name_lang,ID,ParentUiMapID,Flags,System,Type,BountySetID,BountyDisplayLocation,TempVisibilityPlayerConditionID,VisibilityPlayerConditionID,HelpTextPosition,BkgAtlasID,AlternateUiMapGroup,ContentTuningID,AdventureMapTextureKitID,MapArtZoneTextPosition
Bacino d'Arathi,93,14,0,0,6,0,0,0,0,0,0,0,0,0,0
Boschi di Cantoeterno,94,13,6,0,3,0,0,0,0,0,0,0,77,0,0
Terre Spettrali,95,13,6,0,3,0,0,0,0,0,0,0,8,0,0
Catacombe degli Amani,96,95,0,0,5,0,0,0,0,0,0,0,0,0,0
Isola Brumazzurra,97,12,6,0,3,0,0,0,0,0,0,0,76,0,0
Antro delle Maree,98,97,0,0,5,0,0,0,0,0,0,0,0,0,0
Rifugio dei Pinosaldo,99,97,0,0,5,0,0,0,0,0,0,0,0,0,0
Penisola del Fuoco Infernale,100,101,6,0,3,0,0,0,0,0,0,0,37,0,0
Terre Esterne,101,946,0,0,2,0,0,0,0,0,0,0,777,0,0
Paludi di Zangar,102,101,6,0,3,0,0,0,0,0,0,0,38,0,0
Exodar,103,12,6,0,3,0,0,0,0,0,0,0,0,0,0
Valle di Torvaluna,104,101,6,0,3,0,0,0,0,0,0,0,43,0,0
Montagne Spinaguzza,105,101,6,0,3,0,0,0,0,0,0,0,41,0,0
Isola Brumacremisi,106,12,6,0,3,0,0,0,0,0,0,0,4,0,0
Nagrand,107,101,6,0,3,0,0,0,0,0,0,0,40,0,0
Foresta di Terokk,108,101,6,0,3,0,0,0,0,0,0,0,39,0,0
Landa Fatua,109,101,6,0,3,0,0,0,0,0,0,0,42,0,0
Lunargenta,110,13,6,0,3,0,0,0,0,0,0,0,0,0,0
Shattrath,111,101,6,0,3,0,0,0,0,0,0,0,0,0,0
Occhio del Ciclone,112,109,0,0,6,0,0,0,0,0,0,0,0,0,0
Nordania,113,947,0,0,2,0,0,0,0,0,0,0,826,0,0
Tundra Boreale,114,113,6,0,3,0,0,0,0,0,0,0,44,0,0
Dracombra,115,113,6,0,3,0,0,0,0,0,0,0,46,0,0
Colli Bradi,116,113,6,0,3,0,0,0,0,0,0,0,47,0,0
Fiordo Echeggiante,117,113,6,0,3,0,0,0,0,0,0,0,45,0,0
Corona di Ghiaccio,118,113,6,0,3,0,0,0,0,0,0,0,51,0,0
Bacino di Sholazar,119,113,6,0,3,0,0,0,0,0,0,0,49,0,0
Cime Tempestose,120,113,6,0,3,0,0,0,0,0,0,0,50,0,0
Zul'drak,121,113,6,0,3,0,0,0,0,0,0,0,48,0,0
Isola di Quel'Danas,122,13,6,0,3,0,0,0,0,0,0,0,161,0,0
Lungoinverno,123,113,6,0,3,0,0,0,0,0,0,0,1200,0,0
Terre Infette: l'Enclave Scarlatta,124,23,0,0,6,0,0,0,0,0,0,0,0,0,0
Dalaran,125,127,0,0,4,0,0,0,0,0,0,0,0,0,0
Dalaran,126,127,0,0,4,0,0,0,0,0,0,0,0,0,0
Foresta di Cristallo,127,113,6,0,3,0,0,0,0,0,0,0,163,0,0
Lido degli Antichi,128,115,0,0,6,0,0,0,0,0,0,0,0,0,0
Nexus,129,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Epurazione di Stratholme,130,71,0,0,4,0,0,0,0,0,0,0,0,0,0
Epurazione di Stratholme,131,130,0,0,4,0,0,0,0,0,0,0,0,0,0
"Ahn'kahet, il Regno Antico",132,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte Utgarde,133,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte Utgarde,134,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte Utgarde,135,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Pinnacolo di Utgarde,136,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Pinnacolo di Utgarde,137,117,0,0,4,0,0,0,0,0,0,0,0,0,0
Sale del Fulmine,138,120,0,0,4,0,0,0,0,0,0,0,0,0,0
Sale del Fulmine,139,120,0,0,4,0,0,0,0,0,0,0,0,0,0
Sale della Pietra,140,120,0,0,4,0,0,0,0,0,0,0,0,0,0
Occhio dell'Eternità,141,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Oculus,142,114,0,0,6,0,0,0,0,0,0,0,0,0,0
Oculus,143,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Oculus,144,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Oculus,145,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Oculus,146,114,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,147,120,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,148,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,149,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,150,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,151,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Ulduar,152,147,0,0,4,0,0,0,0,0,0,0,0,0,0
Gundrak,153,121,0,0,6,0,0,0,0,0,0,0,0,0,0
Gundrak,154,121,0,0,4,0,0,0,0,0,0,0,0,0,0
Santuario di Ossidiana,155,115,0,0,6,0,0,0,0,0,0,0,0,0,0
Volta di Archavon,156,123,0,0,4,0,0,0,0,0,0,0,0,0,0
Azjol-Nerub,157,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Azjol-Nerub,158,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Azjol-Nerub,159,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte di Drak'Tharon,160,121,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte di Drak'Tharon,161,121,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,162,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,163,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,164,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,165,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,166,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Naxxramas,167,115,0,0,4,0,0,0,0,0,0,0,0,0,0
Fortezza Violacea,168,125,0,0,4,0,0,0,0,0,0,0,0,0,0
Isola della Conquista,169,118,0,0,6,0,0,0,0,0,0,0,0,0,0
Approdo di Hrothgar,170,113,6,0,3,0,0,0,0,0,0,0,988,0,0
Ordalia dei Campioni,171,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Ordalia dei Crociati,172,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Ordalia dei Crociati,173,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Isole Perdute,174,948,6,0,3,0,0,0,0,0,0,0,159,0,0
Caverna di Kaja'mite,175,174,0,0,5,0,0,0,0,0,0,0,0,0,0
Tana di Volcanoth,176,174,0,0,5,0,0,0,0,0,0,0,0,0,0
Miniera Penale di Gallywix,177,174,0,0,5,0,0,0,0,0,0,0,0,0,0
Miniera Penale di Gallywix,178,174,0,0,5,0,0,0,0,0,0,0,0,0,0
Gilneas,179,13,6,0,6,0,0,0,0,0,0,0,78,0,0
Miniera di Pietrardente,180,179,0,0,5,0,0,0,0,0,0,0,0,0,0
Maniero dei Mantogrigio,181,179,0,0,5,0,0,0,0,0,0,0,0,0,0
Maniero dei Mantogrigio,182,179,0,0,5,0,0,0,0,0,0,0,0,0,0
Forgia delle Anime,183,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Fossa di Saron,184,118,0,0,6,0,0,0,0,0,0,0,0,0,0
Sale dei Riflessi,185,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Rocca della Corona di Ghiaccio,186,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Rocca della Corona di Ghiaccio,187,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Rocca della Corona di Ghiaccio,188,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Rocca della Corona di Ghiaccio,189,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Rocca della Corona di Ghiaccio,190,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Rocca della Corona di Ghiaccio,191,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Rocca della Corona di Ghiaccio,192,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Rocca della Corona di Ghiaccio,193,118,0,0,4,0,0,0,0,0,0,0,0,0,0
Kezan,194,948,6,0,3,0,0,0,0,0,0,0,79,0,0
Kaja'mina,195,194,0,0,5,0,0,0,0,0,0,0,0,0,0
Kaja'mina,196,194,0,0,5,0,0,0,0,0,0,0,0,0,0
Kaja'mina,197,194,0,0,5,0,0,0,0,0,0,0,0,0,0
Monte Hyjal,198,12,6,0,3,0,0,0,0,0,0,0,52,0,0
Savane Meridionali,199,12,6,0,3,0,0,0,0,0,0,0,16,0,0
Santuario di Rubino,200,115,0,0,6,0,0,0,0,0,0,0,0,0,0
Foresta di Alg'thar,201,203,6,0,3,0,0,0,0,0,0,0,0,0,0
Città di Gilneas,202,179,6,0,3,0,0,0,0,0,0,0,0,0,0
Vashj'ir,203,13,6,0,3,0,0,0,0,0,0,0,53,0,0
Profondità Abissali,204,203,6,0,3,0,0,0,0,0,0,0,0,0,0
Distesa Scintillante,205,203,6,0,3,0,0,0,0,0,0,0,0,0,0
Picchi Gemelli,206,241,0,0,6,0,0,0,0,0,0,0,0,0,0
Rocciafonda,207,948,6,0,3,0,0,0,0,0,0,0,54,0,0
Profondità del Crepuscolo,208,207,0,0,5,0,0,0,0,0,0,0,0,0,0
Profondità del Crepuscolo,209,207,0,0,5,0,0,0,0,0,0,0,0,0,0
Capo di Rovotorto,210,224,6,0,3,0,0,0,0,0,0,0,24,0,0
Baratro di Fiamma Furente,213,85,0,0,4,0,0,0,0,0,0,0,0,0,0
Rovine di Gilneas,217,13,6,0,3,0,0,0,0,0,0,0,78,0,0
Rovine della Città di Gilneas,218,217,1,0,6,0,0,0,0,0,0,0,0,0,0
Zul'farrak,219,71,0,0,6,0,0,0,0,0,0,0,0,0,0
Tempio di Atal'Hakkar,220,51,0,0,4,0,0,0,0,0,0,0,0,0,0
Abissi di Fondocupo,221,63,0,0,4,0,0,0,0,0,0,0,0,0,0
Abissi di Fondocupo,222,63,0,0,4,0,0,0,0,0,0,0,0,0,0
Abissi di Fondocupo,223,63,0,0,4,0,0,0,0,0,0,0,0,0,0
Valle di Rovotorto,224,13,6,0,3,0,0,0,0,0,0,0,18,0,0
Segrete di Roccavento,225,84,0,0,4,0,0,0,0,0,0,0,0,0,0
Gnomeregan,226,27,0,0,4,0,0,0,0,0,0,0,0,0,0
Gnomeregan,227,27,0,0,4,0,0,0,0,0,0,0,0,0,0
Gnomeregan,228,27,0,0,4,0,0,0,0,0,0,0,0,0,0
Gnomeregan,229,27,0,0,4,0,0,0,0,0,0,0,0,0,0
Uldaman,230,15,0,0,4,0,0,0,0,0,0,0,0,0,0
Uldaman,231,15,0,0,4,0,0,0,0,0,0,0,0,0,0
Nucleo Ardente,232,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Zul'gurub,233,50,0,0,6,0,0,0,0,0,0,0,0,0,0
Maglio Infausto,234,69,0,0,6,0,0,0,0,0,0,0,0,0,0
Maglio Infausto,235,69,0,0,4,0,0,0,0,0,0,0,0,0,0
Maglio Infausto,236,69,0,0,4,0,0,0,0,0,0,0,0,0,0
Maglio Infausto,237,69,0,0,4,0,0,0,0,0,0,0,0,0,0
Maglio Infausto,238,69,0,0,4,0,0,0,0,0,0,0,0,0,0
Maglio Infausto,239,69,0,0,4,0,0,0,0,0,0,0,0,0,0
Maglio Infausto,240,69,0,0,4,0,0,0,0,0,0,0,0,0,0
Alture del Crepuscolo,241,13,6,0,3,0,0,0,0,0,0,0,56,0,0
Sotterranei di Roccianera,242,32,0,0,4,0,0,0,0,0,0,0,0,0,0
Sotterranei di Roccianera,243,32,0,0,4,0,0,0,0,0,0,0,0,0,0
Tol Barad,244,13,0,0,3,0,0,0,0,0,0,0,656,0,0
Penisola di Tol Barad,245,13,0,0,3,0,0,0,0,0,0,0,656,0,0
Sale della Devastazione,246,100,0,0,4,0,0,0,0,0,0,0,0,0,0
Rovine di Ahn'qiraj,247,81,0,0,6,0,0,0,0,0,0,0,0,0,0
Antro di Onyxia,248,70,0,0,4,0,0,0,0,0,0,0,0,0,0
Uldum,249,12,6,0,3,0,0,0,75733,2,0,1,55,0,0
Bastioni di Roccianera,250,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Bastioni di Roccianera,251,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Bastioni di Roccianera,252,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Bastioni di Roccianera,253,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Bastioni di Roccianera,254,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Bastioni di Roccianera,255,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Cripte degli Auchenai,256,108,0,0,4,0,0,0,0,0,0,0,0,0,0
Cripte degli Auchenai,257,108,0,0,4,0,0,0,0,0,0,0,0,0,0
Sale dei Sethekk,258,108,0,0,4,0,0,0,0,0,0,0,0,0,0
Sale dei Sethekk,259,108,0,0,4,0,0,0,0,0,0,0,0,0,0
Labirinto delle Ombre,260,108,0,0,4,0,0,0,0,0,0,0,0,0,0
La Forgia del Sangue,261,100,0,0,4,0,0,0,0,0,0,0,0,0,0
Torbiera Sotterranea,262,102,0,0,4,0,0,0,0,0,0,0,0,0,0
Antro dei Vapori,263,102,0,0,4,0,0,0,0,0,0,0,0,0,0
Antro dei Vapori,264,102,0,0,4,0,0,0,0,0,0,0,0,0,0
Fosse degli Schiavi,265,102,0,0,4,0,0,0,0,0,0,0,0,0,0
Botanica,266,109,0,0,4,0,0,0,0,0,0,0,0,0,0
Mecanar,267,109,0,0,4,0,0,0,0,0,0,0,0,0,0
Mecanar,268,109,0,0,4,0,0,0,0,0,0,0,0,0,0
Arcatraz,269,109,0,0,4,0,0,0,0,0,0,0,0,0,0
Arcatraz,270,109,0,0,4,0,0,0,0,0,0,0,0,0,0
Arcatraz,271,109,0,0,4,0,0,0,0,0,0,0,0,0,0
Tombe del Mana,272,108,0,0,4,0,0,0,0,0,0,0,0,0,0
La Palude Nera,273,75,0,0,6,0,0,0,0,0,0,0,0,0,0
Passato di Colletorto,274,75,0,0,6,0,0,0,0,0,0,0,0,0,0
La Battaglia per Gilneas,275,179,0,0,6,0,0,0,0,0,0,0,0,0,0
Maelstrom,276,948,6,0,3,0,0,0,0,0,0,0,0,0,0
Città Perduta dei Tol'vir,277,249,0,0,6,0,0,0,0,0,0,0,0,0,0
Caverna dei Lamenti,279,10,0,0,4,0,0,0,0,0,0,0,0,0,0
Maraudon,280,66,0,0,4,0,0,0,0,0,0,0,0,0,0
Maraudon,281,66,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte di Baradin,282,244,0,0,4,0,0,0,0,0,0,0,0,0,0
Caverne di Roccianera,283,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Caverne di Roccianera,284,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Sotterranei dell'Ala Nera,285,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Sotterranei dell'Ala Nera,286,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Fortezza dell'Ala Nera,287,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Fortezza dell'Ala Nera,288,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Fortezza dell'Ala Nera,289,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Fortezza dell'Ala Nera,290,36,0,0,4,0,0,0,0,0,0,0,0,0,0
Miniere della Morte,291,52,0,0,4,0,0,0,0,0,0,0,0,0,0
Miniere della Morte,292,52,0,0,4,0,0,0,0,0,0,0,0,0,0
Grim Batol,293,241,0,0,4,0,0,0,0,0,0,0,0,0,0
Bastione del Crepuscolo,294,241,0,0,4,0,0,0,0,0,0,0,0,0,0
Bastione del Crepuscolo,295,241,0,0,4,0,0,0,0,0,0,0,0,0,0
Bastione del Crepuscolo,296,241,0,0,4,0,0,0,0,0,0,0,0,0,0
Sale della Creazione,297,249,0,0,4,0,0,0,0,0,0,0,0,0,0
Sale della Creazione,298,249,0,0,4,0,0,0,0,0,0,0,0,0,0
Sale della Creazione,299,249,0,0,4,0,0,0,0,0,0,0,0,0,0
Sotterranei di Lamaspina,300,64,0,0,4,0,0,0,0,0,0,0,0,0,0
Gallerie di Lamaspina,301,199,0,0,4,0,0,0,0,0,0,0,0,0,0
Monastero Scarlatto,302,18,0,0,4,0,0,0,0,0,0,0,0,0,0
Monastero Scarlatto,303,18,0,0,4,0,0,0,0,0,0,0,0,0,0
Monastero Scarlatto,304,18,0,0,4,0,0,0,0,0,0,0,0,0,0
Monastero Scarlatto,305,18,0,0,4,0,0,0,0,0,0,0,0,0,0
Retaggio di Scholomance,306,22,0,0,4,0,0,0,0,0,0,0,0,0,0
Retaggio di Scholomance,307,22,0,0,4,0,0,0,0,0,0,0,0,0,0
Retaggio di Scholomance,308,22,0,0,4,0,0,0,0,0,0,0,0,0,0
Retaggio di Scholomance,309,22,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte di Zannascura,310,21,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte di Zannascura,311,21,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte di Zannascura,312,21,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte di Zannascura,313,21,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte di Zannascura,314,21,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte di Zannascura,315,21,0,0,4,0,0,0,0,0,0,0,0,0,0
Forte di Zannascura,316,21,0,0,4,0,0,0,0,0,0,0,0,0,0
Stratholme,317,23,0,0,4,0,0,0,0,0,0,0,0,0,0
Stratholme,318,23,0,0,4,0,0,0,0,0,0,0,0,0,0
Ahn'qiraj,319,81,0,0,4,0,0,0,0,0,0,0,0,0,0
Ahn'qiraj,320,81,0,0,4,0,0,0,0,0,0,0,0,0,0
Ahn'qiraj,321,81,0,0,4,0,0,0,0,0,0,0,0,0,0
Trono delle Maree,322,204,0,0,4,0,0,0,0,0,0,0,0,0,0
Trono delle Maree,323,204,0,0,4,0,0,0,0,0,0,0,0,0,0
Nucleo di Pietra,324,207,0,0,4,0,0,0,0,0,0,0,0,0,0
Pinnacolo del Vortice,325,249,0,0,4,0,0,0,0,0,0,0,0,0,0
Ahn'qiraj: il Regno Perduto,327,12,2,0,6,0,0,0,0,0,0,0,0,0,0
Trono dei Quattro Venti,328,249,0,0,4,0,0,0,0,0,0,0,0,0,0
Sommità di Hyjal,329,75,0,0,6,0,0,0,0,0,0,0,0,0,0
Antro di Gruul,330,105,0,0,4,0,0,0,0,0,0,0,0,0,0
Antro di Magtheridon,331,100,0,0,4,0,0,0,0,0,0,0,0,0,0
Caverna di Sacrespire,332,102,0,0,4,0,0,0,0,0,0,0,0,0,0
Zul'aman,333,95,0,0,6,0,0,0,0,0,0,0,0,0,0
Forte Tempesta,334,109,0,0,4,0,0,0,0,0,0,0,0,0,0
Cittadella del Pozzo Solare,335,122,0,0,4,0,0,0,0,0,0,0,0,0,0
Cittadella del Pozzo Solare,336,335,0,0,4,0,0,0,0,0,0,0,0,0,0
Zul'gurub,337,50,0,0,6,0,0,0,0,0,0,0,0,0,0
Fronte Magmatico,338,198,0,0,6,0,0,0,0,0,0,0,0,0,0
Tempio Nero,339,104,0,0,4,0,0,0,0,0,0,0,0,0,0
Tempio Nero,340,339,0,0,4,0,0,0,0,0,0,0,0,0,0
Tempio Nero,341,339,0,0,4,0,0,0,0,0,0,0,0,0,0
Tempio Nero,342,339,0,0,4,0,0,0,0,0,0,0,0,0,0
Tempio Nero,343,339,0,0,4,0,0,0,0,0,0,0,0,0,0
Tempio Nero,344,339,0,0,4,0,0,0,0,0,0,0,0,0,0
Tempio Nero,345,339,0,0,4,0,0,0,0,0,0,0,0,0,0
Tempio Nero,346,339,0,0,4,0,0,0,0,0,0,0,0,0,0
Bastioni del Fuoco Infernale,347,100,0,0,4,0,0,0,0,0,0,0,0,0,0
La Terrazza dei Magisteri,348,122,0,0,4,0,0,0,0,0,0,0,0,0,0
La Terrazza dei Magisteri,349,122,0,0,4,0,0,0,0,0,0,0,0,0,0
