ID,Name_lang,ResourceName_lang,Verb_lang,CursorName,EnumID,TrackingIcon
153,Erbalismo,Erbe,Raccogli,GatherHerbs,47,17635
155,Estrazione,Depositi minerari,Estrai,Mine,48,17636
157,Congrega: Silfi della Notte,Oggetti Sbloccati,Apertura,,49,0
158,Congrega: Venthyr,Oggetti Sbloccati,Apertura,,50,0
159,Congrega: Kyrian,Oggetti Sbloccati,Apertura,,51,0
160,Congrega: Necrosignori,Oggetti Sbloccati,Apertura,,52,0
161,Professione: Ingegneria,,Disattivazione,,53,0
162,Erbalismo delle Isole dei Draghi,Erbe,Raccogli,GatherHerbs,54,17635
163,Estrazione,Depositi minerari,Miniera,Mine,55,17636
166,Erbalismo,Erbe,Raccogli,GatherHerbs,56,17635
167,Estrazione,Depositi minerari,Piccona,Mine,57,17636
169,Incantamento,Oggetti Incantati,Disincantamento,,58,0
170,Tesori delle Isole dei Draghi,Tesori,Apertura,Open,59,0
172,Alchimia delle Isole dei Draghi (25),Oggetti Sbloccati,Apri,,60,0
173,Forgiatura delle Isole dei Draghi (25),Oggetti Sbloccati,Apri,,61,0
174,Incantamento delle Isole dei Draghi (25),Oggetti Sbloccati,Apri,,62,0
175,Ingegneria delle Isole dei Draghi (25),Oggetti Sbloccati,Apri,,63,0
176,Erbalismo delle Isole dei Draghi (25),Oggetti Sbloccati,Apri,,64,17635
177,Runografia delle Isole dei Draghi (25),Oggetti Sbloccati,Apri,,65,0
178,Oreficeria delle Isole dei Draghi (25),Oggetti Sbloccati,Apri,,66,0
179,Conciatura delle Isole dei Draghi (25),Oggetti Sbloccati,Apri,,67,0
180,Estrazione delle Isole dei Draghi (25),Oggetti Sbloccati,Apri,,68,17636
181,Scuoiatura delle Isole dei Draghi (25),Oggetti Sbloccati,Apri,,69,0
182,Sartoria delle Isole dei Draghi (25),Oggetti Sbloccati,Apri,,70,0
186,Apertura genuflessione - Pianta,Oggetti Sbloccati,Raccolta,,71,0
188,Estrazione delle Isole dei Draghi,Depositi minerari,Estrazione,Mine,72,17636
193,Estrazione di Khaz Algar,Depositi minerari,Estrai,Mine,73,17636
194,Erbalismo di Khaz Algar,Erbe,Raccogli,GatherHerbs,74,17635
195,Alchimia di Khaz Algar (25),Oggetti sbloccati,Apertura,,75,0
196,Forgiatura di Khaz Algar (25),Oggetti sbloccati,Apertura,,76,0
197,Incantamento di Khaz Algar (25),Oggetti sbloccati,Apertura,,77,0
198,Ingegneria di Khaz Algar (25),Oggetti sbloccati,Apertura,,78,0
199,Erbalismo di Khaz Algar (25),Oggetti sbloccati,Apertura,,79,17635
200,Runografia di Khaz Algar (25),Oggetti sbloccati,Apertura,,80,0
201,Oreficeria di Khaz Algar (25),Oggetti sbloccati,Apertura,,81,0
202,Conciatura di Khaz Algar (25),Oggetti sbloccati,Apertura,,82,0
203,Estrazione di Khaz Algar (25),Oggetti sbloccati,Apertura,,83,17636
204,Scuoiatura di Khaz Algar (25),Oggetti sbloccati,Apertura,,84,0
205,Sartoria di Khaz Algar (25),Oggetti sbloccati,Apertura,,85,0
222,Legname,Legname,Raccolta,Harvest,206,33311
