ID,Name_lang,OrderIndex
342,Abisso di Tak-Rethan,0
343,Trama a Spirale,0
344,Pietraverde,0
346,Unga Ingu,0
347,Arena dell'Annientamento,0
348,Festival di Birraluna,0
351,Assalto a Zan'vess,0
352,Lame nel Buio,0
353,Armarsi di Pazienza,0
354,Presidio del Dominio,0
355,Approdo del Leone,0
362,Palazzo dei Nerub'ar,0
363,Khaz Algar,0
371,Operazione: Paratoia,10
372,Sotterranei di Roccianera,0
373,Sito di Scavo 9,0
374,Canale Laterale,0
375,Gara di Demolizioni del Capofondo,0
377,Liberazione di Cavafonda,0
378,Manaforgia Omega,0
381,Ecosfera Al'dani,10
394,Assalto degli Archivi,0
395,Santuario Fendivuoto,0
