SourceText_lang,ID,ItemID,Flags,SourceTypeEnum
"|cFFFFD200Evento mondiale: |rSettimana dei Bambini|n|cFFFFD200Mercante: |rBlax Bocciarazzo, Craggle Dondolo|n|cFFFFD200Zona: |rOrgrimmar, Roccavento|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",126,69895,0,2
|cFFFFD200Promozione|r,127,72159,0,7
|cFFFFD200Promozione|r,128,79769,0,7
|cFFFFD200Bottino: |rZai l'Esiliato|n|cFFFFD200Zona: |rMassiccio del Kun-Lai,129,86581,0,0
|cFFFFD200Bottino: |rNessos l'Oracolo|n|cFFFFD200Zona: |rMassiccio del Kun-Lai,131,72224,2,0
|cFFFFD200Bottino: |rMoldo il Guercio|n|cFFFFD200Zona: |rVallata dell'Eterna Primavera,132,86586,0,0
|cFFFFD200Bottino: |rAhone la Nomade|n|cFFFFD200Zona: |rMassiccio del Kun-Lai,133,86588,0,0
|cFFFFD200Bottino: |rAi-Li Specchio Celeste|n|cFFFFD200Zona: |rDistese del Terrore,134,86589,0,0
|cFFFFD200Bottino: |rAi-Ran Nube Mutevole|n|cFFFFD200Zona: |rVallata dell'Eterna Primavera,135,72229,2,0
|cFFFFD200Bottino: |rBonobos|n|cFFFFD200Zona: |rValle dei Quattro Venti,136,72227,2,0
|cFFFFD200Bottino: |rIggo-Iggo lo Scaltro|n|cFFFFD200Zona: |rDistese del Terrore,137,86593,0,0
|cFFFFD200Impresa: |rImparare dal migliore|n|cFFFFD200Categoria: |rPesca,139,86596,0,5
|cFFFFD200Impresa: |rFanatico birraiolo|n|cFFFFD200Categoria: |rMists of Pandaria,140,87528,0,5
|cFFFFD200Mercante: |rGina Palmo Florido|n|cFFFFD200Zona: |rValle dei Quattro Venti|n|cFFFFD200Fazione: |rColtivatori - Osannato|n|cFFFFD200Costo: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,142,90175,4,2
|cFFFFD200Evento mondiale: |rVigilia di Grande Inverno,143,90883,0,6
|cFFFFD200Evento mondiale: |rVigilia di Grande Inverno,144,90888,0,6
|cFFFFD200Mercante: |rGelvas Strappafizz|n|cFFFFD200Zona: |rIsola di Lunacupa|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,145,90899,0,6
|cFFFFD200Donato da: |rOrsur|n|cFFFFD200Zona: |rManiero dei Corvolesto,147,72220,2,0
|cFFFFD200Bottino: |rRa'sha|n|cFFFFD200Zona: |rIsola del Tuono,148,72226,2,0
|cFFFFD200Impresa: |rImpresa Segreta Geyser di Tortos|n|cFFFFD200Categoria: |rIncursioni: Pandaria,151,98132,0,5
|cFFFFD200Bottino: |rGastropode|n|cFFFFD200Zona: |rRegno del Tuono,152,98136,0,0
|cFFFFD200Mercante: |rOratore Gulan|n|cFFFFD200Zona:|r Isola Senza Tempo,153,72230,2,2
|cFFFFD200Mercante: |rTeurgo del Misticismo Ku|n|cFFFFD200Zona: |rIsola Senza Tempo|n|cFFFFD200Fazione: |rImperatore Shaohao - Riverito,154,103685,4,2
|cFFFFD200Bottino: |rGigante delle Colline Eroso|n|cFFFFD200Zona: |rIsola Senza Tempo,155,104262,0,0
|cFFFFD200Bottino: |rCampione della Fiamma Nera|n|cFFFFD200Zona: |rIsola Senza Tempo,156,104302,0,0
|cFFFFD200Bottino: |rSignore della Fornace Eterno|n|cFFFFD200Zona: |rIsola Senza Tempo,157,104309,0,0
|cFFFFD200Evento mondiale: |rVigilia di Grande Inverno,158,104318,0,6
|cFFFFD200Mercante: |rMercanti nel mondo di gioco|n|cFFFFD200Costo: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,159,104323,0,2
|cFFFFD200Mercante: |rMercanti nel mondo di gioco|n|cFFFFD200Costo: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,160,104324,0,2
|cFFFFD200Bottino: |rGran Sacerdote di Ordos|n|cFFFFD200Zona: |rIsola Senza Tempo,161,72233,2,0
|cFFFFD200Bottino: |rJakur degli Ordon|n|cFFFFD200Zona: |rIsola Senza Tempo,162,104331,0,0
|cFFFFD200Evento mondiale: |rFiera di Lunacupa|n|cFFFFD200Bottino: |rZannastrale|n|cFFFFD200Zona: |rIsola di Lunacupa,164,105898,0,6
|cFFFFD200Bottino: |rNave Fantasma Vazuvius|n|cFFFFD200Zona: |rIsola Senza Tempo|n,165,104294,0,0
|cFFFFD200Evento mondiale:|r Caduta di Zalazane,168,54653,2,6
|cFFFFD200Evento mondiale:|r Celebrazione della Luna|n|n|cFFFFD200Mercante: |rFariel Cantastella|n|cFFFFD200Zona: |rRadaluna|n|cFFFFD200Costo: |r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,169,90000,0,6
|cFFFFD200Mercante: |rMercanti nel mondo di gioco|n|cFFFFD200Costo: |r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,170,90427,0,2
|cFFFFD200Evento mondiale:|r Operazione Gnomeregan,180,54651,2,6
|cFFFFD200Origine: |rL'eredità degli antichi,181,72223,2,1
|cFFFFD200Evento mondiale:|r Celebrazione della Luna|n|n|cFFFFD200Mercante: |rFariel Cantastella|n|cFFFFD200Zona: |rRadaluna|n|cFFFFD200Costo: |r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,182,89999,0,6
|cFFFFD200Mercante: |rMercanti nel mondo di gioco|n|cFFFFD200Costo: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,183,54343,0,2
|cFFFFD200Mercante: |rMercanti nel mondo di gioco|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,184,54438,0,2
|cFFFFD200Mercante: |rMercanti nel mondo di gioco|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,185,54437,0,2
|cFFFFD200Mercante: |rMercanti nel mondo di gioco|n|cFFFFD200Costo: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,186,44606,0,2
|cFFFFD200Mercante: |rMercanti nel mondo di gioco|n|cFFFFD200Costo: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,187,45057,0,2
|cFFFFD200Professione: |rArcheologia,188,69776,0,3
|cFFFFD200Mercante: |rDama Evniki Kapsalis|n|cFFFFD200Zona: |rCorona di Ghiaccio,189,46843,0,2
|cFFFFD200Bottino: |rHuggalon il Guardiano del Cuore|n|cFFFFD200Zona: |rSteppe di Tong Long,190,90067,0,0
"|cFFFFD200Mercante: |rLenny ""le Dita"" McCoy|n|cFFFFD200Zona: |rRoccavento|n|cFFFFD200Costo: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",191,97921,0,2
|cFFFFD200Mercante: |rMercante di Mezza Estate|n|cFFFFD200Zona: |rCapitali|n|cFFFFD200Costo: |r350|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t|n|n,192,34686,0,6
|cFFFFD200Mercante: |rMercanti della Festa della Birra|n|cFFFFD200Costo: |r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,193,33927,0,6
|cFFFFD200Mercante: |rSan Scaglia Rossa|n|cFFFFD200Zona: |rForesta di Giada|n|cFFFFD200Fazione: |rOrdine della Serpe delle Nubi - Riverito|n|cFFFFD200Costo: |r1.000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,194,89222,4,2
|cFFFFD200Evento mondiale: |rVigilia di Grande Inverno,195,37710,0,6
|cFFFFD200Professione: |rIngegneria,196,23767,0,3
|cFFFFD200Missione: |rSoffocare i cieli|n|cFFFFD200Zona: |rSteppe di Tong Long,197,88589,0,1
|cFFFFD200Mercante: |rRook Pugnofalco|n|cFFFFD200Zona: |rCorona di Ghiaccio,198,45021,0,2
|cFFFFD200Bottino: |rBorseggio del Ladro,199,36863,0,0
|cFFFFD200Mercante: |rIrisee|n|cFFFFD200Zona: |rCorona di Ghiaccio,200,45020,0,2
|cFFFFD200Mercante: |rNam Zampa Forte|n|cFFFFD200Zona: |rValle dei Quattro Venti|n|cFFFFD200Costo: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t59|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t65|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,201,88801,0,2
|cFFFFD200Casa d'Aste del Mercato Nero|r,202,45063,0,2
|cFFFFD200Promozione|r,203,69227,0,7
|cFFFFD200Mercante: |rSally Friggifuria|n|cFFFFD200Zona: |rValle dei Quattro Venti|n|cFFFFD200Costo: |r1.000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,204,88802,0,2
|cFFFFD200Origine: |rVaso Disgustoso|n|cFFFFD200Mercante: |rTanak|n|cFFFFD200Zona: |rBacino di Sholazar,205,44719,0,2
|cFFFFD200Missione: |rAssicurarsi un futuro|n|cFFFFD200Zona: |rIsola del Tuono,206,95589,4,1
|cFFFFD200Missione: |rSangue vitale|n|cFFFFD200Zona: |rIsola del Tuono,207,95590,4,1
|cFFFFD200Mercante: |rRillie Girateste|n|cFFFFD200Zona: |rCorona di Ghiaccio,208,45019,0,2
|cFFFFD200Professione: |rIngegneria (425),209,40895,0,3
|cFFFFD200Casa d'Aste del Mercato Nero|r,210,33219,0,2
|cFFFFD200Missione: |rPromesse d'oro|n|cFFFFD200Zona: |rDistese del Terrore,211,88417,0,1
|cFFFFD200Professione: |rArcheologia,212,69777,0,3
|cFFFFD200Missione: |rIdoli di scimmia|n|cFFFFD200Zona: |rMassiccio del Kun-Lai,213,88385,0,1
|cFFFFD200Casa d'Aste del Mercato Nero|r,214,32542,0,2
|cFFFFD200Promozione|r,215,54212,0,7
|cFFFFD200Missione: |rRinfrancare lo spirito|n|cFFFFD200Zona: |rSteppe di Tong Long,216,88587,2,1
|cFFFFD200Mercante: |rDerrick Barbachiazza|n|cFFFFD200Zona: |rCorona di Ghiaccio,217,45018,0,2
|cFFFFD200Missione: |rRintanati|n|cFFFFD200Zona: |rMassiccio del Kun-Lai,218,88579,0,1
|cFFFFD200Missione: |rLa disperazione di Zhu|n|cFFFFD200Zona: |rGiungla di Krasarang,219,88580,0,1
|cFFFFD200Bottino: |rDottor Theolen Krastinov|n|cFFFFD200Zona: |rScholomance,220,88566,0,0
|cFFFFD200Missione: |rBarili rotolanti!|n|cFFFFD200Zona: |rMassiccio del Kun-Lai,221,88531,0,1
|cFFFFD200Missione: |rIl resto è storia|n|cFFFFD200Zona: |rRadaluna,222,71259,0,1
|cFFFFD200Bottino: |rBottino mondiale,223,63269,0,0
|cFFFFD200Evento mondiale: |rFiera di Lunacupa|n|cFFFFD200Bottino: |rZannastrale|n|cFFFFD200Zona: |rIsola di Lunacupa,224,101571,0,6
|cFFFFD200Mercante: |rVarlan Altobosco|n|cFFFFD200Zona: |rFronte Magmatico|n|cFFFFD200Costo: |r3.500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,225,70159,0,2
|cFFFFD200Casa d'Aste del Mercato Nero|r,226,46780,0,2
|cFFFFD200Bottino: |rBottino mondiale,227,35275,0,0
|cFFFFD200Mercante: |rFreka Scurerossa|n|cFFFFD200Zona: |rCorona di Ghiaccio,228,45014,0,2
|cFFFFD200Mercante: |rGina Palmo Florido|n|cFFFFD200Zona: |rValle dei Quattro Venti|n|cFFFFD200Fazione: |rColtivatori - Riverito|n|cFFFFD200Costo: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,229,89869,4,2
|cFFFFD200Missione: |rLa pietà degli Gnomi|n|cFFFFD200Zona: |rMontagne Spinaguzza,230,30690,0,1
|cFFFFD200Tesoro: |rBivalve Gigante di Draenor |n|cFFFFD200Zona: |rLanda di Fuocogelo,231,108739,0,0
|cFFFFD200Missione: |rRoditori d'assalto|n|cFFFFD200Zona: |rValle dei Quattro Venti,232,88370,0,1
|cFFFFD200Promozione|r,233,71628,0,7
|cFFFFD200Mercante: |rSamamba|n|cFFFFD200Zona: |rCorona di Ghiaccio,234,45015,0,2
|cFFFFD200Mercante: |rRavika|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,235,97942,0,2
|cFFFFD200Missione: |rCapoincursione Slovan|n|cFFFFD200Zona: |rGiungla di Krasarang,236,88387,0,1
|cFFFFD200Mercante: |rTrellis Soldiurno|n|cFFFFD200Zona: |rCorona di Ghiaccio,237,45017,0,2
|cFFFFD200Missione: |rIncensi portafortuna|n|cFFFFD200Zona: |rMassiccio del Kun-Lai,238,88381,0,1
|cFFFFD200Professione: |rIngegneria,239,17716,0,3
|cFFFFD200Mercante: |rSally Friggifuria|n|cFFFFD200Zona: |rValle dei Quattro Venti|n|cFFFFD200Costo: |r1.000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,240,91904,0,2
|cFFFFD200Mercante: |rCaporale Arthur Flew|n|cFFFFD200Zona: |rCorona di Ghiaccio,241,45011,0,2
|cFFFFD200Missione: |rIl Tesoro Sepolto degli Hozen|n|cFFFFD200Zona: |rGiungla di Krasarang,242,80822,0,1
|cFFFFD200Evento mondiale: |rAmore nell'Aria|n|cFFFFD200Bottino: |rSpeziale Hummel,243,50471,0,6
|cFFFFD200Mercante: |rDoru Corno Tonante|n|cFFFFD200Zona: |rCorona di Ghiaccio,244,45013,0,2
|cFFFFD200Mercante: |rPogg|n|cFFFFD200Zona: |rPenisola di Tol Barad|n|cFFFFD200Fazione: |rAvanguardia di Malogrido - Onorato|n|cFFFFD200Costo: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,245,64997,4,2
|cFFFFD200Mercante: |rQuartiermastro Brazie|n|cFFFFD200Zona: |rPenisola di Tol Barad|n|cFFFFD200Fazione: |rCustodi di Baradin - Onorato|n|cFFFFD200Costo: |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,246,63141,4,2
|cFFFFD200Missione: |rPosseduti dall'odio|n|cFFFFD200Zona: |rSteppe di Tong Long,247,88584,0,1
|cFFFFD200Missione: |rGiallo + Rosso = Arancione|n|cFFFFD200Zona: |rValle dei Quattro Venti,248,88377,0,1
|cFFFFD200Mercante: |rEliza Killian|n|cFFFFD200Zona: |rCorona di Ghiaccio,249,45016,0,2
|cFFFFD200Origine: |rSacca di Attrezzature da Pesca,250,45984,0,0
|cFFFFD200Professione: |rArcheologia,251,69775,0,3
|cFFFFD200Promozione|r,252,69215,0,7
|cFFFFD200Casa d'Aste del Mercato Nero|r,253,35227,0,2
|cFFFFD200Mercante: |rRavika|n|cFFFFD200Costo: |r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,254,97919,0,2
|cFFFFD200Evento mondiale: |rVigilia di Grande Inverno,255,17712,0,6
|cFFFFD200Professione: |rIngegneria,256,18660,0,3
|cFFFFD200Bottino: |rBorseggio del Ladro,257,36862,0,0
|cFFFFD200Mercante: |rRavika|n|cFFFFD200Costo: |r5|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,258,98552,0,2
|cFFFFD200Mercante: |rChester|n|cFFFFD200Zona: |rIsola di Lunacupa,264,116139,0,6
|cFFFFD200Evento mondiale: |rFiera di Lunacupa|n|cFFFFD200Missione: |rPromesse infrante,265,116067,0,6
|cFFFFD200Mercante: |rMercanti della Festa della Birra|n|cFFFFD200Costo: |r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,269,71137,0,6
|cFFFFD200Bottino: |rKlikixx|n|cFFFFD200Zona: |rTalador,270,116125,0,0
|cFFFFD200Bottino: |rYggdrel|n|cFFFFD200Zona: |rValle di Torvaluna,271,113570,0,0
|cFFFFD200Bottino: |rSenzafiato|n|cFFFFD200Zona: |rLanda di Fuocogelo,272,111476,0,0
|cFFFFD200Evento mondiale: |rFiera di Lunacupa|n|cFFFFD200Impresa: |rStirpe di Alysrazor,273,116115,0,6
|cFFFFD200Evento mondiale: |rFiera di Lunacupa|n|cFFFFD200Mercante: |rCarl Buonvento|n|cFFFFD200Zona: |rIsola di Lunacupa|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,275,75042,0,6
È un mistero!,278,118191,2,0
|cFFFFD200Mercante: |rContrabbandiere|n|cFFFFD200Zona: |rGuglie di Arakk|n|cFFFFD200Costo: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,279,113096,0,2
|cFFFFD200Professione: |rIngegneria,280,109183,0,3
|cFFFFD200Negozio Blizzard|r,281,112324,0,7
|cFFFFD200Missione della Guarnigione|r,282,118427,0,0
"|cFFFFD200Missione: |rAddio, piccola creatura|n|cFFFFD200Zona: |rAzshara",283,53057,0,1
|cFFFFD200Missione: |rLa Prova dei Campioni|n|cFFFFD200Zona: |rValle di Torvaluna,285,119144,0,1
|cFFFFD200Bottino:|r Basten|n|cFFFFD200Zona:|r Gorgrond,286,119432,0,0
|cFFFFD200Drop:|r Torcispiriti Torek|n|cFFFFD200Zona:|r Valle di Torvaluna,287,119178,0,0
|cFFFFD200Tesoro: |rStivali Fumanti di Ingannia|n|cFFFFD200Zona: |rTalador,289,108743,0,0
|n,290,110586,2,0
|cFFFFD200Mercante: |rBeska Zannarossa|n|cFFFFD200Zona: |rLancia da Guerra|n|cFFFFD200Fazione: |rOrchi Lupi Bianchi - Onorato|n|cFFFFD200Costo: |r1.000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,293,115468,4,2
|cFFFFD200Missione: |rUn diamante è per sempre|n|cFFFFD200Zona: |rLanda di Fuocogelo,294,115503,0,1
|cFFFFD200Tesoro: |rAlveare di Ardipaludi|n|cFFFFD200Zona:|r Valle di Torvaluna,295,117550,0,0
|cFFFFD200Tesoro: |rUovo di Tessimorte Strano|n|cFFFFD200Zona: |rTalador,296,117569,0,0
|cFFFFD200Donato da: |rSolenzio di Andorhal,297,117573,0,0
|cFFFFD200Bottino: |rFossilegno il Pietrificato|n|cFFFFD200Zona: |rGorgrond,298,118221,0,0
|cFFFFD200Bottino: |rCapitano Barbaferro|n|cFFFFD200Zona: |rNagrand,299,118244,0,0
|cFFFFD200Missione: |rFuria di Fuocogelo|n|cFFFFD200Zona: |rLanda di Fuocogelo,301,119145,0,1
|cFFFFD200Mercante: |rKil'rip|n|cFFFFD200Zona: |rEmporio della Guarnigione|n|cFFFFD200Fazione: |rOrchi Teschio Ridente - Onorato|n|cFFFFD200Costo: |r1250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,302,119160,4,2
,303,72222,2,-1
|cFFFFD200Bottino: |rGibblette il Codardo|n|cFFFFD200Zona: |rLanda di Fuocogelo,304,72228,2,0
|cFFFFD200Mercante:|r Maaria|n|cFFFFD200Zona:|r Emporio|n|cFFFFD200Fazione:|r Protettori Sha'tari - Onorato,305,119182,4,2
|cFFFFD200Impresa: |rGiocattolaio|n|cFFFFD200Categoria: |rGiocattoli,306,119215,0,5
|cFFFFD200Edificio della Guarnigione:|r Santuario del Gladiatore|n,307,119217,0,0
|cFFFFD200Edificio della Guarnigione:|r Santuario del Gladiatore|n|n,308,119218,0,0
|cFFFFD200Tesoro: |rTesoro degli Altomaglio|n|cFFFFD200Zona: |rColosseo,309,119219,0,0
,310,119220,2,-1
,311,119221,2,-1
|cFFFFD200Mercante:|r Maaria|n|cFFFFD200Zona:|r Emporio|n|cFFFFD200Fazione:|r Protettori Sha'tari - Riverito,312,119421,4,2
|cFFFFD200Tesoro: |rScatola dell'Astrologo|n|cFFFFD200Zona: |rValle di Torvaluna,319,109739,0,0
|cFFFFD200Bottino:|r Fronte Infuocato|n|cFFFFD200Zona:|r Talador|n,320,116122,0,0
|cFFFFD200Mercante: |rBenjamin Brode|n|cFFFFD200Costo: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,322,119212,0,2
|cFFFFD200Mercante: |rBenjamin Brode|n|cFFFFD200Costo: |r1.000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,324,119210,0,2
|cFFFFD200Bottino: |rBashiok|n|cFFFFD200Zona: |rGorgrond,325,118222,0,0
|cFFFFD200Bottino: |rGran Condottiero Tome|n|cFFFFD200Zona: |rNagrand,327,120276,0,0
|cFFFFD200Tesoro: |rCorno da Guerra del Signore dell'Arena|n|cFFFFD200Zona: |rLanda di Fuocogelo,328,108735,0,0
|cFFFFD200Bottino: |rEco di Murmur|n|cFFFFD200Zona: |rTalador,329,113670,0,0
|cFFFFD200Bottino: |rIpnorospo|n|cFFFFD200Zona: |rValle di Torvaluna,330,113631,0,0
|cFFFFD200Tesoro: |rCassa del Vendicatore|n|cFFFFD200Zona: |rValle di Torvaluna,331,113375,0,0
|cFFFFD200Tesoro: |rUovo di Goren Caldo|n|cFFFFD200Zona: |rGorgrond,332,118716,0,0
|cFFFFD200Bottino: |rSulfurion|n|cFFFFD200Zona: |rGorgrond,333,114227,0,0
|cFFFFD200Evento mondiale:|r Amore nell'Aria,334,116651,0,6
|cFFFFD200Evento mondiale:|r Festa della Birra|n|cFFFFD200Costo: |r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,335,116758,0,6
|cFFFFD200Evento mondiale: |rVigilia di Grande Inverno,336,116763,0,6
|cFFFFD200Evento mondiale:|r Ringraziamento del Pellegrino,337,116400,0,6
|cFFFFD200Edificio della Guarnigione: |rLocanda,338,118937,0,0
|cFFFFD200Edificio della Guarnigione: |rLocanda,339,118938,0,0
|cFFFFD200Edificio della Guarnigione: |rLocanda,340,119003,0,0
|cFFFFD200Edificio della Guarnigione: |rLocanda,341,119039,0,0
|cFFFFD200Edificio della Guarnigione: |rLocanda,342,119083,0,0
|cFFFFD200Edificio della Guarnigione: |rLocanda,343,72232,2,-1
|cFFFFD200Mercante: |rMercante di Mezza Estate|n|cFFFFD200Costo: |r500|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t,344,116440,0,2
|cFFFFD200Mercante: |rMercante di Mezza Estate|n|cFFFFD200Costo: |r350|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t,345,116435,0,6
|cFFFFD200Evento mondiale:|r Festa della Birra|n|cFFFFD200Costo: |r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,346,116757,0,6
|cFFFFD200Evento mondiale: |rVigilia di Grande Inverno,347,116689,0,6
|cFFFFD200Evento mondiale: |rVigilia di Grande Inverno,348,116690,0,6
|cFFFFD200Evento mondiale: |rVigilia di Grande Inverno,349,116691,0,6
|cFFFFD200Evento mondiale: |rVigilia di Grande Inverno,350,116692,0,6
|cFFFFD200Missione:|r La furia di Socrethar|n,351,119134,0,1
|cFFFFD200Bottino: |rBorseggio del Ladro,352,120857,2,0
|cFFFFD200Edificio della Guarnigione: |rLocanda,357,119092,0,0
|cFFFFD200Impresa: |rCaduta di Theramore|n|cFFFFD200Categoria: |rProve di forza,359,89205,2,5
|cFFFFD200Professione: |rIngegneria,360,108745,0,3
|cFFFFD200Impresa: |rÈ stato un lungo viaggio transdimensionale|n|cFFFFD200Categoria: |rSpedizioni e incursioni,361,122293,0,5
|cFFFFD200Bottino: |rMaggiordomo Elmocervo|n|cFFFFD200Zona: |rTerre del Fuoco|n|cFFFFD200Classe: |rDruido,365,122304,0,0
,366,122283,6,-1
