ID,FullName_lang,ShortName_lang,GroupFinderCategoryID,OrderIndex,GroupFinderActivityGrpID,Flags,MinGearLevelSuggestion,PlayerConditionID,MapID,DifficultyID,AreaID,MaxPlayers,DisplayType,Field_11_0_7_57361_013,Field_11_0_7_57361_014,Field_11_0_7_57361_015,Field_11_0_7_57361_016,OverrideContentTuningID,MapChallengeModeID
36,Bastioni di Roccianera Superiori (Eroica),Eroica,2,2,13,99,0,0,1358,2,0,5,1,0,0,0,0,0,0
37,Altomaglio (Normale),Normale,3,0,14,35,0,27290,1228,14,0,30,0,0,0,0,0,0,0
38,Altomaglio (Eroica),Eroica,3,0,14,35,0,27291,1228,15,0,30,0,0,0,0,0,0,0
39,Fonderia dei Roccianera (Normale),Normale,3,0,15,35,0,27806,1205,14,0,30,0,0,0,0,0,0,0
40,Fonderia dei Roccianera (Eroica),Eroica,3,0,15,35,0,27807,1205,15,0,30,0,0,0,0,0,0,0
41,Assedio di Orgrimmar (Eroica),Eroica,3,0,1,35,0,0,1136,15,0,30,0,0,0,0,0,0,0
42,Assedio di Orgrimmar (Mitica),Mitica,3,0,1,35,0,0,1136,16,0,20,0,0,0,0,0,0,0
43,Naxxramas (10 Giocatori),10 Giocatori,3,0,16,35,0,0,533,3,0,10,0,0,0,0,0,0,0
44,Naxxramas (25 Giocatori),25 Giocatori,3,0,16,35,0,0,533,4,0,25,0,0,0,0,0,0,0
45,Karazhan,Karazhan,3,0,0,35,0,0,532,3,0,10,0,0,0,0,0,0,0
46,Rocca della Corona di Ghiaccio (10 Normale),10 Normale,3,0,17,547,0,0,631,3,0,10,0,0,0,0,0,0,0
47,Rocca della Corona di Ghiaccio (10 Eroica),10 Eroica,3,0,17,547,0,0,631,5,0,10,0,0,0,0,0,0,0
48,Rocca della Corona di Ghiaccio (25 Normale),25 Normale,3,0,17,547,0,0,631,4,0,25,0,0,0,0,0,0,0
49,Rocca della Corona di Ghiaccio (25 Eroica),25 Eroica,3,0,17,547,0,0,631,6,0,25,0,0,0,0,0,0,0
50,Caverna dei Lamenti (Normale),Caverna dei Lamenti,2,0,0,98,0,0,43,1,0,5,1,0,0,0,0,0,0
51,Scholomance (Normale),Normale,2,0,18,98,0,0,1007,1,0,5,1,0,0,0,0,0,0
52,Baratro di Fiamma Furente (Normale),Baratro di Fiamma Furente,2,0,0,98,0,0,389,1,0,5,1,0,0,0,0,0,0
53,Forte di Zannascura (Normale),Normale,2,0,19,98,0,0,33,1,0,5,1,0,0,0,0,0,0
54,Abissi di Fondocupo (Normale),Abissi di Fondocupo,2,0,0,98,0,0,48,1,0,5,1,0,0,0,0,0,0
55,Segrete di Roccavento (Normale),Segrete di Roccavento,2,0,0,98,0,0,34,1,0,5,1,0,0,0,0,0,0
56,Gnomeregan (Normale),Gnomeregan,2,0,0,98,0,0,90,1,0,5,1,0,0,0,0,0,0
57,Gallerie di Lamaspina (Normale),Gallerie di Lamaspina,2,0,0,98,0,0,47,1,0,5,1,0,0,0,0,0,0
58,Sotterranei di Lamaspina (Normale),Sotterranei di Lamaspina,2,0,0,98,0,0,129,1,0,5,1,0,0,0,0,0,0
59,Uldaman (Normale),Uldaman,2,0,0,98,0,0,70,1,0,5,1,0,0,0,0,0,0
60,Zul'farrak (Normale),Zul'farrak,2,0,0,98,0,0,209,1,0,5,1,0,0,0,0,0,0
61,Maraudon (Normale),Maraudon,2,0,0,98,0,0,349,1,0,5,1,0,0,0,0,0,0
62,Tempio Sommerso (Normale),Tempio Sommerso,2,0,0,98,0,0,109,1,0,5,1,0,0,0,0,0,0
63,Sotterranei di Roccianera (Normale),Sotterranei di Roccianera,2,0,0,98,0,0,230,1,0,5,1,0,0,0,0,0,0
64,Bastioni di Roccianera Inferiori (Normale),Bastioni di Roccianera Inferiori,2,0,0,98,0,0,229,1,0,5,1,0,0,0,0,0,0
65,Maglio Infausto (Normale),Maglio Infausto,2,0,0,98,0,0,429,1,0,5,1,0,0,0,0,0,0
66,Stratholme (Normale),Stratholme,2,0,0,98,0,0,329,1,0,5,1,0,0,0,0,0,0
67,Bastioni del Fuoco Infernale (Normale),Normale,2,0,20,98,0,0,543,1,0,5,1,0,0,0,0,0,0
68,Forgia del Sangue (Normale),Normale,2,0,21,98,0,0,542,1,0,5,1,0,0,0,0,0,0
69,Sale della Devastazione (Normale),Normale,2,0,22,98,0,0,540,1,0,5,1,0,0,0,0,0,0
70,Fosse degli Schiavi (Normale),Normale,2,0,23,98,0,0,547,1,0,5,1,0,0,0,0,0,0
71,Torbiera Sotterranea (Normale),Normale,2,0,24,98,0,0,546,1,0,5,1,0,0,0,0,0,0
72,Antro dei Vapori (Normale),Normale,2,0,25,98,0,0,545,1,0,5,1,0,0,0,0,0,0
73,Tombe del Mana (Normale),Normale,2,0,26,98,0,0,557,1,0,5,1,0,0,0,0,0,0
74,Cripte degli Auchenai (Normale),Normale,2,0,27,98,0,0,558,1,0,5,1,0,0,0,0,0,0
75,Sale dei Sethekk (Normale),Normale,2,0,28,98,0,0,556,1,0,5,1,0,0,0,0,0,0
76,Labirinto delle Ombre (Normale),Normale,2,0,29,98,0,0,555,1,0,5,1,0,0,0,0,0,0
77,Sale Scarlatte (Normale),Normale,2,0,30,98,0,0,1001,1,0,5,1,0,0,0,0,0,0
78,Monastero Scarlatto (Normale),Normale,2,0,31,98,0,0,1004,1,0,5,1,0,0,0,0,0,0
79,Fuga da Durnholde (Normale),Normale,2,0,32,98,0,0,560,1,0,5,1,0,0,0,0,0,0
80,Palude Nera (Normale),Normale,2,0,33,98,0,0,269,1,0,5,1,0,0,0,0,0,0
81,Mecanar (Normale),Normale,2,0,34,98,0,0,554,1,0,5,1,0,0,0,0,0,0
82,Botanica (Normale),Normale,2,0,35,98,0,0,553,1,0,5,1,0,0,0,0,0,0
83,Arcatraz (Normale),Normale,2,0,36,98,0,0,552,1,0,5,1,0,0,0,0,0,0
84,Cripte degli Auchenai (Eroica),Eroica,2,0,27,98,0,0,558,2,0,5,1,0,0,0,0,0,0
85,Tombe del Mana (Eroica),Eroica,2,0,26,98,0,0,557,2,0,5,1,0,0,0,0,0,0
86,Sale dei Sethekk (Eroica),Eroica,2,0,28,98,0,0,556,2,0,5,1,0,0,0,0,0,0
87,Labirinto delle Ombre (Eroica),Eroica,2,0,29,98,0,0,555,2,0,5,1,0,0,0,0,0,0
88,Palude Nera (Eroica),Eroica,2,0,33,98,0,0,269,2,0,5,1,0,0,0,0,0,0
89,Fuga da Durnholde (Eroica),Eroica,2,0,32,98,0,0,560,2,0,5,1,0,0,0,0,0,0
90,Fosse degli Schiavi (Eroica),Eroica,2,0,23,98,0,0,547,2,0,5,1,0,0,0,0,0,0
91,Antro dei Vapori (Eroica),Eroica,2,0,25,98,0,0,545,2,0,5,1,0,0,0,0,0,0
92,Torbiera Sotterranea (Eroica),Eroica,2,0,24,98,0,0,546,2,0,5,1,0,0,0,0,0,0
93,Forgia del Sangue (Eroica),Eroica,2,0,21,98,0,0,542,2,0,5,1,0,0,0,0,0,0
94,Bastioni del Fuoco Infernale (Eroica),Eroica,2,0,20,98,0,0,543,2,0,5,1,0,0,0,0,0,0
95,Sale della Devastazione (Eroica),Eroica,2,0,22,98,0,0,540,2,0,5,1,0,0,0,0,0,0
96,Arcatraz (Eroica),Eroica,2,0,36,98,0,0,552,2,0,5,1,0,0,0,0,0,0
97,Botanica (Eroica),Eroica,2,0,35,98,0,0,553,2,0,5,1,0,0,0,0,0,0
98,Mecanar (Eroica),Eroica,2,0,34,98,0,0,554,2,0,5,1,0,0,0,0,0,0
99,Terrazza dei Magisteri (Normale),Normale,2,0,37,98,0,0,585,1,0,5,1,0,0,0,0,0,0
100,Terrazza dei Magisteri (Eroica),Eroica,2,0,37,98,0,0,585,2,0,5,1,0,0,0,0,0,0
101,Forte Utgarde (Normale),Normale,2,0,38,98,0,0,574,1,0,5,1,0,0,0,0,0,0
102,Pinnacolo di Utgarde (Normale),Normale,2,0,39,98,0,0,575,1,0,5,1,0,0,0,0,0,0
103,Azjol-Nerub (Normale),Normale,2,0,40,98,0,0,601,1,0,5,1,0,0,0,0,0,0
104,Oculus (Normale),Normale,2,0,41,98,0,0,578,1,0,5,1,0,0,0,0,0,0
105,Sale del Fulmine (Normale),Normale,2,0,42,98,0,0,602,1,0,5,1,0,0,0,0,0,0
106,Sale della Pietra (Normale),Normale,2,0,43,98,0,0,599,1,0,5,1,0,0,0,0,0,0
107,Epurazione di Stratholme (Normale),Normale,2,0,44,98,0,0,595,1,0,5,1,0,0,0,0,0,0
108,Forte di Drak'Tharon (Normale),Normale,2,0,45,98,0,0,600,1,0,5,1,0,0,0,0,0,0
109,Gundrak (Normale),Normale,2,0,46,98,0,0,604,1,0,5,1,0,0,0,0,0,0
110,"Ahn'kahet, il Regno Antico (Normale)",Normale,2,0,47,98,0,0,619,1,0,5,1,0,0,0,0,0,0
111,Fortezza Violacea (Normale),Normale,2,0,48,98,0,0,608,1,0,5,1,0,0,0,0,0,0
112,Nexus (Normale),Normale,2,0,49,98,0,0,576,1,0,5,1,0,0,0,0,0,0
113,Ordalia dei Campioni (Normale),Normale,2,0,50,610,0,0,650,1,0,5,1,0,0,0,0,0,0
114,Forgia delle Anime (Normale),Normale,2,0,51,98,0,0,632,1,0,5,1,0,0,0,0,0,0
115,Fossa di Saron (Normale),Normale,2,0,52,98,0,0,658,1,0,5,1,0,0,0,0,0,0
116,Sale dei Riflessi (Normale),Normale,2,0,53,98,0,0,668,1,0,5,1,0,0,0,0,0,0
117,Pinnacolo di Utgarde (Eroica),Eroica,2,0,39,98,0,0,575,2,0,5,1,0,0,0,0,0,0
118,Epurazione di Stratholme (Eroica),Eroica,2,0,44,98,0,0,595,2,0,5,1,0,0,0,0,0,0
119,Oculus (Eroica),Eroica,2,0,41,98,0,0,578,2,0,5,1,0,0,0,0,0,0
120,Sale del Fulmine (Eroica),Eroica,2,0,42,98,0,0,602,2,0,5,1,0,0,0,0,0,0
121,Sale della Pietra (Eroica),Eroica,2,0,43,98,0,0,599,2,0,5,1,0,0,0,0,0,0
122,Forte di Drak'Tharon (Eroica),Eroica,2,0,45,98,0,0,600,2,0,5,1,0,0,0,0,0,0
123,Gundrak (Eroica),Eroica,2,0,46,98,0,0,604,2,0,5,1,0,0,0,0,0,0
124,"Ahn'kahet, il Regno Antico (Eroica)",Eroica,2,0,47,98,0,0,619,2,0,5,1,0,0,0,0,0,0
125,Fortezza Violacea (Eroica),Eroica,2,0,48,98,0,0,608,2,0,5,1,0,0,0,0,0,0
126,Nexus (Eroica),Eroica,2,0,49,98,0,0,576,2,0,5,1,0,0,0,0,0,0
127,Azjol-Nerub (Eroica),Eroica,2,0,40,98,0,0,601,2,0,5,1,0,0,0,0,0,0
128,Forte Utgarde (Eroica),Eroica,2,0,38,98,0,0,574,2,0,5,1,0,0,0,0,0,0
129,Ordalia dei Campioni (Eroica),Eroica,2,0,50,610,0,0,650,2,0,5,1,0,0,0,0,0,0
130,Forgia delle Anime (Eroica),Eroica,2,0,51,98,0,0,632,2,0,5,1,0,0,0,0,0,0
131,Fossa di Saron (Eroica),Eroica,2,0,52,98,0,0,658,2,0,5,1,0,0,0,0,0,0
132,Sale dei Riflessi (Eroica),Eroica,2,0,53,98,0,0,668,2,0,5,1,0,0,0,0,0,0
133,Trono delle Maree (Normale),Normale,2,0,54,98,0,0,643,1,0,5,1,0,0,0,0,0,0
134,Caverne di Roccianera (Normale),Normale,2,0,55,98,0,0,645,1,0,5,1,0,0,0,0,0,0
135,Grim Batol (Normale),Normale,2,1,56,99,0,0,670,1,0,5,1,0,0,0,0,0,0
136,Sale della Creazione (Normale),Normale,2,0,57,98,0,0,644,1,0,5,1,0,0,0,0,0,0
137,Nucleo di Pietra (Normale),Normale,2,0,58,98,0,0,725,1,0,5,1,0,0,0,0,0,0
138,Pinnacolo del Vortice (Normale),Normale,2,8,59,98,0,0,657,1,0,5,1,0,0,0,0,0,0
139,Città Perduta dei Tol'vir (Normale),Normale,2,0,60,98,0,0,755,1,0,5,1,0,0,0,0,0,0
140,Pinnacolo del Vortice (Eroica),Eroica,2,8,59,98,0,0,657,2,0,5,1,0,0,0,0,0,0
141,Nucleo di Pietra (Eroica),Eroica,2,0,58,98,0,0,725,2,0,5,1,0,0,0,0,0,0
142,Sale della Creazione (Eroica),Eroica,2,0,57,98,0,0,644,2,0,5,1,0,0,0,0,0,0
143,Grim Batol (Eroica),Eroica,2,2,56,99,567,127178,670,2,0,5,1,0,0,0,0,0,0
144,Caverne di Roccianera (Eroica),Eroica,2,0,55,98,0,0,645,2,0,5,1,0,0,0,0,0,0
146,Trono delle Maree (Eroica),Eroica,2,0,54,98,0,0,643,2,0,5,1,0,0,0,0,0,0
147,Città Perduta dei Tol'vir (Eroica),Eroica,2,0,60,98,0,0,755,2,0,5,1,0,0,0,0,0,0
148,Miniere della Morte (Eroica),Eroica,2,0,5,98,0,0,36,2,0,5,1,0,0,0,0,0,0
149,Forte di Zannascura (Eroica),Eroica,2,0,19,98,0,0,33,2,0,5,1,0,0,0,0,0,0
150,Zul'gurub (Eroica),Zul'gurub,2,0,0,98,0,0,859,2,0,5,1,0,0,0,0,0,0
151,Zul'aman (Eroica),Zul'aman,2,0,0,98,0,0,568,2,0,5,1,0,0,0,0,0,0
152,Fine dei Tempi (Eroica),Fine dei Tempi,2,0,0,98,0,0,938,2,0,5,1,0,0,0,0,0,0
153,Pozzo dell'Eternità (Eroica),Pozzo dell'Eternità,2,0,0,98,0,0,939,2,0,5,1,0,0,0,0,0,0
154,Ora del Crepuscolo (Eroica),Ora del Crepuscolo,2,0,0,98,0,0,940,2,0,5,1,0,0,0,0,0,0
155,Tempio della Serpe di Giada (Normale),Normale,2,0,61,98,0,0,960,1,0,5,1,0,0,0,0,0,0
156,Birrificio Triplo Malto (Normale),Normale,2,0,62,98,0,0,961,1,0,5,1,0,0,0,0,0,0
157,Monastero degli Shandaren (Normale),Normale,2,0,63,98,0,0,959,1,0,5,1,0,0,0,0,0,0
158,Palazzo Mogu'shan (Normale),Normale,2,0,64,98,0,0,994,1,0,5,1,0,0,0,0,0,0
159,Assedio al Tempio di Niuzao (Normale),Normale,2,0,65,98,0,0,1011,1,0,5,1,0,0,0,0,0,0
160,Porta del Sole Calante (Normale),Normale,2,0,66,98,0,0,962,1,0,5,1,0,0,0,0,0,0
163,Tempio della Serpe di Giada (Eroica),Eroica,2,0,61,98,0,0,960,2,0,5,1,0,0,0,0,0,0
164,Birrificio Triplo Malto (Eroica),Eroica,2,0,62,98,0,0,961,2,0,5,1,0,0,0,0,0,0
165,Monastero degli Shandaren (Eroica),Eroica,2,0,63,98,0,0,959,2,0,5,1,0,0,0,0,0,0
166,Palazzo Mogu'shan (Eroica),Eroica,2,0,64,98,0,0,994,2,0,5,1,0,0,0,0,0,0
167,Porta del Sole Calante (Eroica),Eroica,2,0,66,98,0,0,962,2,0,5,1,0,0,0,0,0,0
168,Scholomance (Eroica),Eroica,2,0,18,98,0,0,1007,1,0,5,1,0,0,0,0,0,0
169,Monastero Scarlatto (Eroica),Eroica,2,0,31,98,0,0,1004,2,0,5,1,0,0,0,0,0,0
170,Sale Scarlatte (Eroica),Eroica,2,0,30,98,0,0,1001,2,0,5,1,0,0,0,0,0,0
171,Assedio al Tempio di Niuzao (Eroica),Eroica,2,0,65,98,0,0,1011,2,0,5,1,0,0,0,0,0,0
172,Landa di Fuocogelo,Landa di Fuocogelo,1,0,68,258,0,0,0,0,6720,0,4,0,0,0,0,0,0
173,Valle di Torvaluna (Draenor),Valle di Torvaluna,1,0,68,258,0,0,0,0,6719,0,4,0,0,0,0,0,0
174,Gorgrond,Gorgrond,1,0,68,258,0,0,0,0,6721,0,4,0,0,0,0,0,0
175,Talador,Talador,1,0,68,258,0,0,0,0,6662,0,4,0,0,0,0,0,0
176,Guglie di Arakk,Guglie di Arakk,1,0,68,258,0,0,0,0,6722,0,4,0,0,0,0,0,0
177,Nagrand (Draenor),Nagrand,1,0,68,258,0,0,0,0,6755,0,4,0,0,0,0,0,0
179,Miniere dei Magliorosso (Sfida),Sfida,2,4,6,99,0,5793,1175,8,0,5,1,0,0,0,0,0,0
180,Darsena di Ferro (Mitica+),Mitica+,2,4,7,195,0,97423,1195,8,0,5,1,0,0,0,0,0,169
181,Auchindoun (Sfida),Sfida,2,4,8,99,0,5793,1182,8,0,5,1,0,0,0,0,0,0
182,Vetta dei Cieli (Sfida),Sfida,2,4,9,99,0,5793,1209,8,0,5,1,0,0,0,0,0,0
183,Treno Frecciacupa (Mitica+),Mitica+,2,4,10,227,0,97423,1208,8,0,5,1,0,0,0,0,0,166
184,Verdeterno (Mitica+),Mitica+,2,4,11,194,385,98030,1279,8,0,5,1,0,0,0,0,0,0
186,Bastioni di Roccianera Superiori (Sfida),Sfida,2,4,13,99,0,5793,1358,8,0,5,1,0,0,0,0,0,0
187,Nuova Rabberciopoli,Nuova Rabberciopoli,1,0,2,258,0,0,0,0,6457,0,4,0,0,0,0,0,0
188,Valle Crestafredda,Valle Crestafredda,1,0,2,258,0,0,0,0,6176,0,4,0,0,0,0,0,0
189,Contea del Nord,Contea del Nord,1,0,2,258,0,0,0,0,6170,0,4,0,0,0,0,0,0
190,Città di Gilneas,Città di Gilneas,1,0,2,258,0,0,0,0,5435,0,4,0,0,0,0,0,0
191,Isola di Solealto,Isola di Solealto,1,0,2,258,0,0,0,0,6455,0,4,0,0,0,0,0,0
192,Albamorta,Albamorta,1,0,2,258,0,0,0,0,6454,0,4,0,0,0,0,0,0
193,Dun Morogh,Dun Morogh,1,0,2,258,0,0,0,0,1,0,4,0,0,0,0,0,0
194,Radure di Tirisfal,Radure di Tirisfal,1,0,2,258,0,0,0,0,85,0,4,0,0,0,0,0,0
195,Boschi di Cantoeterno,Boschi di Cantoeterno,1,0,2,258,0,0,0,0,3430,0,4,0,0,0,0,0,0
196,Foresta di Elwynn,Foresta di Elwynn,1,0,2,258,0,0,0,0,12,0,4,0,0,0,0,0,0
197,Gilneas,Gilneas,1,0,2,258,0,0,0,0,4714,0,4,0,0,0,0,0,0
198,Loch Modan,Loch Modan,1,0,2,258,0,0,0,0,38,0,4,0,0,0,0,0,0
199,Terre Spettrali,Terre Spettrali,1,0,2,258,0,0,0,0,3433,0,4,0,0,0,0,0,0
200,Selva Pinargento,Selva Pinargento,1,0,2,258,0,0,0,0,130,0,4,0,0,0,0,0,0
201,Rovine di Gilneas,Rovine di Gilneas,1,0,2,258,0,0,0,0,4706,0,4,0,0,0,0,0,0
202,Montagne Crestarossa,Montagne Crestarossa,1,0,2,258,0,0,0,0,44,0,4,0,0,0,0,0,0
203,Paludi Grigie,Paludi Grigie,1,0,2,258,0,0,0,0,11,0,4,0,0,0,0,0,0
204,Boscovespro,Boscovespro,1,0,2,258,0,0,0,0,10,0,4,0,0,0,0,0,0
205,Alture di Colletorto,Alture di Colletorto,1,0,2,258,0,0,0,0,267,0,4,0,0,0,0,0,0
206,Altopiani d'Arathi,Altopiani d'Arathi,1,0,2,258,0,0,0,0,45,0,4,0,0,0,0,0,0
207,Rovotorto Settentrionale,Rovotorto Settentrionale,1,0,2,258,0,0,0,0,33,0,4,0,0,0,0,0,0
208,Capo di Rovotorto,Capo di Rovotorto,1,0,2,258,0,0,0,0,5287,0,4,0,0,0,0,0,0
209,Entroterre,Entroterre,1,0,2,258,0,0,0,0,47,0,4,0,0,0,0,0,0
210,Valle di Rovotorto,Valle di Rovotorto,1,0,2,258,0,0,0,0,5339,0,4,0,0,0,0,0,0
211,Terre Infette Occidentali,Terre Infette Occidentali,1,0,2,258,0,0,0,0,28,0,4,0,0,0,0,0,0
212,Steppe Ardenti,Steppe Ardenti,1,0,2,258,0,0,0,0,46,0,4,0,0,0,0,0,0
213,Gorgia Rovente,Gorgia Rovente,1,0,2,258,0,0,0,0,51,0,4,0,0,0,0,0,0
214,Maleterre,Maleterre,1,0,2,258,0,0,0,0,3,0,4,0,0,0,0,0,0
215,Terre Infette Orientali,Terre Infette Orientali,1,0,2,258,0,0,0,0,139,0,4,0,0,0,0,0,0
217,Alture del Crepuscolo,Alture del Crepuscolo,1,0,2,258,0,0,0,0,4922,0,4,0,0,0,0,0,0
219,Vashj'ir,Vashj'ir,1,0,2,258,0,0,0,0,5146,0,4,0,0,0,0,0,0
221,Isola di Quel'Danas,Isola di Quel'Danas,1,0,2,258,0,0,0,0,4080,0,4,0,0,0,0,0,0
222,Terre Devastate,Terre Devastate,1,0,2,258,0,0,0,0,4,0,4,0,0,0,0,0,0
223,Terre Infette: l'Enclave Scarlatta,Enclave Scarlatta,1,0,2,258,0,0,0,0,4298,0,4,0,0,0,0,0,0
224,Palude del Dolore,Palude del Dolore,1,0,2,258,0,0,0,0,8,0,4,0,0,0,0,0,0
225,Valico Ventomorto,Valico Ventomorto,1,0,2,258,0,0,0,0,41,0,4,0,0,0,0,0,0
226,Massiccio Roccianera,Massiccio Roccianera,1,0,2,258,0,0,0,0,1445,0,4,0,0,0,0,0,0
227,Vallombra,Vallombra,1,0,3,258,0,0,0,0,6450,0,4,0,0,0,0,0,0
228,Valle di Ammen,Valle di Ammen,1,0,3,258,0,0,0,0,6456,0,4,0,0,0,0,0,0
229,Valle delle Sfide,Valle delle Sfide,1,0,3,258,0,0,0,0,6451,0,4,0,0,0,0,0,0
230,Isole dell'Eco,Isole dell'Eco,1,0,3,258,0,0,0,0,6453,0,4,0,0,0,0,0,0
231,Campo Narache,Campo Narache,1,0,3,258,0,0,0,0,6452,0,4,0,0,0,0,0,0
232,Isola Brumazzurra,Isola Brumazzurra,1,0,3,258,0,0,0,0,3524,0,4,0,0,0,0,0,0
234,Mulgore,Mulgore,1,0,3,258,0,0,0,0,215,0,4,0,0,0,0,0,0
235,Durotar,Durotar,1,0,3,258,0,0,0,0,14,0,4,0,0,0,0,0,0
236,Rivafosca,Rivafosca,1,0,3,258,0,0,0,0,148,0,4,0,0,0,0,0,0
237,Isola Brumacremisi,Isola Brumacremisi,1,0,3,258,0,0,0,0,3525,0,4,0,0,0,0,0,0
238,Savane Settentrionali,Savane Settentrionali,1,0,3,258,0,0,0,0,17,0,4,0,0,0,0,0,0
239,Tanaris,Tanaris,1,0,3,258,0,0,0,0,440,0,4,0,0,0,0,0,0
240,Millepicchi,Millepicchi,1,0,3,258,0,0,0,0,400,0,4,0,0,0,0,0,0
241,Feralas,Feralas,1,0,3,258,0,0,0,0,357,0,4,0,0,0,0,0,0
242,Acquemorte,Acquemorte,1,0,3,258,0,0,0,0,6463,0,4,0,0,0,0,0,0
243,Desolanda,Desolanda,1,0,3,258,0,0,0,0,405,0,4,0,0,0,0,0,0
244,Savane Meridionali,Savane Meridionali,1,0,3,258,0,0,0,0,4709,0,4,0,0,0,0,0,0
245,Vette di Petrartiglio,Vette di Petrartiglio,1,0,3,258,0,0,0,0,406,0,4,0,0,0,0,0,0
246,Valtetra,Valtetra,1,0,3,258,0,0,0,0,331,0,4,0,0,0,0,0,0
247,Radaluna,Radaluna,1,0,3,258,0,0,0,0,493,0,4,0,0,0,0,0,0
248,Azshara,Azshara,1,0,3,258,0,0,0,0,16,0,4,0,0,0,0,0,0
249,Fronte Magmatico,Fronte Magmatico,1,0,3,258,0,0,0,0,5733,0,4,0,0,0,0,0,0
250,Uldum,Uldum,1,0,3,258,0,0,0,0,5034,0,4,0,0,0,0,0,0
251,Monte Hyjal,Monte Hyjal,1,0,3,258,0,0,0,0,616,0,4,0,0,0,0,0,0
252,Silitus,Silitus,1,0,3,258,0,0,0,0,1377,0,4,0,0,0,0,0,0
253,Fontefredda,Fontefredda,1,0,3,258,0,0,0,0,618,0,4,0,0,0,0,0,0
254,Cratere di Un'Goro,Cratere di Un'Goro,1,0,3,258,0,0,0,0,490,0,4,0,0,0,0,0,0
255,Vilbosco,Vilbosco,1,0,3,258,0,0,0,0,361,0,4,0,0,0,0,0,0
256,Penisola del Fuoco Infernale,Penisola del Fuoco Infernale,1,0,69,258,0,0,0,0,3483,0,4,0,0,0,0,0,0
257,Paludi di Zangar,Paludi di Zangar,1,0,69,258,0,0,0,0,3521,0,4,0,0,0,0,0,0
258,Foresta di Terokk,Foresta di Terokk,1,0,69,258,0,0,0,0,3519,0,4,0,0,0,0,0,0
259,Nagrand,Nagrand,1,0,69,258,0,0,0,0,3518,0,4,0,0,0,0,0,0
