TaskName_lang,Description_lang,ID,CriteriaTreeID,QuestID,ProgressContributionAmount,RepetitionContributionDampeningCurve,Supersedes,Field_12_0_0_63534_008
[DNT] Collect 20 Glowcaps in the Neighborhood,[DNT] Collect 20 Glowcaps in the Neighborhood,19,210412,91024,10,87592,0,1
[DNT] Spread Glow Cap Spores in Fertile Soil,[DNT] Spread Glow Cap Spores in Fertile Soil in the Neighborhood,20,210420,91024,10,87592,0,0
[DNT] Catch 30 Fish in the Neighborhood,[DNT] Catch 30 Fish in the Neighborhood,21,210416,91024,10,87592,0,1
[DNT] Collect 20 Clams on the Neighborhood Beach,[DNT] Collect 20 Clams on the Neighborhood Beach,22,210418,91024,10,87592,0,1
[DNT] Collect Odd Glob's of Wax,[DNT] Collect 20 Odd Glob's of Wax,23,210635,91023,50,87592,0,1
[DNT] Complete Level 5 of Awakening the Machine,[DNT] Complete Level 5 of Awakening the Machine,24,210663,91023,50,0,0,0
[DNT] Complete Level 10 of Awakening the Machine,[DNT] Complete Level 10 of Awakening the Machine,25,210664,91023,50,0,24,0
[DNT] Complete Level 15 of Awakening the Machine,[DNT] Complete Level 15 of Awakening the Machine,26,210665,91023,50,0,25,0
[DNT] Complete Level 20 of Awakening the Machine,[DNT] Complete Level 20 of Awakening the Machine,27,210666,91023,50,0,26,0
[DNT] Defeat Waxtail Kobolds,[DNT] Defeat 20 Waxtail Kobolds,28,210667,91023,50,87592,0,1
[DNT] Defeat Sparklit Kobolds,[DNT] Defeat 20 Sparklit Kobolds,29,210899,91023,50,87592,0,1
[DNT] Defeat Glumtooth Kobolds,[DNT] Defeat 20 Glumtooth Kobolds,30,210905,91023,50,87592,0,1
[DNT] Defeat Flickerflame Kobolds,[DNT] Defeat 20 Flickerflame Kobolds,31,210916,91023,50,87592,0,1
[DNT] Defeat Brightrock Kobolds,[DNT] Defeat 20 Brightrock Kobolds,32,210927,91023,50,87592,0,1
[DNT] Defeat Kobolds in The Ringing Deeps,[DNT] Defeat 100 Kobolds in The Ringing Deeps,33,210933,91023,50,87592,0,1
[DNT] Defeat Undercrawlers in The Ringing Deeps,[DNT] Defeat 20 Undercrawlers in The Ringing Deeps,34,210978,91023,50,87592,0,1
[DNT] Defeat Deepflayers,[DNT] Defeat 20 Deepflayers in The Ringing Deeps,35,210980,91023,50,87592,0,1
[DNT] Defeat Enveloping Bloodeaters,[DNT] Defeat 20 Enveloping Bloodeaters,36,210988,91023,50,87592,0,1
[DNT] Complete 5 Dungeons in The Ringing Deeps,[DNT] Complete 5 Dungeons in The Ringing Deeps,37,210990,91022,25,87592,0,1
[DNT] Harvest 20 Ore in The Ringing Deeps,[DNT] Harvest 20 Ore in The Ringing Deeps,38,211019,91024,10,87592,0,1
[DNT] Harvest 20 Herbs in The Ringing Deeps,[DNT] Harvest 20 Herbs in The Ringing Deeps,39,211029,91024,10,87592,0,1
[DNT] Harvest 20 Skins or Hides in The Ringing Deeps,[DNT] Harvest 20 Skins or Hides in The Ringing Deeps,40,211045,91024,10,87592,0,1
Uccidi Hozen,Uccidi Hozen nel Massiccio del Kun-Lai.,41,216310,91022,25,87592,0,0
Completa missioni,Completa missioni nel Massiccio del Kun-Lai.,42,216312,91023,50,87592,0,0
Casa: Recupera dei portabene,Recupera dei portabene nel Massiccio del Kun-Lai o nel Vicinato.,43,216314,91022,25,87592,0,0
[DNT] Catch 20 Fish in The Ringing Deeps,[DNT] Catch 20 Fish in The Ringing Deeps,47,211126,91024,10,87592,0,1
[DNT] Collect 20 Lumber in The Ringing Deeps,[DNT] Collect 20 Lumber in The Ringing Deeps,48,211139,91024,10,87592,0,1
[DNT] Complete 5 Delves in The Ringing Deeps,[DNT] Complete 5 Delves in The Ringing Deeps,49,211141,91022,25,87592,0,1
[DNT] Complete 5 World Quests in The Ringing Deeps,[DNT] Complete 5 World Quests in The Ringing Deeps,50,211148,91023,50,87592,0,1
Riaccendi 10 lanterne nel Vicinato,Riaccendi 10 lanterne nel Vicinato,51,211150,91024,10,87592,0,0
[DNT] Collect 10 Globs of Dropped Wax,[DNT] Collect 10 Globs of Dropped Wax in the Neighborhood,52,211152,91024,10,87592,0,0
[DNT] Collect 20 Draenei Archaeology Fragments in Zangarmarsh,[DNT] Collect 20 Draenei Archaeology Fragments in Zangarmarsh,53,211154,91024,10,87592,0,1
[DNT] Defeat 20 Gyreworms in Deepholm,[DNT] Defeat 20 Gyreworms in Deepholm,54,211156,91023,50,87592,0,1
[DNT] Defeat 20 Rockslice and Jaspertip Clawscythes in Deepholm,[DNT] Defeat 20 Rockslice and Jaspertip Clawscythes in Deepholm,55,211161,91023,50,87592,0,1
[DNT] Defeat 20 Twilight Ogres in Deepholm,[DNT] Defeat 20 Twilight Ogres in Deepholm,56,211169,91023,50,87592,0,1
[DNT] Defeat 20 Twilight Cultists in Deepholm,[DNT] Defeat 20 Twilight Cultists in Deepholm,57,211174,91023,50,87592,0,1
[DNT] Defeat 20 Stone or Needlerock Troggs in Deepholm,[DNT] Defeat 20 Stone or Needlerock Troggs in Deepholm,58,211187,91023,50,87592,0,1
[DNT] Defeat 20 Fungal Terrors or Behemoths in Deepholm,[DNT] Defeat 20 Fungal Terrors or Behemoths in Deepholm,59,211202,91023,50,87592,0,1
[DNT] Defeat 20 Stone Drakes in Deepholm,[DNT] Defeat 20 Stone Drakes in Deepholm,60,211205,91023,50,87592,0,1
[DNT] Collect 20 Albino Cavefish in Deepholm,[DNT] Collect 20 Albino Cavefish in Deepholm,61,211209,91023,50,87592,0,1
[DNT] Collect 20 Lumber in Deepholm,[DNT] Collect 20 Lumber in Deepholm,62,211211,91024,10,87592,0,1
Completa spedizioni Mitiche+,,63,212060,91023,50,87592,0,1
Uccidi boss d'incursione,,64,212062,91023,50,87592,0,1
Ottieni Punti Onore,,65,212064,91023,50,87592,0,1
Completa missioni mondiali,,66,214555,91023,50,87592,0,1
Completa la campagna di Midnight,Completa la campagna di Midnight.,67,212076,91022,25,0,0,0
Serata di Saltheril,Partecipa alla Serata di Saltheril e completa la missione Fortificare le Pietre Runiche nei Boschi di Cantoeterno.,68,212082,91022,25,0,0,0
Dilettante della Serata di Saltheril,Partecipa alla Serata di Saltheril nei Boschi di Cantoeterno e completa i favori settimanali per i partecipanti.,69,212089,91022,25,0,0,0
Corte di Lunargenta - Centro dell'Attenzione,Partecipa alla Corte di Lunargenta e completa gli obiettivi pubblici.,70,212091,91022,25,0,0,0
Spedizioni di Midnight,Completa spedizioni di Midnight.,71,212208,92099,75,87592,0,0
"Raccogli erbe, minerali, pelli o pesci","Raccogli erbe, minerali, pelli o pesci nelle zone di Midnight.",73,212222,91022,25,87592,0,0
Sommozzatore del Profondo,Completa gli eventi del Pescatore dell'Abisso a Zul'aman.,74,212255,92099,75,0,0,0
Abbondantemente efficace,Ottieni Abbondanza dagli eventi nelle zone di Midnight.,75,212257,91023,50,0,0,0
Abbondanza a volontà,Ottieni Abbondanza dagli eventi nelle zone di Midnight.,76,222818,91022,25,0,75,0
Leggende degli Haranir,"Completa un evento delle ""Leggende degli Haranir"" ad Harandar.",77,212261,91023,50,0,0,0
Uccidi delle creature della Fioritura di Luce,"Uccidi delle creature della Fioritura di Luce che minacciano Azeroth, ovunque esse siano.",78,214538,91022,25,0,0,0
Uccidi delle creature della Fioritura di Luce 2,"Uccidi delle creature della Fioritura di Luce che minacciano Azeroth, ovunque esse siano.",79,214541,91023,50,0,78,0
Uccidi delle creature della Fioritura di Luce 3,"Uccidi delle creature della Fioritura di Luce che minacciano Azeroth, ovunque esse siano.",80,214544,92099,75,0,79,0
Missioni mondiali: Boschi di Cantoeterno,Completa missioni mondiali nei Boschi di Cantoeterno.,81,212066,91023,50,87592,0,0
Uccidi nemici rari,Uccidi nemici rari o élite rari nei Boschi di Cantoeterno.,82,214557,91023,50,87592,0,0
Raccogli Nuclei di Buferion,Raccogli Nuclei di Buferion nella Tempesta del Vuoto.,83,214559,91023,50,0,0,0
Ancora della Singolarità,Difendi l'Ancora della Singolarità nella Tempesta del Vuoto.,84,214561,91023,50,87592,0,0
Arcano Latente,Raccogli Arcano Latente nei Boschi di Cantoeterno.,85,214680,91022,25,87592,0,0
Sposa la causa di un Inviato di Fazione,Sposa la causa di un Inviato di Fazione sull'Isola Proibita.,86,214735,91024,10,0,0,0
Missioni giornaliere,Completa le missioni giornaliere sull'Isola Proibita.,87,214884,91023,50,0,0,0
Porte delle Cripte di Zskera,Apri le Porte delle Cripte di Zskera nell'Isola Proibita.,88,214992,91022,25,87592,0,0
Uccidi nemici rari,Uccidi nemici rari nell'Isola Proibita.,89,215007,91023,50,87592,0,0
Completa le Tempeste Primordiali delle Segrete di Pietragelida,Completa le Tempeste Primordiali delle Segrete di Pietragelida nell'Isola Proibita.,90,215020,91023,50,87592,0,0
"Raccogli erbe, minerali, pelli o pesci","Raccogli erbe, minerali, pelli o pesci sull'Isola Proibita.",91,215423,91022,25,87592,0,0
Completa una missione mondiale degli scontri tra mascotte,Completa una missione mondiale degli scontri tra mascotte sull'Isola Proibita.,92,215469,91022,25,87592,0,0
Corse del Volo Dinamico,Completa Corse del Volo Dinamico nell'Isola Proibita.,93,215575,91024,10,87592,0,0
Sottometti l'Asilo della Guerra,"Completa la missione mondiale ""L'Asilo della Guerra"" sull'Isola Proibita.",94,215577,91023,50,87592,0,0
Uccidi un nemico raro delle professioni,Uccidi una creatura rara o una creatura rara d'élite evocata grazie a un oggetto delle professioni sull'Isola Proibita.,95,215666,91739,150,0,0,0
Trova tesori dalle Pergamene Sigillate,Depreda tesori individuati utilizzando le Pergamene Sigillate dall'Isola Proibita.,96,215668,91022,25,87592,0,0
Uccidi creature,Uccidi creature sull'Isola Proibita.,97,215670,91022,25,87592,0,0
Depreda una Scorta Proibita,Depreda una Scorta Proibita sull'Isola Proibita.,98,215672,91022,25,87592,0,0
Raccogli risorse,"Raccogli erbe, minerali, pelli o pesci nel Massiccio del Kun-Lai.",100,216319,91023,50,87592,0,0
Raccogli cataste di Legname,Raccogli legname nel Massiccio del Kun-Lai.,101,216323,91023,50,87592,0,0
Sconfiggi boss,Completa gli scontri con i boss nelle spedizioni e incursioni del Massiccio del Kun-Lai.,102,216327,91739,150,87592,0,0
Casa: Mangia bacche di kafa'kota,Mangia le Bacche di Kafa'kota sul Picco Kota o nel tuo Vicinato.,103,216329,91022,25,87592,0,0
Uccisioni onorevoli,Ottieni uccisioni onorevoli nel Massiccio del Kun-Lai.,104,216334,91023,50,87592,0,0
Raccogli cataste di Legname,Raccogli Legname sull'Isola Proibita.,105,216352,91023,50,87592,0,0
Completa Scorribande,,106,216354,91023,50,87592,0,1
Casa: Sveglia gli abitanti addormentati,Sveglia gli Abitanti Addormentati nel Vicinato.,107,216664,91022,25,87592,0,0
Casa: Scambio bacche,Scambia Bacche di Kafa'kota con il Mercante di Kafa del Vicinato.,108,216671,91022,25,87592,0,0
Sconfiggi lo Sha della Rabbia,Sconfiggi lo Sha della Rabbia al Massiccio del Kun-Lai.,109,216306,91022,25,87592,0,0
Casa: Completa missioni settimanali del Vicinato,Completa missioni settimanali nel Vicinato per la Visitatrice Dracthyr.,110,216872,91023,50,87592,0,0
Casa: È ora di decorare,Fai colpo sui visitatori di Lunargenta posizionando decorazioni nella tua casa o nel tuo appezzamento.,111,216890,91023,50,0,0,0
Casa: È ora di decorare 2,Fai colpo sui visitatori di Lunargenta posizionando decorazioni nella tua casa o nel tuo appezzamento.,112,216892,91023,50,0,111,0
Casa: È ora di decorare 3,Fai colpo sui visitatori di Lunargenta posizionando decorazioni nella tua casa o nel tuo appezzamento.,113,216894,91023,50,0,112,0
Casa: Ottieni decorazioni,Fai colpo sui visitatori di Lunargenta ottenendo nuove decorazioni per la tua casa o il tuo appezzamento.,114,216898,91023,50,0,0,0
Casa: Trasporta i portabene,Trasporta i portabene al campo base per l'addestramento all'arrampicata del Vicinato.,115,216957,91022,25,87592,0,0
Casa: Raccogli bacche,Raccogli Bacche di Kafa'kota nell'addestramento all'arrampicata del Vicinato.,116,216959,91024,10,87592,0,0
Casa: Cavalca un abitante del picco iperkafainato fino a sfiancarlo,Sfianca una creatura volante iperkafainata volando nel Vicinato.,117,216961,91024,10,87592,0,0
Casa: Artisti Feriti,"Guarisci gli Artisti Feriti che stanno visitando il Vicinato con la magia, le bende o l'alchimia.",118,217031,91022,25,87592,0,0
Uccidi nemici rari,Uccidi nemici rari a Meccagon.,120,217061,91023,50,87592,0,0
Missioni giornaliere,Completa missioni giornaliere a Meccagon.,121,217063,91023,50,0,0,0
Re Meccagon,Sconfiggi Re Meccagon nell'Operazione: Meccagon.,122,217068,91023,50,0,0,0
Unità di Oppressione Aerea HK-8,Sconfiggi l'Unità di Oppressione Aerea HK-8 nell'Operazione: Meccagon.,123,217070,91023,50,0,0,0
Abile costruttore,Completa progetti di costruzione a Meccagon.,124,217072,91022,25,87592,0,0
Vedersela col R3,Crea oggetti di Meccanistica di Discarica con Pascal-R3 a Meccagon.,125,217074,91023,50,87592,0,0
Raccogli cataste di Legname,Raccogli legname a Meccagon.,126,217076,91023,50,87592,0,0
"Raccogli erbe, minerali, pelli o pesci","Raccogli erbe, minerali, pelli o pesci a Meccagon.",127,217078,91022,25,87592,0,0
Regicidio arrugginito,Sconfiggi Il Principe Arrugginito nella Linea Temporale Alternativa a Meccagon.,128,217082,91023,50,0,0,0
Un brindisi!,Fai un Brindisi alla Resistenza a Bullonaccio presso Meccagon.,129,217084,91024,10,0,0,0
Uccidi creature,Uccidi creature a Meccagon.,130,217086,91022,25,87592,0,0
Missione mondiale degli scontri tra mascotte,Completa una missione mondiale degli scontri tra mascotte a Meccagon.,131,217484,91022,25,87592,0,0
Quelli rossi vanno più veloci,Vernicia il tuo Aeroscafo Xiwyllag o Meccafelino di un colore differente a Meccagon.,132,217486,91023,50,0,0,0
Recupero progetto,Assisti nella ricostruzione e difesa del Macchinario di Recupero a Meccagon.,133,217489,92099,75,87592,0,0
Casa: l'essenza del buon Vicinato,Esegui azioni utili e amichevoli nel tuo Vicinato.,134,214565,91023,50,87592,0,0
Casa: recupera le robogalline,Trova e recupera le Galline Starate ne tuo Vicinato.,135,217689,92099,75,87592,0,0
Casa: trasporto dei Meccagnomi,Collauda i propulsori aerei dei Meccagnomi nel tuo Vicinato.,136,217691,91023,50,87592,0,0
Casa: scarti costieri,Aiuta i riciclatori a raccogliere pezzi di metallo dalle spiagge nel tuo Vicinato.,137,218132,92099,75,0,0,0
"Raccogli erbe, minerali, pelli o pesci","Raccogli erbe, minerali, pelli o pesci nelle Terre Esterne.",138,218431,91022,25,87592,0,0
Sconfiggi Pathaleon il Calcolatore,Sconfiggi Pathaleon il Calcolatore nella spedizione Mecanar.,139,218435,91023,50,0,0,0
Sconfiggi Scheggia Arcana,Sconfiggi Scheggia Arcana nella spedizione Botanica.,140,218437,91023,50,0,0,0
Sconfiggi l'Araldo Skyriss,Sconfiggi l'Araldo Skyriss nella spedizione Arcatraz.,141,218439,91023,50,0,0,0
Sterminio degli Etereum,Sconfiggi dei membri degli Etereum e i loro alleati nelle zone esterne delle Terre Esterne.,142,218548,91023,50,87592,0,0
Raccogli Legname,Raccogli Legname nelle zone di Midnight.,143,219644,91023,50,87592,0,0
Uccisione dei Furia del Sole,Sconfiggi i membri dei Furia del Sole nella Landa Fatua.,144,220010,91023,50,87592,0,0
Morto o morto,Completa le missioni Ricercato per il Consorzio a Shattrath.,145,220012,91023,50,87592,0,0
Sconfiggi Shaffar il Principe del Nexus,Sconfiggi Shaffar il Principe del Nexus nella spedizione Tombe del Mana.,146,220024,91023,50,0,0,0
Sconfiggi Yor,Sconfiggi Yor nella spedizione Tombe del Mana.,147,220026,91739,150,0,0,0
Dalla ripetizione nasce l'apprendimento,Completa le missioni di consegne per la reputazione per il Consorzio nelle Terre Esterne.,148,220115,91022,25,87592,0,0
Lama dei Guardacieli,Difendi l'assalto dei Guardacieli all'Approdo di Bash'ir sulle Montagne Spinaguzza. L'assalto ha inizio ogni ora pari all'Avamposto dei Guardacieli sulle Montagne Spinaguzza.,149,220183,91739,150,87592,0,0
Epurazione di Bash'ir,Sconfiggi Bash'ir o uno dei suoi luogotenenti all'Approdo di Bash'ir sulle Montagne Spinaguzza.,150,220206,91022,25,87592,0,0
"Raccogli erbe, minerali, pelli o pesci","Raccogli erbe, minerali, pelli o pesci nella Caverna di Zaralek.",151,221088,91022,25,87592,0,0
Missioni mondiali: Caverna di Zaralek,Completa missioni mondiali nella Caverna di Zaralek.,152,221096,91023,50,87592,0,0
Ricercatori Sotto Attacco,Completa l'evento Ricercatori Sotto Attacco nella Caverna di Zaralek.,153,221098,91023,50,87592,0,0
Sconfiggi Sarkareth,"Sconfiggi Sarkareth in Aberrus, il Crogiolo d'Ombra.",155,221104,91023,50,0,0,0
Scontri tra mascotte sottoterra,Completa una missione mondiale degli scontri tra mascotte nella Caverna di Zaralek con almeno 1 mascotte elementale.,156,221164,91024,10,87592,0,0
La reputazione è tutto,Aumenta la reputazione con i Niffen di Loamm nella Caverna di Zaralek.,157,221174,91023,50,87592,0,0
Fiutatutto,Depreda 2 casse del tesoro mentre esplori le caverne con Myritt nella Caverna di Zaralek.,158,221179,91023,50,87592,0,0
Far uscire il sangue dalle pietre,"Commercia con Ponzo per una Mappa degli Scavi Barattata, poi usala nella Caverna di Zaralek.",159,221186,91023,50,0,0,0
Chi va piano va sano e vince la gara,Completa una missione giornaliera per Briggul a Scintillogg nella Caverna di Zaralek.,160,221188,91022,25,87592,0,0
Uccidi nemici rari,Uccidi nemici rari o élite rari nella Caverna di Zaralek.,161,221190,91023,50,87592,0,0
Volo Dinamico: Sottoterra,Completa Corse del Volo Dinamico nella Caverna di Zaralek.,162,221192,91024,10,87592,0,0
"Monete odorose, grandi premi",Ottieni Monete Profumate Dissotterrate nella Caverna di Zaralek.,163,221268,91023,50,87592,0,0
Casa: Posiziona l'incenso,Posiziona l'incenso per il Vicinato per attirare le api.,164,221576,91024,10,87592,0,0
Casa: Creazione incenso,Porta i materiali grezzi del Vicinato alle tinozze mobili dei Niffen per creare l'incenso.,165,221584,91024,10,87592,0,0
Casa: Aiuta i Fiutatutto,Cura i Fiutatutto dei Niffen dai problemi di olfatto nel Vicinato.,166,221684,91024,10,87592,0,0
"Casa: Posta ""Celere""",Aiuta il Viscidone Cittadino a consegnare la posta in giro per il Vicinato. Parla con Briggul per cominciare.,167,221800,91023,50,87592,0,0
Casa: Impollinare i fiori,Guida le api per impollinare i fiori intorno al centro città del Vicinato.,168,221878,91024,10,87592,0,0
Casa: Acrobazie Arcane,"Nel tuo Vicinato, accedi allo Spazio Slegato e completa il corso dell'Ultimo Assistente Architetto. Questo incarico può essere completato una volta al giorno.",169,221930,92099,75,87592,0,0
"Casa: Non è Fuori Fase, la mia testa è Fuori Fase","Nel tuo Vicinato, accedi allo Spazio Slegato e aiuta i vicini a trovare e restituire gli oggetti perduti dagli abitanti.",170,221932,91022,25,87592,0,0
Casa: Mandare un messaggio,"Nel tuo Vicinato, attiva un Legame Slegato o usa una Scorciatoia Fuori Fase.",171,222537,91022,25,0,0,0
Casa: Tris di propulsione,"Nel tuo Vicinato, collauda i propulsori aerei dei Meccagnomi tre volte di seguito senza toccare terra.",172,222540,92099,75,0,0,0
Raccogli legname,Raccogli legname nelle zone delle Terre Esterne.,173,222672,91023,50,87592,0,0
Sommozzatore del Profondo,Completa gli eventi del Pescatore dell'Abisso a Zul'aman.,174,212255,91024,10,0,0,0
