Description_lang,StandingModified_lang,StandingChangedText_lang,ID,FactionID,TextureFileID,Flags
Sha'leth ti considera un %s. Pesca con lei a Suramar.,,,206,2101,0,0
Corbyn ti considera un %s. Pesca con lui a Stromheim.,,,208,2100,0,0
Cromie ti considera un %s.,,,209,2135,0,0
%s,,,210,1691,666624,0
%s,,,212,1690,666624,0
Lo pterrordattilo è diventato un %s.,,,213,2233,0,0
Il cornofurente è diventato un %s.,,,315,2370,0,0
Il Cacciatore Akana è %s.,Il Cacciatore Akana ha ottenuto %d esperienza di combattimento.,Il Cacciatore Akana ha raggiunto il %s.,316,2375,0,25
Il Chiaroveggente Ori è %s.,Il Chiaroveggente Ori ha ottenuto %d esperienza di combattimento.,Il Chiaroveggente Ori ha raggiunto il %s.,317,2376,0,25
Lo Spadaccino Inowari è %s.,Lo Spadaccino Inowari ha ottenuto %d esperienza di combattimento.,Lo Spadaccino Inowari ha raggiunto il %s.,318,2377,0,25
Neri Pinnafine è %s.,Neri Pinnafine ha ottenuto %d esperienza di combattimento.,Neri Pinnafine ha raggiunto il %s.,320,2389,0,25
Poen Branchiak è %s.,Poen Branchiak ha ottenuto %d esperienza di combattimento.,Poen Branchiak ha raggiunto il %s.,323,2388,0,25
Vim Cuorsalmastro è %s.,Vim Cuorsalmastro ha ottenuto %d esperienza di combattimento.,Vim Cuorsalmastro ha raggiunto il %s.,324,2390,0,25
Un Raccoglitore Dolcedorso %s.,,,325,2398,0,0
Un Fuco Dolcedorso %s.,,,326,2396,0,0
Una Madre dell'Alveare Dolcedorso %s.,,,327,2397,0,0
%s,,,339,2011,666624,0
%s,,,340,2010,666624,0
L'Aqir Giovane è diventato un %s.,,,365,2427,0,0
L'espressione di Ve'nari ti sembra %s.,Ve'nari ora ha una più grande considerazione di te. [Reputazione %d ottenuta],L'opinione che Ve'nari ha ora di te è %s.,366,2432,4216713,8
La Baronessa Vashj ti considera un %s.,,,367,2446,0,0
Dama Baccaluna ti considera un %s.,,,368,2447,0,0
Mikanikos ti considera un %s.,,,370,2448,0,0
La Contessa ti considera un %s.,,,371,2449,0,0
Alexandros Mograine ti considera un %s.,,,372,2450,0,0
Il Capitano della Caccia Korayn ti considera un %s.,,,373,2451,0,0
Il Polemarco Adrestes ti considera un %s.,,,375,2452,0,0
Squartacus e Mazzafaccia ti considerano un %s.,,,376,2453,0,0
Chufa ti considera un %s.,,,377,2454,0,0
Il Custode delle Cripte Kassir ti considera un %s.,,,379,2455,0,0
Il Droman Aliothe ti considera un %s.,,,381,2456,0,0
Il Gran Maestro Vole ti considera un %s.,,,382,2457,0,0
Kleia e Pelagos ti considerano un %s.,,,383,2458,0,0
Sika ti considera un %s.,,,384,2459,0,0
Testaroccia ti considera un %s.,,,385,2460,0,0
L'Architetto della Piaga Marileth ti considera un %s.,,,387,2461,0,0
Sei %s con i Maestri delle Suture.,,,389,2462,0,8
Sei %s con Marasmio.,,,390,2463,0,8
Sei %s con la Corte della Notte.,,,391,2464,0,8
Grado %s,Storia Frattale aumentata di %d,,392,2469,3762255,24
Ricerca: %s,,,393,2472,4191562,16
Irathion ti considera un |5%s.,,,396,2517,0,0
Sabellian ti considera un |5%s.,,,397,2518,0,0
%s con il Consorzio degli Artigiani delle Isole dei Draghi.,,,398,2544,0,0
Il livello di potenza arcana dell'Adunanza di Cobalto è: %,I poteri arcani dell'Adunanza di Cobalto aumentano.,,400,2550,0,4
Brigll ti considera %s nell'addestrare lumache.,,,408,2568,604882,0
