DisplayName_lang,VerboseName_lang,ID,ClassID,SubClassID,AuctionHouseSortOrder,PrerequisiteProficiency,Flags,DisplayFlags,WeaponSwingSize,PostrequisiteProficiency
Grimaldello,,54,13,1,0,-1,0,1,0,-1
Balestra,Balestre,55,2,18,0,-1,160,0,1,-1
Bacchetta,Bacchette,56,2,19,0,-1,256,0,1,-1
Canna da pesca,Canne da pesca,57,2,20,0,-1,0,0,8,-1
Congegno,,77,7,3,0,-1,0,3,0,-1
Ingegneria,,99,9,3,0,-1,0,1,0,-1
Forgiatura,,100,9,4,0,-1,0,1,0,-1
Cucina,,101,9,5,10,-1,0,1,0,-1
Alchimia,,102,9,6,0,-1,0,1,0,-1
Primo soccorso,,103,9,7,11,-1,0,1,0,-1
Incantamento,,104,9,8,0,-1,0,1,0,-1
Pesca,,105,9,9,12,-1,0,1,0,-1
Oreficeria,,106,9,10,0,-1,0,1,0,-1
Sacca per anime,,107,1,1,0,-1,0,6,0,-1
Sacca da erbalista,,109,1,2,0,-1,0,0,0,-1
Sacca da incantatore,,110,1,3,0,-1,0,0,0,-1
Sacca da ingegnere,,111,1,4,0,-1,0,0,0,-1
Libram,Libram,112,4,7,0,-1,0,2,0,-1
Idolo,Idoli,113,4,8,0,-1,0,2,0,-1
Totem,Totem,114,4,9,0,-1,0,2,0,-1
Oreficeria,,115,7,4,1,-1,0,1,0,-1
Sacca da orafo,,116,1,5,0,-1,0,0,0,-1
Sacca da minatore,,118,1,6,0,-1,0,0,0,-1
Agilità,,119,3,1,2,-1,0,1,0,-1
Forza,,120,3,2,3,-1,0,1,0,-1
Tempra,,121,3,3,4,-1,0,1,0,-1
Spirito,,122,3,4,5,-1,0,3,0,-1
Critico,,123,3,5,6,-1,0,1,0,-1
Maestria,,124,3,6,7,-1,0,1,0,-1
Celerità,,125,3,7,8,-1,0,1,0,-1
Versatilità,,126,3,8,9,-1,0,1,0,-1
Tonici e Fiale,,131,0,3,0,-1,0,1,0,-1
Pergamena,,132,0,4,0,-1,0,3,0,-1
Cibo e bevande,,133,0,5,0,-1,0,1,0,-1
Incanto,,134,0,6,0,-1,0,3,0,-1
Bende,,135,0,7,0,-1,0,1,0,-1
Altro,,136,0,8,10,-1,0,1,0,-1
Stoffa,,137,7,5,0,-1,0,1,0,-1
Cuoio,,138,7,6,0,-1,0,1,0,-1
Metallo e pietra,,139,7,7,0,-1,0,1,0,-1
Cucina,,140,7,8,0,-1,0,1,0,-1
Erbe,,141,7,9,0,-1,0,1,0,-1
Elementale,,142,7,10,20,-1,0,1,0,-1
Altro,,143,7,11,30,-1,0,1,0,-1
Reagente,,144,15,1,0,-1,0,1,0,-1
Mascotte,,145,15,2,0,-1,0,1,0,-1
Festività,,146,15,3,0,-1,0,1,0,-1
Altro,,147,15,4,30,-1,0,1,0,-1
Incantamento,,148,7,12,0,-1,0,1,0,-1
Sacca da conciatore,,149,1,7,0,-1,0,0,0,-1
Materiali,,150,7,13,0,-1,0,3,0,-1
Cavalcatura,Cavalcature,152,15,5,0,-1,0,0,0,-1
Guerriero,Guerriero,153,16,1,0,-1,0,0,0,-1
Paladino,Paladino,154,16,2,0,-1,0,0,0,-1
Cacciatore,Cacciatore,155,16,3,0,-1,0,0,0,-1
Ladro,Ladro,156,16,4,0,-1,0,0,0,-1
Sacerdote,Sacerdote,157,16,5,0,-1,0,0,0,-1
Sciamano,Sciamano,158,16,7,0,-1,0,0,0,-1
Mago,Mago,159,16,8,0,-1,0,0,0,-1
Stregone,Stregone,160,16,9,0,-1,0,0,0,-1
Druido,Druido,161,16,11,0,-1,0,0,0,-1
Cavaliere della Morte,Cavaliere della Morte,162,16,6,0,-1,0,0,0,-1
Incanto,,163,7,14,0,-1,0,3,0,-1
Incanto per armi,Incanti per armi,164,7,15,0,-1,0,3,0,-1
Sigillo,Sigilli,165,4,10,0,-1,0,2,0,-1
Sacca da runografo,,167,1,8,0,-1,0,0,0,-1
Runografia,Runografia,168,9,11,0,-1,0,1,0,-1
Altro,,169,3,9,10,-1,0,1,0,-1
Statistiche Multiple,,170,3,10,11,-1,0,0,0,-1
Cassetta da pescatore,,171,1,9,0,-1,0,0,0,-1
Reliquia,,173,4,11,0,-1,0,2,0,-1
Monaco,Monaco,177,16,10,0,-1,0,0,0,-1
Mascotte da combattimento,Mascotte da combattimento,178,17,0,0,-1,0,0,0,-1
Sacca da cuoco,Sacca da cuoco,179,1,10,0,-1,0,0,0,-1
Gettone WoW,,180,18,0,0,-1,0,0,0,-1
Chiave del Potere,,181,5,1,0,-1,0,1,0,-1
Cacciatore di Demoni,Cacciatore di Demoni,183,16,12,0,-1,0,0,0,-1
Rune Vantus,,184,0,9,0,-1,0,1,0,-1
Runografia,,185,7,16,0,-1,0,1,0,-1
Esplosivi e congegni,,186,7,17,11,-1,0,3,0,-1
Reliquia di Artefatto,,187,3,11,0,-1,0,1,0,-1
Collo,,188,8,1,0,-1,0,1,0,-1
Spalle,,189,8,2,0,-1,0,1,0,-1
Schiena,,190,8,3,0,-1,0,1,0,-1
Torso,,191,8,4,0,-1,0,1,0,-1
Polsi,,192,8,5,0,-1,0,1,0,-1
Mani,,193,8,6,0,-1,0,1,0,-1
Fianchi,,194,8,7,0,-1,0,1,0,-1
Gambe,,195,8,8,0,-1,0,1,0,-1
Piedi,,196,8,9,0,-1,0,1,0,-1
Dita,,197,8,10,0,-1,0,1,0,-1
Arma,,198,8,11,0,-1,0,1,0,-1
Arma a due mani,,199,8,12,0,-1,0,1,0,-1
Scudo/Mano secondaria,,200,8,13,0,-1,0,1,0,-1
Varie,,201,8,14,0,-1,0,1,0,-1
Equipaggiamento per Cavalcatura,,326,15,6,0,-1,0,0,0,-1
Reagenti Facoltativi,,327,7,18,25,-1,0,1,0,-1
Gettone Contesto,,328,5,2,0,-1,0,1,0,-1
Forgiatura,,329,19,0,0,-1,0,0,0,-1
Conciatura,,330,19,1,0,-1,0,0,0,-1
Alchimia,,331,19,2,0,-1,0,0,0,-1
Erbalismo,,332,19,3,0,-1,0,0,0,-1
Cucina,,333,19,4,0,-1,0,0,0,-1
Estrazione,,334,19,5,0,-1,0,0,0,-1
Sartoria,,335,19,6,0,-1,0,0,0,-1
Ingegneria,,336,19,7,0,-1,0,0,0,-1
Incantamento,,337,19,8,0,-1,0,0,0,-1
Pesca,,338,19,9,0,-1,0,0,0,-1
Scuoiatura,,339,19,10,0,-1,0,0,0,-1
Oreficeria,,340,19,11,0,-1,0,0,0,-1
Runografia,,341,19,12,0,-1,0,0,0,-1
Archeologia,,342,19,13,0,-1,0,0,0,-1
Reagenti di Finitura,,343,7,19,25,-1,0,1,0,-1
Borsa dei Reagenti,,344,1,11,0,-1,0,0,0,-1
Reperto di Utilità,,345,0,10,0,-1,0,2,0,-1
Reperto di Combattimento,,346,0,11,0,-1,0,2,0,-1
Reliquia,,355,0,12,0,-1,0,1,0,-1
Decorazione,,356,20,0,0,-1,0,3,0,0
Tintura degli Alloggi,,357,20,1,0,-1,0,0,0,0
Stanza,,358,20,2,0,-1,0,0,0,0
Personalizzazione stanza,,359,20,3,0,-1,0,0,0,0
Personalizzazione esterni,,360,20,4,0,-1,0,0,0,0
Oggetto di servizio,,361,20,5,0,-1,0,0,0,0
