ID,Name_lang,Description_lang,IconFileDataID,PetTypeEnum,Cooldown,BattlePetVisualID,Flags
113,Vampata,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Travolge la mascotte nemica con il fuoco, infliggendo [StandardDamage(1, 1)] danni [School()].",132839,6,0,0,0
114,Raggio,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Travolge il nemico con un raggio di potere arcano, infliggendo [StandardDamage(1,1)] danni [petTypeName(abilityPetType())].",135189,5,0,0,0
115,Soffio,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Travolge la mascotte nemica con un soffio draconico, infliggendo [StandardDamage(1, 1)] danni [School()].",135807,1,0,0,0
116,Scossa,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Scaglia un dardo d'elettricità contro il bersaglio, infliggendo [StandardDamage(1,1)] danni [School()].",136099,9,0,0,0
117,Artiglio Appestato,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Colpisce la mascotte nemica con artigli avvelenati, infliggendo [StandardDamage(1, 1)] danni [School()].",237390,3,0,0,0
118,Getto d'Acqua,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Travolge il nemico con uno spruzzo d'acqua, infliggendo [StandardDamage(1,1)] danni [petTypeName(abilityPetType())].",463570,8,0,0,0
119,Unghiata,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Dà un'unghiata al nemico, infliggendo [StandardDamage(1,1)] danni [School()].",611425,4,0,0,0
120,Folata Gelida,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni [School()] al nemico.

Infligge [StandardDamage(1,4)] danni aggiuntivi alla squadra nemica se la mascotte avversaria è |cFF0070DDCongelata|r.",135833,6,3,0,0
121,Spira Mortale,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni Non Morti e cura la mascotte del [points(1,3)]% dei danni inflitti.",136145,3,0,0,0
122,Spazzata di Coda,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,2)] danni [School()], oppure [StandardDamage(1,1)] danni [School()] se la mascotte attacca per ultima.",237407,1,0,0,0
123,Ondata di Cura,"Rigenera [StandardDamage(1,1)] salute.",136042,8,3,0,2
124,Furia,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

La mascotte s'infuria, infliggendo [StandardDamage(1,1)] danni [School()].

Furia dura [numTurns()] |4turno:turni;.",132176,7,3,0,0
125,Prova Stordimento 2.0,TEST: Patty Mac Stun,460857,3,0,0,0
131,Prova Aura Stordente 2.0,,0,-1,0,3,0
132,Custom Scripted Effect Test,,132090,0,0,0,0
133,Aura - Danni Scudo 2.0,,0,-1,0,2,0
134,Prova Danni Scudo 2.0,,0,0,0,0,0
135,Trappola Rinforzata,Prova a catturare una mascotte che abbia meno del 35% di salute. La probabilità di catturarla aumenta del 30% ogni volta che fallisce.,638662,0,0,0,6
149,Heal Test 2.0,,538569,4,0,0,0
150,Custom Scripted Turn Test,,236216,4,0,0,0
151,Zanna Velenosa,"[StandardDamage(1,1)] danni [School()] subiti a ogni turno.

|cFF1EFF00Avvelenata|r",136067,7,0,25,1
152,Zanna Velenosa,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge istantaneamente [StandardDamage(1,1)] danni [School()] e rende la mascotte avversaria |cFF1EFF00Avvelenata|r, infliggendo [StandardDamage(1,1,379)] danni [School(379)] aggiuntivi a ogni turno per [duration(1,2)] |4turno:turni;.",136067,7,0,0,0
153,Riduzione d'Attacco,"Danni inflitti ridotti del [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 153 ))]%.",653219,-1,0,334,3
154,Riduzione di Velocità,"Velocità ridotta del [abs(abilityStateMod(25,154))]%.",653221,-1,0,316,3
155,Sibilo,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni [School()] e riduce la velocità del bersaglio del [abs(abilityStateMod(25,154))]% per [duration(1,2)] |4turno:turni;.",132211,7,3,0,0
156,Zanna Malvagia,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni [School()]. I danni aumentano di [FormatDamage (pointsincreaseperuse(1,1)*AttackBonus())] ogni volta che questo attacco va a segno. Infligge fino a un massimo di [FormatDamage (pointsmax(1,1)*AttackBonus())] danni [School()].",236177,7,0,0,0
157,Jacob's Test Ability,"Il bersaglio [cond(unitHasAura(220, ENEMY), ""ha"", ""non ha"")] l'abilità [abilityName(220)].",132311,2,0,0,2
158,Controassalto,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni [School()].

Infligge [StandardDamage(1,2)] danni [School()] aggiuntivi se la mascotte viene colpita nello stesso turno.",132269,0,2,0,0
159,Rintanamento,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(2,1)]

La mascotte si rintana nel terreno, diventando inattaccabile per 1 turno.

Al turno successivo, attacca infliggendo [StandardDamage(2, 1)] danni [School()].",136025,7,4,0,0
160,Consumo,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni [School()].

La mascotte viene curata del [points(1,3)]% dei danni inflitti.",136214,3,1,0,0
161,Adrenalina,"Velocità aumentata del [abs(abilityStateMod(25,161))]%.",648208,-1,0,113,2
162,Scarica d'Adrenalina,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni [School()] e aumenta la velocità del [abs(abilityStateMod(25,161))]% per [duration(1,2)] |4turno:turni;.",132307,4,0,0,0
163,Impeto,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

La mascotte si slancia con impeto, infliggendo [FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))] danni [School()] al primo turno, [FormatDamage(SimpleDamage(2,1)+SimpleDamage(2,2)+SimpleDamage(2,3))] danni [School()] al secondo turno e [FormatDamage(SimpleDamage(3,1)+SimpleDamage(3,2)+SimpleDamage(3,3))] danni [School()] al terzo turno.

I bersagli colpiti subiscono il [abs(abilityStateMod( 24, 542 ))]% di danni aggiuntivi per [duration(1,4)] |4turno:turni;.

Impeto continua per [numTurns()] |4turno:turni;.",134060,4,0,0,0
164,Raggomitolo,"Danni subiti ridotti del [abs(abilityStateMod(24,164))]%.",132118,-1,0,27,2
165,Raggomitolo,"La mascotte si raggomitola sul terreno, riducendo tutti i danni subiti del 50% per [duration(1,2)] |4turno:turni;.",132118,4,4,0,2
166,Raffica di Noccioline,"[StandardDamage(1,1)] danni [School()] subiti dalla mascotte attiva a ogni turno.",134057,4,0,0,0
167,Raffica di Noccioline,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Scaglia noccioline contro il nemico, infliggendo [FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))] danni [School()].

Le noccioline continuano a cadere sulla mascotte nemica attiva, infliggendo [StandardDamage(1,1, 166)] danni [School()] a ogni turno per [duration(1,4)] |4turno:turni;.",134057,4,1,0,0
168,Fiamma Curativa,"Rigenera [StandardDamage(1,1)] salute più metà dei danni subiti dall'ultimo colpo.",135794,1,3,0,2
169,Alito del Drago,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(2,1)]

La mascotte inspira profondamente per 1 turno.

Al turno successivo, la mascotte scatena un devastante soffio, infliggendo [StandardDamage(2,1)] danni [School()].",135826,1,0,0,0
170,Decollo,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(2,1)]

Vola in alto, diventando inattaccabile per 1 turno.

Al turno successivo, attacca infliggendo [StandardDamage(2, 1)] danni [School()].",132128,2,4,0,0
171,Terra Bruciata,"[StandardDamage(1,1)] danni [School()] subiti dalla mascotte attiva di entrambe le squadre a ogni turno.

Tutte le mascotte sono |cFFFF2020In fiamme|r.",237588,1,0,172,0
172,Terra Bruciata,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Brucia il terreno, infliggendo [StandardDamage(1,1)] danni [School()] e [StandardDamage(1,1,171)] danni [School(171)] aggiuntivi a tutte le mascotte attive a ogni turno per [duration(1,2)] |4turno:turni;.

Durante Terra Bruciata, tutte le mascotte sono |cFFFF2020In fiamme|r.",237588,1,3,0,0
173,Cauterizzazione,"Rigenera [StandardDamage(1,1)] salute più metà dei danni subiti dall'ultimo colpo.",236218,6,3,0,2
174,Stordita,Stordita. Impossibile dare ordini a questa mascotte.,135860,-1,0,103,3
175,Vulcano,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(3,1)]

Dopo 1 turno, il terreno si spacca per 2 turni. [StandardDamage(3,1,175)] danni [School()] subiti dalla mascotte attiva e 25% di probabilità che venga stordita per [duration(3,3,175)] |4turno:turni;.",524305,6,0,288,1
176,Vulcano,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Fa tremare il terreno sotto la squadra nemica.

Dopo 1 turno, il terreno si spacca per 2 turni, infliggendo [StandardDamage(3,1,175)] danni [School()] alla mascotte nemica attiva e con una probabilità del 25% di stordirla per 1 turno.",524305,6,5,0,0
177,Immolazione,"[StandardDamage(1,1)] danni elementali subiti a ogni turno.

|cFFFF2020In fiamme|r",135817,6,0,28,0
178,Immolazione,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni [School()] istantaneamente. La mascotte nemica è |cFFFF2020In fiamme|r e subisce [StandardDamage(1,1,177)] danni [School()] aggiuntivi a ogni turno per [duration(1,2)] |4turno:turni;.",135817,6,0,0,0
179,Conflagrazione,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni [School()].

Infligge [StandardDamage(1,3)] danni [School()] aggiuntivi se il bersaglio è |cFFFF2020In fiamme|r.",135827,6,4,0,0
184,Penne Taglienti,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Lancia 1-2 penne contro il nemico, infliggendo [StandardDamage(1,1)] danni [School()] per colpo.

Colpisce una volta aggiuntiva se la mascotte attacca per prima.",132924,2,0,0,0
185,Assalto Sprezzante,"Danni subiti aumentati del [abs(abilityStateMod( 24, 185 ))]%.",464973,-1,0,530,3
186,Assalto Sprezzante,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1, 1)] danni [School()], ma aumenta i danni subiti del [abs(abilityStateMod(24, 185 ))]% per [duration(1,3)] |4turno:turni;.",132158,2,1,0,0
187,Accuratezza,"Probabilità d'impatto aumentata del [abs(abilityStateMod(41,187))]%.",132212,-1,0,0,2
188,Accuratezza,"Aumenta la probabilità d'impatto della squadra del [abs(abilityStateMod(41,187))]% per 4 turni.",132212,2,0,0,2
189,Ciclone,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

[StandardDamage(1,1)] danni [School()] subiti dalle mascotte della tua squadra a ogni turno.",136018,2,0,225,0
190,Ciclone,"Crea un ciclone che per ogni mascotte della squadra avversaria ha una probabilità del [accuracy(1,1,189)]% di infliggere [StandardDamage(1,1,189)] danni [School()] a ogni turno.

Dura [duration(1,1)] |4turno:turni;.",136018,2,5,0,0
193,Colpo Laterale,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Colpisce al fianco il nemico 1-2 volte, infliggendo [StandardDamage(1,1)] danni [School()] per colpo.

Colpisce una volta aggiuntiva se la mascotte attacca per prima.",537468,4,0,0,0
194,Incremento Metabolico,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge istantaneamente [StandardDamage(1,1)] danni [School()] e aumenta la velocità del [abs(abilityStateMod( 25, 195 ))]% per [duration(1,2)] |4turno:turni;.",132307,5,0,0,0
195,Incremento Metabolico,"Velocità aumentata del [abs(abilityStateMod( 25, 195 ))]%.",648208,-1,0,26,2
196,Ghiandole Adrenaliniche,"Probabilità di critico aumentata del [abs(abilityStateMod( 40, 196 ))]%.
Accuratezza ridotta del [abs(abilityStateMod( 41, 196 ))]%.",134339,-1,0,0,2
197,Ghiandole Surrenali,"Aumenta la probabilità di critico del [abs(abilityStateMod(40, 841))]% per [duration(1,1)] |4turno:turni;.",134339,5,0,0,2
198,Assalto degli Zergling,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Lancia un Assalto degli Zergling, infliggendo [FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))] danni [School()] al primo turno, [FormatDamage(SimpleDamage(2,1)+SimpleDamage(2,2)+SimpleDamage(2,3))] danni [School()] al secondo turno e [FormatDamage(SimpleDamage(3,1)+SimpleDamage(3,2)+SimpleDamage(3,3))] danni [School()] al terzo turno.

I bersagli colpiti subiscono il [abs(abilityStateMod( 24, 542 ))]% di danni aggiuntivi per [duration(1,4)] |4turno:turni;.

Assalto degli Zergling continua per [numTurns()] |4turno:turni;.",136217,5,0,0,0
202,Colpo,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Colpisce selvaggiamente il nemico 1-2 volte, infliggendo [StandardDamage(1,1)] danni [School()] per colpo.

Colpisce una volta aggiuntiva se la mascotte attacca per prima.",451161,7,0,0,0
203,Tempesta di Fulmini,"Tutte le mascotte infliggono [StandardDamage(getProcIndex(PROC_ON_DAMAGE_DEALT ),1)] danni [School()] ogni volta che attaccano.

Le abilità Meccaniche infliggono il 25% di danni aggiuntivi.",463562,9,0,169,2
204,Richiamo del Fulmine,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni [School()] e provoca l'effetto ambientale Tempesta di Fulmini per [duration(1,2)] |4turno:turni;.

Durante Tempesta di Fulmini, tutte le mascotte infliggono [StandardDamage(getProcIndex(PROC_ON_DAMAGE_DEALT, 203 ),1,203)] danni [School(203)] a ogni attacco e le abilità Meccaniche infliggono il 25% di danni aggiuntivi.",463562,9,5,0,0
205,Tempesta di Neve,"Le abilità Elementali infliggono il [abs(abilityStateMod(87,205))]% di danni aggiuntivi.

Tutte le mascotte sono |cFF0070DDCongelate|r.",135857,6,0,170,2
206,Richiamo della Neve,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni [School()] e provoca l'effetto ambientale Tempesta di Neve per [duration(1,2)] |4turno:turni;.

Durante Tempesta di Neve, tutte le mascotte sono |cFF0070DDCongelate|r e le abilità Elementali infliggono il [abs(abilityStateMod(87,205))]% di danni aggiuntivi.",135857,6,3,0,0
207,Sovralimentata,"Danni inflitti aumentati del [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 207 ))]%.",648206,-1,0,320,2
208,Sovralimentazione,"Aumenta i danni inflitti dal successivo attacco, lanciato entro [duration(1,1)] |4turno:turni;, del [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 207 ))]%.",135769,9,3,0,2
209,Raggio di Ioni,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge istantaneamente [StandardDamage(1,1)] danni Meccanici. La mascotte deve ricaricare per i 2 turni successivi.

Non è possibile eseguire altre azioni durante la ricarica.",132207,9,5,0,0
210,Lacerazione d'Ombra,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Squarcia la mascotte nemica con l'energia oscura, infliggendo [StandardDamage(1, 1)] danni [School()].",237244,3,0,0,0
211,Aspirazione della Vita,"[StandardDamage(1,1)] danni Non Morti subiti a ogni turno. La mascotte che ha lanciato Aspirazione della Vita rigenera [StandardHealing(1,2)] salute.",136188,3,0,0,0
212,Aspirazione della Vita,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1,211)] danni [School()] a ogni turno per [duration(1,1)] |4turno:turni;. La mascotte viene curata di [StandardHealing(1,2,211)] salute.",136188,3,0,0,0
213,Morte e Distruzione,"[StandardDamage(1,1)] danni Non Morti subiti dalla mascotte attiva a ogni turno.",136144,3,0,104,0
214,Morte e Distruzione,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1,213)] danni [School()] alla mascotte nemica attiva a ogni turno per [duration(1,1)] |4turno:turni;. Prosegue anche in caso di sostituzione della mascotte.",136144,3,0,0,0
215,Visione Interiore,"Danni inflitti aumentati del [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 215 ))]%.",135934,-1,0,320,2
216,Visione Interiore,"Aumenta i danni inflitti del [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 215 ))]% per 1 turno.",135934,5,1,0,2
217,Maledizione Tragica,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(5,1)]

[StandardDamage(5,1)] danni [School()] subiti quando l'effetto termina.",136122,3,0,0,0
218,Maledizione Tragica,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(5,1,217)] danni [School()] dopo [numTurns(217)-1] |4turno:turni;.",136122,3,5,0,0
219,Diretto,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Colpisce la mascotte nemica, infliggendo [StandardDamage(1, 1)] danni [School()].",574572,0,0,0,0
220,Jacob's Test Aura,"Aumenta le cure ricevute del [abilityStateMod(66)]%.

[remainingDuration()] |4turno rimanente:turni rimanenti;.

Infligge [StandardDamage(getProcIndex(PROC_ON_SWAP_IN), 1)] danni se viene sostituita.",237161,-1,0,0,1
221,Abbattimento,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Abbatte un nemico, infliggendo [StandardDamage(1,1)] danni [School()].

Infliggi danni doppi se il bersaglio è |cFF808080Stordito|r.",628134,0,0,0,0
222,Chi Concentrato,"Danni inflitti aumentati del [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 222 ))]%.",648206,-1,0,320,2
223,Chi Concentrato,"Aumenta i danni inflitti dal successivo attacco, lanciato entro [duration(1,1)] |4turno:turni;, del [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 222 ))]%.",572034,0,1,0,2
224,Noncuranza,"Danni subiti ridotti del [abs(abilityStateMod( 24, 224 ))]%.",574577,-1,0,27,2
225,Noncuranza,"La mascotte non si cura degli attacchi, riducendo tutti i danni subiti del 50% per 2 turni.",574577,0,3,0,2
226,Furia dei Millepugni,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni [School()] e ha una probabilità del [accuracy(1,1)]% di stordire il bersaglio per [duration(1,3)] |4turno:turni; se la mascotte avversaria è |cff9933FFAccecata|r.",574573,0,4,0,0
227,Calcio dell'Oscuramento,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Stordisce il bersaglio per [duration(1,1)] |4turno:turni;.",574575,0,5,0,2
228,Sferzata di Lingua,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Lecca il nemico 1-2 volte, infliggendo [StandardDamage(1,1)] danni [School()] per colpo.

Colpisce una volta aggiuntiva se la mascotte attacca per prima.",350575,4,0,0,0
229,Pioggia Purificatrice,"Gli effetti dei danni periodici nel tempo durano 1 turno in meno.

Le mascotte Acquatiche infliggono il 25% di danni aggiuntivi.",132852,8,0,177,2
230,Pioggia Purificatrice,"Rigenera [StandardHealing(1,1)] salute a tutta la squadra e provoca l'effetto ambientale Pioggia Purificatrice per [duration(1,4)] |4turno:turni;.

Durante Pioggia Purificatrice, la durata dei danni subiti da effetti periodici si riduce di 1 turno e le mascotte Acquatiche infliggono il 25% di danni aggiuntivi.",132852,8,3,0,2
231,Sciame di Mosche,"[StandardDamage(1,1)] danni [School()] subiti dalla mascotte attiva a ogni turno.",136128,4,0,219,0
232,Sciame di Mosche,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Uno sciame di mosche attacca la mascotte nemica attiva, infliggendo [StandardDamage(1,1,231)] danni [School()] a ogni turno per [duration(1,1)] |4turno:turni;. Prosegue anche in caso di sostituzione della mascotte.",136128,4,0,0,0
233,Bacio della Rana,"|cffffffffProbabilità d'impatto:|r [StandardAccuracy(1,1)]

Infligge [StandardDamage(1,1)] danni [School()] e ha una probabilità del [accuracy(1,3)]% di trasformare il bersaglio in una rana per [duration(1,3)] |4turno:turni;.

I danni aumentano di [FormatDamage(10*AttackBonus())] ogni volta che questo attacco viene utilizzato, fino a un massimo di [FormatDamage(30 *AttackBonus())] danni [School()].",136209,8,1,0,0
234,Jacob's Test Aura 2,"Ogni volta che subisce danni, si cura del [points(getProcIndex(PROC_ON_DAMAGE_TAKEN), 1)]% dei danni subiti. Ogni volta che attacca, subisce il [points(getProcIndex(PROC_ON_DAMAGE_DEALT), 1)]% di quei danni.",319458,-1,0,0,0
235,Jacob's Test Aura 3,Aumento perenne della velocità.,136072,-1,0,0,0
236,Animale,"|cFFFFFFFFPassivo:|r
Le mascotte Animali sono immuni a effetti di stordimento, immobilizzazione e sonno.

|cFFFFFFFFDanni subiti|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% dalle abilità Bestiali
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% dalle abilità Elementali",618973,4,0,0,6
237,Bestiale,"|cFFFFFFFFPassivo:|r
Le mascotte Bestiali infliggono il 25% di danni aggiuntivi quando raggiungono il 50% di salute restante.

|cFFFFFFFFDanni subiti|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% dalle abilità Meccaniche
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% dalle abilità Umanoidi",618972,7,0,44,6
238,Umanoide,"|cFFFFFFFFPassivo:|r
Le mascotte Umanoidi rigenerano il [percentage(1,1,726)]% della salute massima se hanno inflitto danni nel turno.

|cFFFFFFFFDanni subiti|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% dalle abilità Non Morte
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% dalle abilità Animali",618977,0,0,0,6
239,Volante,"|cFFFFFFFFPassivo:|r
Le mascotte Volanti guadagnano il 50% di velocità aggiuntiva quando hanno più del 50% della salute massima.

|cFFFFFFFFDanni subiti|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% dalle abilità Magiche
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% dalle abilità Bestiali",618976,2,0,0,6
240,Acquatica,"|cFFFFFFFFPassivo: Purezza|r
Gli effetti periodici dannosi sulle mascotte Acquatiche si riducono del 50%.

Gli effetti periodici dannosi inflitti dalle mascotte Acquatiche sono aumentati del 25%.

|cFFFFFFFFDanni subiti|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% dalle abilità Volanti
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% dalle abilità Non Morte",618981,8,0,0,10
241,Elementale,"|cFFFFFFFFPassivo:|r
Le mascotte Elementali ignorano gli effetti ambientali dannosi. Le mascotte avversarie continuano a beneficiare degli effetti ambientali benefici.

|cFFFFFFFFDanni subiti|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% dalle abilità Acquatiche
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% dalle abilità Meccaniche",618975,6,0,0,6
242,Non Morta,"|cFFFFFFFFPassivo:|r
Le mascotte Non Morte possono tornare in vita immortali per un turno, quando vengono uccise, ma infliggono danni ridotti del 25%.

|cFFFFFFFFDanni subiti|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% dalle abilità Animali
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% dalle abilità Dragoidi",618980,3,0,0,6
243,Magica,"|cFFFFFFFFPassivo:|r
Le mascotte Magiche non possono subire danni superiori al 35% della propria salute massima in un singolo attacco.

|cFFFFFFFFDanni subiti|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% dalle abilità Dragoidi
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% dalle abilità Acquatiche",618978,5,0,0,6
244,Meccanica,"|cFFFFFFFFPassivo:|r
Le mascotte Meccaniche possono tornare in vita con il 20% di salute una volta per scontro.

|cFFFFFFFFDanni subiti|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% dalle abilità Elementali
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% dalle abilità Magiche",618979,9,0,0,6
245,Dragoide,"|cFFFFFFFFPassivo:|r
Le mascotte Dragoidi infliggono il 50% di danni aggiuntivi al turno successivo quando il nemico raggiunge il 50% di salute restante.

|cFFFFFFFFDanni subiti|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% dalle abilità Umanoidi
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% dalle abilità Volanti",618974,1,0,0,6
246,Letargo,"In letargo.
Salute crescente rigenerata a ogni turno.",132156,-1,0,45,2
247,Letargo,"Va in letargo, rigenerando [StandardHealing(1,1,246)] salute al primo turno, [StandardHealing(2,1,246)] salute al secondo turno e [StandardHealing(3,1, 246)] salute al terzo turno.

Non è possibile cambiare mascotte finché Letargo non termina.",132156,7,5,0,2
248,Immobilizzata,Questa mascotte non può essere sostituita.,136091,-1,0,166,3
