ID,ContainerName_lang,ContainerDescription_lang,MinAmount,MaxAmount,ContainerIconID,ContainerQuality,OnLootSpellVisualKitID,CurrencyTypeID
208,8 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
209,9 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
210,10 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
211,11 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
212,12 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
213,13 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
214,14 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
215,15 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
216,16 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
217,17 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
218,18 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
219,19 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
220,20 Emblemi Onirici del Draghetto,"Ottenuto da molte attività esterne, da Amirdrassil in modalità Ricerca delle Incursioni e dalle spedizioni Mitiche+ fino a +5 durante la Stagione 3 di Dragonflight.",500,500,5309872,3,0,2715
221,1 Emblema Onirico del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
222,2 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
223,3 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
224,4 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
225,5 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
226,6 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
227,7 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
228,8 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
229,9 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
230,10 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
231,11 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
232,12 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
233,13 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
234,14 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
235,15 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
236,16 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
237,17 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
238,18 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
239,19 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
240,20 Emblemi Onirici del Draco,"Ottenuto da alcune attività esterne, da Amirdrassil in modalità Normale e dalle spedizioni Mitiche+ da +6 a +10 durante la Stagione 3 di Dragonflight.",500,500,5309870,4,0,2716
241,15 Emblemi Onirici del Dragone,Ottenuto da Amirdrassil in modalità Eroica e dalle spedizioni Mitiche+ da +11 a +15 durante la Stagione 3 di Dragonflight.,500,500,5309874,4,0,2717
242,5 Emblemi Onirici del Dragone,Ottenuto da Amirdrassil in modalità Eroica e dalle spedizioni Mitiche+ da +11 a +15 durante la Stagione 3 di Dragonflight.,500,500,5309874,4,0,2717
243,15 Emblemi Onirici dell'Aspetto,Ottenuto da Amirdrassil in modalità Mitica e dalle spedizioni Mitiche+ da +16 in poi durante la Stagione 3 di Dragonflight.,500,500,5309868,4,0,2718
244,5 Emblemi Onirici dell'Aspetto,Ottenuto da Amirdrassil in modalità Mitica e dalle spedizioni Mitiche+ da +16 in poi durante la Stagione 3 di Dragonflight.,500,500,5309868,4,0,2718
245,Encomio dei Custodi del Sogno,Aumenta di %d la reputazione con i Custodi del Sogno.,1,1000000,5244643,3,0,2652
246,Conoscenza da Archivista,Aumenta di %d la reputazione con gli Archivi Azerothiani.,1,1000000,5315246,3,0,2819
248,Encomio del Concilio di Dornogal,Aumenta la reputazione con il Concilio di Dornogal di %d.,1,1000000,5891369,3,0,2897
249,Encomio dei Fili Recisi,Aumenta la reputazione con i Fili Recisi di %d.,1,1000000,5891370,3,0,2903
250,Encomio del Visir,Aumenta la reputazione con il Visir di %d.,1,1000000,5862763,3,0,3004
251,Encomio della Tessitrice,Aumenta la reputazione con la Tessitrice di %d.,1,1000000,5862764,3,0,3002
252,Encomio del Generale,Aumenta la reputazione con il Generale di %d.,1,1000000,5862762,3,0,3003
253,Encomio degli Arathi dei Precipizi Sacri,Aumenta la reputazione con gli Arathi dei Precipizi Sacri di %d.,1,1000000,5891368,3,0,2899
254,Encomio dell'Adunanza delle Profondità,Aumenta la reputazione con l'Adunanza delle Profondità di %d.,1,1000000,5891367,3,0,2902
257,Encomio dei Cartelli di Cavafonda,Aumenta la reputazione con i Cartelli di Cavafonda di %d.,1,1000000,6252691,3,0,3118
258,Encomio del Cartello degli Acqualorda,Aumenta la reputazione con il Cartello degli Acqualorda di %d.,1,1000000,6439627,3,0,3169
259,Encomio del Cartello degli Acquanera,Aumenta la reputazione con il Cartello degli Acquanera di %d.,1,1000000,6439628,3,0,3171
260,Encomio del Cartello degli Spargifumo,Aumenta la reputazione con il Cartello degli Spargifumo di %d.,1,1000000,6439630,3,0,3173
261,Encomio della S.P.R. & Co.,Aumenta di %d la reputazione con la S.P.R. & Co.,1,1000000,6439631,3,0,3176
262,Encomio delle Soluzioni Micciascura,Aumenta di %d la reputazione con le Soluzioni Micciascura.,1,1000000,6439629,3,0,3177
265,Encomio delle Soluzioni Micciascura,Aumenta di %d la reputazione con le Soluzioni Micciascura.,1,1000000,6439629,3,0,3178
268,Encomio dei Cartelli dei Goblin,Aumenta la reputazione con un Cartello dei Goblin alleato di %d.,1,1000000,463874,3,0,3221
