ID,EffectDescription_lang,AuraDescription_lang,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
42,Infligge danni da ombra a un nemico ogni $t@effectindex s per $d.,Danni da ombra inflitti ogni $t@effectindex s.,6,70,1,3,32,50,50
43,Infligge danni fisici a un nemico.,,31,0,1,3,1,50,50
44,Infligge danni da sacro a un nemico.,,31,0,1,3,2,50,50
45,Infligge danni da fuoco a un nemico.,,31,0,1,3,4,50,50
46,Infligge danni da natura a un nemico.,,31,0,1,3,8,50,50
47,Infligge danni da gelo a un nemico.,,31,0,1,3,16,50,50
48,Infligge danni da ombra a un nemico.,,31,0,1,3,32,50,50
49,Infligge danni da arcano a un nemico.,,31,0,1,3,64,50,50
50,Infligge danni da caos a un nemico.,,31,0,1,3,127,50,50
51,Infligge danni fisici a un nemico ogni $t@effectindex s per $d.,Danni fisici inflitti ogni $t@effectindex s.,6,70,1,3,1,50,50
52,Infligge danni da sacro a un nemico ogni $t@effectindex s per $d.,Danni da sacro inflitti ogni $t@effectindex s.,6,70,1,3,2,50,50
53,Infligge danni da fuoco a un nemico ogni $t@effectindex s per $d.,Danni da fuoco inflitti ogni $t@effectindex s.,6,70,1,3,4,50,50
54,Infligge danni da natura a un nemico ogni $t@effectindex s per $d.,Danni da natura inflitti ogni $t@effectindex s.,6,70,1,3,8,50,50
55,Infligge danni da gelo a un nemico ogni $t@effectindex s per $d.,Danni da gelo inflitti ogni $t@effectindex s.,6,70,1,3,16,50,50
56,Infligge danni da arcano a un nemico ogni $t@effectindex s per $d.,Danni da arcano inflitti ogni $t@effectindex s.,6,70,1,3,64,50,50
57,Infligge danni da caos a un nemico ogni $t@effectindex s per $d.,Danni da caos inflitti ogni $t@effectindex s.,6,70,1,3,127,50,50
58,Infligge $s@effectindex danni fisici a un nemico ogni $t@effectindex s per $d.,$s@effectindex danni fisici inflitti ogni $t@effectindex s.,6,3,1,1,1,50,50
59,Infligge $s@effectindex danni da sacro a un nemico ogni $t@effectindex s per $d.,$s@effectindex danni da sacro inflitti ogni $t@effectindex s.,6,3,1,1,2,50,50
60,Infligge $s@effectindex danni da fuoco a un nemico ogni $t@effectindex s per $d.,$s@effectindex danni da fuoco inflitti ogni $t@effectindex s.,6,3,1,1,4,50,50
61,Infligge $s@effectindex danni da natura a un nemico ogni $t@effectindex s per $d.,$s@effectindex danni da natura inflitti ogni $t@effectindex s.,6,3,1,1,8,50,50
62,Infligge $s@effectindex danni da gelo a un nemico ogni $t@effectindex s per $d.,$s@effectindex danni da gelo inflitti ogni $t@effectindex s.,6,3,1,1,16,50,50
63,Infligge $s@effectindex danni da ombra a un nemico ogni $t@effectindex s per $d.,$s@effectindex danni da ombra inflitti ogni $t@effectindex s.,6,3,1,1,32,50,50
64,Infligge $s@effectindex danni da arcano a un nemico ogni $t@effectindex s per $d.,$s@effectindex danni da arcano inflitti ogni $t@effectindex s.,6,3,1,1,64,50,50
65,Infligge $s@effectindex danni da caos a un nemico ogni $t@effectindex s per $d.,$s@effectindex danni da caos inflitti ogni $t@effectindex s.,6,3,1,1,127,50,50
66,Infligge danni fisici a un nemico ogni $t@effectindex s per $d.,Danni fisici inflitti ogni $t@effectindex s.,6,70,1,1,1,50,50
67,Infligge danni da sacro a un nemico ogni $t@effectindex s per $d.,Danni da sacro inflitti ogni $t@effectindex s.,6,70,1,1,2,50,50
68,Infligge danni da fuoco a un nemico ogni $t@effectindex s per $d.,Danni da fuoco inflitti ogni $t@effectindex s.,6,70,1,1,4,50,50
69,Infligge danni da natura a un nemico ogni $t@effectindex s per $d.,Danni da natura inflitti ogni $t@effectindex s.,6,70,1,1,8,50,50
70,Infligge danni da gelo a un nemico ogni $t@effectindex s per $d.,Danni da gelo inflitti ogni $t@effectindex s.,6,70,1,1,16,50,50
71,Infligge danni da arcano a un nemico ogni $t@effectindex s per $d.,Danni da arcano inflitti ogni $t@effectindex s.,6,70,1,1,64,50,50
72,Infligge danni da caos a un nemico ogni $t@effectindex s per $d.,Danni da caos inflitti ogni $t@effectindex s.,6,70,1,1,127,50,50
83,Rigenera il $s@effectindex% della salute massima dell'incantatore ogni $t@effectindex s per $d.,$s@effectindex% della salute massima rigenerata ogni $t@effectindex s.,6,20,1,1,0,0,0
85,Rigenera il $s@effectindex% della salute massima dell'incantatore.,,136,0,1,1,0,0,0
91,Interrompe il lancio d'incantesimi di tutti i nemici entro $A@effectindex m per $d.,,68,0,0,7,0,30,0
92,Interrompe il lancio d'incantesimi di un nemico per $d.,,68,0,1,3,1,30,0
93,"Silenzia un nemico, impedendogli di lanciare incantesimi per $d.",Impossibile lanciare incantesimi.,6,27,0,3,0,30,0
94,Riduce la velocità d'attacco e di lancio d'incantesimi del $s@effectindex% per $d.,Velocità d'attacco e di lancio d'incantesimi ridotte del $s@effectindex%.,6,193,2,3,0,0,0
96,Respinge indietro un nemico.,,98,0,1,3,0,0,0
97,Circonda l'incantatore con uno scudo che dura $d e può assorbire fino a $s@effectindex danni subiti.,$s@effectindex danni subiti assorbiti.,6,69,1,1,127,0,0
98,Circonda l'incantatore con uno scudo che dura $d e può assorbire fino a $s@effectindex danni fisici subiti.,$s@effectindex danni fisici subiti assorbiti.,6,69,1,1,1,0,0
99,Circonda l'incantatore con uno scudo che dura $d e può assorbire fino a $s@effectindex danni da sacro subiti.,$s@effectindex danni da sacro subiti assorbiti.,6,69,1,1,2,0,0
100,Circonda l'incantatore con uno scudo che dura $d e può assorbire fino a $s@effectindex danni da fuoco subiti.,$s@effectindex danni da fuoco subiti assorbiti.,6,69,1,1,4,0,0
101,Circonda l'incantatore con uno scudo che dura $d e può assorbire fino a $s@effectindex danni da natura subiti.,$s@effectindex danni da natura subiti assorbiti.,6,69,1,1,8,0,0
102,Circonda l'incantatore con uno scudo che dura $d e può assorbire fino a $s@effectindex danni da gelo subiti.,$s@effectindex danni da gelo subiti assorbiti.,6,69,1,1,16,0,0
103,Circonda l'incantatore con uno scudo che dura $d e può assorbire fino a $s@effectindex danni da ombra subiti.,$s@effectindex danni da ombra subiti assorbiti.,6,69,1,1,32,0,0
104,Circonda l'incantatore con uno scudo che dura $d e può assorbire fino a $s@effectindex danni da arcano subiti.,$s@effectindex danni da arcano subiti assorbiti.,6,69,1,1,64,0,0
105,Aumenta la velocità d'attacco e di lancio d'incantesimi dell'incantatore del $s@effectindex% per $d.,Velocità d'attacco e di lancio d'incantesimi aumentate del $s@effectindex%.,6,193,1,1,0,10,0
106,Riduce la velocità d'attacco e di lancio d'incantesimi del $s@effectindex% per $d.,Velocità d'attacco e di lancio d'incantesimi ridotte del $s@effectindex%.,6,193,2,1,0,0,0
107,Riduce la velocità di movimento del $s@effectindex%.,Velocità di movimento ridotta del $s@effectindex%.,6,33,1,1,0,0,0
108,Infligge danni fisici a tutti i nemici entro $A@effectindex m dal punto d'impatto.,,31,0,1,5,1,50,50
109,Infligge danni da sacro a tutti i nemici entro $A@effectindex m dal punto d'impatto.,,31,0,1,5,2,50,50
110,Infligge danni da fuoco a tutti i nemici entro $A@effectindex m dal punto d'impatto.,,31,0,1,5,4,50,50
111,Infligge danni da natura a tutti i nemici entro $A@effectindex m dal punto d'impatto.,,31,0,1,5,8,50,50
112,Infligge danni da gelo a tutti i nemici entro $A@effectindex m dal punto d'impatto.,,31,0,1,5,16,50,50
113,Infligge danni da ombra a tutti i nemici entro $A@effectindex m dal punto d'impatto.,,31,0,1,5,32,50,50
114,Infligge danni da arcano a tutti i nemici entro $A@effectindex m dal punto d'impatto.,,31,0,1,5,64,50,50
115,Infligge danni da caos a tutti i nemici entro $A@effectindex m dal punto d'impatto.,,31,0,1,5,127,50,50
116,Aumenta la velocità di movimento dell'incantatore del $s@effectindex% per $d.,Velocità di movimento aumentata del $s@effectindex%.,6,31,1,1,0,10,0
118,Respinge indietro tutti i nemici entro $A@effectindex m dal punto d'impatto.,,98,0,1,5,0,0,0
119,Infligge danni fisici a tutti i nemici entro $A@effectindex m.,,31,0,1,7,1,50,50
120,Infligge danni da sacro a tutti i nemici entro $A@effectindex m.,,31,0,1,7,2,50,50
121,Infligge danni da fuoco a tutti i nemici entro $A@effectindex m.,,31,0,1,7,4,50,50
122,Infligge danni da natura a tutti i nemici entro $A@effectindex m.,,31,0,1,7,8,50,50
123,Infligge danni da gelo a tutti i nemici entro $A@effectindex m.,,31,0,1,7,16,50,50
124,Infligge danni da ombra a tutti i nemici entro $A@effectindex m.,,31,0,1,7,32,50,50
125,Infligge danni da arcano a tutti i nemici entro $A@effectindex m.,,31,0,1,7,64,50,50
126,Infligge danni da caos a tutti i nemici entro $A@effectindex m.,,31,0,1,7,127,50,50
127,Riduce la velocità di movimento di tutti i nemici entro $A@effectindex m del $s@effectindex% per $d.,Velocità di movimento ridotta del $s@effectindex%.,6,33,1,7,0,10,0
128,Infligge danni fisici a tutti i nemici frontali.,,31,0,1,9,1,50,50
129,Infligge danni da fuoco a tutti i nemici frontali.,,31,0,1,9,4,50,50
130,Aumenta i danni inflitti dall'incantatore del $s@effectindex%.,Danni inflitti aumentati del $s@effectindex%.,6,79,1,1,127,30,30
131,Riduce l'armatura di un nemico del $s@effectindex% per $d.,Armatura ridotta del $s@effectindex%.,6,101,2,3,1,0,0
132,Infligge danni fisici a tutti i nemici entro $A@effectindex m.,,165,0,1,7,1,50,50
136,Infligge $s@effectindex danni da ombra a tutti i nemici frontali.,,2,0,1,9,32,50,50
137,Infligge $s@effectindex danni fisici a tutti i nemici frontali.,,2,0,1,9,1,50,50
138,Infligge $s@effectindex danni da fuoco a tutti i nemici frontali.,,2,0,1,9,4,50,50
139,Infligge $s@effectindex danni da sacro a tutti i nemici frontali.,,2,0,1,9,2,50,50
140,Infligge $s@effectindex danni da natura a tutti i nemici frontali.,,2,0,1,9,8,50,50
141,Infligge $s@effectindex danni da gelo a tutti i nemici frontali.,,2,0,1,9,16,50,50
142,Infligge $s@effectindex danni da arcano a tutti i nemici frontali.,,2,0,1,9,64,50,50
143,Infligge $s@effectindex danni da caos a tutti i nemici frontali.,,2,0,1,9,127,50,50
144,Aumenta i danni fisici subiti da un nemico del $s@effectindex% per $d.,Danni fisici subiti aumentati del $s@effectindex%.,6,87,1,3,1,0,0
145,Aumenta i danni da sacro subiti da un nemico del $s@effectindex% per $d.,Danni da sacro subiti aumentati del $s@effectindex%.,6,87,1,3,2,0,0
146,Aumenta i danni da fuoco subiti da un nemico del $s@effectindex% per $d.,Danni da fuoco subiti aumentati del $s@effectindex%.,6,87,1,3,4,0,0
147,Aumenta i danni da natura subiti da un nemico del $s@effectindex% per $d.,Danni da natura subiti aumentati del $s@effectindex%.,6,87,1,3,8,0,0
148,Aumenta i danni da gelo subiti da un nemico del $s@effectindex% per $d.,Danni da gelo subiti aumentati del $s@effectindex%.,6,87,1,3,16,0,0
149,Aumenta i danni da ombra subiti da un nemico del $s@effectindex% per $d.,Danni da ombra subiti aumentati del $s@effectindex%.,6,87,1,3,32,0,0
150,Aumenta i danni da arcano subiti da un nemico del $s@effectindex% per $d.,Danni da arcano subiti aumentati del $s@effectindex%.,6,87,1,3,64,0,0
151,Aumenta i danni subiti da un nemico del $s@effectindex% per $d.,Danni subiti aumentati del $s@effectindex%.,6,87,1,3,127,0,0
152,Aumenta i danni fisici subiti da tutti i nemici entro $A@effectindex m del $s@effectindex% per $d.,Danni fisici subiti aumentati del $s@effectindex%.,6,87,1,7,1,0,0
153,Aumenta i danni da sacro subiti da tutti i nemici entro $A@effectindex m del $s@effectindex% per $d.,Danni da sacro subiti aumentati del $s@effectindex%.,6,87,1,7,2,0,0
154,Aumenta i danni da fuoco subiti da tutti i nemici entro $A@effectindex m del $s@effectindex% per $d.,Danni da fuoco subiti aumentati del $s@effectindex%.,6,87,1,7,4,0,0
155,Aumenta i danni da natura subiti da tutti i nemici entro $A@effectindex m del $s@effectindex% per $d.,Danni da natura subiti aumentati del $s@effectindex%.,6,87,1,7,8,0,0
156,Aumenta i danni da gelo subiti da tutti i nemici entro $A@effectindex m del $s@effectindex% per $d.,Danni da gelo subiti aumentati del $s@effectindex%.,6,87,1,7,16,0,0
157,Aumenta i danni da ombra subiti da tutti i nemici entro $A@effectindex m del $s@effectindex% per $d.,Danni da ombra subiti aumentati del $s@effectindex%.,6,87,1,7,32,0,0
158,Aumenta i danni da arcano subiti da tutti i nemici entro $A@effectindex m del $s@effectindex% per $d.,Danni da arcano subiti aumentati del $s@effectindex%.,6,87,1,7,64,0,0
159,Aumenta i danni subiti da tutti i nemici entro $A@effectindex m del $s@effectindex% per $d.,Danni subiti aumentati del $s@effectindex%.,6,87,1,7,127,0,0
160,Carica un nemico.,,96,0,0,3,0,1,0
161,Carica un nemico.,,149,0,0,3,0,1,0
162,Carica un nemico.,,149,0,0,0,0,1,0
163,Infligge danni da caos a tutti i nemici frontali.,,31,0,1,9,127,50,50
164,Infligge danni da arcano a tutti i nemici frontali.,,31,0,1,9,64,50,50
165,Infligge danni da gelo a tutti i nemici frontali.,,31,0,1,9,16,50,50
166,Infligge danni da natura a tutti i nemici frontali.,,31,0,1,9,8,50,50
167,Infligge danni da sacro a tutti i nemici frontali.,,31,0,1,9,2,50,50
170,Infligge danni da ombra a tutti i nemici frontali.,,31,0,1,9,32,50,50
171,Respinge indietro tutti i nemici frontali.,,98,0,1,9,0,0,0
172,Aumenta i danni inflitti da tutti gli alleati entro $A@effectindex m del $s@effectindex%.,Danni inflitti aumentati del $s@effectindex%.,6,79,1,6,127,30,30
173,Riduce la velocità di movimento di tutti i nemici entro $A@effectindex m del $s@effectindex% per $d.,Velocità di movimento ridotta del $s@effectindex%.,6,33,2,7,0,0,0
174,Riduce la velocità di movimento del bersaglio del $s@effectindex% per $d.,Velocità di movimento ridotta del $s@effectindex%.,6,33,1,3,0,0,0
175,Riduce i danni inflitti da un nemico del $s@effectindex% per $d.,Danni inflitti ridotti del $s@effectindex%.,6,79,2,3,127,20,20
176,"Prosciuga la salute del bersaglio ogni $t@effectindex s, trasferendola all'incantatore.",Salute prosciugata ogni $t@effectindex s.,6,53,1,3,0,0,0
177,Riduce le cure ricevute da tutti i nemici in un cono frontale del $s@effectindex% per $d.,Cure ricevute ridotte del $s@effectindex%.,6,118,2,9,127,0,0
178,Infligge danni da ombra a tutti i nemici in un cono frontale.,,165,0,1,9,32,50,50
179,Infligge danni da natura a tutti i nemici entro $A@effectindex m.,,165,0,1,7,8,50,50
180,"Silenzia tutti i nemici entro $A@effectindex m, impedendo loro di lanciare incantesimi per $d.",Impossibile lanciare incantesimi.,6,27,0,7,0,0,0
181,Riduce i danni subiti dall'incantatore del $s@effectindex% per $d.,Danni subiti ridotti del $s@effectindex%.,6,87,2,1,127,0,0
182,Teletrasporta su una posizione.,,252,0,0,1,0,0,0
183,Infligge danni fisici pari al $s@effectindex% della salute massima a un nemico ogni $t@effectindex s per $d.,Danni fisici subiti pari al $s@effectindex% della salute massima ogni $t@effectindex s.,6,89,1,1,1,20,20
184,Infligge danni da sacro pari al $s@effectindex% della salute massima a un nemico ogni $t@effectindex s per $d.,Danni da sacro subiti pari al $s@effectindex% della salute massima ogni $t@effectindex s.,6,89,1,1,2,20,20
185,Infligge danni da fuoco pari al $s@effectindex% della salute massima a un nemico ogni $t@effectindex s per $d.,Danni da fuoco subiti pari al $s@effectindex% della salute massima ogni $t@effectindex s.,6,89,1,1,4,20,20
186,Infligge danni da natura pari al $s@effectindex% della salute massima a un nemico ogni $t@effectindex s per $d.,Danni da natura subiti pari al $s@effectindex% della salute massima ogni $t@effectindex s.,6,89,1,1,8,20,20
187,Infligge danni da gelo pari al $s@effectindex% della salute massima a un nemico ogni $t@effectindex s per $d.,Danni da gelo subiti pari al $s@effectindex% della salute massima ogni $t@effectindex s.,6,89,1,1,16,20,20
188,Infligge danni da ombra pari al $s@effectindex% della salute massima a un nemico ogni $t@effectindex s per $d.,Danni da ombra subiti pari al $s@effectindex% della salute massima ogni $t@effectindex s.,6,89,1,1,32,20,20
189,Infligge danni da arcano pari al $s@effectindex% della salute massima a un nemico ogni $t@effectindex s per $d.,Danni da arcano subiti pari al $s@effectindex% della salute massima ogni $t@effectindex s.,6,89,1,1,64,20,20
190,Infligge danni da caos pari al $s@effectindex% della salute massima a un nemico ogni $t@effectindex s per $d.,Danni da caos subiti pari al $s@effectindex% della salute massima ogni $t@effectindex s.,6,89,1,1,127,20,20
291,Aumenta i danni subiti da tutti i nemici entro $A@effectindex m dal punto d'impatto del $s@effectindex% per $d.,Danni subiti aumentati del $s@effectindex%.,6,87,1,5,127,10,10
292,Aumenta i danni da arcano subiti da tutti i nemici entro $A@effectindex m dal punto d'impatto del $s@effectindex% per $d.,Danni da arcano subiti aumentati del $s@effectindex%.,6,87,1,5,64,10,10
293,Aumenta i danni da ombra subiti da tutti i nemici entro $A@effectindex m dal punto d'impatto del $s@effectindex% per $d.,Danni da ombra subiti aumentati del $s@effectindex%.,6,87,1,5,32,10,10
294,Aumenta i danni da gelo subiti da tutti i nemici entro $A@effectindex m dal punto d'impatto del $s@effectindex% per $d.,Danni da gelo subiti aumentati del $s@effectindex%.,6,87,1,5,16,10,10
295,Aumenta i danni da natura subiti da tutti i nemici entro $A@effectindex m dal punto d'impatto del $s@effectindex% per $d.,Danni da natura subiti aumentati del $s@effectindex%.,6,87,1,5,8,10,10
296,Aumenta i danni da fuoco subiti da tutti i nemici entro $A@effectindex m dal punto d'impatto del $s@effectindex% per $d.,Danni da fuoco subiti aumentati del $s@effectindex%.,6,87,1,5,4,10,10
297,Aumenta i danni da sacro subiti da tutti i nemici entro $A@effectindex m dal punto d'impatto del $s@effectindex% per $d.,Danni da sacro subiti aumentati del $s@effectindex%.,6,87,1,5,2,10,10
298,Aumenta i danni fisici subiti da tutti i nemici entro $A@effectindex m dal punto d'impatto del $s@effectindex% per $d.,Danni fisici subiti aumentati del $s@effectindex%.,6,87,1,5,1,10,10
299,Aumenta i danni inflitti da tutti i nemici entro $A@effectindex m del $s@effectindex% per $d.,Danni inflitti aumentati del $s@effectindex%.,6,79,1,7,127,30,30
300,Aumenta i danni inflitti da un nemico del $s@effectindex% per $d.,Danni inflitti aumentati del $s@effectindex%.,6,79,1,3,127,30,30
301,Infligge danni da furiaincanto a un nemico.,,31,0,1,3,65,50,50
302,Infligge danni da fuoco ai nemici entro $A@effectindex m dal punto d'impatto.,,165,0,1,5,4,50,50
303,Infligge danni da fuoco a tutti i nemici entro $A@effectindex m dal punto d'impatto ogni $t@effectindex s per $d.,Danni da fuoco inflitti ogni $t@effectindex s.,6,70,1,5,4,50,50
304,Riduce la velocità di movimento del bersaglio del $s@effectindex% per $d.,Velocità di movimento ridotta del $s@effectindex%.,6,33,2,3,0,0,0
305,Rigenera il $s@effectindex% della salute massima dell'incantatore e di tutti gli alleati entro $A@effectindex m ogni $t@effectindex s per $d.,$s@effectindex% della salute massima rigenerata ogni $t@effectindex s.,6,20,1,4,0,0,0
306,Rigenera il $s@effectindex% della salute massima dell'incantatore e di tutti gli alleati entro $A@effectindex m ogni $t@effectindex s per $d.,$s@effectindex% della salute massima rigenerata ogni $t@effectindex s.,6,20,1,6,0,0,0
308,Infligge danni da natura a tutti i nemici entro $A@effectindex m.,,2,0,1,4,8,50,50
309,Infligge danni da ombra a tutti i nemici entro $A@effectindex m ogni $t@effectindex s per $d.,Danni da ombra inflitti ogni $t@effectindex s.,6,70,1,7,32,50,50
310,Infligge danni da natura a tutti i nemici entro $A@effectindex m ogni $t@effectindex s per $d.,Danni da natura inflitti ogni $t@effectindex s.,6,70,1,7,8,50,50
321,Fa fuggire il bersaglio in preda al terrore per $d.,Fuga in preda al terrore.,6,407,0,3,0,0,0
322,Aumenta la velocità di moviimento del $s@effectindex% per tutti gli alleati entro $A@effectindex m. Dura $d.,Velocità di movimento aumentata del $s@effectindex%.,6,31,1,6,0,0,0
326,test,test,244,0,0,0,0,2,0
327,Disorienta il bersaglio per $d.,Disorientato.,6,5,0,3,0,0,0
329,Infligge $s@effectindex danni da ombra a tutti i nemici entro $A@effectindex m dall'incantatore ogni $t@effectindex s per $d.,$s@effectindex danni da ombra inflitti ogni $t@effectindex s.,6,3,1,7,32,50,50
330,Infligge $s@effectindex danni da fuoco a un nemico.,,2,0,1,1,4,50,50
331,Infligge danni da furiaincanto.,,2,0,1,1,65,50,50
332,Infligge $s@effectindex danni da ombra a un nemico.,,2,0,1,1,32,50,50
333,Infligge danni fisici.,,2,0,1,1,1,50,50
334,Infligge danni da natura.,,2,0,1,1,8,50,50
335,Infligge danni da sacro.,,2,0,1,1,2,50,50
336,Infligge $s@effectindex danni da gelo a un nemico.,,2,0,1,1,16,50,50
337,Infligge danni da caos.,,2,0,1,1,127,50,50
338,Infligge danni da arcano.,,2,0,1,1,64,50,50
339,Infligge danni da ombra a tutti i nemici frontali ogni $t@effectindex s per $d.,Danni da ombra inflitti ogni $t@effectindex s.,6,70,1,9,32,50,50
340,Infligge danni fisici a tutti i nemici frontali ogni $t@effectindex s per $d.,Danni fisici inflitti ogni $t@effectindex s.,6,70,1,9,1,50,50
341,Infligge danni da natura a tutti i nemici frontali ogni $t@effectindex s per $d.,Danni da natura inflitti ogni $t@effectindex s.,6,70,1,9,8,50,50
342,Infligge danni da sacro a tutti i nemici frontali ogni $t@effectindex s per $d.,Danni da sacro inflitti ogni $t@effectindex s.,6,70,1,9,2,50,50
343,Infligge danni da gelo a tutti i nemici frontali ogni $t@effectindex s per $d.,Danni da gelo inflitti ogni $t@effectindex s.,6,70,1,9,16,50,50
344,Infligge danni da fuoco a tutti i nemici frontali ogni $t@effectindex s per $d.,Danni da fuoco inflitti ogni $t@effectindex s.,6,70,1,9,4,50,50
345,Infligge danni da caos a tutti i nemici frontali ogni $t@effectindex s per $d.,Danni da caos inflitti ogni $t@effectindex s.,6,70,1,9,127,50,50
346,Infligge danni da arcano a tutti i nemici frontali ogni $t@effectindex s per $d.,Danni da arcano inflitti ogni $t@effectindex s.,6,70,1,9,64,50,50
347,Disorienta tutti i nemici frontali per $d.,Disorientato.,6,5,0,9,0,0,0
348,Disorienta tutti i nemici entro $A@effectindex m dal punto d'impatto per $d.,Disorientato.,6,5,0,5,0,0,0
349,Respinge indietro un nemico.,,98,0,1,1,0,0,0
350,"Stordisce tutti i nemici frontali, impedendo loro di muoversi e attaccare per $d.",Stordito.,6,12,0,9,0,0,0
351,Immobilizza tutti i nemici frontali per $d.,Immobilizzato.,6,26,0,9,0,20,0
352,Immobilizza tutti i nemici entro $A@effectindex m dal punto d'impatto per $d.,Immobilizzato.,6,26,0,5,0,20,0
353,Immobilizza tutti i nemici entro $A@effectindex m dall'incantatore per $d.,Immobilizzato.,6,26,0,7,0,20,0
354,Infligge danni da natura a tutti i nemici entro $A@effectindex m dal punto d'impatto ogni $t@effectindex s per $d.,Danni da natura inflitti ogni $t@effectindex s.,6,70,1,5,8,50,50
355,Infligge danni fisici a tutti i nemici entro $A@effectindex m dal punto d'impatto ogni $t@effectindex s per $d.,Danni fisici inflitti ogni $t@effectindex s.,6,70,1,5,1,50,50
