ID,OverrideNameString_lang,SlotMask,ItemNameDescriptionID
191,Paramani delle Braci Radiose,1024,13853
192,Stivali delle Stagioni Abbondanti,256,13861
193,Elmo del Patto di Bwonsamdi,2,13862
195,Bracciali della Parola d'Ombra: Manipolazione,512,13863
197,Fusciacca degli Elementi Scheggiati,64,13867
198,Armatura Inanellata del Condotto Elementale,32,13869
199,Gambiere della Scheggia dell'Annientamento,128,13871
200,Calzature delle Anime Decadenti,256,13872
201,Copricapo dell'Esplosione Perpetua Contenuta,2,13873
202,Guanti degli Inseguitori d'Anime,1024,13874
203,Guanti Lunghi delle Munizioni Magistrali,512,13875
204,Collana dei Frammenti delle Corna Antiche,4,13876
205,Stivali di Frammenti Taglienti,256,13877
206,Veste della Copiosità,32,13866
207,Paramani dell'Abominio,1024,13832
208,Cotta del Trasferimento Dilagante,32,13833
209,Fasce dell'Armonia dei Silfi,1024,13881
210,Chestplate of Test 1 Override,32,13882
211,Chest of Test 2 Override,32,13883
213,Three-pronged Defender (DNT),4,13588
218,Calzari del Vespro Furioso,256,13884
219,Bracciali Leggeri degli Insegnamenti Sinistri,512,13885
220,Vera degli Insegnamenti Sinistri,2048,13885
222,Coprispalle dell'Armonia delle Sfere,8,13887
223,Gambiere dell'Armonia delle Sfere,128,13887
224,Anello dell'Ordine Pallido,2048,13888
225,Grancalzari dell'Ordine Pallido,256,13888
226,Cotta della Spira Letale,32,13663
227,Gambali Corazzati della Mostruosità,128,13665
228,Cintura Foderata della Rianimazione,64,13666
229,Vera Vampirica,2048,13668
230,Spallacci Foderati della Runa Cremisi,8,13669
231,Bracciali Foderati dello Zero Assoluto,512,13673
232,Stivali da Guerra della Stretta Imperitura,256,13675
233,Talismano del Cielo Fuso,4,13679
234,Spalletti del Gelo Profondo,8,13682
235,Bracciali Leggeri del Comando Disciplinare,64,13684
236,Stivali del Potenziale Esteso,256,13685
237,Spalletti Ricamati dell'Armonia Arcana,8,13691
238,Coprispalle del Tempo Incisi,32,13692
239,Manette dell'Eletto Pazzo,64,13694
240,Devozione di Uther,4,13695
242,Scaglie dell'Inquisitore Implacabile,128,13709
243,Gambali Foderati della Rappresaglia,128,13713
244,Guanti Lunghi dello Spaccatuono,1024,13716
245,Parabraccia Corazzati dello Squilibrato,512,13720
246,Polsiere Foderate del Signore della Battaglia,512,13722
247,Grandelmo del Riverbero Sismico,2,13723
248,Cintura Foderata del Portapena,64,13742
249,Braccialetto Inciso dell'Angoscia Collettiva,512,13775
250,Spallacci Foderati del Mezzo-Gigante,8,13776
251,Fusciacca del Lumenero,64,13777
253,Guardaspalle del Signore della Rovina Caduto,8,13779
254,Fascione della Teoria del Caos,64,13780
255,Vilnucleo Erratico,2048,13781
256,Pendente del Vilbombardiere,4,13782
258,Avambracci Perduti del Profanatore,512,13784
259,Frusta di Vilfiamma Spiraleggiante,64,13785
260,Catene d'Anima Bruciate,512,13786
261,Fusciacca dell'Avvelenatore Tossico,64,13791
262,Gambiere da Allenamento della Famiglia Zoldyck,128,13796
263,Fede di Calcavespro,2048,13797
264,Fusciacca Fradicia di Pelleverde,64,13798
265,Braccialetto dell'Astuzia,512,13799
266,Coprispalle della Fluidità,8,13789
267,Avambracci del Fischietto dell'Uccello,512,13800
268,Atto Finale,32,13801
269,Visione Distorta di Akaari,2,13802
270,Conseguenza Marcia,128,13803
271,Polsiere delle Ombre Letali,64,13804
273,Spallacci Foderati Inestinguibili,8,13810
274,Presa Solenne dell'Angoscia Collettiva,512,13775
275,Abiti dell'Ora Più Oscura,128,13778
276,Spallacci Foderati del Vilbombardiere,8,13782
277,Fiammaeterna,0,13810
278,Medaglione della Fiamma Oscura Blasonato,4,13783
280,Ciclo del Caos Interminabile,64,13780
282,Coprispalle del Tramonto e dell'Alba,8,13697
283,Cintura Foderata del Trasferimento Dilagante,64,13833
284,Gambali Corazzati dell'Atto Finale,128,13834
285,Gambali Corazzati della Fame Insaziabile,128,13835
286,Cintura Foderata dell'Abominio,64,13832
287,Cintura Foderata della Gloria,64,13836
288,Elmo del Peccatore,2,13837
289,Fascione dell'Indulgenza Peccaminosa,64,13839
290,Manette dello Sciame Iracondo,512,13841
291,Talismano dell'Affinità tra Simili,4,13844
292,Gambiere degli Spiriti Celestiali,128,13846
293,Manette dello Sciame di Locuste,512,13841
294,Cintura Foderata della Lucidità Risonante,64,13851
295,Cintura Foderata della Risonanza Divina,64,13853
296,Paraspalle del Martellaccio Obbligato,8,13854
297,Guardaspalle del Massacro Fiammeggiante,8,13857
298,Bracciali delle Braci Radiose,512,13853
299,Gambiere delle Stagioni Abbondanti,128,13861
300,Fibbia del Patto di Bwonsamdi,64,13862
301,Bracciali del Patto di Bwonsamdi,512,13863
302,Paraspalle della Copiosità,8,13866
303,Amuleto degli Elementi Scheggiati,4,13867
304,Bracciali Leggeri della Conduttività Elementale,512,13869
305,Cintura di Schegge dell'Annientamento,64,13871
306,Mitene della Borsa d'Anime Decadente,1024,13872
307,Spallacci Foderati dell'Energia Esplosiva Perpetua,8,13873
308,Fusciacca dell'Inseguimento dell'Anima,64,13874
309,Cappuccio Inanellato delle Munizioni,2,13875
310,Gambali Foderati di Filo Spinato,128,13877
312,Polsiere Foderate dell'Abominio,512,13832
313,Cintura Foderata del Trasferimento Dilagante,64,13833
314,Fascione dell'Armonia dei Silfi,64,13881
315,Boots of Test 1 Override,256,13882
316,Ring 1 Test 2 Override,0,13883
317,dfg,16777216,13588
318,Test,131072,13588
319,Calzari del Vigore Elisio,256,13889
320,Gambiere Rinforzate del Vigore Elisio,128,13889
321,Cintura Foderata della Risonanza Divina,64,13890
322,Cotta della Risonanza Divina,32,13890
323,Talismano del Gelo Profondo,4,13682
324,Guanti dell'Incantatore,1024,13681
325,Gambali Foderati del Signore della Rovina,128,13809
326,Cintura Foderata della Runa Cremisi,64,13669
327,Pendente della Trappola di Nesingwary,4,13744
328,Vera delle Braci della Forgia dell'Anima,2048,13745
329,Schinieri del Predatore di Rylak,128,13750
330,Girocollo del Tramonto e dell'Alba,4,13697
331,Vera Intrisa di Sangue,2048,13792
332,Manto Macchiato di Sangue,65536,13795
333,Anello con Sigillo del Tremore Profondo,2048,13725
334,Bracciali Leggeri degli Elementi Profondi,512,13726
335,Coprispalle della Sinergia Demoniaca,8,13761
336,Calzari del Riverbero Sismico,256,13723
337,Vera dello Squilibrato,2048,13720
338,Mantello dell'Atto Finale,65536,13834
339,Pendente del Peccatore,4,13837
340,Anello del Martellaccio Obbligato,2048,13854
341,Manto del Massacro Fiammeggiante,65536,13857
342,Paramani del Patto di Bwonsamdi,1024,13862
343,Girocollo della Copiosità,0,13866
344,Talismano dell'Esplosione Perpetua,4,13873
