ID,Title_lang,GarrTypeID,ClassID,MaxTiers,UiOrder,Flags,UiTextureKitID,GarrTalentTreeType,PlayerConditionID,FeatureTypeIndex,FeatureSubtypeIndex,CurrencyID
485,Tattiche di Caccia degli Shikaar,111,0,4,0,0,5415,1,0,0,0,2003
486,Seleziona il tuo famiglio,111,0,2,0,0,5487,0,0,0,0,2003
487,Progresso col Clan Teerai,111,0,4,0,0,5419,1,0,0,0,0
488,Pesca dei Tuskarr,111,0,5,0,0,5415,1,0,0,0,0
489,Forniture per la Spedizione,111,0,6,0,0,5481,1,99463,0,0,2003
491,Equipaggiamento Gruppo di caccia,111,0,4,0,0,5487,0,0,0,0,2003
492,Arcano dell'Adunanza di Cobalto,111,0,1,0,0,0,1,0,0,0,2003
493,Arcano dell'Adunanza di Cobalto,111,0,4,0,0,5273,1,0,0,0,2003
495,Abilità di Rexxar,111,0,3,0,0,5273,0,0,0,0,0
496,Risveglio della Macchina,111,0,4,0,0,5555,1,0,0,0,2839
497,La Tessitrice,111,0,9,0,20,5273,0,0,0,0,0
498,Obelisco Terrigeno,111,0,1,0,0,5273,1,0,0,0,0
