Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
Dama Naz'jar,"Dama Naz'jar giocò un ruolo vitale nello scacciare i brutali Kvaldir da Vashj'ir, guadagnandosi i favori della Regina Azshara. In tempi recenti, Naz'jar ha capeggiato l'assalto contro Neptulon ed è riuscita a confinare il potente Signore Elementale nella sua stanza del trono.",0.50499004,0.21556878,101,65,1045,1,28310,323,0,0,-1
Comandante Ulthok,"Ulthok è un essere primordiale, inviato dagli Dei Antichi per aiutare Dama Naz'jar nell'invasione del Trono delle Maree. Dotato di sinistri poteri, Ulthok comanda intere legioni di Senzavolto, nascosti nelle più profonde fosse attorno a Vashj'ir.",0.50499004,0.42514968,102,65,1044,2,28314,323,0,0,-1
Ghur'sha il Plagiamente,"In seguito ai coraggiosi sforzi compiuti alla Breccia Abissale, Erunak Parlapietra, Sciamano del Circolo della Terra, fu rapito dalle forze Naga e schiavizzato da Ghur'sha il Plagiamente. Si teme che questa aberrazione parassitica abbia preso il pieno controllo della volontà di Erunak, nonché delle sue devastanti abilità sciamaniche.",0.67465144,0.19311368,103,65,1046,3,28322,322,0,0,-1
Ozumat,"I racconti di un mostruoso kraken che terrorizza il mare aperto di Azeroth erano un tempo considerati pura mitologia... ma ora non è più così. Con qualche oscuro mezzo, i Naga hanno assoggettato alla loro volontà Ozumat, il patriarca di tutti i kraken, scatenandolo contro Neptulon e i suoi seguaci.",0.3253496,0.19311368,104,65,1047,4,28318,322,0,0,-1
Rom'ogg Spaccaossa,"Appartenente a una strana razza di Ogre delle Terre Esterne, Rom'ogg Spaccaossa colpì i cultisti del Martello del Crepuscolo per la spietatezza con cui trattava gli altri Ogre. Ora tiranneggia nella Stanza dell'Incenerimento, dove può saziare la sua fame di supplizi.",0.5,0.70209587,105,66,1040,1,2356,283,0,0,-1
Corla l'Alfiere del Crepuscolo,"Un tempo affermata Maga del Kirin Tor, Corla ora serve con profonda dedizione il Martello del Crepuscolo. Benedice i fanatici compagni infondendo in loro essenze di drago fatuo per trasformarli in minacciosi Draconidi del Crepuscolo.",0.27045947,0.16317356,106,66,1038,2,2361,284,0,0,-1
Karsh Piegacciaio,"L'enorme draconide Karsh Piegacciaio lavora duramente alla Forgia del Crepuscolo, plasmando il raro argentovivo per costruire potenti armi da guerra. Sebbene i manufatti di Karsh siano quasi infrangibili in normali circostanze, ad alte temperature diventano fragili come il ferro arrugginito.",0.47005993,0.6646707,107,66,1039,3,2371,284,0,0,-1
Bella,"Il passato di Bella è un racconto vecchio come il tempo, una canzone che si perde tra le rime. Dopo che Bestia, il compagno di Bella, fu assassinato dagli eroi ai Bastioni di Roccianera, il segugio e i quattro cuccioli rimasti si unirono alle forze del Martello del Crepuscolo, con l'intento di vendicarlo.",0.66467136,0.8443115,108,66,1037,4,2378,284,0,0,-1
Obsidius l'Asceso,"Al potente Sciamano Dessirik il Perverso fu concessa l'ascensione grazie alla sua profonda devozione e crudeltà: questo oscuro rituale lo infuse del potere degli elementi, trasformandolo in una mostruosità nota col nome di Obsidius l'Asceso.",0.68962157,0.50748503,109,66,1036,5,2385,284,0,0,-1
Corborus,"Alamorte schiavizzò l'enorme cicloverme Corborus e lo mise a dissotterrare le grandi quantità di elementio necessarie per farsi forgiare una nuova corazza. Tuttavia, con la scomparsa di Alamorte, la rabbia di Corborus è esplosa e ora vaga per il Nucleo di Pietra in preda a una furia cieca.",0.6297411,0.5973054,110,67,1056,1,2394,324,0,0,-1
Scorzapietra,"Alamorte, in quanto Aspetto della Terra e grazie ai poteri amplificati dagli Dei Antichi, riuscì facilmente a imporre il proprio dominio sui Dragoni di Pietra di Rocciafonda, costringendoli a servire il Martello del Crepuscolo. Uno dei più ambiziosi di questi, Scorzapietra, spera di guadagnarsi il favore di Alamorte sterminando chiunque sia così stolto da addentrarsi nel Nucleo di Pietra.",0.3702597,0.44760478,111,67,1059,2,2401,324,0,0,-1
Ozruk,"Ozruk detiene il ruolo di guardiano del Nucleo di Pietra sin dai tempi della creazione di Rocciafonda. Nessuno sa perché sia rimasto in questo luogo, ma Ozruk sembra convinto che chiunque si opponga ad Alamorte sia una minaccia per Rocciafonda, e pertanto debba essere distrutto.",0.50499004,0.23053885,112,67,1058,3,2405,324,0,0,-1
Gran Sacerdotessa Azil,"La Gran Sacerdotessa Azil è una dei pochi sopravvissuti all'unione con gli oscuri maestri del culto del Martello del Crepuscolo, anche se tutto ciò ha gravemente minato la sua sanità mentale. Infonde terrore nei cultisti di rango inferiore in modo che si sacrifichino senza alcuna esitazione quando i loro maestri lo ordinano.",0.5748506,0.38772452,113,67,1057,4,2411,324,0,0,-1
Gran Visir Ertan,"Sotto il comando del suo padrone Asaad, Ertan difende il Pinnacolo del Vortice contro qualsiasi terrestre osi introdursi nel regno. Per adempiere ai propri compiti, al nobile elementale è stata concessa la padronanza delle forze primordiali del fulmine e del vento.",0.5499004,0.44760478,114,68,1043,1,2419,325,0,0,-1
Altairus,"L'immenso Dragone della Tempesta Altairus mantiene una sorveglianza inflessibile sorvolando le piattaforme del Pinnacolo del Vortice. Le più intense energie delle tempeste pulsano all'interno di questo essere, che pare sia anche in grado di comandare le correnti d'aria che soffiano sulla fortezza elementale.",0.51996017,0.8218564,115,68,1041,2,2425,325,0,0,-1
Asaad,"Il terribile elementale Asaad fu nominato guardiano del Pinnacolo del Vortice da Al'Akir in persona. Con Siamat prigioniero dei Tol'vir di Neferset, Asaad spera di ascendere al Conclave del Vento se porterà a termine con successo il suo incarico.",0.30039954,0.3802395,116,68,1042,3,2431,325,0,0,-1
Generale Husam,"I Titani stessi designarono il Generale Husam come uno dei più importanti guardiani di Uldum. Dopo che Siamat, Signore del Vento del Sud, ebbe curato la Maledizione della Carne dei Tol'vir di Neferset, Husam guidò una ribellione che culminò nell'imprigionamento dell'Elementale dell'Aria.",0.3752497,0.42514968,117,69,1052,1,2437,277,0,0,-1
Morsasalda,"Durante la caotica insurrezione dei Tol'vir di Neferset contro Siamat, il pigmeo Augh rubò tutti i tesori che trovò dall'antica città. Tra i suoi simili, Augh è rispettato sia per la sua scaltrezza sia per il suo famiglio crocolisco, Morsasalda.",0.674651,0.724551,118,69,1054,2,2442,277,0,0,-1
Gran Profeta Barim,"Il Gran Profeta Barim è l'ombroso capo spirituale dei Neferset. Insieme al Generale Husam, radunò e schierò la sua gente contro Siamat, imprigionando l'Elementale dell'Aria. Malgrado questo, alcune forze oscure spingono ancora Barim e i suoi seguaci a terrorizzare Uldum.",0.270459,0.657186,119,69,1053,3,2455,277,0,0,-1
Siamat,L'epurazione della Maledizione della Carne dei Tol'vir di Neferset lasciò il terribile elementale senza energie. Fu in questo momento di vulnerabilità che i Tol'vir bloccarono e imprigionarono Siamat al centro dell'antica città sferzata dalle sabbie.,0.4151698,0.5523952,122,69,1055,4,2474,277,0,0,-1
Anhuur,"Negli ultimi giorni d'utilizzo delle Sale della Creazione da parte dei Titani, il Guardiano del Tempio Anhuur venne dotato della forza necessaria per controllare la Luce. Con questo potere, fu incaricato di giudicare la purezza di chiunque si addentrasse nella struttura.",0.5848307,0.62724555,124,70,1080,1,2489,297,0,0,-1
Spaccaterra Ptah,"La sabbia intorno alla tomba dello Spaccaterra Ptah è ricoperta dalle ossa delle creature purificate da Anhuur. Si dice che Ptah possa far compiere il proprio volere a questi resti, scagliandoli contro chiunque riesca a oltrepassare la prima linea difensiva della struttura.",0.5,0.49251497,125,70,1076,2,2540,298,0,0,-1
Anraphet,"L'unità di manutenzione di Anraphet fu creata per difendere i meccanismi interni delle Sale della Creazione. Nell'eventualità che la struttura venga contaminata da entità esterne, Anraphet attuerà i programmi progettati per annientare gli intrusi. A qualunque costo.",0.5598805,0.14071846,126,70,1075,3,2551,297,0,0,-1
Isiset,Isiset ha la funzione di regolare le energie arcane contenute e prodotte dalle Sale della Creazione. La leggenda vuole che questa creatura rimase incantata dalla sua stessa maestria arcana e dalla perfezione che sembra donarle.,0.31037956,0.5,127,70,1077,4,2555,299,0,0,-1
Ammunae,"Sebbene sia stato progettato per riportare Azeroth ai suoi elementi di base, il sistema all'interno delle Sale della Creazione può anche creare nuova vita. Il Costrutto Ammunae regola le energie naturali che scorrono nella struttura, per assicurare che la vita possa esistere in un'Azeroth riforgiata.",0.47504994,0.74700606,128,70,1074,5,2565,299,0,0,-1
Setesh,"Dato lo scopo delle Sale della Creazione, i Titani ritennero necessario creare Setesh, un costrutto in grado di mantenere il dominio sui poteri della distruzione. Se mai Setesh dovesse cedere alla corruzione, le conseguenze sarebbero disastrose.",0.63972116,0.49251497,129,70,1079,6,2666,299,0,0,-1
Rajh,"Rajh supervisiona le energie che hanno dato vita e morte a molti della sua razza. Considerato il più potente tra i suoi compagni, Rajh ha la capacità di scatenare la potenza di mille soli su Azeroth.",0.47504994,0.25299394,130,70,1078,7,2926,299,0,0,-1
Generale Umbriss,"In seguito all'assalto alle porte di Grim Batol per opera degli eroi di Azeroth e dei loro alleati Draghi Rossi, il malefico Generale Umbriss si mise al comando dei cultisti della fortezza e dei Draghibestia del Crepuscolo.",0.40518978,0.6871258,131,0,0,1,29541,293,0,0,-1
Mastro Forgiatore Throngus,"Fabbro al servizio del culto del Martello del Crepuscolo, questo massiccio Ettin è impaziente di usare le armi e le armature che si è forgiato per annientare gli intrusi.",0.515,0.3,132,0,0,2,816,293,0,0,-1
Drahga Strinaombre,"Questo emissario del Martello del Crepuscolo è giunto in missione dal Bastione del Crepuscolo. Se gli eroici combattenti dovessero avere la meglio sui suoi ardenti servitori, Drahga scatenerebbe tutto il suo potenziale contro i difensori di Azeroth.",0.6946116,0.19311368,133,0,0,3,3364,293,0,0,-1
Erudax,"Alamorte ha schierato uno dei suoi più grandi luogotenenti per carpire il segreto protetto fino alla morte da numerosi Draghi Rossi. Dal reame cavernoso di Rocciafonda, questo generale dei Senzavolto sfrutta il nuovo potere draconico per disintegrare chiunque sia così sciocco da sfidarlo.",0.8562618,0.74700606,134,0,0,4,3374,293,0,0,-1
Argaloth,"Incapaci di contenere il massiccio Signore delle Fosse nelle imponenti celle della Fortezza Violacea di Dalaran, i Maghi del Kirin Tor non ebbero altra scelta se non quella di confinare il potente demone nei sotterranei di Tol Barad.",0.8043925,0.6347306,139,75,1033,1,2602,282,0,2,15
Occu'thar,"Questo demone rabbioso, fuggito dalla sua gabbia, riuscì ad accedere all'ala occidentale della prigione, divorando qualsiasi detenuto gli si presentasse davanti. La voracità di Occu'thar rese il suo corpo talmente gonfio da rendergli impossibile abbandonare quelle mura, trasformando quell'ala della prigione nella sua nuova cella.",0.15568893,0.6317773,140,75,1250,2,2605,282,0,2,15
Conclave del Vento,"Con Siamat, Signore del Vento del Sud, imprigionato dai Tol'vir di Neferset, i luogotenenti di Al'Akir scalpitano per entrare nel Conclave del Vento. Gli altri membri del Conclave sono: Anshal, Signore del Vento dell'Ovest, le cui brezze possono curare gli alleati o avvelenare i nemici; Rohash, Signore del Vento dell'Est, le cui tempeste possono ridurre le montagne in polvere; Nezir, Signore del Vento del Nord, le cui raffiche gelide hanno spezzato più vite degli altri venti assieme.",0.47504994,0.26047897,154,74,1035,1,3166,328,0,2,15
Al'Akir,"Dotato di grande intelligenza e scaltrezza, Al'Akir il Signore del Vento fu in passato lo stratega più importante dell'orrido esercito degli Dei Antichi. In seguito al Cataclisma, si è alleato con Alamorte e ha ritorto i suoi poteri divini contro gli antichi nemici degli Elementali dell'Aria: i Tol'vir.",0.47504994,0.5,155,74,1034,2,3021,328,0,2,15
Halfus Spezzadragoni,"Infuso di poteri e tempra soprannaturali da Cho'gall, l'Ettin Halfus Spezzadragoni cattura i draghi per usarli come ingredienti nei rituali del Martello del Crepuscolo. A tal fine, ha ridotto in schiavitù un immenso Proto-Drago per aiutarlo a cacciare altre prede alate.",0.5349303,0.19311368,156,72,1030,1,2959,294,0,2,15
Theralion e Valiona,"Portati magicamente all'età adulta, Valiona e Theralion sarebbero dovuti divenire i primogeniti di una nuova generazione di Draghi del Crepuscolo, con cui distruggere la vita su Azeroth. Invece, sprecano i loro incredibili poteri litigando e lottando tra di loro.",0.53992033,0.7844312,157,72,1032,2,2994,294,0,2,15
Concilio dell'Ascesa,I più potenti cultisti del Martello del Crepuscolo assumono la forma di esseri elementali; per questo i membri del Concilio dell'Ascesa hanno da lungo tempo dimenticato la loro precedente vita da meri esseri mortali. Dal loro santuario oscuro essi selezionano i nuovi candidati all'ascesa.,0.42514983,0.4550898,158,72,1028,3,3109,295,0,2,15
Cho'gall,"Sotto il controllo di Cho'gall, il clan orchesco del Martello del Crepuscolo fu trasformato in un culto omicida ossessionato dagli Dei Antichi e dal loro araldo, Alamorte. Un contatto così profondo con il suo maestro oscuro ha distorto orribilmente la mente e il corpo di Cho'gall.",0.73453194,0.7544911,167,72,1029,4,3165,295,0,2,15
Sinestra,"Originariamente prima consorte di Alamorte, Sinestra creò i Draghi del Crepuscolo, ma fu in seguito distrutta da una della sue stesse terrificanti creature. Ora Sinestra è soltanto un corpo devastato, rianimato da insidiose magie, che supervisiona la creazione di una nuova armata del Crepuscolo.",0.49001998,0.34281433,168,72,1082,5,3226,296,0,2,12
Sistema di Difesa Omnotron,"Il Sistema di Difesa Omnotron è noto come la più grande meraviglia tecnologica dei Nani Ferroscuro. Quando Nefarian arrivò nei Sotterranei dell'Ala Nera, riprogrammò il sistema danneggiato per annientare chiunque si addentrasse nei laboratori.",0.6546913,0.5748503,169,73,1027,1,3193,285,0,2,15
Rodimagma,"Rodimagma è un verme della lava colossale, evocato secoli fa dalle Terre del Fuoco dai Ferroscuro, servitori di Ragnaros. Nefarian considera Rodimagma una seccatura, ma ha preso gusto a nutrirlo con i risultati dei suoi esperimenti falliti... e con i suoi servitori meno capaci.",0.27544948,0.5748503,170,73,1024,2,3310,285,0,2,15
Atramedes,"Atramedes, o Esperimento 25463-D, è il tentativo fallito di implementare dei sensi potenziati in un cucciolo di Drago Nero. L'unguento tossico che gli è stato applicato l'ha privato della vista, costringendolo a sopravvivere basandosi solo sull'udito e sull'olfatto. Una storia davvero tragica... se Atramedes non fosse così malvagio.",0.47504994,0.32784426,171,73,1022,3,3072,286,0,2,15
Chimaeron,Terrificante. Brutto. Malvagio. Uccidilo.,0.2455094,0.70209587,172,73,1023,4,3008,286,0,2,15
Maloriak,"L'umano Malory era un brillante alchimista finché non fu rapito da Nefarian, che fuse il suo corpo con un Dragobestia. Il risultato, Maloriak, è quello di un maldestro servitore che possiede solo un barlume della sua passata intelligenza.",0.7145718,0.70209587,173,73,1025,5,2929,286,0,2,15
Caduta di Nefarian,"Il figlio di Alamorte, Nefarian, divenne tristemente noto per i suoi raccapriccianti tentativi di creare i Draghi Cromatici per mezzo delle essenze dei vari stormi di draghi di Azeroth. Dopo la sua morte nella Fortezza dell'Ala Nera, fu rianimato e incaricato da Alamorte di continuare i suoi insidiosi esperimenti.",0.48003995,0.70209587,174,73,1026,6,3276,286,0,2,15
Gran Sacerdote Venoxis,"Mandato originariamente a uccidere Hakkar, Venoxis fu schiavizzato dall'empia entità prima di essere sconfitto dagli eroi di Azeroth. Grazie agli sforzi compiuti dagli agenti dello Scortica Anime, Venoxis è stato strappato dal mondo degli spiriti e ora è obbligato a difendere Zul'gurub insieme ai suoi servitori.",0.5099801,0.53742516,175,76,1178,1,2787,337,0,0,-1
Mandokir,"L'infame Signore del Sangue Mandokir fu torturato a morte dai Troll Scalporosso, che in seguito dissacrarono il suo corpo. Ora si è sparsa la voce che Mandokir stia vagando nuovamente per le giungle di Rovotorto, utilizzando il corpo del potente Capo Tribù Scalporosso Gan'zulah come involucro per il suo spirito maligno.",0.60479087,0.7994013,176,76,1179,2,2610,337,0,0,-1
Gri'lek (Scrigno della Follia),"Lo Scrigno della Follia contiene numerosi spiriti inquieti: Gri'lek, un Troll infausto spogliato delle proprie abilità rigenerative dagli spiriti Loa; Renataki, un infame e sadico guerriero; Hazza'rah, un veggente tormentato da infauste visioni del futuro; Wushoolay, un combattente molto potente infuso coi poteri delle tempeste.",0.599801,0.462575,177,76,788,3,2504,337,0,0,-1
Hazza'rah (Scrigno della Follia),"Lo Scrigno della Follia contiene numerosi spiriti inquieti: Gri'lek, un Troll infausto spogliato delle proprie abilità rigenerative dagli spiriti Loa; Renataki, un infame e sadico guerriero; Hazza'rah, un veggente tormentato da infauste visioni del futuro; Wushoolay, un combattente molto potente infuso coi poteri delle tempeste.",0.6367,0.462575,178,76,788,4,3508,337,0,0,-1
Renataki (Scrigno della Follia),"Lo Scrigno della Follia contiene numerosi spiriti inquieti: Gri'lek, un Troll infausto spogliato delle proprie abilità rigenerative dagli spiriti Loa; Renataki, un infame e sadico guerriero; Hazza'rah, un veggente tormentato da infauste visioni del futuro; Wushoolay, un combattente molto potente infuso coi poteri delle tempeste.",0.599801,0.51497,179,76,788,5,2501,337,0,0,-1
Wushoolay (Scrigno della Follia),"Lo Scrigno della Follia contiene numerosi spiriti inquieti: Gri'lek, un Troll infausto spogliato delle proprie abilità rigenerative dagli spiriti Loa; Renataki, un infame e sadico guerriero; Hazza'rah, un veggente tormentato da infauste visioni del futuro; Wushoolay, un combattente molto potente infuso coi poteri delle tempeste.",0.601905,0.414711,180,76,788,6,2498,337,0,0,-1
Gran Sacerdotessa Kilnara,"Quando la Gran Sacerdotessa Arlokk venne uccisa, Bethekk, la Loa delle Pantere, scelse la sorella Kilnara come sua nuova campionessa mortale. Appoggiando il recente patto tra le tribù Gurubashi e Zandalari, Kilnara ha scatenato i suoi selvaggi servitori contro gli ignari abitanti della regione.",0.48003995,0.20059872,181,76,1180,7,2692,337,0,0,-1
Zanzil,"Esiliato dalla Tribù Fendicranio per aver trasformato i propri compagni Troll in schiavi senza volontà, gli è stato recentemente offerto da Jin'do l'Annientadei un posto tra i Gurubashi in cambio del suo sostegno alle Forze di Zul'gurub. Si sa per certo che i suoi elisir tossici possono addirittura risvegliare i morti dalle tombe.",0.31733844,0.24550891,184,76,1181,8,2508,337,0,0,-1
Jin'do l'Annientadei,"Uscito sconfitto da Zul'gurub, lo spirito di Jin'do non si diede pace per aver disatteso la volontà di Hakkar lo Scortica Anime. In tempi recenti Jin'do ha trovato il modo di tornare al mondo, riducendo in schiavitù Hakkar stesso. Assunti i suoi terribili poteri, Jin'do intende riportare l'Impero dei Gurubashi agli antichi splendori.",0.48502997,0.39520955,185,76,1182,9,2899,337,0,0,-1
Akil'zon,"Un tempo Sciamano della tribù Amani, Akil'zon era dotato di una trascendentale abilità con l'elemento dell'Aria. Questo talento attirò l'attenzione di Malacrass il Perfido, che trovò in lui il soggetto perfetto per ospitare il dio aquila dei Troll.",0.35528967,0.23053885,186,77,1189,1,2521,333,0,0,-1
Nalorakk,"Malacrass il Perfido considerava Nalorakk lo strumento più idoneo per contenere l'essenza della Divinità Orso, vista la sua leggendaria ira e selvaggia forza.",0.40518978,0.7739929,187,77,1190,2,2867,333,0,0,-1
Jan'alai,"I draghifalco sono agili predatori capaci di sventrare i loro nemici con artigli affilati come rasoi. Questa tecnica d'attacco fu scelta anche da uno dei più abili Ladri della tribù Amani, Jan'alai.",0.55489045,0.7095809,188,77,1191,3,2621,333,0,0,-1
Halazzi,"Le linci di Azeroth sono note per attaccare ferocemente le loro prede con fauci e artigli. Per questo motivo, Malacrass il Perfido decise di sigillare l'essenza del dio lince in uno dei più grandi cacciatori della tribù.",0.5848307,0.23802388,189,77,1192,4,2804,333,0,0,-1
Malacrass il Perfido,"Voci dicono che da decenni sia il Taumaturgo più temuto della tribù Amani. Malacrass il Perfido compì ciò che era inimmaginabile, sigillando l'essenza di diverse divinità animali dei Troll all'interno dei campioni più forti della tribù... tenendo per sé quella più oscura.",0.7145718,0.5299401,190,77,1193,5,2706,333,0,0,-1
Daakara,"Per riempire il vuoto di potere lasciato dalla morte di Zul'jin, il loro vecchio Signore della Guerra, i Troll della tribù Amani rimasti scelsero il loro campione preferito, Daakara l'Invincibile, per rivendicare la gloria perduta.",0.90419334,0.5299401,191,77,1194,6,2875,333,0,0,-1
Beth'tilac,"Matriarca della Stirpe Cinertela, Beth'tilac e la sua spietata prole saziarono i loro appetiti succhiando via il magma e il fuoco dai corpi degli elementali. Per fornire alla sua nidiata un nutrimento maggiore, Beth'tilac ha tessuto ragnatele incendiarie in tutta la sua tana per intrappolare le ignare prede.",0.21057922,0.32784426,192,78,1197,1,20826,367,0,0,-1
Sire Rhyolith,"Rhyolith è uno dei più antichi elementali esistenti, nato dai fuochi primordiali che forgiarono la stessa Azeroth. È il responsabile della creazione dei nuovi elementali nelle Terre del Fuoco, e in lui arde ancora un forte rancore nei confronti dei Titani per averlo esiliato, ferendone l'orgoglio.",0.65369326,0.7500001,193,78,1204,2,20812,367,0,0,-1
Alysrazor,"Quando le forze di Ragnaros invasero il Monte Hyjal, il Drago Verde Alysra rinnegò i suoi alleati e aiutò l'Arcidruido traditore Fandral Elmocervo a liberarsi. Come ricompensa fu purificata con le fiamme e rinacque nella forma di un terribile falco di fuoco.",0.6437137,0.38023955,194,78,1206,3,20817,367,0,0,-1
Shannox,"I Destafiamme sono tra i più temuti guardiani delle Terre del Fuoco, e Shannox non fa eccezione. In qualità di capo cacciatore e responsabile dei Segugi Infernali di Ragnaros, Shannox pattuglia il regno elementale con le sue due bestie più feroci: Spezzabraccia e Grugnoduro.",0.49301347,0.44311342,195,78,1205,4,20808,367,0,0,-1
Baleroc,"Baleroc si è guadagnato la reputazione di spietato combattente durante le guerre degli elementali nell'antica Azeroth. Ora che è stato confinato all'interno delle Terre del Fuoco, la sanità mentale lo ha abbandonato. Pochi elementali osano ora disturbarlo, temendo di risvegliare in lui la sete di battaglia.",0.4950096,0.3098805,196,78,1200,5,20822,367,0,0,-1
Maggiordomo Elmocervo,"La perdita del figlio Valstann nella Guerra delle Sabbie Mutevoli ha spezzato lo spirito di Fandral Elmocervo. Ora Ragnaros lo ha promosso a capo degli infidi Druidi della Fiamma come nuovo Maggiordomo delle Terre del Fuoco, rimpiazzando il deceduto Maggiordomo Executus. Egli preferisce portare la rovina su Azeroth piuttosto che vivere in un mondo senza il suo amato figlio.",0.5099801,0.72455096,197,78,1185,6,20830,369,0,0,-1
Ragnaros,"Ragnaros, Signore delle Terre del Fuoco, incarna la furia e la distruzione dei primordiali inferni che hanno forgiato la stessa Azeroth. Avendo la possibilità di gettare Azeroth tra le fiamme senza che Neptulon e Therazane possano interferire, Ragnaros vuole appagare gli Dei Antichi incenerendo l'Albero del Mondo di Nordrassil.",0.507502,0.15383,198,78,1203,7,20834,369,0,0,-1
Eco di Tyrande,"Questo frammento di Tyrande Soffiabrezza, un tempo a capo degli Elfi della Notte e Gran Sacerdotessa di Elune, è stato distorto dal tempo e ora vaga tra le distese desolate della futura Azeroth, avvolto da una notte eterna e lontano dalla rassicurante luce di Elune.",0.515514,0.433775,283,184,1884,4,3667,405,0,0,-1
Eco di Jaina,"L'ombra tormentata di Jaina Marefiero, lacerata e fusa con i frantumi del suo bastone. Per ripristinare l'equilibrio dei flussi temporali, questa eco deve essere sconfitta. Ma il devastante potere magico in possesso di quella che una volta era la fiera sovrana di Theramore non si è spento e pervade il suo spettro logorato dal tempo che attende nella Azeroth del futuro...",0.495389,0.660817,285,184,1883,2,3641,402,0,0,-1
Murozond,"Murozond ora vive fuori dal tempo, ma in passato egli era il grande drago Nozdormu, l'Eterno. I Titani gli mostrarono la sua stessa morte e gli Dei Antichi lo ingannarono, tormentandolo fino a convincerlo a sovvertire gli eventi. Come risultato, Nozdormu infranse i flussi temporali e creò lo Stormo dei Draghi dell'Infinito... compromettendo il futuro stesso di Azeroth.",0.484811,0.323013,289,184,1271,5,3675,406,0,0,-1
Peroth'arn,"Come molti dei suoi compagni Alti Nobili, Peroth'arn ha giurato fedeltà al corrotto Xavius in cambio di doni demoniaci.

Maledetto dal Satiro e depositario di una magia malvagia, Peroth'arn si erge fuori dal palazzo di Azshara in difesa della Legione Infuocata, pronto a distruggere le speranze di chi cerca di prevenire l'arrivo su Azeroth di Sargeras, il Titano Oscuro.",0.237485,0.482577,290,185,1272,1,4164,398,0,0,-1
