ID,Description_lang,OrderIndex,ProfTraitTreeID
54,Aumenta la Velocità di Creazione quando si creano tutti i progetti di Forgiatura.,2,169
55,Aumenta la quantità di erbe che si trovano durante la raccolta.,2,236
56,Aumenta la quantità di minerali che si trovano durante l'Estrazione.,2,212
57,Aumenta la durata delle fiale che si usano.,1,84
58,Aumenta l'efficacia della Precisione quando si raccolgono erbe.,3,236
59,Aumenta l'efficacia dell'Ingegno e della Parsimonia per tutte le formule.,3,245
60,Aumenta l'efficacia dell'Ingegno e della Parsimonia per tutti i modelli.,3,135
61,Aumenta l'efficacia dell'Ingegno e della Parsimonia per tutte le ricette.,1,160
62,Aumenta l'efficacia dell'Ingegno e della Parsimonia per tutte le ricette.,1,169
63,Aumenta l'efficacia dell'Ingegno e della Parsimonia per tutte le tecniche.,3,147
64,"Aumenta la Destrezza, la Precisione e la Percezione quando si estraggono minerali dai depositi elementali.",3,213
65,"Aumenta la Destrezza, la Precisione e la Percezione quando si raccolgono erbe elementali.",3,234
66,"Aumenta la Destrezza, la Precisione e la Percezione quando si raccolgono erbe.",2,235
67,"Aumenta la Destrezza, la Precisione e la Percezione quando si estraggono minerali.",2,211
68,"Aumenta la Destrezza, la Precisione e la Percezione quando si scuoiano le creature.",2,143
69,"Aumenta la Destrezza, la Precisione e la Percezione quando si scuoiano le creature.",2,145
70,"Aumenta le capacità di disincantamento, ottenendo talvolta dei reagenti aggiuntivi.",1,244
71,"Aumenta la Percezione, che aiuta a raccogliere materiali più rari.",3,144
72,"Permette di infondere l'esca con il potere elementale, così da poter raccogliere elementi Stimolanti.",1,145
73,Permette di inventare diversi giocattoli per intrattenere chiunque.,1,206
74,Apprendi come tagliare i Diamanti Illimitati con l'essenza elementale.,2,129
75,Aumenta la Parsimonia quando si creano Borse Ricamate.,2,161
76,Permette di convertire gemme pregiate in ammassi di gemme rare.,1,128
77,Permette di creare e potenziare il Generatore di Dragoni Spaziotemporali per un teletrasporto rapido!,0,206
78,Permette di creare bracciali epici con scomparti Modifica che possono essere usati da chiunque.,0,205
79,Apprendi come usare i Reagenti di Finitura per migliorare il taglio delle gemme.,0,129
80,Apprendi i modelli per l'equipaggiamento e i Reagenti Facoltativi con effetti speciali.,0,134
81,"Apprendi potenti formule per gli incantamenti Draconici, di Devozione e del Risveglio.",1,240
82,Apprendi gli schemi per una varietà di bombe con effetti diversi.,0,204
83,Apprendi gli schemi per nuove Modifiche da usare negli equipaggiamenti con i relativi scomparti.,2,206
84,Permette di creare la Torcia del Risveglio Primordiale e la Verga Runica di Khaz'gorite.,1,245
85,Permette di intagliare i potenti bastoni Pilastro Illuminante delle Isole e Pilastro Cinetico delle Isole.,1,148
86,Permette di raccogliere stoffe più efficacemente e trovare delle stoffe rare da sbrogliare.,2,160
87,Permette di creare degli Attrezzi da Fabbro di Khaz'gorite e degli attrezzi di qualità superiore.,0,103
88,Permette di creare una gamma di nuovi potenti anelli e collane.,1,131
89,"Permette di creare e personalizzare le Scatole dei Mazzi di Lunacupa, potenti monili di Lunacupa.",1,176
90,"Permette di creare armature con bonus unici, come l'Amitto dei Blu.",1,162
91,Permette di creare esche da pesca per trovare pesci specifici.,1,144
92,Permette di creare armature di maglia Toccate dalla Fiamma.,0,124
93,"Permette di creare armature di Telazzurra e di Cronostoffa, che forniscono un bonus unico di set.",0,162
94,Permette di creare armature di cuoio Vincolate alla Vita.,0,126
95,Permette di creare attrezzi per Estrazione e Forgiatura.,1,102
96,Permette di creare armi Fuse Primordiali.,0,102
97,Permette di creare la Penna Risplendente dello Scriba.,0,148
98,"Permette di creare il Castone a Strati per Medaglione, usato per aggiungere incavi alle collane.",0,131
99,Permette di creare armature di Stoffabrada Vibrante.,0,164
100,Permette di creare oggetti illusori divertenti per tutti!,2,245
101,"Permette di creare bombe più sicure, che possono essere usate da chiunque.",3,204
102,"Permette di creare l'Inalatore d'Anima Ultraccelerato, un dispositivo importante per raccogliere reagenti fondamentali.",3,207
103,Permette di trovare oggetti mistici che possono essere disincantati per ottenere reagenti ed elementi Stimolanti.,0,244
104,Permette di trovare elementi Stimolanti quando si sbrogliano stoffe rare.,0,161
105,Permette di raccogliere erbe mentre si è su una cavalcatura.,0,235
106,Permette di raccogliere ulteriori elementi Stimolanti dai depositi elementali.,1,213
107,Permette di raccogliere ulteriori elementi Stimolanti dalle erbe elementali.,1,234
108,Permette di estrarre minerali dai depositi mentre si è su una cavalcatura.,0,211
109,"Permette di frantumare gli elementi Risvegliati, ottenendo bonus di combattimento e di creazione temporanei.",3,244
110,Permette di frantumare i reagenti d'Incantamento in versioni di rarità inferiore.,2,244
111,"Permette di scrivere i Trattati Draconici, che possono fornire Conoscenza per le professioni a chi li legge.",3,176
112,"Permette di padroneggiare la creazione di potenziamenti di pietra, come le Coti Primordiali e le Pietre da Contrappeso.",2,103
113,Permette di padroneggiare la creazione di equipaggiamenti che forniscono bonus del set.,1,134
114,"Permette di padroneggiare la creazione degli inchiostri, i reagenti principali usati dai runografi.",2,147
115,Permette di padroneggiare la creazione delle armature di stoffa potenziate dalla magia.,2,162
116,Permette di padroneggiare la creazione degli accessori delle professioni e dei tamburi.,2,135
117,"Permette di padroneggiare la formulazione dei reagenti di base, Opzionali e di Finitura.",1,59
118,Aumenta la Competenza in Artigianato e l'efficienza quando si pestano erbe per creare pigmenti.,1,147
119,Aumenta la Competenza in Artigianato quando si creano potenziamenti d'armatura e reagenti.,1,135
120,Riduce il tempo di recupero del Sovraccarico dei Depositi Elementali quando si pratica l'Estrazione.,0,213
121,Riduce il tempo di recupero del Sovraccarico delle Erbe Elementali quando si pratica la raccolta.,0,234
122,"Migliora la gestione delle bombe, riducendo la probabilità di provocare dolorosi malfunzionamenti.",2,204
123,Riduce gli effetti collaterali negativi dell'Estrazione dai depositi elementali.,2,213
124,Riduce gli effetti collaterali negativi della raccolta delle erbe elementali.,2,234
125,"Raffina erbe di qualità inferiore, ottenendone di qualità superiore.",1,236
126,"Raffina minerali di qualità inferiore, ottenendone di qualità superiore.",1,212
127,"Raffina reagenti di qualità inferiore, ottenendone di qualità superiore.",1,143
128,"Migliora l'affidabilità dei dispositivi, riducendo la probabilità che provochino malfunzionamenti quando vengono piazzati.",3,206
129,Permette di trovare gemme rare o Diamanti Illimitati quando si pratica l'Estrazione.,1,211
130,Aumenta la Creazione Multipla e l'efficacia della Creazione Multipla quando si creano fiale.,2,84
131,Migliora l'abilità di creare pozioni in grandi quantità.,2,58
132,Permette di padroneggiare la produzione di mirini e munizioni per le armi a distanza.,2,205
145,"Aumenta la Destrezza, la Precisione e la Percezione quando si raccolgono erbe.",2,257
146,Apprendi come piantare e coltivare semi presso il Dono di Beledar ai Precipizi Sacri.,1,257
147,Permette di raccogliere erbe mentre si è su una cavalcatura.,0,257
148,Aumenta la Precisione e la Percezione quando si raccolgono erbe Potenziate.,2,258
149,Riduce gli effetti collaterali negativi della raccolta di erbe Potenziate e fornisce dei benefici aggiuntivi.,1,258
150,Riduce il tempo di recupero del Sovraccarico delle erbe Potenziate quando le raccogli.,0,258
151,Raccogli il raro ed elusivo Loto del Nulla da fonti aggiuntive.,3,259
152,Apprendi come raffinare le erbe per ottenerne di qualità superiore.,2,259
153,Aumenta l'efficacia della Precisione quando si raccolgono erbe.,1,259
154,Aumenta la competenza nella raccolta quando si raccolgono erbe.,0,259
192,"Aumenta la Destrezza, la Precisione e la Percezione quando si scuoiano le creature.",3,271
193,Crea esche per pescare dei pesci specifici.,2,271
194,Raccogli reagenti rari aggiuntivi dalle creature scuoiate.,1,271
195,Raccogli della carne per cucinare dalle creature scuoiate.,0,271
196,"Aumenta la Destrezza, la Precisione e la Percezione quando si scuoiano le creature.",2,272
197,"Infonde l'esca con l'energia potenziata di Khaz Algar, permettendoti di raccogliere reagenti aggiuntivi.",1,272
198,Crea esche per attirare creature che forniscono materiali rari dalla scuoiatura.,0,272
199,"Raffina reagenti di qualità inferiore, ottenendone di qualità superiore.",2,273
200,Aumenta la tua competenza nella scuoiatura.,1,273
201,Impara ad affilare il coltello per trovare delle pelli con la scuoiatura.,0,273
243,Ottieni competenza e parsimonia aggiuntive durante la creazione di potenziamenti per armature e altri consumabili.,2,287
244,Apprendi come creare abbellimenti con vari effetti.,1,287
245,Migliora la tua abilità di creazione di equipaggiamenti delle professioni.,0,287
249,Migliora la tua abilità di creare più consumabili e reagenti in una sola volta.,2,289
250,Migliora le tue capacità di risparmiare reagenti quando si attiva la Parsimonia.,1,289
251,Aumenta l'efficacia della Concentrazione e dell'Ingegno per tutti i modelli.,0,289
252,"Aumenta l'Ingegno, la Parsimonia e la Competenza quando si creano armature di cuoio.",2,290
253,Permette di personalizzare le armature di cuoio che si creano con i Reagenti Facoltativi e i Reagenti di Finitura.,1,290
254,Apprendi come creare l'armatura di cuoio epica Marchiata con Rune.,0,290
255,"Aumenta l'Ingegno, la Parsimonia e la Competenza quando si creano armature di maglia.",2,291
256,Permette di personalizzare le armature di maglia che si creano con i Reagenti Facoltativi e i Reagenti di Finitura.,1,291
257,Apprendi come creare l'armatura di maglia epica Incisa con Glifi.,0,291
279,"Si ottiene Competenza, Parsimonia e una riduzione del costo in Concentrazione quando si creano gioielli.",3,298
280,Migliora l'abilità di creazione di accessori delle professioni.,2,298
281,Personalizza i gioielli con i Reagenti Facoltativi.,1,298
282,Apprendi come creare potenti anelli e collane.,0,298
295,Crea dei Prismi che contengono gemme grezze.,3,302
296,Ottieni Competenza aggiuntiva quando tagli le gemme.,2,302
297,Conserva le schegge dei Reagenti di Finitura quando tagli le gemme per aumentare la tua Competenza con il taglio delle gemme in futuro.,1,302
298,Apprendi come usare i Reagenti di Finitura per migliorare il taglio delle gemme.,0,302
299,Ottieni Competenza e Parsimonia aggiuntiva quando crei reagenti.,2,303
300,Migliora la tua abilità nel trovare gemme e reagenti durante la Prospezione.,1,303
301,Apprendi come creare vari Reagenti Facoltativi come le Lenti del Focus Elementale.,0,303
334,Ottieni Traboccamento dai Tonici e dalle Fiale.,3,312
335,"Aumenta la tua Creazione Multipla, la Parsimonia e la Competenza durante la creazione di Tonici e Fiale.",2,312
337,Apprendi come creare Calderoni di Tonici.,1,312
338,Crea Tonici vincolati aggiuntivi ogni giorno.,0,312
339,"Aumenta la Competenza, l'Ingegno e riduce il costo in Concentrazione quando crei ricette con erbe specifiche.",3,313
340,Crea reagenti dalla combinazione di erbe.,2,313
341,Migliora la probabilità di scoprire nuove formule alchemiche.,1,313
342,Riduci i rischi e aumenta i benefici degli esperimenti con le erbe di Khaz Algar.,0,313
343,"Aumenta la tua Creazione multipla, la Parsimonia e la Competenza durante la creazione di pozioni.",2,314
344,Apprendi come creare i Calderoni di Pozioni.,1,314
346,Crea delle Pozioni evocate e vincolate aggiuntive ogni giorno.,0,314
347,"Aumenta la Parsimonia, la Competenza e ottieni più oggetti dai tuoi lavori di Taumaturgia e Trasmutazione.",2,315
348,Crea Catalizzatori dell'Arteria del Nucleo.,1,315
349,Ottieni Trasmutageno aggiuntivo dai tuoi lavori di Taumaturgia e Trasmutazione.,0,315
350,Ottieni Competenza aggiuntiva durante la creazione di Armature e Scudi.,3,316
351,Migliora la tua abilità di riparazione dell'equipaggiamento col Martello del Maestro.,2,316
352,Aggiungi Reagenti Facoltativi e di Finitura durante la creazione di Armature e Scudi per aumentarne la potenza.,1,316
353,Apprendi le ricette per creare armature a piastre e scudi di qualità epica.,0,316
354,Si ottengono cariche aggiuntive di Accensione Inestinguibile con un tempo di recupero ridotto.,2,317
355,"Potenzia l'Accensione Inestinguibile per ottenere ancora più Ingegno, Creazione Multipla e Parsimonia.",1,317
356,Apprendi come creare l'Accensione Inestinguibile per alimentare il fuoco della tua abilità artigianale.,0,317
361,Ottieni Competenza aggiuntiva durante la creazione di Armi.,3,320
362,Migliora la tua abilità di riparazione dell'equipaggiamento col Martello del Maestro.,2,320
363,Aggiungi Reagenti Facoltativi e di Finitura durante la creazione di Armi per aumentarne la potenza.,1,320
364,Apprendi le ricette per creare armi di qualità epica.,0,320
367,"Migliora l'abilità di creare oggetti consumabili, come pietre per armi e strutture.",1,322
368,Aggiungi Reagenti Facoltativi e di Finitura durante la creazione di equipaggiamenti delle professioni per aumentarne la potenza.,0,322
369,Ottieni Favore della Fortuna quando peschi delle Carte di Lunacupa.,2,323
370,"Ottieni accumuli di velocità di creazione quando crei delle Rune Vantus, Contratti e Missive.",1,323
371,Sblocca l'abilità di estrarre e creare varie Carte di Lunacupa.,0,323
372,Consuma meno Concentrazione quando crei armi ed equipaggiamenti delle professioni.,2,324
373,Ottieni più Parsimonia e migliora la sua efficienza quando crei armi ed equipaggiamenti delle professioni.,1,324
374,Learn to craft (NYI)T2 Inscription Quill.,0,324
375,"Ottieni un ammontare sostanzioso di Ingegno, Creazione Multipla e Parsimonia.",1,325
376,Apprendi come creare Trattati e ottieni l'abilità di usare un Trattato aggiuntivo ogni settimana.,0,325
377,Ottieni competenza aggiuntiva con la pestatura o la creazione di reagenti.,1,326
378,Aumenta la velocità alla quale puoi pestare e creare reagenti in massa.,0,326
379,Sblocca l'abilità di estrarre occasionalmente essenze magiche disincantando oggetti epici.,2,327
380,Aumenta la quantità di Polvere di Tempesta e Frammenti Luccicanti che puoi ricevere col Disincantamento.,1,327
381,Aumenta la qualità dei reagenti di Incantamento creati col Disincantamento.,0,327
382,"Padroneggia le formule per gli oggetti consumabili, aumentandone l'efficacia.",2,328
383,Apprendi come creare potenti bacchette magiche o verghe da Incantamento.,1,328
384,"Aumenta la qualità delle tue illusioni, aumentandone la durata.",0,328
385,Riduci l'ammontare di Concentrazione necessaria per Concentrarti su un incantamento permanente dopo aver raggiunto la specializzazione massima.,2,329
386,Apprendi una serie di nuove formule per migliorare l'equipaggiamento.,1,329
387,Aumenta la qualità dei tuoi incantamenti permanenti.,0,329
388,Aumenta la produzione di oggetti consumabili con la Creazione Multipla.,2,330
389,Aumenta l'efficacia della tua Concentrazione e Ingegno.,1,330
390,Apprendi come sbriciolare essenze magiche e ottenere dei potenziamenti temporanei che migliorano man mano che aumenti la tua specializzazione.,0,330
391,Aumenta la velocità alla quale estrai minerali e avere tempo di estrarne ancora di più!,3,331
392,Aumenta la tua capacità di raccogliere le elusive Pietre del Nulla.,2,331
393,Apprendi le ricette di Miglioramento che ti permettono di aumentare la qualità di un piccolo ammontare di minerali.,1,331
394,Ottieni la possibilità migliorata di estrarre minerali di alta qualità quando estrai i minerali nei quali hai scelto di specializzarti.,0,331
395,Puoi lavorare ulteriormente sui minerali staccati durante l'estrazione per ottenere altri minerali.,2,332
396,"Aumenta la tua Precisione, Destrezza e Percezione durante l'estrazione a Khaz Algar.",1,332
397,Apprendi come estrarre i minerali dai depositi mentre sei su una cavalcatura.,0,332
398,Ottieni una carica aggiuntiva di Sovraccarico.,2,333
399,Scopri come proteggerti e aumenta i materiali estratti dai depositi insoliti di Khaz Algar.,1,333
400,Ottieni una significativa riduzione al tempo di recupero di Sovraccarico durante l'estrazione.,0,333
401,Infondi fili di Tessialba e Tessivespro nei potenti equipaggiamenti dei set.,3,334
402,Crea più spesso rotoli di Tessialba e Tessivespro ogni giorno.,2,334
403,Crea dei Reagenti Facoltativi unici utilizzabili da ogni genere di avventuriero.,1,334
404,Apprendi ricette basate sulla consistenza magica della luce dell'Alba e l'ombra del Crepuscolo.,0,334
405,Infondi fili di Tessialba e Tessivespro nei potenti equipaggiamenti dei set.,3,335
406,Crea più spesso rotoli di Tessialba e Tessivespro ogni giorno.,2,335
407,Crea dei Reagenti Facoltativi unici utilizzabili da ogni genere di avventuriero.,1,335
408,Apprendi ricette basate sulla consistenza magica della luce dell'Alba e l'ombra del Crepuscolo.,0,335
409,Aggiungi Reagenti Facoltativi e di Finitura per potenziare ulteriormente l'Equipaggiamento Consacrato.,3,336
410,Ottieni competenza aggiuntiva quando crei Equipaggiamento Consacrato.,2,336
411,Porta il tuo Equipaggiamento Consacrato a un livello oggetto superiore. ,1,336
412,Consacra la Tessistoffa per ricavare un potente Equipaggiamento Consacrato.,0,336
413,Aggiungi Reagenti Facoltativi e di Finitura per potenziare ulteriormente l'Equipaggiamento Consacrato.,3,337
414,Ottieni competenza aggiuntiva quando crei Equipaggiamento Consacrato.,2,337
415,Porta il tuo Equipaggiamento Consacrato a un livello oggetto superiore ,1,337
416,Consacra la Tessistoffa per ricavare un potente Equipaggiamento Consacrato.,0,337
417,Aggiungi Reagenti Facoltativi e di Finitura per potenziare ulteriormente l'Equipaggiamento Consacrato.,3,338
418,Ottieni competenza aggiuntiva quando crei Equipaggiamento Consacrato.,2,338
419,Porta il tuo Equipaggiamento Consacrato a un livello oggetto superiore. ,1,338
420,Consacra la Tessistoffa per ricavare un potente Equipaggiamento Consacrato.,0,338
427,"Apprendi come migliorare il tuo equipaggiamento creato con abbellimenti, missive e ingranaggi.",2,341
428,Sblocca nuovi schemi per equipaggiamenti delle professioni e di combattimento.,1,341
429,Ottieni un aumento significativo alla competenza quando crei qualsiasi tipo di equipaggiamento.,0,341
430,Padroneggia una tecnica segreta per conservare gli esplosivi nonostante siano ovviamente già esplosi.,2,342
431,"Migliora la tua capacità di creare Modifiche, Esplosivi e altri Dispositivi.",1,342
432,Maneggia i tuoi dispositivi con più sicurezza per ridurre la possibilità di effetti collaterali disastrosi.,0,342
433,Datti da fare con i tuoi scarti per ottenere un aumento all'efficienza.,2,343
434,Migliora la tua abilità di creare nuovi congegni e impara dai tuoi errori.,1,343
435,Ottieni miglioramenti significativi alla competenza nella creazione di ogni ramo di Ingegneria.,0,343
440,Migliora la qualità dei materiali che usi e perfeziona il tuo impero della moda.,3,345
441,Padroneggia l'arte del ricamo per usare Reagente di Finitura di qualità in varie creazioni.,2,345
442,Perfeziona la tua abilità di disfare e tessere la stoffa di qualità più alta.,1,345
443,Crea dei potenti Ornamenti Magici utilizzati da ogni genere di avventuriero.,0,345
444,Aumenta l'efficienza della Creazione Multipla per tutte le ricette.,3,346
445,Aumenta l'efficienza della Parsimonia per tutte le ricette.,2,346
446,Aumenta l'efficienza dell'Ingegno per tutte le ricette.,1,346
447,Aumenta l'ammontare di tessuto che puoi trovare a Khaz Algar.,0,346
448,Aggiungi Reagenti Facoltativi e di Finitura per potenziare ulteriormente l'Equipaggiamento Consacrato.,3,347
449,Ottieni competenza aggiuntiva quando crei Equipaggiamento Consacrato.,2,347
450,Porta il tuo Equipaggiamento Consacrato a un livello oggetto superiore. ,1,347
451,Consacra la Tessistoffa per ricavare un potente Equipaggiamento Consacrato.,0,347
452,Abbellisci il tuo equipaggiamento con dei potenti Sigilli di Lunacupa.,2,348
453,"Aumenta la tua abilità di creare Contratti, Missive e Rune Vantus.",1,348
454,Apprendi come trovare e trascrivere le Carte di Lunacupa a Khaz Algar.,0,348
455,Migliora la produzione di equipaggiamento per risparmiare risorse.,2,349
456,Crea Bastoni e armi per la Mano Secondaria di alta qualità da usare in combattimento.,1,349
457,Padroneggia la penna e perfeziona gli altri attrezzi delle professioni.,0,349
458,"Potenzia in modo significativo le tue statistiche di artigianato, incluso Ingegno, Parsimonia e Creazione Multipla.",2,350
459,Estrai più conoscenza dai Trattati ogni settimana.,1,350
460,Padroneggia i Trattati Algari utilizzati da tutte le professioni.,0,350
461,Ottieni competenza aggiuntiva durante la creazione di tutti i reagenti di Runografia.,1,351
462,Apprendi come creare rapidamente reagenti di Runografia con la creazione in massa.,0,351
463,Abbellisci il tuo equipaggiamento con dei potenti Sigilli di Lunacupa.,2,352
464,"Aumenta la tua abilità di creare Contratti, Missive e Rune Vantus.",1,352
465,Apprendi come trovare e trascrivere le Carte di Lunacupa a Khaz Algar.,0,352
466,Aggiungi Reagenti Facoltativi o di Finitura per potenziare ulteriormente l'Equipaggiamento Consacrato.,3,353
467,Si ottiene competenza aggiuntiva quando si crea Equipaggiamento Consacrato.,2,353
468,Porta il tuo Equipaggiamento Consacrato a un livello oggetto superiore. ,1,353
469,Consacra la Tessistoffa per ricavare un potente Equipaggiamento Consacrato.,0,353
470,Abbellisci il tuo equipaggiamento con dei potenti Sigilli di Lunacupa.,2,354
471,"Aumenta l'abilità di creare Contratti, Missive e Rune Vantus.",1,354
472,Apprendi come trovare e trascrivere le Carte di Lunacupa a Khaz Algar.,0,354
