ID,FailureReason_lang,PlayerConditionID,OrderIndex,Flags,CampaignID
199,Ottieni Fama 8 per continuare la campagna.,88567,4,0,117
200,Ottieni Fama 11 per continuare la campagna.,86972,5,0,117
201,Ottieni Fama 13 per continuare la campagna.,86975,6,0,117
202,Ottieni Fama 17 per continuare la campagna.,86979,7,0,117
203,Ottieni Fama 20 per continuare la campagna.,86982,8,0,117
204,"Completa il capitolo ""Focalizzare l'Occhio"" della campagna Catene del Dominio per continuare questa campagna.",92548,2,0,115
205,Ottieni Fama 5 per continuare la campagna.,88562,3,0,115
206,Ottieni Fama 8 per continuare la campagna.,88566,4,0,115
207,Ottieni Fama 11 per continuare la campagna.,86973,5,0,115
208,Ottieni Fama 13 per continuare la campagna.,86976,6,0,115
209,Ottieni Fama 17 per continuare la campagna.,86980,7,0,115
210,Ottieni Fama 20 per continuare la campagna.,86983,8,0,115
211,"Continua the campagna accettando la missione ""La prigione dei Dimenticati"" nella Fauce.",88895,1,0,117
212,"Continua the campagna accettando la missione ""La prigione dei Dimenticati"" nella Fauce.",88895,1,0,113
213,"Continua the campagna accettando la missione ""La prigione dei Dimenticati"" nella Fauce.",88895,1,0,115
214,"Continua the campagna accettando la missione ""La prigione dei Dimenticati"" nella Fauce.",88895,1,0,119
215,,0,0,0,111
216,,88933,0,0,124
217,,89130,1,0,114
218,,89131,2,0,114
221,Ottieni Fama 20 per continuare la campagna.,86984,8,0,113
240,Salva Laurent dal Distretto delle Braci per continuare la campagna.,88026,10,0,113
246,Completa la campagna della tua Congrega per continuare questa campagna.,92551,0,0,138
247,Ottieni Fama 44 per continuare la campagna.,92797,1,0,138
248,Ottieni Fama 47 per continuare la campagna.,91334,2,0,138
249,Ottieni Fama 50 per continuare la campagna.,91335,3,0,138
250,"Continua la campagna accettando e completando la missione ""Il prigioniero di Fortechiaro"" a Revendreth.",96305,4,0,138
251,Ottieni Fama 52 per continuare la campagna.,91336,5,0,138
252,Ottieni Fama 56 per continuare la campagna.,91337,6,0,138
253,Ottieni Fama 22 per continuare la campagna.,86216,9,0,119
254,Ottieni Fama 22 per continuare la campagna.,86989,9,0,115
255,Ottieni Fama 22 per continuare la campagna.,86988,9,0,117
256,Torna più tardi per scoprire il piano di Bolvar.,95984,0,0,158
257,Torna più tardi per scoprire il piano di Bolvar.,95985,1,0,158
258,Torna più tardi per scoprire il piano di Bolvar.,95986,2,0,158
259,Torna più tardi per scoprire il piano di Bolvar.,95987,3,0,158
261,Ottieni Fama 58 per continuare la campagna.,91338,7,0,138
266,,102816,0,0,189
269,,103531,0,0,174
271,,103529,1,0,174
272,,103530,2,0,174
273,,103799,0,0,165
277,,103948,0,0,199
278,,103948,0,0,201
279,Raggiungi il Livello di Fama 11 con i Tuskarr di Iskaara per continuare la storia.,105184,0,0,194
280,Raggiungi il Livello di Fama 13 con la Spedizione delle Scaglie di Drago per continuare la storia.,105181,0,0,197
281,Raggiungi il Livello di Fama 24 con la Spedizione delle Scaglie di Drago per continuare la storia.,105182,1,0,197
282,Raggiungi il Livello di Fama 19 con l'Accordo di Valdrakken per continuare la storia.,99211,0,0,190
283,Raggiungi il Livello di Fama 12 con l'Accordo di Valdrakken per continuare la storia.,105185,0,0,192
284,Aumenta la Fama con le principali fazioni delle Isole dei Draghi per continuare la campagna.,104393,1,0,201
285,Contenuto attualmente non disponibile nella beta.,34450,2,0,197
286,Contenuto attualmente non disponibile nella beta.,34450,1,0,194
287,Raggiungi il Livello di Fama 19 con l'Accordo di Valdrakken per continuare la storia.,105191,1,0,192
288,Contenuto attualmente non disponibile nella beta.,34450,2,0,192
289,,78570,0,0,118
