ID,Name_lang,UiMapGroupID,UiMapID,FloorIndex,RelativeHeightIndex
561,Scala Spezzata Inferiore,162,356,7,0
562,Scala Spezzata Superiore,162,357,8,0
563,Serraglio,162,358,9,0
564,Biblioteca del Guardiano,162,359,10,0
565,Vestibolo Segreto,162,360,11,0
566,Biblioteca Superiore,162,361,12,0
567,Osservatorio Celeste,162,362,13,0
568,Sala degli Scacchi,162,363,14,0
569,Camere di Medivh,162,364,15,0
570,Stazione Energetica,162,365,16,0
571,Spaziofatuo,162,366,17,0
572,Ala dei Costrutti,163,162,1,0
573,Ala degli Aracnidi,163,163,2,0
574,Ala dei Combattenti,163,164,3,0
575,Ala della Pestilenza,163,165,4,0
576,Necropoli Inferiore,163,166,5,0
577,Necropoli Superiore,163,167,6,0
578,Antro dei Vapori,164,263,1,0
579,Pozze di Raffreddamento,164,264,2,0
580,Blocco di Stasi: Trion,165,269,1,0
581,Blocco di Stasi: Maximus,165,270,2,0
582,Nucleo di Contenimento,165,271,3,0
583,Mecanar,166,267,1,0
584,Sala del Conteggio,166,268,2,0
585,Vol Sethekk,167,258,1,0
586,Sale del Cordoglio,167,259,2,0
587,Sala dell'Aldilà,168,256,1,0
588,Ponte delle Anime,168,257,2,0
589,Fogne di Karabor,169,340,0,0
590,Tempio Nero,169,339,1,0
591,Santuario delle Ombre,169,341,2,0
592,Sale del Tormento,169,342,3,0
593,Presidio di Malacarne,169,343,4,0
594,Antro delle Delizie Mortali,169,344,5,0
595,Stanza del Comando,169,345,6,0
596,Sommità del Tempio,169,346,7,0
597,Dalaran,170,125,1,0
598,Sotterranei,170,126,2,0
599,Preparazione di Njorndar,171,133,1,0
600,Ascesa degli Scorticadraghi,171,134,2,0
601,Terrazza di Tyr,171,135,3,0
602,Pinnacolo Inferiore,172,136,1,0
603,Pinnacolo Superiore,172,137,2,0
604,Anello della Varianza,173,143,1,0
605,Anello dell'Accelerazione,173,144,2,0
606,Anello della Trasmutazione,173,145,3,0
607,Anello dell'Allineamento,173,146,4,0
608,Cittadella del Pozzo Solare,174,335,0,0
609,Santuario dell'Eclisse,174,336,1,0
610,Rifugio del Gran Magistro,175,348,1,0
611,Terreno d'Osservazione,175,349,2,0
612,Epurazione di Stratholme,176,130,0,0
613,Stratholme,176,131,1,0
614,Vestiboli di Drak'Tharon,177,160,1,0
615,Belvedere di Drak'Tharon,177,161,2,0
616,Fossa di Cova,178,157,1,0
617,Antro di Hadronox,178,158,2,0
618,Porta Dorata,178,159,3,0
619,Guarnigione Inflessibile,179,138,1,0
620,Percorso dei Creatori,179,139,2,0
621,Ulduar,180,147,0,0
622,Anticamera di Ulduar,180,148,1,0
623,Santuario Interno di Ulduar,180,149,2,0
624,Prigione di Yogg-Saron,180,150,3,0
625,Scintilla dell'Immaginazione,180,151,4,0
626,Occhio della Mente,180,152,5,0
627,Rocca Inferiore,181,186,1,0
628,Bastione dei Teschi,181,187,2,0
629,Loggia dell'Araldo della Morte,181,188,3,0
630,Rifugio della Regina del Gelo,181,189,4,0
631,Bastioni Superiori,181,190,5,0
632,Quartieri Reali,181,191,6,0
633,Trono di Ghiaccio,181,192,7,0
634,Gelidanima,181,193,8,0
635,Sale Abissali,182,322,1,0
636,Trono di Neptulon,182,323,2,0
637,Volta delle Luci,183,297,1,0
638,Tomba dello Spaccaterra,183,298,2,0
639,Quattro Seggi,183,299,3,0
640,Stanza dell'Incenerimento,184,283,1,0
641,Forgia del Crepuscolo,184,284,2,0
642,Piano Terra,185,208,1,0
643,Primo Piano,185,209,2,0
644,Gallerie della Miniera,186,177,3,0
645,Pozzo della Miniera,186,178,4,0
646,Colosseo d'Argento,187,172,1,0
647,Profondità Gelate,187,173,2,0
648,Piano Terra,188,181,2,0
649,Primo Piano,188,182,3,0
650,Sala Sfondata,189,285,1,0
651,Volta dell'Ombrofuoco,189,286,2,0
652,Enclave del Crepuscolo,190,294,1,0
653,Trono dell'Apocalisse,190,295,2,0
654,Caverne del Crepuscolo,190,296,3,0
655,Terre del Fuoco,191,367,0,0
656,Incudine della Conflagrazione,191,368,1,0
657,Fortezza di Sulfuron,191,369,2,0
658,Atrio della Luna Crescente,192,391,1,0
659,Salone Imperiale del Commercio,192,392,2,0
660,Scala dell'Imperatore,193,393,3,0
661,Salone Imperiale dei Mercanti,193,394,4,0
662,Cava Superiore,194,372,6,0
663,Cava Inferiore,194,373,7,0
664,Livello Superiore,195,383,11,0
665,Livello Inferiore,195,384,12,0
666,Sale di Guo-Lai,196,395,18,0
667,Sala della Serpe,196,396,19,0
668,Rovine dei Korune,197,386,20,0
669,Cripta dei Korune,197,387,21,0
670,Fine dei Tempi,198,401,0,0
671,Santuario dei Draghi di Zaffiro,198,402,1,0
672,Santuario dei Draghi di Rubino,198,403,2,0
673,Santuario dei Draghi di Ossidiana,198,404,3,0
674,Santuario dei Draghi di Smeraldo,198,405,4,0
675,Santuario dei Draghi di Bronzo,198,406,5,0
676,Ora del Crepuscolo,199,399,0,0
677,Tempio della Lega dei Draghi,199,400,1,0
678,Monastero degli Shandaren,200,443,0,0
679,Dojo di Nube Truce,200,444,1,0
680,Dojo di Neve Lesta,200,445,2,0
681,Sale Sigillate,200,446,3,0
682,Tempio della Serpe di Giada,201,429,1,0
683,Santuario delle Pergamene,201,430,2,0
684,Scantinato del Grano,202,439,1,0
685,Sala di Fermentazione,202,440,2,0
686,Grande Ruota,202,441,3,0
687,Sala di Degustazione,202,442,4,0
688,Porta del Sole Calante,203,437,1,0
689,Porta della Torre di Guardia,203,438,2,0
690,Anima del Drago,204,409,0,0
691,Fauci di Go'rath,204,410,1,0
692,Fauci di Shu'ma,204,411,2,0
693,Occhio dell'Eternità,204,412,3,0
694,Fuoco Celeste,204,413,4,0
695,Spina Dorsale di Alamorte,204,414,5,0
696,Maelstrom,204,415,6,0
697,Sala dell'Assemblea Cremisi,205,453,1,0
698,Cripta degli Imperatori del Passato,205,454,2,0
699,Trono degli Antichi Conquistatori,205,455,3,0
700,Cortile d'Addestramento,206,431,1,0
701,Ateneo,206,432,2,0
702,Chiostro Infausto,207,435,1,0
703,Cappella dei Crociati,207,436,2,0
704,Reliquiario,208,476,1,0
705,Stanza dell'Evocazione,208,477,2,0
706,Studio Superiore,208,478,3,0
707,Studio del Rettore,208,479,4,0
708,Piattaforma dei Conquistatori,209,471,1,0
709,Vestibolo Segreto,209,472,2,0
710,Forgia dell'Eternità,209,473,3,0
711,Vestibolo dell'Oratore,210,474,1,0
712,Cuore della Paura,210,475,2,0
713,Assedio al Tempio di Niuzao,211,457,0,0
714,Albero Cavo,211,458,1,0
715,Anello dell'Albero Superiore,211,459,2,0
716,Sale di Sepoltura Superiori,212,481,1,0
717,Cripte Inferiori,212,482,2,0
718,Scavo dell'Alleanza,213,419,1,0
719,Rovine di Ogudei,213,420,2,0
720,Incursione del Reliquiario,213,421,3,0
721,Sala delle Statue in Rovina,214,508,1,0
722,Anfiteatro Reale,214,509,2,0
723,Profondità Dimenticate,214,510,3,0
724,Nido di Ji-Kun,214,511,4,0
725,Sale dei Plasmatori di Carne,214,512,5,0
726,Sala dei Re,214,513,6,0
727,Pinnacolo delle Tempeste,214,514,7,0
728,Cella Nascosta,214,515,8,0
729,Dalaran,215,501,1,0
730,Sotterranei,215,502,2,0
731,Tempio Nero,216,490,0,0
732,Fogne di Karabor,216,491,1,0
733,Santuario delle Ombre,216,492,2,0
734,Sale del Tormento,216,493,3,0
735,Presidio di Malacarne,216,494,4,0
736,Antro delle Delizie Mortali,216,495,5,0
737,Stanza del Comando,216,496,6,0
738,Sommità del Tempio,216,497,7,0
739,Fortezza dei Lamacurva,217,526,1,0
740,Cortile dei Lamacurva,217,527,2,0
741,Trono dei Lamacurva,217,528,3,0
742,Miniere Nerofumo,217,529,4,0
743,Caldera Sbuffobianco,218,548,20,0
744,Profondità di Sbuffobianco,218,549,21,0
745,Faglia della Furia,219,546,18,0
746,Cuore Furioso,219,547,19,0
747,Bastione di Moira,220,544,16,0
748,Armeria,220,545,17,0
749,Grotta di Grulloc,221,531,7,0
750,Tana di Grulloc,221,532,8,0
751,Assedio di Orgrimmar,222,556,0,0
752,Fonte del Potere,222,557,1,0
753,Cripta di Y'shaarj,222,558,2,0
754,Cancelli di Orgrimmar,222,559,3,0
755,Valle della Forza,222,560,4,0
756,Spelonca delle Ombre,222,561,5,0
757,Discesa alla Fortezza,222,562,6,0
758,Caserma dei Kor'kron,222,563,7,0
759,Serraglio,222,564,8,0
760,Officina Bellica,222,565,9,0
761,Sala degli Eletti,222,566,10,0
762,Cuore della Vera Orda,222,567,11,0
763,Terrazza dell'Eterna Primavera,222,568,12,0
764,Tempio della Serpe di Giada,222,569,13,0
765,Tempio della Gru Rossa,222,570,14,0
766,Cripta degli Antichi,223,574,1,0
767,Altare delle Ombre,223,575,2,0
768,Confini della Realtà,223,576,3,0
769,Forgia Nera,224,596,1,0
770,Officina delle Scorie,224,597,2,0
771,Officina,224,598,3,0
772,Dominio di Ferro,224,599,4,0
773,Crogiolo,224,600,5,0
774,Passerelle,225,607,1,0
775,Vagoni Posteriori,225,608,2,0
778,Quartiere Basso,226,601,1,0
779,Altaguglia,226,602,2,0
780,Dimora delle Ombre,227,626,4,1
781,Dalaran,227,627,10,3
782,Sotterranei,227,628,11,2
783,Galleria di Aegwynn,227,629,12,4
784,Cuore di Acherus,228,647,1,0
785,Salone del Comando,228,648,2,0
786,Riparo del Dormiente Inferiore,229,643,14,0
787,Riparo del Dormiente Superiore,229,644,15,0
788,Gallerie di Falanaar,230,692,41,0
789,Gallerie di Falanaar,230,693,42,0
794,Caverna Fonteviva Inferiore,233,655,20,0
795,Caverna Fonteviva Superiore,233,656,21,0
796,Tempio di Fal'adora,234,684,32,0
797,Gallerie di Falanaar,234,685,33,0
798,Altomaglio,235,610,0,0
799,Anticamera del Colosseo,235,611,1,0
800,Colosseo,235,612,2,0
801,Sala della Nullificazione,235,613,3,0
802,Mastio dell'Imperatore,235,614,4,0
803,Trono dell'Imperatore,235,615,5,0
804,Verdeterno,236,620,0,0
805,Osservatorio,236,621,1,0
806,Bastione dei Draghi,237,616,1,0
807,Salone della Covata,237,617,2,0
808,Sala di Manonera,237,618,3,0
809,Cittadella del Fuoco Infernale,238,661,0,0
810,Anticamera del Fuoco Infernale,238,662,1,0
811,Passaggio al Fuoco Infernale,238,663,2,0
812,Fosse di Mannoroth,238,664,3,0
813,Corte del Sangue,238,665,4,0
814,Tormento di Grommash,238,666,5,0
815,Breccia della Stirpe Vile,238,667,6,0
816,Sale dei Sargerei,238,668,7,0
817,Torrione del Distruttore,238,669,8,0
818,Portale Nero,238,670,9,0
819,Ala degli Illidari,239,677,1,0
820,Segrete delle Custodi,239,678,2,0
821,Tribunale delle Custodi,239,679,3,0
822,Sale del Valore,240,703,0,0
823,Gran Portale,240,704,1,0
824,Sale del Valore,240,705,2,0
825,Acherus Inferiore,241,698,1,0
826,Acherus Superiore,241,699,2,0
827,Rocca della Corona di Ghiaccio,241,700,3,0
828,Trono di Ghiaccio,241,701,4,0
829,Congegno delle Anime Inferiore,242,674,2,0
830,Congegno delle Anime Superiore,242,675,3,0
831,Alture degli Helmunn,243,706,0,0
832,Rocca,243,707,1,0
833,Naglfar,243,708,2,0
834,Tribunale delle Custodi,244,710,1,0
835,Segrete delle Custodi,244,711,2,0
836,Cripta del Traditore,244,712,3,0
837,Criptacorvo,245,751,1,0
838,Gran Salone,245,752,2,0
839,Fortecorvo,245,753,3,0
840,Nido del Corvo,245,754,4,0
841,Camera di Ser Crinocorvo,245,755,5,0
842,Corona del Corvo,245,756,6,0
843,Sale dei Guardiani,246,734,1,0
844,Studio del Guardiano,246,735,2,0
845,"Mardum, l'Abisso Spezzato",247,719,0,0
846,Centro di Comando Superiore,247,720,1,0
847,Centro di Comando Inferiore,247,721,2,0
848,Morsa della Corruzione,248,777,1,0
849,Cuore dell'Incubo,248,778,2,0
850,Mulgore,248,779,3,0
851,Cratere di Un'Goro,248,780,4,0
852,Incubo di Smeraldo,248,781,5,0
853,Valtetra,248,782,6,0
854,Entroterre,248,783,7,0
855,Boscovespro,248,784,8,0
856,Feralas,248,785,9,0
857,Colli Bradi,248,786,10,0
858,Radaluna,248,787,11,0
859,Fenditura di Aln,248,788,12,0
860,Sogno di Smeraldo,248,789,13,0
861,Centro di Comando Superiore,249,879,1,0
862,Centro di Comando Inferiore,249,880,2,0
863,Alloggi della Servitù,250,794,1,0
864,Salone da Ballo,250,795,2,0
865,Teatro,250,796,3,0
866,Biblioteca del Guardiano,250,797,4,0
867,Pozzo Oscuro,251,764,1,0
868,Profondità Arcuate,251,765,2,0
869,Rocca della Notte,251,766,3,0
870,Terrazza degli Shal'dorei,251,767,4,0
871,Quartieri del Capitano,251,768,5,0
872,Quartieri dell'Astromante,251,769,6,0
873,Guglia della Notte,251,770,7,0
874,Quartieri di Elisande,251,771,8,0
875,Fonte della Notte,251,772,9,0
876,Corte delle Stelle,252,761,0,0
877,Tenuta delle Gioie,252,762,1,0
878,Balconate,252,763,2,0
879,Anticamera di Ulduar,253,744,1,0
880,Scintilla dell'Immaginazione,253,745,2,0
881,Anello d'Osservazione,253,746,3,0
882,Sale Abissali,254,742,1,0
883,Trono di Neptulon,254,743,2,0
884,Cittadella Superiore,255,740,1,0
885,Cittadella Inferiore,255,741,2,0
886,Piano Terra,256,804,1,0
887,Primo Piano,256,805,2,0
888,Anello dell'Allineamento,257,800,1,0
889,Anello della Trasmutazione,257,801,2,0
890,Anello dell'Accelerazione,257,802,3,0
891,Anello della Varianza,257,803,4,0
892,Tempio della Serpe di Giada,258,791,1,0
893,Santuario delle Pergamene,258,792,2,0
894,Prova del Valore,259,806,0,0
895,Prova del Valore,259,807,1,0
896,Helheim,259,808,2,0
897,Alloggi della Servitù,260,809,1,0
898,Scuderie Superiori,260,810,2,0
899,Sala del Banchetto,260,811,3,0
900,Camere degli Ospiti,260,812,4,0
901,Balconata del Teatro,260,813,5,0
902,Terrazza del Padrone,260,814,6,0
903,Scala Spezzata Inferiore,260,815,7,0
904,Scala Spezzata Superiore,260,816,8,0
905,Serraglio,260,817,9,0
906,Biblioteca del Guardiano,260,818,10,0
907,Piano della Biblioteca,260,819,11,0
908,Biblioteca Superiore,260,820,12,0
909,Sala degli Scacchi,260,821,13,0
910,Spaziofatuo,260,822,14,0
911,Piano superiore,261,831,1,0
912,Piano inferiore,261,832,2,0
913,Piano superiore,262,886,5,0
914,Piano inferiore,262,887,6,0
915,Piano superiore,263,883,3,0
916,Piano inferiore,263,884,4,0
917,Sala della Luna,264,850,1,0
918,Trono Abissale,264,851,2,0
919,Terrazza della Luna,264,852,3,0
920,Santuario della Guardiana,264,853,4,0
921,Sala dell'Avatar,264,854,5,0
922,Breccia di Viltempesta,264,855,6,0
923,Distorsione Fatua,264,856,7,0
924,Sala della Luna,265,845,1,0
925,Bosco del Crepuscolo,265,846,2,0
926,Archivi di Smeraldo,265,847,3,0
927,Sentiero dell'Illuminazione,265,848,4,0
928,Sagrestia di Elune,265,849,5,0
929,Piano Terra,266,835,1,0
930,Primo Piano,266,836,2,0
931,Birrificio Triplo Malto,267,872,0,0
932,Piano Terra,267,873,1,0
933,Primo Piano,267,874,2,0
934,Piano Terra,268,840,1,0
935,Primo Piano,268,841,2,0
936,Secondo Piano,268,842,3,0
937,Piano Terra,269,869,1,0
938,Primo Piano,269,870,2,0
939,Piano Terra,270,865,1,0
940,Primo Piano,270,866,2,0
941,"Antorus, il Trono Infuocato",271,909,0,0
942,Occhio della Legione,271,910,1,0
943,Sale della Morsa Infinita,271,911,2,0
944,Elunaria,271,912,3,0
945,Santuario di Elarian,271,913,4,0
946,Condotto di Scarico,271,914,5,0
947,Trono Infuocato,271,915,6,0
948,Sala del Tormento,271,916,7,0
949,Anima del Mondo,271,917,8,0
950,Seggio del Pantheon,271,918,9,0
951,Piano superiore,271,919,10,0
952,Piano inferiore,271,920,11,0
953,Blocco di Stasi: Trion,272,889,1,0
954,Blocco di Stasi: Maximus,272,890,2,0
955,Isola Brumazzurra,273,891,0,0
956,Piano Terra,273,892,1,0
957,Primo Piano,273,893,2,0
958,Secondo Piano,273,894,3,0
959,Morti di Cromie,274,897,0,0
960,Santuario dei Draghi di Ossidiana,274,898,1,0
961,Andorhal,274,899,2,0
962,Monte Hyjal,274,900,3,0
963,Il Pozzo dell'Eternità,274,901,4,0
964,Stratholme,274,902,5,0
965,Atal'dazar,275,934,1,0
966,Fosse Sacrificali,275,935,2,0
967,Piano superiore,276,940,1,0
968,Piano inferiore,276,941,2,0
976,Deposito dei Treni,225,606,0,0
977,Vagoni Anteriori,225,609,3,0
981,Piano Terra,231,637,0,0
982,Primo Piano,231,638,1,0
983,Piano Terra,232,657,0,0
984,Primo Piano,232,658,1,0
985,Tol Dagor,277,974,0,0
986,Fognature,277,975,1,0
987,Carcere Militare,277,976,2,0
988,Blocco di Detenzione,277,977,3,0
989,Alloggi degli Ufficiali,277,978,4,0
990,Ridotta del Sovrintendente,277,979,5,0
991,Terrazza del Sovrintendente,277,980,6,0
992,Roccavento,278,1012,0,0
993,Segrete di Roccavento,278,1013,1,0
994,In cima alle scale,279,1016,0,0
995,Grande Atrio,279,1015,1,0
996,Cantina,279,1017,2,0
997,Catacombe,279,1018,3,0
998,Lo Squarcio,279,1029,4,0
999,Piano Terra,280,1030,0,0
1000,Primo Piano,280,1031,1,0
1001,Santuario della Tempesta,281,1039,0,0
1002,Fine di Sacraonda,281,1040,1,0
1003,Grottamarcia,282,1041,0,0
1004,Discesa alle Rovine,282,1042,1,0
1005,Tempio di Sethraliss,283,1038,0,0
1006,Atrio di Sethraliss,283,1043,1,0
1107,Discesa alle Rovine,384,1148,0,0
1108,Sala di Sanitizzazione,384,1149,1,0
1109,Circolo di Contenimento,384,1150,2,0
1110,Archivi dell'Eternità,384,1151,3,0
1111,Cripta della Piaga,384,1152,4,0
1112,Galleria dei Fallimenti,384,1153,5,0
1113,Porta dell'Oblio,384,1154,6,0
1114,Nucleo Putrescente,384,1155,7,0
1115,Sotterranei di Roccianera,385,1159,0,0
1116,Nucleo Ardente,385,1160,1,0
1117,Gran Sigillo,386,1163,0,0
1118,Sala degli Storiografi,386,1164,1,0
1119,Sala dei Grandi Sacerdoti,387,1167,0,0
1120,Sale del Concilio,387,1166,1,0
1123,Caverna inferiore,388,1171,0,0
1124,Caverna superiore,388,1172,1,0
1125,Piani superiori,389,1173,0,0
1126,Piani inferiori,389,1174,1,0
1127,Piano superiore,390,1176,0,0
1128,Piano inferiore,390,1177,1,0
1129,Piano superiore,391,1179,0,0
1130,Piano inferiore,391,1180,1,0
1132,Caverna superiore,392,1185,1,0
1134,Caverna inferiore,392,1184,0,0
1135,Santuario delle Ombre,393,1345,0,0
1136,Tentacolo della Corruzione,393,1346,1,0
1137,Rocca Inferiore,394,1359,0,0
1138,Trono di Ghiaccio,394,1360,1,3
1139,Tol Dagor,395,1349,0,0
1140,Fognature,395,1350,1,0
1141,Carcere Militare,395,1351,2,0
1142,Porto di Zandalar,396,1352,0,0
1143,Lo Zocalo,396,1358,1,0
1144,Sale dell'Opulenza,396,1353,2,0
1145,Santuario dei Loa,396,1354,3,0
1146,Cammino dei Re,396,1356,4,0
1147,Cuore dell'Impero,396,1357,5,0
1148,Grande Mare,396,1364,6,0
1149,Boralus,396,1367,7,0
1150,Sala degli Ingranaggi,397,1371,0,0
1151,Dormitorio,397,1372,1,0
1153,Corte dei Meccanisti,397,1374,3,0
1155,Piattaforma di Lancio,397,1380,2,0
1156,Circolo di Contenimento,398,1381,0,0
1157,Porta dell'Oblio,398,1382,1,0
1158,Isola di Meccagon,399,1490,0,0
1159,Robodromo,399,1491,1,0
1160,Tubature di Scarico,399,1493,2,0
1161,Discarica Sotterranea,399,1494,3,0
1162,Meccagon,399,1497,4,0
1163,Palco dell'Eternità,400,1512,0,0
1164,Sale dei Prescelti,400,1513,1,0
1165,Profondità Oscure,400,1514,2,0
1166,Traverso,400,1516,3,0
1167,Anfratto delle Uova,400,1517,4,0
1168,Corte della Regina,400,1518,5,0
1169,Baratro dei Sogni,400,1519,6,0
1170,Ultima Prigione,400,1520,7,0
1171,Sala Sfondata,401,1538,0,0
1172,Volta dell'Ombrofuoco,401,1539,1,0
1173,Volta delle Luci,402,1540,0,0
1174,Tomba dello Spaccaterra,402,1541,1,0
1175,Quattro Seggi,402,1542,2,0
1177,Cripta degli Imperatori del Passato,403,1545,1,0
1178,Trono degli Antichi Conquistatori,403,1546,2,0
1179,Sala dell'Assemblea Cremisi,403,1544,0,0
1180,Piattaforma dei Conquistatori,404,1547,0,0
1181,Vestibolo Segreto,404,1548,1,0
1182,Forgia dell'Eternità,404,1549,2,0
1184,Tunnel Senza Tempo,143,74,0,0
1185,Caverne del Tempo,143,75,1,0
1186,Tunnel Senza Tempo,405,1552,0,0
1187,Caverne del Tempo,405,1553,1,0
1188,Città di Meccagon,406,1573,0,0
1189,Discarica Sotterranea,406,1574,1,0
1190,Visione del Destino,407,1580,0,0
1191,Annesso della Profezia,407,1581,1,0
1192,Ny'alotha,407,1582,2,0
1193,Alveare,407,1590,3,0
1194,Terrazza della Desolazione,407,1591,4,0
1195,Stanza del Rituale,407,1592,5,0
1196,Poggio del Crepuscolo,407,1593,6,0
1197,Fauci di Gor'ma,407,1594,7,0
1198,Antro del Decadimento,407,1595,8,0
1199,Sala della Rinascita,407,1596,9,0
1200,Locus delle Verità Infinite,407,1597,10,0
1202,Terrazza della Rianimazione,408,1610,1,0
1206,Sala di Spaccaossa,408,1609,0,0
1207,Sale della Redenzione,409,1663,0,0
1208,Navata del Dolore,409,1664,1,0
1209,Santuario delle Anime,409,1665,2,0
1210,Scia Necrotica,410,1666,0,0
1211,Ricucitorium,410,1667,1,0
1212,Zolramus,410,1668,2,0
1213,Covo degli Alienatori,411,1672,0,0
1214,Anello dei Destini,411,1670,1,0
1215,Anello del Trasferimento,411,1671,2,0
1216,Il Crogiolo,411,1673,3,0
1217,Acherus Inferiore,394,1681,2,1
1218,Acherus Superiore,394,1682,3,2
1219,Profondità della Disperazione,412,1675,0,0
1220,Anfiteatro del Cordoglio,412,1676,1,1
1221,L'Aldilà,413,1680,0,0
1222,Meccagon,413,1678,1,1
1223,Zul'gurub,413,1679,2,2
1224,Selvarden,413,1677,3,3
1225,Teatro del Dolore,414,1683,0,0
1226,Stanza della Conquista,414,1684,1,0
1227,Altari dell'Agonia,414,1685,2,0
1228,Tumulo Superiore della Carneficina,414,1686,3,0
1229,Tumulo Inferiore della Carneficina,414,1687,4,0
1230,Piagafunesta,415,1674,0,0
1231,Il Santuario Putrescente,415,1697,1,0
1232,Alture di Oblio del Peccato,416,1699,0,0
1233,Profondità di Oblio del Peccato,416,1700,1,0
1234,La Chioma,417,1703,0,0
1235,Il Tronco,417,1701,1,0
1236,Le Radici,417,1702,2,0
1237,Apogeo dell'Arconte,418,1707,0,0
1238,Santuario del Vincolo,418,1708,1,0
1239,Ascesa dell'Onore,419,1692,0,0
1240,Giardini del Riposo,419,1693,1,0
1241,Fonte della Fedeltà,419,1694,2,0
1242,Seggio dell'Arconte,419,1695,3,0
1243,Il Gran Percorso,420,1735,0,0
1244,Depositi di Refurtiva,420,1744,1,0
1245,Sale dei Fedeli,420,1745,2,0
1246,Prigione dell'Orgoglio,420,1746,3,0
1247,Banchetto dell'Arroganza,420,1750,4,0
1248,Santuario dei Mantobuio,420,1747,5,0
1249,Observatorium,420,1748,6,0
1250,Fossa dell'Angoscia Superiore,421,1820,0,0
1251,Fossa dell'Angoscia Inferiore,421,1821,1,0
1252,Terre del Fuoco,422,1958,0,0
1253,Fortezza di Sulfuron,422,1959,1,0
1254,Bazar Celato,423,1989,0,0
1255,Gran Serraglio,423,1990,1,0
1256,P.O.S.T.A.,423,1991,2,0
1257,Oasi di Myza,423,1992,3,0
1258,Stromheim,423,1995,4,0
1259,Cripta di Aggramar,423,1997,5,0
1260,Porto di Boralus,423,1996,6,0
1261,Nexus Opulento,423,1993,7,0
1276,Torre dei Dannati,426,1998,0,0
1277,Fonderia di Ombracciaio,426,1999,1,1
1278,Sale del Tormento,426,2000,2,2
1279,Corona del Gorgoa,426,2001,3,3
1280,Pinnacolo del Dominio,426,2002,4,4
1283,Focolare Immortale,427,2047,0,0
1284,Culla della Genesi,427,2048,1,0
1285,Fonderia Infinita,427,2049,2,0
1286,Pianure Effimere,427,2061,3,0
1287,Stretta del Dominio,427,2050,4,0
1288,Grande Progetto,427,2052,5,0
1289,Cuore dell'Eternità,427,2051,6,0
1291,Il Vivaio dell'Arcano,428,2073,0,0
1292,Sala superiore,428,2074,1,0
