ID,Name_lang,Description_lang,IconFileDataID,Category
76,Galeone,"Temuti per i loro devastanti cannoni di artiglieria a lungo raggio, i Galeoni sono imbattibili in mare aperto.

|cffb2f0ffContrastato da: |r
|TInterface\ICONS\Ships_ABILITY_Bombers.blp:24:24:0:0|t |cffffffff Portaerei|r",1141390,2
77,Acque Ghiacciate,Massicci blocchi di ghiaccio congelati galleggiano sulla superficie dell'acqua. La navigazione attraverso il labirinto di ghiaccio lascia le navi vulnerabili agli attacchi.,236794,2
78,Tempo Burrascoso,"Potenti raffiche di vento, fulmini violenti e ondate anomale sono solo alcuni dei problemi da affrontare quando c'è Tempo Burrascoso.",463562,2
79,Nebbia Fitta,Una Nebbia Fitta avvolge questa posizione nel buio assoluto.,132331,2
80,Gorghi Caotici,"Dei Gorghi Caotici appaiono senza motivo né preavviso, portando scompiglio su qualsiasi imbarcazione cerchi di attraversarli.",892446,2
81,Rapida,"Accelera in acqua con una potenza sconsiderata, che si fa beffe delle leggi della fisica e di qualunque inseguitore.",132120,2
82,Sfuggente,"La capacità di eseguire virate brusche e improvvise, rende la nave un obiettivo difficile da colpire.",136205,2
83,Posamine,"Questa nave è una Posamine e si lascia alle spalle delle mine di prossimità, che creano una scia pericolosa da seguire.",133710,2
84,Primo Assalto,"Un rapido attacco d'apertura, che può porre termine a una battaglia ancor prima che inizi.",132212,2
85,Capitano Esperto,"Una nave guidata da un capitano veterano, esperto nel combattimento navale. I Capitani Esperti non possono essere neutralizzati direttamente, ma devono essere tenuti in considerazione per poter avere successo.",133168,2
86,Obiettivo Terrestre,,132296,2
87,Obiettivo Terrestre,"Un Obiettivo Terrestre richiede un'imbarcazione che possa trasportare e far sbarcare merci o truppe.

|cffb2f0ffContrastato da: |r
|TInterface\ICONS\Ships_ABILITY_BoardingPartyALLIANCE.blp:24:24:0:0|t |cffffffff Caravella|r",132296,2
88,Ciurma Maledetta,Un equipaggio di marinai maledetti.,135974,2
89,Rupe,Una regione impervia e instabile.,409549,0
109,Boss,"|CFFFFFFF0Boss|R
Se non viene contrastato, riduce la probabilità di successo delle missioni.",1357797,2
110,Pericolo,"|CFFFFFFF0Pericolo|R
Se non viene contrastato, aumenta la durata delle missioni.",1357798,2
111,Turbine,,132369,2
112,Guerriero,,132347,2
113,Boss,"|CFFFFFFF0Boss|R
Se non viene contrastato, riduce la probabilità di successo delle missioni.",1357797,2
114,Boss,"|CFFFFFFF0Boss|R
Se non viene contrastato, riduce la probabilità di successo delle missioni.",1357797,2
115,Servitori,"|CFFFFFFF0Esercito|R
Questo esercito ha una potente armatura. Se non viene contrastato, aumenta la durata delle missioni.",1357814,2
121,Magia,"|CFFFFFFF0Incantesimo|R
Se non viene contrastato, infligge ingenti danni aggiuntivi alle truppe.",1357804,2
122,Imboscata,Riduce la probabilità di successo delle missioni. Non può essere contrastato.,1357812,2
124,Boss,"|CFFFFFFF0Boss|R
Se non viene contrastato, riduce la probabilità di successo delle missioni.",1357797,2
125,Boss,"|CFFFFFFF0Boss|R
Se non viene contrastato, riduce la probabilità di successo delle missioni.",1357797,2
126,Brutale,Riduce del ${$a910}% la probabilità di successo delle missioni.,311232,2
127,Facile,Riduce del ${$a909}% la probabilità di successo delle missioni.,311236,2
128,Difficile,Riduce del ${$a907}% la probabilità di successo delle missioni.,311237,2
129,Molto Difficile,Riduce del ${$a908}% la probabilità di successo delle missioni.,311238,2
130,Élite,Riduce la probabilità di successo delle missioni. Non può essere contrastato.,1357812,2
131,Spedizione,Riduce la probabilità di successo delle missioni. Non può essere contrastato.,1357812,2
132,Incursione,Riduce la probabilità di successo delle missioni. Non può essere contrastato.,1357812,2
135,Élite di Argus,"|CFFFFFFF0Élite di Argus|R
Se non viene contrastato, riduce la probabilità di successo delle missioni.",1113433,2
138,Obiettivo primario,"Esperto nel costruire dispositivi, distruggere dispositivi o costruire dispositivi che distruggono altri dispositivi.",134520,2
139,Ricognizione,"|cFFFFD200""I gruppi grossi attirano troppa attenzione.""|r",134441,2
141,Esploratore,,134441,2
142,A Distanza,,236201,2
143,In Mischia,,132269,2
144,In Sella,,132226,2
145,Sabotaggio,"Aumenta del 50% la durata delle altre missioni finché è attivo.

|cFFFFD200""Le esplosioni possono creare confusione""|r",133715,0
147,Obiettivo primario,"Individua i bersagli, recupera le informazioni e lo fa con stile.",132288,2
148,Visione Notturna,Permette di vedere nella totale oscurità.,136057,2
149,Obiettivo primario,Addestrato in un'ampia varietà di stili di combattimento e armi.,615342,2
150,Assalto Lampo,"Riduce la durata della missione e ne aumenta la probabilità di successo.

|cFFFFD200""Un attacco rapido sorprenderà il nemico e non gli offrirà alcuna opportunità di contrattaccare. Entriamo e usciamo.""|r",134376,0
151,Missione Élite,Riduce la probabilità di successo delle missioni. Non può essere contrastato.,616373,2
153,Furtività,"Le truppe riducono la probabilità di successo del 100%.

|cFFFFD200""I gruppi numerosi attirano l'attenzione""|r",132320,2
154,Campagna Estenuante,"Aumenta del 10% la probabilità di successo delle missioni per ogni punto di vitalità delle truppe in missione.

|cFFFFD200""Il lungo viaggio e le condizioni proibitive potrebbero richiedere gambe fresche.""|r",1060984,2
256,Mare Profondo,"Probabilità di successo delle missioni ridotta.

|cFFFFD200""E come dovremmo arrivarci lì, nuotando?""|r",135861,2
257,JasonTest Mechanic,JasonTest Mechanic,0,0
