ID,Header_lang,TopLeftFeatureTitle_lang,TopLeftFeatureDesc_lang,BottomLeftFeatureTitle_lang,BottomLeftFeatureDesc_lang,RightFeatureTitle_lang,RightFeatureDesc_lang,AllianceQuestID,HordeQuestID,ScreenType,TextureKitID,SoundKitID,PlayerConditionID,CharLevelConditionID,RequiredTimeEventPassed
48,Novità nella pre-patch di Dragonflight!,Tempesta Scatenata,Sconfiggi potenti elementali nelle tempeste che hanno scosso tutto Azeroth.,Uldaman,Affronta i pericoli di Uldaman per assicurare il futuro della stirpe dei draghi.,Evocatore Dracthyr,La nuova razza e la nuova classe di Azeroth sono arrivate. Impossessati del potere degli Stormi dei Draghi per infliggere danni o curare i tuoi alleati.,0,0,0,5483,0,0,104814,262
49,Novità in Dragonflight!,Aggiornamento alle professioni,"Le nuove caratteristiche includono Ordini d'Artigianato, equipaggiamento, specializzazioni e altro!",Volo Draconico,Sfreccia nei cieli delle Isole dei Draghi con un nuovo emozionante sistema di movimento!,Isole dei Draghi,Viaggia nell'ancestrale casa degli Stormi dei Draghi e aiutali a riscattare la loro eredità.,67700,65444,0,5484,0,0,104813,254
50,Novità nella Stagione 1!,PvP - Stagione 1,Ottieni ricompense con la nuova modalità Classificata Mischia Solitaria.,Mitiche+ - Stagione 1,"Ti aspettano una nuova rotazione di spedizioni e il nuovo modificatore ""Tuono"".",Segrete delle Incarnazioni,Impedisci ai Primalisti di liberare i compagni imprigionati di Raszageth.,0,0,0,5492,0,0,104738,260
55,Novità nella Patch 10.0.5!,Furia dei Cieli,Lotta contro i Primalisti nel Futuro dei Primalisti per ottenere epiche ricompense.,Aggiornamenti alla trasmogrificazione,Gli oggetti bianchi e grigi ora possono essere collezionati per la trasmogrificazione!,"Emporio, in piena attività!",Un nuovo negozio di oggetti cosmetici ha aperto a Roccavento e Orgrimmar.,0,0,0,5529,0,0,104814,343
56,Novità della patch 10.0.7!,Retaggio degli Umani e degli Orchi,Colleziona set di armature unici esplorando la cultura e la storia di queste razze.,Aggiornamento della funzione Recluta un amico,Nuove entusiasmanti ricompense per aver portato i tuoi amici su Azeroth!,Torna all'Isola Proibita,Scopri i misteri che i Dracthyr si sono lasciati alle spalle durante la loro fuga.,74381,74381,0,5514,0,0,104814,362
57,Novità nella Patch 10.1.0!,Dracondoso Serpeggiante,Corri attraverso la Caverna di Zaralek sulla nuova cavalcatura nativa del Volo Draconico!,Gilde multi-fazione,"Per la prima volta, i giocatori dell'Orda e dell'Alleanza possono unirsi nella stessa gilda!",Caverna di Zaralek,Continua la storia della Fiamma Frammentata e affronta le forze delle Incarnazioni in questa distesa sotterranea dimenticata.,72975,72975,0,5532,0,0,104814,364
58,Novità nella Stagione 2!,Stagione 2 di Dragonflight,Ottieni nuove ricompense nelle spedizioni Mitiche+ e nel PvP,Aggiornamento Mitiche+,Sperimenta nuovi modificatori e una nuova selezione di spedizioni Mitiche+!,"Aberrus, il Crogiolo d'Ombra",Insegui Sarkareth ed esplora il retaggio di Neltharion in questo antico laboratorio.,0,0,1,5533,0,0,104738,294
59,Novità nella Patch 10.1.5!,Fortificazione sbloccata,Una nuova specializzazione da assaltatore con uno stile di gioco unico basato sul supporto!,Sbrogliare i Flussi Temporali,Sostieni lo Stormo dei Draghi di Bronzo al Confine degli Eoni e nelle Fenditure del Tempo!,Alba degli Infiniti,Affronta lo Stormo dei Draghi dell'Infinito in una mega-spedizione Mitica!,0,0,0,5540,0,0,104814,379
60,Novità nella Patch 10.1.7!,Retaggio degli Elfi della Notte e dei Reietti,Colleziona set di armature unici esplorando la cultura e la storia di queste razze.,Introduzione ai segnali,Controlla il menu Opzioni per iniziare a comunicare più velocemente con i segnali.,Sovronirici,Combatti contro i nemici potenziati dal Sogno sulle Isole dei Draghi mentre Amirdrassil si prepara a fiorire!,0,0,0,5548,0,0,104814,422
61,Novità nella Patch 10.2.0!,Guardiani del Sogno,"Unisciti alla difesa del Sogno con nuovi eventi, ricompense e Fama.",Blitz nel Campo di Battaglia,Unisciti a un campo di battaglia 8v8 in solitaria in una modalità in cui tutto è più veloce!,Sogno di Smeraldo,Entra nel Sogno e difendi l'Albero del Mondo Amirdrassil che sta fiorendo da Fyrakk e dai Druidi delle Fiamme.,0,0,0,5553,0,0,104814,470
62,Novità nella Stagione 3!,Stagione 3 di Dragonflight,Ottieni nuove ricompense nelle spedizioni Mitiche+ e nel PvP!,Aggiornamenti alla Gran Banca,"Le spedizioni in modalità Eroica, Mitica e Viaggi nel Tempo ora sbloccano le ricompense della Gran Banca.","Amirdrassil, Speranza del Sogno",Impedisci a Fyrakk di consumare Amirdrassil e trasformare il Sogno di Smeraldo in una landa infuocata.,0,0,1,5553,0,0,104738,350
63,Novità della patch 10.2.5!,Archivi Azerothiani,Esplora la storia e le leggende perdute delle Isole dei Draghi.,Spedizioni con Seguace,Mettiti in coda per le spedizioni di Dragonflight con i seguaci PNG!,Gilneas Rivendicata,Unisciti a Genn Mantogrigio e ai Gilneani mentre riconquistano la loro terra natale.,78596,78597,0,5548,0,0,104814,535
64,Novità nella Stagione 4!,Stagione 4 di Dragonflight,Ottieni nuove ricompense.,Progresso delle spedizioni aggiornato,"Modalità Eroica, Mitica e Mitica+ e relative ricompense riprogettate.",Incursioni Risvegliate,Conquista tutte e tre le incursioni di Dragonflight per ottenere ricompense aggiornate!,0,0,1,5566,0,0,104738,353
68,,Ottieni ricompense,"Raccogli il Bottino per ottenere ricompense come cavalcature, mascotte e trasmogrificazioni!",Come iniziare,"Per giocare, disconnettiti e seleziona Plunderstorm dalla schermata di selezione del personaggio.",Plunderstorm,Un maestoso scontro tra pirati in stile battle royale!,0,0,0,5572,0,0,104814,587
69,10.2.7 - Mists of Pandaria: Remix,Ottieni ricompense per l'account,"Colleziona Bronzo per ottenere cavalcature, mascotte e aspetti!",Come iniziare,Crea un nuovo Corridore nel Tempo dalla schermata di selezione del personaggio.,Mists of Pandaria: Remix,Vivi una nuova avventura a Mists of Pandaria!,0,0,1,5582,0,0,104814,570
70,Novità della patch 10.2.7,Retaggio dei Draenei e dei Troll,Colleziona set di armature unici mentre esplori la loro cultura e storia.,Remix di Pandaria,Un nuovo modo per salire di livello ti attende!,Araldo dell'Oscurità,"Col ritorno della pace nelle Isole dei Draghi, un oscuro piano viene messo in atto.",0,0,1,5583,0,0,104814,582
71,Novità nella pre-patch di The War Within!,Echi Radiosi,Annienta nemici provenienti dal passato di Azeroth con il riaffiorare dei ricordi. Disponibile dal 31 luglio!,The War Within è in arrivo,Disponibile dal 26 agosto (accesso anticipato: 22 agosto).,Brigate,"I tuoi personaggi condividono l'accesso alla Banca della Brigata, alle reputazioni di Dragonflight e molto altro!",0,0,0,5624,0,0,104814,705
72,Novità in The War Within!,Scorribande,"Affronta le Scorribande, svela misteri e cerca tesori.",Talenti Eroici,Espandi l'immaginario della tua classe e personalizza la tua configurazione talenti!,The War Within,Viaggia fino a Khaz Algar e rispondi alla chiamata del Canto Radioso!,0,0,0,5632,0,0,104814,606
73,Novità nella Stagione 1!,Inizia la Stagione 1,Ottieni ricompense nelle spedizioni Mitiche e nel nuovo Blitz nel Campo di Battaglia classificato!,Palazzo dei Nerub'ar,Assalta il seggio di potere della Regina Ansurek ad Azj-Kahet.,Antro di Zekvir,Avanza nei nuovi contenuti stagionali delle Scorribande per sbloccare l'Antro di Zekvir.,84224,84224,0,5651,0,0,104814,574
74,Novità nella Patch 11.0.5!,Espansione delle classi per i Dracthyr,"Combatti come Guerriero, Sacerdote, Mago, Stregone, Ladro o Cacciatore Dracthyr!",Viaggi nel Tempo di Classic,"Rivivi spedizioni iconiche: Miniere della Morte, Zul'farrak, Maglio Infausto e Stratholme.",20° Anniversario di WoW,Unisciti ai festeggiamenti! Aiuta Cromie a preparare un tour epico. Assalta i Sotterranei di Roccianera con Moira. E molto altro!,82672,82672,0,5650,0,0,129656,711
75,Novità nella Patch 11.0.7!,Ombre persistenti,Continua la storia e scopri un vecchio volto familiare nell'oscurità.,Controlla il calendario,"In arrivo Grande Inverno, Flussi Temporali Turbolenti, Plunderstorm e molto altro!",Isola delle Sirene,"Rispondi alla chiamata dell'Isola delle Sirene! Affronta vecchi nemici, svela nuovi misteri e ottieni potenti oggetti!",0,0,0,5658,0,0,132472,958
76,Novità nella Patch 11.1.0!,G.U.I.D.A.,Scopri un nuovo modo di viaggiare a Cavafonda con il bolide personalizzabile G-99 Rottadicollo!,Personalizza il tuo campeggio,Crea nuovi accampamenti nella schermata di selezione del personaggio e scegli tra una serie di sfondi sbloccabili!,Cavafonda,Continua la ricerca di Xal'atath e affronta le forze di Gallywix tra le vie tentacolari della città di Cavafonda.,0,0,0,5686,0,0,104814,1057
77,Novità nella Stagione 2!,Sviluppi delle Scorribande,"Nuove ricompense, Reperti, una nuova nemesi e ricompense migliorate alla modalità più difficile!",Inizio della Stagione 2,"Spedizioni e ricompense PvP aggiornate e una nuovissima spedizione, Operazione: Paratoia.",Liberazione di Cavafonda,Unisciti ai cartelli per liberare Cavafonda dalle grinfie di Gallywix.,0,0,1,5689,0,0,136119,576
79,Novità nella Patch 11.1.5!,Venti della Fortuna,"Un nuovo bonus all'avanzamento di livello che include esperienza, reputazione e bottino!",Controlla il calendario!,"Settimana dei Bambini, Visioni Orripilanti Rivisitate, aggiornamenti della Stagione 2 e altro in arrivo.",Tramonto,Unisciti alla Radiosità della Fiamma nell'opporsi agli ultimi superstiti dei lealisti Sureki.,85005,85005,0,5700,0,128742,104814,1344
80,Novità nella Patch 11.1.5!,Gestore tempi di recupero,Tieni traccia dei tuoi tempi di recupero attivando questa funzionalità dal menu delle impostazioni!,Prossimamente: Compari Ignobili,Affronta una coppia di avversari provenienti dal passato di Azeroth e prova a ottenere il punteggio più alto!,Visioni Orripilanti Rivisitate,Torna negli abissi della follia per affrontare nuove sfide e ottenere nuove ricompense!,86706,86706,0,5703,0,134417,104814,1095
84,Novità nella Patch 11.1.7!,Cammino della Storia,Parla con il Ramingo della Sapienza Cho in una capitale per sperimentare missioni rinnovate attraverso momenti iconici della storia!,Assistente di Combattimento,Ottieni assistenza nella rotazione in combattimento attivando questa funzione nel menu Impostazioni!,Scorribande: Sovraccaricate!,Accendi il macchinario dei Titani per esplorare nuove profondità e affrontare nuove sfide.,0,0,0,5714,0,0,104814,1350
85,Novità nella Patch 11.2.0!,Successione Ecologica,Aiuta Ve'nari raccogliendo creature in giro per Azeroth per riportare la vita su K'aresh.,Ecosfera Al'dani,Difendi l'ecosfera nascosta e svela gli antichi segreti al suo interno!,K'aresh,Scopri gli oscuri segreti del Vuoto nel pianeta perduto degli Eterei.,84956,84956,0,5725,0,0,104814,1116
86,Novità nella Stagione 3!,Nuova Scorribanda e nemesi,"Avventurati nella Scorribanda Assalto degli Archivi e combatti contro la nuova nemesi stagionale, Ky'veza.",Inizio della Stagione 3,"Nuova rotazione delle spedizioni, ritorno della mega-spedizione Tazavesh e nuove ricompense PvP!",Manaforgia Omega,Aiuta Alleria e impedisci la rinascita di Dimensius in una nuovissima incursione da 8 boss.,0,0,1,5726,0,0,136119,869
