ID,TutorialText_lang,SpellID,ActionBarOverrideSpellID,SpellLabel,UiTextureKitID,UiPriority
78,,454697,454698,0,5421,0
79,,454702,454703,0,5421,0
80,,454496,454709,0,5421,0
81,,454895,454896,0,5421,0
82,,459018,459019,0,5421,0
83,,459078,459079,0,5421,0
84,,463978,463979,0,5421,0
85,,463987,463989,0,5421,0
86,,464027,464028,0,5421,0
87,,464035,464037,0,5421,0
90,G-99 Rottadicollo sbloccata!|n|nPuoi mettere questa abilità nella tua barra delle azioni.,1215279,1215281,0,5295,100
