ID,Text_lang
19,"Animati da una potente stregoneria, i Golem Arcani sono forgiati da esperti muratori e lavoratori del metallo, e vengono potenziati per difendere i Maghi con la forza bruta."
20,"Il Tirisgarde recluta come apprendisti solamente gli incantatori più talentuosi, e i nuovi arrivati sono perfino più potenti dei maestri degli ordini minori."
21,"Professionisti d'élite nell'arcano e negli elementi, gli Invocatori del Kirin Tor vantano un retaggio che comprende Nielas Aran, padre di Medivh, e non hanno eguali nelle arti magiche."
22,"""La forza fisica proviene da fuori, mentre la fermezza nasce nel profondo dell'animo."" - Irathion"
23,"Addestrati in uno stile di combattimento che permette loro di fronteggiare la maggior parte degli avversari, gli Adepti dello Yak hanno giurato di proteggere i deboli con tutta la loro forza."
24,"Determinati e resistenti, solo i più fedeli fra i monaci dello Yak riescono a diventare maestri, spesso dopo una prova in cui affrontano le loro paure più grandi, riuscendo a sopraffarle."
25,"""La forza e il potere sono diversi quanto il sole e la luna."" - Xuen, la Tigre Bianca"
26,"Addestrati affinché i loro colpi siano veloci come il fulmine, gli Adepti della Tigre sanno bene che la compostezza e il momento perfetto per colpire sono più importanti della forza con cui si colpisce."
27,"Veloci e imperturbabili, i maestri della Via della Tigre mettono la loro forza interiore al servizio degli altri, sfruttando tanto la loro pazienza quanto la loro potenza."
28,"Benché molti Scudieri della Mano d'Argento aspirino un giorno a diventare Cavalieri, molti considerano un onore servire chi ha donato tutto se stesso alla Luce."
29,"Benché la maggior parte dei Paladini della Mano d'Argento si lanciano in battaglia sui loro destrieri, i Portascudi sono specializzati nel combattimento difensivo e formano un impenetrabile muro di protezione."
30,"I Cavalieri della Mano d'Argento si dedicano anima e corpo tanto all'addestramento quanto alle preghiere giornaliere, affinando le proprie capacità in battaglia per difendere al meglio i deboli e gli innocenti."
31,"I templari della Mano d'Argento non sono solo i più abili in battaglia, ma anche i più virtuosi nel modo di comportarsi. Forza fisica e purezza della mente sono caratteristiche necessarie, e solo chi possiede entrambe può essere chiamato campione."
32,"Spesso, all'inizio del loro viaggio spirituale, gli Accoliti del Conclave sentono un grande desiderio di imparare, e portano a termine appassionatamente ogni loro compito."
33,"Gli eletti del Conclave brandiscono il potere della Luce con grande competenza, e nel corso degli anni sono diventati conosciuti per la loro rigorosità nello studio e nell'interpretazione dei testi."
34,"Facenti parte di un devoto clero pronto a sottostare a provazioni fisiche, tra cui l'autoflagellazione, gli Zeloti del Conclave sopportano il tormento nel tentativo di raggiungere l'illuminazione spirituale."
35,Gli oscuri e segreti rituali degli Zeloti Oscuri spingono anche i più fedeli oltre il punto di rottura. Coloro che sopravvivono sono in grado di nascondersi completamente nell'ombra.
36,"Spesso comunemente chiamati criminali, i Banditi vengono utilizzati dai Senza Corona per ottenere informazioni e beni grazie all'uso della furtività o delle maniere forti."
37,"I temprati fuorilegge della Fratellanza dei Defias indossano delle bandane rosse, in ricordo del sangue versato da coloro che si sono opposti alla corruzione della nobiltà."
38,"""Un'arena per i duelli in questo luogo? Immagino che se sono dei degenerati scommettitori, tanto vale che siano anche in buona forma fisica."" - Ser Jorach Corvolesto"
39,"I Bucanieri Velerosse possono combattere sulla terraferma o sul mare, sia quando sono sobri, sia quando sono ubriachi. La sola vista delle loro vele cremisi all'orizzonte basta per convincere i nemici ad arrendersi prima che venga sparato un singolo colpo di cannone."
40,"Di basso grado nella gerarchia elementale, gli Elementali Minori annientano i propri nemici con la schiacciante superiorità numerica."
41,"Solo gli Sciamani più potenti possono evocare e comandare un Elementale Superiore, altrimenti l'Elementale Superiore potrebbe ritorcersi contro di loro, punendoli per la loro arroganza."
42,"""Non ti servono orecchie per sentire la terra sotto di te, perché essa non ha bisogno di parlare."" - Invocatrice della Terra Yevaa"
43,"""Per i tuoi nemici sarà difficile sconfiggerti, se puoi comandare la terra stessa su cui camminano."" - Geomante Jakara"
44,"Gli esperti Sciamani dell'aria agiscono come condotto per gli elementi, avvolgendosi con la furia delle tempeste mentre diventano Ascesi dell'Aria."
45,"Infondendo il loro corpo con le fiamme, gli Ascesi del Fuoco diventano un tutt'uno con l'inferno, ustionando i propri nemici fino alle ossa."
46,"Dopo aver trasceso completamente la carne e aver abbracciato l'elemento dell'acqua, gli Ascesi dell'Acqua brandiscono il versatile e purificante potere dei mari, con una forza pari all'immensa profondità degli oceani."
47,"Gli Imp, i più modesti fra i demoni, sono spesso sottovalutati a causa della loro particolare gracilità. Ma quando sono in gruppo, prendono velocemente il posto dei caduti, e la loro vera forza è rappresentata dalla difficoltà nell'ucciderli tutti."
48,"""Non so proprio da dove vengano. Una volta stavo facendo piovere Fuoco Infernale sui miei nemici e tutto a un tratto sono arrivate queste piccole bestiacce che vagavano, lanciando vildardi ovunque."" - Lulubelle Frizzabum"
49,"Gli Accoliti della Mietitura Oscura sono pronti a sacrificare qualsiasi cosa per la conoscenza proibita che anelano, inclusi i propri colleghi. Molti dei nuovi Accoliti vengono spesso trovati morti in seguito a rituali ""sperimentali""."
50,"È raro che gli Accoliti della Mietitura Oscura raggiungano il grado di Invocatori, dato che spesso vengono consumati dalle energie oscure che evocano durante la loro ascesa."
51,"""I prigionieri Vrykul che abbiamo catturato guardano i loro compagni morti con una strana tristezza. Sembra che invidino i morti."" - Re Varian Wrynn"
52,I Valarjar che dimostrano le proprie capacità nell'aldilà vengono ricompensati con dei corpi creati coi metalli più puri e alimentati dai fulmini dei cieli.
53,"Molto dirette nell'uso delle loro tattiche e strategie, le Signore dello Scudo vogliono provare la loro abilità in battaglia, in modo che il loro nome venga ricordato per sempre nelle Sale del Valore di Odyn."
54,"Le più forti Signore dello Scudo vengono scelte dalle Valkyra per servire Eyir, una guardiana dei Titani. Qualora morisse valorosamente, una Signora dello Scudo Valkyra potrebbe essere scelta per diventare una delle leggendarie Val'kyr."
55,"L'Eco di Niuzao è forte e inflessibile, capace di contrastare anche i più ardui nemici."
56,"L'Eco di Chi-Ji rigenera lo spirito degli alleati con le sue melodiose canzoni, riempiendoli di energia e intento."
57,"L'Eco di Xuen incarna la ferocia e la furbizia della tigre celeste, infliggendo immensi danni sul campo di battaglia."
58,"Richiamando energie dimenticate da tempo o conflitti delle ere passate, questo Guardiano fornisce una connessione al lato brutale della natura e al ciclo della vita e della morte che governa tutte le creature."
59,"I potenti Echi dei Celestiali potenziano i propri alleati con forza, rigenerazione e ferocia."
61,"Ricuciti utilizzando differenti pezzi di cadavere, gli Abomini sono grossi, resistenti e brutali non morti armati con mannaie e ganci, pronti a fare a pazzi i nemici con un singolo affondo."
64,"Sulle gelide ali dei propri destrieri, piombano sulle loro vittime con furia e crudeltà. Coloro che affrontano i Razziagelo imparano presto a temere i cieli."
65,"Torreggiando sul campo di battaglia, queste sacerdotesse demoniache straziano i propri nemici con la furia delle lame impugnate dalle loro sei braccia. Affrontare queste mostruosità significa rinunciare a uno scontro equo."
66,"I Custodi del Bosco dei Sogni vengono reclutati e addestrati da giovanissimi. Rimossi dalle famiglie, sviluppano un legame così forte con il bosco da provare dolore fisico quando la vegetazione viene colpita."
67,"Poco comuni tra i Nobili Oscuri, i loro Cacciatori sono esperti nel colpire da posizioni nascoste. Spesso sfruttano i percorsi dell'Arcavia per attaccare e scomparire prima che i nemici scoprano cosa è successo."
68,"Dediti alla protezione del Kirin Tor, questi Guardiani altamente addestrati sono utilissimi in qualsiasi battaglia. Con precisione chirurgica, sono in grado di organizzare brutali assalti coordinati contro le linee del nemico."
69,"Benché molti studenti dei Monaci studino e si specializzino su un particolare Celestiale, i Maestri della Serenità credono che un approccio più bilanciato possa portarli più vicini all'illuminazione."
70,"Schierati solo negli scontri più violenti, i Crociati sono la risposta della Mano d'Argento a una barriera inamovibile."
71,"Se mai dovessi vedere un Sacerdote Incappucciato avvicinarsi, girati e cammina in un'altra direzione. O, meglio ancora, corri!"
72,"Formano la guardia personale di Corvolesto. Vengono inviati dal suo maniero quando un'occasione ""speciale"" lo richiede."
73,"Benché ancora afflitto dalla Grande Separazione, il Circolo della Terra ha risposto alla chiamata delle Isole Disperse. Il pericolo della Legione è troppo grande e richiede il supporto di tutte le fazioni."
74,"Molti credono che questi immensi bruti con la passione per la distruzione siano totalmente decerebrati, ma in realtà sono abbastanza intelligenti per essere demoni."
75,Solo il meglio del meglio tra i soldati più temprati dalla battaglia entrano a far parte delle Forze d'Assalto.
76,"I Forgialuce sono soldati implacabili impegnati in una guerra invincibile. Infusi nella Luce e armati con il fuoco sacro, possono falciare senza fatica intere ondate di demoni inferiori."
77,I Krokul si sono salvati dall'estinzione sopravvivendo nell'infernale territorio di Argus. Sono dei sopravvissuti.
78,"I Corrotti di Eredath hanno resistito alle energie vili, solo per soccombere al Vuoto. Le menti di alcuni Toccati dal Vuoto sono state rischiarate, ma essi restano totalmente legati all'Ombra."
79,"I guerrieri dei Totem Truce sono tra i più aggressivi di questa potente tribù di Tauren: sono famosi per la loro cattiveria e perché aggrediscono anche senza essere stati provocati. Con questi furiosi soldati al proprio fianco, Magatha possiede una forza formidabile."
80,"I Guerrieri Totem Truce lottano per eliminare i nemici dei Tauren. Per loro, quasi tutte le razze sono nemiche dei Tauren. Tuttavia, finché Magatha resterà nel Maelstrom, i Totem Truce aiuteranno il Circolo della Terra."
181,Una truppa di veterani sotto contratto.
182,"A Scagliapietre piace davvero tanto lanciare la sua Pietra del Peccato. La carne che si strappa e il crepitio delle ossa lo fanno ridacchiare di gioia, mentre i suoi nemici si piegano sotto il peso dei suoi crimini passati."
