ID,DisplayName_lang,Description_lang,Field_9_0_1_33978_001,MatQualityWeight,Field_10_0_0_44649_004
87,Spuntoni per Armatura,Ricette delle Isole dei Draghi per l'armatura epica senza abbellimento.,0,10,0
88,10.0 Optional Reagent - Outdoor Upgrade Leveling - Non Weapon,Ricette delle Isole dei Draghi per buona parte delle armature e degli accessori rari (blu).,0,0,0
89,Pozione Elementale Sfuggente del Potere,,0,0,1
90,Bevanda Sospettosamente Ambigua,,0,0,1
91,Calderone di Pooka,,0,42,1
92,Fiala dell'Occhio nel Ciclone,,0,35,1
93,Fiala dell'Aria Immobile,,0,35,1
94,Fiala della Conservazione Gelida,,0,36,1
95,Fiala Ghiacciata della Rabbia Corrompente,,0,36,1
96,Fiala dell'Isolamento Caricato,,0,36,1
97,Fiala Rinfrescante della Preparazione,,0,0,1
98,Fiala del Potenziamento Statico,,0,33,1
99,Fiala della Destrezza Aerata,,0,17,1
100,Fiala della Precisione Fumante,,0,17,1
101,Fiala Caricata dell'Alacrità,,0,32,1
102,Pozione della Fatalità Congelata,,0,27,1
103,Fiala Cristallina della Percezione,,0,17,1
104,Putrescenza Imbottigliata,,0,25,1
106,Pozione della Lucidità Raggelata,,0,23,1
108,Agente di Canalizzazione Neurale Residua,,0,23,1
109,Sospensione di Spore Delicata,,0,23,1
110,Pozione di Cura Rinfrescante,,0,11,1
111,Pozione Elementale della Potenza Suprema,,0,32,1
112,Pozione di Mana Aerata,,0,14,1
114,Pozione dello Zefiro Silenzioso,,0,21,1
115,Pozione delle Raffiche,,0,20,1
116,Pozione della Rivelazione Folgorante,,0,20,1
118,Calderone di Pozioni della Potenza,,0,691,1
119,Calderone di Pozioni della Potenza Suprema,,0,946,1
120,Incenso Sagace,,0,29,1
121,Incenso Sonnolento,,0,14,1
122,Incenso Gioioso,,0,14,1
123,Incenso Fervido,,0,14,1
124,Pozione Elementale Sfuggente della Potenza Suprema,,0,0,1
125,Draconium Fluidico Stabile,Molte ricette di armature di Maglia e ottenute con Forgiatura delle Isole dei Draghi.,0,0,2
126,Sale della Stirpe,Molte ricette dell'Alchimia delle Isole dei Draghi e delle armature di cuoio.,0,0,2
127,Olio di Fuocotorto,Molte ricette di armature ottenute con Forgiatura e Conciatura delle Isole dei Draghi.,0,0,2
128,Pozione del Potenziamento Agitante,Ricette di pozioni di Alchimia delle Isole dei Draghi.,0,0,2
129,Fiala Reattiva dell'Abbellimento,Ricette di fiale di Alchimia delle Isole dei Draghi.,0,0,2
130,Inibitore d'Assorbimento di Pozioni,Ricette delle Isole dei Draghi per l'equipaggiamento epico senza abbellimento.,0,0,0
131,Tasca di Sapori Alchemici,Ricette delle Isole dei Draghi per l'equipaggiamento epico senza abbellimento.,0,0,0
133,Consapevolezza Illustre,Ricette delle Isole dei Draghi particolarmente complesse e impegnative da creare.,0,0,2
134,Consapevolezza Illustre Minore,Le ricette per la creazione delle Isole dei Draghi per oggetti piccoli e semplici.,0,0,2
135,Specifica probabilità di critico e celerità,Molte ricette delle Isole dei Draghi per l'equipaggiamento.,0,0,0
137,Rubino della Regina,,0,25,1
138,Zaffiro Mistico,,0,25,1
139,Smeraldo Vibrante,,0,25,1
140,Onice Frammentato,,0,25,1
141,Ambra dell'Eternità,,0,15,1
142,Alexstraszite,,0,108,1
143,Malygosite,,0,108,1
144,Ysemeraldo,,0,108,1
145,Neltharite,,0,108,1
146,Nozdormite,,0,88,1
147,Diamante Illimitato,,0,254,1
149,Lenti Senza Montatura,,0,26,1
151,Pietra Lucida,,0,21,1
152,Sabbia Assorbente,La maggior parte delle ricette di Runografia delle Isole dei Draghi.,0,0,2
153,Polverino,La maggior parte delle ricette di Runografia delle Isole dei Draghi.,0,0,2
154,Fermaglio Scintillante,,0,20,1
155,Prisma della Proiezione,,0,31,1
156,Cuoio Resiliente,,0,2,1
157,Scaglie Adamantine,,0,2,1
158,Pelle Densa,,0,31,1
159,Pelle di Scaglie Lucide,,0,31,1
160,Pelle Impetuosa,,0,42,1
161,Scaglie Impetuose,,0,42,1
162,Pelle Raggelata,,1,45,1
163,Scaglie Disseccate,,1,45,1
170,Scaglie Terrigene,,0,45,1
171,Scaglie Gelide,,0,45,1
172,Pelle Rigogliosa,,0,45,1
173,Pelle Petrosa,,0,45,1
175,Polvere di Gemma Setosa,,0,20,1
176,Armonia Elementale,,0,291,1
364,Stoffa per Lucidatura Abrasiva,La maggior parte delle ricette di Oreficeria delle Isole dei Draghi.,0,0,2
365,Stoffa per Lucidatura Vibrante,La maggior parte delle ricette di Oreficeria delle Isole dei Draghi.,0,0,2
366,Filo per Ricami Fiammeggiante,La maggior parte delle ricette di Ricami e Indumenti di Sartoria delle Isole dei Draghi.,0,0,2
367,Filo per Ricami Cromatico,La maggior parte delle ricette di Ricami e Indumenti di Sartoria delle Isole dei Draghi.,0,0,2
368,Filo per Ricami Scintillante,La maggior parte delle ricette di Ricami e Indumenti di Sartoria delle Isole dei Draghi.,0,0,2
369,Ornamento Magico Vibrante,,0,123,1
370,Ornamento Magico Gelido,,0,218,1
371,Ornamento Magico Temporale,,0,218,1
372,Imbottitura di Seta Blu,Ricette delle Isole dei Draghi per l'equipaggiamento epico senza abbellimento.,0,0,0
373,Toppa Insanguinata,La maggior parte delle ricette per la modifica speciale Toppa Insanguinata delle Isole dei Draghi.,0,0,0
374,Fasce Avvolgenti di Bronzo,Ricette delle Isole dei Draghi per le armi e armi secondarie epiche senza abbellimento.,0,0,0
375,Rotolo di Stoffabrada,,0,9,1
376,Rotolo di Telazzurra,,0,117,1
377,Rotolo di Cronostoffa,,0,117,1
378,Rotolo di Stoffabrada Vibrante,,0,54,1
379,Rotolo di Stoffabrada Impetuosa,,0,29,1
380,Bobina di Filobrado,,0,4,1
388,Specificamente versatilità e maestria,Molte ricette delle Isole dei Draghi per l'equipaggiamento.,0,0,0
389,Specificamente maestria e celerità,Molte ricette delle Isole dei Draghi per l'equipaggiamento.,0,0,0
390,Specificamente versatilità e celerità,Molte ricette delle Isole dei Draghi per l'equipaggiamento.,0,0,0
391,Specificamente critico e maestria,Molte ricette delle Isole dei Draghi per l'equipaggiamento.,0,0,0
392,Specificamente versatilità e critico,Molte ricette delle Isole dei Draghi per l'equipaggiamento.,0,0,0
393,Toppa per Armatura Intossicata,Ricette delle Isole dei Draghi per le armature di cuoio e maglie epiche senza abbellimento.,0,0,0
394,Ornamenti con Zanne,Ricette delle Isole dei Draghi per le armi e armi secondarie epiche senza abbellimento.,0,0,0
395,Passione della Terra,La maggior parte delle ricette della Passione delle Isole dei Draghi.,0,5,1
396,Cioccolato Appiccicoso,Ricette di piatti delle Isole dei Draghi.,0,0,2
399,Minerale Prismatico,,0,2,1
400,10.0 Optional Reagent - Outdoor Upgrade Dungeon - All,Ricette delle Isole dei Draghi per buona parte dell'equipaggiamento raro (blu).,0,0,0
401,DEPRECATED [DNT],,0,0,2
403,Coltello Incredibilmente Affilato,Ricette di piatti a porzioni singole delle Isole dei Draghi.,0,0,2
404,Contorno di Insalata,Ricette di piatti a porzioni singole delle Isole dei Draghi.,0,0,2
405,Inchiostro Rigoglioso,,0,14,1
406,Inchiostro Cosmico,,0,42,1
407,Inchiostro Fiammeggiante,,0,14,1
408,Inchiostro Sereno,,0,14,1
409,Inchiostro Brunito,,0,24,1
410,Pigmento Sereno,,0,16,1
411,Pigmento Fiammeggiante,,0,16,1
412,Pigmento Rigoglioso,,0,16,1
413,Pigmento Scintillante,,0,6,1
414,Manciata di Viti di Serevite,,0,7,1
415,Bobina a Molla Folgorante,,0,9,1
416,Polvere Esplosiva a Combustione Continua,,0,13,1
417,Ingranaggi Oliati,,0,26,1
418,Condensatore di Arciluce,,0,51,1
419,Telaio Meccanico Rinforzato,,0,75,1
420,Fusibili di Sicurezza Assortiti,,0,19,1
422,10.0 Inscription - Optional Reagent - Azurescale Sigil,Ricette delle Isole dei Draghi per le Scatole dei Mazzi di Lunacupa.,0,0,0
424,Scarpe Esplosive Draconiche,,0,60,1
425,Distorsore Gravitazionale,,0,20,1
426,Runa Raggelata,,0,34,1
427,Scorzatorta Runica,,0,46,1
429,Specifica Ingegno,La maggior parte delle ricette per attrezzi d'artigianato delle Isole dei Draghi.,0,0,0
430,Recipiente di Combustione delle Creature,,0,21,1
431,Carica di Disintegrazione Primordiale,,0,22,1
432,Fusibili di Sicurezza del Meccanista,Ricette di Ingegneria delle Isole dei Draghi per Occhiali e Bracciali epici.,0,0,0
433,Unità di Prevenzione dei Fallimenti Critici,Ricette di Ingegneria delle Isole dei Draghi per Occhiali e Bracciali epici.,0,0,0
434,Rivestimento Condensatore a Molla,Ricette di Ingegneria delle Isole dei Draghi per Occhiali e Bracciali epici.,0,0,0
435,Ingranaggio Affilato,Ricette di Ingegneria delle Isole dei Draghi per Occhiali e Bracciali epici.,0,0,0
436,Ingranaggio che Ticchetta Rapidamente,Ricette di Ingegneria delle Isole dei Draghi per Occhiali e Bracciali epici.,0,0,0
437,Ingranaggio Meticolosamente Calibrato,Ricette di Ingegneria delle Isole dei Draghi per Occhiali e Bracciali epici.,0,0,0
438,Ingranaggio Taglia Unica,Ricette di Ingegneria delle Isole dei Draghi per Occhiali e Bracciali epici.,0,0,0
439,Fili Collegati a Caso,La maggior parte delle ricette di Ingegneria delle Isole dei Draghi.,0,0,2
440,Velocizzatore Sovraccaricato,La maggior parte delle ricette di Ingegneria delle Isole dei Draghi.,0,0,2
441,Caricatore di Guizzi Curativi,Ricette delle Isole dei Draghi per l'equipaggiamento epico senza abbellimento.,0,0,0
442,10.0 Inscription - Optional Reagent - Emberscale Sigil,Ricette delle Isole dei Draghi per le Scatole dei Mazzi di Lunacupa.,0,0,0
443,10.0 Inscription - Optional Reagent - Bronzescale Sigil,Ricette delle Isole dei Draghi per le Scatole dei Mazzi di Lunacupa.,0,0,0
444,10.0 Inscription - Optional Reagent - Sagescale Sigil,Ricette delle Isole dei Draghi per le Scatole dei Mazzi di Lunacupa.,0,0,0
445,10.0 Inscription - Optional Reagent - Jetscale Sigil,Ricette delle Isole dei Draghi per le Scatole dei Mazzi di Lunacupa.,0,0,0
450,Specifica parsimonia,La maggior parte delle ricette per attrezzi d'artigianato delle Isole dei Draghi.,0,0,0
451,Specifica creazione multipla,La maggior parte delle ricette per attrezzi d'artigianato delle Isole dei Draghi.,0,0,0
452,Specifica velocità di creazione,La maggior parte delle ricette per attrezzi d'artigianato delle Isole dei Draghi.,0,0,0
453,Specifica precisione,La maggior parte delle ricette per attrezzi di raccolta delle Isole dei Draghi.,0,0,0
454,Specifica percezione,La maggior parte delle ricette per attrezzi di raccolta delle Isole dei Draghi.,0,0,0
455,Specifica destrezza,La maggior parte delle ricette per attrezzi di raccolta delle Isole dei Draghi.,0,0,0
459,Essenza di Forgiacciaio,Armi della Forgiatura di Draenor.,0,0,0
460,Essenza di Veracciaio,Armatura della Forgiatura di Draenor.,0,0,0
461,Rocchetto Oliosaldo,Occhiali dell'Ingegneria di Draenor.,0,0,0
462,Grilletto di Puroferro,Armi da fuoco dell'Ingegneria di Draenor.,0,0,0
463,Essenza Bruciata,Armatura della Conciatura di Draenor.,0,0,0
464,Essenza di Malastoffa,Armatura della Sartoria di Draenor.,0,0,0
465,Cristallo dell'Arma,Armi della Runografia di Draenor.,0,0,0
467,Polvere d'Abbellimento Multiuso di Griftah,Ricette delle Isole dei Draghi per l'equipaggiamento epico senza abbellimento.,0,0,0
468,Trofeo della Conquista Superiore,"Oggetti epici creabili per gli scomparti testa, torso o gambe creati con una Scintilla d'Ombrofuoco.",0,0,0
469,Trofeo della Conquista,"Oggetti epici creabili per gli scomparti spalle, mani, fianchi e piedi creati con una Scintilla d'Ombrofuoco.",0,0,0
470,Trofeo della Conquista Inferiore,"Oggetti epici creabili per gli scomparti collo, schiena, polso e dita creati con una Scintilla d'Ombrofuoco.",0,0,0
471,Emblema d'Onore Superiore,"Oggetti epici creabili per gli scomparti testa, torso o gambe creati con una Scintilla d'Ombrofuoco.",0,0,0
472,Emblema d'Onore,"Oggetti epici creabili per gli scomparti spalle, mani, fianchi e piedi creati con una Scintilla d'Ombrofuoco.",0,0,0
473,Emblema d'Onore Inferiore,"Oggetti epici creabili per gli scomparti collo, schiena, polso e dita creati con una Scintilla d'Ombrofuoco.",0,0,0
474,10.0 Professions - Shared - Season 1 Upgrade,,2,0,0
475,10.1 Professions - Shared - Season 2 Upgrade,,2,0,0
476,10.1 Optional Reagent - Season 2 - End Game Upgrade,Ricette delle Isole dei Draghi per equipaggiamento epico creato con una Scintilla d'Ombrofuoco.,0,0,0
477,Toppa per Armatura Temprata d'Ombrofuoco,Ricette delle Isole dei Draghi per l'armatura epica senza abbellimento.,0,0,0
478,Precognizione,Molte ricette per le armature e gli accessori delle Isole dei Draghi.,0,0,0
479,Assolutamente non precognizione,Molte ricette per le armature e gli accessori delle Isole dei Draghi.,0,0,0
480,Lega Adombrata,,0,33,1
481,Paracadute di Riserva,Ricette delle Isole dei Draghi per l'equipaggiamento epico senza abbellimento.,0,0,0
483,Corredo da Bendaggio Medico,Ricette delle Isole dei Draghi per l'equipaggiamento epico senza abbellimento.,0,0,0
486,Benda di Stoffabrada,,0,34,1
487,Incavo,,0,0,3
488,Incavo,,0,0,3
489,Incavo,,0,0,3
490,10.2 Professions - Shared - Season 3 Upgrade,,2,0,0
491,10.2 Optional Reagent - Season 3 - End Game Upgrade,Ricette delle Isole dei Draghi per equipaggiamento epico creato con una Scintilla dei Sogni.,0,0,0
492,Pozione della Vitalità Avvizzita,,0,21,1
493,Condotto Verdeggiante,Ricette delle Isole dei Draghi per l'armatura epica senza abbellimento.,0,0,0
494,Emblema d'Onore Inferiore,"Oggetti epici creabili per gli scomparti collo, schiena, polso e dita creati con una Scintilla dei Sogni.",0,0,0
495,Trofeo della Conquista Inferiore,"Oggetti epici creabili per gli scomparti collo, schiena, polso e dita creati con una Scintilla dei Sogni.",0,0,0
496,Emblema d'Onore,"Oggetti epici creabili per gli scomparti spalle, mani, fianchi e piedi creati con una Scintilla dei Sogni.",0,0,0
497,Trofeo della Conquista,"Oggetti epici creabili per gli scomparti spalle, mani, fianchi e piedi creati con una Scintilla dei Sogni.",0,0,0
498,Emblema d'Onore Superiore,"Oggetti epici creabili per gli scomparti testa, torso o gambe creati con una Scintilla dei Sogni.",0,0,0
499,Trofeo della Conquista Superiore,"Oggetti epici creabili per gli scomparti testa, torso o gambe creati con una Scintilla dei Sogni.",0,0,0
500,Talismano del Curasogni,Ricette delle Isole dei Draghi per l'armatura epica senza abbellimento.,0,0,0
502,,,2,0,0
503,,,2,0,0
504,,,2,0,0
505,Incavo,,0,0,3
506,Incavo,,0,0,3
507,Vincolo Verdeggiante,Ricette delle Isole dei Draghi per l'equipaggiamento epico senza abbellimento.,0,0,0
508,Micofiore,,0,3,1
509,Gocciaricca,,0,5,1
510,Orbinide,,0,5,1
511,Bocciolo della Benedizione,,0,5,1
512,Lancia di Arathor,,0,5,1
513,Minerale Comune 01,,0,3,1
514,Minerale Raro 01,,0,4,1
515,Minerale Raro 02,,0,4,1
517,11.0 Professions - Modifying Reagent - Shared - Pacing - Season 1 Spark,,2,0,0
519,11.0 Professions - Shared Reagent - Pacing - Warband - Starter - Spark,,2,0,0
520,10.2.6 Professions - Shared - Season 4 Upgrade,,2,0,0
521,10.2.6 Optional Reagent - Season 4 - End Game Upgrade,Ricette delle Isole dei Draghi per equipaggiamento epico creato con una Scintilla del Risveglio.,0,0,0
522,Trofeo della Conquista,"Oggetti epici creabili per gli scomparti spalle, mani, fianchi e piedi creati con una Scintilla del Risveglio.",0,0,0
523,Trofeo della Conquista Superiore,"Oggetti epici creabili per gli scomparti testa, torso o gambe creati con una Scintilla del Risveglio.",0,0,0
524,Trofeo della Conquista Inferiore,"Oggetti epici creabili per gli scomparti collo, schiena, polso e dita creati con una Scintilla del Risveglio.",0,0,0
525,Emblema d'Onore Inferiore,"Oggetti epici creabili per gli scomparti collo, schiena, polso e dita creati con una Scintilla del Risveglio.",0,0,0
526,Emblema d'Onore,"Oggetti epici creabili per gli scomparti spalle, mani, fianchi e piedi creati con una Scintilla del Risveglio.",0,0,0
527,Emblema d'Onore Superiore,"Oggetti epici creabili per gli scomparti testa, torso o gambe creati con una Scintilla del Risveglio.",0,0,0
528,Fiala Dorata,,0,29,1
529,Trofeo della Conquista Inferiore,"Oggetti epici creabili per gli scomparti collo, schiena, polso e dita creati con una Scintilla dei Sogni.",0,0,0
530,Trofeo della Conquista,"Oggetti epici creabili per gli scomparti spalle, mani, fianchi e piedi creati con una Scintilla dei Sogni.",0,0,0
531,Trofeo della Conquista Superiore,"Oggetti epici creabili per gli scomparti testa, torso o gambe creati con una Scintilla dei Sogni.",0,0,0
532,Emblema d'Onore Inferiore,"Oggetti epici creabili per gli scomparti collo, schiena, polso e dita creati con una Scintilla dei Sogni.",0,0,0
533,Emblema d'Onore,"Oggetti epici creabili per gli scomparti spalle, mani, fianchi e piedi creati con una Scintilla dei Sogni.",0,0,0
534,Emblema d'Onore Superiore,"Oggetti epici creabili per gli scomparti testa, torso o gambe creati con una Scintilla dei Sogni.",0,0,0
535,Orticoltura Armoniosa,,0,39,1
536,Cuoio Caricato dalla Tempesta,,0,2,1
537,Chitina di Tenebre,,0,2,1
538,Pelle Tonante,,0,70,1
539,Carapace Senzasole,,0,70,1
542,Gemme Frantumate,,0,12,1
543,Tagliagemme Inciso,,0,8,1
544,Lenti Decorative,,0,35,1
545,Pietra Marmorizzata,,0,4,1
546,Prisma Invertito,,0,73,1
547,Sabbia di Caverna Setacciata,Varie ricette di Runografia.,0,5,2
548,Cristallo di Energia Inquietante,Molte ricette di Oreficeria tranne i tagli delle gemme. Sembra interessare anche agli Ingegneri.,0,5,2
549,Lenti del Focus Elementali,Ricette di Khaz Algar per la maggior parte dell'equipaggiamento senza abbellimento.,0,5,0
550,Pietra del Nulla Prismatica,Ricette di Khaz Algar per la maggior parte dell'equipaggiamento senza abbellimento.,0,5,0
551,Luce Stellare Catturata,Ricette di Khaz Algar per la maggior parte dell'equipaggiamento senza abbellimento.,0,5,0
552,Polvere di Gemma Risplendente,Gemme tagliate di Khaz Algar.,0,0,2
553,Codice Letale,,0,20,1
554,Codice Rapido,,0,20,1
555,Codice Magistrale,,0,20,1
556,Codice Versatile,,0,20,1
557,Incavo,,0,0,3
558,Incavo,,0,0,3
559,Impugnatura dell'Arma Benedetta,Ricette di Khaz Algar per le armi e armi secondarie senza abbellimento.,0,0,0
560,Legatura d'Armatura Informe,Ricette di Khaz Algar per la maggior parte delle armature senza abbellimento.,0,0,0
561,Legatura d'Armatura di Chitina,,0,62,1
562,Pelle Rinforzata di Carapace,,0,105,1
563,Pelle Infusa di Cristalli,,0,97,1
564,Pelle Irrequieta,,0,97,1
565,Pelle Coperta di Spore,,0,97,1
566,Pelle Infusa di Faglia,,0,97,1
567,Pelle di Furiafonda,,0,85,1
568,Fascia per Arma Toccata dalla Tempesta,,0,64,1
569,Polvere di Tempesta,,0,7,1
570,Frammento Luccicante,,0,26,1
571,Cristallo Rifulgente,,0,93,1
574,Sigillo della Protezione Eruttante,Ricette di Khaz Algar per la maggior parte delle armature epiche senza abbellimento.,1,10,0
580,Lancia di Legno Vincolata,,0,46,1
581,Cifrario del Movimento,,0,34,1
582,Inchiostro Assolato,,0,14,1
583,Inchiostro Scuro,,0,42,1
584,Cifrario della Cooperazione,,0,34,1
585,Cifrario della Perfezione,,0,34,1
586,Cifrario dell'Euforia,,0,34,1
587,Sigillo di Lunacupa: Splendore,Ricette di Khaz Algar per le armi e armi secondarie senza abbellimento.,0,34,0
588,Sigillo di Lunacupa: Evoluzione,Ricette di Khaz Algar per le armi e armi secondarie senza abbellimento.,0,34,0
589,Sigillo di Lunacupa: Simbiosi,Ricette di Khaz Algar per le armi e armi secondarie senza abbellimento.,0,34,0
590,Sigillo di Lunacupa: Vivacità,Ricette di Khaz Algar per le armi e armi secondarie senza abbellimento.,0,34,0
591,11.0 Optional Reagent - Season 1 - Enchanted Crests,Ricette di Khaz Algar per equipaggiamento epico creato con una Scintilla dei Presagi.,0,0,0
594,Manciata di Bulloni di Bismuto,,0,8,1
595,Bobina Bizzarra,,0,7,1
596,Ingranaggio Girante,,0,17,1
597,Interruttore di Sicurezza,,0,20,1
598,Circuito del Caos,,0,26,1
599,Potenziatore di Entropia,,0,41,1
600,Ingranaggio Dentellato,Occhiali e bracciali creati con l'Ingegneria di Khaz Algar.,0,10,0
601,Ingranaggio Velocizzato,Occhiali e bracciali creati con l'Ingegneria di Khaz Algar.,0,10,0
602,Ingranaggio Impeccabile,Occhiali e bracciali creati con l'Ingegneria di Khaz Algar.,0,10,0
603,Ingranaggio Regolabile,Occhiali e bracciali creati con l'Ingegneria di Khaz Algar.,0,10,0
604,Interruttore di Sicurezza Ricalibrato,Occhiali e bracciali creati con l'Ingegneria di Khaz Algar.,0,10,0
605,Dispositivo di Redistribuzione Colpa,Occhiali e bracciali creati con l'Ingegneria di Khaz Algar.,0,10,0
606,Scheda Elettronica Velocizzata,Occhiali e bracciali creati con l'Ingegneria di Khaz Algar.,1,10,0
607,Quadro Elettrico Complicato,Occhiali e bracciali creati con l'Ingegneria di Khaz Algar.,0,10,0
608,Borsello di Granate Tascabili,Ricette di Khaz Algar per la maggior parte delle armature senza abbellimento.,0,10,0
609,Modulo Caotico Nascosto,Ricette di Khaz Algar per la maggior parte dell'equipaggiamento senza abbellimento.,0,10,0
610,Segnalatore di Redistribuzione Energetica,Ricette di Khaz Algar per la maggior parte dell'equipaggiamento senza abbellimento.,0,10,0
649,Lega del Nucleo,,0,27,1
650,Lega Caricata,,0,46,1
651,Lega Santificata,,0,70,1
652,Lega di Grinfiaferro,,0,45,1
653,Sigillo d'Impatto Echeggiante,,0,0,0
654,Toppa per Armatura di Arathor,,0,0,0
655,Struttura Forgiata,La maggior parte delle ricette di Forgiatura e Ingegneria di Khaz Algar.,0,0,2
656,Struttura Regolabile,"Diverse ricette di Forgiatura, Ingegneria, Runografia e Conciatura di Khaz Algar.",0,0,2
658,Legnoverde Codificato,,0,36,1
659,Cifrario Sterminato,,0,35,1
660,Missiva Algari dell'Aurora,Varie ricette dell'equipaggiamento di Khaz Algar.,0,0,0
661,Missiva Algari della Bramosia,Varie ricette dell'equipaggiamento di Khaz Algar.,0,0,0
662,Missiva Algari della Folgore,Varie ricette dell'equipaggiamento di Khaz Algar.,0,0,0
663,Missiva Algari dell'Armonia,Varie ricette dell'equipaggiamento di Khaz Algar.,0,0,0
664,Missiva Algari dell'Impareggiabile,Varie ricette dell'equipaggiamento di Khaz Algar.,0,0,0
665,Missiva Algari della Lama Veloce,Varie ricette dell'equipaggiamento di Khaz Algar.,0,0,0
666,Inchiostro Scuro,,0,18,1
667,Pigmento Scuro,,0,3,1
668,Inchiostro Assolato,,0,17,1
669,Pigmento di Madreperla,,0,2,1
670,Missiva Algari dell'Ingegno,La maggior parte delle ricette degli attrezzi d'artigianato di Khaz Algar.,0,0,0
671,Missiva Algari della Parsimonia,La maggior parte delle ricette degli attrezzi d'artigianato di Khaz Algar.,0,0,0
672,Missiva Algari della Creazione Multipla,La maggior parte delle ricette degli attrezzi d'artigianato di Khaz Algar.,0,0,0
673,Missiva Algari della Velocità di Creazione,La maggior parte delle ricette degli attrezzi d'artigianato di Khaz Algar.,0,0,0
674,Missiva Algari della Precisione,La maggior parte delle ricette degli attrezzi d'artigianato di Khaz Algar.,0,0,0
675,Missiva Algari della Percezione,La maggior parte delle ricette degli attrezzi d'artigianato di Khaz Algar.,0,0,0
676,Missiva Algari della Destrezza,La maggior parte delle ricette degli attrezzi d'artigianato di Khaz Algar.,0,0,0
677,Rocchetto di Fildivespro,,0,13,1
678,Rocchetto di Filodalba,,0,13,1
