ID,Name_lang,Description_lang,Flags,ClassMask,SpellIconFileID,RaceMasks[0],RaceMasks[1]
232,Via dell'Eroe: The War Within,"Ti teletrasporta all'ingresso di una spedizione di The War Within per la quale hai ottenuto l'impresa ""Eroe delle Chiavi"". Completare una spedizione Mitica+ azzera il tempo di recupero di queste abilità.",0,-1,519384,-1,-1
235,Brigate,Massimizza il potenziale di collaborazione della tua Brigata con queste abilità.,0,16383,6124644,-1,-1
236,Sequenze Numeriche,Inserisce una sequenza numerica in un dispositivo nelle vicinanze.,0,-1,3610509,-1,-1
237,Arsenale dei Cieli di Perennius,Abilità fornite da Perennius da utilizzare contro determinati nemici della Legione. Utilizzabili solo negli Assalti dei Cieli.,0,-1,1029590,-1,-1
238,Affilatura Coltello,Tecniche varie per affilare un coltello.,0,-1,4046656,-1,-1
239,Sovraccarico Erbe,Tecniche varie per sovraccaricare erbe speciali.,0,-1,4554443,-1,-1
240,Sovraccarico Minerali,Tecniche varie per sovraccaricare vene minerarie speciali.,0,-1,4554442,-1,-1
241,Pollice Verde,Tecniche varie per sfruttare il pollice verde.,0,-1,348566,-1,-1
242,Via dell'Eroe: Incursioni di The War Within,Teletrasporta all'ingresso di un'incursione di The War Within. Disponibile dopo aver raggiunto il livello di Fama massimo con determinate fazioni o aver compiuto imprese eroiche.,0,-1,519384,-1,-1
243,Stile di Volo Dinamico,Modifica la modalità di volo delle tue cavalcature.,0,-1,5145511,-1,-1
244,Via dell'Eroe: Stagione 1 di Midnight,"Ti teletrasporta all'ingresso di una spedizione stagionale per la quale hai ottenuto l'impresa ""Eroe delle Chiavi"". Completare una spedizione Mitica+ azzera il tempo di recupero di queste abilità.",0,-1,511651,-1,-1
245,Strappacarne,Tecniche varie per ottenere carne scuoiando.,0,-1,1059120,-1,-1
246,Via dell'Eroe: Midnight,"Ti teletrasporta all'ingresso di una spedizione di Midnight per la quale hai ottenuto l'impresa ""Eroe delle Chiavi"". Completare una spedizione Mitica+ azzera il tempo di recupero di queste abilità.",0,-1,519384,-1,-1
247,Trappole,"Rallentano, depistano od ostacolano in altri modi i Cercatori che inseguono i giocatori Nascosti.",0,0,461122,0,0
