ID,Name_lang,Description_lang,CovenantID,Level,Icon,Field_10_2_6_53840_005,UiOrder,SpellID
1246,Cappello del Capitano della Tempesta,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Cappello del Capitano della Tempesta.|n|n""Il copricapo ideale per il capitano in balia della tempesta!""",23,21,1676418,0,0,439446
1247,Sigillo Dorato del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Sigillo Dorato del Signore del Saccheggio. Recarsi da Da'kash Mastrotetro per cambiare un aspetto in Plunderstorm.|n|n""Tieni alto il bastone del Signore del Saccheggio e raduna un equipaggio pronto a saccheggiare!""",23,22,5581310,0,0,439382
1248,Polsiere del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Polsiere del Signore del Saccheggio.|n|n""Polsiere dorate adatte ai pirati più eleganti.""",23,23,5559628,0,0,439375
1249,Borsa di Monete Saccheggiata,|cFF00ccffRicompensa di Dragonflight|r|n|nSblocca 250 Monete del Mercante nella Cassa del Collezionista a Roccavento o a Orgrimmar.,23,24,975746,0,0,437507
1250,Cinta Dorata del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Cinta Dorata del Signore del Saccheggio.|n|n""La fibbia con l'enorme teschio d'oro fa davvero risaltare tutto il completo.""",23,25,5559626,0,0,439373
1251,Guanti da Furfante del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Guanti da Furfante del Signore del Saccheggio.|n|n""Sono così morbidi.""",23,26,5559630,0,0,439377
1252,Ascia Tagliacollo del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Ascia Tagliacollo del Signore del Saccheggio. Recarsi da Da'kash Mastrotetro per cambiare un aspetto in Plunderstorm.|n|n""Uno strumento essenziale nell'arsenale del signore dei pirati.""",23,27,5580802,0,0,439386
1253,Stivali Raschiafango del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Stivali Raschiafango del Signore del Saccheggio.|n|n""Non ti conviene sporcarli di fango.""",23,28,5559627,0,0,439372
1254,Calzoni Stravaganti del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Calzoni Stravaganti del Signore del Saccheggio.|n|n""Ora puoi dire di avere i pantaloni più belli in circolazione.""",23,29,5559632,0,0,439378
1255,Pinzia,"|cFF00ccffMascotte di Dragonflight|r|n|cFF1eff00Mascotte di Plunderstorm|r|n|nSblocca la mascotte Pinzia. In Plunderstorm, Da'kash Mastrotetro può evocare la tua mascotte.|n|n""Amante dei bottini come te.""",23,30,5559624,0,0,439478
1256,Stocco Fine del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Stocco Fine del Signore del Saccheggio. Recarsi da Da'kash Mastrotetro per cambiare un aspetto in Plunderstorm.|n|n""Adatto a infilzare.""",23,31,5581649,0,0,439383
1257,Fucile del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Fucile del Signore del Saccheggio. Recarsi da Da'kash Mastrotetro per cambiare un aspetto in Plunderstorm.|n|n""Odora di oro e polvere da sparo.""",23,32,5581325,0,0,439388
1258,Cassa di Monete Saccheggiata,|cFF00ccffRicompensa di Dragonflight|r|n|nSblocca 500 Monete del Mercante nella Cassa del Collezionista a Roccavento o a Orgrimmar.,23,33,4696085,0,0,437510
1259,Panciotto del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Panciotto del Signore del Saccheggio.|n|n""Chiunque sta bene con un panciotto.""",23,34,5559633,0,0,439370
1260,Mantello Drappeggiato del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Mantello Drappeggiato del Signore del Saccheggio.|n|n""Ovviamente di color rosso e oro abbinato.""",23,35,5559629,0,0,439379
1261,Sciabola d'Argento del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Sciabola d'Argento del Signore del Saccheggio. Recarsi da Da'kash Mastrotetro per cambiare un aspetto in Plunderstorm.|n|n""Risplende proprio al punto giusto quando la sollevi sotto il sole.""",23,36,5581315,0,0,439384
1262,Guardaspalle con Nappe del Signore del Saccheggio,|cFF00ccffAspetto di Dragonflight|r|n|cFF1eff00Aspetto di Plunderstorm|r|n|nSblocca l'aspetto Guardaspalle con Nappe del Signore del Saccheggio.|n|nSblocca anche il completo da Mozzo Robusto in Plunderstorm. Recarsi da Da'kash Mastrotetro per cambiare un completo.,23,37,5559634,0,0,439380
1263,Tricorno dell'Ammiragliato del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Tricorno dell'Ammiragliato del Signore del Saccheggio.|n|n""Un elmo piumato che ti calza casualmente a pennello.""",23,38,5559631,0,0,439355
1264,Polly Roger,"|cFF00ccffCavalcatura di Dragonflight|r|n|nSblocca la cavalcatura del Volo Draconico Polly Roger.|n|n""Il capitano ti ha donato il suo gigantesco pappagallo scontroso personale. Buona fortuna!""",23,39,5578050,0,0,437164
1265,Signore del Saccheggio,"|cFF00ccffTitolo di Dragonflight|r|n|nSblocca il titolo ""Signore del Saccheggio"".|n|nIl capitano ti ha conferito il titolo di ""Signore del Saccheggio"". Che chiunque si opponga a te affondi tra le profondità salmastre!",23,40,4203076,0,0,439552
1266,Felice,"|cFF00ccffMascotte di Dragonflight|r|n|cFF1eff00Mascotte di Plunderstorm|r|n|nSblocca la mascotte Felice. In Plunderstorm, Da'kash Mastrotetro può evocare la tua mascotte.|n|n""È proprio contento di essere qui.""",23,6,237309,0,1,439475
1267,Mozzo,"|cFF1eff00Titolo di Plunderstorm|r|n|nSblocca il titolo ""Mozzo"" di Plunderstorm presso Da'kash Mastrotetro.|n|n""Il capitano ti ha ufficialmente nominato mozzo!""",23,2,1063033,0,1,438007
1268,Spadaccino,"|cFF1eff00Titolo di Plunderstorm|r|n|nSblocca il titolo ""Spadaccino"" di Plunderstorm presso Da'kash Mastrotetro.|n|n""Hai dato prova della tua abilità con marinaresche con spada.""",23,10,2060684,0,1,438036
1269,Bucaniere,"|cFF1eff00Titolo di Plunderstorm|r|n|nSblocca il titolo ""Bucaniere"" di Plunderstorm presso Da'kash Mastrotetro.|n|n""Sei una forza temuta nel cuore della tempesta!""",23,20,2055037,0,1,438034
1270,Primo Ufficiale,"|cFF1eff00Titolo di Plunderstorm|r|n|nSblocca il titolo ""Primo Ufficiale"" di Plunderstorm presso Da'kash Mastrotetro.|n|n""La tua passione per i tesori è leggendaria!""",23,30,2055032,0,1,438029
1271,Tricorno Piumato Minuscolo,"|cFF00ccffAmico di Dragonflight|r|n|cFF1eff00Amico di Plunderstorm|r|n|nQuando compare, Pepe talvolta si presenta vestito come un Signore del Saccheggio. Per evocare il piccolo capitano in Plunderstorm, raggiungi Da'kash Mastrotetro.",23,24,1044996,0,1,438055
1272,Segnale di Pericolo Scuro,"|cFF00ccffGiocattolo di Dragonflight|r|n|nSblocca il giocattolo Segnale di Pericolo Scuro.|n|n""Perfetto per creare il tuo ritrovo dei pirati.""",23,16,2055035,0,1,443715
1273,Pacchetto con Barilotto Stampato,|cFF00ccffMissione di Dragonflight|r|n|nUna nuova missione attende un personaggio di livello 70 a Valdrakken nelle Isole dei Draghi.,23,5,236664,0,1,443716
1274,Pinchy,"|CFFa335eeMascotte di Classic|r|n|nSblocca la mascotte Pinchy the Plunderer in Wrath of the Lich King Classic.|n|n""Attenzione al becco aguzzo!""",23,11,5559624,0,1,440575
1275,Polly Roger,|CFFa335eeCavalcatura di Classic|r|n|nSblocca la cavalcatura volante Polly Roger in Wrath of the Lich King Classic.,23,39,5578050,0,1,440578
1311,Monocolo del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Monocolo del Signore del Saccheggio.|n|n""Aiuta, quando si può guardare con un occhio solo.""",23,38,5689350,0,0,443376
1312,Insegna del Signore del Saccheggio,"|cFF00ccffAspetto di Dragonflight|r|n|nSblocca l'aspetto Insegna del Signore del Saccheggio.|n|n""Hai dimostrato di essere bucaniere caro al Capitano Gambafusto. Mostra con orgoglio il favore del tuo capitano.""",23,40,5690395,0,1,443375
