Description_lang,Title_lang,ID,ScenarioID,CriteriatreeID,RewardQuestID,RelatedStep,Supersedes,OrderIndex,Flags,VisibilityPlayerConditionID,WidgetSetID
Sconfiggi i Saurok che fanno la guardia alla caverna.,Guardie!,368,179,30568,0,0,0,2,0,0,0
Scopri l'origine dei Saurok.,L'origine dei Saurok,369,179,30948,0,0,0,4,0,0,0
Sconfiggi il Maestro della Progenie Noshi.,Il Maestro della Progenie,370,179,30570,0,0,0,5,0,0,0
Respingi l'imboscata dei Kor'kron.,Imboscata!,371,179,30572,0,0,0,7,0,0,0
Distruggi i Globi di Protezione e penetra dentro la fortezza.,Penetra nell'Antica Fortezza,372,180,30566,0,0,0,0,0,0,0
Recupera il maggior numero di tesori prima che il costrutto dei Titani venga liberato.,Profitto a tutti i costi,373,180,0,0,0,0,1,0,0,0
Lancia un assalto contro l'isola di Zan'vess.,Assalto a Zan'vess,374,181,30957,0,0,0,0,0,0,0
Distruggi le Torri Soniche e disattiva lo Scudo Difensivo di Zan'vess.,Difese di Zan'vess,375,181,30959,0,0,0,1,0,0,0
Assalta la spiaggia e raggiungi il Cuore di Zan'vess.,Cuore di Zan'vess,376,181,30966,0,0,0,2,0,0,0
Sconfiggi l'Ammiraglio Hagman.,Sconfiggi l'Ammiraglio!,377,182,30733,0,0,0,3,0,0,0
Proteggi la nave! Sconfiggi la squadra d'assalto dell'Orda.,Squadra d'assalto!,378,182,30721,0,0,0,0,0,0,0
Piazza dell'esplosivo sulla nave dell'Orda per distruggerla!,Falla a pezzi!,379,182,30723,0,0,0,2,0,0,0
Parla con Vol'jin per iniziare l'esplorazione della Caverna dei Saurok.,La missione...,382,179,30886,0,0,0,0,0,0,0
Addentrati nel cuore della caverna.,Dentro la caverna,383,179,30939,0,0,0,3,0,0,0
Esamina le statue dei Mogu.,Esame delle statue,384,179,30950,0,0,0,6,0,0,0
Raggiungi Daggin Barbariosa.,Il Maestro di Volo,386,184,31196,0,0,0,0,0,0,0
Sconfiggi il Comandante Tel'vrak e recupera lo scrigno delle armi dei Mantid.,Armi di Zan'vess,387,181,30964,0,0,0,3,0,0,0
Aiuta i due gruppi di braccianti nella costruzione delle difese.,Prepara le difese,398,183,30997,0,0,0,0,0,0,0
Evita le guardie ed entra nel Santuario delle Ombre.,Entra nel Tempio Nero,408,200,31008,0,0,0,0,0,0,0
Trova le tracce del Concilio della Mietitura Oscura.,Cerca le tracce della presenza del Concilio,409,200,31010,0,0,0,1,0,0,0
Cammina con Akama fino al Santuario delle Anime Perdute.,Segui Akama fino al Santuario delle Anime Perdute,410,200,31012,0,0,0,2,0,0,0
Sconfiggi il Comandante Sventracuori e riprendi il Tempio della Gru Rossa.,Uccidi il Comandante Sventracuori,412,183,31192,0,0,0,1,0,0,0
Indaga nel Santuario delle Anime Perdute.,Scopri i piani del Concilio,413,200,31019,0,0,0,3,0,0,0
Recupera il Cristallo d'Anima lasciato dal Concilio della Mietitura Oscura.,Sconfiggi l'Essenza dell'Ordine,414,200,31017,0,0,0,4,0,0,0
Combatti i demoni rilasciati dalla Reliquia e torna da Akama nelle Sale del Tormento.,Fuga dal Santuario delle Anime Perdute,415,200,31021,0,0,0,5,0,0,0
Recupera il maggior numero di tesori prima dello scadere del tempo.,Saccheggia l'Antro delle Delizie Mortali,416,200,31023,0,0,0,6,0,0,0
Porta il Nucleo d'Anima Potenziato alla Sommità del Tempio.,Raggiungi la Sommità del Tempio,417,200,31034,0,0,0,7,0,0,0
Apriti la strada sui moli fino all'Ammiraglio Taylor.,Morte sui moli,419,184,31202,0,0,0,1,0,0,0
Sconfiggi le forze dell'Orda che assaltano il forte.,Riconquista la corte!,420,184,31283,0,0,0,2,0,0,0
Raccogli informazioni dalla squadra dell'IR:7.,Raccolta informazioni,423,184,31296,0,0,0,4,0,0,0
Proteggi il forte da numerose ondate di invasori dell'Orda e dal loro comandante.,Difendi la posizione!,424,184,31291,0,0,0,6,0,0,0
Lancia un assalto contro l'isola di Zan'vess.,Assalto a Zan'vess,430,203,31227,0,0,0,0,0,0,0
Distruggi le Torri Soniche e disattiva lo Scudo Difensivo di Zan'vess.,Difese di Zan'vess,431,203,31229,0,0,0,1,0,0,0
Assalta la spiaggia e raggiungi il Cuore di Zan'vess.,Cuore di Zan'vess,432,203,31233,0,0,0,2,0,0,0
Sconfiggi il Comandante Tel'vrak e recupera lo scrigno delle armi dei Mantid.,Armi di Zan'vess,433,203,31236,0,0,0,3,0,0,0
Trova il Gran Maresciallo Trecciadoppia e aiutalo a respingere l'assalto dell'Orda.,Il Gran Maresciallo,434,184,31288,0,0,0,3,0,0,0
Piazza gli armamenti di Sully e prepara la difesa del forte!,Preparare le difese,435,184,31300,0,0,0,5,0,0,0
Raggiungi Kromthar.,Il Maestro di Volo,436,201,31475,0,0,0,0,0,0,0
Apriti la strada attraverso la raffineria in fiamme fino al Generale Nazgrim.,Assalto dal cielo,437,201,31477,0,0,0,1,0,0,0
Sconfiggi le forze dell'Alleanza di fronte al forte.,Riconquista la corte!,438,201,31479,0,0,0,2,0,0,0
Trova il Signore della Guerra Elsarossa e aiutalo a respingere l'assalto dell'Alleanza.,Il Signore della Guerra,439,201,31483,0,0,0,3,0,0,0
Recupera informazioni sulle forze dell'Alleanza e dell'Orda.,Raccolta informazioni,440,201,31486,0,0,0,4,0,0,0
Piazza gli armamenti di Rivett e prepara la difesa del forte!,Preparare le difese,441,201,31490,0,0,0,5,0,0,0
Proteggi le porte da numerose ondate di invasori dell'Alleanza e dal loro comandante.,Difendi la posizione!,442,201,31494,0,0,0,6,0,0,0
Monta sull'alatonante ed esplora l'Approdo della Tempesta dall'alto.,Passare inosservati,443,205,31682,0,0,0,0,0,0,0
Lancia delle bombe fumogene sui Totem Avvistatori per neutralizzarli.,Sentiero fumoso,444,205,31684,0,0,0,1,0,0,0
Stordisci i membri della ciurma marcati da Taoshi e raggiungi le armi d'assedio sulla prua della nave.,Ombre nella tempesta,445,205,31686,0,0,0,2,0,0,0
"Attraversa di nascosto il porto, sali sulla collina e raggiungi Hu'seng il Guardiano delle Porte.",Fai silenzio,446,205,31689,0,0,0,4,0,0,0
Sconfiggi Hu'seng il Guardiano delle Porte e recupera la sua chiave.,Illuminare la notte,447,205,31691,0,0,0,5,0,0,0
Cavalca il Falco del Sangue dei Predatori del Sole e vola con il Capitano degli Esploratori Elsia sopra l'isola.,Incontra il Capitano degli Esploratori Elsia,448,206,31670,0,0,0,0,0,0,0
,Sopravvivi all'imboscata,449,206,31672,0,0,0,1,0,0,0
,Distruggi le barricate,450,206,31674,0,0,0,2,0,0,0
,Uccidi Kresh lo Squartatore,451,206,31676,0,0,0,3,0,0,0
,Elimina Tula'chek e la Maschera Spiritica,452,206,31679,0,0,0,4,0,0,0
Cavalca il tuo alatonante!,Decollo...,453,207,31693,0,0,0,0,0,0,0
Gli Zandalari ti hanno individuato! Sconfiggi gli assalitori!,Intercettato!,454,207,31695,0,0,0,1,0,0,0
Horaki ti ha disarcionato dalla tua cavalcatura! Sconfiggilo!,Domare il Maestro delle Bestie,455,207,31697,0,0,0,2,0,0,0
"Incontra Taoshi, il tuo contatto Shandaren.",Nelle miniere,456,207,31830,0,0,0,3,0,0,0
Proteggi Taoshi mentre scassina la serratura dell'ingresso alla miniera e sconfiggi Shiaxu l'Aguzzino.,Coprimi!,458,207,31703,0,0,0,5,0,0,0
Supporta i tuoi alleati durante l'assalto al Crocevia Insanguinato.,Crocevia Insanguinato,460,208,31844,0,0,0,0,0,0,0
Sconfiggi i Mogu di Shan Bu e i difensori Zandalari.,Atrio di Lei Shen,465,208,31718,0,0,0,2,0,0,0
Sconfiggi i Guardiani delle Porte del Palazzo per aprire le porte.,Distruggi i Guardiani delle Porte,472,208,31710,0,0,0,1,0,0,0
Recupera gli Esplosivi ad Alto Potenziale.,Trova gli esplosivi perduti,473,204,31833,0,0,0,0,0,0,0
Accendi la miccia degli Esplosivi ad Alto Potenziale.,Fai detonare gli esplosivi,474,204,31839,0,0,0,2,0,0,0
,Uccidi il Dio della Guerra Al'chukla,475,204,31837,0,0,0,3,0,0,0
Recupera gli Esplosivi ad Alto Potenziale.,Trova gli esplosivi perduti,476,209,31746,0,0,0,0,0,0,0
Accendi la miccia degli Esplosivi ad Alto Potenziale.,Fai detonare gli esplosivi,477,209,31768,0,0,0,2,0,0,0
,Uccidi il Dio della Guerra Al'chukla,478,209,31804,0,0,0,3,0,0,0
Parla con Elsia alle mura della cittadella.,Consegna gli esplosivi,479,209,31765,0,0,0,1,0,0,0
Parla con Vereesa alle mura della cittadella.,Consegna gli esplosivi,480,204,31835,0,0,0,1,0,0,0
Aiuta Taran Zhu e Yalia a sconfiggere Shan Bu.,Sconfiggi Shan Bu,482,208,31723,0,0,0,3,0,0,0
Scendi sottocoperta ed elimina il Capitano Halu'kal.,Massacro,483,205,31806,0,0,0,3,0,0,0
Difendi Irathion mentre la Forgia dei Fulmini si carica.,Attivazione,484,211,31810,0,0,0,2,0,0,0
Difendi il Fabbro Celestiale mentre forgia la Lancia della Folgore.,Corruzione rilevata,485,211,31812,0,0,0,4,0,0,0
Distruggi l'Amalgama di Sha che sta assaltando la Forgia dei Fulmini.,Manifestazione della corruzione,486,211,31814,0,0,0,5,0,0,0
Raggiungi l'ingresso principale delle miniere.,Quel che è tuo è mio!,487,207,31841,0,0,0,4,0,0,0
Parla con Irathion e scopri come attivare la Forgia dei Fulmini.,Parla con Irathion,490,211,31856,0,0,0,0,0,0,0
Piazza il Nucleo d'Anima Potenziato nel Pozzo dell'Anima Demoniaco e sconfiggi Kanrethad.,Sconfiggi Kanrethad,491,200,31858,0,0,0,8,0,0,0
Versa il trillio negli stampi e inizia a caricare la Forgia dei Fulmini.,Forgiato con il trillio,492,211,31923,0,0,0,1,0,0,0
Cavalca l'Ippogrifo del Patto d'Argento e vola con il Generale dei Guardaboschi Vereesa Ventolesto sopra l'isola.,Incontra Vereesa Ventolesto,493,212,31925,0,0,0,0,0,0,0
,Sopravvivi all'imboscata,494,212,31928,0,0,0,1,0,0,0
,Distruggi le barricate,495,212,31930,0,0,0,2,0,0,0
,Uccidi Anki e l'Invocatore delle Bestie Pakutesh,496,212,31932,0,0,0,3,0,0,0
,Elimina Mara'kah e la Maschera Spiritica,497,212,31934,0,0,0,4,0,0,0
Usa il Globo del Guardiano delle Porte per aprire l'accesso al Crocevia Insanguinato.,Fuga,498,205,31937,0,0,0,6,0,0,0
Avrai un tempo limitato per raccogliere il maggior numero di tesori possibile. Parla con Taoshi quando vuoi cominciare.,Parla con Taoshi,508,215,31993,0,0,0,0,0,0,0
Parla con Irathion per avviare la Forgia dei Fulmini.,Nella forgia,509,211,32142,0,0,0,3,0,0,0
Recupera il maggior numero di tesori e raggiungi l'uscita prima dello scadere del tempo.,Raggiungi l'uscita,510,215,32158,0,0,0,1,0,0,0
Parla con Grizzle Slittaruota.,Parla col capo,511,216,32592,0,0,0,0,0,0,0
Penetra nella sala principale e ferma i rapimenti.,Infiltrazione,514,219,32524,0,0,0,0,0,0,0
Esamina la sala principale.,Ricognizione,515,219,32588,0,0,0,1,0,0,0
Aiuta Schiaffo a costruire un dispositivo per aprire il prossimo portale.,L'ingresso sigillato,516,219,32589,0,0,0,2,0,0,0
Difendi la Squadra Gob mentre Asdrubal apre una via di fuga.,Protezione,533,219,32590,0,0,0,3,0,0,0
Distruggi l'elementale superiore che sta devastando gli Scavi di Fioreterno.,Frantumare la roccia,535,216,32594,0,0,0,1,0,0,0
Raccogli i manufatti per Slittaruota mentre i suoi lavoratori sgombrano l'ingresso alla miniera.,Recupero economico,536,216,32596,0,0,0,2,0,0,0
Raggiungi le profondità della Miniera di Fioreterno e crea una breccia nel muro.,In fondo alla miniera,537,216,32598,0,0,0,3,0,0,0
Distruggi l'Eco di Y'shaarj.,Crepacuore,538,216,32637,0,0,0,4,0,0,0
Contatta i Montanari Ferroscuro alla Cresta Brillante e trova un modo per interrompere la tempesta.,I Montanari,539,210,32623,0,0,0,0,0,0,0
Libera l'Esploratore Barbapietra dallo spiedo dei Troll.,Salva l'Esploratore Barbapietra,540,210,32644,0,0,0,1,0,0,0
Uccidi i Troll che vogliono cucinare l'Esploratrice Birrardita.,Salva l'Esploratrice Birrardita,541,210,32648,0,0,0,2,0,0,0
Uccidi i Troll che vogliono sacrificare l'Esploratore Granforgia.,Salva l'Esploratore Granforgia,542,210,32650,0,0,0,3,0,0,0
Uccidi lo spirito elementale nella caverna ghiacciata per porre fine alla tempesta di neve.,La grotta gelida,543,210,32652,0,0,0,4,0,0,0
"Unisciti alle forze di Moira, uccidi il capo degli Zandalari e conquista il villaggio dei Mantogelido.",Vittoria o morte,544,210,32654,0,0,0,5,0,0,0
Ruba degli esplosivi dai Demolitori nemici.,Recupero esplosivi,545,182,32657,0,0,0,1,0,0,0
Parla con Rotun per iniziare la prova.,Scegli una prova,550,237,33998,0,0,0,0,0,0,0
Completa l'obiettivo bonus per ricevere ricompense aggiuntive.,Obiettivo bonus,551,210,32743,32898,0,0,6,3,0,0
Proteggi la nave! Sconfiggi la squadra d'assalto dell'Alleanza.,Squadra d'assalto!,556,239,32774,0,0,0,0,0,0,0
Ruba degli esplosivi dai Demolitori nemici.,Recupero esplosivi,557,239,32776,0,0,0,1,0,0,0
Piazza dell'esplosivo sulla nave dell'Alleanza per distruggerla!,Falla a pezzi!,558,239,32778,0,0,0,2,0,0,0
Sconfiggi l'Ammiraglio Hodgson.,Sconfiggi l'Ammiraglio!,559,239,32781,0,0,0,3,0,0,0
Completa l'obiettivo bonus per ricevere ricompense aggiuntive.,Obiettivi bonus,560,182,32791,32898,0,0,4,3,0,0
Completa tutti gli obiettivi bonus per ricevere ricompense aggiuntive.,Obiettivi bonus,561,219,32799,32898,0,0,4,3,0,0
Completa l'obiettivo bonus per ricevere ricompense aggiuntive.,Obiettivo bonus,565,65,32818,32898,0,0,3,3,0,0
Completa l'obiettivo bonus per ricevere ricompense aggiuntive.,Obiettivo bonus,566,39,32821,32898,0,0,4,3,0,0
Completa l'obiettivo bonus per ricevere ricompense aggiuntive.,Obiettivi bonus,567,216,32831,32898,0,0,5,3,0,0
Completa l'obiettivo bonus per ricevere ricompense aggiuntive.,Obiettivi bonus,580,239,162971,32898,559,0,4,3,0,0
Descrizione fase 1.,Fase 1,587,247,32959,0,0,0,0,0,0,0
Descrizione fase 2.,Fase 2,593,247,32961,0,0,0,1,0,0,0
Descrizione fase 3.,Fase 3,594,247,32963,0,0,0,2,0,0,0
Descrizione fase 4.,Fase 4,595,247,32965,0,0,0,3,0,0,0
Descrizione fase 5.,Fase 5,596,247,32967,0,0,0,4,0,0,0
Descrizione fase 6.,Fase 6,597,247,32969,0,0,0,5,0,0,0
La prova sta per cominciare.,Preparati...,598,248,32993,0,0,0,0,0,0,0
,Arena d'Addestramento,599,248,33951,0,0,0,1,0,0,0
,Fase 2,607,254,0,0,0,0,2,0,0,0
,Fase 1,608,254,0,0,0,0,1,0,0,0
Distruggi gli abomini che infestano il Tempio dello Yak Nero.,Colui Che Non Ha Vita,615,256,33244,0,0,0,0,0,0,0
Fase 0,Prova fase 0,616,254,0,0,0,0,0,0,0,0
,Fase 3,617,254,0,0,0,0,3,0,0,0
,Fase 4,618,254,0,0,0,0,4,0,0,0
La fine!,Fase 5,619,254,0,0,0,0,5,0,0,0
Sconfiggi tre campioni di Pandaria in uno scontro tra mascotte.,Campioni di Pandaria,620,257,33302,0,0,0,0,0,0,0
Sconfiggi tutti i Venerabili Celestiali in uno scontro tra mascotte.,Combattimento dei Celestiali,621,257,33331,0,0,0,1,0,0,0
Fai sedere e servi i clienti man mano che arrivano. Non farne allontanare più di 5 prima di averli serviti.,Spaghetti a volontà,637,269,33600,0,0,0,1,0,0,0
Impara a gestire il Chiosco degli Spaghetti.,Tutorial,647,269,33924,0,0,0,0,0,0,0
Fai sedere e servi i clienti man mano che arrivano. Non farne allontanare più di 5 prima di averli serviti.,Spaghetti a volontà,652,278,33926,0,0,0,0,0,0,0
Ottieni un punteggio di almeno 30.000,Bonus: punta all'oro!,653,278,33928,0,0,0,1,3,0,0
Uccidi tutti gli Orchi a Grommar.,Epurazione di Grommar,654,275,33985,0,0,0,2,0,0,0
Uccidi Orrok il Maestro delle Lance.,Cancelli di Grommar,655,275,33994,0,0,0,1,0,0,0
Sconfiggi le forze dei Verrospino Testamorta dentro la loro città nelle Gallerie di Lamaspina.,Gallerie di Lamaspina,680,294,34480,0,0,0,0,0,0,0
Estrai tutto il minerale possibile prima che si esaurisca la Potenza Vapore!,Raccogli le risorse,718,318,0,0,0,0,0,0,0,0
"Uccidi Goraluk Spaccaroccia, Gran Macchinista della Base Navale.",Goraluk Spaccaroccia,721,320,34857,0,0,0,2,0,0,0
Uccidi le guardie a Pietrachiusa.,Uccidili! Uccidili tutti!,725,322,34859,0,0,0,0,0,0,0
sendevent 36841,Fase 2,726,322,34861,0,0,0,1,0,0,0
sendevent 36841,Fase 3,727,322,34863,0,0,0,2,0,0,0
Impedisci allo Sciamano delle Anime dei Guerci Insanguinati di rianimare lo scheletro Fomor.,Ferma il rituale,728,323,34871,0,0,0,0,0,0,0
Difendi Thrall fino alla breccia della camera interna.,Armata di anime,729,323,34875,0,0,0,1,0,0,0
Affronta Kilrogg Occhiotetro e ferma il rituale oscuro.,Kilrogg Occhiotetro,730,323,34877,0,0,0,2,0,0,0
Uccidi Maggoc.,Uccidi Maggoc,731,324,34882,0,0,0,8,0,0,0
Elimina gli Orchi ancora presenti nel porto e uccidi il Comandante Vorka.,Fuoco dai cieli,732,275,34884,0,0,0,3,0,0,0
Uccidi i nemici nelle stanze per estinguere le rune.,Estingui le rune,736,329,34898,0,0,0,0,0,0,0
Proteggi Fuocogelo dalle ondate di aggressori dell'Orda di Ferro.,Proteggi la strettoia,737,324,34904,0,0,0,1,0,0,0
Distruggi la Sparagrappoli di Ferro.,Sparagrappoli di Ferro,738,324,34906,0,0,0,2,0,0,0
Proteggi Fuocogelo dalle ondate di aggressori dell'Orda di Ferro.,Una buona difesa,739,324,34908,0,0,0,3,0,0,0
Proteggi Drek'thar dagli attacchi dell'Orda di Ferro.,Difendi Drek'thar,740,324,34910,0,0,0,4,0,0,0
Proteggi Fuocogelo dalle ondate di aggressori dell'Orda di Ferro.,Spaccatuono di Ferro,741,324,34912,0,0,0,5,0,0,0
Sconfiggi Malgrim Manotonante.,Malgrim Manotonante,742,324,34914,0,0,0,6,0,0,0
Proteggi Fuocogelo dalle ondate di aggressori dell'Orda di Ferro.,Difesa finale,743,324,34916,0,0,0,7,0,0,0
Parla con Durotan.,Inizio della battaglia,745,324,34921,0,0,0,0,0,0,0
"Le forze alleate, sotto il comando dell'Arcimago Khadgar, sono pronte a cominciare la battaglia per Shattrath.",Preparativi,747,331,34944,0,0,0,0,0,0,0
Apriti la strada fino al porto con l'aiuto della Pirostella.,Unirsi alla battaglia,748,331,34946,0,0,0,2,0,0,0
L'Orda di Ferro ha ammassato le sue forze sul molo. Proteggi Khadgar mentre prepara un incantesimo per rendere sicuro il porto.,Darsena di Ferro,752,331,34954,0,0,0,3,0,0,0
La famigerata arma dell'Orda di Ferro è arrivata al porto. Prendi il controllo della nave. I tuoi alleati cercheranno di tenere occupato Manonera.,L'arma,753,331,34956,0,0,0,4,0,0,0
Parla con il Vendicatore Maraad.,Scelto da K'ara,754,275,34959,0,0,0,0,0,0,0
Parla con Durotan.,Parla con Durotan,755,320,34985,0,0,0,0,0,0,0
"Scorta il tuo gruppo a nord, verso l'Officina Bellica.",Raggiungi l'Officina Bellica,756,320,34983,0,0,0,1,0,0,0
Raggiungi il Deposito Rifornimenti.,Raggiungi il Deposito Rifornimenti,757,320,34987,0,0,0,3,0,0,0
Sopravvivi alle ondate di Orchi dell'Orda di Ferro. Usa i barili esplosivi contro di loro.,Sopravvivi all'attacco dell'Orda di Ferro,758,320,34989,0,0,0,4,0,0,0
Raggiungi il Molo Centrale per salire sulla Chiatta Tsunami.,Raggiungi il Molo Centrale,759,320,34991,0,0,0,5,0,0,0
Parla con Rokk affinché ti lanci sulla Chiatta Tsunami.,Abborda la Chiatta,761,320,34995,0,0,0,6,0,0,0
Distruggi la Chiatta Tsunami.,Distruggi la Chiatta Tsunami,762,320,34997,0,0,0,7,0,0,0
Sconfiggi i seguenti boss negli Abissi di Fondocupo.,Abissi di Fondocupo,765,333,35169,35929,0,0,0,0,0,0
Sconfiggi Domina.,Obiettivo bonus,773,333,35183,35930,0,0,1,1,0,0
Sconfiggi le forze della Marcia di Ferro che hanno occupato le sale dei Bastioni di Roccianera.,Bastioni di Roccianera Superiori,796,329,35686,35963,0,0,1,0,0,0
Uccidi 5 nemici.,5 bonus,833,323,35365,0,0,0,3,1,0,0
Uccidi 10 nemici.,10 bonus,834,323,35367,0,0,0,4,1,0,0
Sconfiggi i Proseliti di Rukhmar in cima a Vetta dei Cieli.,Vetta dei Cieli,835,423,35369,0,0,0,0,0,0,0
Sconfiggi gli Schiavisti Magliorosso che gestiscono le miniere.,Miniere dei Magliorosso,837,425,35389,0,0,0,0,0,0,0
Distruggi le forze navali dell'Orda di Ferro.,Darsena di Ferro,838,426,35393,0,0,0,0,0,0,0
Sradica la corruzione all'interno di Auchindoun.,Auchindoun,839,427,35397,0,0,0,0,0,0,0
