ID,Reaction_lang,FriendshipRepID,ReactionThreshold,OverrideColor
907,Grado 29,323,8400,0
908,Grado 30,323,8700,0
909,Grado 1,324,0,0
910,Grado 2,324,300,0
911,Grado 3,324,600,0
912,Grado 4,324,900,0
913,Grado 5,324,1200,0
914,Grado 6,324,1500,0
915,Grado 7,324,1800,0
916,Grado 8,324,2100,0
917,Grado 9,324,2400,0
918,Grado 10,324,2700,0
919,Grado 11,324,3000,0
920,Grado 12,324,3300,0
921,Grado 13,324,3600,0
922,Grado 14,324,3900,0
923,Grado 15,324,4200,0
924,Grado 16,324,4500,0
925,Grado 17,324,4800,0
926,Grado 18,324,5100,0
927,Grado 19,324,5400,0
928,Grado 20,324,5700,0
929,Grado 21,324,6000,0
930,Grado 22,324,6300,0
931,Grado 23,324,6600,0
932,Grado 24,324,6900,0
933,Grado 25,324,7200,0
934,Grado 26,324,7500,0
935,Grado 27,324,7800,0
936,Grado 28,324,8100,0
937,Grado 29,324,8400,0
938,Grado 30,324,8700,0
939,Grado 5,318,1200,0
940,Grado 6,318,1500,0
941,Grado 7,318,1800,0
942,Grado 8,318,2100,0
943,Grado 9,318,2400,0
944,Grado 10,318,2700,0
945,Grado 11,318,3000,0
946,Grado 12,318,3300,0
947,Grado 13,318,3600,0
948,Grado 14,318,3900,0
949,Grado 15,318,4200,0
950,Grado 16,318,4500,0
951,Grado 17,318,4800,0
952,Grado 18,318,5100,0
953,Grado 19,318,5400,0
954,Grado 20,318,5700,0
955,Grado 21,318,6000,0
956,Grado 22,318,6300,0
957,Grado 23,318,6600,0
958,Grado 24,318,6900,0
959,Grado 25,318,7200,0
960,Grado 26,318,7500,0
961,Grado 27,318,7800,0
962,Grado 28,318,8100,0
963,Grado 29,318,8400,0
964,Grado 30,318,8700,0
965,Grado 5,317,1200,0
966,Grado 6,317,1500,0
967,Grado 7,317,1800,0
968,Grado 8,317,2100,0
969,Grado 9,317,2400,0
970,Grado 10,317,2700,0
971,Grado 11,317,3000,0
972,Grado 12,317,3300,0
973,Grado 13,317,3600,0
974,Grado 14,317,3900,0
975,Grado 15,317,4200,0
976,Grado 16,317,4500,0
977,Grado 17,317,4800,0
978,Grado 18,317,5100,0
979,Grado 19,317,5400,0
980,Grado 20,317,5700,0
981,Grado 21,317,6000,0
982,Grado 22,317,6300,0
983,Grado 23,317,6600,0
984,Grado 24,317,6900,0
985,Grado 25,317,7200,0
986,Grado 26,317,7500,0
987,Grado 27,317,7800,0
988,Grado 28,317,8100,0
989,Grado 29,317,8400,0
990,Grado 30,317,8700,0
991,Immaturo,325,0,0
992,Cucciolo,325,3500,0
993,Immaturo,326,0,0
994,Cucciolo,326,7000,0
995,Immaturo,327,0,0
996,Cucciolo,327,14000,0
999,Grado 1,339,0,0
1000,Grado 2,339,1000,0
1001,Grado 3,339,2000,0
1002,Grado 4,339,3000,0
1003,Grado 5,339,4000,0
1004,Grado 6,339,5000,0
1005,Grado 7,339,6000,0
1006,Grado 8,339,7000,0
1007,Grado 9,339,8000,0
1008,Grado Massimo,339,9000,0
1009,Grado 1,340,0,0
1010,Grado 2,340,1000,0
1011,Grado 3,340,2000,0
1012,Grado 4,340,3000,0
1013,Grado 5,340,4000,0
1014,Grado 6,340,5000,0
1015,Grado 7,340,6000,0
1016,Grado 8,340,7000,0
1017,Grado 9,340,8000,0
1018,Grado Massimo,340,9000,0
1020,Adulto,327,42000,0
1021,Adulto,325,10500,0
1022,Adulto,326,21000,0
1024,Grado 2,318,300,0
1088,Schiusura...,365,0,0
1089,Larva,365,5000,0
1090,Pulcino,365,10000,0
1091,Adulto,365,15000,0
1092,Incerta,366,7000,0
1100,Dubbiosa,366,0,0
1101,Ansiosa,366,1000,0
1102,Esitante,366,14000,0
1103,Cordiale,366,21000,0
1107,Riconoscente,366,42000,0
1108,Estraneo,367,0,0
1109,Conoscente,367,8400,0
1110,Compagno,367,16800,0
1111,Amico,367,25200,0
1112,Amico Intimo,367,33600,0
1113,Miglior Amico,367,42000,0
1114,Estraneo,368,0,0
1115,Conoscente,368,8400,0
1116,Compagno,368,16800,0
1117,Amico,368,25200,0
1118,Amico Intimo,368,33600,0
1119,Miglior Amico,368,42000,0
1126,Estraneo,370,0,0
1127,Conoscente,370,8400,0
1128,Compagno,370,16800,0
1129,Amico,370,25200,0
1130,Amico Intimo,370,33600,0
1131,Miglior Amico,370,42000,0
1132,Estraneo,371,0,0
1133,Conoscente,371,8400,0
1134,Compagno,371,16800,0
1135,Amico,371,25200,0
1136,Amico Intimo,371,33600,0
1137,Miglior Amico,371,42000,0
1138,Estraneo,372,0,0
1139,Conoscente,372,8400,0
1140,Compagno,372,16800,0
1141,Amico,372,25200,0
1142,Amico Intimo,372,33600,0
1143,Miglior Amico,372,42000,0
1144,Estraneo,373,0,0
1145,Conoscente,373,8400,0
1146,Compagno,373,16800,0
1147,Amico,373,25200,0
1148,Amico Intimo,373,33600,0
1149,Miglior Amico,373,42000,0
1156,Estraneo,375,0,0
1157,Conoscente,375,8400,0
1158,Compagno,375,16800,0
1159,Amico,375,25200,0
1160,Amico Intimo,375,33600,0
1161,Miglior Amico,375,42000,0
1162,Estraneo,376,0,0
1163,Conoscente,376,8400,0
1164,Compagno,376,16800,0
1165,Amico,376,25200,0
1166,Amico Intimo,376,33600,0
1167,Miglior Amico,376,42000,0
1168,Estraneo,377,0,0
1169,Conoscente,377,8400,0
1170,Compagno,377,16800,0
1171,Amico,377,25200,0
1172,Amico Intimo,377,33600,0
1173,Miglior Amico,377,42000,0
1180,Estraneo,379,0,0
1181,Conoscente,379,8400,0
1182,Compagno,379,16800,0
1183,Amico,379,25200,0
1184,Amico Intimo,379,33600,0
1185,Miglior Amico,379,42000,0
1192,Estraneo,381,0,0
1193,Conoscente,381,8400,0
1194,Compagno,381,16800,0
1195,Amico,381,25200,0
1196,Amico Intimo,381,33600,0
1197,Miglior Amico,381,42000,0
1198,Estraneo,382,0,0
1199,Conoscente,382,8400,0
1200,Compagno,382,16800,0
1201,Amico,382,25200,0
1202,Amico Intimo,382,33600,0
1203,Miglior Amico,382,42000,0
1204,Estraneo,383,0,0
1205,Conoscente,383,8400,0
1206,Compagno,383,16800,0
1207,Amico,383,25200,0
1208,Amico Intimo,383,33600,0
1209,Miglior Amico,383,42000,0
1210,Estraneo,384,0,0
1211,Conoscente,384,8400,0
1212,Compagno,384,16800,0
1213,Amico,384,25200,0
1214,Amico Intimo,384,33600,0
1215,Miglior Amico,384,42000,0
1216,Estraneo,385,0,0
1217,Conoscente,385,8400,0
1218,Compagno,385,16800,0
1219,Amico,385,25200,0
1220,Amico Intimo,385,33600,0
1221,Miglior Amico,385,42000,0
1228,Estraneo,387,0,0
1229,Conoscente,387,8400,0
1230,Compagno,387,16800,0
1231,Amico,387,25200,0
1232,Amico Intimo,387,33600,0
1233,Miglior Amico,387,42000,0
1240,Neutrale,389,0,0
1241,Amichevole,389,3000,0
1242,Onorato,389,9000,0
1243,Riverito,389,21000,0
1244,Osannato,389,42000,0
1245,Neutrale,390,0,0
1246,Amichevole,390,3000,0
1247,Onorato,390,9000,0
1248,Riverito,390,21000,0
1249,Osannato,390,42000,0
1250,Neutrale,391,0,0
1251,Amichevole,391,3000,0
1252,Onorato,391,9000,0
1253,Riverito,391,21000,0
1254,Osannato,391,42000,0
1255,Zero,392,0,0
1256,Uno,392,1000,0
1257,Due,392,2000,0
1258,Tre,392,3000,0
1259,Quattro,392,4000,0
1260,Cinque,392,5000,0
1261,Sei,392,6000,0
1262,Sette,392,7000,0
1263,Otto,392,8000,0
1264,Nove,392,9000,0
1265,Dieci,392,10000,0
1266,Undici,392,11000,0
1267,Dodici,392,12000,0
1268,Tredici,392,13000,0
1269,Quattordici,392,14000,0
1270,Quindici,392,15000,0
1271,Livello 1,393,0,0
1272,Livello 2,393,3000,0
1273,Livello 3,393,7500,0
1274,Livello 4,393,14000,0
1275,Livello 5,393,25000,0
1276,Livello 6,393,41000,0
1294,Seguace,396,8400,0
1295,Alleato,396,16800,0
1296,Zannino,396,25200,0
1297,Amico,396,33600,0
1298,Amico Fedele,396,42000,0
1300,Seguace,397,8400,0
1301,Alleato,397,16800,0
1302,Zannino,397,25200,0
1303,Amico,397,33600,0
1304,Amico Fedele,397,42000,0
1305,Neutrale,398,0,0
1306,Preferito,398,500,0
1307,Rispettato,398,2500,0
1308,Apprezzato,398,5500,0
1309,Stimato,398,12500,0
1316,Bassa,400,300,0
1317,Media,400,1200,0
1318,Alta,400,3600,0
1319,Massima,400,10000,0
1322,Vuota,400,0,0
1325,Conoscente,397,0,0
1328,Conoscente,396,0,0
1344,Promettente,408,0,0
1345,Principiante,408,700,0
1346,Competente,408,1400,0
1347,Abile,408,2100,0
1348,Professionista,408,2800,0
1359,Anomalia,411,0,0
1360,Amico Futuro,411,7000,0
1361,Guariscifaglia,411,14000,0
1362,Viaggiatore nel Tempo,411,24000,0
1363,Leggenda,411,42000,0
1364,Livello 1,412,0,0
1392,Estraneo,416,0,0
1393,Conoscente,416,2500,0
1394,Socio,416,5000,0
1395,Complice,416,7500,0
1396,Collaboratore,416,10000,0
1397,Estraneo,417,0,0
1398,Conoscente,417,2500,0
1399,Socio,417,5000,0
1400,Complice,417,7500,0
1401,Collaboratore,417,10000,0
1402,Estraneo,418,0,0
1403,Conoscente,418,2500,0
1404,Socio,418,5000,0
1405,Complice,418,7500,0
1406,Collaboratore,418,10000,0
1407,Diploma,419,0,0
1408,Assistente,419,10500,0
1409,Contratto,419,21000,0
1410,Specialista,419,32500,0
1411,Titolare,419,42000,0
1794,Livello 2,412,1500,0
1795,Livello 3,412,3500,0
1796,Livello 4,412,6100,0
1797,Livello 5,412,9400,0
1798,Livello 6,412,13500,0
1801,Livello 7,412,18500,0
1802,Livello 8,412,24500,0
1803,Livello 9,412,31600,0
1804,Livello 10,412,39900,0
1805,Livello 11,412,48200,0
1806,Livello 12,412,56500,0
1807,Livello 13,412,64800,0
1808,Livello 14,412,73100,0
1809,Livello 15,412,81400,0
1810,Livello 16,412,98000,0
1811,Livello 17,412,114600,0
1812,Livello 18,412,131200,0
1813,Livello 19,412,147800,0
1814,Livello 20,412,164400,0
1815,Livello 21,412,181000,0
1816,Livello 22,412,197600,0
1817,Livello 23,412,214200,0
1818,Livello 24,412,230800,0
1819,Livello 25,412,247400,0
1820,Livello 26,412,280600,0
1821,Livello 27,412,313800,0
1822,Livello 28,412,347000,0
1823,Livello 29,412,380200,0
1824,Livello 30,412,413400,0
1825,Livello 31,412,446600,0
1826,Livello 32,412,479800,0
1827,Livello 33,412,513000,0
1828,Livello 34,412,546200,0
1829,Livello 35,412,579400,0
1830,Livello 36,412,645800,0
1831,Livello 37,412,712200,0
1832,Livello 38,412,778600,0
1833,Livello 39,412,845000,0
1834,Livello 40,412,911400,0
1835,Livello 41,412,977800,0
1836,Livello 42,412,1044200,0
1837,Livello 43,412,1110600,0
1838,Livello 44,412,1177000,0
1839,Livello 45,412,1243400,0
1840,Livello 46,412,1326400,0
1841,Livello 47,412,1409400,0
1842,Livello 48,412,1492400,0
1843,Livello 49,412,1575400,0
1844,Livello 50,412,1658400,0
1845,Favoreggiatore,416,12500,0
1846,Istigatore,416,15000,0
1847,Cospiratore,416,17500,0
1848,Orchestratore,416,20000,0
1849,Favoreggiatore,417,12500,0
1850,Istigatore,417,15000,0
1851,Cospiratore,417,17500,0
1852,Orchestratore,417,20000,0
1853,Favoreggiatore,418,12500,0
1854,Istigatore,418,15000,0
1855,Cospiratore,418,17500,0
1856,Orchestratore,418,20000,0
1857,Livello 51,412,1741400,0
1858,Livello 52,412,1824400,0
1859,Livello 53,412,1907400,0
1860,Livello 54,412,1990400,0
1861,Livello 55,412,2073400,0
1862,Livello 56,412,2197900,0
1863,Livello 57,412,2322400,0
1864,Livello 58,412,2446900,0
1865,Livello 59,412,2571400,0
1866,Livello 60,412,2695900,0
1867,Conoscente,487,0,0
1868,Compagno,487,1000,0
1869,Amico,487,2000,0
1870,Amico Intimo,487,3000,0
1871,Miglior Amico,487,4000,0
1872,Conoscente,488,0,0
1873,Compagno,488,1000,0
1874,Amico,488,2000,0
1875,Amico Intimo,488,3000,0
1876,Miglior Amico,488,4000,0
1877,Conoscente,489,0,0
1878,Compagno,489,1000,0
1879,Amico,489,2000,0
1880,Amico Intimo,489,3000,0
1881,Miglior Amico,489,4000,0
1882,Livello 1,490,0,0
1883,Livello 2,490,1000,0
1884,Livello 3,490,3000,0
1885,Livello 4,490,7000,0
1886,Livello 5,490,15000,0
1887,Stato 4 - Capitolo 5,184,50000,0
2035,Livello 61,412,2820400,0
2036,Livello 62,412,2944900,0
2037,Livello 63,412,3069400,0
2038,Livello 64,412,3193900,0
2039,Livello 65,412,3318400,0
2040,Livello 66,412,3467800,0
2041,Livello 67,412,3617200,0
2042,Livello 68,412,3766600,0
2043,Livello 69,412,3916000,0
2044,Livello 70,412,4065400,0
2045,Livello 71,412,4214800,0
2046,Livello 72,412,4364200,0
2047,Livello 73,412,4513600,0
2048,Livello 74,412,4663000,0
2049,Livello 75,412,4812400,0
2050,Livello 76,412,4978400,0
2051,Livello 77,412,5144400,0
2052,Livello 78,412,5310400,0
2053,Livello 79,412,5476400,0
2054,Livello 80,412,5642400,0
2055,Livello 81,412,5808400,0
2056,Livello 82,412,5974400,0
2057,Livello 83,412,6140400,0
2058,Livello 84,412,6306400,0
2059,Livello 85,412,6472400,0
2060,Livello 86,412,6655000,0
2061,Livello 87,412,6837600,0
2062,Livello 88,412,7020200,0
2063,Livello 89,412,7202800,0
2064,Livello 90,412,7385400,0
2065,Livello 91,412,7568000,0
2066,Livello 92,412,7750600,0
2067,Livello 93,412,7933200,0
2068,Livello 94,412,8115800,0
2069,Livello 95,412,8298400,0
2070,Livello 96,412,8505900,0
2071,Livello 97,412,8713400,0
2072,Livello 98,412,8920900,0
2073,Livello 99,412,9128400,0
2074,Livello 100,412,9335900,0
