ID,Name_lang,Quantity,Flags
136,Apparato di Khaz'goroth,1,1
137,Fuso di Seta di Ragno,1,1
138,Focalizzatore Negromantico,1,1
139,Occhio del Potere Splendente,1,1
140,Ristabilizzatore della Matrice,1,1
141,Vaso dell'Accelerazione,1,1
142,Sospensione della Condanna,1,1
143,Runa di Zeth,1,1
145,Quintessenza Ardente,1,1
146,Antico Seme Pietrificato,1,1
147,Essenza della Fiamma Eterna,1,1
148,Gemma Splendente,1,1
150,Anello con Sigillo dei Vendicatori,1,1
151,Bacio della Vedova,1,1
152,Vera della Prigione di Cristallo,1,1
153,Vera di Alysrazor,1,1
155,Anello di Zolfo,1,1
158,Anello con Sigillo di Theck,1,1
166,Anello della Discesa d'Emergenza,1,1
167,Sigillo del Grande Architetto,1,1
168,Vera della Ricostruzione,1,1
169,Anello con Sigillo del Risoluto,1,1
170,Anello di Carne Strappata,1,1
171,Vera del Rubarespiro,1,1
172,Anello del Cuoreduro,1,1
173,Sigillo dell'Ombra Primordiale,1,1
174,Anello Infinito,1,1
175,Anello con Sigillo della Cicatrice,1,1
176,Anello con Sigillo delle Bocche Affamate,1,1
177,Anello della Vedova,1,1
178,Anello Arricciato del Crepuscolo,1,1
179,Riflesso della Luce,1,1
180,Desideri in Bottiglia,1,1
181,Suggello Kiroptirico,1,1
182,Teschio Marcio,1,1
183,Fiamma del Profondo,1,1
184,Occhio della Decadenza,1,1
185,Ira della Libertà,1,1
186,Risolutezza Imperitura,1,1
187,Volontà Svincolante,1,1
188,Cuore Senza Vita,1,1
189,Nido del Drago Finale,1,1
190,Vortice Mutanima,1,1
191,Feticcio di Cartilagine,1,1
192,Fiala delle Ombre,1,1
193,Orgoglio Indomabile,1,1
194,Astuzia del Crudele,1,1
195,Cuore Guardiavento,1,1
196,Bussola Stellare,1,1
197,Sigillo dei Sette Segni,1,1
198,Fregio della Mente Corrotta,1,1
201,Tesoro dei Mogu,1,0
203,Aspetto del Gioielliere,2,1
204,Pietra dell'Elmion,1,0
205,Gemma di Mana Brillante,1,0
206,Carta di Lunacupa Nebbiosa,1,1
207,Cristallo della Paura,1,1
208,Fiasca delle Stelle Infinite,1,1
209,Vortice di Brumafosca,1,1
210,Essenza del Terrore,1,1
211,Statuetta di Giada: Bandito,1,1
212,Statuetta di Giada: Cocchiere,1,1
213,Statuetta di Giada: Cortigiana,1,1
214,Statuetta di Giada: Magistrato,1,1
215,Statuetta di Giada: Signore della Guerra,1,1
216,Ordini Finali di Lei Shen,1,1
217,Luce del Cosmo,1,1
218,Sigillo Polarizzato di Qin-Xi,1,1
219,Spiriti del Sole,1,1
220,Materia degli Incubi,1,1
221,Terrore nelle Nebbie,1,1
222,Fiala di Sangue di Drago,1,1
223,Vera delle Stelle in Fiamme,1,1
224,Vera dell'Anima Fragile,1,1
225,Anello dell'Ombra del Terrore,1,1
226,Anello dei Sogni di Feng,1,1
227,Anello con Sigillo del Vincolo di Feng,1,1
228,Anello della Paura Incarnata,1,1
229,Anello di Spine Doloroso,1,1
230,Vera dell'Eterno di Regail,1,1
231,Anello della Tempesta Tagliente,1,1
232,Anello del Guscio Infranto,1,1
233,Anello del Profano,1,1
234,Anello con Sigillo di Rubini del Visir,1,1
235,Anello con Sigillo dell'Anima d'Acqua,1,1
236,Rarità del Loto Dorato,1,1
237,Rarità degli Shandaren,1,1
238,Rarità degli Shandaren,1,1
239,Anelli con Diamante Nero Lampeggianti,1,1
240,Trappola Resistente,1,0
241,Fregio Brutale dell'Offensiva del Dominio,1,1
242,Fregio Superiore dell'Operazione Baluardo,1,1
243,Fregio Inferiore dell'Offensiva del Dominio,1,1
244,Fregio Inferiore dell'Operazione Baluardo,1,1
245,Rarità dell'Operazione Baluardo,1,1
246,Rarità dell'Offensiva del Dominio,1,1
247,Carta Sfida,1,0
249,Anello Lordo di Sangue,1,1
250,Amuleti dell'Avanzata degli Shandaren,1,1
251,Anello Animoso di Jin'rokh,1,1
252,Anello di Shamuru,1,1
253,Anello Sognante di Jin'rokh,1,1
254,Anello con Bulbo Oculare di Durumu,1,1
255,Fede con Sigillo Spinalunga,1,1
256,Fede con Sigillo del Dio Sanguinario,1,1
257,Tentacolo Reciso di Durumu,1,1
258,Ricordo di Ro'shak,1,1
259,Vera del Tiranno a Scaglie,1,1
260,Occhio di Basilisco Pietrificato,1,1
261,Juju Cattivo,1,1
262,Soffio dell'Idra,1,1
263,Essenza dell'Acume di Cha-Ye,1,1
264,Fiala del Sanguinario,1,1
265,Piuma Leggendaria di Ji-Kun,1,1
266,Vigore degli Zandalari,1,1
267,Sguardo delle Gemelle,1,1
268,Ultimo Respiro di Horridon,1,1
269,Borsa Decorata della Prole dell'Idra,1,1
270,Venti Crescenti di Ji-Kun,1,1
271,Calice Infuso di Fulmini,1,1
272,Talismano della Rabbia di Primordius,1,1
273,Ammalianime di Renataki,1,1
274,Runa della Rioriginazione,1,1
275,Barriera d'Anima,1,1
276,Monile della Scintilla di Zandalar,1,1
277,Reliquia Rubata di Zuldazar,1,1
278,Talismano della Brama di Sangue,1,1
279,Visione Infallibile di Lei Shen,1,1
280,Scelta Finale di Wushoolay,1,1
281,Amuleti della Rivalsa del Kirin Tor,1,1
282,Amuleti della Furia dei Predatori del Sole,1,1
283,Talismani dell'Avanzata degli Shandaren,1,1
287,Mantello della Virtù,1,1
288,,1,1
289,,1,1
290,,1,1
291,,1,1
292,,1,1
293,,1,1
294,,1,1
295,Disciplina di Xuen,1,1
296,Morso di Yu'lon,1,1
297,Contemplazione di Chi-Ji,1,1
298,Alacrità di Xuen,1,1
299,Risolutezza di Niuzao,1,1
300,Anello di Foglie di Menta Pietrificate,1,1
301,Brace di Galakras Spenta,1,1
302,Sigillo Ereditario di Iyyokuk,1,1
303,Anello con Sigillo della Tristezza Eterna,1,1
304,Anello con Sigillo della Furia Ostile,1,1
305,Anello con Sigillo Rifinito a Laser,1,1
306,Anello con Sigillo dei Dinomanti,1,1
307,Anello con Sigillo del Sentiero Doloroso,1,1
308,Sigillo del Sangue Asgoratiano,1,1
309,Anello con Sigillo dei Re Dimenticati,1,1
310,PH,1,1
311,Vera Graffiasangue,1,1
312,Vera di Controllo di Galakrond,1,1
313,Anello della Tomba di Ferro,1,1
314,Vera della Zanna Demoniaca,1,1
315,PH,1,1
316,Anello Squartatore della Realtà,1,1
317,Anello con Sigillo della Serpe Lesta,1,1
318,Anello dell'Energia Turbolenta,1,1
319,Vera dell'Ascendenza di Kil'ruk,1,1
320,Certezza del Destino,1,1
321,Nastri Purificati di Immerseus,1,1
322,Insegna Brunita di Nazgrim,1,1
323,Nucleo di Fuoco Fuso,1,1
324,Talismano Sfortunato di Rook,1,1
325,Cristallo Focalizzante del Mastodonte,1,1
326,Occhio Maligno di Galakras,1,1
327,Prigione Prismatica dell'Orgoglio,1,1
328,Totem Tossico di Kardris,1,1
329,Talismano di Haromm,1,1
330,Sigillo della Furia,1,1
331,Cristallo della Rabbia Furiosa,1,1
332,Dente Corroso di Thok,1,1
333,Coda di Thok,1,1
334,Fiala di Corruzione Vivente,1,1
335,Maledizione dell'Arroganza,1,1
336,Talismano Insanguinato di Skeer,1,1
337,Samoflago Dismorfico della Discontinuità,1,1
338,Sangue Nero di Y'shaarj,1,1
339,Detonatore d'Ebano Scoppiettante,1,1
340,Crogiolo dei Roccianera,3,0
341,Artigianato dei Signori della Guerra,3,1
342,Oggetto della Bottega d'Ingegneria,1,0
343,Frutta della Guarnigione,5,0
344,Illusione d'Incantamento,1,0
345,Anello dell'Arcimago,1,1
346,Artigianato di Legion,3,1
347,Anello del Pirata Fantasma,1,1
348,Occhio della Fiera,1,1
349,Flagellademoni,1,1
350,Reliquia Artigianale,1,1
351,Fiala Cremisi,3,0
352,Birra Evasiva,2,0
353,Test Item Limit Category Crafted,3,1
357,Leggendario di Legion,1,1
358,Vere dell'Invasione,1,1
359,Monili dell'Invasione,1,1
360,Sigilli Violacei,1,1
361,Occhi dei Segugi,1,1
362,Sentiero dei Titani,1,1
463,Occhio del Kraken,1,1
464,Anello dell'Occhio del Kraken,1,1
465,Scheda Perforata Rossa,1,1
466,Scheda Perforata Gialla,1,1
467,Scheda Perforata Blu,1,1
468,Occhio di Leviatano,1,1
469,Anello dell'Occhio del Leviatano,1,1
471,Fiala della Serenità,3,0
472,Mazzo di Lunacupa,1,1
473,Leggendario Artigianale delle Terretetre,1,1
474,Medaglioni del Gladiatore,1,1
481,Artigianato di Shadowlands,1,1
482,Scheggia del Sangue di Rev,1,1
483,Scheggia del Sangue di Jas,1,1
484,Scheggia del Sangue di Bek,1,1
486,Scheggia del Gelo di Cor,1,1
487,Scheggia del Gelo di Kyr,1,1
488,Scheggia del Gelo di Tel,1,1
489,Scheggia dell'Empietà di Dyz,1,1
490,Scheggia dell'Empietà di Oth,1,1
491,Scheggia dell'Empietà di Zed,1,1
492,Melodia Personale,1,1
493,Ritmi di Battaglia,1,1
494,Armonia di Pocopoc,1,1
496,Leggendario Illuminato,1,1
501,Gemma del Primalista,1,1
502,Idolo degli Aspetti,1,1
503,Capo di Runografia,1,1
504,Dolce Evocato,1,0
505,Set di attrezzi,1,1
506,Testa,1,1
507,Focus d'Incantamento,1,1
508,Schiena,1,1
509,Lente d'Ingrandimento,1,1
510,Torso,1,1
511,Mani,1,1
512,Abbellimento,2,1
513,Schiena,1,1
514,Torso,1,1
515,Mani,1,1
516,Testa,1,1
517,Set di attrezzi,1,1
518,Schiena,1,1
519,Torso,1,1
520,Mani,1,1
521,Testa,1,1
522,Schiena,1,1
523,Torso,1,1
524,Mani,1,1
525,Testa,1,1
526,Set di attrezzi,1,1
527,Schiena,1,1
528,Torso,1,1
529,Mani,1,1
530,Testa,1,1
531,Set di attrezzi,1,1
532,Schiena,1,1
533,Torso,1,1
534,Mani,1,1
535,Testa,1,1
536,Schiena,1,1
537,Torso,1,1
538,Mani,1,1
539,Testa,1,1
540,Schiena,1,1
541,Torso,1,1
542,Mani,1,1
543,Testa,1,1
544,Set di attrezzi,1,1
545,Schiena,1,1
546,Torso,1,1
547,Mani,1,1
548,Testa,1,1
549,Set di attrezzi,1,1
550,Schiena,1,1
551,Torso,1,1
552,Mani,1,1
553,Testa,1,1
554,Set di attrezzi,1,1
555,Schiena,1,1
556,Torso,1,1
557,Mani,1,1
558,Testa,1,1
559,Schiena,1,1
560,Torso,1,1
561,Mani,1,1
562,Testa,1,1
563,Schiena,1,1
564,Torso,1,1
565,Mani,1,1
566,Testa,1,1
567,Set di attrezzi,1,1
568,Anello di Cobalto del Potere,1,1
569,Torrettabot d'Allarme,1,1
570,Correttori Vitali di Arciluce,1,1
571,Soffio di Neltharion,1,1
572,Circuito a Terra,1,1
573,Distorsore Planare,1,1
574,Amplificatore di Polarità,1,1
575,Supercollisorebot,1,1
596,Cristallo di Mojo,1,0
597,Calderone Resistente alla Putrefazione,1,0
598,Fiala Sfuggente,2,0
599,Razzi d'Ombrofuoco,1,1
600,Pietra delle Scorribande,5,0
607,Tonico Sfuggente,1,0
608,Pozione Sfuggente,20,0
614,Diamante Algari,1,1
643,Prototipo,1,0
644,Piedi,1,1
645,Tentacoli Elettrici,1,1
646,Fotocamera S.E.L.F.I.E. Velocizzata,1,1
647,Trivella da Consegna dei Terrigeni,1,1
648,Iniettore di Salute Centracuori,1,1
649,Sacche delle Professioni,2,0
650,Fili di Tessilenza,100,0
651,Competenza Fili di Tessilenza,100,0
652,Pesce Ghoul,1,0
653,Miglior Amico,1,0
680,Toccato dal Vuoto,1,1
681,Tomo Benedetto,1,1
682,Estratto Bieco,1,1
