ID,BaseTag,TagText_lang,Flags
9652,SECONDARYHANDSLOT,Mano secondaria,1
9653,RANGEDSLOT,A Distanza,1
9654,BAGSLOT,Sacca,1
9655,INVTYPE_HEAD,Testa,5
9656,INVTYPE_NECK,Collo,5
9657,INVTYPE_BODY,Camicia,5
9658,INVTYPE_CHEST,Torso,5
9659,INVTYPE_LEGS,Gambe,5
9660,INVTYPE_FEET,Piedi,5
9661,INVTYPE_WRIST,Polsi,5
9662,INVTYPE_HAND,Mani,5
9663,INVTYPE_FINGER,Dito,5
9664,INVTYPE_WEAPON,Una mano,5
9665,INVTYPE_WEAPONOFFHAND,Mano secondaria,5
9666,INVTYPE_SHIELD,Mano secondaria,5
9667,INVTYPE_RANGED,A distanza,5
9668,INVTYPE_CLOAK,Schiena,5
9669,INVTYPE_2HWEAPON,Due mani,5
9670,INVTYPE_BAG,Sacca,5
9671,INVTYPE_HOLDABLE,Accessorio,5
9672,BANK_BAG,Scomparto per sacca,1
9673,ITEMSLOTTEXT,Scomparti per oggetti,1
9674,BAGSLOTTEXT,Scomparti per sacche,1
9675,BANKSLOTPURCHASE_LABEL,Vuoi acquistare uno scomparto aggiuntivo?,1
9676,BANKSLOTPURCHASE,Acquista,1
9677,ADD_FRIEND,Aggiungi amico,3
9678,ADD_IGNORE_LABEL,Digita il nome di un personaggio da ignorare\no\nMAIUSC+pulsante sinistro su un nome nella finestra di chat:,1
9679,REMOVE_FRIEND,Rimuovi amico,3
9680,GROUP_INVITE,Invita in gruppo,3
9681,SEND_MESSAGE,Invia messaggio,3
9682,FRIENDS,Amici,3
9683,FRIENDS_LIST,Elenco amici,3
9684,IGNORE,Ignora,3
9685,IGNORE_PLAYER,Ignora,3
9686,GROUPS,Gruppi,1
9687,WHO,Chi,1
9688,FRIENDS_LIST_TEMPLATE,|cffffffff- %s|r %s,3
9689,FRIENDS_LEVEL_TEMPLATE,%2$s livello %1$d,3
9690,ITEM_BIND_ON_EQUIP,Si vincola all'equipaggiamento,5
9691,ITEM_BIND_ON_USE,Si vincola all'uso,5
9692,ITEM_BIND_QUEST,Oggetto di missione,5
9693,ITEM_CLASSES_ALLOWED,Classi: %s,5
9694,ITEM_COOLDOWN_TIME_MIN,Tempo di recupero: %d min,1
9695,ITEM_LEVEL,Livello oggetto: %d,5
9696,ITEM_MIN_SKILL,Richiede: %s (%d),1
9697,ITEM_MOD_MANA,%c%s mana,1
9698,ITEM_MOD_HEALTH,%c%s salute,1
9699,ITEM_MOD_AGILITY,%c%s Agilità,5
9700,ITEM_MOD_STRENGTH,%c%s Forza,5
9701,ITEM_MOD_SPIRIT,%c%s Spirito,1
9702,ITEM_MOD_STAMINA,%c%s Tempra,5
9703,ITEM_NO_DROP,Non scambiabile,1
9704,ITEM_PROPOSED_ENCHANT,Riceverai %s.,1
9705,ITEM_QUALITY1_DESC,Comune,5
9706,ITEM_QUALITY2_DESC,Pregiato,5
9707,ITEM_QUALITY3_DESC,Raro,5
9708,ITEM_QUALITY4_DESC,Epico,5
9709,ITEM_QUALITY5_DESC,Leggendario,5
9710,ITEM_REQ_SKILL,Richiede: %s,1
9711,ITEM_RESIST_ALL,%c%d Tutte le Resistenze,1
9712,MORE_REAGENTS,Altri reagenti,1
9713,TRADE_SKILL_TITLE,%s,1
9714,COLOR_PICKER,Selettore del colore,1
9715,PLAYER_NOT_FOUND,Impossibile trovare questo personaggio.,5
9716,TRADE,Commercia,1
9717,ERR_QUEST_FAILED_WRONG_RACE,Questa missione non è disponibile per la tua razza.,1
9718,PROFANITY_FILTER,Filtro termini inappropriati,1
9719,VOICEMACRO_0_Dw_0_FEMALE,Mi serve aiuto!,1
9720,VOICEMACRO_0_Dw_1_FEMALE,Aiuto!,1
9721,ERR_NO_ITEMS_WHILE_SHAPESHIFTED,Non puoi usare oggetti se hai mutato forma.,1
9722,BUG_CATEGORY10,Audio,1
9723,TRADE_WITH_QUESTION,Commerciare con %s?,1
9724,JOINED_PARTY,%s si unisce al gruppo.,1
9725,LEFT_PARTY,%s lascia il gruppo.,1
9726,NOT_IN_GROUP,Non fai più parte di un gruppo.,1
9727,PARTY_INVITE,Invita,3
9728,PARTY_LEAVE,Abbandona gruppo,1
9729,PARTY_PROMOTE,Promuovi a capogruppo,1
9730,PARTY_UNINVITE,Rimuovi,1
9731,GUILD_INFO_TEMPLATE,"Gilda creata il %1$d-%2$d-%3$d, %4$d personaggi, %5$d account.",1
9732,GUILD_MEMBER_TEMPLATE,"%s, %s",1
9733,GUILD_RANK0_DESC,Capogilda,1
9734,GUILD_RANK1_DESC,Ufficiale,1
9735,GUILD_RANK2_DESC,Veterano,1
9736,GUILD_RANK3_DESC,Membro,1
9737,GUILD_RANK4_DESC,Iniziato,1
9738,GUILD_ROSTER_TEMPLATE,"%d giocatori, %d account",1
9739,GUILD_TITLE_TEMPLATE,%s di %s,1
9740,PET_PASSIVE,Passivo,1
9741,PET_DEFENSIVE,Difensivo,1
9742,PET_AGGRESSIVE,Aggressivo,1
9743,PET_WAIT,Fermo,1
9744,PET_FOLLOW,Segui,1
9745,PET_ATTACK,Attacca,5
9746,PET_ABANDON,Libera,1
9747,PET_DISMISS,Congeda,1
9748,PET_RENAME,Rinomina,1
9763,ERR_ONLY_ONE_QUIVER,Puoi equipaggiare una sola faretra.,1
9764,BAGS_ONLY,Qui puoi inserire solo le sacche!,1
9765,CANT_AFFORD_ITEM,Non puoi permettertelo.,1
9766,CANT_USE_ITEM,Non puoi utilizzare questo oggetto.,1
9767,FACING_WRONG_DIRECTION,Non sei rivolto nella giusta direzione!,1
9768,FOOD_TIMER,Sei troppo pieno per mangiarne ancora.,1
9769,INSPECT_NOTIFY,%s ti sta ispezionando.,1
9770,INVENTORY_FULL,Inventario pieno,1
9771,ITEM_WRONG_CLASS,Questo oggetto non può essere utilizzato da personaggi della tua classe!,1
9772,LEVEL_TOO_LOW,Devi essere almeno di livello %d per poter equipaggiare questo oggetto.,1
9775,LEVEL_UP_SKILL_POINTS,Hai %d |4professione libera:professioni libere;.,1
9777,LOCKED_WITH_ITEM,Richiede %s.,1
9778,LOCKED_WITH_SPELL,Richiede %s.,1
9779,LOOT_ITEM_PUSHED_SELF,Hai ricevuto: %s,1
9780,LOOT_MONEY,%s ha depredato: %s.,1
9781,LOOT_MONEY_SPLIT,La tua parte di bottino è di %s.,1
9782,LOOT_NEXT_PAGE,Cambia pagina,1
9783,LOOT_NO_DROP,"Se depredi %s, l'oggetto verrà vincolato al tuo personaggio.",1
9784,NOT_ENOUGH_MANA,Non hai abbastanza mana per lanciare %s.,1
9785,ONLY_EMPTY_BAGS,Puoi raccogliere solo delle sacche vuote!,1
9786,RACE_CLASS_ONLY,Solo %s,5
9787,SKILL_RANK_UP,La tua competenza in %s ha raggiunto il livello %d.,1
9788,ABILITIES,Abilità,5
9789,ACCEPT,Accetta,7
9790,ARMOR,Armatura,7
9791,CANCEL,Annulla,7
9792,CHARACTER,Personaggio,3
9793,CHARACTER_INFO,Info personaggio,1
9794,COMPLETE,Completa,5
9795,COPPER_AMOUNT,%d rame,1
9796,CORPSE_RED,|cffff2020Cadavere|r,1
9797,DAMAGE,Danni,5
9798,DEAD,Morto,1
9799,DECLINE,Declina,7
9800,ERROR_CAPS,ERRORE,1
9801,EXIT,Esci,1
9802,INSPECT,Ispeziona,1
9803,ITEMS,Oggetti,1
9804,GOLD_AMOUNT,%d oro,1
9805,GOODBYE,Addio,1
9806,LANGUAGE,Lingua,5
9807,LEVEL,Livello,7
9808,LEVEL_REQUIRED,Richiede liv %d,1
9809,MINUTES,|4minuto:minuti;,3
9810,NEXT,Avanti,7
9811,NO,No,7
9812,NONE_CAPS,NESSUNO,3
9813,OKAY,OK,3
9814,PAGE_NUMBER,Pagina %d,3
9815,PREV,Ind.,1
9816,SECONDS,|4secondo:secondi;,3
9817,SOCIALS,Sociale,1
9818,SPEED,Velocità,7
9819,SPELLBOOK,Grimorio,1
9820,SPELLS,Incantesimi,1
9821,UNKNOWN,Sconosciuto,3
9822,XP,PE,5
9823,HP,PS,1
9824,MP,PM,1
9825,YES,Sì,7
9826,YOU,Tuo Personaggio,1
9827,TIME_TWELVEHOURPM,%d:%02d PM,1
9828,TIME_TWENTYFOURHOURS,%d:%02d,1
9829,TIME_DAYHOURMINUTESECOND,"%d |4giorno:giorni;, %d |4ora:ore;, %d |4minuto:minuti;, %d |4secondo:secondi;",1
9830,DAYS_ABBR,%d |4giorno:giorni;,3
9832,HOURS_ABBR,%d |4ora:ore;,3
9836,FRAMERATE_LABEL,FPS:,1
9837,SCREENSHOT_SUCCESS,Schermata catturata,3
9838,VIDEOOPTIONS_MENU,Video,3
9839,QUIT,Esci,3
9840,CONTINUE,Continua,7
9841,OPTIONS_MENU,Menu delle opzioni,1
9842,LOW,Bassa,3
9843,HIGH,Alta,3
9844,WORLD_LOD,Livello di dettaglio,3
9845,INVERT_MOUSE,Inverti il mouse,1
9846,STATUS_BAR_TEXT,Testo sulla barra di stato,1
9847,ENVIRONMENT_DETAIL,Dettaglio ambientale,3
9848,WATER_DETAIL,Dettaglio dell'acqua,1
9849,FARCLIP,Distanza visuale,3
9850,TERRAIN_MIP,Sfumatura del terreno,3
9851,ANIMATION,Animazione,1
9852,GAMMA,Gamma,3
9866,SPELL_SKILL_LINE,%s,1
9867,MANA_COST_PER_TIME,"%s mana, più %s al s",1
9868,SPELL_DURATION_SEC,%.1f s,1
9869,SPELL_DURATION_MIN,%.1f min,1
9870,SPELL_DURATION_UNTIL_CANCELLED,fino all'annullamento,1
9871,SPELL_EQUIPPED_ITEM,Richiede: %s,1
9872,SPELL_REQUIRED_FORM,Richiede: %s,1
9873,SPELL_NOT_SHAPESHIFTED,Non puoi farlo se hai mutato forma.,1
9874,SPELL_EQUIPPED_ITEM_NOSPACE,Richiede %s.,1
9875,SPELL_INSTANT_EFFECT,Effetto istantaneo,1
9876,SPELL_LASTING_EFFECT,Effetto %s,1
9877,SPELL_STAT1_NAME,Forza,1
9878,SPELL_STAT4_NAME,Intelletto,1
9879,SPELL_STAT5_NAME,Spirito,1
9880,SPELL_STATALL,tutti gli attributi,1
9881,SPELL_SCHOOL0_NAME,fisico,1
9882,SPELL_SCHOOL1_NAME,sacro,1
9883,SPELL_SCHOOL2_NAME,fuoco,1
9884,SPELL_SCHOOL3_NAME,natura,1
9885,SPELL_SCHOOL4_NAME,gelo,1
9886,SPELL_SCHOOL5_NAME,ombra,1
9887,SPELL_SCHOOLALL,tutti,1
9888,SPELL_SCHOOLMAGICAL,magia,1
9889,SPELL_SCHOOL0_CAP,Fisico,1
9890,SPELL_SCHOOL1_CAP,Sacro,1
9891,SPELL_SCHOOL2_CAP,Fuoco,1
9892,SPELL_SCHOOL3_CAP,Natura,1
9893,SPELL_SCHOOL4_CAP,Gelo,1
9894,SPELL_SCHOOL5_CAP,Ombra,1
9896,SPELL_TARGET_TEMPLATE,Seleziona %s,1
9897,SPELL_TARGET_MULTIPLE_TEMPLATE,Bersaglio %s entro %d m da %s,1
9898,SPELL_TARGET_CONE_TEMPLATE,Bersaglio %s in un cono di %d m da %s,1
9899,SPELL_TARGET_TYPE1_DESC,qualsiasi,1
9900,SPELL_TARGET_TYPE_DEAD1_DESC,morto,1
9901,SPELL_TARGET_TYPE2_DESC,amico,1
9902,SPELL_TARGET_TYPE_DEAD2_DESC,amico morto,1
9903,SPELL_TARGET_TYPE3_DESC,nemico,1
9904,SPELL_TARGET_TYPE_DEAD3_DESC,nemico morto,1
9905,SPELL_TARGET_TYPE4_DESC,membro del gruppo,1
9906,SPELL_TARGET_TYPE_DEAD4_DESC,membro del gruppo morto,1
9907,SPELL_TARGET_TYPE6_DESC,luogo,1
9908,SPELL_TARGET_TYPE7_DESC,oggetto,1
9909,SPELL_TARGET_TYPE8_DESC,famiglio,1
9910,SPELL_TARGET_TYPE9_DESC,oggetto mano primaria,1
9911,COSTS_LABEL,Costo:,1
9912,STATS_LABEL,Statistiche:,1
9913,REQUIRES_LABEL,Richiede:,1
9914,EFFECTS_LABEL,Avanzate,3
9915,TRAIN,Apprendi,1
9916,TRAINER_CAST_TIME_INSTANT,Tempo di lancio: |cffffffffistantaneo|r,1
9917,TRAINER_CAST_TIME_SEC,Tempo di lancio: |cffffffff%d s|r,1
9918,TRAINER_COOLDOWN_TIME_INSTANT,Tempo di recupero: |cffffffffistantaneo|r,1
9919,TRAINER_COOLDOWN_TIME_SEC,Recupero: |cffffffff%d s|r,1
9920,TRAINER_MANA_COST,Costo in mana: |cffffffff%d|r,1
9921,TRAINER_MANA_COST_PER_TIME,"Costo in mana: |cffffffff%d, più %d al s|r",1
9922,TRAINER_REQ_LEVEL_RED,Livello |cffff2020%d|r,1
9924,TRAINER_REQ_SKILL_RANK,%s (|cffffffff%d|r),1
9925,TRAINER_REQ_SKILL_RANK_RED,%s (|cffff2020%d|r),1
9926,TRAINER_REQ_ABILITY,|cffffffff%s|r,1
9927,TRAINER_REQ_ABILITY_RED,|cffff2020%s|r,1
9928,TRAINER_COST_TP_RED,|cffff2020%d|r Talenti,1
9929,LOOT_ROUND_ROBIN,Predazione: Rotazione Fissa,1
9930,LOOT_MASTER_LOOTER,Predazione: Responsabile del Bottino di Gilda,1
9931,LOOT_PROMOTE,Promuovi a responsabile del bottino,1
9932,CHAT_EMOTE_GET,%s\32,1
9933,CHAT_EMOTE_SEND,%s\32,1
9934,CHAT_GUILD_SEND,Gilda:\32,1
9935,CHAT_GUILD_UNINVITE_SEND,Rimuovi dalla gilda:,1
9936,CHAT_GUILD_PROMOTE_SEND,Promuovi,1
9937,CHAT_GUILD_DEMOTE_SEND,Degrada,1
9938,CHAT_GUILD_LEADER_SEND,Nomina capogilda:,1
9939,CHAT_INVITE_SEND,Invita,3
9940,CHAT_MONSTER_SAY_GET,%s dice:\32,1
9941,CHAT_MONSTER_EMOTE_GET,,1
9942,CHAT_OFFICER_GET,|Hchannel:OFFICER|h[Ufficiali]|h %s:\32,1
9943,CHAT_OFFICER_SEND,Ufficiali:\32,1
9944,CHAT_PARTY_SEND,Gruppo:\32,3
9945,CHAT_PROMOTE_SEND,Promuovi,3
9946,CHAT_SAY_GET,%s dice:\32,1
9947,CHAT_SAY_SEND,Dici:\32,3
9948,CHAT_UNINVITE_SEND,Espelli,3
9949,CHAT_WHISPER_INFORM_GET,A %s:\32,1
9950,CHAT_WHISPER_GET,%s sussurra:\32,1
9951,CHAT_WHISPER_SEND,Sussurra a %s:\32,3
9952,CHAT_YELL_SEND,Urla:\32,1
9953,CHAT_CHANNEL_LEAVE_GET,%s abbandona il canale.,1
9954,CHAT_YOU_LEFT_NOTICE,Uscita dal canale: |Hchannel:%d|h[%s]|h,3
9955,CHAT_CHANNEL_GET,%s:\32,1
9956,CHAT_CHANNEL_SEND,[%d. %s]:\32,3
9957,CHAT_CHANNEL_LIST_GET,|Hchannel:CHANNEL:%d|h[%s]|h\32,1
9958,CHAT_NOT_MODERATOR_NOTICE,Non sei un moderatore di |Hchannel:%d|h[%s]|h.,1
9959,CHAT_PASSWORD_CHANGED_NOTICE,|Hchannel:%d|h[%s]|h %s ha cambiato la password.,1
9960,CHAT_OWNER_CHANGED_NOTICE,|Hchannel:%d|h[%s]|h %s è il nuovo supervisore.,1
9961,CHAT_CHANNEL_OWNER_NOTICE,|Hchannel:%d|h[%s]|h %s è il supervisore del canale.,1
9962,CHAT_ANNOUNCEMENTS_ON_NOTICE,|Hchannel:%d|h[%s]|h %s ha attivato gli avvisi di connessione.,1
9963,CHAT_MODERATION_OFF_NOTICE,|Hchannel:%d|h[%s]|h %s ha disattivato la moderazione del canale.,1
9964,CHAT_SET_MODERATOR_NOTICE,|Hchannel:%d|h[%s]|h %s ha ricevuto i privilegi di moderatore.,1
9965,CHAT_MUTED_NOTICE,|Hchannel:%d|h[%s]|h Non hai il permesso di parlare.,1
9966,CHAT_PLAYER_ALREADY_MEMBER_NOTICE,|Hchannel:%d|h[%s]|h Il giocatore %s è già in questo canale.,1
9967,CHAT_WRONG_FACTION_NOTICE,Fazione errata per %s.,1
9968,CHAT_AFK_GET,%s è assente:,1
9969,CHAT_FLAG_AFK,<Assente>,1
9970,CHAT_FLAG_DND,<Occupato>,1
9971,CHAT_FLAG_GM,<GM>,1
9972,CHAT_IGNORED,%s ti sta ignorando.,1
9973,EMOTE_MESSAGE,Emote,1
9974,GUILD_MESSAGE,Chat di gilda,1
9975,PARTY_MESSAGE,Chat di gruppo,3
9976,REPLY_MESSAGE,Rispondi,3
9977,SAY_MESSAGE,Parla,1
9978,WHISPER_MESSAGE,Sussurra,3
9979,SLASH_ASSIST1,/a,1
9980,SLASH_EMOTE1,/e,1
9981,SLASH_EMOTE2,/em,1
9982,SLASH_EMOTE3,/emote,1
9983,SLASH_EMOTE4,/io,1
9984,SLASH_GUILD1,/g,1
9985,SLASH_GUILD2,/cg,1
9986,SLASH_GUILD3,/gu,1
9987,SLASH_GUILD4,/gilda,1
9988,SLASH_GUILD_HELP1,/gaiuto,1
9989,SLASH_GUILD_HELP2,/gildaaiuto,1
9990,SLASH_GUILD_INVITE1,/ginvita,1
9991,SLASH_GUILD_UNINVITE1,/grimuovi,1
9992,SLASH_GUILD_UNINVITE2,/gildarimuovi,1
9993,SLASH_GUILD_PROMOTE1,/gpromuovi,1
9994,SLASH_GUILD_DEMOTE1,/gdegrada,1
9995,SLASH_GUILD_DEMOTE2,/gildadegrada,1
9996,SLASH_GUILD_ROSTER1,/gelenco,1
9997,SLASH_GUILD_DISBAND1,/gsciogli,1
9998,SLASH_GUILD_LEADER1,/gcapo,1
9999,SLASH_GUILD_LEAVE1,/glascia,1
10000,SLASH_GUILD_LEAVE2,/lasciagilda,1
10001,SLASH_GUILD_MOTD1,/gmdg,1
10002,SLASH_GUILD_MOTD2,/gildamdg,1
10003,SLASH_HELP1,/h,1
10004,SLASH_HELP2,/help,1
10005,SLASH_HELP3,/?,1
10006,SLASH_INSPECT1,/isp,1
10008,SLASH_INVITE1,/inv,1
10009,SLASH_INVITE2,/invita,1
10010,SLASH_OFFICER1,/o,1
10011,SLASH_OFFICER2,/uparla,1
10012,SLASH_PARTY1,/gr,3
10013,SLASH_PARTY2,/gruppo,3
10014,SLASH_PLAYED1,/giocato,1
10015,SLASH_PROMOTE1,/pr,1
10016,SLASH_PROMOTE2,/promuovi,1
10017,SLASH_REPLY1,/r,3
10018,SLASH_SAY1,/pa,1
10019,SLASH_TIME1,/tempo,1
10020,SLASH_TRADE2,/commercia,1
10021,SLASH_UNINVITE1,/u,1
10022,SLASH_UNINVITE2,/un,1
10023,SPELL_TARGET_TYPE10_DESC,oggetto mano secondaria,1
10024,SPELL_TARGET_TYPE11_DESC,gruppo,1
10025,SPELL_TARGET_TYPE12_DESC,tutti,1
10026,SPELL_TARGET_TYPE_DEAD12_DESC,tutti i morti,1
10027,SPELL_TARGET_TYPE13_DESC,nemici,1
10028,SPELL_TARGET_TYPE14_DESC,membri del gruppo,1
10029,SPELL_TARGET_TYPE_DEAD14_DESC,membri del gruppo morti,1
10030,SPELL_TARGET_CREATURE_TYPE1_DESC,%s,1
10031,SPELL_TARGET_CREATURE_TYPE_DEAD1_DESC,morto %s,1
10032,SPELL_TARGET_CREATURE_TYPE2_DESC,amico %s,1
10033,SPELL_TARGET_CREATURE_TYPE_DEAD2_DESC,amico morto %s,1
10034,SPELL_TARGET_CREATURE_TYPE3_DESC,nemico %s,1
10035,SPELL_TARGET_CREATURE_TYPE_DEAD3_DESC,nemico morto %s,1
10036,SPELL_TARGET_CREATURE_TYPE12_DESC,tutti %s,1
10037,SPELL_TARGET_CREATURE_TYPE_DEAD12_DESC,tutti i morti %s,1
10038,SPELL_TARGET_CREATURE_TYPE13_DESC,nemico %s,1
10039,SPELL_TARGET_CENTER_CASTER,incantatore,1
10040,SPELL_TARGET_CENTER_LOC,posizione del bersaglio,1
10041,SPELL_CAST_TIME_MIN,%.2g min di lancio,1
10042,SPELL_PASSIVE,Passivo,1
10043,SPELL_RECAST_TIME_MIN,%.2g min di recupero,1
10044,SPELL_RECAST_TIME_INSTANT,Recupero istantaneo,1
10045,SPELL_TIME_REMAINING_SEC,%d |4secondo restante:secondi restanti;,1
10046,SPELL_TIME_REMAINING_MIN,%d |4minuto restante:minuti restanti;,1
10047,PROC_EVENT2_DESC,quando attaccato,1
10048,PROC_EVENT3_DESC,all'impatto o attaccato,1
10049,ERR_CANT_EQUIP_EVER,Non potrai mai usare questo oggetto.,1
10050,ERR_BAG_FULL,Questa sacca è piena.,1
10051,ERR_NO_SLOT_AVAILABLE,Nessuno scomparto d'equipaggiamento disponibile per questo oggetto.,1
10052,SPELL_TIMER,%s fallito: non ti sei ancora ripreso.,1
10053,TIME_PLAYED_TOTAL,Tempo totale di gioco: %s,1
10054,TIME_TEMPLATE_LONG,"%d giorni, %d ore, %d minuti, %d secondi",1
10055,USE_NO_DROP,Se utilizzi quest'oggetto lo vincolerai a te.,1
10056,WRONG_SLOT_FOR_ITEM,Questo oggetto non può essere messo in questo scomparto.,1
10057,PLAYER_LOGOUT_FAILED_ERROR,Non puoi disconnetterti poiché in questo momento non puoi sederti.,1
10058,ATTACK,Attacca,1
10061,BLOCK,Blocco,3
10066,DODGE,Schivata,3
10069,PARRIED,Parato,1
10071,PARRY,Parata,3
10075,INTERRUPTED,Interrotto,1
10076,INTERRUPT,Interrompi,1
10078,RESIST,Resistito,1
10083,IMMUNE,Immune,1
10086,STUNNED,Stordito,1
10087,STUN,Stordisci,1
10088,STUN_CAPS,STORDISCI,1
10089,DEATH_RELEASE,Libera lo spirito,1
10090,DEATH_RELEASE_TIMER,%d %s alla liberazione automatica dello spirito.,1
10091,CAMP_TIMER,Disconnessione fra %d %s,1
10092,CAMP_NOW,Disconnettiti ora,3
10094,SEND_SUGGEST,Invia suggerimento,1
10095,SEND_BUG,Segnala errore,1
10096,SUGGESTFRAME_TITLE,Suggerimenti ed errori,1
10097,ASSIGNED_COLON,Attualmente assegnato:,1
10098,CLOSE_LOG,Chiudi il registro,1
10099,COMPLETE_QUEST,Completa,1
10100,CURRENT_QUESTS,Missioni attuali,1
10101,QUEST_COMPLETE,Missioni completate,1
10102,QUEST_DESCRIPTION,Descrizione,1
10103,QUEST_FAILED,Completamento missione fallito.,1
10104,QUEST_FAILED_TAG,- Fallita,1
10105,QUEST_HARD,(Difficile),1
10106,QUEST_LOG,Registro missioni,1
10107,QUEST_OBJECTS_FOUND,%2$d/%3$d %1$s,1
10108,QUEST_ITEMS_NEEDED,%2$d/%3$d %1$s,1
10109,QUEST_OBJECTIVES,Obiettivi della missione,1
10110,QUEST_REWARDS,Ricompensa,1
10111,QUEST_TIMERS,Tempo di missione,1
10112,QUESTS_COLON,Missioni:,1
10113,REWARD_CHOICES,Potrai scegliere tra le seguenti ricompense:,1
10114,REWARD_ITEMS,Inoltre riceverai:,1
10115,SORT_QUEST,Ordina missioni,1
10116,TASKS_COLON,Compiti:,1
10117,TIME_REMAINING,Tempo restante:,5
10118,TURN_IN_ITEMS,Oggetti richiesti:,1
10119,ALREADY_LEARNED,Già appreso,1
10120,ITEM_RESIST_SINGLE,%c%d Resistenza a %s,1
10121,ITEM_SOULBOUND,Vincolato,5
10122,ITEM_SPELL_CHARGES,%d |4carica:cariche;,1
10123,ITEM_UNIQUE,Unico,1
10124,ITEM_UNIQUE_MULTIPLE,Unico (%d),1
10125,ITEM_CONJURED,Oggetto evocato,1
10126,LEVEL_GAINED,Livello %d,1
10127,PRIMARY,Primario,1
10128,PRIMARY_SKILLS,Competenze primarie:,1
10129,PROFICIENCIES,Capacità:,1
10130,SECONDARY,Secondario,1
10131,SECONDARY_SKILLS,Competenze secondarie:,1
10132,SKILL_LEVEL,Livello di competenza,1
10133,SPECIAL_SKILLS,Competenza in %s:,1
10134,TRADE_SKILLS,Professioni,1
10135,HELP_TEXT_LINE12,Premi R o digita /r per rispondere all'ultimo messaggio.,1
10136,HELP_TEXT_LINE13,Digita /chi per un elenco dei personaggi nel gioco.,1
10137,CHAT_HELP_TEXT_LINE2,"Digita /#, /c #, /cparla # per inviare un messaggio al numero di canale scelto (es. /cparla 1 Ciao! o /1 Ciao!).",3
10138,CHAT_HELP_TEXT_LINE4,"Digita /unisciti, /canale, /can per accedere a un canale.",3
10139,CHAT_HELP_TEXT_LINE8,Digita /supervisore <canale> [personaggio] per mostrare o cambiare il supervisore di un canale.,3
10140,CHAT_HELP_TEXT_LINE9,"Digita /mod, /moderatore, /demod, /demoderatore <canale> <personaggio> per promuovere un personaggio a moderatore o degradarlo.",3
10141,GUILD_HELP_TEXT_LINE1,"In questo momento, per creare una gilda digita 'guildcreate <nome gilda>' nella console.",1
10142,GUILD_HELP_TEXT_LINE4,Digita /u <messaggio> per inviare un messaggio a tutti gli ufficiali della tua gilda.,1
10143,GUILD_HELP_TEXT_LINE5,Digita /ginvita <personaggio> per invitare un personaggio nella tua gilda.,1
10144,GUILD_HELP_TEXT_LINE9,Digita /gmdg <messaggio> per impostare il messaggio del giorno della tua gilda.,1
10145,SPELL_FAILED_UNKNOWN,Ragione sconosciuta.,1
10146,SPELL_FAILED_ERROR,Errore interno.,1
10147,SPELL_FAILED_BAD_TARGETS,Bersaglio non valido.,1
10148,SPELL_FAILED_BAD_IMPLICIT_TARGETS,Nessun bersaglio.,1
10149,SPELL_FAILED_NOT_HERE,Qui non puoi utilizzarlo.,1
