Name_lang,FemaleName_lang,Description_lang,ID,ClassID,OrderIndex,PetTalentType,Role,Flags,SpellIconFileID,PrimaryStatPriority,AnimReplacements,MasterySpellID[0],MasterySpellID[1]
Empietà,Empietà,"$gUn maestro:Una maestra; della morte e della distruzione, capace di diffondere infezioni e controllare servi non morti.

Armi preferite: Ascia, Mazza e Spada a Due Mani",252,6,2,0,2,68,135775,5,0,77515,0
Affinità Animale,Affinità Animale,"$GUn maestro:Una maestra; della natura capace di addomesticare una grande varietà di animali perché l'aiutino in combattimento.

Armi preferite: Arco, Balestra, Arma da Fuoco",253,3,0,0,2,66,461112,2,0,76657,0
Precisione di Tiro,Precisione di Tiro,"Tiratori scelti, specializzati nel sopprimere i nemici a distanza.

Armi preferite: Arco, Balestra, Arma da Fuoco",254,3,1,0,2,2,236179,2,0,193468,0
Sopravvivenza,Sopravvivenza,"Esploratori flessibili, esperti nell'uso di esplosivi e veleni, che collaborano col proprio famiglio animale.

Armi preferite: Arma ad Asta, Bastone",255,3,2,0,2,260,461113,2,0,263135,0
Disciplina,Disciplina,"Protegge gli alleati dai pericoli e ne guarisce le ferite castigando i nemici.
Armi preferite: Bastone, Bacchetta, Pugnale, Mazza",256,5,0,0,1,67,135940,0,353,271534,0
Sacro,Sacro,"Guaritori devoti, capaci di curare i danni subiti dagli alleati e aiutare perfino dall'oltretomba.

Armi preferite: Bastone, Bacchetta, Pugnale, Mazza",257,5,1,0,1,3,237542,0,353,77485,0
Ombra,Ombra,"Maestri dell'ombra e delle energie del Vuoto, che utilizzano per devastare i propri nemici.

Armi preferite: Bastone, Bacchetta, Pugnale, Mazza",258,5,2,0,2,11,136207,0,353,343690,0
Assassinio,Assassinio,"Maestri nell'uso dei veleni, in grado di annientare i nemici con rapidi colpi di pugnale.

Arma preferita: Pugnale",259,4,0,0,2,68,236270,3,0,76803,0
Fuorilegge,Fuorilegge,"Spietati fuggitivi che sfruttano l'agilità e l'ingegno per affrontare faccia a faccia i nemici.

Armi preferite: Ascia, Mazza, Spada, Tirapugni",260,4,1,0,2,4,236286,3,0,76806,0
Scaltrezza,Scaltrezza,"$gUn oscuro predatore:Un'oscura predatrice; che esce dall'ombra per assalire le ignare prede.

Arma preferita: Pugnale",261,4,2,0,2,4,132320,3,0,76808,0
Elementale,Elementale,"Esperti di magia, capaci di sfruttare le forze distruttive della natura e degli elementi.

Armi preferite: Scudo più Mazza, Pugnale",262,7,0,0,2,75,136048,0,369,168534,0
Potenziamento,Potenziamento,"Guerrieri totemici che colpiscono i nemici con armi cariche di energia elementale.

Armi preferite: due Asce, due Mazze, due Tirapugni",263,7,1,0,2,260,237581,2,369,77223,0
Rigenerazione,Rigenerazione,"Guaritori che curano le ferite con l'aiuto degli spiriti ancestrali e col potere dell'acqua.

Armi preferite: Scudo più Mazza, Pugnale",264,7,2,0,1,3,136052,0,369,77226,0
Afflizione,Afflizione,"Maestri della magia dell'ombra, specializzati nel risucchiare energia e causare danni periodici.

Armi preferite: Bastone, Bacchetta, Spada",265,9,0,0,2,67,136145,0,357,77215,0
Demonologia,Demonologia,"$gUn maestro:Una maestra; nelle arti demoniache, capace di distorcere le anime del proprio esercito per ottenere immenso potere.

Armi preferite: Bastone, Bacchetta, Spada",266,9,1,0,2,3,136172,0,357,77219,0
Distruzione,Distruzione,"Emissari del caos, specializzati in attacchi concentrati atti a bruciare e annientare gli avversari.

Armi preferite: Bastone, Bacchetta, Spada",267,9,2,0,2,3,136186,0,357,77220,0
Mastro Birraio,Mastro Birraio,"Combattenti che sfruttano movimenti imprevedibili e bevande mistiche per evitare i danni.

Armi preferite: Bastone, Arma ad Asta",268,10,0,0,0,4,608951,2,618,117906,0
Impeto,Impeto,"Maestri delle arti marziali, specializzati nel combattimento a mani nude.

Armi preferite: Tirapugni, Ascia, Mazza, Spada",269,10,2,0,2,68,608953,2,618,115636,0
Misticismo,Misticismo,"Guaritori esperti nel manipolare le energie vitali grazie alla saggezza della Serpe di Giada.

Armi preferite: Bastone, Mazza, Spada",270,10,1,0,1,5,608952,0,618,117907,0
Ferocia,Ferocia,"Guidate da un ostinato istinto predatorio, queste bestie carnivore non si fermeranno di fronte a nulla pur di ottenere la vittoria: la morte stessa può fermarli solo temporaneamente.",535,0,0,0,2,32,236159,0,0,0,0
Scaltrezza,Scaltrezza,Astute creature capaci di mitigare i danni letali inflitti a se stesse o ai loro alleati.,536,0,2,2,2,32,132150,0,0,0,0
Tenacia,Tenacia,Stoici e possenti difensori che frappongono senza indugio la loro dura pelle tra il pericolo e i propri alleati.,537,0,1,1,0,32,132121,0,0,0,0
Rovina,Rovina,"Maestri sanguinari, esperti nell'uso delle lame da guerra e del distruttivo potere della vilmagia.

Armi preferite: Lama da Guerra, Spada, Ascia, Tirapugni",577,12,0,0,2,68,1247264,3,364,185164,0
Vendetta,Vendetta,"Combattenti che abbracciano il proprio demone interiore per incenerire nemici e proteggere alleati.

Armi preferite: Lama da Guerra, Spada, Ascia, Tirapugni",581,12,1,0,0,4,1247265,3,364,203747,0
Iniziale,Iniziale,,1444,7,4,0,2,3,136048,0,369,0,0
Iniziale,Iniziale,,1446,1,4,0,2,68,132355,5,0,0,0
Iniziale,Iniziale,,1447,11,4,0,2,331,136096,0,363,0,0
Iniziale,Iniziale,,1448,3,4,0,2,66,461112,2,0,0,0
Iniziale,Iniziale,,1449,8,4,0,2,67,135846,0,362,0,0
Iniziale,Iniziale,,1450,10,4,0,2,68,608953,2,618,0,0
Iniziale,Iniziale,,1451,2,4,0,2,68,135873,5,0,0,0
Iniziale,Iniziale,,1452,5,4,0,1,67,135940,0,353,0,0
Iniziale,Iniziale,,1453,4,4,0,2,68,236270,3,0,0,0
Iniziale,Iniziale,,1454,9,4,0,2,67,136145,0,357,0,0
Iniziale,Iniziale,,1455,6,4,0,2,68,135775,5,0,0,0
Iniziale,Iniziale,,1456,12,4,0,2,68,1247264,3,364,0,0
Iniziale,Iniziale,,1465,13,4,0,2,3,4574311,0,0,0,0
Devastazione,Devastazione,"Rilascia il potere innato sottoforma di caotiche fiamme rosse o concentrata magia blu per inondare di distruzione il campo di battaglia.

Armi preferite: Bastone, Spada, Pugnale, Mazza",1467,13,0,0,2,67,4511811,0,0,362980,0
Conservazione,Conservazione,"Richiama il Sogno di Smeraldo per ripristinare la vita, e le bronzee sabbie del tempo per prevenire i danni.

Armi preferite: Bastone, Spada, Pugnale, Mazza",1468,13,1,0,1,3,4511812,0,0,363510,0
Fortificazione,Fortificazione,"Infonde la potenza dei Draghi Neri negli alleati, e plasma tempo e destino a loro favore con la magia di Bronzo.

Armi preferite: bastone, spada, pugnale, mazza",1473,13,2,0,2,3,5198700,0,0,406380,0
Avventuriero,Avventuriera,,1478,14,4,0,2,2,2055034,4,0,0,0
