Name_lang,Description_lang,ID,DisplayIndex,UiCameraID,AltHandUICameraID,ForgeAttachmentOverride,Flags,ArtifactID
Sguardo del Guardiamorte,,58,4,184,965,-1,0,11
Ultimo Respiro del Devastamondi,,59,6,185,966,-1,1,11
Resistenza Indefessa,,60,3,186,967,-1,0,11
Braccio del Re Caduto,,61,2,187,968,-1,0,11
Gelonero,,64,1,344,0,-1,0,53
Focus del Guardiano,,65,2,346,0,-1,0,53
Volontà dell'Arcimaga,,66,4,351,0,-1,0,53
Ricordo di Fuocogelo,,67,6,353,0,-1,1,53
Flusso del Primo,,68,3,354,0,-1,0,53
Superbia del Titano Oscuro,,69,2,359,0,-1,0,38
Eco di Gul'dan,,70,3,360,0,-1,0,38
Ombra del Distruttore,,71,4,362,0,-1,0,38
Terrore della Legione,,72,6,361,0,-1,1,38
Guardia del Generale dei Guardaboschi,,73,4,933,0,-1,0,55
Rinascita della Fenice,,74,3,722,0,-1,0,55
Vincolo tra Sorelle,,75,2,720,0,-1,0,55
Guardia del Corvo,,76,6,721,0,-1,1,55
Mano Corrotta,,77,2,858,863,-1,0,43
Fermacuori,,78,3,860,864,-1,0,43
Lama del Mago Assassino,,79,4,859,865,-1,0,43
Spaccaossa,,80,6,861,866,-1,1,43
Falce di Elune,,81,1,631,0,-1,0,59
Abbraccio degli Dei Antichi,,82,2,773,957,-1,0,47
Lama Caduta,,83,3,774,953,-1,0,47
Visione di Follia,,84,4,776,955,-1,0,47
Riflesso Distorto,,85,5,775,954,-1,0,47
Zampa di Pietra,,86,2,188,638,-1,0,57
Avatar di Ursol,,87,3,188,638,-1,0,57
Caduta nell'Incubo,,88,4,188,638,-1,0,57
Guardiano della Radura,,89,6,188,638,-1,1,57
Lame da Guerra degli Aldrachi,,90,1,753,759,-1,0,60
Zanne di Grigiomanto,,91,1,636,637,-1,0,58
Fauci di Sangue,,92,2,701,0,-1,0,15
Morsa d'Ossa,,93,5,702,0,-1,0,15
Falcianima,,94,3,704,0,-1,0,15
Carnefice,,95,4,703,0,-1,0,15
Eredità di Gelidanima,,96,2,662,663,-1,0,12
Falcianime,,97,5,664,665,-1,0,12
Sepolcro,,98,4,700,699,-1,0,12
Furia di Sindragosa,,99,3,667,666,-1,0,12
Portatore di Carestia,,100,4,658,0,-1,0,16
Araldo della Pestilenza,,101,3,661,0,-1,0,16
Guerra Empia,,102,2,659,0,-1,0,16
Spezzaossa,,103,6,660,0,-1,1,16
Stemma degli Illidari,,104,2,901,902,-1,0,60
Terrore d'Ossa,,105,4,903,904,-1,0,60
Morso del Signore del Terrore,,106,3,905,906,-1,0,60
Custode di Ferro,,107,6,907,908,-1,1,60
Inviato di Goldrinn,,108,2,831,0,-1,0,59
Richiamo della Luna,,109,3,832,0,-1,0,59
Presa del Custode del Sole,,110,6,834,0,-1,1,59
Afflizione dell'Incubo,,111,4,833,0,-1,0,59
Furia della Natura,,112,2,636,637,-1,0,58
Inseguitrice Primordiale,,113,3,636,637,-1,0,58
Fantasma della Fiera Progenitrice,,114,5,636,637,-1,0,58
Incarnazione dell'Incubo,,115,4,636,637,-1,0,58
Titanassalto,,116,1,754,0,-1,0,56
Veglia dell'Aquila,,117,2,789,0,-1,0,56
Cannone Anticinghiale,,118,4,791,0,-1,0,56
Tuono dell'Elekk,,119,3,790,0,-1,0,56
Morso del Serpente,,120,5,792,0,-1,0,56
Rinascita dell'Aquila,,121,2,715,0,-1,0,34
Lancia dell'Alfa,,122,3,717,0,-1,0,34
Assalto del Serpente,,123,4,716,0,-1,0,34
Fermezza dell'Orso,,124,6,718,0,-1,1,34
Orgoglio dei Solealto,,125,2,838,937,-1,0,54
Rinascita della Fenice,,126,3,840,940,-1,0,54
Lama di Lava,,127,4,839,939,-1,0,54
Lama del Piegatempo,,128,5,841,941,-1,0,54
"Fu Zan, Compagno del Viandante",,129,1,710,0,-1,0,52
Fardello del Signore delle Scimmie,,130,2,711,0,-1,0,52
Presa di Dragonfuoco,,131,4,713,0,-1,0,52
Cuore dello Yak,,132,3,712,0,-1,0,52
Portatore della Nebbia,,133,5,714,0,-1,0,52
Rintocco della Nebbia Profonda,,134,2,845,0,-1,0,51
Soffio della Serpe Immortale,,135,6,846,0,-1,1,51
Tormento dello Sha,,136,4,847,0,-1,0,51
Spirito di Chi-Ji,,137,3,848,0,-1,0,51
Pugni del Cielo,,138,1,629,630,-1,0,50
Tocco di Al'Akir,,139,2,691,692,-1,0,50
Affondo dello Spirito,,140,3,694,693,-1,0,50
Eredità degli Shandaren,,141,4,696,695,-1,0,50
Mano della Tempesta,,142,6,698,697,-1,1,50
Pugno del Guardiano Caduto,,143,2,785,199,-1,0,48
Fiamma della Giustizia,,144,5,788,199,-1,0,48
Custode delle Tombe,,145,4,786,199,-1,0,48
Giudizio del Protettore,,146,3,787,199,-1,0,48
Scudo della Verità,,147,1,756,755,-1,0,49
Luce dei Titani,,148,2,777,945,-1,0,49
Difesa del Guardiano Oscuro,,149,4,780,943,-1,0,49
Stemma di Fuoco Sacro,,150,5,778,944,-1,0,49
Baluardo del Vendicatore,,151,6,779,946,-1,1,49
Ira della Luce,,152,1,705,0,-1,0,46
Stemma del Redento,,153,2,706,0,-1,0,46
Spira del Custode dei Tomi,,154,6,709,0,-1,1,46
Veglia Eterna,,155,4,708,0,-1,0,46
Calice della Luce,,156,3,707,0,-1,0,46
Stendardo della Purezza,,157,2,950,0,-1,0,45
Custode della Luce,,158,3,948,0,-1,0,45
Memoria di Argus,,159,5,949,0,-1,0,45
Abbraccio del Vuoto,,160,4,951,0,-1,0,45
Lame dell'Oscurità,,161,1,757,758,-1,0,44
Promessa del Flagello del Mare,,162,2,868,873,-1,0,44
Bacio della Fiamma,,163,3,869,874,-1,0,44
Presa dello Schermidore,,164,5,870,875,-1,0,44
Ultima Parola della Canaglia,,165,4,871,876,-1,0,44
Custode della Tempesta,,166,2,880,885,-1,0,40
Oratore della Terra,,167,3,881,886,-1,0,40
Retaggio di Rehgar,,168,5,882,887,-1,0,40
Pugno dello Sciamano Caduto,,169,4,883,888,-1,0,40
Araldo della Tempesta,,170,2,632,0,-1,0,41
Rovina della Legione,,171,3,633,0,-1,0,41
Destino di Manonera,,172,4,634,0,-1,0,41
Tifone,,173,5,635,0,-1,0,41
Scettro delle Profondità,,174,2,801,963,-1,0,42
Prole dei Titani,,175,3,802,961,-1,0,42
Padrone dei Totem,,176,4,803,962,-1,0,42
Destino Congelato,,177,5,804,959,-1,0,42
Mietitrice di Ventomorto,,178,1,646,0,-1,0,39
Mano dell'Afflitto,,179,2,647,0,-1,0,39
Aspiranima,,180,3,648,0,-1,0,39
Fine del Destino,,181,6,649,0,-1,1,39
Mano della Morte,,182,4,650,0,-1,0,39
Teschio dei Man'ari,,183,1,760,922,20,0,37
Sguardo del Primo Evocatore,,184,2,781,927,20,0,37
Orgoglio del Signore delle Fosse,,185,3,782,926,20,0,37
Resti Infuocati,,186,4,783,923,20,0,37
Anima dei Dimenticati,,187,5,784,925,20,0,37
"Strom'kar, la Spezzaguerra",,188,1,641,0,-1,0,36
Vendetta dei Caduti,,189,2,749,0,-1,0,36
Lama dell'Ira,,190,4,752,0,-1,0,36
Spezzafiamme,,191,3,750,0,-1,0,36
Lama del Campione del Cielo,,192,5,751,0,-1,0,36
Spadoni dei Valarjar,,193,1,639,640,-1,0,35
Braccio del Cavalcadraghi,,194,2,761,765,-1,0,35
Soffio della Tempesta,,195,4,764,768,-1,0,35
Sguardo di Helya,,196,5,763,767,-1,0,35
Fauci Valorose,,197,3,762,766,-1,0,35
Ventofosco,,200,5,934,0,-1,0,55
Spirito Lunare,,203,6,636,637,-1,1,58
Brandicenere,,206,1,62,0,-1,0,80
Brandicenere,,207,1,62,0,-1,0,81
Brandicenere,,208,1,62,0,-1,0,80
Canna da Pesca di Sottoluce,,211,1,818,0,1,0,73
Carica del Tosapecore,,212,6,825,0,-1,1,4
Tocco della Non Morte,,213,6,826,0,-1,1,15
Lama Runica Oscura,,214,6,827,828,-1,1,12
Liberazione della Morte,,215,5,829,0,-1,0,16
Calcamorte,,216,6,830,932,-1,1,3
Ala d'Ombra,,217,5,909,910,-1,0,60
Falce del Mana,,218,5,835,0,-1,0,59
Vigore dei Faucebigia,,219,5,188,638,-1,0,57
Sentinella della Notte,,220,5,67,0,-1,0,13
Presa del Titano,,221,6,836,0,-1,1,56
Guardia delle Foreste,,222,5,837,0,-1,0,34
Progetto delle Stelle,,223,6,842,938,-1,1,54
Magus Élite,,224,5,843,0,-1,0,53
Custode della Birra,,225,6,844,0,-1,1,52
Essenza della Calma,,226,5,849,0,-1,0,51
Tutore di Xuen,,227,5,850,851,-1,0,50
Armamento del Guardiano,,228,6,852,199,-1,1,48
Protezione Divina,,229,3,853,942,-1,0,49
Ricordo Corrotto,,230,6,854,0,-1,1,2
Guardia Ascesa,,231,5,855,0,-1,0,46
Scudo della Genia della Luce,,232,6,947,0,-1,1,45
Artiglio di N'zoth,,233,6,857,956,-1,1,47
Lama Spettrale,,234,5,862,867,-1,0,43
"Furiatonante, Lama Santificata del Signore del Vento",,235,6,872,877,-1,1,44
Morso Velenoso,,236,6,878,879,-1,1,17
Prestigio degli Amani,,237,6,884,889,-1,1,40
Campione Zandalari,,238,6,890,0,-1,1,41
Spira del Serpente,,239,6,891,960,-1,1,42
Spina Dorsale del Condannato,,240,5,892,0,-1,0,39
Visione di Thal'kiel,,241,6,893,924,20,1,37
Maschera dell'Oscuratore,,242,5,894,0,-1,0,38
Spezzalame d'Arcanite,,243,6,895,0,-1,1,36
Lama dell'Ammazzadraghi,,244,6,896,897,-1,1,35
Spezzalegione,,245,5,898,964,-1,0,11
