ID,SourceAlliance_lang,SourceHorde_lang,AzeriteEssenceID,Tier,MajorPowerDescription,MinorPowerDescription,MajorPowerActual,MinorPowerActual
51,Meccagon|n|cFFFFD200Reputazione:|r Resistenza di Bullonaccio - Riverito|n|cFFFFD200Mercante:|r Venditore Robotico Reale Rubato|n|cFFFFD200Zona:|r Bullonaccio|n|cFFFFD200Costo:|r 8 Oscillatori Galvanici e 20 Casse dei Pezzi di Ricambio,,13,3,295748,295846,300016,300020
52,Meccagon|n|cFFFFD200Reputazione:|r Rifornimenti di Bullonaccio|n|cFFFFD200Mercante:|r Venditore Robotico Reale Rubato|n|cFFFFD200Zona:|r Bullonaccio,,13,4,295749,295845,300016,300020
53,"Incursione Palazzo Eterno|n|cFFFFD200Combina:|r Reliquiario Acqueo|n|cFFFFD200Bottino:|r Radiosità di Azshara, Corte della Regina o Regina Azshara",,14,1,295840,295834,295840,295834
54,"Incursione Palazzo Eterno|n|cFFFFD200Combina:|r Reliquiario Acqueo|n|cFFFFD200Bottino:|r Radiosità di Azshara, Corte della Regina o Regina Azshara",,14,2,295841,295836,299355,299354
55,"Incursione Palazzo Eterno|n|cFFFFD200Combina:|r Reliquiario Acqueo|n|cFFFFD200Bottino:|r Radiosità di Azshara, Corte della Regina o Regina Azshara",,14,3,295843,295837,299358,299357
56,Incursione Palazzo Eterno|n|cFFFFD200Bottino:|r Regina Azshara - Mitica,,14,4,295892,295839,299358,299357
57,"Modalità Guerra|n|cFFFFD200Missione:|r ""Annegare l'Orda""|n|cFFFFD200Committente:|r Plagiamente Creaticus|n|cFFFFD200Zona:|r Mezzaparte","Modalità Guerra|n|cFFFFD200Missione:|r ""Annegare l'Alleanza""|n|cFFFFD200Committente:|r Dazzerian|n|cFFFFD200Zona:|r Nuovolido",15,1,302731,302916,302731,302916
58,"Modalità Guerra|n|cFFFFD200Impresa:|r ""In guerra su due fronti""|n|cFFFFD200Mercante:|r Plagiamente Creaticus|n|cFFFFD200Zona:|r Mezzaparte|n|cFFFFD200Costo:|r 20 Encomi di Battaglia di Nazjatar","Modalità Guerra|n|cFFFFD200Impresa:|r ""In guerra su due fronti""|n|cFFFFD200Mercante:|r Dazzerian|n|cFFFFD200Zona:|r Nuovolido|n|cFFFFD200Costo:|r 20 Encomi di Battaglia di Nazjatar",15,2,302778,302957,302982,302984
59,Modalità Guerra|n|cFFFFD200Ottieni:|r Riconoscimento della Chiamata alle Armi|n|cFFFFD200Missione:|r Chiamata alle Armi settimanale|n|cFFFFD200Mercante:|r Plagiamente Creaticus|n|cFFFFD200Zona:|r Mezzaparte|n|cFFFFD200Costo:|r 10 Riconoscimenti della Chiamata alle Armi e 50 Encomi di Battaglia di Nazjatar,Modalità Guerra|n|cFFFFD200Ottieni:|r Riconoscimento della Chiamata alle Armi|n|cFFFFD200Missione:|r Chiamata alle Armi settimanale|n|cFFFFD200Mercante:|r Dazzerian|n|cFFFFD200Zona:|r Nuovolido|n|cFFFFD200Costo:|r 10 Riconoscimenti della Chiamata alle Armi e 50 Encomi di Battaglia di Nazjatar,15,3,302780,302961,302983,302985
60,"Modalità Guerra|n|cFFFFD200Impresa:|r ""Rifornire gli assassini""|n|cFFFFD200Mercante:|r Plagiamente Creaticus|n|cFFFFD200Zona:|r Mezzaparte","Modalità Guerra|n|cFFFFD200Impresa:|r ""Rifornire gli assassini""|n|cFFFFD200Mercante:|r Dazzerian|n|cFFFFD200Zona:|r Nuovolido",15,4,302910,302962,302983,302985
61,Visioni Orripilanti di N'zoth|n|cFFFFD200Bottino:|r|nCasse Maledette di Thrall o Alleria|n|cFFFFD200Zona:|r Sala del Cuore,,16,1,296036,293030,296036,293030
62,Visioni Orripilanti di N'zoth|n|cFFFFD200Bottino|r|nCasse Corrotte delle Aree Perdute|n|cFFFFD200Zona:|r Sala del Cuore,,16,2,296038,296031,310425,310422
63,Visioni Orripilanti di N'zoth|n|cFFFFD200Combina:|r Scintilla della Forza Incrollabile|n|cFFFFD200Bottino:|r|nCasse Corrotte delle Aree Corrotte e Perdute|n|cFFFFD200Zona:|r Sala del Cuore,,16,3,296104,296032,310442,310426
64,Nazjatar|n|cFFFFD200Reputazione:|r Ankoan - Amichevole|n|cFFFFD200Mercante:|r Oratore Utia|n|cFFFFD200Zona:|r Mezzaparte|n|cFFFFD200Costo:|r 10 Perle di Mana Prismatiche,Nazjatar|n|cFFFFD200Reputazione:|r Liberti - Amichevole|n|cFFFFD200Mercante:|r Atolia Perlamarina|n|cFFFFD200Zona:|r Nuovolido|n|cFFFFD200Costo:|r 10 Perle di Mana Prismatiche,17,1,296072,296050,296072,296050
65,Nazjatar|n|cFFFFD200Reputazione:|r Ankoan - Onorato|n|cFFFFD200Mercante:|r Oratore Utia|n|cFFFFD200Zona:|r Mezzaparte|n|cFFFFD200Costo:|r 25 Perle di Mana Prismatiche,Nazjatar|n|cFFFFD200Reputazione:|r Liberti - Onorato|n|cFFFFD200Mercante:|r Atolia Perlamarina|n|cFFFFD200Zona:|r Nuovolido|n|cFFFFD200Costo:|r 25 Perle di Mana Prismatiche,17,2,296074,296067,299875,299878
66,Nazjatar|n|cFFFFD200Reputazione:|r Ankoan - Riverito|n|cFFFFD200Mercante:|r Oratore Utia|n|cFFFFD200Zona:|r Mezzaparte|n|cFFFFD200Costo:|r 50 Perle di Mana Prismatiche,Nazjatar|n|cFFFFD200Reputazione:|r Liberti - Riverito|n|cFFFFD200Mercante:|r Atolia Perlamarina|n|cFFFFD200Zona:|r Nuovolido|n|cFFFFD200Costo:|r 50 Perle di Mana Prismatiche,17,3,296075,296062,299876,299879
67,"Campi di Battaglia|n|cFFFFD200Missione:|r ""Assaltare i campi di battaglia""|n|cFFFFD200PNG di consegna:|r Maresciallo Gabriel|n|cFFFFD200Zona:|r Porto dei Bracescura, Boralus","Campi di Battaglia|n|cFFFFD200Missione:|r ""Assaltare i campi di battaglia""|n|cFFFFD200PNG di consegna:|r Xander Silberman|n|cFFFFD200Zona:|r Mugambala",18,1,296094,296081,296094,296081
68,"Campi di Battaglia|n|cFFFFD200Impresa:|r ""Rissaiolo da battaglia""|n|cFFFFD200Mercante:|r Maresciallo Gabriel|n|cFFFFD200Zona:|r Porto dei Bracescura, Boralus|n|cFFFFD200Costo:|r 25 Contrassegni d'Onore","Campi di Battaglia|n|cFFFFD200Impresa:|r ""Rissaiolo da battaglia""|n|cFFFFD200Mercante:|r Xander Silberman|n|cFFFFD200Zona:|r Mugambala|n|cFFFFD200Costo:|r 25 Contrassegni d'Onore",18,2,296102,296091,299882,299885
69,"Campi di Battaglia|n|cFFFFD200Impresa:|r ""Stratega del Campo di Battaglia""|n|cFFFFD200Mercante:|r Maresciallo Gabriel|n|cFFFFD200Zona:|r Porto dei Bracescura, Boralus|n|cFFFFD200Costo:|r 20 Contrassegni d'Onore","Campi di Battaglia|n|cFFFFD200Impresa:|r ""Stratega del Campo di Battaglia""|n|cFFFFD200Mercante:|r Xander Silberman|n|cFFFFD200Zona:|r Mugambala|n|cFFFFD200Costo:|r 20 Contrassegni d'Onore",18,3,296103,296089,299883,299887
70,Meccagon|n|cFFFFD200Reputazione:|r Resistenza di Bullonaccio - Amichevole|n|cFFFFD200Mercante:|r Venditore Robotico Reale Rubato|n|cFFFFD200Zona:|r Bullonaccio|n|cFFFFD200Costo:|r 1 Oscillatore Galvanico e 2 Casse dei Pezzi di Ricambio,,19,1,296197,296136,296197,296136
71,Meccagon|n|cFFFFD200Reputazione:|r Resistenza di Bullonaccio - Onorato|n|cFFFFD200Mercante:|r Venditore Robotico Reale Rubato|n|cFFFFD200Zona:|r Bullonaccio|n|cFFFFD200Costo:|r 5 Oscillatori Galvanici e 10 Casse dei Pezzi di Ricambio,,19,2,296200,296192,299932,299935
72,Meccagon|n|cFFFFD200Reputazione:|r Resistenza di Bullonaccio - Riverito|n|cFFFFD200Mercante:|r Venditore Robotico Reale Rubato|n|cFFFFD200Zona:|r Bullonaccio|n|cFFFFD200Costo:|r 8 Oscillatori Galvanici e 20 Casse dei Pezzi di Ricambio,,19,3,296201,296193,299933,299936
73,Spedizioni Mitiche|n|cFFFFD200Combina:|r Anima della Vita Concentrata|n|cFFFFD200Bottino:|r Boss finali delle spedizioni,,20,1,293032,296207,293032,296207
74,Spedizioni Mitiche|n|cFFFFD200Combina:|r Anima della Vita Concentrata|n|cFFFFD200Bottino:|r Boss finali delle spedizioni,,20,2,296220,296213,299943,299939
75,Spedizioni Mitiche|n|cFFFFD200Combina:|r Anima della Vita Concentrata|n|cFFFFD200Bottino:|r Boss finali delle spedizioni,,20,3,296221,296214,299944,299940
76,"Incursione Palazzo Eterno|n|cFFFFD200Combina:|r Reliquiario Acqueo|n|cFFFFD200Bottino:|r Radiosità di Azshara, Corte della Regina o Regina Azshara",,21,1,296230,303448,296230,303448
77,"Incursione Palazzo Eterno|n|cFFFFD200Combina:|r Reliquiario Acqueo|n|cFFFFD200Bottino:|r Radiosità di Azshara, Corte della Regina o Regina Azshara",,21,2,303472,303463,299958,303474
78,"Incursione Palazzo Eterno|n|cFFFFD200Combina:|r Reliquiario Acqueo|n|cFFFFD200Bottino:|r Radiosità di Azshara, Corte della Regina o Regina Azshara",,21,3,296232,303460,299959,303476
79,Operazione: Meccagon|n|cFFFFD200Bottino:|r Re Meccagon,,22,1,296325,296320,296325,296320
80,Operazione: Meccagon|n|cFFFFD200Meccanistica:|r Progetto: Differenziale Perfettamente a Tempo|n|cFFFFD200Bottino:|r Re Meccagon,,22,2,296326,296321,299368,299367
81,Operazione: Meccagon|n|cFFFFD200Combina:|r Ruote Dentate progressive|n|cFFFFD200Bottino:|r Re Meccagon,,22,3,303342,296322,299370,299369
82,"Operazione: Meccagon (Mitica) |n|cFFFFD200Impresa:|r ""La resistenza è utile""|n|cFFFFD200Pettegolezzo:|r Principe Erazmin|n|cFFFFD200Zona:|r Bullonaccio",,22,4,296328,296324,299370,299369
83,"Campi di Battaglia|n|cFFFFD200Missione:|r ""Assaltare i campi di battaglia""|n|cFFFFD200PNG di consegna:|r Maresciallo Gabriel|n|cFFFFD200Zona:|r Porto dei Bracescura, Boralus","Campi di Battaglia|n|cFFFFD200Missione:|r ""Assaltare i campi di battaglia""|n|cFFFFD200PNG di consegna:|r Xander Silberman|n|cFFFFD200Zona:|r Mugambala",23,1,297108,297147,297108,297147
84,"Campi di Battaglia|n|cFFFFD200Impresa:|r ""Rissaiolo da battaglia""|n|cFFFFD200Mercante:|r Maresciallo Gabriel|n|cFFFFD200Zona:|r Porto dei Bracescura, Boralus|n|cFFFFD200Costo:|r 25 Contrassegni d'Onore","Campi di Battaglia|n|cFFFFD200Impresa:|r ""Rissaiolo da battaglia""|n|cFFFFD200Mercante:|r Xander Silberman|n|cFFFFD200Zona:|r Mugambala|n|cFFFFD200Costo:|r 25 Contrassegni d'Onore",23,2,297120,297177,298273,298274
85,"Campi di Battaglia|n|cFFFFD200Impresa:|r ""Stratega del Campo di Battaglia""|n|cFFFFD200Mercante:|r Maresciallo Gabriel|n|cFFFFD200Zona:|r Porto dei Bracescura, Boralus|n|cFFFFD200Costo:|r 20 Contrassegni d'Onore","Campi di Battaglia|n|cFFFFD200Impresa:|r ""Stratega del Campo di Battaglia""|n|cFFFFD200Mercante:|r Xander Silberman|n|cFFFFD200Zona:|r Mugambala|n|cFFFFD200Costo:|r 20 Contrassegni d'Onore",23,3,297122,297178,298277,298275
89,"Vallata dell'Eterna Primavera |n|cFFFFD200La serie di missioni inizia con:|r|n""Non è mai facile"" |n|cFFFFD200La serie di missioni termina con:|r|n""Una speranza ritrovata""|n|cFFFFD200Committente:|r Magni Barbabronzea|n|cFFFFD200Zona:|r Sala del Cuore",,24,1,297375,297411,297375,297411
90,Vallata dell'Eterna Primavera |n|cFFFFD200Combina:|r Respiro dello Spirito Eterno |n|cFFFFD200Missione:|r|nPrima Visione dell'Oscurità della settimana |n|cFFFFD200Committente:|r Agente Artigliocupo |n|cFFFFD200Zona:|r|nPresso i portali delle Visioni dell'Oscurità a Uldum o nella Vallata dell'Eterna Primavera,,24,2,297546,297542,298309,298302
91,Vallata dell'Eterna Primavera|n|cFFFFD200Reputazione:|r Rajani - Riverito|n|cFFFFD200Mercante:|r Zhang Ku|n|cFFFFD200Zona:|r Santuario del Silenzio|n|cFFFFD200Costo:|r 50 Ricordi Corrotti,,24,3,297547,297544,298312,298304
96,Nazjatar|n|cFFFFD200Reputazione:|r Ankoan - Amichevole|n|cFFFFD200Mercante:|r Oratore Utia|n|cFFFFD200Zona:|r Mezzaparte|n|cFFFFD200Costo:|r 10 Perle di Mana Prismatiche,Nazjatar|n|cFFFFD200Reputazione:|r Liberti - Amichevole|n|cFFFFD200Mercante:|r Atolia Perlamarina|n|cFFFFD200Zona:|r Nuovolido|n|cFFFFD200Costo:|r 10 Perle di Mana Prismatiche,25,1,298168,298193,298168,298193
97,Nazjatar|n|cFFFFD200Reputazione:|r Ankoan - Onorato|n|cFFFFD200Mercante:|r Oratore Utia|n|cFFFFD200Zona:|r Mezzaparte|n|cFFFFD200Costo:|r 25 Perle di Mana Prismatiche,Nazjatar|n|cFFFFD200Reputazione:|r Liberti - Onorato|n|cFFFFD200Mercante:|r Atolia Perlamarina|n|cFFFFD200Zona:|r Nuovolido|n|cFFFFD200Costo:|r 25 Perle di Mana Prismatiche,25,2,298169,298351,299273,299274
98,Nazjatar|n|cFFFFD200Reputazione:|r Ankoan - Riverito|n|cFFFFD200Mercante:|r Oratore Utia|n|cFFFFD200Zona:|r Mezzaparte|n|cFFFFD200Costo:|r 50 Perle di Mana Prismatiche,Nazjatar|n|cFFFFD200Reputazione:|r Liberti - Riverito|n|cFFFFD200Mercante:|r Atolia Perlamarina|n|cFFFFD200Zona:|r Nuovolido|n|cFFFFD200Costo:|r 50 Perle di Mana Prismatiche,25,3,298174,298352,299275,299277
99,"Campi di Battaglia|n|cFFFFD200Impresa:|r ""Maestro da battaglia""|n|cFFFFD200Mercante:|r Maresciallo Gabriel|n|cFFFFD200Zona:|r Porto dei Bracescura, Boralus","Campi di Battaglia|n|cFFFFD200Impresa:|r ""Maestro da battaglia""|n|cFFFFD200Mercante:|r Xander Silberman|n|cFFFFD200Zona:|r Mugambala",23,4,298182,298183,298277,298275
100,Vallata dell'Eterna Primavera |n|cFFFFD200Reputazione:|r Rifornimenti dei Rajani|n|cFFFFD200Mercante:|r Zhang Ku |n|cFFFFD200Zona:|r Santuario del Silenzio,,24,4,298184,298185,298312,298304
101,Nazjatar|n|cFFFFD200Reputazione:|r Rifornimenti degli Ankoan|n|cFFFFD200Mercante:|r Oratore Utia|n|cFFFFD200Zona:|r Mezzaparte,Nazjatar|n|cFFFFD200Reputazione:|r Rifornimenti dei Liberti|n|cFFFFD200Mercante:|r Atolia Perlamarina|n|cFFFFD200Zona:|r Nuovolido,25,4,298186,298353,299275,299277
102,"Nazjatar|n|cFFFFD200Missione:|r ""Una breve tregua""|n|cFFFFD200Committente:|r Dama Jaina Marefiero|n|cFFFFD200Zona:|r Mezzaparte","Nazjatar|n|cFFFFD200Missione:|r ""Nel cuore di Nazjatar""|n|cFFFFD200Committente:|r Lor'themar Theron|n|cFFFFD200Zona:|r Nuovolido",27,1,298357,298268,298357,298268
103,"Nazjatar|n|cFFFFD200Missione:|r ""Amici bisognosi di aiuto""|n|cFFFFD200Committente:|r Dama Jaina Marefiero|n|cFFFFD200Zona:|r Mezzaparte","Nazjatar|n|cFFFFD200Missione:|r ""A terra, ma non sconfitto""|n|cFFFFD200Committente:|r Lor'themar Theron|n|cFFFFD200Zona:|r Nuovolido",27,2,298376,298337,299372,299371
104,"Nazjatar|n|cFFFFD200Impresa:|r ""Addestramento di guerre nautiche""|n|cFFFFD200Mercante:|r Oratore Utia|n|cFFFFD200Zona:|r Mezzaparte|n|cFFFFD200Costo:|r 50 Perle di Mana Prismatiche","Nazjatar|n|cFFFFD200Impresa:|r ""Addestramento di guerre nautiche""|n|cFFFFD200Mercante:|r Atolia Perlamarina|n|cFFFFD200Zona:|r Nuovolido|n|cFFFFD200Costo:|r 50 Perle di Mana Prismatiche",27,3,298377,298339,299374,299373
105,"Nazjatar|n|cFFFFD200Impresa:|r ""Avventure acquatiche""|n|cFFFFD200Mercante:|r Oratore Utia|n|cFFFFD200Zona:|r Mezzaparte","Nazjatar|n|cFFFFD200Impresa:|r ""Avventure acquatiche""|n|cFFFFD200Mercante:|r Atolia Perlamarina|n|cFFFFD200Zona:|r Nuovolido",27,4,298405,298404,299374,299373
106,Nazjatar|n|cFFFFD200Reputazione:|r Ankoan - Amichevole|n|cFFFFD200Mercante:|r Oratore Utia|n|cFFFFD200Zona:|r Mezzaparte|n|cFFFFD200Costo:|r 10 Perle di Mana Prismatiche,Nazjatar|n|cFFFFD200Reputazione:|r Liberti - Amichevole|n|cFFFFD200Mercante:|r Atolia Perlamarina|n|cFFFFD200Zona:|r Nuovolido|n|cFFFFD200Costo:|r 10 Perle di Mana Prismatiche,28,1,298452,298407,298452,298407
