Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
Gli Elfi della Notte ricevono in dono per il loro primo compleanno una piuma di gufo in segno di buon auspicio.,|cFFFFD200Mercante: |rShylenai|n|cFFFFD200Zona: |rTeldrassil|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,68,7553,10707,132150,2,2,2,6,7,0
I Mezzorsi di Fontefredda utilizzano le bianche piume di queste creature per i loro rituali.,|cFFFFD200Scontri tra mascotte: |rFontefredda|n|cFFFFD200Stagione: |rInverno,69,7554,0,132150,2,26,4,6,7,0
Un complesso sistema di cunicoli protegge i Cani della Prateria dagli zoccoli dei loro massicci vicini.,"|cFFFFD200Mercante: |rHalpa, Naleen|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",70,14421,10709,2126349,4,2,2,6,7,0
Cacciare un Coniglio delle Nevi è una battaglia persa in partenza.,|cFFFFD200Mercante: |rYarlyn Ambraquieta|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,72,7560,10711,132762,4,2,2,6,7,0
"Compagno preferito dei Maghi del Kirin Tor, questo rettile ti fa dubitare se sia veramente un serpente... o qualcos'altro.",|cFFFFD200Mercante: |rBreanni|n|cFFFFD200Zona: |rDalaran|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,74,7561,10713,136040,7,2,2,6,7,0
"Xan'tish trova, cattura e addestra questi nobili serpenti, cosicché possano aiutare i loro compagni in battaglia.",|cFFFFD200Mercante: |rXan'tish|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,75,7565,10714,136040,7,2,2,6,7,0
"Il Serpente Bruno vive nei territori controllati dall'Orda. Non fa una grande impressione, almeno fino a quando non gli si va troppo vicino.",|cFFFFD200Mercante: |rXan'tish|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,77,7562,10716,136040,7,2,2,6,7,0
"Il Serpente Cremisi è molto apprezzato dai Troll Lanciascura non solo per la sua natura malvagia, ma anche per la sua incrollabile lealtà.",|cFFFFD200Mercante: |rFornitore Rashaad|n|cFFFFD200Zona: |rLanda Fatua|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Mercante: |rXan'tish|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,78,7567,10717,136040,7,2,2,6,7,0
"""Non c'è da preoccuparsi. I meccanismi di combattimento sono stati disabilitati su questa unità. Credo."" - Oglethorpe Obnoticus",|cFFFFD200Missione:|r Un OOX tutto tuo|n|cFFFFD200Zona:|r Baia del Bottino|n,83,8376,12243,656513,9,18,1,6,7,0
"Non chiamare questo volatile gallina, se non vuoi diventare un bersaglio per il lancio di uova.",|cFFFFD200Missione: |rCOCCODÈ!|n|cFFFFD200Zona: |rMarche Occidentali,84,30379,13548,135996,2,18,1,6,7,0
"Forse esplosivo, sicuramente adorabile. Tenere lontano dal fuoco.",|cFFFFD200Professione: |rIngegneria,85,9656,15048,133712,9,2,3,6,7,0
Questo piccolo Robot Pacificatore viene sempre dotato degli ultimi modelli di Manganello Automatico e Abolitore Arcano. Non molto amato dagli ambientalisti.,|cFFFFD200Professione: |rIngegneria,86,9657,15049,294476,9,2,3,35,7,0
"Questi adorabili animaletti amano farsi fare le coccole dai loro proprietari, dopo una lunga giornata di sanguinose battaglie.",|cFFFFD200Bottino: |rBottino mondiale|n|cFFFFD200Zona: |rFeralas,87,9662,15067,657499,1,2,0,6,7,0
I worg sono gli animali preferiti degli Orchi e sono molto leali durante le battaglie.,|cFFFFD200Bottino: |rQuartiermastro Zigris|n|cFFFFD200Zona: |rBastioni di Roccianera Inferiori,89,10259,15999,132599,7,2050,0,6,7,0
"Anche se sono originari dei Bastioni di Roccianera, i Ragnetti Bruciatela possono sopravvivere in quasi tutti gli ambienti.",|cFFFFD200Bottino: |rMadre Bruciatela|n|cFFFFD200Zona: |rBastioni di Roccianera Inferiori,90,10598,16450,132598,7,2,0,6,7,0
"Questo cucciolo di panda grosso quanto un boccale di birra è molto ricercato dagli avventurieri di Azeroth, nonostante la sua natura narcolettica.",|cFFFFD200Promozione:|r Collector's Edition di World of Warcraft,92,11325,17707,132494,7,82,7,6,7,0
"E I CIELI CADRANNO, E GLI UOMINI PIANGERANNO, E LA FINE DEI GIORNI... un momento, perché sei così alto?",|cFFFFD200Promozione:|r Collector's Edition di World of Warcraft,93,11326,17708,132787,5,82,7,6,7,0
Un piccolo ma impetuoso membro dello sciame degli Zerg: con uno Zergling c'è poco da scherzare. Sono molto pericolosi in grande numero.,|cFFFFD200Promozione:|r Collector's Edition di World of Warcraft,94,11327,17709,136217,4,82,7,6,7,0
"Dei talentuosi ingegneri hanno creato la copia perfetta della Rana del Legno, spendendo solo dieci volte il costo dell'animale nei negozi.",|cFFFFD200Professione: |rIngegneria,95,12419,19772,237579,9,2,3,6,7,0
"La leggendaria Rana della Birra era considerata estinta, fino a quando le strane birre della Fiera di Lunacupa non le hanno fatte uscire dai loro nascondigli.",|cFFFFD200Evento mondiale:|r Fiera di Lunacupa,106,14878,23811,237579,8,18,6,6,7,0
C'è sempre una folla ad attendere che un esemplare di questi amati e solitari Murloc esca dal suo nascondiglio.,|cFFFFD200Promozione:|r BlizzCon 2005,107,15186,24696,656556,0,16466,7,6,7,0
L'atteggiamento sbarazzino e solare di Quatty è in grado di sollevare anche i morali più a terra.,|cFFFFD200Promozione:|r Collector's Edition di Burning Crusade (solo Europa)|n,111,15358,24988,656558,0,16466,7,6,7,0
Attenzione: indossare guanti e occhiali mentre si maneggia questa disgustosa Melmina. NON LAVARE. Macchia la maggior parte delle armature.,"|cFFFFD200Bottino:|r Bottino mondiale|n|cFFFFD200Creatura:|r Melme, Fanghiglie e Vermi",114,15429,25162,132107,5,2,0,6,7,0
"Dopo la nascita, i piccoli squali fuggono velocemente dalle loro madri affamate. Questa loro indipendenza precoce li rende dunque molto pericolosi, fin da giovanissimi.","|cFFFFD200Professione:|r Pesca |n|cFFFFD200Mercante:|r Nat Pagle|n|cFFFFD200Zona:|r Guarnigione, Capanno da Pesca|n|cFFFFD200Costo:|r 50|Tinterface\icons\inv_misc_coin_19.blp:0|t",115,86445,172695,294472,8,2,3,6,7,0
"Questo giocattolo è equipaggiato con un pulsante segreto che disabilita la sua modalità ""pacifica"". Per fortuna, anche gli ingegneri che lo hanno creato non sanno dove si trovi.",|cFFFFD200Professione: |rIngegneria,116,15699,26010,132189,9,2,3,36,7,0
"Ama ballare, salutare e giocare con te! Si scioglie dopo il Grande Inverno, ma non preoccuparti. Prima o poi tornerà!",|cFFFFD200Evento mondiale:|r Vigilia di Grande Inverno|n,117,15710,26045,655957,6,2,6,6,7,0
Non vorrebbe più rimanere dentro una scatola da regalo impacchettata.,|cFFFFD200Evento mondiale:|r Vigilia di Grande Inverno,118,15706,26529,133706,4,2,6,6,7,0
"Questi alleati lavorano duramente fuori stagione per preparare la festa della Vigilia di Grande Inverno, quindi preferirebbero non essere disturbati durante il resto dell'anno.",|cFFFFD200Evento mondiale:|r Vigilia di Grande Inverno,119,15698,26533,133204,0,2,6,39,7,0
"Durante le celebrazioni di Grande Inverno, questi fedeli compagni portano gioia ovunque. Nel resto dell'anno, sono occupati a fare altro.",|cFFFFD200Evento mondiale:|r Vigilia di Grande Inverno,120,15705,26541,133202,0,2,6,39,7,0
"Gurky è un animale da palcoscenico, anche se i suoi spettacoli sono rari perché non ama esibirsi spesso.",|cFFFFD200Promozione:|r Promozione EU Fansite|n,121,16069,27241,656557,0,16466,7,6,7,0
"Il potere dell'amore può essere una cosa pericolosa, soprattutto quando viene usato da un Goblin dal brutto carattere.",|cFFFFD200Evento mondiale:|r Amore nell'Aria|n|cFFFFD200Mercante: |rMercante Amorosa|n|cFFFFD200Costo: |r40|TINTERFACE\ICONS\INV_ValentinesCard01:0|t|n,122,16085,27570,132382,0,2,6,6,7,0
"Questo cucciolo ha molti tratti in comune con i suoi parenti, ma quando si tratta di cantare non ha rivali.",|cFFFFD200Promozione:|r iCoca,124,16456,28505,132498,7,16466,7,6,7,0
Chi va piano va sano e va lontano.,|cFFFFD200Evento mondiale:|r Settimana dei Bambini,125,16547,28738,656341,8,2,6,6,7,0
"In molti credono che ""Pancetta"" sia un'allusione alla sua forma fisica. In realtà, è la prima parte del nemico che divora!",|cFFFFD200Evento mondiale:|r Settimana dei Bambini,126,16548,28739,132514,4,2,6,6,7,0
"Astuto stratega, Baffo finge la morte, ingannando i predatori e gli esattori delle tasse.",|cFFFFD200Evento mondiale:|r Settimana dei Bambini,127,16549,28740,294480,4,2,6,6,7,0
"Questo piccolo pezzo d'estate profuma di serate calde e temporali. Se ti avvicini abbastanza, potresti anche riuscire a scoprire che faccia abbia.",|cFFFFD200Evento mondiale:|r Fuochi di Mezza Estate|n|cFFFFD200Mercante: |rMercante di Mezza Estate|n|cFFFFD200Costo: |r350|TINTERFACE\ICONS\INV_SummerFest_FireFlower:0|t,128,16701,28871,134813,6,2,6,6,7,0
"Durante un'incursione delle Arpie a Felaras, molti nidi di ippogrifo furono attaccati. Tutti gli animali rimasti orfani vennero presi in cura dai Druidi dell'Isola di Sardor.",|cFFFFD200Gioco di carte:|r Eroi di Azeroth,130,17255,30156,132833,2,2,8,6,7,0
"Esemplare della prole dei Drachi Fatui delle Terre Esterne, questo giovane drago sta ancora imparando a diventare un cacciatore, un protettore e il terrore dei cieli.",|cFFFFD200Promozione:|r Collector's Edition di Burning Crusade,131,18381,32298,134539,1,82,7,6,7,0
"Solo i desideri magici possono creare gli Astici Magici. Se un pesce pescare vorrai, un desiderio pescare dovrai.",|cFFFFD200Pesca:|r Pesca (430)|n|cFFFFD200Zona:|r Foresta di Terokk (Banchi di pesci),132,18839,33050,133900,8,2,3,6,7,0
L'Etereo Rashaad iniziò ad allevare queste enigmatiche creature dopo aver scoperto che si cibavano di energie arcane.,|cFFFFD200Mercante: |rFornitore Rashaad|n|cFFFFD200Zona: |rLanda Fatua|n|cFFFFD200Costo: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,136,20408,35156,136006,5,2,2,6,7,0
Questo coniglio è la cosa più carina che il suo avversario vedrà in tutta la sua vita... e anche l'ultima.,|cFFFFD200Mercante: |rFornitore Rashaad|n|cFFFFD200Zona: |rLanda Fatua|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,137,20472,35239,132762,4,2,2,6,7,0
"Delicati abitanti dell'Isola Brumazzurra, si dice che questi magici insetti posseggano abilità curative.",|cFFFFD200Mercante: |rSixx|n|cFFFFD200Zona: |rExodar|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,138,21010,35907,236193,2,2,2,6,7,0
I colori di questo insetto sono l'inaspettata conseguenza dell'esposizione delle falene di Azeroth alle potenti energie magiche nelle ecosfere della Landa Fatua.,|cFFFFD200Mercante: |rFornitore Rashaad|n|cFFFFD200Zona: |rLanda Fatua|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,139,21009,35909,236193,2,2,2,6,7,0
Preferisce volare durante i temporali; molto comuni sull'Isola Brumazzurra.,|cFFFFD200Mercante: |rSixx|n|cFFFFD200Zona: |rExodar|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,140,21008,35910,236193,2,2,2,6,7,0
"Preferisce volare durante le notti nebbiose, molto comuni sull'Isola Brumazzurra.",|cFFFFD200Mercante: |rSixx|n|cFFFFD200Zona: |rExodar|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,141,21018,35911,236193,2,2,2,6,7,0
"Un tempo era il preferito dagli allevatori di draghifalco di Lunargenta. La sua lucentezza lo rende una facile preda, di notte, obbligandolo ad affinare il suo proverbiale istinto.",|cFFFFD200Mercante: |rJilanne|n|cFFFFD200Zona: |rBoschi di Cantoeterno|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,142,21055,36027,132188,1,2,2,6,7,0
"Nemico mortale dei Draghifalco Argentati, ma in buoni rapporti con i Draghifalco Dorati.",|cFFFFD200Mercante: |rJilanne|n|cFFFFD200Zona: |rBoschi di Cantoeterno|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,143,21064,36028,132188,1,2,2,6,7,0
Una feroce specie di dragofalco che si scaglia spesso in picchiata per assalire le prede.,|cFFFFD200Mercante: |rJilanne|n|cFFFFD200Zona: |rBoschi di Cantoeterno|n|cFFFFD200Costo: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,144,21063,36029,132188,1,2,2,6,7,0
Allevati dai pochi mercanti che ancora commerciano nella Landa Fatua.,|cFFFFD200Mercante: |rFornitore Rashaad|n|cFFFFD200Zona: |rLanda Fatua|n|cFFFFD200Costo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,145,21056,36031,132188,1,2,2,6,7,0
"Utilizzato spesso dagli Sporiani come fonte di luce quando devono attraversare le Paludi di Zangar, questo insetto luminescente li aiuta a evitare le pericolose Lucciole Pungitrici.",|cFFFFD200Bottino: |rLucciola Pungitrice|n|cFFFFD200Zona: |rPaludi di Zangar,146,21076,36034,236196,2,2,0,6,7,0
"Le energie magiche rilasciate mentre Alaceleste riassumeva le sembianze di Arakkoa, hanno liberato questa povera creatura: un pulcino imprigionato da Luanga per alimentare la sua maledizione.",|cFFFFD200Missione:|r Alaceleste|n|cFFFFD200Zona:|r Foresta di Terokk|n|n,149,22445,39181,132598,2,18,1,6,7,0
"Molti ubriachi della Festa della Birra raccontano storie su questa misteriosa creatura, ma in pochi le ricordano il mattino dopo.",|cFFFFD200Evento mondiale:|r Festa della Birra,153,22943,39709,132800,4,2,6,6,7,0
"Fortunello strilla quando è arrabbiato o quando ha fame. In ogni caso, ti conviene non disturbarlo.",|cFFFFD200Promozione:|r World Wide Invitational 2007|n,155,23198,40405,133858,4,16466,7,6,7,0
"Anche se era riluttante a separarsi da Banana, Landro si rese conto che sarebbe stato meglio se l'animale si fosse trovato lontano dalla Baia del Bottino il giorno in cui suo padre, il Re Mukla, avrebbe scoperto che era sparito.",|cFFFFD200Gioco di carte:|r Attraverso il Portale Oscuro,156,23234,40549,133980,7,2,8,6,7,0
È un po' cattivo e anche estremamente narcolettico. Tienilo lontano dagli animali!,|cFFFFD200Evento mondiale:|r Settimana dei Bambini,157,23231,40613,294482,5,2,6,6,7,0
"I Sin'dorei solitamente usano gli zampalesta come cavalcature, ma il povero Egbert non è stato ritenuto idoneo a servire a causa dei suoi numerosi attacchi d'ansia.",|cFFFFD200Evento mondiale:|r Settimana dei Bambini,158,23258,40614,294475,4,2,6,6,7,0
"Gli elekk addomesticati vengono addestrati come cavalcature dai Draenei. Quelli selvaggi, invece, vengono cacciati per le loro zanne d'avorio.",|cFFFFD200Evento mondiale:|r Settimana dei Bambini,159,23266,40634,656598,4,2,6,6,7,0
Puzzetta usa il suo odore per tenere lontani i predatori e attirare i gatti. Ha molto più successo nella prima.,|cFFFFD200Impresa: |rFrenesia da mascotte|n|cFFFFD200Categoria: |rScontri tra mascotte,160,23274,40990,132599,4,82,5,6,7,0
Queste malvagie zucche amano spuntare fuori all'improvviso dalla terra e spaventare i passanti. Viva le zucche!,|cFFFFD200Evento mondiale:|r Veglia delle Ombre,162,23909,42609,134015,6,2,6,6,7,0
"La pelle e la carne di crocolisco sono molto ricercate dai cacciatori, ma queste bestie sono feroci e difficili da cogliere di sorpresa.",|cFFFFD200Professione: |rPesca|n|cFFFFD200Zona: |rShattrath,163,24388,43697,656555,8,2,3,6,7,0
"Fiatolordo è proprio come i comuni crocolischi, fatta eccezione per il suo spiccato senso dell'umorismo.",|cFFFFD200Professione:|r Pesca|n|cFFFFD200Zona:|r Shattrath,164,24389,43698,656553,8,2,3,6,7,0
I Taumaturghi Amani hanno trasformato molte vittime in rane. Alcune di queste non sono mai tornate alla normalità.,|cFFFFD200Bottino:|r Rana delle Foreste|n|cFFFFD200Zona:|r Zul'aman,165,24480,43918,237579,8,2,0,6,7,0
"Una timida creatura, l'Elekk Rosa si fa vedere solo da chi se l'è fatto amico o da chi è troppo ubriaco per fargli del male.",|cFFFFD200Evento mondiale:|r Festa della Birra|n|cFFFFD200Mercante: |rBelbi Cambiamarcia|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Costo: |r100|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t|n|n|cFFFFD200Mercante: |rBliz Aggiustatutto|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Costo: |r100|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t,166,24753,44369,656600,4,2,6,6,7,0
"Le Spore Selvagge sono creature infide, ma se vengono addestrate in età precoce possono rivelarsi dei preziosi compagni.",|cFFFFD200Mercante: |rMycah|n|cFFFFD200Zona: |rPaludi di Zangar|n|cFFFFD200Fazione: |rSporeggar - Osannato|n|cFFFFD200Costo: |r30|TINTERFACE\ICONS\INV_Mushroom_02:0|t,167,25062,45082,132197,2,2,2,6,7,0
"Quando la Legione Infuocata ha invaso le Terre Esterne, Landro Colpolungo ha creato questo modello per utilizzarlo in guerra, ma né l'Alleanza, né l'Orda hanno voluto costruirlo.",|cFFFFD200Gioco di carte:|r Marcia della Legione,168,25109,45125,133883,9,2,8,6,7,0
Molto più mansueto di un drago vero.,|cFFFFD200Gioco di carte:|r Marcia della Legione,169,25110,45127,133838,2,2050,8,33,7,0
Questo Maiale d'Oro onora i propri antenati garantendo ai suoi alleati una buona dose di fortuna.,|cFFFFD200Promozione:|r Recluta un amico,170,25146,45174,133784,4,82,7,6,7,0
"I Druidi credono che il Maiale d'Argento abbia un legame speciale con il Maiale d'Oro, visto che entrambi sono arrivati su Azeroth nello stesso periodo.",|cFFFFD200Promozione:|r Recluta un amico,171,25147,45175,133786,4,82,7,6,7,0
"Gli Sciamani anziani avvertono che i Fuochi Fatui di Ragnaros, fedeli servi del Signore del Fuoco, hanno iniziato a muoversi verso il Fronte Magmatico. Si consiglia prudenza.",|cFFFFD200Mercante:|r Zen'vorka|n|cFFFFD200Zona:|r Fronte Magmatico|n|cFFFFD200Costo: |r30|TINTERFACE\ICONS\INV_MISC_MARKOFTHEWORLDTREE.BLP:0|t,172,25706,45890,294481,6,2,2,6,7,0
I crocolischi sono anfibi predatori con sei zampe che vivono nei pressi delle coste. Gli archeologi credono che discendano dai Diemetradonti del Cratere di Un'Goro.,|cFFFFD200Professione: |rPesca|n|cFFFFD200Zona: |rShattrath,173,26050,46425,656554,8,2,3,6,7,0
"Dopo aver studiato le specie di crocolisco per molti anni, il famoso Lancialenza Nat Pagle affermò che i piccoli dei crocolischi sono quasi tutti innocui.",|cFFFFD200Professione: |rPesca|n|cFFFFD200Zona: |rShattrath,174,26056,46426,656552,8,2,3,6,7,0
"Figlia del Dio delle Fenici Al'ar, questa creatura prende il volo immediatamente dopo la sua nascita.",|cFFFFD200Bottino: |rKael'thas Solealto|n|cFFFFD200Zona: |rTerrazza dei Magisteri,175,26119,46599,134373,6,2,0,6,7,0
"Queste straordinarie creature, consegnate agli eroi vittoriosi come ricompensa per le loro imprese, rappresentano coraggio e forza.",|cFFFFD200Promozione:|r Evento Campo di Battaglia|n|cFFFFD200Emporio|r,179,27217,48406,133278,1,16402,11,6,7,0
Solo gli eroi che hanno provato il loro valore in battaglia vengono ricompensati con questi mistici rettili.,|cFFFFD200Promozione:|r Evento PVP Cinese,180,27346,48408,133443,1,16402,7,6,7,0
I Commercianti d'Anime Eterei viaggiano con chi è in grado di liberare le essenze di cui hanno bisogno.,|cFFFFD200Gioco di carte:|r Caccia a Illidan,183,27914,49964,136039,5,2,8,38,7,0
