ID,Title_lang,InternalTitle,Description_lang,UiTextureKitID,RewardQuestID,Prerequisite,Field_9_0_1_35755_007,Completed,OnlyStallIf,UiQuestDetailsThemeID,Flags,DisplayPriority,Field_10_0_2_45779_012,Field_10_0_2_46144_013
124,Os Bosques de Ardena,9.0 Shadowlands - Narrative Arc - Ardenweald (ZTO/KRB),Você tem uma mensagem importante para a Rainha Invernal. Procure-a nos bosques celestiais de Ardena.,5301,0,84196,89060,0,85362,21,0,0,105475,0
125,Campanha de Shadowlands,9.0 Shadowlands Campaign - TSH/ZTO/SMD,Campanha geral para jogadores que estão entre duas campanhas em Shadowlands.,5362,0,89137,89138,89140,0,26,0,0,105475,0
126,A escuridão ameaçadora,9.0 Shadowlands - Covenant Campaign - Oribos - Campaign Bridge to Covenant Choice,"Com o plano de Denathrius revelado, você tem que decidir como reagir.",5284,0,85641,89059,0,0,26,0,0,105475,0
130,Shadowlands,9.0 Shadowlands - Alt Mode Flagging (Not a Real Campaign) - GJC,,0,0,5703,5703,0,0,0,1,0,0,0
131,Fios do destino,9.0 Shadowlands - Alt Mode / Time Skip Mode - GJC,,0,0,87258,89064,0,0,26,0,0,105475,0
133,Tutoriais do Pacto,9.0 Shadowlands - Alts - Cov 1 Tutorial Flagging (Not a Real Campaign) - Bastion - GJC,,0,0,5703,5703,0,0,0,0,0,0,0
134,Tutoriais do Pacto,9.0 Shadowlands - Alts - Cov 1 Tutorial Flagging (Not a Real Campaign) - Maldraxxus - GJC,,0,0,5703,5703,0,0,0,0,0,0,0
135,Tutoriais do Pacto,9.0 Shadowlands - Alts - Cov 1 Tutorial Flagging (Not a Real Campaign) - Ardenweald - Yes Play - GJC,,0,0,5703,5703,0,0,0,0,0,0,0
136,Tutoriais do Pacto,9.0 Shadowlands - Alts - Cov 1 Tutorial Flagging (Not a Real Campaign) - Ardenweald - No Play - GJC,,0,0,5703,5703,0,0,0,0,0,0,0
137,Tutoriais do Pacto,9.0 Shadowlands - Alts - Cov 1 Tutorial Flagging (Not a Real Campaign) - Revendreth - GJC,,0,0,5703,5703,0,0,0,0,0,0,0
138,Correntes da Dominação,9.1 Shadowlands Campaign - Chains of Domination,Campanha que apresenta o novo conteúdo 9.1.,5362,0,92542,92543,92550,0,26,0,5,105475,0
140,Atualizando!,9.1 Shadowlands - Skip to 9.1 Outdoor Content (Not a Real Campaign) - ALL - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
141,Atualizando!,zzOLD9.1 Shadowlands - Skip to 9.1 Outdoor Content (Not a Real Campaign) - Bastion - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
142,Atualizando!,zzOLD9.1 Shadowlands - Skip to 9.1 Outdoor Content (Not a Real Campaign) - Maldraxxus - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
143,Atualizando!,zzOLD9.1 Shadowlands - Skip to 9.1 Outdoor Content (Not a Real Campaign) - Revendreth - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
144,Atualizando!,zzOLD9.1 Shadowlands - Skip to 9.1 Campaign Complete (Not a Real Campaign) - Ardenweald - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
145,Atualizando!,zzOLD9.1 Shadowlands - Skip to 9.1 Campaign Complete (Not a Real Campaign) - Bastion - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
146,Atualizando!,zzOLD9.1 Shadowlands - Skip to 9.1 Campaign Complete (Not a Real Campaign) - Maldraxxus - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
147,Atualizando!,zzOLD9.1 Shadowlands - Skip to 9.1 Campaign Complete (Not a Real Campaign) - Revendreth - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
148,Intro Start,9.1 PTR - Skip to 9.1 Campaign Start (Not a Real Campaign) - Ardenweald - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
149,Intro Start,9.1 PTR - Skip to 9.1 Campaign Start (Not a Real Campaign) - Bastion - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
150,Intro Start,9.1 PTR - Skip to 9.1 Campaign Start (Not a Real Campaign) - Maldraxxus - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
151,Intro Start,9.1 PTR - Skip to 9.1 Campaign Start (Not a Real Campaign) - Revendreth - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
153,9.0 Cap. 2 Campanhas dos Pactos - Thanator,9.0 Shadowlands - Alts - Cov 2 Torghast Flagging (Not a Real Campaign) - ZTO,"Desbloqueia ""Em busca de Baine"" e pré-requisitos do Entalhador de Runas",0,0,5703,5703,0,0,0,0,0,0,0
154,Pulo da Progressão da História da Thanator,9.1 Shadowlands - Skip 9.0 Torghast Story Progression (Not a Real Campaign) - ALL - ZTO,,0,0,5703,5703,0,0,0,0,0,0,0
155,9.0 Cap. 3 Campanhas dos Pactos - Vislumbre das trevas,9.0 Shadowlands - Alts - Cov 3 Peering Into Darkness Flagging (Not a Real Campaign) - ZTO,Conclui a exposição e as cenas de Anduin,0,0,5703,5703,0,0,0,0,0,0,0
156,Shadowlands,9.1.5 Shadowlands - Level 60 Boost (Not a Real Campaign) - TRJ,,0,0,5703,5703,0,0,0,1,0,0,0
157,Introdução da Caixa de Muitas Coisas,9.1.5 Shadowlands - Alts - Flag Box of Many Things Campaign - (STM),,0,0,5703,5703,0,0,0,0,0,0,0
158,Segredos dos Primogênitos,9.2 Shadowlands - Campaign - Secrets of the First Ones,Campanha que apresenta o novo conteúdo 9.2.,5408,0,94855,0,94857,0,31,0,10,105475,0
159,"Dracthyr, despertem",10.0 The Forbidden Reach - Narrative Arc - Alliance (ZTO),"Área inicial Conjurante Dracthyr, Área 0, Aliança",5467,0,99583,96647,99952,0,46,0,0,0,0
160,Atualizando!,9.1.5 Shadowlands - Skip - Maw Intro (Not a Real Campaign) - EJL,,0,0,5703,5703,0,0,0,0,0,0,0
161,Atualizando!,9.2 Shadowlands - Week 1 Skip (Not a Real Campaign) - All - (LWB),,0,0,5703,5703,0,0,0,0,0,0,0
162,Introdução,9.2 ZM - PTR - Skip to 9.2 Campaign Start (Not a Real Campaign) - (LWB),,0,0,5703,5703,0,0,0,0,0,0,0
163,Introdução,9.2 ZM - PTR - Skip to Chapter 4 (Not a Real Campaign) - (LWB),,0,0,5703,5703,0,0,0,0,0,0,0
164,Pular para o Capítulo 6,9.2 ZM - PTR - Skip to Chapter 6 (Not a Real Campaign) - (LWB),,0,0,5703,5703,0,0,0,0,0,0,0
165,Expedição Escama de Dragão,10.0 Dragonflight - Narrative Arc - Intro (JDA)(EJL),Introdução (De Org/Tempestade) para o Acampamento nos Baixios,5468,0,102780,102780,0,0,50,0,0,105477,0
166,Chapada Ohn'ahrana,10.0 Dragonflight - Narrative Arc - Ohn'ahran Plains (JLW),Missões de Progressão de Nível das Planícies,5469,0,102798,102798,0,0,48,0,0,104511,0
167,Pular para o Capítulo 5,9.2 ZM - PTR - Skip to Chapter 5 (Not a Real Campaign) - (LWB),,0,0,5703,5703,0,0,0,0,0,0,0
168,Pular para o Capítulo 7,9.2 ZM - PTR - Skip to Chapter 7 (Not a Real Campaign) - (LWB),,0,0,5703,5703,0,0,0,0,0,0,0
169,Costa Desperta,10.0 Dragonflight - Narrative Arc - Waking Shores (JDA),Missões de Progressão de Nível nos Baixios,5471,0,102781,102781,0,0,49,0,0,104511,0
173,"Dracthyr, despertem",10.0 The Forbidden Reach - Narrative Arc - Horde (ZTO),"Área inicial Conjurante Dracthyr, Área 0, Horda",5467,0,99584,96645,99954,0,46,0,0,0,0
174,Vasta Lazúli,10.0 Dragonflight - Narrative Arc - Azure Span - (STM),Subir de nível para a área 3,5466,0,102804,0,0,0,47,0,0,104511,0
189,Thaldraszus,10.0 Dragonflight - Narrative Arc - Thaldraszus - KRB,Subir de nível para a área 4,5470,0,102815,102815,0,0,51,0,0,104511,0
190,A Sonhadora,10.0 Dragonflight - Narrative Arc - Max - Greens (RMV) (DEPRECATED),Área dos Dragões Verdes de Nível Máximo 2,5469,0,21439,21439,0,0,48,0,0,0,34450
191,Ignorar Integração de Profissões,10.0 - Professions Onboarding Skip (Not a Real Campaign) (JoshAM),,0,0,5703,5703,0,0,0,0,0,0,0
192,Acordo de Valdrakken,10.0 Dragonflight - Narrative Arc - Max - Valdrakken Accord (JDA),Área 4 de nível máximo no Baluarte de Tyr,5470,0,104933,34450,0,0,51,0,0,0,34450
193,Valdrakken,10.0 Dragonflight - Valdrakken - Weekly Wrapper (LJS) (DEPRECATED),,5470,0,21439,21439,0,0,51,0,0,0,0
194,Morsanos de Iskaara,10.0 Dragonflight - Narrative Arc - Max - Tuskarr (KNF),Área 1 de nível máximo do Renome dos Morsanos de Iskaara,5471,0,104934,34450,0,0,49,0,0,0,34450
197,Expedição Escama de Dragão,10.0 Dragonflight - Narrative Arc - Max - Explorers Renown Campaign (SMART),Campanha de Renome da Expedição Escama de Dragão,5468,0,104935,34450,0,0,50,0,0,0,34450
198,Atualizando!,9.10.0 Professions Quest - Skip Questline (Not a Real Campaign) (MA),,0,0,5703,5703,0,0,0,0,0,0,0
199,A Pedra do Juramento da Mãe,10.0 Dragonflight - Raid Opening - (Deprecated),10.0 - Raid Opening Quests,5470,0,21439,103947,0,0,51,0,0,0,0
200,Cidadela Obsidiana,10.0 Waking Shores - Alts - Ch3 Skip Flagging Obsidian Citadel (Not a Real Campaign) - (MDE),,0,0,5703,5703,0,0,0,0,0,0,0
201,Dragonflight,10.0 Max Level - Master Campaign - (STM),Campanha de Mestre,5468,0,104392,104392,104950,0,50,0,0,0,0
