Description_lang,StandingModified_lang,StandingChangedText_lang,ID,FactionID,TextureFileID,Flags
"A Arcanista Valtrois está %s.

Os Filhos da Noite têm uma sede insaciável de |cFF66BBFFMana Ancestral|r, que pode ser encontrado por toda Suramar.",,,185,1919,1391545,0
O Conjurador Margoss considera você %s. Ele não gosta das artes mágicas. A pesca é sua verdadeira paixão!,,,193,1975,604882,0
Olissara e Angelique consideram você %s. Elas querem ajudar onde puderem fornecendo os suprimentos médicos necessários para os necessitados.,,,195,1984,604882,0
Arne Test - is currently your %s.,,,198,0,666623,0
Ilyssia das Águas considera você um %s. Pesque com ela em Azsuna.,,,199,2097,604882,0
Akule considera você um %s. Pesque com ele em Alta Montanha.,,,200,2099,604882,0
Diabrius considera você um %s. Pesque com ele na Costa Partida.,,,202,2102,604882,0
Guardiã Raynae considera você um %s. Pesque com ela em Val'sharah.,,,204,2098,604882,0
Sha'leth considera você um %s. Pesque com ela em Suramar.,,,206,2101,604882,0
Corbyn vê você como um %s. Pesque com ele em Trommheim.,,,208,2100,604882,0
Crona considera você um %s.,,,209,2135,4191562,0
%s,,,210,1691,666624,0
%s,,,212,1690,666624,0
O Pterrordax cresceu e se tornou um %s.,,,213,2233,1391545,0
O Escornante cresceu e se tornou um %s.,,,315,2370,604882,0
Caçador Akana é %s.,Caçador Akana ganhou %d em experiência de combate.,Caçador Akana chegou a %s.,316,2375,604882,25
Clarividente Ori é %s.,Clarividente Ori ganhou %d em experiência de combate.,Clarividente Ori chegou a %s.,317,2376,604882,25
Espadachim Inowari é %s.,Espadachim Inowari ganhou %d em experiência de combate.,Espadachim Inowari chegou a %s.,318,2377,604882,25
Neri Pinafiada é %s.,Neri Pinafiada ganhou %d em experiência de combate.,Neri Pinafiada chegou a %s.,320,2389,604882,25
Xablau Guelbraque é %s.,Xablau Guelbraque ganhou %d em experiência de combate.,Xablau Guelbraque chegou a %s.,323,2388,666624,25
Vim Salcárdio é %s.,Vim Salcárdio ganhou %d em experiência de combate.,Vim Salcárdio chegou a %s.,324,2390,604882,25
Uma Coletora Meleira %s.,,,325,2398,604882,0
Um Zangão Meleiro %s.,,,326,2396,604882,0
Uma Matriarca-da-colmeia Meleira %s.,,,327,2397,604882,0
%s,,,339,2011,666624,0
%s,,,340,2010,666624,0
O Filhote de Aqir cresceu e se tornou um %s.,,,365,2427,604882,0
Ve'nari olha você com %s.,Ve'nari considera você mais merecedor. [%d de reputação ganha.],Ve'nari agora sente %s em relação à você.,366,2432,4216713,8
A Baronesa Vashj vê você um %s.,,,367,2446,604882,0
A Lady Lunamora considera você um %s.,,,368,2447,604882,0
Mikâniko considera você um %s.,,,370,2448,604882,0
A Condessa considera você um %s.,,,371,2449,604882,0
Alexandros Mograine considera você um %s.,,,372,2450,604882,0
A Capitã de Caça Korayn considera você um %s.,,,373,2451,604882,0
O Polemarco Adrestes considera você um  %s.,,,375,2452,604882,0
Rasgão e Cara-de-clava consideram você um %s.,,,376,2453,604882,0
Xufa considera você um %s.,,,377,2454,604882,0
O Guardião da Cripta Kassir considera você um %s.,,,379,2455,604882,0
A Droman Aliothe considera você um %s.,,,381,2456,604882,0
O Grão-mestre Vole considera você um %s.,,,382,2457,604882,0
Kleia e Pelagos consideram você um %s.,,,383,2458,604882,0
Sika considera você um %s.,,,384,2459,604882,0
Cabeça-de-pedra considera você um %s.,,,385,2460,604882,0
O Arquiteto da Peste Marileth considera você um %s.,,,387,2461,604882,0
Você é %s pelos Mestres-das-suturas.,,,389,2462,604882,8
Você é %s por Marasmius.,,,390,2463,604882,8
Você é %s pela Corte da Noite.,,,391,2464,604882,8
Grau %s,Conhecimento Fractal aumentado em %d,,392,2469,3762255,24
Pesquisa de %s,,,393,2472,4191562,16
Wrathion considera seu Bando de Guerra %s.,,Seu Bando de Guerra agora é considerado %s por Wrathion.,396,2517,604882,0
Sabellian considera seu Bando de Guerra %s.,,Seu Bando de Guerra agora é considerado %s por Sabellian.,397,2518,604882,0
%s com o Consórcio do Artífice nas Ilhas do Dragão.,,,398,2544,604882,0
O nível de poder arcano da Junção Cobáltica é: %s,Os poderes arcanos da Junção Cobáltica aumentam.,O nível de poder arcano da Junção Cobáltica agora é: %s.,400,2550,4191562,0
Briggul considera você um treinador de caracóis %s.,,,408,2568,604882,0
Soridormi considera seu Bando de Guerra %s.,,Soridormi agora considera você %s.,411,2553,604882,0
Brann Barbabronze chegou a %s.,Brann Barbabronze ganhou %d de experiência.,Brann Barbabronze chegou a %s.,412,2640,604882,1
"Outrora Fiandeira Real, a Viúva Arak'nai agora observa atentamente sua antiga casa com olhar crítico. Com uma rede de fofocandeiros e espiões à disposição, quase nada passa despercebido por ela.",,Seu relacionamento com a Fiandeira agora é %s.,416,2601,5862764,0
"Outrora líder militar mais renomado de Azj-Kahet, Anub'azal foi preterido em favor de um dos queridos Ascendidos de Ansurek. Isso não será tolerado.",,Seu relacionamento com o General agora é %s.,417,2605,5862762,0
"Na posição mais perigosa de todas, o Executor Nizrek passa os dias como conselheiro mais leal da Rainha Ansurek. Felizmente, Ansurek ainda não descobriu que ele usa o restante de seu tempo para acabar com o reinado dela.",,Seu relacionamento com o Vizir agora é %s.,418,2607,5862763,4
"Você obteve o ranque de Arquivista, classe %s.",,"Você agora tem o ranque de Arquivista, classe %s.",419,2615,1391545,0
