ID,OverrideNameString_lang,SlotMask,ItemNameDescriptionID
111,Vimes do Peleverde,2,13798
112,Patuá do Bandido,4,13799
114,Aro da Celeridade,2048,13789
115,Bacamarte Escondido,1024,13800
116,Cortina Final,65536,13801
117,Fragmento da Alma de Akaari,1024,13802
119,Sombras Mortíferas,128,13804
126,Visão da Sinergia Demoníaca,2,13761
127,Passadas da Família Zoldyck,256,13796
128,Paletas da Lâmina da Ruína Ensanguentada,8,13795
130,Espaldares com Presas Sangrentas,8,13792
131,Apetite Apodrecido,65536,13803
151,Alicerce da Vileza Errática,256,13781
158,Elmo das Labaredas Vis,2,13782
159,Mortalha da Calada da Noite,32,13778
161,Medalhão do Clarão Sombrio,4,13777
163,Ciclo do Caos,64,13780
165,Couraça da Queima Perene,32,13810
167,Cascos do Senhor da Ruína,256,13809
168,Aro Incessante da Chama Vil,2048,13785
169,Capucho da Chama das Trevas,2,13783
170,Garras Temerárias da Alma do Fogo,1024,13786
171,Guarda-pernas Perdidos do Profanador,128,13784
172,Visão do Ocaso e da Aurora,2,13697
175,Elmo da Finalização,130,13834
176,Grevas da Fome Insaciável,256,13835
179,Brafoneiras Pecaminosas,8,13837
180,Peitoral da Glória,32,13836
182,Guantes da Indulgência Pecaminosa,1024,13839
184,Espaldares da Afinidade Irmanada,8,13844
185,Botinas dos Espíritos Celestiais,256,13846
186,Couraça do Enxame Irascível,32,13841
187,Ombreiras da Clareza Retumbante,8,13851
189,Elmo do Martelete Devotado ao Dever,2,13854
190,Perneiras do Massacre Fulgurante,256,13857
191,Guantes das Brasas Radiantes,1024,13853
192,Botas das Temporadas de Fartura,256,13861
193,Elmo do Pacto de Bwonsamdi,2,13862
195,Braçadeiras da Palavra Sombria: Manipulação,512,13863
197,Cinta dos Elementos Estilhaçados,64,13867
198,Cota Encadeada do Conduíte Elemental,32,13869
199,Perneiras do Estilhaço da Aniquilação,128,13871
200,Pisantes das Almas Decompostas,256,13872
201,Turbante da Explosão Perpétua Contida,2,13873
202,Luvas dos Espreita-almas,1024,13874
203,Manoplas das Munições Magistrais,512,13875
204,Colar dos Fragmentos de Galhada Anciã,4,13876
205,Botas de Fragmentos de Navalha,256,13877
206,Colete da Abundância,32,13866
207,Guantes da Abominação,1024,13832
208,Guarda-peito da Transferência Descontrolada,32,13833
209,Envoltórios da Harmonia Feéria,1024,13881
210,Chestplate of Test 1 Override,32,13882
211,Chest of Test 2 Override,32,13883
213,Three-pronged Defender (DNT),4,13588
218,Palmilhas da Véspera Furiosa,256,13884
219,Munhequeiras dos Ensinamentos Sinistros,512,13885
220,Elo dos Ensinamentos Sinistros,2048,13885
222,Dragonas da Harmonia das Esferas,8,13887
223,Perneiras da Harmonia das Esferas,128,13887
224,Anel do Comando Pálido,2048,13888
225,Sandálias do Comando Pálido,256,13888
226,Guarda-peito da Espiral Mortífera,32,13663
227,Coxotes da Monstruosidade,128,13665
228,Cinta da Reanimação,64,13666
229,Elo Vampírico,2048,13668
230,Guarda-ombros da Runa Carmesim,8,13669
231,Guarda-braços do Zero Absoluto,512,13673
232,Coturnos do Agarrar Interminável,256,13675
233,Patuá da Queda Meteórica,4,13679
234,Ombreiras do Congelamento Profundo,8,13682
235,Munhequeiras do Comando Disciplinar,64,13684
236,Botas do Potencial Expandido,256,13685
237,Ombreiras Adornadas da Harmonia Arcana,8,13691
238,Dragonas do Tempo Inscritas,32,13692
239,Vínculo do Paragão Louco,64,13694
240,Devoção de Uther,4,13695
242,Escamas do Inquisidor Incansável,128,13709
243,Guarda-pernas da Represália,128,13713
244,Manoplas do Senhor do Trovão,1024,13716
245,Braçais do Descontrolado,512,13720
246,Guarda-pulsos do Senhor da Batalha,512,13722
247,Grande Elmo da Reverberação Sísmica,2,13723
248,Cinta do Traztormento,64,13742
249,Braceletes Entalhados da Angústia Coletiva,512,13775
250,Guarda-ombros do Meio-gigante,8,13776
251,Cintel do Clarão Sombrio,64,13777
253,Espaldares de um Senhor da Ruína Tombado,8,13779
254,Cordão da Teoria do Caos,64,13780
255,Núcleo Vil Errático,2048,13781
256,Pingente do Bombardeiro Vil,4,13782
258,Avambraços Perdidos do Profanador,512,13784
259,Açoite Espiralante da Chama Vil,64,13785
260,Grilhões de Alma Calcinados,512,13786
261,Banda do Envenenador Tóxico,64,13791
262,Perneiras de Treinamento da Família Zoldyck,128,13796
263,Aro do Passo-d'ocaso,2048,13797
264,Cintel Encharcado do Pele-verde,64,13798
265,Bracelete do Logro,512,13799
266,Manto da Celeridade,8,13789
267,Avambraços do Apito de Ave,512,13800
268,Finalidade,32,13801
269,Visão Deturpada de Akaari,2,13802
270,Consequência Apodrecida,128,13803
271,Mantelete da Sombra Mortífera,64,13804
273,Guarda-ombros Sempre-ardente,8,13810
274,Agarre Solene da Angústia Coletiva,512,13775
275,Vestimentas da Calada da Noite,128,13778
276,Guarda-ombros do Bombardeiro Vil,8,13782
277,Fogo Perene,0,13810
278,Medalhão Brasonado da Chama das Trevas,4,13783
280,Ciclo Infinito do Caos,64,13780
282,Dragonas do Ocaso e Aurora,8,13697
283,Cinta da Transferência Descontrolada,64,13833
284,Coxotes da Finalização,128,13834
285,Coxotes da Fome Insaciável,128,13835
286,Cinta da Abominação,64,13832
287,Cinta da Glória,64,13836
288,Elmo do Pecador,2,13837
289,Cordão da Indulgência Pecaminosa,64,13839
290,Amarras do Enxame Irascível,512,13841
291,Talismã da Afinidade Irmanada,4,13844
292,Perneiras dos Espíritos Celestiais,128,13846
293,Amarras da Nuvem de Gafanhotos,512,13841
294,Cinta da Clareza Retumbante,64,13851
295,Cinta da Ressonância Divina,64,13853
296,Brafoneiras do Martelete Devotado ao Dever,8,13854
297,Espaldares do Massacre Fulgurante,8,13857
298,Braçadeiras das Brasas Radiantes,512,13853
299,Perneiras das Temporadas de Fartura,128,13861
300,Fecho do Pacto de Bwonsamdi,64,13862
301,Braçadeiras do Pacto de Bwonsamdi,512,13863
302,Brafoneiras da Abundância,8,13866
303,Amuleto dos Elementos Estilhaçados,4,13867
304,Munhequeiras da Condutividade Elemental,512,13869
305,Cinto dos Estilhaços da Aniquilação,64,13871
306,Mitenes da Algibeira com Alma Decomposta,1024,13872
307,Guarda-ombros da Energia Explosiva Perpétua,8,13873
308,Cintel de Espreitar Almas,64,13874
309,Capuz Encadeado das Munições,2,13875
310,Guarda-pernas do Arame Farpado,128,13877
312,Munhequeiras da Abominação,512,13832
313,Cinta da Transferência Descontrolada,64,13833
314,Cinto de Corda da Harmonia Feéria,64,13881
315,Boots of Test 1 Override,256,13882
316,Ring 1 Test 2 Override,0,13883
317,dfg,16777216,13588
318,Test,131072,13588
319,Escarpes do Poder Elísio,256,13889
320,Grevas do Poder Elísio,128,13889
321,Cinta da Ressonância Divina,64,13890
322,Guarda-peito da Ressonância Divina,32,13890
323,Talismã do Congelamento Profundo,4,13682
324,Luvas do Sortílego,1024,13681
325,Guarda-pernas do Senhor da Ruína,128,13809
326,Cinta da Runa Carmesim,64,13669
327,Pingente de Peleteiro do Guima,4,13744
328,Elo das Brasas da Forja da Alma,2048,13745
329,Grevas do Caçador de Rylaks,128,13750
330,Gargantilha do Ocaso à Aurora,4,13697
331,Elo da Presa Sangrenta,2048,13792
332,Mortalha Ensanguentada,65536,13795
333,Sinete do Tremor Profundo,2048,13725
334,Munhequeiras dos Elementos das Profundezas,512,13726
335,Dragonas da Sinergia Demoníaca,8,13761
336,Escarpes da Reverberação Sísmica,256,13723
337,Elo dos Descontrolados,2048,13720
338,Manto da Finalidade,65536,13834
339,Pingente dos Pecaminosos,4,13837
340,Anel do Martelete Devotado ao Dever,2048,13854
341,Mortalha do Massacre Fulgurante,65536,13857
342,Guantes do Pacto de Bwonsamdi,1024,13862
343,Gargantilha da Abundância,0,13866
344,Patuá da Explosão Perpétua,4,13873
