Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
Ozruk,"Ozruk é um dos guardiões do Litocerne desde a criação do Geodomo. Não se sabe o motivo por que Ozruk permaneceu no Litocerne, mas está claro que o guardião agora acredita que qualquer um que se oponha ao Asa da Morte é um ameaça ao Geodomo e deve ser eliminado.",0.50499004,0.23053885,112,67,1058,3,2405,324,0,0,-1
Alta-sacerdotisa Azil,"A alta-sacerdotisa Azil é uma das raras sobreviventes da comunhão com os lúgubres mestres do Martelo do Crepúsculo, ainda que lhe reste muito pouco de sanidade. Azil instila o terror entre sectários inferiores para que eles se sacrifiquem sem hesitar ao comando de seus mestres.",0.5748506,0.38772452,113,67,1057,4,2411,324,0,0,-1
Grã-vizir Ertan,"Sob o comando de Asaad, Ertan defende o Pináculo do Vórtice contra qualquer habitante da terra que ouse invadir o reino. Para tanto, foi concedida a essa nobre elemental a maestria sobre as forças primordiais dos relâmpagos e dos ventos.",0.5499004,0.44760478,114,68,1043,1,2419,325,0,0,-1
Altairus,"O colossal corisserpe Altairus vigia obstinadamente as plataformas flutuantes do Pináculo do Vórtice. A energia das tempestades pulsa em Altarius, e diz-se que esse ser comanda os ventos que açoitam a fortaleza elemental.",0.51996017,0.8218564,115,68,1041,2,2425,325,0,0,-1
"Asaad, o Califa dos Zéfiros","O temível elemental Asaad foi feito guardião do Pináculo do Vórtice pelo próprio Al'Akir. Com Siamat, o Senhor do Vento Sul, aprisionado pelos tol'vir Neferset, Asaad acredita que ascenderá ao Conclave do Vento se cumprir bem a função.",0.30039954,0.3802395,116,68,1042,3,2431,325,0,0,-1
General Husam,"Os titãs pessoalmente nomearam o general Husam como um dos mais notáveis guardiões de Uldum. Depois que Siamat, o Senhor do Vento Sul, curou a maldição da carne dos tol'vir Neferset, Hussam liderou uma rebelião que culminou na prisão do elemental do ar.",0.3752497,0.42514968,117,69,1052,1,2437,277,0,0,-1
Trancabucho,"Em meio à caótica insurreição dos Neferset contra Siamat, o pigmeu Augh saqueou todos os tesouros que encontrou na antiga cidade tol'vírica. Entre os seus, o pigmeu é respeitado tanto pela astúcia como pelo crocolisco de estimação, o Trancabucho.",0.674651,0.724551,118,69,1054,2,2442,277,0,0,-1
Sumo Profeta Barim,"O sumo profeta Barim é o santificado líder espiritual dos Neferset. Ao lado do general Husam, ele chamou os compatriotas às armas contra Siamat e capturou o elemental do ar. A despeito disso, alguma força sombria ainda leva Barim e seus seguidores a aterrorizar Uldum.",0.270459,0.657186,119,69,1053,3,2455,277,0,0,-1
Siamat,"A remoção da maldição da carne que assolava os tol'vir Neferset deixou exaurido o temível Siamat. Aproveitando-se do momento de fragilidade do elemental, os tol'vir usaram de mágica para prender Siamat no centro da antiga cidade tol'vírica assolada pelo vento.",0.4151698,0.5523952,122,69,1055,4,2474,277,0,0,-1
Guardião do Templo Anhuur,"Nos derradeiros dias da ocupação dos Salões Primordiais por tropas titânicas, o guardião do templo Anhuur foi dotado da força de vontade necessária para empunhar a Luz. Fortalecido, Anhuur recebeu a tarefa de julgar a pureza daqueles que adentram o lugar.",0.5848307,0.62724555,124,70,1080,1,2489,297,0,0,-1
Ptah Furitérreo,A areia em torno do túmulo de Ptah Furitérreo está coberta pelos ossos das criaturas purificadas por Anhuur. Dizem que Ptah consegue manipular essas ossadas e enviá-las contra todos que escapam da primeira linha de defesa do lugar.,0.5,0.49251497,125,70,1076,2,2540,298,0,0,-1
Anraphet,"A unidade de manutenção Anraphet foi criada para cuidar do trabalho interno nos Salões Primordiais. Caso os Salões sejam contaminados por entidades estranhas ao lugar, Anraphet acessará programas desenvolvidos para aniquilar invasores a qualquer custo.",0.5598805,0.14071846,126,70,1075,3,2551,297,0,0,-1
"Isiset, o Constructo Mágico",Isiset dedica-se a regular as energias arcanas contidas e criadas nos Salões Primordiais. Diz-se que ela ficou extasiada pela própria maestria arcana e pela perfeição que aparentemente essas energias lhe concedem.,0.31037956,0.5,127,70,1077,4,2555,299,0,0,-1
"Ammunae, o Constructo Vital","Embora tenha sido projetado para reduzir Azeroth a seus elementos básicos, o sistema reordenador dos Salões Primordiais também cria vida. Para tanto, o constructo Ammunae regula as energias naturais que cruzam a estrutura para garantir que a vida persistirá em uma Azeroth remodelada.",0.47504994,0.74700606,128,70,1074,5,2565,299,0,0,-1
"Setesh, o Constructo Destrutivo","Dado o propósito dos Salões Primordiais, os titãs consideraram necessária a criação de Setesh, um constructo que controla os poderes destrutivos. Caso Setesh ceda à corrupção, os resultados poderão ser desastrosos.",0.63972116,0.49251497,129,70,1079,6,2666,299,0,0,-1
"Rajh, o Constructo do Sol","Rajh cuida das energias que tanto instilaram vida como trouxeram morte para muitos da sua espécie. Considerado o mais poderoso dos contructos, Rajh detém o poder de liberar a fúria de mil sóis sobre Azeroth.",0.47504994,0.25299394,130,70,1078,7,2926,299,0,0,-1
General Umbriss,"O cruel general Umbriss comanda sectários e dragomorfos do crepúsculo na defesa da fortaleza de Grim Batol, que sofre constante ataque dos campeões de Azeroth e seus aliados, os dragões vermelhos.",0.40518978,0.6871258,131,0,0,1,29541,293,0,0,-1
Mestre Forjador Throngus,"Ferreiro do Martelo do Crepúsculo, este gigantesco gorjala não hesitará em usar o armamento que ele próprio forjou para aniquilar invasores.",0.515,0.3,132,0,0,2,816,293,0,0,-1
Drahga Queimassombra,"Este mensageiro do Martelo do Crepúsculo está em missão para o Bastião do Crepúsculo. Caso seus lacaios de fogo sejam derrotados por guerreiros, Drahga liberará um portento destrutivo sobre os defensores de Azeroth.",0.6946116,0.19311368,133,0,0,3,3364,293,0,0,-1
"Erúdax, o Duque do Abismo","Asa da Morte destacou um de seus melhores oficiais para descobrir um segredo que muitos dragões vermelhos morreram para proteger. Das entranhas cavernosas do Geodomo, este general sem-rosto lançará mão da próxima geração do poder dragônico para eliminar aqueles que forem tolos o bastante para desafiá-lo.",0.8562618,0.74700606,134,0,0,4,3374,293,0,0,-1
Argaloth,"Diante da impossibilidade de confinar o gigantesco lorde abissal Argaloth nas celas do grande Castelo Violeta de Dalaran, só restou aos magos do Kirin Tor encerrar o poderoso demônio sob Tol Barad.",0.8043925,0.6347306,139,75,1033,1,2602,282,0,2,15
Occu'thar,"Este demônio voraz libertou-se da cela onde estava, acessou a ala oeste da prisão e devorou todos os outros prisioneiros. A gula de Occu'thar resultou em um corpo inchado demais para escapar, transformando a ala oeste em um novo cárcere.",0.15568893,0.6317773,140,75,1250,2,2605,282,0,2,15
O Conclave do Vento,"Com Siamat, o Senhor do Vento Sul, aprisionado pelos tol'vir, os tenentes de Al'Akir competem para ocupar o posto vago no Conclave do Vento. Os membros restantes são Anshal, Senhor do Vento Oeste, cujas brisas envenenam os inimigos e curam os aliados; Rohash, Senhor do Vento Leste, cujas tempestades transformam as maiores montanhas em montes de pó; e Nezir, Senhor do Vento Norte, cujas tormentas gélidas já levaram mais vidas do que todos os outros senhores dos ventos juntos.",0.47504994,0.26047897,154,74,1035,1,3166,328,0,2,15
Al'Akir,"Dotado de grande inteligência e astúcia, Al'Akir, o Senhor dos Ventos, foi o principal tático dos terríveis exércitos dos Deuses Antigos. Com o Cataclismo, Al'Akir alinhou-se a Asa da Morte e voltou seus poderes divinos contra muitas das ancestrais nêmesis tol'vir dos elementais do ar.",0.47504994,0.5,155,74,1034,2,3021,328,0,2,15
Halfus Quebra-serpe,"Imbuído de poder inatural e vigor por Cho'gall, o gorjala Halfus Quebra-serpe captura dragões para serem usados como matéria-prima dos rituais do Martelo do Crepúsculo. Para ajudá-lo na caçada, Halfus escravizou um beemote proto-dragão.",0.5349303,0.19311368,156,72,1030,1,2959,294,0,2,15
Valiona e Theralion,"Tornados adultos por meio de magia, Valiona e Theralion seriam modelos de uma nova ninhada de dragões do crepúsculo, líderes de sua linhagem no esforço para arrasar Azeroth. No entanto, a dupla desperdiça seus incríveis poderes brigando entre si.",0.53992033,0.7844312,157,72,1032,2,2994,294,0,2,15
Conselho Ascendente,"Com os mais poderosos sectários do Martelo do Crepúsculo transformados em elementais, os membros do Conselho Ascendente há muito deixaram para trás suas existências como meros mortais. De seu santuário malévolo, o Conselho supervisiona a seleção de candidatos à ascensão.",0.42514983,0.4550898,158,72,1028,3,3109,295,0,2,15
Cho'gall,"Sob o domínio de Cho'gall, o clã órquico Martelo do Crepúsculo transformou-se em um culto assassino obcecado pelos Deuses Antigos e o arauto deles, Asa da Morte. O contato prolongado com o sombrio mestre corrompeu terrivelmente o corpo e a mente de Cho'gall.",0.73453194,0.7544911,167,72,1029,4,3165,295,0,2,15
Sinestra,"Sinestra, a consorte predileta de Asa da Morte, criou os primeiros dragões do crepúsculo, mas acabou morta por uma de suas criações terríveis. Sinestra agora é apenas uma couraça devastada, reanimada por magias pérfidas, que supervisiona a criação de novas ninhadas do crepúsculo.",0.49001998,0.34281433,168,72,1082,5,3226,296,0,2,12
Sistema de Defesa Omnitron,"O Sistema de Defesa Omnitron foi um dia exaltado como a grande maravilha tecnológica dos anões Ferro Negro. Ao chegar no Descenso do Asa Negra, Nefarian aproveitou o sistema desativado para aniquilar qualquer um que invadir seu laboratório.",0.6546913,0.5748503,169,73,1027,1,3193,285,0,2,15
Magorja,"Magorja é um colossal verme de lava evocado das Terras do Fogo há séculos pelos Ferro Negro, notórios serviçais de Ragnaros. Nefarian considera Magorja uma peste inconveniente, mas apegou-se ao hábito de alimentar a fera com experimentos fracassados... e servos.",0.27544948,0.5748503,170,73,1024,2,3310,285,0,2,15
Atramedes,"Atramedes, ou Experimento 25463-D, é fruto de uma tentativa fracassada de aprimorar os sentidos de um dragonete negro. O unguento tóxico aplicado sobre o filhote roubou-lhe a visão, deixando-o dependente da audição e do olfato para sobreviver. Uma história trágica... não fosse Atramedes um ser tão maléfico.",0.47504994,0.32784426,171,73,1022,3,3072,286,0,2,15
Khímaron,Aterrorizante. Horroroso. Maléfico. Mata!,0.2455094,0.70209587,172,73,1023,4,3008,286,0,2,15
Maloriak,"Malory era um jovem e brilhante alquimista humano até ser sequestrado por Nefarian e ter o corpo fundido com o de um dragomorfo. O ser resultante, Maloriak, é apenas um canhestro lacaio, pálido reflexo da inteligência de outrora.",0.7145718,0.70209587,173,73,1025,5,2929,286,0,2,15
O fim de Nefarian,"Filho do Asa da Morte, Nefarian ficou conhecido pelas infames tentativas de criar dragões cromáticos a partir da essência de várias revoadas de Azeroth. Nefarian pereceu no Covil Asa Negra, mas foi ressuscitado por Asa da Morte para dar seguimento a seus propósitos pérfidos.",0.48003995,0.70209587,174,73,1026,6,3276,286,0,2,15
Sumo sacerdote Venoxis,"A princípio designado como assassino de Hakkar, Venoxis acabou escravizado por esse ente sanguinário até perecer sob os heróis de Azeroth. Com os esforços dos agentes do Esfolador de Almas, Venoxis foi arrancado do mundo espiritual para defender Zul'Gurub com suas serpentes venenosas.",0.5099801,0.53742516,175,76,1178,1,2787,337,0,0,-1
Sangrelorde Mandokir,"O infame sangrelorde Mandokir sofreu uma morte dolorosa e teve o corpo profanado por trolls Sanguescalpo. Dizem que Mandokir mais uma vez vaga pelas florestas do Espinhaço, usando o cadáver do poderoso chefe Sanguescalpo Gan'zulah como receptáculo de seu espírito malévolo.",0.60479087,0.7994013,176,76,1179,2,2610,337,0,0,-1
Antro da Loucura – Gri'lek,"Entre os espíritos odiosos do Antro da Loucura estão Gri'lek, um troll hediondo despojado de suas habilidades regenerativas pelos Loa; Renataki, um guerreiro infame e sádico; Hazza'rah, um vidente atormentado por medonhas previsões; e Vuxulai, um grande lutador que ataca com o poder da tempestade.",0.599801,0.462575,177,76,788,3,2504,337,0,0,-1
Antro da Loucura – Hazza'rah,"Entre os espíritos odiosos do Antro da Loucura estão Gri'lek, um troll hediondo despojado de suas habilidades regenerativas pelos Loa; Renataki, um guerreiro infame e sádico; Hazza'rah, um vidente atormentado por medonhas previsões; e Vuxulai, um grande lutador que ataca com o poder da tempestade.",0.6367,0.462575,178,76,788,4,3508,337,0,0,-1
Antro da Loucura – Renataki,"Entre os espíritos odiosos do Antro da Loucura estão Gri'lek, um troll hediondo despojado de suas habilidades regenerativas pelos Loa; Renataki, um guerreiro infame e sádico; Hazza'rah, um vidente atormentado por medonhas previsões; e Vuxulai, um grande lutador que ataca com o poder da tempestade.",0.599801,0.51497,179,76,788,5,2501,337,0,0,-1
Antro da Loucura – Vuxulai,"Entre os espíritos odiosos do Antro da Loucura estão Gri'lek, um troll hediondo despojado de suas habilidades regenerativas pelos Loa; Renataki, um guerreiro infame e sádico; Hazza'rah, um vidente atormentado por medonhas previsões; e Vuxulai, um grande lutador que ataca com o poder da tempestade.",0.601905,0.414711,180,76,788,6,2498,337,0,0,-1
Alta-sacerdotisa Kilnara,"Quando a alta-sacerdotisa Arlokk foi morta, a loa-pantera Bethekk escolheu a irmã dela, Kilnara, como a nova campeã mortal. Fiel ao recente pacto entre as tribos Gurubashi e Zandalar, Kilnara soltou suas panteras selvagens sobre os desavisados habitantes da região.",0.48003995,0.20059872,181,76,1180,7,2692,337,0,0,-1
Zanzil,"Exilado pela tribo Rachacrânio por transformar seus irmãos trolls em escravos sem mente, Zanzil recentemente foi convidado a juntar-se aos Gurubashi por Jin'do, o Doma-deus, em troca de apoio às tropas de Zul'Gurub. Sabe-se que seus elixires tóxicos são capazes até de levantar os mortos.",0.31733844,0.24550891,184,76,1181,8,2508,337,0,0,-1
"Jin'do, o Doma-deus","Jin'do foi derrotado em Zul'Gurub e seu espírito, atormentado pelo fracasso, obrigou-se a servir os desígnios de Hakkar. No entanto, Jin'do descobriu uma forma de voltar ao mundo e escravizou o Esfolador de Almas. Exaltado pelos terríveis poderes do deus terrível, Jin'do pretende devolver a antiga glória ao império Gurubashi.",0.48502997,0.39520955,185,76,1182,9,2899,337,0,0,-1
Akil'zon,"Quando ainda era xamã da tribo Amani, Akil'zon apresentava habilidade sobrenatural no manejo do elemento ar. Este talento chamou a atenção do grão-bagateiro Malacrass, e a decisão sobre quem seria o receptáculo do deus-águia troll tornou-se óbvia.",0.35528967,0.23053885,186,77,1189,1,2521,333,0,0,-1
Nalorakk,O grão-bagateiro Malacrass considerou Nalorakk – conhecido pela raiva espantosa e força selvagem no campo de batalha – o receptáculo ideal para a essência do deus-urso.,0.40518978,0.7739929,187,77,1190,2,2867,333,0,0,-1
Jan'alai,"Falcodragos são predadores habilidosos que dilaceram inimigos com garras afiadas como navalhas. Esta é a estratégia de ataque de escolha de Jan'alai, um dos assassinos altamente qualificados da tribo Amani.",0.55489045,0.7095809,188,77,1191,3,2621,333,0,0,-1
Halazzi,"Os linces de Azeroth são caçadores cruéis que destroçam a presa com unhas e dentes. Assim, o grão-bagateiro Malacrass percebeu que seria ótima ideia encerrar a essência do deus-lince em um dos maiores caçadores da tribo.",0.5848307,0.23802388,189,77,1192,4,2804,333,0,0,-1
Grão-bagateiro Malacrass,"Reputado como um dos mais temidos mandingueiros da tribo Amani por décadas, o grão-bagateiro Malacrass quebrou um tabu e encarcerou a essência de vários deuses animais trólicos nos seus mais fortes guerreiros... reservando a mais sombria para si próprio.",0.7145718,0.5299401,190,77,1193,5,2706,333,0,0,-1
Daakara,"Para preencher o vácuo de poder deixado pela morte de Zul'jin, o velho senhor da guerra, os trolls Amani remanescentes escolheram o adorado campeão da tribo, Daakara, o Invencível, para reconquistar a glória perdida.",0.90419334,0.5299401,191,77,1194,6,2875,333,0,0,-1
Beth'tilac,"Matriarca dos Teia de Cinzas, Beth'tilac e sua prole implacável alimentam-se sugando o magma e as chamas dos cadáveres de elementais. Para satisfazer plenamente o apetite da ninhada, Beth'tilac também teceu um complexo emaranhado de teias incendiárias por todo o covil, ansiando por presas desavisadas.",0.21057922,0.32784426,192,78,1197,1,20826,367,0,0,-1
Lorde Rhyolith,"Rhyolith é um dos mais antigos elementais de Azeroth, nascido do fogo primordial que forjou o próprio planeta. Ele cuida da criação de novos elementais nas Terras do Fogo e guarda um ódio abrasador contra os titãs pela tremenda arrogância de o terem transferido.",0.65369326,0.7500001,193,78,1204,2,20812,367,0,0,-1
Alysrazor,"Quando as tropas de Ragnaros avançaram sobre o Monte Hyjal, a dragonesa Alysra traiu os aliados e ajudou a libertar o traiçoeiro arquidruida Fandral Guenelmo. Como recompensa, a dragonesa foi purificada pelas chamas e renasceu como um temível falcão de fogo.",0.6437137,0.38023955,194,78,1206,3,20817,367,0,0,-1
Shannox,"Os ardilantes são os mais temidos guardiões elementais das Terras do Fogo. Shannox não é exceção. Caçador-chefe e mestre do canil dos mastins infernais de Ragnaros, Shannox patrulha o reino elemental com duas feras atrozes: Ranca-membro e Face da Fúria.",0.49301347,0.44311342,195,78,1205,4,20808,367,0,0,-1
"Balroc, o Guarda-pórtico","Balroc construiu uma reputação de combatente implacável durante as antigas guerras elementais de Azeroth. Agora, confinado às Terras do Fogo, Balroc está perdendo a sanidade. Poucos são os elementais que ousam perturbá-lo, temerosos de se tornarem vítimas de sua sede de batalha.",0.4950096,0.3098805,196,78,1200,5,20822,367,0,0,-1
Senescal Guenelmo,"O espírito de Fandral Guenelmo ficou devastado com a perda do filho, Valstann, na Guerra das Areias Cambiantes. Agora, entronizado por Ragnaros como novo senescal das Terras do Fogo – em substituição ao falecido senescal Executus – e líder dos ardilosos Druidas da Chama, Fandral prefere ver Azeroth destruída a viver sem o amado filho.",0.5099801,0.72455096,197,78,1185,6,20830,369,0,0,-1
Ragnaros,"Ragnaros, o senhor das Terras do Fogo, representa fisicamente a fúria e a destruição do inferno primordial em que Azeroth foi forjada. Após a oferta da oportunidade de incinerar Azeroth sem a interferência de Neptulon e Therazane, Ragnaros tenta agradar os Deuses Antigos incendiando a Árvore do Mundo de Nordrassil.",0.507502,0.15383,198,78,1203,7,20834,369,0,0,-1
Eco de Tyrande,"Outrora líder dos elfos noturnos e alta-sacerdotisa de Eluna, esse fragmento distorcido pelo tempo de Tyrande Murmuréolo hoje vagueia pelas ruínas do futuro arrasado de Azeroth. Envolta em uma escuridão perpétua, a única coisa que lhe resta é o alento da acolhedora luz de Eluna.",0.515514,0.433775,283,184,1884,4,3667,405,0,0,-1
Eco de Jaina,"O fragmento atormentado de Jaina Proudmore foi fendido e infuso nos pedaços estilhaçados do cajado dela. Esse eco precisa ser derrotado a fim de que o equilíbrio das linhas do tempo seja restaurado. Contudo, o devastador poder mágico da outrora orgulhosa governante de Theramore sobrevive no seu espectro devastado pelo tempo. Na futura Azeroth, ela está apenas dividida e aguardando...",0.495389,0.660817,285,184,1883,2,3641,402,0,0,-1
Murozond,"Vivendo além do tempo, Murozond já foi o grandioso aspecto dragônico Nozdormu, o Atemporal. Depois de ver a própria morte, revelada pelos titãs, o atormentado Nozdormu foi convencido pela argúcia dos Deuses Antigos a tentar subverter a mortalidade. Como resultado, Nozdormu despedaçou as linhas do tempo e criou a Revoada Dragônica Infinita... pondo em risco o futuro de Azeroth.",0.484811,0.323013,289,184,1271,5,3675,406,0,0,-1
Peroth'arn,"Como muitos dos demais Altaneiros, Peroth'arn se aliou ao corrompido Xavius em troca do dom do poder demoníaco.

Mestre de magias diabólicas e portador da maldição dos sátiros, Peroth'arn defende a Legião Ardente próximo ao palácio de Azshara, pronto para destruir os que esperam impedir a entrada de Sargeras, o Titã Sombrio, em Azeroth.",0.237485,0.482577,290,185,1272,1,4164,398,0,0,-1
Rainha Azshara,"As canções sobre a beleza, a majestade e o poder da rainha Azshara são tantas, que chegam a ser incontáveis, mas foi a vaidade dela que levou os Altaneiros a evocar a Legião Ardente. Ela agora observa enquanto seus magos mais confiáveis fortalecem o portal por onde Sargeras será trazido a Azeroth, indiferente à morte de inúmeros de seus servos nos preparativos para a chegada do Titã Sombrio.",0.463389,0.369625,291,185,1273,2,3968,398,0,0,-1
Mannoroth e Varo'then,"Varo'then, comandante da guarda pessoal da rainha Azshara, e Mannoroth, lorde Abissal cujo sangue corromperá a raça orc, são a última linha de defesa contra os que tentam impedir a chegada de Sargeras a Azeroth. Embora Tyrande e Illidan tenham lutado bravamente até então, o destino de Azeroth será decidido à beira da Nascente da Eternidade.",0.873028,0.482577,292,185,1274,3,3684,398,0,0,-1
Morchok,"O mais poderoso elemental ainda sob a influência do Asa da Morte, Morchok, outrora um guardião passivo, convenceu-se de que só terá descanso com o fim de Azeroth. Morchok se enfurece contra a base do Templo do Repouso das Serpes, o último raio de esperança na Hora do Crepúsculo.",0.503996,0.692524,311,187,1292,1,3879,409,0,0,-1
