ID,Name_lang,OrderIndex
102,Tempestade Cervejeira,0
103,Batalha em Alto-mar,0
104,Sangue na Neve,0
105,Cripta dos Reis Esquecidos,0
106,Coração Sombrio de Pandária,0
107,Cenário de Pandária Aleatório,0
108,Os Segredos das Cavernas Ígneas,0
109,Masmorra de Draenor Aleatória,0
110,Cidadela Fogo do Inferno,0
111,Masmorra Aleatória de Legion,0
112,Olho de Azshara,9
113,Bosque Corenegro,12
114,Salões da Bravura,10
115,Covil de Neltharion,10
116,Ataque ao Castelo Violeta,40
117,Câmara das Guardiãs,13
118,Castelo Corvo Negro,17
119,Gorja das Almas,40
120,Pátio das Estrelas,10
121,O Arcâneo,40
122,Pesadelo Esmeralda,40
123,Baluarte da Noite,3
124,Ilhas Partidas,0
125,Retorno a Karazhan,41
126,Provação da Bravura,2
127,Karazhan Inferior,5
128,Karazhan Superior,6
129,Catedral da Noite Eterna,41
130,Fenda Chagamedo,0
131,Tumba de Sargeras,4
132,"Antorus, o Trono Ardente",5
133,Sede do Triunvirato,41
134,Argus,0
135,Uldir,0
136,Masmorra Aleatória de Battle for Azeroth,0
137,Atal'Dazar,30
138,Terra Podre,10
139,Templo de Sethraliss,30
140,A MEGAMINA!!,30
141,Repouso do Rei,30
142,Angra do Facão,10
143,Santuário da Tempestade,30
144,Tol Dagor,30
145,Mansão Capelo,30
146,Cerco de Boralus,30
247,Kul Tiraz,0
248,Zandalar,0
249,Expedições Insulares,0
251,Batalha de Dazar'alor,0
252,Caldeirão das Tempestades,0
253,Operação: Gnomecan,30
254,Palácio Eterno,0
255,Batalha por Stromgarde,0
256,Operação: Gnomecan - Ferro-velho,30
257,Operação: Gnomecan - Oficina,30
258,"Ny'alotha, a Cidade Desperta",0
259,Empéstia,20
260,O Outro Lado,20
261,Salões da Expiação,20
262,Brumas de Tirna Scithe,20
263,Profundezas Sanguinárias,20
264,Torres da Ascensão,20
265,Chaga Necrótica,20
266,Teatro da Dor,20
267,Castelo de Nathria,0
269,Chefes Mundiais,0
270,Shadowlands,0
271,Sacrário da Dominação,0
272,"Tazavesh, o Mercado Oculto",20
273,Corredores Serpenteantes,0
274,Salão de Skoldus,1
275,Recônditos Superiores,1
276,Forjas da Alma,0
277,Mort'regar,0
278,Câmaras de Fratura,0
279,Interstício Frigicordis,0
280,Tazavesh: Ruas das Maravilhas,20
281,Tazavesh: Gambito de So'leah,20
282,Sepulcro dos Primogênitos,0
283,Provação do Carcereiro,0
284,Ilhas do Dragão,0
302,Academia Algeth'ar,10
303,Clareira de Courambaia,10
304,Salões da Infusão,10
305,Neltharus,10
306,Poços da Vida Rubi,10
307,Câmara Lazúli,10
308,A Ofensiva Nokhid,10
309,Uldaman: Legado de Tyr,10
310,Câmara dos Encarnados,0
313,"Aberrus, o Crisol Sombrio",0
315,Despertar do Infinito,20
316,Ruína de Galakrond - Despertar do Infinito,20
317,Ascensão de Murozond - Despertar do Infinito,20
318,Ruína de Galakrond - Despertar do Infinito,20
319,"Amirdrassil, a Esperança Onírica",0
322,Fenda Chamanegra,10
323,"Ara-Kara, a Cidade dos Ecos",10
324,Priorado da Chama Sagrada,10
325,O Viveiro,10
326,O Alvorada,10
327,Hidromelaria Cinzagris,10
328,Abóboda de Pedra,10
329,Cidade das Tramas,10
331,Loucura Fúngica,0
332,Repouso de Kriegval,0
333,Minas Rastaterra,0
334,Covil de Zekvir,13
335,Usina Hidráulica,0
336,Fosso do Pavor,0
337,Santuário do Ocaso,0
338,Caverna Micomante,0
339,A Fossa,0
340,Fenda Rastejante,0
341,O Subforte,0
342,Abismo Tak-Rethan,0
343,Trama Espiral,0
344,Aldeia Rocha Verde,0
346,Ungá Ingô,0
347,Arena da Aniquilação,0
348,Festival da Cerveja da Lua,0
351,Ataque a Zan'vess,0
352,Adaga no Escuro,0
353,Um Pouco de Paciência,0
354,Ponto de Dominação,0
355,Ancoradouro do Leão,0
362,Palácio Nerub-ar,0
363,Khaz Algar,0
371,Operação: Comporta,10
372,Abismo Rocha Negra,0
373,Sítio de Escavação 9,0
374,Ralo da Ruela,0
375,Competição de Demolição do Infrachefe,0
377,Libertação da Inframina,0
378,Manaforja Ômega,0
381,Ecodomo Al'dani,10
394,Ataque Arquivístico,0
395,Santuário Navalha do Caos,0
