Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
Vitórias na Ravina Brado Guerreiro,Vitórias na Ravina Brado Guerreiro,,105,-1,-1,0,153,0,0,1,21,136243,0,3068,0,0,0,0
Criaturas abatidas,Criaturas abatidas,,107,-1,-1,0,135,0,0,1,1,136243,0,762,0,0,0,0
Bichos abatidos,Bichos abatidos,,108,-1,-1,0,135,0,0,1,4,136243,0,774,0,0,0,0
Chefe de masmorras para 5 jogadores da expansão Wrath of the Lich King abatido mais vezes,Chefe de masmorras para 5 jogadores da expansão Wrath of the Lich King derrotado mais vezes,,110,-1,-1,0,14807,0,0,1,8,136243,0,2277,1467,0,0,0
Mortes por afogamento,Mortes por afogamento,,112,-1,-1,0,122,0,0,1,2,136243,0,9921,0,0,0,0
Mortes por fadiga,Mortes por fadiga,,113,-1,-1,0,122,0,0,1,3,136243,0,777,0,0,0,0
Mortes por queda,Mortes por queda,,114,-1,-1,0,122,0,0,1,4,136243,0,2429,0,0,0,0
Mortes por fogo e lava,Mortes por fogo e lava,,115,-1,-1,0,122,0,0,1,5,136243,0,1592,0,0,0,0
"Alcançar 150 pontos de perícia em uma categoria ""Classic"" de uma profissão primária.",O Profissional,,116,-1,-1,0,169,1,10,0,1,134327,0,65946,0,0,0,0
"Alcançar 150 pontos de perícia na categoria ""Classic"" de culinária.",Cozinheiro Profissional,,121,-1,-1,0,170,0,10,0,1,4620671,0,5281,0,0,0,0
"Alcançar 225 pontos de perícia na categoria ""Classic"" de culinária.",Cozinheiro Perito,,122,-1,-1,121,170,0,10,0,2,4620671,0,2377,0,0,0,0
"Alcançar 300 pontos de perícia na categoria ""Classic"" de culinária.",Cozinheiro do Classic,,123,-1,-1,122,170,0,10,0,3,4620671,0,4033,0,0,0,0
"Alcançar 75 pontos de perícia na categoria ""Terralém"" de culinária.",Cozinheiro de Terralém,,124,-1,-1,0,170,0,10,0,4,4620671,0,2432,0,0,0,0
"Alcançar 75 pontos de perícia na categoria ""Nortúndria"" de culinária.",Cozinheiro de Nortúndria,,125,-1,-1,0,170,0,10,0,5,4620671,0,1578,0,0,0,0
"Alcançar 150 pontos de perícia na categoria ""Classic"" de pesca.",Pescador Profissional,,126,-1,-1,0,171,0,10,0,1,4620674,0,1738,0,0,0,0
"Alcançar 225 pontos de perícia na categoria ""Classic"" de pesca.",Pescador Perito,,127,-1,-1,126,171,0,10,0,4,4620674,0,3071,0,0,0,0
"Alcançar 300 pontos de perícia na categoria ""Classic"" de pesca.",Pescador Artífice,,128,-1,-1,127,171,0,10,0,5,4620674,0,2467,0,0,0,0
"Alcançar 75 pontos de perícia na categoria ""Terralém"" de pesca.",Pescador de Terralém,,129,-1,-1,0,171,0,10,0,6,4620674,0,3667,0,0,0,0
"Alcançar 75 pontos de perícia na categoria ""Nortúndria"" de pesca.",Pescador da Nortúndria,,130,-1,-1,0,171,0,10,0,7,4620674,0,2380,0,0,0,0
Alcançar 150 pontos de perícia em Primeiros Socorros.,Socorrista Profissional,,131,-1,-1,0,172,0,0,2099200,1,135966,0,2435,0,0,0,0
Alcançar 225 pontos de perícia em Primeiros Socorros.,Socorrista Perito,,132,-1,-1,131,172,0,0,2099200,3,135966,0,149,0,0,0,0
Alcançar 300 pontos de perícia em Primeiros Socorros.,Socorrista Artífice,,133,-1,-1,132,172,0,0,2048,4,135966,0,1620,0,0,0,0
Alcançar 375 pontos de perícia em Primeiros Socorros.,Socorrista Mestre,,134,-1,-1,133,172,0,0,2048,6,135966,0,3355,0,0,0,0
Alcançar 450 pontos de perícia em Primeiros Socorros.,Grão-mestre Socorrista,,135,-1,-1,134,172,0,0,2048,8,135966,0,2792,0,0,0,0
Criar 500 Bandagens Grossas de Friotrama.,Farmácia particular,,137,-1,-1,0,15496,0,5,131072,14,133674,0,2804,0,0,0,0
Usar uma Bandagem Grossa de Friotrama ou qualquer tipo de Bandagem de Seribrasa ou Lã-de-vento para curar um jogador com menos de 5% de vida.,Bandagens pra que te quero,,141,-1,-1,0,15496,1,5,0,17,134470,0,6753,0,0,0,0
Pescar o Tocaieiro Subterrâneo na Caverna do Serpentário.,O Tocaieiro Supraterrâneo,,144,-1,-1,0,171,0,10,0,25,132107,0,2813,0,0,0,0
Pescar alguma coisa em Orgrimmar e Ventobravo.,O diplomata pescador,,150,-1,-1,0,171,0,10,131072,19,133146,0,1281,0,0,0,0
Pescar em um cardume.,O velho gnomo e o mar,,153,-1,-1,0,171,1,10,0,17,236573,0,609,0,0,0,0
Vencer na Bacia Arathi.,Vitória na Bacia Arathi,,154,-1,-1,0,14802,0,10,0,1,236385,0,2065,0,0,0,0
Conquistar 100 vitórias na Bacia Arathi.,Veterano da Bacia Arathi,,155,-1,-1,154,14802,0,10,131072,2,236381,0,4715,0,0,0,0
Vencer 10 partidas na Bacia Arathi controlando todas as 5 bandeiras.,Domínio territorial,,156,-1,-1,0,14802,0,10,131072,9,236386,0,117,0,0,0,0
Defender e recapturar a bandeira de uma base na Bacia Arathi 50 vezes.,Ao resgate!,,157,-1,-1,0,14802,0,10,131072,7,132365,0,5243,0,0,0,0
Tomar 50 bandeiras na Bacia Arathi.,Capitão Captura,,158,-1,-1,0,14802,0,10,131072,4,236373,0,1076,0,0,0,0
Vencer na Bacia Arathi em no máximo 6 minutos.,Vamos acabar logo com isso,,159,-1,-1,0,14802,0,10,0,10,236387,0,1079,0,0,0,0
Vencer uma batalha na Bacia Arathi superando uma desvantagem de 500 recursos.,Vitória resiliente,,161,-1,-1,0,14802,1,10,0,8,236371,0,4405,0,0,0,0
Vencer na Bacia Arathi por 50 pontos de diferença ou menos.,Meus movimentos são friamente calculados,,162,-1,-1,0,14802,0,10,0,11,136165,0,129,0,0,0,0
Vencer na Bacia Arathi com um placar de 1600 a 0.,Perfeição da Bacia Arathi,,165,-1,-1,0,14802,0,20,0,3,236348,0,881,0,0,0,0
Vencer na Ravina Brado Guerreiro.,Vitória na Ravina Brado Guerreiro,,166,489,-1,0,14804,0,10,0,1,236396,0,419,0,0,0,0
Conquistar 100 vitórias na Ravina Brado Guerreiro.,Veterano da Ravina Brado Guerreiro,,167,489,-1,166,14804,0,10,131072,2,236384,0,422,0,0,0,0
Vencer na Ravina Brado Guerreiro com um placar de 3 a 0.,Perfeição da Ravina Brado Guerreiro,,168,489,-1,0,14804,0,10,0,8,236397,0,9102,0,0,0,0
Fórmulas de encantamento conhecidas,Fórmulas de encantamento conhecidas,,178,-1,-1,0,173,0,0,1,6,136243,0,1285,0,0,0,0
Itens desencantados,Itens desencantados,,181,-1,-1,0,173,0,0,1,8,136243,0,146,0,0,0,0
Materiais obtidos via desencantamentos,Materiais obtidos via desencantamentos,,183,-1,-1,0,173,0,0,1,7,136243,0,2339,0,0,0,0
Transportar e capturar pessoalmente a bandeira na Ravina Brado Guerreiro.,Capturar a bandeira,,199,489,-1,0,14804,0,10,0,3,236350,0,3500,0,0,0,0
Recuperar 50 bandeiras na Ravina Brado Guerreiro.,Defensor persistente,,200,489,-1,0,14804,0,10,131072,4,236355,0,2383,0,0,0,0
Vencer na Ravina Brado Guerreiro em no máximo 7 minutos.,Domínio da Ravina,,201,489,-1,0,14804,0,10,0,9,236398,0,8437,0,0,0,0
Pegar a bandeira e capturá-la em no máximo 75 segundos.,Ándale! Ándale!,,202,489,1,0,14804,0,10,0,16,236353,0,2342,0,0,0,0
"Em uma mesma batalha na Ravina Brado Guerreiro, abater 2 portadores da bandeira antes que eles saiam da Sala da Bandeira Asa de Prata.",Aqui não!,,203,2106,1,0,14804,0,10,0,14,236362,0,2077,0,0,0,0
"Em uma mesma batalha da Ravina Brado Guerreiro, carregar e capturar a bandeira 3 vezes sem morrer.",Homem de Ferro,,204,489,-1,0,14804,0,10,0,10,236344,0,3655,0,0,0,0
Abater 100 portadores da bandeira na Ravina Brado Guerreiro.,Defensor Supremo,,206,489,1,0,14804,0,10,131072,6,236360,0,3409,0,0,0,0
Abater o inimigo que estiver carregando a bandeira da sua equipe dentro da base adversária e enquanto a bandeira inimiga estiver nesta mesma base inimiga.,Salvar o dia,,207,489,-1,0,14804,1,10,0,18,132308,0,13704,0,0,0,0
Vencer no Olho da Tormenta.,Vitória no Olho da Tormenta,,208,566,-1,0,14803,0,10,0,1,236392,0,1763,0,0,0,0
Conquistar 100 vitórias no Olho da Tormenta.,Veterano do Olho da Tormenta,,209,566,-1,208,14803,0,10,131072,2,236383,0,1766,0,0,0,0
Pegar e capturar pessoalmente a bandeira no Olho da Tormenta enquanto a sua equipe controla as 4 bases.,Tempo de glória,,211,566,-1,0,14803,0,10,0,12,236354,0,183,0,0,0,0
Pegar e capturar a bandeira no Olho da Tormenta.,Deixa comigo!,,212,566,-1,0,14803,0,10,128,7,236349,0,5265,0,0,0,0
Abater 5 carregadores da bandeira em uma mesma batalha no Olho da Tormenta.,Soldado de Assalto,,213,566,-1,0,14803,0,10,128,6,236359,0,5778,0,0,0,0
Vencer no Olho da Tormenta em no máximo 6 minutos.,Rajada,,214,566,-1,0,14803,0,10,0,5,236393,0,3145,0,0,0,0
Capturar a bandeira 3 vezes sem morrer em uma mesma batalha no Olho da Tormenta.,Destinado à glória,,216,566,-1,0,14803,0,10,0,8,135739,0,5268,0,0,0,0
Vencer no Vale Alterac.,Vitória no Vale Alterac,,218,30,-1,0,14801,0,10,0,1,236388,0,6278,0,0,0,0
Conquistar 100 vitórias no Vale Alterac.,Veterano do Vale Alterac,,219,30,-1,218,14801,0,10,131072,4,236382,0,3874,0,0,0,0
Vencer no Vale Alterac sem perder uma torre ou um capitão. Você tem que controlar todas as torres da Horda.,Perfeição de Lançatroz,,220,30,1,0,14801,0,20,0,13,133431,0,3823,0,0,0,0
Tomar 50 cemitérios no Vale Alterac.,Ladrão de Sepulturas de Alterac,,221,30,-1,0,14801,0,10,131072,5,236399,0,186,0,0,0,0
Defender 50 torres no Vale Alterac.,Defender a torre,,222,30,-1,0,14801,0,10,131072,6,236351,0,3358,0,0,0,0
"No Vale Alterac, abater um jogador no Campo de Disputa antes que ele desmonte.",A gazela doente,,223,30,-1,0,14801,0,10,131072,12,236361,0,3412,0,0,0,0
"No Vale Alterac, abater 50 jogadores inimigos no Salão do Lobo do Gelo.",Defensor Leal,,224,30,0,0,14801,0,10,131072,7,236368,0,4479,0,0,0,0
Vencer no Vale Alterac enquanto a sua equipe controla ambas as minas.,Aquela mina? Já peguei!,,225,30,1,0,14801,0,10,0,9,236389,0,3835,0,0,0,0
Vencer no Vale Alterac em no máximo 6 minutos.,Alterac relâmpago,,226,30,-1,0,14801,0,20,0,11,236390,0,7771,0,0,0,0
Causar 300.000 de dano ou cura em uma única batalha em qualquer campo de batalha. A cura e o dano devem ser causados a um jogador.,Controle de danos,,227,-1,-1,0,95,1,10,0,37,236374,0,990,0,0,0,0
Alcançar um total de 30 Jogadores Abatidos Honrosamente em uma única partida em qualquer campo de batalha.,O anjo da morte,,229,-1,-1,0,95,1,10,0,32,136177,0,914,0,0,0,0
Obter as conquistas de campo de batalha listadas abaixo.,Mestre de Batalha,Título: Mestre de Batalha,230,-1,1,0,95,0,50,143360,41,236591,0,4965,0,0,0,0
Desferir 20 golpes fatais sem morrer em uma única partida em qualquer campo de batalha.,O exterminador,,231,-1,-1,0,95,1,10,0,38,132364,0,3855,0,0,0,0
Desferir um golpe fatal sob efeito do bônus berserk no Olho da Tormenta.,Berserker sanguinário,,233,566,-1,0,14803,0,10,0,11,136012,0,5215,0,0,0,0
Abater um jogador honrosamente.,Abate honroso,,238,-1,-1,0,95,0,10,0,1,236647,0,5218,0,0,0,0
Alcançar um total de 25.000 jogadores abatidos honrosamente.,25.000 jogadores abatidos honrosamente,,239,-1,-1,509,95,0,10,135168,9,236657,0,5221,0,0,0,0
Desferir um golpe fatal honroso em cada uma das classes.,Golpes de classe,,245,-1,-1,0,95,0,10,131072,14,132092,0,6934,0,0,0,0
Desferir um golpe fatal honroso em cada uma das raças da Horda.,Conhece teu inimigo,,246,-1,1,0,95,0,10,131072,15,132155,0,6264,0,0,0,0
Usar a expressão /abraçar em um inimigo morto antes que ele libere o corpo.,"Faça amor, não faça guerra",,247,-1,-1,0,95,0,10,0,17,135767,0,8295,0,0,0,0
Encontre uma Camisa Branca de Smoking e uma Calça Preta de Smoking abrindo os Ovos Coloridos Brilhantes durante a comemoração do Jardinova.,Traje de domingo,,248,-1,-1,0,159,0,10,0,5,135012,0,8291,0,0,0,0
Encontrar um Vestido Elegante abrindo os Ovos Coloridos Brilhantes durante a comemoração do Jardinova.,Olha que vestido lindo!,,249,-1,-1,0,159,0,10,0,6,132645,0,4669,0,0,0,0
Alcançar um total de 50 Jogadores Abatidos Honrosamente enquanto transformado em um Ajudante do Papai Inverno pela máquina Voltímato de Inverno.,Um ajudante invernal,,252,-1,-1,0,156,0,10,131200,3,236703,0,4724,0,0,0,0
Matou o Cavaleiro sem Cabeça antes da atualização de feriado de 2023.,"Traga-me a cabeça do...ah, esquece!",,255,-1,-1,0,15274,0,0,2048,78,134015,0,1673,0,0,0,0
Jogar uma bola de neve em Baine Casco Sangrento durante a Festa do Véu de Inverno.,Guerra fria,,259,-1,0,0,156,1,10,0,4,132387,0,20082,0,0,0,0
Criou 12 Pulseiras de Patuás Adoráveis.,Encantador,,260,-1,-1,0,15274,0,0,133120,81,133334,0,2103,0,0,0,0
Matar Ahune no Pátio dos Escravos.,Congelando o senhor do gelo,,263,-1,-1,0,161,1,10,0,1,135861,0,5612,0,0,0,0
Dançar na ciranda da fita por 60 segundos vestindo o conjunto de solstício completo.,Mais quente que lambada,,271,-1,-1,0,161,0,10,0,2,236216,0,7608,0,0,0,0
Fazer malabarismo com 40 tochas em 15 segundos em Dalaran.,Malabarista de tochas,,272,-1,-1,0,161,0,10,0,47,135433,0,2097,0,0,0,0
"Salvar Metzen, a Rena.","Corra, Metzen, Corra",,273,-1,-1,0,156,1,10,0,1,236707,0,5556,0,0,0,0
"Obter o Ovo de Egberto, Júnior Dorminhoco e a Coleira de Treinamento de Elekk.",Uma babá quase perfeita,,275,-1,-1,0,163,0,50,131072,7,134505,0,3662,0,0,0,0
"Durante a Festa do Véu de Inverno, vestir 3 peças de roupa do evento e comer um Bolo de Frutas com Carne Moída do Gracco.",Emoção de Véu de Inverno,,277,-1,-1,0,156,0,10,0,7,132934,0,4076,0,0,0,0
Cumprir a missão para recuperar as gostosuras roubadas da Fazenda Bosque Defumado e receber um Agradecimento da Fazenda Bosque Defumado.,Simplesmente abominável!,,279,-1,-1,0,156,1,10,0,9,133170,0,14224,0,0,0,0
Nível de Primeiros Socorros,Nível de Primeiros Socorros,,281,-1,-1,0,178,0,0,1,5,136243,0,458,0,0,0,0
Ser transformado pelas Varinhas Feiticeiras listadas abaixo.,Baile de máscaras,,283,-1,-1,0,158,0,10,131072,14,236548,0,4423,0,0,0,0
Obter as 24 Máscaras listadas abaixo.,Máscaras para todas as ocasiões,,284,-1,-1,0,158,0,20,131072,8,133567,0,3964,0,0,0,0
Comer Gostosuras Travessas até adquirir a penalidade Distúrbio Estomacal.,Chama o Hugo!,,288,-1,-1,0,158,0,10,0,2,136182,0,9018,0,0,0,0
Cumprir uma das missões para salvar uma aldeia do Cavaleiro Sem Cabeça.,O salvador de Noturnália,,289,-1,-1,0,158,1,10,0,6,236545,0,3849,0,0,0,0
Usar a Lanterna de Abóbora com Peso para colocar cabeças de abóboras em cada uma das raças listadas abaixo.,Cabeção,,291,-1,-1,0,158,0,10,131072,13,133661,0,8,0,0,0,0
Obter uma mascote Aboborito Sinistro e o Elmo Assombrado com saques ou Gostosuras Travessas nos eventos mundiais da Noturnália.,Chamado sinistro,,292,-1,-1,0,158,0,10,131072,15,236547,0,5513,0,0,0,0
Dançar completamente bêbado em Dalaran vestindo 3 peças de roupa da CervaFest.,Vandalizando Dalaran,,293,571,-1,0,162,0,10,0,9,133696,0,448,0,0,0,0
Matar Coren Cervatroz.,CervatrozFest,,295,230,-1,0,162,0,10,0,8,134159,0,3232,0,0,0,0
Obter uma montaria da CervaFest ou transformar uma das suas montarias em uma montaria da CervaFest usando um Lúpulo Fresco.,"Se beber, não dirija",,303,-1,-1,0,162,1,10,131072,10,132620,0,842,0,0,0,0
Vencer o torneio de pesca da Angra do Butim.,Mestre Pescador de Azeroth,,306,-1,-1,0,171,1,20,0,20,133892,0,4432,0,0,0,0
,Número de vezes que foi morto pela facção inimiga,,318,-1,-1,0,21,0,0,1,2,136243,0,4712,0,0,0,0
Duelos vencidos,Duelos vencidos,,319,-1,-1,0,154,0,0,1,1,136243,0,8204,0,0,0,0
Duelos perdidos,Duelos perdidos,,320,-1,-1,0,154,0,0,1,3,136243,0,22,0,0,0,0
Total de peças de ouro recebidas como recompensa de missões,Total de peças de ouro recebidas como recompensa de missões,,326,-1,-1,0,140,0,0,1,4,136243,0,10543,0,0,0,0
Total de peças de ouro obtidas,Total de peças de ouro obtidas,,328,-1,-1,0,140,0,0,1,1,136243,0,2744,0,0,0,0
Lotes colocados em leilão,Lotes colocados em leilão,,329,-1,-1,0,140,0,0,1,6,136243,0,15895,0,0,0,0
Total de lotes comprados,Total de lotes comprados,,330,-1,-1,0,140,0,0,1,7,136243,0,2083,0,0,0,0
Maior lance por um lote,Maior lance por um lote,,331,-1,-1,0,140,0,0,1,8,136243,0,264,0,0,0,0
Lote mais caro vendido,Lote mais caro vendido,,332,-1,-1,0,140,0,0,1,9,136243,0,2750,0,0,0,0
Total de peças de ouro saqueadas,Total de peças de ouro saqueadas,,333,-1,-1,0,140,0,0,1,3,136243,0,2753,0,0,0,0
Maior quantidade de peças de ouro já possuída,Maior quantidade de peças de ouro já possuída,,334,-1,-1,0,140,0,0,1,14,136243,0,2,0,0,0,0
Mascotes obtidas,Mascotes obtidas,,338,-1,-1,0,15219,0,0,1,1,136243,0,5294,0,0,0,0
Bandagens usadas,Bandagens usadas,,344,-1,-1,0,145,0,0,1,1,136243,0,1930,0,0,0,0
Poções de vida consumidas,Poções de vida consumidas,,345,-1,-1,0,145,0,0,9,4,136243,0,5882,0,0,0,0
Bebidas consumidas,Bebidas consumidas,,346,-1,-1,0,145,0,0,1,16,136243,0,5924,0,0,0,0
Comidas devoradas,Comidas devoradas,,347,-1,-1,0,145,0,0,9,19,136243,0,15901,0,0,0,0
Rotas de voo percorridas,Rotas de voo percorridas,,349,-1,-1,0,134,0,0,1,1,136243,0,2442,0,0,0,0
Portais de Magos usados,Portais de Magos usados,,350,-1,-1,0,134,0,0,1,3,136243,0,921,0,0,0,0
Número de vezes que você usou a Pedra de Regresso,Número de vezes que você usou a Pedra de Regresso,,353,-1,-1,0,134,0,0,1,5,136243,0,467,0,0,0,0
Vitórias 5x5,Vitórias 5x5,,362,-1,-1,0,152,0,0,524289,4,136243,0,532,0,0,0,0
Partidas 5x5,Partidas 5x5,,363,-1,-1,0,152,0,0,524289,3,136243,0,6137,0,0,0,0
Vitórias 3x3,Vitórias 3x3,,364,-1,-1,0,152,0,0,1,6,136243,0,2445,0,0,0,0
Partidas 3x3,Partidas 3x3,,365,-1,-1,0,152,0,0,1,5,136243,0,6144,0,0,0,0
Vitórias 2x2,Vitórias 2x2,,366,-1,-1,0,152,0,0,1,8,136243,0,6151,0,0,0,0
Partidas 2x2,Partidas 2x2,,367,-1,-1,0,152,0,0,1,7,136243,0,539,0,0,0,0
,Melhor pontuação pessoal no 2x2,,370,-1,-1,0,152,0,0,1,45,136243,0,10139,0,0,0,0
,Melhor pontuação de equipe no 2x2,,374,-1,-1,0,152,0,0,524289,48,136243,0,4040,0,0,0,0
Jogadores Abatidos Honrosamente mundo afora,Jogadores Abatidos Honrosamente mundo afora,,381,-1,-1,0,136,0,0,1,2,136243,0,6158,0,0,0,0
Jogadores Abatidos Honrosamente em Campo de Batalha,Abates Honrosos em Campos de Batalha,,382,-1,-1,0,136,0,0,1,4,136243,0,973,0,0,0,0
Jogadores Abatidos Honrosamente em Arenas,Abates Honrosos em Arenas,,383,-1,-1,0,136,0,0,1,3,136243,0,983,0,0,0,0
Abater 50 jogadores inimigos em qualquer uma das capitais da sua facção.,Defensor da cidade,,388,-1,1,0,95,0,10,131200,20,236593,0,4372,0,0,0,0
Obter o berloque Mestre da Arena na Arena de Gurubashi.,Mestre da Arena de Gurubashi,,389,-1,-1,0,95,1,10,0,18,133608,0,8047,0,0,0,0
Torres do Vale Alterac defendidas,Torres do Vale Alterac defendidas,,393,-1,-1,0,153,0,0,1,30,136243,0,2474,0,0,0,0
Torres do Vale Alterac capturadas,Torres do Vale Alterac capturadas,,394,-1,-1,0,153,0,0,1,31,136243,0,9924,0,0,0,0
Bandeiras da Ravina Brado Guerreiro capturadas,Bandeiras da Ravina Brado Guerreiro capturadas,,395,-1,-1,0,153,0,0,1,35,136243,0,4043,0,0,0,0
Cumprir a missão do João Tampinha Mithril para obter o berloque Grande Mestre da Arena.,Grande Mestre da Arena de Gurubashi,,396,-1,-1,0,95,1,10,0,19,133599,0,7014,0,0,0,0
