Name_lang,ID,MapID,DifficultyID,OrderIndex,CompleteWorldStateID,Bit,Flags,SpellIconFileID,Faction,Field_11_1_5_59735_010
Mecangenheiro Termaplugue,382,90,1,5000,4697,5,4,0,-1,0
Tóxxico,422,349,1,0,4703,0,4,0,-1,0
Azorrague,423,349,1,1000,4704,1,4,0,-1,0
Lorde Torpelíngua,424,349,1,2000,4705,2,4,0,-1,0
"Celebras, o Amaldiçoado",425,349,1,3000,4706,3,4,0,-1,0
Soterrador,426,349,1,4000,4707,4,4,0,-1,0
Engenhoqueiro Bugitranca,427,349,1,1500,4708,5,4,0,-1,0
Putrigarra,428,349,1,6000,4709,6,4,0,-1,0
Princesa Theradras,429,349,1,7000,4710,7,4,0,-1,0
Rugug,438,47,1,375,8591,0,0,0,-1,0
Interrogador Vishas,444,189,1,0,24615,0,0,0,-1,0
Mestre de Matilha Lobato,446,189,1,2000,24617,2,0,0,-1,0
Arcanista Doan,447,189,1,3000,24618,3,0,0,-1,0
Herodes,448,189,1,4000,24619,4,0,0,-1,0
Alto-inquisidor Fairbanks,449,189,1,5000,24620,5,0,0,-1,0
Alta-inquisidora Cristalba,450,189,1,6000,24621,6,0,0,-1,0
"Kirtonos, o Arauto",451,289,1,0,4573,0,0,0,-1,0
Janice Barov,452,289,1,1000,4574,1,0,0,-1,0
Ossorrange,453,289,1,2000,4575,2,0,0,-1,0
Marduque Lagonero,454,289,1,3000,4576,3,0,0,-1,0
Vectus,455,289,1,4000,4577,4,0,0,-1,0
Ras Friomúrmuro,456,289,1,5000,4578,5,0,0,-1,0
Instrutora Malícia,457,289,1,6000,4588,6,0,0,-1,0
Doutor Theolen Krastinov,458,289,1,7000,4589,7,0,0,-1,0
Erudito Pulquério,459,289,1,8000,4590,8,0,0,-1,0
O Corvino,460,289,1,9000,4591,9,0,0,-1,0
Lorde Alexei Barov,461,289,1,10000,4592,10,0,0,-1,0
Lady Ilúcia Barov,462,289,1,11000,4593,11,0,0,-1,0
Umbromestre Gandling,463,289,1,12000,4594,12,0,0,-1,0
O Imperdoável,472,329,0,6500,4719,0,4,0,-1,0
Cantalar Forresten,473,329,0,1000,4720,1,4,0,-1,0
"Tico, o Cruel",474,329,0,2000,4721,2,4,0,-1,0
Gualter Quebrafé,475,329,0,3000,4723,3,4,0,-1,0
Comandante Malor,476,329,0,2500,4722,4,4,0,-1,0
Instrutor Galford,477,329,0,5000,4724,5,4,0,-1,0
Balnazzar,478,329,0,6000,4725,6,4,0,-1,0
Baronesa Anastari,479,329,0,7000,4726,7,4,0,-1,0
Nerub'enkan,480,329,0,8000,4727,8,4,0,-1,0
"Malaki, o Pálido",481,329,0,9000,4728,9,4,0,-1,0
Magistrado Barthilas,482,329,0,10000,4729,10,4,0,-1,0
"Ramstein, o Devorador",483,329,0,11000,4730,11,4,0,-1,0
Lorde Aurius Rivendare,484,329,0,12000,4731,12,4,0,-1,0
Darquimeros,486,109,1,1000,4734,1,4,0,-1,0
Tecelão,487,109,1,2000,4735,2,4,0,-1,0
"Jammal'an, o Profeta",488,109,1,500,121,3,4,0,-1,0
Morphaz,490,109,1,5000,4737,5,4,0,-1,0
Hazzas,491,109,1,6000,4738,6,4,0,-1,0
Avatar de Hakkar,492,109,1,-500,4739,7,4,0,-1,0
Vulto de Erânicos,493,109,1,8000,4740,8,4,0,-1,0
Comandante Álgidus,519,576,2,0,3685,0,0,0,-1,0
"Drakos, o Interrogador",528,578,1,0,3869,0,0,0,-1,0
"Drakos, o Interrogador",529,578,2,1000,3869,0,0,0,-1,0
Varos Galganuvens,530,578,1,1000,3871,1,0,0,-1,0
Varos Galganuvens,531,578,2,2000,3871,1,0,0,-1,0
Lorde-mago Urom,532,578,1,2000,3872,2,0,0,-1,0
Lorde-mago Urom,533,578,2,3000,3872,2,0,0,-1,0
Guardião de Meridianos Éregos,534,578,1,3000,3873,3,0,0,-1,0
Guardião de Meridianos Éregos,535,578,2,4000,3873,3,0,0,-1,0
Revelosh,547,70,1,0,4758,0,4,0,-1,0
Os Anões Perdidos,548,70,1,1000,4761,1,4,0,-1,0
Ferronaya,549,70,1,2000,4762,2,4,0,-1,0
Antigo Protetor de Pedra,551,70,1,4000,4764,4,4,0,-1,0
Galnann Martelígneo,552,70,1,5000,4765,5,4,0,-1,0
Grimlok,553,70,1,6000,4766,6,4,0,-1,0
Arkhaedas,554,70,1,7000,4767,7,4,0,-1,0
Lady Sucurina,585,43,1,0,4776,0,4,0,-1,0
Lorde Cobrahn,586,43,1,1000,4777,1,4,0,-1,0
Cresh,587,43,1,2000,4778,2,4,0,-1,0
Lorde Pítias,588,43,1,3000,4779,3,4,0,-1,0
Skória,589,43,1,4000,4780,4,4,0,-1,0
Lorde Serpentis,590,43,1,5000,4781,5,4,0,-1,0
"Verdan, o Sempre-vivo",591,43,1,6000,4782,6,4,0,-1,0
"Mutanus, o Devorador",592,43,1,7000,4783,7,4,0,-1,0
Hidromante Velratha,593,209,0,0,4784,0,4,0,-1,0
Put'zgrillah,594,209,0,1000,4785,1,4,0,-1,0
Antu'sul,595,209,0,-500,4786,2,4,0,-1,0
"Theka, o Mártir",596,209,0,-1000,4787,3,4,0,-1,0
Mandingueiro Zum'rah,597,209,0,-250,4788,4,4,0,-1,0
Nekrum Cometripas,598,209,0,5000,4789,5,4,0,-1,0
Sacerdote Sombrio Diz'ieh,599,209,0,6000,4790,6,4,0,-1,0
Chefe Ukorz Escalpareia,600,209,0,7000,4791,7,4,0,-1,0
Sumo Senhor da Guerra Naj'entus,601,564,0,0,3013,0,6,0,-1,0
Supremus,602,564,0,1000,3012,1,6,0,-1,0
Vulto de Akama,603,564,0,2000,3058,2,6,0,-1,0
Teron Sanguinávido,604,564,0,3000,4792,3,6,0,-1,0
Gurtogg Fervessangue,605,564,0,4000,3014,4,6,0,-1,0
Relicário das Almas,606,564,0,5000,4793,5,6,0,-1,0
Mãe Shahraz,607,564,0,6000,12150,6,6,0,-1,0
Conselho Illidari,608,564,0,7000,3030,7,6,0,-1,0
Illidan Tempesfúria,609,564,0,8000,4794,8,7,0,-1,0
"Violâminus, o Indomado",610,469,0,0,4795,0,6,0,-1,0
"Vaelastrasz, o Corrupto",611,469,0,1000,4796,1,6,0,-1,0
Prolemestre Flagelador,612,469,0,2000,4797,2,6,0,-1,0
Fogorja,613,469,0,3000,4798,3,6,0,-1,0
Petrébano,614,469,0,4000,4799,4,6,0,-1,0
Flamagor,615,469,0,5000,4800,5,6,0,-1,0
Cromaggus,616,469,0,6000,4801,6,6,0,-1,0
Nefarian,617,469,0,7000,1641,7,7,0,-1,0
Cólerus Hibernálgida,618,534,0,0,2519,0,6,0,-1,0
Anetheron,619,534,0,1000,2464,1,6,0,-1,0
Kaz'rogal,620,534,0,2000,2523,2,6,0,-1,0
Azgalor,621,534,0,3000,2487,3,6,0,-1,0
Arquimonde,622,534,0,4000,2530,4,7,0,-1,0
"Hidross, o Instável",623,548,0,0,2853,0,6,0,-1,0
O Tocaieiro Subterrâneo,624,548,0,1000,2855,1,6,0,-1,0
"Leóteras, o Cego",625,548,0,2000,2857,2,6,0,-1,0
Senhor do Abismo Karathress,626,548,0,3000,2856,3,6,0,-1,0
Morogrim Andamaré,627,548,0,4000,2854,4,6,0,-1,0
Lady Vashj,628,548,0,5000,4802,5,7,0,-1,0
Alto-rei Maulgar,649,565,0,0,2778,0,2,0,-1,0
"Gruul, o Matador de Dragões",650,565,0,1000,4804,1,3,0,-1,0
Magtheridon,651,544,0,0,4805,0,7,0,-1,0
"Attumen, o Caçador",652,532,0,0,2315,0,4,0,-1,0
Tristão,653,532,0,1000,2309,1,4,0,-1,0
Donzela da Virtude,654,532,0,2000,4806,2,4,0,-1,0
Salão de Ópera,655,532,0,3000,2381,3,4,0,-1,0
O Curador,656,532,0,4000,2501,4,4,0,-1,0
Terestian Cascopodre,657,532,0,5000,2336,5,4,0,-1,0
Vulto de Aran,658,532,0,6000,2910,6,4,0,-1,0
Eteródio,659,532,0,7000,2865,7,4,0,-1,0
Evento de Xadrez,660,532,0,8000,2517,8,4,0,-1,0
Príncipe Malquezaar,661,532,0,9000,4807,9,4,0,-1,0
Nocturno,662,532,0,10000,4808,10,4,0,-1,0
Lúcifron,663,409,0,0,4809,0,6,0,-1,0
Magmadar,664,409,0,1000,847,1,6,0,-1,0
Geena,665,409,0,2000,848,2,6,0,-1,0
Garr,666,409,0,3000,846,3,6,0,-1,0
Shazzrah,667,409,0,4000,850,4,6,0,-1,0
Barão Geddon,668,409,0,5000,845,5,6,0,-1,0
Emissário de Sulfuron,669,409,0,6000,761,6,6,0,-1,0
"Golemagg, o Incinerador",670,409,0,7000,741,7,6,0,-1,0
Senescal Executus,671,409,0,8000,1502,8,6,0,-1,0
Ragnaros,672,409,0,9000,1666,9,7,0,-1,0
Profeta Skeram,709,531,0,0,4821,0,6,0,-1,0
Realeza Silítidea,710,531,0,1000,4822,1,6,0,-1,0
Guarda de Batalha Sartura,711,531,0,2000,4823,2,6,0,-1,0
"Fankriss, o Obstinado",712,531,0,3000,4824,3,6,0,-1,0
Viscidus,713,531,0,4000,4825,4,6,0,-1,0
Princesa Huhuran,714,531,0,5000,4826,5,6,0,-1,0
Imperadores Gêmeos,715,531,0,6000,4827,6,6,0,-1,0
Ouroboros,716,531,0,7000,2296,7,6,0,-1,0
C'Thun,717,531,0,8000,4828,8,7,0,-1,0
Korinnaxx,718,509,0,0,4811,0,6,0,-1,0
General Rajaxx,719,509,0,1000,2174,1,6,0,-1,0
Moam,720,509,0,2000,4812,2,6,0,-1,0
"Buru, o Banqueteador",721,509,0,3000,4813,3,6,0,-1,0
"Ayamiss, o Caçador",722,509,0,4000,4814,4,6,0,-1,0
"Ossirian, o Intocado",723,509,0,5000,4815,5,7,0,-1,0
Kalecgos,724,580,0,0,3434,0,6,0,-1,0
Brutallus,725,580,0,1000,3336,1,6,0,-1,0
Vilnévoa,726,580,0,2000,3337,2,6,0,-1,0
Gêmeas Eredar,727,580,0,3000,3435,3,6,0,-1,0
M'uru,728,580,0,4000,3423,4,6,0,-1,0
Kil'jaeden,729,580,0,5000,4816,5,7,0,-1,0
Al'ar,730,550,0,0,4817,0,6,0,-1,0
Aniquilador do Caos,731,550,0,1000,4818,1,6,0,-1,0
Alta-astromante Solarian,732,550,0,2000,4819,2,6,0,-1,0
Kael'thas Andassol,733,550,0,3000,4820,3,7,0,-1,0
Sumo Sacerdote Venoxis,784,309,1,0,1967,0,0,0,-1,0
Alta-sacerdotisa Jeklik,785,309,1,-1000,1968,1,0,0,-1,0
Alta-sacerdotisa Mar'li,786,309,1,2000,1969,2,0,0,-1,0
Sangrelorde Mandokir,787,309,1,3000,4839,3,0,0,-1,0
Beira da Loucura,788,309,1,4000,4850,4,0,0,-1,0
Sumo Sacerdote Thekal,789,309,1,5000,1970,5,0,0,-1,0
Gahz'ranka,790,309,1,6000,4840,6,0,0,-1,0
Alta-sacerdotisa Arlokk,791,309,1,7000,1971,7,0,0,-1,0
"Jin'do, o Bagateiro",792,309,1,8000,4841,8,0,0,-1,0
Hakkar,793,309,1,9000,4844,9,0,0,-1,0
Atramedes,1022,669,0,0,5182,0,6,0,-1,0
Khímaron,1023,669,0,1000,5318,1,6,0,-1,0
Magorja,1024,669,0,-500,5301,2,14,0,-1,0
Maloriak,1025,669,0,3000,5315,3,6,0,-1,0
Fim de Nefarian,1026,669,0,4000,5203,4,7,0,-1,0
Sistema de Defesa Omnitron,1027,669,0,-1000,5303,5,6,0,-1,0
Conselho Ascendente,1028,671,0,2000,5339,0,10,0,-1,0
Cho'gall,1029,671,0,2500,5494,1,11,0,-1,0
Halfus Quebra-serpe,1030,671,0,-1000,5380,2,10,0,-1,0
Theralion e Valiona,1032,671,0,1500,5517,4,10,0,-1,0
Argaloth,1033,757,0,0,5575,0,14,0,-1,0
Al'Akir,1034,754,0,0,5565,0,11,0,-1,0
Conclave do Vento,1035,754,0,-1000,5563,1,6,0,-1,0
Lorde Ascendente Obsidius,1036,645,0,0,5131,0,4,0,-1,0
Bela,1037,645,0,-1000,5129,1,4,0,-1,0
"Corla, a Arauto do Crepúsculo",1038,645,0,-2000,5112,2,4,0,-1,0
Karsh Dobraferro,1039,645,0,-1500,5119,3,4,0,-1,0
Rom'ogg Esmaga-ossos,1040,645,0,-3000,5127,4,4,0,-1,0
Altairus,1041,657,0,0,5497,0,4,0,-1,0
Asaad,1042,657,0,1000,5496,1,4,0,-1,0
Grã-vizir Ertan,1043,657,0,-1000,5500,2,4,0,-1,0
Comandante Ulthok,1044,643,0,0,5325,0,4,0,-1,0
Lady Naz'jar,1045,643,0,-1000,5125,1,4,0,-1,0
Dobramentes Ghur'sha,1046,643,0,1000,5326,2,4,0,-1,0
Ozumat,1047,643,0,2000,5557,3,4,0,-1,0
Drahga Queimassombra,1048,670,0,0,5098,0,4,0,-1,0
Erúdax,1049,670,0,1000,5175,1,4,0,-1,0
Mestre Forjador Throngus,1050,670,0,-1000,5077,2,4,0,-1,0
General Umbriss,1051,670,0,-2000,5065,3,4,0,-1,0
General Husam,1052,755,0,0,5389,0,4,0,-1,0
Sumo Profeta Barim,1053,755,0,1000,5382,1,4,0,-1,0
Trancabucho,1054,755,0,2000,5562,2,4,0,-1,0
Siamat,1055,755,0,3000,5476,3,4,0,-1,0
Corborus,1056,725,0,0,5569,0,4,0,-1,0
Alta-sacerdotisa Azil,1057,725,0,1000,5572,1,4,0,-1,0
Ozruk,1058,725,0,500,5571,2,4,0,-1,0
Couro-pétreo,1059,725,0,250,5570,3,4,0,-1,0
Barão Ashbury,1069,33,0,0,5551,0,4,0,-1,0
Barão Silverlaine,1070,33,0,1000,4597,1,4,0,-1,0
Comandante Floraval,1071,33,0,2000,4598,2,4,0,-1,0
Lorde Godfrey,1072,33,0,3000,5553,3,4,0,-1,0
Lorde Walden,1073,33,0,2500,5552,4,4,0,-1,0
Ammunae,1074,644,0,0,5166,0,4,0,-1,0
Anraphet,1075,644,0,-1000,5107,1,4,0,-1,0
Ptah Furitérreo,1076,644,0,-2000,5165,2,4,0,-1,0
Isiset,1077,644,0,-500,5002,3,4,0,-1,0
Rajh,1078,644,0,1000,5168,4,4,0,-1,0
Setesh,1079,644,0,500,5167,5,4,0,-1,0
Guardião do Templo Anhuur,1080,644,0,-3000,4985,6,4,0,-1,0
Vanessa VanCleef,1081,36,2,7000,5613,5,4,0,-1,0
Sinestra,1082,671,5,3500,5523,3,11,0,-1,0
Sinestra,1083,671,6,3500,5523,3,11,0,-1,0
Onyxia,1084,249,0,0,4810,0,7,0,-1,0
Anub'arak,1085,649,0,5000,4241,0,11,0,-1,0
Campeões das Facções,1086,649,0,3000,4803,1,10,0,-1,0
Lorde Jaraxxus,1087,649,0,2000,4272,2,10,0,-1,0
Feras de Nortúndria,1088,649,0,0,4370,3,10,0,-1,0
Gêmeas Val'kyr,1089,649,0,4000,4334,4,10,0,-1,0
Sartharion,1090,615,0,4000,4833,0,7,0,-1,0
Shadron,1091,615,0,3000,4831,1,4,0,-1,0
Tenebron,1092,615,0,2000,4830,2,4,0,-1,0
Vesperon,1093,615,0,0,4832,3,4,0,-1,0
Malygos,1094,616,0,0,4829,0,2,0,-1,0
Conselho de Sangue,1095,631,0,7000,4733,0,10,0,-1,0
Carrasco Saurfang,1096,631,0,3000,4519,1,2,0,-1,0
Tripapútrida,1097,631,0,5000,4870,2,10,0,-1,0
Valithria Andassonho,1098,631,0,10000,4855,3,6,0,-1,0
Batalha da Belonave da Coroa de Gelo,1099,631,0,2000,4492,4,10,0,-1,0
Lady Sibilamorte,1100,631,0,1000,4869,5,10,0,-1,0
Lorde Medulante,1101,631,0,0,4471,6,10,0,-1,0
Professor Putricida,1102,631,0,6000,4871,7,10,0,-1,0
Rainha Lana'thel,1103,631,0,9000,4868,8,10,0,-1,0
Rostorroto,1104,631,0,4000,4435,9,10,0,-1,0
Sindragosa,1105,631,0,12000,4842,10,10,0,-1,0
O Lich Rei,1106,631,0,14000,4910,11,7,0,-1,0
Anub'Rekhan,1107,533,0,0,2255,0,14,0,-1,0
Gluth,1108,533,0,1000,2242,1,14,0,-1,0
"Gothik, o Ceifador",1109,533,0,500,2238,2,14,0,-1,0
Grã-viúva Faerlina,1110,533,0,250,2256,3,14,0,-1,0
Grobbulus,1111,533,0,750,2247,4,14,0,-1,0
"Heigan, o Sujo",1112,533,0,375,2258,5,14,0,-1,0
Instrutor Razúvio,1113,533,0,437,2307,6,14,0,-1,0
Kel'Thuzad,1114,533,0,2000,2269,7,7,0,-1,0
Repugnaz,1115,533,0,406,2245,8,14,0,-1,0
Maexxna,1116,533,0,312,2253,9,14,0,-1,0
"Noth, o Pestífero",1117,533,0,343,2257,10,14,0,-1,0
Retalhoso,1118,533,0,625,2244,11,14,0,-1,0
Sapphiron,1119,533,0,1500,2268,12,14,0,-1,0
Thaddius,1120,533,0,1250,2243,13,14,0,-1,0
Os Quatro Cavaleiros,1121,533,0,562,4012,14,6,0,-1,0
"Arcavon, o Vigia de Pedra",1126,624,0,0,4836,0,10,0,-1,0
"Emalon, o Vigia da Tempestade",1127,624,0,1000,4837,1,10,0,-1,0
"Koralon, o Vigia de Fogo",1128,624,0,2000,4838,2,10,0,-1,0
"Toravon, o Vigia de Gelo",1129,624,0,3000,4895,3,10,0,-1,0
"Algalon, o Observador",1130,603,0,0,4093,0,66,0,-1,0
Auriaya,1131,603,0,-1000,4140,1,6,0,-1,0
Leviatã Flamejante,1132,603,0,-2000,4114,2,6,0,-1,0
Freya,1133,603,0,-500,4059,3,6,0,-1,0
General Vezax,1134,603,0,-250,4067,4,6,0,-1,0
Hodir,1135,603,0,-750,4050,5,6,0,-1,0
"Ignis, o Mestre de Caldeira",1136,603,0,-1500,4834,6,6,0,-1,0
Kologarn,1137,603,0,-1250,4089,7,6,0,-1,0
Mimiron,1138,603,0,-375,4060,8,6,0,-1,0
Navalhada,1139,603,0,-1375,4835,9,6,0,-1,0
A Assembleia de Ferro,1140,603,0,-1312,4091,10,6,0,-1,0
Thorim,1141,603,0,-625,4057,11,6,0,-1,0
Desconstrutor XT-002,1142,603,0,-1343,4138,12,6,0,-1,0
Yogg-Saron,1143,603,0,-125,4121,13,7,0,-1,0
Hogger,1144,34,1,1000,5509,3,4,0,-1,0
Lorde Superakess,1145,34,1,2000,5510,4,4,0,-1,0
Rodolfo Moloque,1146,34,1,3000,5511,5,4,0,-1,0
"Báltarus, Filho da Guerra",1147,724,0,0,5031,0,4,0,-1,0
General Zarithrian,1148,724,0,1000,5033,1,4,0,-1,0
Saviana Iraflama,1149,724,0,500,5032,2,4,0,-1,0
Halion,1150,724,0,2000,5048,3,6,0,-1,0
Ancião Folhalume,1164,603,0,-562,5630,14,0,0,-1,0
Ancião Ramoférreo,1165,603,0,-531,5631,15,0,0,-1,0
Ancião Litocasca,1166,603,0,-515,5632,16,0,0,-1,0
Sumo Sacerdote Venoxis,1178,859,0,0,5779,0,12,0,-1,0
Sangrelorde Mandokir,1179,859,0,1000,5810,1,4,0,-1,0
Alta-sacerdotisa Kilnara,1180,859,0,2000,5780,2,4,0,-1,0
Zanzil,1181,859,0,3000,5769,3,12,0,-1,0
"Jin'do, o Doma-deus",1182,859,0,4000,5778,4,4,0,-1,0
Senescal Guenelmo,1185,720,0,0,5827,0,14,0,-1,0
Antro da Loucura,1188,859,0,1500,5824,5,4,0,-1,0
Akil'zon,1189,568,0,0,3122,0,12,0,-1,0
Nalorakk,1190,568,0,1000,3077,1,12,0,-1,0
Jan'alai,1191,568,0,2000,3153,2,12,0,-1,0
Halazzi,1192,568,0,3000,3152,3,12,0,-1,0
Grão-bagateiro Malacrass,1193,568,0,4000,3146,4,12,0,-1,0
Daakara,1194,568,0,5000,3148,5,12,0,-1,0
Beth'tilac,1197,720,0,-4000,5882,1,14,0,-1,0
Balroc,1200,720,0,-1000,5898,2,14,0,-1,0
Ragnaros,1203,720,0,2000,5911,3,15,0,-1,0
Lorde Rhyolith,1204,720,0,-3000,5872,4,6,0,-1,0
Shannox,1205,720,0,-2375,5919,5,14,0,-1,0
Alysrazor,1206,720,0,-1750,5942,6,14,0,-1,0
Occu'thar,1250,757,0,1000,5821,1,14,0,-1,0
Murozond,1271,938,0,8000,6048,4,4,0,-1,0
Peroth'arn,1272,939,0,0,6067,0,4,0,-1,0
Rainha Azshara,1273,939,0,1000,6038,1,4,0,-1,0
Mannoroth,1274,939,0,2000,6055,2,4,0,-1,0
Espinhaço do Asa da Morte,1291,967,0,0,6097,0,6,0,-1,0
Morchok,1292,967,0,-1000,6082,1,2,0,-1,0
Senhor da Guerra Zon'ozz,1294,967,0,-500,6084,2,2,0,-1,0
"Yor'sahj, o Vígil",1295,967,0,-250,6102,3,2,0,-1,0
Hagara,1296,967,0,-125,6106,4,2,0,-1,0
Ultraxion,1297,967,0,-62,6128,5,2,0,-1,0
Mestre Guerreiro Chifre Negro,1298,967,0,-31,6134,6,2,0,-1,0
Loucura do Asa da Morte,1299,967,0,1000,6142,7,7,0,-1,0
Gu Golpe da Nuvem,1303,959,0,0,6585,0,0,0,-1,0
Mestre Monte de Neve,1304,959,0,1000,6117,1,0,0,-1,0
Sha da Violência,1305,959,0,2000,6138,2,0,0,-1,0
Taran Zhu,1306,959,0,3000,6151,3,0,0,-1,0
Alizabal,1332,757,0,2000,6158,2,14,0,-1,0
Arcurion,1337,940,0,0,6161,0,4,0,-1,0
Arcebispo Benedictus,1339,940,0,1000,6088,1,4,0,-1,0
Asira Raiamorte,1340,940,0,500,6062,2,4,0,-1,0
"Omar, o Dragão de Teste",1348,598,1,0,6215,0,0,0,-1,0
"Feng, o Amaldiçoado",1390,1008,0,0,6428,0,6,306868,-1,0
Sentinela Pétrea,1395,1008,0,-1000,6431,1,6,0,-1,0
Sabotador Kip'tilak,1397,962,0,0,6153,0,4,0,-1,0
Devastador Ga'dok,1405,962,0,1000,6465,1,0,0,-1,0
Comandante Ri'mok,1406,962,0,2000,6466,2,0,0,-1,0
Vontade do Imperador,1407,1008,0,3000,6470,2,7,0,-1,0
Protetores do Infinito,1409,996,0,0,6473,0,6,0,-1,0
Uk-Uk,1412,961,0,0,6143,0,4,0,-1,0
Saltallus,1413,961,0,1000,6375,1,4,0,-1,0
"Yan-Zhu, o Desenvasado",1414,961,0,2000,6378,2,4,0,-1,0
Liu Coração Flamejante,1416,960,0,1000,6141,1,4,0,-1,0
Andarilho das Lendas Pisapedra,1417,960,0,0,6295,2,4,0,-1,0
Sábio Mari,1418,960,0,-1000,6400,3,4,0,-1,0
Raigonn,1419,962,0,3000,6293,3,0,0,-1,0
Tecechamas Koegler,1420,1001,0,0,6330,0,4,0,-1,0
Mestre Armeiro Harlan,1421,1001,0,-500,6542,1,4,0,-1,0
Mestre de Matilha Braun,1422,1001,0,-1000,6521,2,4,0,-1,0
"Thalnos, o Rasgalmas",1423,1004,0,1000,4568,0,4,0,-1,0
Irmão Korloff,1424,1004,0,2000,6444,1,4,0,-1,0
Alta-inquisidora Cristalba,1425,1004,0,3000,6450,2,4,0,-1,0
Instrutora Calafrio,1426,1007,0,0,6321,0,0,0,-1,0
Janice Barov,1427,1007,0,1000,6331,1,0,0,-1,0
Ossorrange,1428,1007,0,2000,6335,2,0,0,-1,0
Lilian Voss,1429,1007,0,3000,6334,3,0,0,-1,0
Umbromestre Gandling,1430,1007,0,4000,6319,4,0,0,-1,0
Sha do Medo,1431,996,0,1000,6525,1,7,0,-1,0
"Gara'jal, o Atador de Almas",1434,1008,0,500,6463,3,6,0,-1,0
Espectros dos Reis,1436,1008,0,2000,6529,4,6,0,-1,0
Sha da Dúvida,1439,960,0,3000,6125,0,4,0,-1,0
"Xin, o Mestre de Armas",1441,994,0,1000,6579,1,0,0,-1,0
Prova do Rei,1442,994,0,-1000,6586,2,4,0,-1,0
Adarogg,1443,389,0,0,6580,0,4,0,-1,0
Xamã Sombrio Koranthal,1444,389,0,1000,6583,1,4,0,-1,0
Goela de Fogo,1445,389,0,2000,6589,2,4,0,-1,0
Guarda Magmático Gordoth,1446,389,0,3000,6592,3,4,0,-1,0
General Pa'valak,1447,1011,0,1500,6594,0,0,0,-1,0
Garalon,1463,1009,0,-1250,6649,0,6,0,-1,0
Líder Aéreo Ner'onok,1464,1011,0,2500,6658,1,0,0,-1,0
Vizir Jin'bak,1465,1011,0,0,6625,2,0,0,-1,0
