ID,Name_lang,Quantity,Flags
496,Lendário dos Iluminados,1,1
501,Gema Primevista,1,1
502,Ídolo dos Aspectos,1,1
503,Cabeça de Escrivania,1,1
504,Sobremesa Conjurada,1,0
505,Caixa de Ferramentas,1,1
506,Cabeça,1,1
507,Foco de Encantamento,1,1
508,Costas,1,1
509,Lupa,1,1
510,Torso,1,1
511,Mãos,1,1
512,Embelezado,2,1
513,Costas,1,1
514,Torso,1,1
515,Mãos,1,1
516,Cabeça,1,1
517,Caixa de Ferramentas,1,1
518,Costas,1,1
519,Torso,1,1
520,Mãos,1,1
521,Cabeça,1,1
522,Costas,1,1
523,Torso,1,1
524,Mãos,1,1
525,Cabeça,1,1
526,Caixa de Ferramentas,1,1
527,Costas,1,1
528,Torso,1,1
529,Mãos,1,1
530,Cabeça,1,1
531,Caixa de Ferramentas,1,1
532,Costas,1,1
533,Torso,1,1
534,Mãos,1,1
535,Cabeça,1,1
536,Costas,1,1
537,Torso,1,1
538,Mãos,1,1
539,Cabeça,1,1
540,Costas,1,1
541,Torso,1,1
542,Mãos,1,1
543,Cabeça,1,1
544,Caixa de Ferramentas,1,1
545,Costas,1,1
546,Torso,1,1
547,Mãos,1,1
548,Cabeça,1,1
549,Caixa de Ferramentas,1,1
550,Costas,1,1
551,Torso,1,1
552,Mãos,1,1
553,Cabeça,1,1
554,Caixa de Ferramentas,1,1
555,Costas,1,1
556,Torso,1,1
557,Mãos,1,1
558,Cabeça,1,1
559,Costas,1,1
560,Torso,1,1
561,Mãos,1,1
562,Cabeça,1,1
563,Costas,1,1
564,Torso,1,1
565,Mãos,1,1
566,Cabeça,1,1
567,Caixa de Ferramentas,1,1
568,Anel do Poder Cobáltico,1,1
569,Torretalarme,1,1
570,Corretores Vitais de Arco Voltaico,1,1
571,Sopro de Neltharion,1,1
572,Circuito Aterrado,1,1
573,Deslocador de Avião,1,1
574,Amplificador de Polaridade,1,1
575,Supercolidotron,1,1
596,Cristal de Mojo,1,0
597,Caldeirão Resistente à Decomposição,1,0
598,Frasco Fugaz,2,0
599,Foguetes de Chama Sombria,1,1
600,Pedra-chave das Imersões,5,0
607,Frasco Fugaz,1,0
608,Poção Fugaz,20,0
614,Diamante Algari,1,1
643,Protótipo,1,0
644,Pés,1,1
645,Corrente Elétrica,1,1
646,Câmera S.E.L.F.I.E. Turbinada,1,1
647,Perfuratriz de Entrega Terrana,1,1
648,Injetor de Vida Mira-coração,1,1
649,Bolsa de Profissão,2,0
650,Fios da Linha de Tecelã,100,0
651,Fio de Perícia da Linha de Tecelã,100,0
652,Peixe-carniçal,1,0
653,Melhor Amigo,1,0
680,Tocado pelo Caos,1,1
681,Tomo Santificado,1,1
682,Fragmento do Infortúnio,1,1
