Name_lang,Description_lang,ID,StoreFrontID,AccountStoreCategoryID,OrderIndex,Price,CurrencyTypesID,Field_11_0_7_57361_008,RefundDuration,Field_11_0_7_57361_010,Field_11_0_7_57361_011,SpellID,TransmogSetID,CreatureDisplayInfoID,UiModelSceneID,Icon,Field_12_0_0_63534_017,Field_12_0_0_63534_018,Field_12_0_0_63534_019
Almofre Arrojado do Imediato,"|cFF00ccffAparência de The War Within|r|n|nDesbloqueia a aparência Almofre Arrojado do Imediato.|n|n""Visual arrojado para deslumbrar a concorrência.""",31,1,7,40,1000,3139,0,14400,5,0,0,4163,0,0,0,0,0,0
Tricorne do Almirantado do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r
|cFF1eff00Aparência de Plunderstorm|r

Desbloqueia a aparência Tricorne do Almirantado do Senhor da Pilhagem. Faz parte da roupa de Grumete Inabalável em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.

""Um elmo emplumado do tamanho certinho da sua cabeça.""",32,1,8,10,250,3139,0,14400,1,0,439355,3454,0,0,0,0,0,0
Tricorne Tempéstio do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Tricorne Tempéstio do Senhor da Pilhagem. Faz parte da roupa de Grumete Tempéstio em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.",33,1,9,10,1000,3139,0,14400,5,0,0,4164,0,0,0,0,0,0
Tapa-olho Velho do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|nDesbloqueia a aparência Tapa-olho Velho do Senhor da Pilhagem.|n|n""Coloque certinho e verá retinho.""",34,1,7,70,2000,3139,0,14400,5,0,0,4165,0,0,0,0,0,0
Chapéu Velho do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|nDesbloqueia a aparência Chapéu Velho do Senhor da Pilhagem.|n|n""É de tirar o chapéu.""",35,1,7,80,2000,3139,0,14400,5,0,0,4166,0,0,0,0,0,0
Monóculo do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|nDesbloqueia a aparência Monóculo do Senhor da Pilhagem.|n|n""Ajuda a ver com um olho só.""",36,1,7,90,500,3139,0,14400,1,0,443376,3623,0,0,0,0,0,0
Espaldares Franjados do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Espaldares Franjados do Senhor da Pilhagem. Faz parte da roupa de Grumete Inabalável em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.",37,1,8,20,250,3139,0,14400,1,0,439380,3462,0,0,0,0,0,0
Espaldares Tempéstios do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Espaldares Tempéstios do Senhor da Pilhagem. Faz parte da roupa de Grumete Tempéstio em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.",38,1,9,20,1000,3139,0,14400,5,0,0,4167,0,0,0,0,0,0
Clâmide das Intempéries,"|cFF00ccffAparência de The War Within|r|n|nDesbloqueia a aparência Clâmide das Intempéries.|n|n""É das intempéries, não à prova de intempéries. Não pule no lago.""",39,1,13,10,250,3139,0,14400,1,0,439456,3476,0,977,0,0,0,0
Manto do Sorrateiro,"|cFF00ccffAparência de The War Within|r|n|nDesbloqueia a aparência Manto do Sorrateiro.|n|n""Alguns saqueadores preferem ficar nas sombras.""",40,1,13,20,250,3139,0,14400,1,0,439455,3477,0,977,0,0,0,0
Drapeado do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|nDesbloqueia a aparência Drapeado do Senhor da Pilhagem.|n|n""Com vermelho e dourado combinando, é claro.""",41,1,13,30,500,3139,0,14400,1,0,439379,3461,0,977,0,0,0,0
Drapeado Tempéstio do Senhor da Pilhagem,|cFF00ccffAparência de The War Within|r|n|nDesbloqueia a aparência Drapeado Tempéstio do Senhor da Pilhagem.,42,1,13,40,1000,3139,0,14400,5,0,0,4168,0,977,0,0,0,0
Camisa de Algodão Tecido,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Camisa de Algodão Tecido.|n|nFaz parte da roupa de Grumete Xucro em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências estiverem desbloqueadas.",43,1,5,10,250,3139,0,14400,1,0,439453,3478,0,0,0,0,0,0
Gibão do Duelista Carmesim,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Gibão do Duelista Carmesim. Faz parte da roupa de Grumete Estiloso em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.",44,1,6,10,250,3139,0,14400,1,0,439454,3485,0,0,0,0,0,0
Colete do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Colete do Senhor da Pilhagem. Faz parte da roupa de Grumete Inabalável em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.|n|n""Ninguém fica feio de colete.""",45,1,8,30,250,3139,0,14400,1,0,439370,3455,0,0,0,0,0,0
Colete Tempéstio do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Colete Tempéstio do Senhor da Pilhagem. Faz parte da roupa de Grumete Tempéstio em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.",46,1,9,30,1000,3139,0,14400,5,0,0,4169,0,0,0,0,0,0
Tabardo do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|nDesbloqueia a aparência Tabardo do Senhor da Pilhagem.|n|n""Você provou que é um verdadeiro bucaneiro e conquistou o Capitão Barrileiro. Exiba com orgulho a sua lealdade à tripulação.""",47,1,10,10,5000,3139,0,14400,1,0,443375,3624,0,0,0,0,0,0
Manilhas do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Manilhas do Senhor da Pilhagem. Faz parte da roupa de Grumete Inabalável em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.|n|n""Manilhas douradas, feitas para os mais finos piratas.""",48,1,8,70,250,3139,0,14400,1,0,439375,3458,0,0,0,0,0,0
Manilhas Tempéstias do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Manilhas Tempéstias do Senhor da Pilhagem. Faz parte da roupa de Grumete Tempéstio em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.",49,1,9,70,250,3139,0,14400,5,0,0,4170,0,0,0,0,0,0
Luvas de Grumete,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Luvas de Grumete. Faz parte da roupa de Grumete Xucro em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.|n|n""Luvas de Couro para agarrar melhor o butim.""",50,1,5,30,250,3139,0,14400,1,0,439457,3474,0,0,0,0,0,0
Luvetes do Embusteiro,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Luvetes do Embusteiro. Faz parte da roupa de Grumete Estiloso em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.|n|n""Para quem tem mãos leves.""",51,1,6,30,250,3139,0,14400,1,0,439458,3475,0,0,0,0,0,0
Afanadores do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Afanadores do Senhor da Pilhagem. Faz parte da roupa de Grumete Inabalável em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.|n|n""Que textura sedosa.""",52,1,8,50,250,3139,0,14400,1,0,439377,3459,0,0,0,0,0,0
Afanadores Tempéstios do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Afanadores Tempéstios do Senhor da Pilhagem. Faz parte da roupa de Grumete Tempéstio em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.",53,1,9,50,250,3139,0,14400,5,0,0,4171,0,0,0,0,0,0
Cilha Dourada do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Cilha Dourada do Senhor da Pilhagem. Faz parte da roupa de Grumete Inabalável em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.|n|n""A fivelona dourada de caveira compõe o traje.""",54,1,8,60,250,3139,0,14400,1,0,439373,3457,0,0,0,0,0,0
Cilha Tempéstia do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Cilha Tempéstia do Senhor da Pilhagem. Faz parte da roupa de Grumete Tempéstio em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.",55,1,9,60,250,3139,0,14400,5,0,0,4172,0,0,0,0,0,0
Calçotes Feitos à Mão,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Calçotes Feitos à Mão. Faz parte da roupa de Grumete Estiloso em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.|n|n""Presente do capitão, sob medida pra você!""",56,1,6,20,250,3139,0,14400,1,0,439452,3480,0,0,0,0,0,0
Calções Acolchoados,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Calções Acolchoados. Faz parte da roupa de Grumete Xucro em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.|n|n""Um novo par de calças para amortecer sua aterrissagem.""",57,1,5,20,250,3139,0,14400,1,0,439451,3479,0,0,0,0,0,0
Calçotes Chiques do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Calçotes Chiques do Senhor da Pilhagem. Faz parte da roupa de Grumete Inabalável em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.|n|n""Agora você pode dizer que tem as calças mais chiques de todas.""",58,1,8,40,250,3139,0,14400,1,0,439378,3460,0,0,0,0,0,0
Calçotes Tempéstios do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Calçotes Tempéstios do Senhor da Pilhagem. Faz parte da roupa de Grumete Tempéstio em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.",59,1,9,40,500,3139,0,14400,5,0,0,4173,0,0,0,0,0,0
Couros Silentes,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Couros Silentes. Faz parte da roupa de Grumete Estiloso em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.|n|n""Às vezes, se esconder é o melhor ataque.""",60,1,6,40,250,3139,0,14400,1,0,439450,3482,0,0,0,0,0,0
Botas do Pé Firme,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Botas do Pé Firme. Faz parte da roupa de Grumete Xucro em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.|n|n""Ajuda a manter o equilíbrio no mar ou na terra.""",61,1,5,40,250,3139,0,14400,1,0,439448,3481,0,0,0,0,0,0
Raspadores de Lama do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Raspadores de Lama do Senhor da Pilhagem. Faz parte da roupa de Grumete Inabalável em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.|n|n""Você não ia querer lama nas botas.""",62,1,8,80,250,3139,0,14400,1,0,439372,3456,0,0,0,0,0,0
Raspadores de Lama Tempéstios do Senhor da Pilhagem,"|cFF00ccffAparência de The War Within|r|n|cFF1eff00Aparência de Plunderstorm|r|n|nDesbloqueia a aparência Raspadores de Lama Tempéstios do Senhor da Pilhagem. Faz parte da roupa de Grumete Tempéstio em Plunderstorm. Para trocar de roupa, procure Da'kash Daka'omeu quando todas as aparências deste conjunto estiverem desbloqueadas.",63,1,9,80,250,3139,0,14400,5,0,0,4174,0,0,0,0,0,0
Garragancho,"|cFF00ccffMontaria de The War Within|r

Desbloqueia a montaria voadora Garragancho.

""Basta uma volta, e você não larga mais!""",64,1,2,50,5000,3139,0,14400,4,0,0,0,123755,80,0,0,0,0
Um Pequeno Tricorne Emplumado,"|cFF00ccffAmigo de The War Within|r|n|cFF1eff00Amigo de Plunderstorm|r|n|nAo ser evocado, agora Pepe às vezes aparece vestido de Senhor da Pilhagem. Para evocar o capitãozinho em Plunderstorm, fale com Da'kash Daka'omeu.",66,1,14,20,500,3139,0,0,0,0,438055,0,0,0,1044996,0,0,0
Placa de Aviso Capenga,"|cFF00ccffBrinquedo de The War Within|r|n|nDesbloqueia o brinquedo Placa de Aviso Capenga.|n|n""Perfeita para criar seu próprio reduto pirata.""",67,1,14,10,500,3139,0,14400,0,0,439490,0,0,0,2055032,0,0,0
Saco de 250 Créditos do Comerciante Saqueado,"|cFF00ccffRecompensa de The War Within|r|n|nDesbloqueia 250 Créditos do Comerciante no Baú do Coletor, em Ventobravo ou Orgrimmar.",68,1,15,10,1000,3139,0,0,0,0,437507,0,0,0,975746,0,0,0
Baú de 500 Créditos do Comerciante Saqueado,"|cFF00ccffRecompensa de The War Within|r|n|nDesbloqueia 500 Créditos do Comerciante no Baú do Coletor, em Ventobravo ou Orgrimmar.",69,1,15,20,2000,3139,0,0,0,0,437507,0,0,0,4696085,0,0,0
[PH] Happy,"|cFF00ccffThe War Within Pet|r

[PH] Unlocks the Happy pet.

""He's just excited to be here.""",72,2,16,10,0,0,0,0,0,0,0,0,118654,0,0,0,0,0
[PH] Bubbles,"|cFF00ccffThe War Within Pet|r

[PH] Unlocks the Bubbles pet.

""It followed you home!""",73,2,16,20,0,0,0,0,0,0,0,0,118078,0,0,0,0,0
[PH] Test Set,[PH] Test description of an equipment set.,74,2,17,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0
