Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
Carneiro Cinza,|cFFFFD200Comerciante: |rVeron Ambarmanso|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Os carneiros batem a cabeça uns contra os outros por horas a fio para impressionar a fêmea. De certa forma, são bem parecidos com os anões.",21,230,0,2,6777,0,0,4,0,0
Carneiro Preto,|cFFFFD200Legado|r,"""Não vejo essa raça há anos, mas bicho forte não se deixa levar."" - Veron Ambarmanso",22,230,64,2,6896,0,0,4,0,0
Carneiro Branco,|cFFFFD200Comerciante: |rVeron Ambarmanso|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Os carneiros batem a cabeça uns contra os outros por horas a fio para impressionar a fêmea. De certa forma, são bem parecidos com os anões.",24,230,0,2,6898,0,0,4,0,0
Carneiro Marrom,|cFFFFD200Comerciante: |rVeron Ambarmanso|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Os carneiros batem a cabeça uns contra os outros por horas a fio para impressionar a fêmea. De certa forma, são bem parecidos com os anões.",25,230,0,2,6899,0,0,4,0,0
Sabre-de-gelo Listrado,|cFFFFD200Comerciante: |rLelanai|n|cFFFFD200Zona: |rDarnassus|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Graças a seu apetite voraz, o sabre-de-gelo possui o apelido carinhoso de ""fome de dragão"" na língua noctiélfica.",26,230,0,2,8394,0,0,4,0,0
Raptor Esmeralda,|cFFFFD200Comerciante: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Raptor de sangue puro, garantimos que não morde (muito).",27,230,0,2,8395,0,0,4,0,0
Cavalo Descarnado,|cFFFFD200Legado|r,"Como a maioria das criaturas mortas-vivas, o cavalo descarnado não voltou dos mortos por opção.",28,230,64,2,8980,0,0,4,0,0
Sabre-de-gelo Malhado,|cFFFFD200Comerciante: |rLelanai|n|cFFFFD200Zona: |rDarnassus|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,"Graças a seu apetite voraz, o sabre-de-gelo possui o apelido carinhoso de ""fome de dragão"" na língua noctiélfica.",31,230,0,2,10789,0,0,4,0,0
Tigre,|cFFFFD200Legado|r,,32,230,64,5,10790,0,0,4,0,0
Sabre-da-noite Listrado,|cFFFFD200Comerciante: |rLelanai|n|cFFFFD200Zona: |rDarnassus|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Considerada um dos predadores mais letais de Azeroth, esta fera corre pelas florestas sem emitir nenhum ruído.",34,230,0,2,10793,0,0,4,0,0
Raptor Marfim,|cFFFFD200Legado|r,"Raptor de sangue puro, garantimos que não morde (muito).",35,230,64,2,10795,0,0,4,0,0
Raptor Turquesa,|cFFFFD200Comerciante: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Raptor de sangue puro, garantimos que não morde (muito).",36,230,0,2,10796,0,0,4,0,0
Raptor Violeta,|cFFFFD200Comerciante: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Raptor de sangue puro, garantimos que não morde (muito).",38,230,0,2,10799,0,0,4,0,0
Mecanostruz Vermelho,|cFFFFD200Comerciante: |rMilli Penapita|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Os exográficos terradinâmicos são enviados aos reguladores do equilíbrio pelo sistema de projeção hidráulica..."" - Binjy Penapita",39,230,0,2,10873,0,0,4,0,0
Mecanostruz Azul,|cFFFFD200Comerciante: |rMilli Penapita|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Os exográficos terradinâmicos são enviados aos reguladores do equilíbrio pelo sistema de projeção hidráulica..."" - Binjy Penapita",40,230,0,2,10969,0,0,4,0,0
Cavalo de Guerra,|cFFFFD200Paladino|r|n,Adestrado para enfrentar combates violentos.,41,230,4,1,13819,27943,0,4,0,0
Mecanostruz Branco Modelo B,|cFFFFD200Legado|r,"Após várias queixas de ""galope impossível de controlar"", os engenheiros gnômicos tiveram que recolher o modelo. A partir de então, eles passaram a chamar protótipos defeituosos de ""modelo B"".",42,230,64,2,15779,0,0,4,0,0
Mecanostruz Verde,|cFFFFD200Comerciante: |rMilli Penapita|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Os exográficos terradinâmicos são enviados aos reguladores do equilíbrio pelo sistema de projeção hidráulica..."" - Binjy Penapita",43,230,64,2,15780,0,0,4,0,0
Sabre-da-noite Preto,|cFFFFD200Legado|r,"Considerada um dos predadores mais letais de Azeroth, esta fera corre pelas florestas sem emitir nenhum ruído.",45,230,64,2,16055,0,0,4,0,0
Sabre-de-gelo Ancião,|cFFFFD200Legado|r,A ausência de manchas e listras indica que este animal descende da linhagem mais antiga de sabres-do-gelo.,46,230,64,2,16056,0,0,4,0,0
Lobo Vermelho,|cFFFFD200Legado|r,Quase não restam lobos vermelhos em Azeroth. Somente os aventureiros mais viajados têm a chance de ver um.,50,230,64,2,16080,0,0,4,0,0
Lobo Ártico,|cFFFFD200Legado|r,"Acreditava-se que o lobo ártico estava extinto, porém ele ainda pode ser visto na companhia de alguns veteranos da Horda.",51,230,64,0,16081,0,0,4,0,0
Baio,|cFFFFD200Legado|r,É o cavalo favorito dos nobres humanos devido à sua belíssima pelagem dourada e à sua crina alva e esvoaçante.,52,230,64,2,16082,0,0,4,0,0
Garanhão Branco,|cFFFFD200Legado|r,O poderoso e incansável garanhão branco aparece em diversos mitos das tribos humanas antigas.,53,230,64,2,16083,0,0,4,0,0
Raptor Vermelho Mosqueado,|cFFFFD200Legado|r,"Raptor de sangue puro, garantimos que não morde (muito).",54,230,64,2,16084,0,0,4,0,0
Sabre-de-gelo de Hibérnia,|cFFFFD200Missão: |rNinguém segura esse bebê|n|cFFFFD200Zona: |rHibérnia,"O adestramento desta raça de sabres requer paciência, força e um grande estoque de novelos de lã e ratinhos de brinquedo.",55,230,4,1,17229,0,0,4,0,0
Raptor Marfim,|cFFFFD200Legado|r,"Raptor de sangue puro, garantimos que não morde (muito).",56,230,64,2,17450,0,0,4,0,0
Mecanostruz Verde,|cFFFFD200Comerciante: |rMilli Penapita|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Os exográficos terradinâmicos são enviados aos reguladores do equilíbrio pelo sistema de projeção hidráulica..."" - Binjy Penapita",57,230,0,2,17453,0,0,4,0,0
Mecanostruz sem Pintura,|cFFFFD200Comerciante: |rMilli Penapita|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Os exográficos terradinâmicos são enviados aos reguladores do equilíbrio pelo sistema de projeção hidráulica..."" - Binjy Penapita",58,230,0,2,17454,0,0,4,0,0
Mecanostruz Azul-gelo Modelo A,|cFFFFD200Legado|r,"Esta obra histórica de engenharia gnômica foi aposentada à força por ter um giroscômetro extremamente ""pegajoso"".",62,230,64,2,17459,0,0,4,0,0
Carneiro do Gelo,|cFFFFD200Legado|r,"""Não vejo essa raça há anos, mas bicho forte não se deixa levar."" - Veron Ambarmanso",63,230,64,2,17460,0,0,4,0,0
Carneiro Preto,|cFFFFD200Legado|r,"""Não vejo essa raça há anos, mas bicho forte não se deixa levar."" - Veron Ambarmanso",64,230,64,2,17461,0,0,4,0,0
Cavalo Descarnado Vermelho,|cFFFFD200Comerciante: |rZacarias Pústulo|n|cFFFFD200Zona: |rClareiras de Tirisfal|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Os Renegados acreditam que até mesmo as bestas de carga ficam atormentadas se não tiverem um propósito na morte-viva.,65,230,0,2,17462,0,0,4,0,0
Cavalo Descarnado Azul,|cFFFFD200Comerciante: |rZacarias Pústulo|n|cFFFFD200Zona: |rClareiras de Tirisfal|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Os Renegados acreditam que até mesmo as bestas de carga ficam atormentadas se não tiverem um propósito na morte-viva.,66,230,0,2,17463,0,0,4,0,0
Cavalo Descarnado Castanho,|cFFFFD200Comerciante: |rZacarias Pústulo|n|cFFFFD200Zona: |rClareiras de Tirisfal|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Os Renegados acreditam que até mesmo as bestas de carga ficam atormentadas se não tiverem um propósito na morte-viva.,67,230,0,2,17464,0,0,4,0,0
Cavalo de Guerra Descarnado Verde,|cFFFFD200Comerciante: |rZacarias Pústulo|n|cFFFFD200Zona: |rClareiras de Tirisfal|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Quando trazem um herói tombado à morte-viva, também trazem o seu cavalo.",68,230,0,2,17465,0,0,4,0,0
Corcel da Morte de Rivendare,|cFFFFD200Saque:|r Lorde Aurius Rivendare|n|cFFFFD200Local:|r Stratholme,"Quando o Barão Rivendare se tornou campeão do Flagelo, ele condenou seu cavalo favorito a acompanhá-lo na morte-viva.",69,230,0,0,17481,0,0,4,0,0
Kodo de Montaria,|cFFFFD200Legado|r,"""Os kodos são a espinha dorsal do nosso povo. Aonde quer que a Horda vá, seja para comerciar, habitar ou guerrear, lá estão os poderosos kodos."" - Harb Casco Afiado",70,230,64,2,18363,0,0,4,0,0
Kodo Cinza,|cFFFFD200Comerciante: |rHarb Casco Afiado|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Os kodos são a espinha dorsal do nosso povo. Aonde quer que a Horda vá, seja para comerciar, habitar ou guerrear, lá estão os poderosos kodos."" - Harb Casco Afiado",71,230,0,2,18989,0,0,4,0,0
Kodo Marrom,|cFFFFD200Comerciante: |rHarb Casco Afiado|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Os kodos são a espinha dorsal do nosso povo. Aonde quer que a Horda vá, seja para comerciar, habitar ou guerrear, lá estão os poderosos kodos."" - Harb Casco Afiado",72,230,0,2,18990,0,0,4,0,0
Kodo Verde,|cFFFFD200Legado|r,"Este kodo é o macho alfa do bando, um excelente espécime das poderosas criaturas que fazem tremer a terra de Desolação.",73,230,64,2,18991,0,0,4,0,0
Kodo Ardósia,|cFFFFD200Legado|r,"""Os kodos são a espinha dorsal do nosso povo. Aonde quer que a Horda vá, seja para comerciar, habitar ou guerrear, lá estão os poderosos kodos."" - Harb Casco Afiado",74,230,64,2,18992,0,0,4,0,0
Corcel de Guerra Preto,|cFFFFD200Comerciante: |rTenente Karter|n|cFFFFD200Área: |rVentobravo|n|cFFFFD200Custo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Adestrado para enfrentar combates corpo a corpo brutais nos mais violentos campos de batalha.,75,230,0,2,22717,0,0,4,0,0
Kodo de Guerra Preto,|cFFFFD200Comerciante: |rSaqueador Bork|n|cFFFFD200Área: |rOrgrimmar|n|cFFFFD200Custo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Os Kor'kron gostam dos kodos de guerra pelo seu comportamento agressivo e imprevisível. Quando soa o chamado do Kodo de Guerra Preto, é sinal de que o sangue vai ser derramado.",76,230,0,2,22718,0,0,4,0,0
Tanquestruz Preto,|cFFFFD200Comerciante: |rTenente Karter|n|cFFFFD200Área: |rVentobravo|n|cFFFFD200Custo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"""Um gnomo devidamente acelerado em batalha possui uma beleza letal."" - Grão-faz-tudo Mekkatorque",77,230,0,2,22719,0,0,4,0,0
Carneiro de Guerra Preto,|cFFFFD200Comerciante: |rTenente Karter|n|cFFFFD200Área: |rVentobravo|n|cFFFFD200Custo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Os anões valorizam seus companheiros carneiros por entrarem na batalha sem medo.,78,230,0,2,22720,0,0,4,0,0
Raptor de Guerra Preto,|cFFFFD200Comerciante: |rSaqueador Bork|n|cFFFFD200Área: |rOrgrimmar|n|cFFFFD200Custo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Raptores da mesma linhagem cruel de Ohgan, responsável por levar o Império Gurubashi à vitória.",79,230,0,2,22721,0,0,4,0,0
Cavalo de Guerra Descarnado Vermelho,|cFFFFD200Comerciante: |rSaqueador Bork|n|cFFFFD200Área: |rOrgrimmar|n|cFFFFD200Custo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Quando trazem um herói tombado à morte-viva, também trazem o seu cavalo.",80,230,0,2,22722,0,0,4,0,0
Tigre de Guerra Preto,|cFFFFD200Comerciante: |rTenente Karter|n|cFFFFD200Área: |rVentobravo|n|cFFFFD200Custo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,"Assim como seus primos sabres-da-noite, os tigres são conhecidos pelas garras afiadíssimas, pela agilidade inacreditável e por adorarem um carinho atrás da orelha.",81,230,0,2,22723,0,0,4,0,0
Lobo de Guerra Preto,|cFFFFD200Comerciante: |rSaqueador Bork|n|cFFFFD200Área: |rOrgrimmar|n|cFFFFD200Custo: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Admirados pelos guardas de Orgrimmar graças a seu olfato apuradíssimo.,82,230,0,2,22724,0,0,4,0,0
Corcel Medonho,|cFFFFD200Classe: |rBruxo,ATENÇÃO: Ele só sente fome de energia vil. Não gosta de maçãs e odeia as sementes.,83,230,0,1,23161,31504,0,4,0,0
Corcel,|cFFFFD200Paladino|r,Redimido pela Luz. Dedicado à sua causa.,84,230,4,1,23214,27943,0,4,0,0
Sabre-das-brumas Veloz,|cFFFFD200Comerciante: |rLelanai|n|cFFFFD200Zona: |rDarnassus|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,Alguns historiadores afirmam que a pelagem cinzenta desta raça é resultado de antigos experimentos conduzidos pelos Altaneiros.,85,230,0,2,23219,0,0,4,0,0
Sabre-de-gelo Veloz,|cFFFFD200Comerciante:|r Lelanai|n|cFFFFD200Local:|r Darnassus|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Os elfos noturnos criam os sabres-de-gelo desde filhotes, construindo elos fortíssimos de confiança entre o cavaleiro e o animal.",87,230,0,2,23221,0,0,4,0,0
Mecanostruz Amarelo Veloz,|cFFFFD200Comerciante: |rMilli Penapita|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Fizemos várias melhorias, mas ele ainda é baseado no modelo do Mekkatorque."" - Milli Penapita",88,230,0,2,23222,0,0,4,0,0
Mecanostruz Branco Veloz,|cFFFFD200Comerciante: |rMilli Penapita|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Fizemos várias melhorias, mas ele ainda é baseado no modelo do Mekkatorque."" - Milli Penapita",89,230,0,2,23223,0,0,4,0,0
Mecanostruz Verde Veloz,|cFFFFD200Comerciante: |rMilli Penapita|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Fizemos várias melhorias, mas ele ainda é baseado no modelo do Mekkatorque."" - Milli Penapita",90,230,0,2,23225,0,0,4,0,0
Baio Veloz,|cFFFFD200Comerciante: |rKatie Stokx|n|cFFFFD200Zona: |rVentobravo|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Admirado pelos criadores de cavalo pela disciplina e prontidão.,91,230,0,2,23227,0,0,4,0,0
Corcel Branco Veloz,|cFFFFD200Comerciante: |rKatie Stokx|n|cFFFFD200Zona: |rVentobravo|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Veterano das batalhas mais ferozes já lutadas pela Cruzada Argêntea.,92,230,0,2,23228,0,0,4,0,0
Corcel Castanho Veloz,|cFFFFD200Comerciante: |rKatie Stokx|n|cFFFFD200Zona: |rVentobravo|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Veterano das batalhas mais ferozes já lutadas pela Cruzada Argêntea.,93,230,0,2,23229,0,0,4,0,0
Carneiro Marrom Veloz,|cFFFFD200Comerciante: |rVeron Ambarmanso|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,O crânio espesso e os chifres gigantescos do carneiro Barak Tor'ol fazem dele a montaria ideal para investir contra grupos de inimigos com armadura pesada.,94,230,0,2,23238,0,0,4,0,0
Carneiro Cinza Veloz,|cFFFFD200Comerciante: |rVeron Ambarmanso|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,O crânio espesso e os chifres gigantescos do carneiro Barak Tor'ol fazem dele a montaria ideal para investir contra grupos de inimigos com armadura pesada.,95,230,0,2,23239,0,0,4,0,0
Carneiro Branco Veloz,|cFFFFD200Comerciante: |rVeron Ambarmanso|n|cFFFFD200Zona: |rDun Morogh|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,O crânio espesso e os chifres gigantescos do carneiro Barak Tor'ol fazem dele a montaria ideal para investir contra grupos de inimigos com armadura pesada.,96,230,0,2,23240,0,0,4,0,0
Raptor Azul Veloz,|cFFFFD200Comerciante: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Aliados de longa data dos trolls, estes caçadores da selva formam laços muito especiais com seus mestres, tornando-se prestativos, protetores e companheiros.",97,230,0,2,23241,0,0,4,0,0
Raptor Oliva Veloz,|cFFFFD200Comerciante: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Aliados de longa data dos trolls, estes caçadores da selva formam laços muito especiais com seus mestres, servindo como montaria, guardião e companheiro.",98,230,0,2,23242,0,0,4,0,0
Raptor Laranja Veloz,|cFFFFD200Comerciante: |rZjolnir|n|cFFFFD200Zona: |rDurotar|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Aliados de longa data dos trolls, estes caçadores da selva formam laços muito especiais com seus mestres, servindo como montaria, guardião e companheiro.",99,230,0,2,23243,0,0,4,0,0
Cavalo de Guerra Descarnado Roxo,|cFFFFD200Comerciante: |rZacarias Pústulo|n|cFFFFD200Zona: |rClareiras de Tirisfal|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Quando trazem um herói tombado à morte-viva, também trazem o seu cavalo.",100,230,0,2,23246,0,0,4,0,0
Grande Kodo Branco,|cFFFFD200Comerciante: |rHarb Casco Afiado|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Um espécime raro de albino encontrado em Desolação. Os centauros acreditam que os kodos brancos trazem má sorte.,101,230,0,2,23247,0,0,4,0,0
Grande Kodo Cinza,|cFFFFD200Comerciante: |rHarb Casco Afiado|n|cFFFFD200Zona: |rMulgore|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Este kodo é o macho alfa do bando, um excelente espécime das poderosas criaturas que fazem tremer a terra de Desolação.",102,230,0,2,23248,0,0,4,0,0
Grande Kodo Marrom,|cFFFFD200Comerciante:|r Harb Casco Afiado|n|cFFFFD200Local:|r Mulgore|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Este kodo é o macho alfa do bando, um excelente espécime das poderosas criaturas que fazem tremer a terra dos Sertões Setentrionais.",103,230,0,2,23249,0,0,4,0,0
Lobo Marrom Veloz,|cFFFFD200Comerciante: |rOgunaro Correlobos|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Custo: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Os membros da Horda não domam lobos. Eles ganham a sua confiança.,104,230,0,2,23250,0,0,4,0,0
Lobo Silvestre Veloz,|cFFFFD200Comerciante: |rOgunaro Correlobos|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Os membros da Horda não domam lobos. Eles ganham a sua confiança.,105,230,0,2,23251,0,0,4,0,0
Lobo Cinza Veloz,|cFFFFD200Comerciante: |rOgunaro Correlobos|n|cFFFFD200Zona: |rOrgrimmar|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Os membros da Horda não domam lobos. Eles ganham a sua confiança.,106,230,0,2,23252,0,0,4,0,0
Sabre-trovão Veloz,|cFFFFD200Comerciante: |rLelanai|n|cFFFFD200Zona: |rDarnassus|n|cFFFFD200Custo: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,Dizem que esta raça de sabres recebeu seu nome em homenagem a Malfurion Tempesfúria.,107,230,0,2,23338,0,0,4,0,0
Uivador dos Lobo do Gelo,|cFFFFD200Comerciante: |rRazak Ladoférreo|n|cFFFFD200Zona: |rContraforte de Eira dos Montes|n|cFFFFD200Custo: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t|n|n,Criado nas Montanhas de Alterac pelo Clã Lobo do Gelo.,108,230,4,2,23509,0,0,4,0,0
Carneiro de Batalha Lançatroz,|cFFFFD200Comerciante: |rTantaldis Cintilaneve|n|cFFFFD200Zona: |rContraforte de Eira dos Montes|n|cFFFFD200Custo: |r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t,Os adestradores do clã Lançatroz possuem a tradição de entalhar seu nome no chifre esquerdo de todos os carneiros que criam.,109,230,4,2,23510,0,0,4,0,0
