ID,SourceAlliance_lang,SourceHorde_lang,AzeriteEssenceID,Tier,MajorPowerDescription,MinorPowerDescription,MajorPowerActual,MinorPowerActual
32,Gnomecan|n|cFFFFD200Reputação:|r Suprimentos de Ferrúgia|n|cFFFFD200Comerciante:|r Vendamatiq Real Roubada|n|cFFFFD200Local:|r Ferrúgia,,6,4,295358,295333,299347,299346
45,"Aspectos Dragônicos|n|cFFFFD200Missão:|r ""A M.A.D.R.E. sabe o que é melhor""|n|cFFFFD200Recrutador:|r Magni Barbabronze|n|cFFFFD200Local:|r Câmara do Coração",,12,1,295373,295365,295373,295365
46,"Aspectos Dragônicos|n|cFFFFD200Nível do Coração:|r 54|n|cFFFFD200Missão:|r ""Na escuridão, eu sonho""|n|cFFFFD200Recrutador:|r Kalec|n|cFFFFD200Local:|r Câmara do Coração",,12,2,295377,295372,299349,299348
47,"Aspectos Dragônicos|n|cFFFFD200Nível do Coração:|r 60|n|cFFFFD200Missão:|r ""Investigar o Planalto""|n|cFFFFD200Recrutador:|r Kalec|n|cFFFFD200Local:|r Câmara do Coração",,12,3,295379,295369,299353,299350
48,"Aspectos Dragônicos|n|cFFFFD200Nível do Coração:|r 70|n|cFFFFD200Missão:|r ""Um súbito relâmpago""|n|cFFFFD200Recrutador:|r Kalec|n|cFFFFD200Local:|r Câmara do Coração",,12,4,295380,295381,299353,299350
49,Gnomecan|n|cFFFFD200Reputação:|r Resistência Ferrúgia - Respeitado|n|cFFFFD200Comerciante:|r Vendamatiq Real Roubada|n|cFFFFD200Local:|r Ferrúgia|n|cFFFFD200Custo:|r 1 Oscilador Galvânico e 2 Caixotes de Peças Sobressalentes,,13,1,295746,295750,295746,295750
50,Gnomecan|n|cFFFFD200Reputação:|r Resistência Ferrúgia - Honrado|n|cFFFFD200Comerciante:|r Vendamatiq Real Roubada|n|cFFFFD200Local:|r Ferrúgia|n|cFFFFD200Custo:|r 5 Osciladores Galvânicos e 10 Caixotes de Peças Sobressalentes,,13,2,295747,295844,300015,300018
51,Gnomecan|n|cFFFFD200Reputação:|r Resistência Ferrúgia - Reverenciado|n|cFFFFD200Comerciante:|r Vendamatiq Real Roubada|n|cFFFFD200Local:|r Ferrúgia|n|cFFFFD200Custo:|r 8 Osciladores Galvânicos e 20 Caixotes de Peças Sobressalentes,,13,3,295748,295846,300016,300020
52,Gnomecan|n|cFFFFD200Reputação:|r Suprimentos de Ferrúgia|n|cFFFFD200Comerciante:|r Vendamatiq Real Roubada|n|cFFFFD200Local:|r Ferrúgia,,13,4,295749,295845,300016,300020
53,"Raide Palácio Eterno|n|cFFFFD200Combinar:|r Relicário Aquoso|n|cFFFFD200Saque:|r Luz de Azshara, Corte da Rainha ou Rainha Azshara",,14,1,295840,295834,295840,295834
54,"Raide Palácio Eterno|n|cFFFFD200Combinar:|r Relicário Aquoso|n|cFFFFD200Saque:|r Luz de Azshara, Corte da Rainha ou Rainha Azshara",,14,2,295841,295836,299355,299354
55,"Raide Palácio Eterno|n|cFFFFD200Combinar:|r Relicário Aquoso|n|cFFFFD200Saque:|r Luz de Azshara, Corte da Rainha ou Rainha Azshara",,14,3,295843,295837,299358,299357
56,Raide Palácio Eterno|n|cFFFFD200Saque:|r Rainha Azshara (Mítico),,14,4,295892,295839,299358,299357
57,"Modo de Guerra|n|cFFFFD200Missão:|r ""Horda por água abaixo""|n|cFFFFD200Recrutador:|r Crafticus Dobramentes|n|cFFFFD200Local:|r Mezzamar","Modo de Guerra|n|cFFFFD200Missão:|r ""Aliança por água abaixo""|n|cFFFFD200Recrutador:|r Dazzerian|n|cFFFFD200Local:|r Nova Morada",15,1,302731,302916,302731,302916
58,"Modo de Guerra|n|cFFFFD200Conquista:|r ""Guerra em duas frentes""|n|cFFFFD200Comerciante:|r Crafticus Dobramentes|n|cFFFFD200Local:|r Mezzamar|n|cFFFFD200Custo:|r 20 Comendas da Batalha por Nazjatar","Modo de Guerra|n|cFFFFD200Conquista:|r ""Guerra em duas frentes""|n|cFFFFD200Comerciante:|r Dazzerian|n|cFFFFD200Local:|r Nova Morada|n|cFFFFD200Custo:|r 20 Comendas da Batalha por Nazjatar",15,2,302778,302957,302982,302984
59,Modo de Guerra|n|cFFFFD200Coletar:|r Distinção do Chamado às Armas|n|cFFFFD200Missão:|r Chamado às Armas Semanal|n|cFFFFD200Comerciante:|r Crafticus Dobramentes|n|cFFFFD200Local:|r Mezzamar|n|cFFFFD200Custo:|r 10 Distinções do Chamado às Armas e 50 Comendas da Batalha por Nazjatar,Modo de Guerra|n|cFFFFD200Coletar:|r Distinção do Chamado às Armas|n|cFFFFD200Missão:|r Chamado às Armas Semanal|n|cFFFFD200Comerciante:|r Dazzerian|n|cFFFFD200Local:|r Nova Morada|n|cFFFFD200Custo:|r 10 Distinções do Chamado às Armas e 50 Comendas da Batalha por Nazjatar,15,3,302780,302961,302983,302985
60,"Modo de Guerra|n|cFFFFD200Conquista:|r ""Suprimento dos assassinos""|n|cFFFFD200Comerciante:|r Crafticus Dobramentes|n|cFFFFD200Local:|r Mezzamar","Modo de Guerra|n|cFFFFD200Conquista:|r ""Suprimento dos assassinos""|n|cFFFFD200Comerciante:|r Dazzerian|n|cFFFFD200Local:|r Nova Morada",15,4,302910,302962,302983,302985
61,Visões Horrendas de N'Zoth|n|cFFFFD200Saque:|r|nBaús Amaldiçoados de Thrall ou Alleria|n|cFFFFD200Local:|r Câmara do Coração,,16,1,296036,293030,296036,293030
62,Visões Horrendas de N'Zoth|n|cFFFFD200Saque:|r|nBaús Corrompidos das Áreas Perdidas|n|cFFFFD200Local:|r Câmara do Coração,,16,2,296038,296031,310425,310422
63,Visões Horrendas de N'Zoth|n|cFFFFD200Combinar:|r Centelha de Força Resoluta |n|cFFFFD200Saque:|r|nBaús Corrompidos das Áreas Perdidas e Corrompidas|n|cFFFFD200Local:|r Câmara do Coração,,16,3,296104,296032,310442,310426
64,Nazjatar|n|cFFFFD200Reputação:|r Ankoanos - Respeitado|n|cFFFFD200Comerciante:|r Orador Utia|n|cFFFFD200Local:|r Mezzamar|n|cFFFFD200Custo:|r 10 Pérolas de Mana Prismáticas,Nazjatar|n|cFFFFD200Reputação:|r Libertos - Respeitado|n|cFFFFD200Comerciante:|r Atólia Perolágua|n|cFFFFD200Local:|r Nova Morada|n|cFFFFD200Custo:|r 10 Pérolas de Mana Prismáticas,17,1,296072,296050,296072,296050
65,Nazjatar|n|cFFFFD200Reputação:|r Ankoanos - Honrado|n|cFFFFD200Comerciante:|r Orador Utia|n|cFFFFD200Local:|r Mezzamar|n|cFFFFD200Custo:|r 25 Pérolas de Mana Prismáticas,Nazjatar|n|cFFFFD200Reputação:|r Libertos - Honrado|n|cFFFFD200Comerciante:|r Atólia Perolágua|n|cFFFFD200Local:|r Nova Morada|n|cFFFFD200Custo:|r 25 Pérolas de Mana Prismáticas,17,2,296074,296067,299875,299878
66,Nazjatar|n|cFFFFD200Reputação:|r Ankoanos - Reverenciado|n|cFFFFD200Comerciante:|r Orador Utia|n|cFFFFD200Local:|r Mezzamar|n|cFFFFD200Custo:|r 50 Pérolas de Mana Prismáticas,Nazjatar|n|cFFFFD200Reputação:|r Libertos - Reverenciado|n|cFFFFD200Comerciante:|r Atólia Perolágua|n|cFFFFD200Local:|r Nova Morada|n|cFFFFD200Custo:|r 50 Pérolas de Mana Prismáticas,17,3,296075,296062,299876,299879
67,"Campos de Batalha|n|cFFFFD200Missão:|r ""Invasão dos campos de batalha""|n|cFFFFD200PNJ:|r Marechal Gabriel|n|cFFFFD200Local:|r Docas Grimpagris, Boralus","Campos de Batalha|n|cFFFFD200Missão:|r ""Invasão dos campos de batalha""|n|cFFFFD200PNJ:|r Xander Pratalha|n|cFFFFD200Local:|r Mugambala",18,1,296094,296081,296094,296081
68,"Campos de Batalha|n|cFFFFD200Conquista:|r ""Brigão do campo de batalha""|n|cFFFFD200Comerciante:|r Marechal Gabriel|n|cFFFFD200Local:|r Docas Grimpagris, Boralus|n|cFFFFD200Custo:|r 25 Marcas de Honra","Campos de Batalha|n|cFFFFD200Conquista:|r ""Brigão do campo de batalha""|n|cFFFFD200Comerciante:|r Xander Pratalha|n|cFFFFD200Local:|r Docas Mugambala|n|cFFFFD200Custo:|r 25 Marcas de Honra",18,2,296102,296091,299882,299885
69,"Campos de Batalha|n|cFFFFD200Conquista:|r ""Estrategista do campo de batalha""|n|cFFFFD200Comerciante:|r Marechal Gabriel|n|cFFFFD200Local:|r Docas Grimpagris, Boralus|n|cFFFFD200Custo:|r 25 Marcas de Honra","Campos de Batalha|n|cFFFFD200Conquista:|r ""Estrategista do campo de batalha""|n|cFFFFD200Comerciante:|r Xander Pratalha|n|cFFFFD200Local:|r Docas Mugambala|n|cFFFFD200Custo:|r 25 Marcas de Honra",18,3,296103,296089,299883,299887
70,Gnomecan|n|cFFFFD200Reputação:|r Resistência Ferrúgia - Respeitado|n|cFFFFD200Comerciante:|r Vendamatiq Real Roubada|n|cFFFFD200Local:|r Ferrúgia|n|cFFFFD200Custo:|r 1 Oscilador Galvânico e 2 Caixotes de Peças Sobressalentes,,19,1,296197,296136,296197,296136
71,Gnomecan|n|cFFFFD200Reputação:|r Resistência Ferrúgia - Honrado|n|cFFFFD200Comerciante:|r Vendamatiq Real Roubada|n|cFFFFD200Local:|r Ferrúgia|n|cFFFFD200Custo:|r 5 Osciladores Galvânicos e 10 Caixotes de Peças Sobressalentes,,19,2,296200,296192,299932,299935
72,Gnomecan|n|cFFFFD200Reputação:|r Resistência Ferrúgia - Reverenciado|n|cFFFFD200Comerciante:|r Vendamatiq Real Roubada|n|cFFFFD200Local:|r Ferrúgia|n|cFFFFD200Custo:|r 8 Osciladores Galvânicos e 20 Caixotes de Peças Sobressalentes,,19,3,296201,296193,299933,299936
73,Masmorras Míticas|n|cFFFFD200Combinação:|r Ânima da Vida Concentrada|n|cFFFFD200Saque:|r Chefes de Fim de Masmorra,,20,1,293032,296207,293032,296207
74,Masmorras Míticas|n|cFFFFD200Combinação:|r Ânima da Vida Concentrada|n|cFFFFD200Saque:|r Chefes de Fim de Masmorra,,20,2,296220,296213,299943,299939
75,Masmorras Míticas|n|cFFFFD200Combinação:|r Ânima da Vida Concentrada|n|cFFFFD200Saque:|r Chefes de Fim de Masmorra,,20,3,296221,296214,299944,299940
76,"Raide Palácio Eterno|n|cFFFFD200Combinar:|r Relicário Aquoso|n|cFFFFD200Saque:|r Luz de Azshara, Corte da Rainha ou Rainha Azshara",,21,1,296230,303448,296230,303448
77,"Raide Palácio Eterno|n|cFFFFD200Combinar:|r Relicário Aquoso|n|cFFFFD200Saque:|r Luz de Azshara, Corte da Rainha ou Rainha Azshara",,21,2,303472,303463,299958,303474
78,"Raide Palácio Eterno|n|cFFFFD200Combinar:|r Relicário Aquoso|n|cFFFFD200Saque:|r Luz de Azshara, Corte da Rainha ou Rainha Azshara",,21,3,296232,303460,299959,303476
79,Operação: Gnomecan|n|cFFFFD200Saque:|r Rei Gnomecan,,22,1,296325,296320,296325,296320
80,Operação: Gnomecan|n|cFFFFD200Sucatrônica:|r Projeto de Diferencial Sincronizado Perfeitamente|n|cFFFFD200Saque:|r Rei Gnomecan,,22,2,296326,296321,299368,299367
81,Operação: Gnomecan|n|cFFFFD200Combinar:|r Rebimbocas de Progressão|n|cFFFFD200Saque:|r Rei Gnomecan,,22,3,303342,296322,299370,299369
82,"Operação: Gnomecan (Mítico)|n|cFFFFD200Conquista:|r ""Alta frequência""|n|cFFFFD200Fofoca:|r Príncipe Erazmin|n|cFFFFD200Local:|r Ferrúgia",,22,4,296328,296324,299370,299369
83,"Campos de Batalha|n|cFFFFD200Missão:|r ""Invasão dos campos de batalha""|n|cFFFFD200PNJ:|r Marechal Gabriel|n|cFFFFD200Local:|r Docas Grimpagris, Boralus","Campos de Batalha|n|cFFFFD200Missão:|r ""Invasão dos campos de batalha""|n|cFFFFD200PNJ:|r Xander Pratalha|n|cFFFFD200Local:|r Mugambala",23,1,297108,297147,297108,297147
84,"Campos de Batalha|n|cFFFFD200Conquista:|r ""Brigão do campo de batalha""|n|cFFFFD200Comerciante:|r Marechal Gabriel|n|cFFFFD200Local:|r Docas Grimpagris, Boralus|n|cFFFFD200Custo:|r 25 Marcas de Honra","Campos de Batalha|n|cFFFFD200Conquista:|r ""Brigão do campo de batalha""|n|cFFFFD200Comerciante:|r Xander Pratalha|n|cFFFFD200Local:|r Docas Mugambala|n|cFFFFD200Custo:|r 25 Marcas de Honra",23,2,297120,297177,298273,298274
85,"Campos de Batalha|n|cFFFFD200Conquista:|r ""Estrategista do campo de batalha""|n|cFFFFD200Comerciante:|r Marechal Gabriel|n|cFFFFD200Local:|r Docas Grimpagris, Boralus|n|cFFFFD200Custo:|r 25 Marcas de Honra","Campos de Batalha|n|cFFFFD200Conquista:|r ""Estrategista do campo de batalha""|n|cFFFFD200Comerciante:|r Xander Pratalha|n|cFFFFD200Local:|r Docas Mugambala|n|cFFFFD200Custo:|r 25 Marcas de Honra",23,3,297122,297178,298277,298275
89,"Vale das Flores Eternas |n|cFFFFD200Série de missões começa com:|r|n""Nunca é fácil"" |n|cFFFFD200Série de missões termina com:|r|n""Esperança reanimada""|n|cFFFFD200Recrutador:|r Magni Barbabronze|n|cFFFFD200Local:|r Câmara do Coração",,24,1,297375,297411,297375,297411
90,Vale das Flores Eternas |n|cFFFFD200Combinar:|r Sopro do Espírito Sempiterno |n|cFFFFD200Missão:|r|nPrimeira missão diária da semana das Visões da Escuridão |n|cFFFFD200Recrutador:|r Agente de Garranegra |n|cFFFFD200Local:|r|nPerto dos Portais de Visões da Escuridão em Uldum ou no Vale das Flores Eternas,,24,2,297546,297542,298309,298302
91,Vale das Flores Eternas|n|cFFFFD200Reputação:|r Rajani - Reverenciado|n|cFFFFD200Comerciante:|r Zhang Khu|n|cFFFFD200Local:|r Santuário Silencioso|n|cFFFFD200Custo:|r 50 Lembranças Corrompidas,,24,3,297547,297544,298312,298304
96,Nazjatar|n|cFFFFD200Reputação:|r Ankoanos - Respeitado|n|cFFFFD200Comerciante:|r Orador Utia|n|cFFFFD200Local:|r Mezzamar|n|cFFFFD200Custo:|r 10 Pérolas de Mana Prismáticas,Nazjatar|n|cFFFFD200Reputação:|r Libertos - Respeitado|n|cFFFFD200Comerciante:|r Atólia Perolágua|n|cFFFFD200Local:|r Nova Morada|n|cFFFFD200Custo:|r 10 Pérolas de Mana Prismáticas,25,1,298168,298193,298168,298193
97,Nazjatar|n|cFFFFD200Reputação:|r Ankoanos - Honrado|n|cFFFFD200Comerciante:|r Orador Utia|n|cFFFFD200Local:|r Mezzamar|n|cFFFFD200Custo:|r 25 Pérolas de Mana Prismáticas,Nazjatar|n|cFFFFD200Reputação:|r Libertos - Honrado|n|cFFFFD200Comerciante:|r Atólia Perolágua|n|cFFFFD200Local:|r Nova Morada|n|cFFFFD200Custo:|r 25 Pérolas de Mana Prismáticas,25,2,298169,298351,299273,299274
98,Nazjatar|n|cFFFFD200Reputação:|r Ankoanos - Reverenciado|n|cFFFFD200Comerciante:|r Orador Utia|n|cFFFFD200Local:|r Mezzamar|n|cFFFFD200Custo:|r 50 Pérolas de Mana Prismáticas,Nazjatar|n|cFFFFD200Reputação:|r Libertos - Reverenciado|n|cFFFFD200Comerciante:|r Atólia Perolágua|n|cFFFFD200Local:|r Nova Morada|n|cFFFFD200Custo:|r 50 Pérolas de Mana Prismáticas,25,3,298174,298352,299275,299277
99,"Campos de Batalha|n|cFFFFD200Conquista:|r ""Mestre do campo de batalha""|n|cFFFFD200Comerciante:|r Marechal Gabriel|n|cFFFFD200Local:|r Docas Grimpagris, Boralus","Campos de Batalha|n|cFFFFD200Conquista:|r ""Mestre do campo de batalha""|n|cFFFFD200Comerciante:|r Xander Pratalha|n|cFFFFD200Local:|r Mugambala",23,4,298182,298183,298277,298275
100,Vale das Flores Eternas |n|cFFFFD200Reputação:|r Suprimentos Rajani|n|cFFFFD200Comerciante:|r Zhang Khu |n|cFFFFD200Local:|r Santuário Silencioso,,24,4,298184,298185,298312,298304
101,Nazjatar|n|cFFFFD200Reputação:|r Suprimentos Ankoanos|n|cFFFFD200Comerciante:|r Orador Utia|n|cFFFFD200Local:|r Mezzamar,Nazjatar|n|cFFFFD200Reputação:|r Suprimentos Libertos|n|cFFFFD200Comerciante:|r Atólia Perolágua|n|cFFFFD200Local:|r Nova Morada,25,4,298186,298353,299275,299277
102,"Nazjatar|n|cFFFFD200Missão:|r ""Uma breve trégua""|n|cFFFFD200Recrutadora:|r Grã-senhora Jaina Proudmore|n|cFFFFD200Local:|r Mezzamar","Nazjatar|n|cFFFFD200Missão:|r ""Nazjatar adentro""|n|cFFFFD200Recrutador:|r Lor'themar Theron|n|cFFFFD200Local:|r Nova Morada",27,1,298357,298268,298357,298268
103,"Nazjatar|n|cFFFFD200Missão:|r ""Amigos em apuros""|n|cFFFFD200Recrutadora:|r Grã-senhora Jaina Proudmore|n|cFFFFD200Local:|r Mezzamar","Nazjatar|n|cFFFFD200Missão:|r ""Caído, mas acordado""|n|cFFFFD200Recrutador:|r Lor'themar Theron|n|cFFFFD200Local:|r Nova Morada",27,2,298376,298337,299372,299371
104,"Nazjatar|n|cFFFFD200Conquista:|r ""Treinamento de campo náutico""|n|cFFFFD200Comerciante:|r Orador Utia|n|cFFFFD200Local:|r Mezzamar|n|cFFFFD200Custo:|r 50 Pérolas de Mana Prismáticas","Nazjatar|n|cFFFFD200Conquista:|r ""Treinamento de campo náutico""|n|cFFFFD200Comerciante:|r Atólia Perolágua|n|cFFFFD200Local:|r Nova Morada|n|cFFFFD200Custo:|r 50 Pérolas de Mana Prismáticas",27,3,298377,298339,299374,299373
105,"Nazjatar|n|cFFFFD200Conquista:|r ""Força de Assassinos Equipe Aqua""|n|cFFFFD200Comerciante:|r Orador Utia|n|cFFFFD200Local:|r Mezzamar","Nazjatar|n|cFFFFD200Conquista:|r ""Força de Assassinos Equipe Aqua""|n|cFFFFD200Comerciante:|r Atólia Perolágua|n|cFFFFD200Local:|r Nova Morada",27,4,298405,298404,299374,299373
106,Nazjatar|n|cFFFFD200Reputação:|r Ankoanos - Respeitado|n|cFFFFD200Comerciante:|r Orador Utia|n|cFFFFD200Local:|r Mezzamar|n|cFFFFD200Custo:|r 10 Pérolas de Mana Prismáticas,Nazjatar|n|cFFFFD200Reputação:|r Libertos - Respeitado|n|cFFFFD200Comerciante:|r Atólia Perolágua|n|cFFFFD200Local:|r Nova Morada|n|cFFFFD200Custo:|r 10 Pérolas de Mana Prismáticas,28,1,298452,298407,298452,298407
107,Nazjatar|n|cFFFFD200Reputação:|r Ankoanos - Honrado|n|cFFFFD200Comerciante:|r Orador Utia|n|cFFFFD200Local:|r Mezzamar|n|cFFFFD200Custo:|r 25 Pérolas de Mana Prismáticas,Nazjatar|n|cFFFFD200Reputação:|r Libertos - Honrado|n|cFFFFD200Comerciante:|r Atólia Perolágua|n|cFFFFD200Local:|r Nova Morada|n|cFFFFD200Custo:|r 25 Pérolas de Mana Prismáticas,28,2,298455,298448,299376,299375
108,Nazjatar|n|cFFFFD200Reputação:|r Ankoanos - Reverenciado|n|cFFFFD200Comerciante:|r Orador Utia|n|cFFFFD200Local:|r Mezzamar|n|cFFFFD200Custo:|r 50 Pérolas de Mana Prismáticas,Nazjatar|n|cFFFFD200Reputação:|r Libertos - Reverenciado|n|cFFFFD200Comerciante:|r Atólia Perolágua|n|cFFFFD200Local:|r Nova Morada|n|cFFFFD200Custo:|r 50 Pérolas de Mana Prismáticas,28,3,298456,298449,299378,299377
