ID,Description_lang,Color
13235,Fase 6 de 9,65280
13236,Fase 7 de 9,65280
13237,Fase 8 de 9,65280
13238,Fase 9 de 9,65280
13239,Forja Titânica,65280
13241,Fúria de Odyn,-1651584
13242,Ira de Helya,-1651584
13243,Ceifagelo,-1651584
13244,Congelante,-1651584
13245,Verus,-1651584
13246,Muramasa,-1651584
13247,Al'burq,-1651584
13248,Alra'ed,-1651584
13249,Angústia,-1651584
13250,Tristeza,-1651584
13251,Sina,-1651584
13252,Previsão,-1651584
13253,Dilaceros,-1651584
13254,Vontade de Akaari,-1651584
13256,Obliterum: 0/10,65280
13257,Obliterum: 1/10,65280
13258,Obliterum: 2/10,65280
13259,Obliterum: 3/10,65280
13260,Obliterum: 4/10,65280
13261,Obliterum: 5/10,65280
13262,Obliterum: 6/10,65280
13263,Obliterum: 7/10,65280
13264,Obliterável,-7820545
13265,Mítico 2,-16711936
13266,Mítico 3,-16711936
13267,Mítico 4,-16711936
13268,Mítico 5,-16711936
13269,Mítico 6,-16711936
13270,Mítico 7,-16711936
13271,Mítico 8,-16711936
13272,Mítico 9,-16711936
13273,Mítico 10,-16711936
13274,Mítico 2 - Bingo,-16711936
13275,Mítico 3 - Bingo,-16711936
13276,Mítico 4 - Bingo,-16711936
13277,Mítico 5 - Bingo,-16711936
13278,Mítico 6 - Bingo,-16711936
13279,Mítico 7 - Bingo,-16711936
13280,Mítico 8 - Bingo,-16711936
13281,Mítico 9 - Bingo,-16711936
13282,Obliterum: 8/10,65280
13284,Veterano,-16711936
13285,Obliterum: 9/10,65280
13286,Obliterum: 10/10,65280
13287,Série 2 de Legion,65280
13288,Série 2 de Legion - Elite,65280
13289,Mítico 11,-16711936
13290,Mítico 12,-16711936
13291,25 jogadores (Normal),0
13292,25 jogadores (Heroico),0
13293,10 jogadores (Normal),65280
13294,Grau 8,-16711681
13295,Série 3 de Legion,65280
13296,Série 3 de Elite de Legion,65280
13297,Série 4 de Legion,65280
13298,Série 4 de Elite de Legion,65280
13299,Série 5 de Legion,65280
13300,Série 5 de Elite de Legion,65280
13301,Gladiador,-16711936
13302,Combatente I,-16711936
13303,Aspirante,-16711936
13304,Honra,-16711936
13305,Nascente do Sol,-16711936
13306,JxJ - Raro,65280
13307,JxJ - Épico,65280
13308,Mítico 13,-16711936
13309,Mítico 14,-16711936
13310,Mítico 15,-16711936
13311,Série 6 de Legion,65280
13312,Série 7 de Legion,65280
13313,Série 6 de Legion - Elite,65280
13314,Série 7 de Legion - Elite,65280
13315,Séries 1 & 2 de Legion,65280
13316,Séries 1 & 2 de Elite de Legion,65280
13317,Séries 3 & 4 de Legion,65280
13318,Séries 3 & 4 de Elite de Legion,65280
13319,Item Criado,-10044417
13320,Abdicado,65280
13321,Inabalável,65280
13322,Obliterum Primevo: 0/10,65280
13323,Obliterum Primevo: 1/10,65280
13324,Obliterum Primevo: 2/10,65280
13325,Obliterum Primevo: 3/10,65280
13326,Obliterum Primevo: 4/10,65280
13327,Obliterum Primevo: 5/10,65280
13328,Obliterum Primevo: 6/10,65280
13329,Obliterum Primevo: 7/10,65280
13330,Obliterum Primevo: 8/10,65280
13331,Obliterum Primevo: 9/10,65280
13332,Obliterum Primevo: 10/10,65280
13333,Shatug,-6081042
13334,F'harg,-6081042
13335,"Séries 5, 6 e 7 de Legion",65280
13336,"Séries 5, 6 e 7 de Elite de Legion",65280
13337,Confiscado,65280
13338,Imaculado,65280
13339,Imaculado,-16711936
13343,Azerita Nível 3,15923845
13445,Desafiante I,-16711936
13446,Rival I,-16711936
13447,Duelista,-16711936
13448,Front de Guerra,-1
13449,Poder do Artefato,-6447715
13450,Lembrança,65280
13451,Combatente Medonho,-16711936
13452,Combatente Sinistro,-16711936
13453,Desafiante Medonho,-16711936
13454,Desafiante Sinistro,-16711936
13455,Rival Medonho,-16711936
13456,Rival Sinistro,-16711936
13457,Duelista Medonho,-16711936
13458,Duelista Sinistro,-16711936
13459,Gladiador Medonho,-16711936
13460,Gladiador Sinistro,-16711936
13461,Série 1 de Battle for Azeroth,65280
13462,Série 2 de Battle for Azeroth,65280
13463,Elite Sinistra,-16711936
13464,Elite Medonha,65280
13465,Sucatrônica de Gnomecan,-10044417
13486,Dádiva Insidiosa Selada,-6081042
13487,Dádiva Insidiosa Aberta,-6081042
13488,Provação do Estilo Série 4,65280
13489,Provação do Estilo Série 2,65280
13490,Provação do Estilo Série 1,65280
13491,"Calibração: 0,75 de Aceleração : 0,25 de Versatilidade",-14614752
13492,Provação do Estilo Série 3,65280
13493,Desafiante Notório,-16711936
13494,Combatente Notório,-16711936
13495,Duelista Notório,-16711936
13496,Elite Notório,-16711936
13497,Gladiador Notório,-16711936
13498,Rival Notório,-16711936
13499,Equipamento de Montaria,-9316865
13500,Coalescência de Poder,-11776
13501,Cartão Perfurado Vermelho,-14614752
13502,Cartão Perfurado Amarelo,-14614752
13503,Cartão Perfurado Azul,-14614752
13504,Reagente Arcano,-14614752
13505,Perolado,-14614752
13506,Série 3 de Battle For Azeroth,65280
13507,Bêntico,-14614752
13508,Série 4 de Battle for Azeroth,65280
13509,Relíquia do Império Negro Grau 1,-16711681
13510,Relíquia do Império Negro Grau 2,-16711681
13511,Relíquia do Império Negro Grau 3,-16711681
13512,Relíquia do Império Negro Grau 4,-16711681
13513,25 de Corrupção,14417920
13516,5 de Corrupção,16580611
13517,10 de Corrupção,16580611
13518,15 de Corrupção,16580611
13519,20 de Corrupção,16580611
13520,30 de Corrupção,16580611
13521,5-30 de Corrupção,16580611
13524,Ranque 10,-16711681
13525,Ranque 11,-16711681
13526,Ranque 12,-16711681
13527,Ranque 13,-16711681
13528,Ranque 14,-16711681
13529,Ranque 15,-16711681
13530,Desafiante Corrompido,-16711936
13531,Combatente Corrompido,-16711936
13532,Duelista Corrompido,-16711936
13533,Elite Corrompido,-16711936
13534,Gladiador Corrompido,-16711936
13535,Rival Corrompido,-16711936
13536,Corrompido,-57312
13538,Cifragem da Alma,-10044417
13543,do Artesão Crítico,0
13544,do Artesão Primoroso,0
13545,do Artesão Apressado,0
13546,do Artesão Versátil,0
13547,do Matador de Feras,0
13549,Reagente de Criação Opcional,-10044417
13551,IV,0
13552,III,0
13553,II,0
13554,I,0
13555,Sutura de Abominação,-10044417
13556,Conservatório da Rainha,-7820545
13557,Aprimorador de Casulo Catalisador,-7820545
13558,Casulo Catalisador,-7820545
13559,Conduíte,-14614752
13565,66 de Corrupção,11962111
13566,35 de Corrupção,11962111
13567,15 de Corrupção,11962111
13568,20 de Corrupção,11962111
13569,10 de Corrupção,11962111
13570,75 de Corrupção,11962111
13571,50 de Corrupção,11962111
13572,25 de Corrupção,11962111
13573,45 de Corrupção,11962111
13574,28 de Corrupção,11962111
13575,17 de Corrupção,11962111
13576,30 de Corrupção,11962111
13577,12 de Corrupção,11962111
13578,16 de Corrupção,11962111
13579,8 de Corrupção,11962111
13580,60 de Corrupção,11962111
13581,Criação Ascendida,3650303
13583,História da Gorja,-7820545
13584,Corte das Brasas,-7820545
13585,Ânima,-10044417
13586,The Coldest of Fronts (DNT),0
13587,Show them snow mercy! (DNT),0
13588,A Triple Threat (DNT),0
13589,"It's like double trouble, but better! (DNT)",0
13590,Campanha,65280
13591,Renome,-14614752
13592,Conservatório da Rainha,-14614752
13593,Prestígio,-14614752
13594,Sutura de Abominação,-14614752
13595,Unidade,-14614752
13596,Rede de Viagem,-7820545
13597,Etéreo,713192
13599,Contemplação Comedida,0
13600,Gêmeos da Sacerdotisa do Sol,0
13601,"X'anshi, a Volta do Arcebispo Benedictus",0
13602,Chamado ao Caos Eterno,0
13603,Prisma da Chama Sombria,0
13604,Salmo da Dor Rompida,0
13605,Clareza da Mente,0
13606,Beijo da Morte,0
13607,Reflexão Cristalina,0
13608,Aparato Harmonioso,0
13609,O Penitente,0
13610,Sombras Cauterizantes,0
13611,Concentração Célere,0
13612,Imagem Divina,0
13613,Câmara dos Céus,0
13614,Estratagema de Talbadar,0
13615,Juramento do Druida Ancião,0
13616,Vislumbre Fugaz de Lycara,0
13617,Círculo de Vida e Morte,0
13618,Tragada da Concentração Profunda,0
13619,Visão Clara de Oneth,0
13620,Pulsar Arcânico Primordial,0
13621,Equilíbrio de Todas as Coisas,0
13622,Ata-sonhos Envelhecido,0
13623,Badulaque Olho-de-gato,0
13624,Anseio do Predador-alfa,0
13625,Elo Frenético,0
13626,Amplexo Infuso em Fibra,0
13627,Atrator de Fantom Estável,0
13628,Determinação da Ordem Natural,0
13629,Terceiro Olho do Carcereiro,0
13630,Sagacidade de Norgannon,0
13631,Proclamação de Sephuz,0
13632,Julgamento da Juíza,0
13633,Sacrifício de Vitalidade,0
13634,Fúria de Ursoc Lembrada,0
13635,Chacoalho da Gorja,0
13636,Eco de Eonar,0
13637,Legado do Adormecido,0
13638,Lembrança da Árvore Mãe,0
13639,Lição do Titã Sombrio,0
13640,Infusão Verdejante,0
13641,Visão do Crescimento Interminável,0
13642,Olho da Simetria Temível,0
13643,Toque Fatal,0
13644,Mantelete da Precisão Célere,0
13645,Deleite do Invocador,0
13646,Beira-céu de Cascais,0
13647,Capacitor do Último Imperador,0
13648,Tesouro de Xuen,0
13649,Ignição de Jade,0
13650,Infusão Celestial,0
13651,Último Barrilete do Malte do Trovão,0
13652,Poder de Shaohao,0
13653,Furor Calcinante,0
13654,Lágrima da Manhã,0
13655,Sussurro de Yu'lon,0
13656,Ensinamentos Ancestrais do Monastério,0
13657,Concentração Anuviada,0
13658,Fugir da Realidade,0
13659,Aumenta a duração da sua Carapaça Antimagia e todo o dano absorvido é convertido em cura.,-16711936
13660,Sem ranque,-16711936
13661,Abraço da Morte,0
13662,Supercepa,0
13663,Espiral Mortífera,0
13664,Certeza da Morte,0
13665,Monstruosidade Frenética,0
13666,Trôpego Reanimado,0
13667,Dominação do Sanguinávido,0
13668,Aura Vampírica,0
13669,Runa Carmesim,0
13670,Poder de Bryndaor,0
13671,Benesse de Koltirus,0
13672,Fúria do Campeão Congelado,0
13673,Zero Absoluto,0
13674,Frio Penetrante,0
13675,Guantes do Eterno,0
13676,Pesadelo,0
13678,Bênção do Rei Sol,0
13679,Meteoro Cadente,0
13680,Tempestade de Fogo,0
13681,Diadema do Sortílego,0
13682,Sincelo Atroz,0
13683,Protetor do Triuno,0
13684,Comando Disciplinar,0
13685,Potencial Expandido,0
13686,Ventos Congelantes,0
13687,Mortalha da Frente Fria,0
13688,Congelante,0
13689,Queimadura do Gelo,0
13690,Sifonar Tempestade,0
13691,Harmonia Arcana,0
13692,Distorção Temporal,0
13693,Abate Arcânico,0
13694,O Paragão Louco,0
13695,Guarda de Uther,0
13696,Sinete dos Reis Atormentados,0
13697,Do Ocaso à Aurora,0
13698,Barreira de Choque,0
13699,Julgamento do Magistrado,0
13700,"Quebrassombra, a Aurora do Sol",0
13701,Inflorescência da Nascente do Sol,0
13702,Signo Gravado do Vingador Sagrado,0
13703,Sacrário do Protetor Ardente,0
13704,Baluarte da Fúria Íntegra,0
13705,Reino dos Reis Infinitos,0
13706,Veredito Final,0
13707,Embalo da Vanguarda,0
13708,Cadência de Fujieda,0
13709,Inquisidor Incansável,0
13710,Causa Mortis,0
13711,Determinação do Quebrador,0
13712,Determinação Inabalável,0
13713,Represália,0
13714,A Muralha,0
13715,Tormenta do Arauto da Luz,0
13716,Senhor do Trovão,0
13717,Último Suspiro de Maraad,0
13718,Veredito Final,0
13719,Defensor Temerário,0
13720,Descontrole,0
13721,Espelho Deformado,0
13722,Senhor da Batalha,0
13723,Reverberação Sísmica,0
13724,Elo do Lembrete Ancestral,0
13725,Botinas de Pedra do Tremor Profundo,0
13726,Elmo dos Elementos das Profundezas,0
13727,Correntes da Devastação,0
13728,Elo Ígneo do Rompe-céus Flamejante,0
13729,Pisantes do Equilíbrio Elemental,0
13730,Manoplas da Grande Cisão,0
13731,Manto da Voz dos Ventos,0
13732,Ventos da Perdição,0
13733,Legado da Bruxa Glacial,0
13734,Ossos de Lobo do Mandingueiro,0
13735,Atuadores de Lava Primevos,0
13736,Banda da Concentração Natural de Jonat,0
13737,Guarda-pernas das Marés do Andarilho Espiritual,0
13738,Núcleo Marítimo Primevo,0
13739,Guarda-peito da Harmonia Terrana,0
13740,Estratagema Infalível,0
13741,O Carrasco,0
13742,Golpe Persistente,0
13743,Elo do Chamado da Selva,0
13744,Botas do Coureador de Guima,0
13745,Máscara de Brasas da Forja da Alma,0
13746,Colete Encadeado do Estratagema Covarde,0
13747,Cota do Comando Atroz,0
13748,Pisantes de Naja do Ardilante,0
13749,"Qa'pla, Manoplas da Guerra de Eredun",0
13750,Botinas do Caçador de Rylaks,0
13751,Concentração Real da Garra da Águia,0
13752,Talismã dos Tiros Sobretensos,0
13753,Elo dos Ardis do Espreitador de Serpentes,0
13754,Munhequeiras da Vigília Alerta,0
13755,Equipamento de Batalha do Fogo Indômito Tático,0
13756,Mortalha do Caçador de Rylaks,0
13757,Injetores de Veneno Latente,0
13758,Fragmentos de Osso do Açougueiro,0
13759,Signo de Evocação Superior do Walfrido,0
13760,Faixa de Endereth,0
13761,Relíquia de Sinergia Demoníaca,0
13762,Vestes Abrasonadas do Portal Negro,0
13763,Anel da Agonia Perpétua dos Azj'Aqir,0
13764,Sapatilhas Negras de Látega,0
13765,Envoltórios Acolchoados da Ira Maléfica,0
13766,Manto da Consumição Iracunda,0
13767,Visões do Potencial Implosivo,0
13768,Chamado Medonho do Inquisidor Sombrio,0
13769,Elo do Pesadelo Chifrudo,0
13770,Envoltórios Ardentes da Tormentaranha,0
13771,Manto das Cinzas dos Azj'Aqir,0
13772,Loucura dos Azj'Aqir,0
13773,Brasas do Traje Diabólico,0
13774,Culotes dos Ymarjar,0
13775,Angústia Coletiva,0
13776,Potencialização de Meio-gigante,0
13777,Bênção do Clarão Sombrio,0
13778,Vestimentas da Calada da Noite,0
13779,Demônios Interiores,0
13780,Dígitos do Caos,0
13781,Núcleo Vil Errático,0
13782,Bombardeiro Vil,0
13783,Medalhão da Chama das Trevas,0
13784,Profanação de Razelikh,0
13785,Açoite Espiralante da Chama Vil,0
13786,Grilhão de Alma Calcinado,0
13787,Filho do Inverno,-14614752
13789,Celeridade,0
13790,Marca do Mestre Assassino,0
13791,Cinturão de Lâminas Tóxicas,0
13792,Capuz com Presas Sangrentas,0
13793,Medalhão com Pó de Sombra,0
13794,Biltre Ousado,0
13795,Luvas Lâmina da Ruína Ensanguentada,0
13796,Grilhões de Treinamento da Família Zoldyck,0
13797,Jeitinho de Trilhapó,0
13798,Vimes do Peleverde,0
13799,Logro do Bandido,0
13800,Bacamarte Escondido,0
13801,Finalização,0
13802,Fragmento da Alma de Akaari,0
13803,O Apodrecido,0
13804,Sombras Mortíferas,0
13805,Cosmético,-16711681
13806,Runas recobrem a superfície desta armadura.,-11776
13808,,0
13809,Espaldares do Senhor da Ruína Derrotado,0
13810,Fogo Perene,0
13811,Aprimoramento Permanente: Thanator,-16724737
13812,Aprimoramento Permanente: A Gorja,-16724737
13813,Caminho da Ascensão,-7820545
13815,Ranque 1 de 7,-16711681
13816,Ranque 2 de 7,-16711681
13817,Ranque 3 de 7,-16711681
13818,Ranque 4 de 7,-16711681
13819,Ranque 5 de 7,-16711681
13820,Ranque 6 de 7,-16711681
13821,Ranque 7 de 7,-16711681
13822,Nível de aprimoramento: 1/7,65535
13823,Nível de aprimoramento: 2/7,65535
13824,Nível de aprimoramento: 3/7,65535
13825,Nível de aprimoramento: 4/7,65535
13826,Nível de aprimoramento: 5/7,65535
13827,Nível de aprimoramento: 6/7,65535
13828,Nível de aprimoramento: 1/6,65535
13829,Criação Estígia,-10044417
13830,Relíquias Korthianas,-7820545
13831,Aprimorado,65280
13832,Frenesi da Abominação,0
13833,Transferência Descontrolada,0
13834,Sentença Final,0
13835,Fome Insaciável,0
13836,Glória,0
13837,Surto Pecaminoso,0
13838,Fúria da Natureza,0
13839,Indulgência Pecaminosa,0
13840,Eco Harmônico,0
13841,Nuvem de Gafanhotos,0
13842,Gnose da Morte,0
13843,Deleite Pecaminoso,0
13844,Afinidade Irmanada,0
13845,Ofensiva Tóxica,0
13846,Espíritos Celestiais,0
13847,Obediência,0
13848,Espinho da Morte,0
13849,Avanço da Morte,0
13850,Korthia,0
13851,Clareza Retumbante,0
13852,Estilhaço de Dominação,-10044417
13853,Brasas Radiantes,0
13854,Martelete Devotado ao Dever,0
13855,Mirada da Agonia,0
13856,Tocado pela Gorja,-16711936
13857,Massacre Fulgurante,0
13858,Fé Cega,0
13859,Intendente de Renome,-14614752
13860,Juramento Demoníaco,0
13861,Temporadas de Fartura,0
13862,Pacto de Bwonsamdi,0
13863,Palavra Sombria: Manipulação,0
13864,Grilhões Górjuros do Gladiador Desacorrentado,0
13865,Grilhões da Imprecação do Gladiador Desacorrentado,0
13866,Preparado Abundante,0
13867,Elementos Estilhaçados,0
13868,Sementes do Crescimento Desenfreado,0
13869,Conduíte Elemental,0
13870,Detritos da Alma Definhante,0
13871,Estilhaço da Aniquilação,0
13872,Algibeira com Alma Decomposta,0
13873,Explosão Perpétua Contida,0
13874,Pacto dos Espreita-almas,0
13875,Saco de Munições,0
13876,Fragmentos dos Chifres Anciãos,0
13877,Bolsa de Fragmentos de Navalha,0
13878,Chamado às Armas,0
13879,O Frio Devorador,0
13881,Harmonia Feelina,0
13882,Test 1 Override,0
13883,Test 2 Override,0
13884,Vórtice de Véspera Atroz,0
13885,Ensinamentos Sinistros,0
13886,Coração dos Feérios,0
13887,Harmonia das Esferas,0
13888,Comando Pálido,0
13889,Poder Elísio,0
13890,Ressonância Divina,0
13891,Inestimável,-16711936
13892,Material de Construção,-7820545
13895,Combatente II,-16711936
13896,Desafiante II,-16711936
13897,Rival II,-16711936
13898,Módulo Progenitor,-10044417
13899,Cifras dos Primogênitos,-10044417
13900,Utilizável com:,-11776
13901,Receitas das Terras Sombrias para armadura rara (azul) ou superior.,-1
13902,Ataque,-1
13903,Utilitário,-1
13904,Arma,-1
13906,Wildcard,8719357
13907,Sustentando,-11776
13908,Predestinado,1496809
13910,Consumível,-1
13911,Série 2 de Shadowlands,65280
13912,Qualidade 4 de 5,65280
13914,Síntese de Protoforma,-10044417
13915,Unidade,0
13916,Equipamento Cifrado,-10044417
13920,Caça ao Tesouro,-7820545
13922,Fatídico,-16711936
13923,Heroico Fatídico,65280
13924,Mítico Fatídico,65280
13925,Artefatos das Ilhas do Dragão,-7820545
13926,Manuscrito de Vigia-dracos,-10044417
13927,Reagente de Banquete Morsano,-7820545
13929,Tóxico,10405150
13932,Localizador de Raides Fatídicos,-16711936
13933,Gema do Ar,14286079
13934,Gema do Fogo,16341785
13935,Gema do Gelo,1872097
13936,Gema da Terra,8411981
13937,Rubi do Ar,14286079
13938,Safira do Ar,14286079
13939,Esmeralda do Ar,14286079
13940,Ônix do Ar,14286079
13941,Âmbar do Ar,14286079
13942,Rubi da Terra,8411981
13943,Safira da Terra,8411981
13944,Esmeralda da Terra,8411981
13945,Ônix da Terra,8411981
13946,Âmbar da Terra,8411981
13947,Rubi do Fogo,16341785
13948,Safira do Fogo,16341785
13949,Esmeralda do Fogo,16341785
13950,Ônix do Fogo,16341785
13951,Âmbar do Fogo,16341785
13952,Rubi do Gelo,1872097
13953,Safira do Gelo,1872097
13954,Esmeralda do Gelo,1872097
13955,Ônix do Gelo,1872097
13956,Âmbar do Gelo,1872097
13957,Grupo de Caça,-10044417
13958,Série 3 de Shadowlands,-16711936
13959,[PH] Radiant - Equip Limit 2,-10044417
13960,[PH] Radiant (2),-10044417
13961,Essências Arcanas da Junção Cobáltica,-7820545
13962,Reagente de Banquete Morsano,65280
13963,Série 4 de Shadowlands,-16711936
13964,Bronze,65280
13965,Vermelho,65280
13966,Preto,65280
13967,Azul,65280
13968,Verde,65280
13969,Primevo Imbuído,65280
13970,Material de Equipamento de Pesca Iskaarano,-10044417
13971,Suprimentos das Ilhas do Dragão,-7820545
13976,Primevo Imbuído,-16711936
13978,Posto Comercial,-11776
13979,Tempestades Primevas,65280
13980,Modo de Guerra,65280
13981,Obsidiano,65280
13982,Sabellian,-16711936
13983,Esmeralda,65280
13984,Carmesim,65280
13985,Cobalto,65280
13986,Arenomórfico,65280
13987,Missões Mundiais e Semanais,-14614752
13988,Masmorras,-14614752
13989,Recompensas da Missão,-14614752
13990,Espólios do Mundo,-14614752
13991,Profissões,-14614752
13992,Espólio do Mundo,65280
13993,Produziu,65280
13994,Módulo de Gambiarra,-32704
13995,Série 3 e 4 de Shadowlands,-16711936
13996,Série 1 de Shadowlands,65280
13997,Reagente Elemental,5435969
13998,Mística,-10044417
13999,Série 1 de Dragonflight,-16711936
14000,Impressionante,65535
14001,Extraordinário,65535
14002,Potencialização Primeva,65280
14003,Câmaras de Zskera,-10044417
14004,Pedra Primordial,16755456
14005,Raridades de Artífice,8956671
14006,Passiva,-1
14007,Mão Secundária,-1
14008,Série 2 de Dragonflight,-15073511
14009,Recôndito Proibido,65280
14011,Criação com Engenhosidade,-16711936
14012,Criação com Chama Sombria,-15073511
14014,Lazúli,130816
14015,Roxo,65280
14016,Missões Mundiais e Espólios do Mundo,65280
14017,Campos de Impregnação e JxJ,65280
14018,Tesouro e Criaturas Únicas,65280
14019,Sonho Criado,-15073511
14020,Flagelicida,-15073511
14021,Matador de Demônio,-15073511
14022,Golpe Temporal,-15073511
14023,Espírito,-15073511
14024,Tipo 10,-12032
14025,Fendas Temporais,0
14026,Segredos de Azeroth,-7820545
14027,Divergente,-16711936
14028,Fendas Temporais e Despertar do Infinito,0
14029,Despertar do Infinito,0
14030,Soridormi,65280
14031,Série 3 de Dragonflight,-15073511
14032,Amirdrassil,65280
14033,Herança,65280
14034,Dádiva Esmeralda,65280
14035,|nChama sombria impregnada,15025839
14036,Trovejamento,65280
14037,Criaturas Únicas,16754944
14038,Protótipo de Máscara Resiliente do Combatente,0
14039,Protótipo de Máscara Resiliente do Aspirante,0
14040,Protótipo de Máscara Resiliente do Gladiador,0
14041,Superflorada,65466
14042,Criação de JxJ,-32704
14043,Série 2 de Dragonflight,-8355712
14044,|nNível de aprimoramento: Aventureiro 1/8,-8355712
14045,Série 3 de Dragonflight,-7885825
14046,|nNível de aprimoramento: Aventureiro 2/8,-8355712
14047,|nNível de aprimoramento: Aventureiro 3/8,-8355712
14048,|nNível de aprimoramento: Aventureiro 4/8,-8355712
14049,|nNível de aprimoramento: Aventureiro 5/8,-8355712
14050,|nNível de aprimoramento: Aventureiro 6/8,-8355712
14051,|nNível de aprimoramento: Aventureiro 7/8,-8355712
14052,|nNível de aprimoramento: Aventureiro 8/8,-8355712
14053,|nNível de aprimoramento: Campeão 1/8,-8355712
14054,|nNível de aprimoramento: Campeão 2/8,-8355712
14055,|nNível de aprimoramento: Campeão 3/8,-8355712
14056,|nNível de aprimoramento: Campeão 4/8,-8355712
14057,|nNível de aprimoramento: Campeão 5/8,-8355712
14058,|nNível de aprimoramento: Campeão 6/8,-8355712
14059,|nNível de aprimoramento: Campeão 7/8,-8355712
14060,|nNível de aprimoramento: Campeão 8/8,-8355712
14061,|nNível de aprimoramento: Veterano 1/8,-8355712
14062,|nNível de aprimoramento: Veterano 2/8,-8355712
14063,|nNível de aprimoramento: Veterano 3/8,-8355712
14064,|nNível de aprimoramento: Veterano 4/8,-8355712
14065,|nNível de aprimoramento: Veterano 5/8,-8355712
14066,|nNível de aprimoramento: Veterano 6/8,-8355712
14067,|nNível de aprimoramento: Veterano 7/8,-8355712
14068,|nNível de aprimoramento: Veterano 8/8,-8355712
14069,|nNível de aprimoramento: Explorador 1/8,-8355712
14070,|nNível de aprimoramento: Explorador 2/8,-8355712
