Description_lang,SortedProperty_lang,ID,ItemClass,ItemSubClass,InventoryType,OrderIndex,ParentCategory,DefaultAuctionHouseFilter,AuctionHouseExtraColumn
Aperfeiçoamentos de Itens,Nvl-i,99,9,0,0,500,0,0,1
Torso,Nvl-i,100,9,191,0,10,99,0,1
Pulsos,Nvl-i,101,9,192,0,20,99,0,1
Mãos,Nvl-i,102,9,193,0,30,99,0,1
Geral,Nvl-i,103,9,201,0,40,99,0,1
Cabeça,Nvl-i,104,9,48,0,50,99,0,1
Arma de Duas Mãos,Nvl-i,105,9,199,0,60,99,0,1
Escudo/Mão Secundária,Nvl-i,106,9,200,0,70,99,0,1
Ombros,Nvl-i,107,9,189,0,80,99,0,1
Manto,Nvl-i,108,9,190,0,90,99,0,1
Arma,Nvl-i,109,9,198,0,100,99,0,1
Dedo,Nvl-i,110,9,197,0,110,99,0,1
Pés,Nvl-i,111,9,196,0,120,99,0,1
Pernas,Nvl-i,112,9,195,0,130,99,0,1
Cintura,Nvl-i,113,9,194,0,140,99,0,1
Consumíveis,Nível,114,1,0,0,600,0,0,3
Runas Vantus,Nível,115,1,184,0,10,114,0,3
Frascos,Nível,116,1,131,0,20,114,0,3
Explosivos e Dispositivos,Nível,117,1,43,0,30,114,0,3
Poções,Nível,118,1,44,0,40,114,0,3
Elixires,Nível,119,1,45,0,50,114,0,3
Comida e Bebida,Nível,120,1,133,0,60,114,0,3
Bandagens,Nível,121,1,135,0,70,114,0,3
Outros,Nível,122,1,136,0,80,114,0,3
Glifos,,123,17,0,0,700,0,0,0
Druida,,124,17,161,0,10,123,0,0
Bruxo,,125,17,160,0,20,123,0,0
Mago,,126,17,159,0,30,123,0,0
Xamã,,127,17,158,0,40,123,0,0
Sacerdote,,128,17,157,0,50,123,0,0
Ladino,,129,17,156,0,60,123,0,0
Caçador,,130,17,155,0,70,123,0,0
Paladino,,131,17,154,0,80,123,0,0
Cavaleiro da Morte,,132,17,162,0,90,123,0,0
Monge,,133,17,177,0,100,123,0,0
Guerreiro,,134,17,153,0,110,123,0,0
Caçador de Demônios,,135,17,183,0,120,123,0,0
Mercadorias,,136,8,0,0,800,0,0,0
Tecido,,137,8,137,0,10,136,0,0
Couro,,138,8,138,0,20,136,0,0
Metal e Pedra,,139,8,139,0,30,136,0,0
Culinária,,140,8,140,0,40,136,0,0
Planta,,141,8,141,0,50,136,0,0
Encantamento,,142,8,148,0,50,136,0,0
Escrivania,,143,8,185,0,60,136,0,0
Joalheria,,144,8,115,0,70,136,0,0
Peças,,145,8,38,0,80,136,0,0
Elemental,,146,8,142,0,90,136,0,0
Reagentes Opcionais,,147,8,327,0,100,136,0,0
Outros,,148,8,143,0,120,136,0,0
Receitas,Perícia,149,10,0,0,900,0,0,4
Escrivania,Perícia,150,10,168,0,10,149,0,4
Alfaiataria,Perícia,151,10,42,0,20,149,0,4
Couraria,Perícia,152,10,41,0,30,149,0,4
Joalheria,Perícia,153,10,106,0,40,149,0,4
Alquimia,Perícia,154,10,102,0,50,149,0,4
Ferraria,Perícia,155,10,100,0,60,149,0,4
Engenharia,Perícia,156,10,99,0,70,149,0,4
Encantamento,Perícia,157,10,104,0,80,149,0,4
Culinária,Perícia,158,10,101,0,90,149,0,4
Primeiros Socorros,Perícia,159,10,103,0,100,149,0,4
Pesca,Perícia,160,10,105,0,110,149,0,4
Livro,Perícia,161,10,40,0,120,149,0,4
Mascotes de Batalha,Nível,162,18,0,0,1000,0,0,3
Mascotes,Nível,163,16,145,0,1000,162,0,3
Itens de Missão,,164,13,0,0,1100,0,0,0
Diversos,,165,16,0,0,1200,0,0,0
Sucata,,166,16,52,0,10,165,0,0
Reagente,,167,16,144,0,20,165,0,0
Feriado,,168,16,146,0,30,165,0,0
Outros,,169,16,147,0,40,165,0,0
Montaria,,170,16,152,0,50,165,0,0
Equipamento de Montaria,,171,16,326,0,60,165,0,0
Equipamento de Profissão,Nvl-i,172,145,0,0,950,0,0,1
Escrivania,Nvl-i,173,145,341,0,10,172,0,1
Alfaiataria,Nvl-i,174,145,335,0,20,172,0,1
Couraria,Nvl-i,175,145,330,0,30,172,0,1
Joalheria,Nvl-i,176,145,340,0,40,172,0,1
Alquimia,Nvl-i,177,145,331,0,50,172,0,1
Ferraria,Nvl-i,178,145,329,0,60,172,0,1
Engenharia,Nvl-i,179,145,336,0,70,172,0,1
Encantamento,Nvl-i,180,145,337,0,80,172,0,1
Culinária,Nvl-i,181,145,333,0,120,172,0,1
Pesca,Nvl-i,182,145,338,0,130,172,0,1
Ferramentas,Nvl-i,183,145,341,29,10,173,0,1
Acessórios,Nvl-i,184,145,341,30,20,173,0,1
Ferramentas,Nvl-i,185,145,340,29,10,176,0,1
Acessórios,Nvl-i,186,145,340,30,20,176,0,1
Acessórios,Nvl-i,187,145,335,30,20,174,0,1
Ferramentas,Nvl-i,188,145,335,29,10,174,0,1
Ferramentas,Nvl-i,189,145,330,29,10,175,0,1
Acessórios,Nvl-i,190,145,330,30,20,175,0,1
Ferramentas,Nvl-i,191,145,331,29,10,177,0,1
Acessórios,Nvl-i,192,145,331,30,20,177,0,1
Ferramentas,Nvl-i,193,145,329,29,10,178,0,1
Acessórios,Nvl-i,194,145,329,30,20,178,0,1
Ferramentas,Nvl-i,195,145,336,29,10,179,0,1
Acessórios,Nvl-i,196,145,336,30,20,179,0,1
Ferramentas,Nvl-i,197,145,337,29,10,180,0,1
Acessórios,Nvl-i,198,145,337,30,20,180,0,1
Ferramentas,Nvl-i,199,145,333,29,10,181,0,1
Acessórios,Nvl-i,200,145,333,30,20,181,0,1
Ferramentas,Nvl-i,201,145,338,29,10,182,0,1
Acessórios,Nvl-i,202,145,338,30,20,182,0,1
Mineração,Nvl-i,203,145,334,0,90,172,0,1
Herborismo,Nvl-i,204,145,332,0,100,172,0,1
Esfolamento,Nvl-i,205,145,339,0,110,172,0,1
Acessórios,Nvl-i,206,145,334,30,20,203,0,1
Ferramentas,Nvl-i,207,145,334,29,10,203,0,1
Acessórios,Nvl-i,208,145,332,30,20,204,0,1
Ferramentas,Nvl-i,209,145,332,29,10,204,0,1
Acessórios,Nvl-i,210,145,339,30,20,205,0,1
Ferramentas,Nvl-i,211,145,339,29,10,205,0,1
Pescoço,Nvl-i,212,9,188,0,45,99,0,0
Bolsa de Reagentes,Compartimentos,215,2,344,0,15,76,0,2
Reagentes de Finalização,,217,8,343,0,110,136,0,0
Decoração de Moradia,,218,147,356,0,0,0,0,0
Mobílias,,219,147,356,0,0,218,0,0
Destaques,,220,0,0,0,1,218,0,0
Ornamentos,,221,0,0,0,0,220,0,0
Estruturas,,222,0,0,0,0,218,0,0
Iluminação,,223,0,0,0,0,218,0,0
Funcionais,,224,0,0,0,0,218,0,0
Naturais,,225,0,0,0,0,218,0,0
Diversos,,226,0,0,0,0,218,0,0
Assentos,,227,0,0,0,0,219,0,0
Mesas e escrivaninhas,,228,0,0,0,0,219,0,0
Armazenamento,,229,0,0,0,0,219,0,0
Camas,,230,0,0,0,0,219,0,0
Mobílias diversas,,231,0,0,0,0,219,0,0
Comes & Bebes,,232,0,0,0,0,220,0,0
Destaques diversos,,233,0,0,0,0,220,0,0
Portas,,234,0,0,0,0,222,0,0
Janelas,,235,0,0,0,0,222,0,0
Paredes e colunas,,236,0,0,0,0,222,0,0
Estruturas grandes,,237,0,0,0,0,222,0,0
Estruturas diversas,,238,0,0,0,0,222,0,0
Luzes grandes,,239,0,0,0,0,223,0,0
Arandelas,,240,0,0,0,0,223,0,0
Luminárias de teto,,241,0,0,0,0,223,0,0
Luzes pequenas,,242,0,0,0,0,223,0,0
Luzes diversas,,243,0,0,0,0,223,0,0
Utilitários,,244,0,0,0,0,224,0,0
Mostruários de itens,,245,0,0,0,0,224,0,0
Funcionais diversas,,246,0,0,0,0,224,0,0
Folhagens grandes,,247,0,0,0,0,225,0,0
Folhagens pequenas,Perícia,248,0,0,0,0,225,0,4
Arbustos,,249,0,0,0,0,225,0,0
Plantas rasteiras,,250,0,0,0,0,225,0,0
Naturais diversas,,251,0,0,0,0,225,0,0
