Code,FormatShort_lang,FormatLong_lang,LicenseAcceptText_lang,ID,NumericCode,Field_1_15_1_53009_006,Field_1_15_1_53009_007
HKD,HK$ %s,HK$ %s,"Declaração do usuário: Ao clicar no botão Comprar Agora abaixo, eu declaro que li e concordei com os |HurlIndex:10|h|cff71d5ffTermos de Venda|r|h e |HurlIndex:20|h|cff71d5ffPolítica de Privacidade|r|h e confirmo esta compra.",35,344,16,840
AED,AED %s,AED %s,"Clicando em Pagar Agora, você concorda com os |HurlIndex:16|h|cff71d5ffTermos de Venda|r|h e com a entrega imediata do seu pedido. Quando o processo de entrega tiver início, você perderá o direito de cancelar seu pedido.",38,784,16,836
BGN,%s лв,%s лв,"Clicando em Pagar Agora, você concorda com os |HurlIndex:16|h|cff71d5ffTermos de Venda|r|h e com a entrega imediata do seu pedido. Quando o processo de entrega tiver início, você perderá o direito de cancelar seu pedido.",39,975,16,836
CHF,Fr. %s,Fr. %s,"Clicando em Pagar Agora, você concorda com os |HurlIndex:16|h|cff71d5ffTermos de Venda|r|h e com a entrega imediata do seu pedido. Quando o processo de entrega tiver início, você perderá o direito de cancelar seu pedido.",40,756,16,836
CZK,CZK %s,CZK %s,"Clicando em Pagar Agora, você concorda com os |HurlIndex:16|h|cff71d5ffTermos de Venda|r|h e com a entrega imediata do seu pedido. Quando o processo de entrega tiver início, você perderá o direito de cancelar seu pedido.",41,203,16,836
DKK,kr. %s,kr. %s,"Clicando em Pagar Agora, você concorda com os |HurlIndex:16|h|cff71d5ffTermos de Venda|r|h e com a entrega imediata do seu pedido. Quando o processo de entrega tiver início, você perderá o direito de cancelar seu pedido.",42,208,16,836
ILS,ILS %s,ILS %s,"Clicando em Pagar Agora, você concorda com os |HurlIndex:16|h|cff71d5ffTermos de Venda|r|h e com a entrega imediata do seu pedido. Quando o processo de entrega tiver início, você perderá o direito de cancelar seu pedido.",43,376,16,836
NOK,%s kr,%s kr,"Clicando em Pagar Agora, você concorda com os |HurlIndex:16|h|cff71d5ffTermos de Venda|r|h e com a entrega imediata do seu pedido. Quando o processo de entrega tiver início, você perderá o direito de cancelar seu pedido.",44,578,16,836
PLN,%s zł,%s zł,"Clicando em Pagar Agora, você concorda com os |HurlIndex:16|h|cff71d5ffTermos de Venda|r|h e com a entrega imediata do seu pedido. Quando o processo de entrega tiver início, você perderá o direito de cancelar seu pedido.",45,985,16,836
QAR,QAR %s,QAR %s,"Clicando em Pagar Agora, você concorda com os |HurlIndex:16|h|cff71d5ffTermos de Venda|r|h e com a entrega imediata do seu pedido. Quando o processo de entrega tiver início, você perderá o direito de cancelar seu pedido.",46,634,16,836
RSD,%s din,%s din,"Clicando em Pagar Agora, você concorda com os |HurlIndex:16|h|cff71d5ffTermos de Venda|r|h e com a entrega imediata do seu pedido. Quando o processo de entrega tiver início, você perderá o direito de cancelar seu pedido.",47,941,16,836
SAR,SAR %s,SAR %s,"Clicando em Pagar Agora, você concorda com os |HurlIndex:16|h|cff71d5ffTermos de Venda|r|h e com a entrega imediata do seu pedido. Quando o processo de entrega tiver início, você perderá o direito de cancelar seu pedido.",48,682,16,836
SEK,%s kr,%s kr,"Clicando em Pagar Agora, você concorda com os |HurlIndex:16|h|cff71d5ffTermos de Venda|r|h e com a entrega imediata do seu pedido. Quando o processo de entrega tiver início, você perderá o direito de cancelar seu pedido.",49,752,16,836
CRC,CRC %s,CRC %s,"Declaração do usuário: Ao clicar no botão Comprar Já, eu declaro que li e concordei com os |HurlIndex:14|h|cff71d5ffTermos de Venda|r|h e a |HurlIndex:15|h|cff71d5ffPolítica de Privacidade|r|h e confirmo esta compra.",50,188,16,833
IDR,Rp %s,Rp %s,"Declaração do usuário: Ao clicar no botão Comprar Já, eu declaro que li e concordei com os |HurlIndex:14|h|cff71d5ffTermos de Venda|r|h e a |HurlIndex:15|h|cff71d5ffPolítica de Privacidade|r|h e confirmo esta compra.",51,360,16,833
INR,INR %s,INR %s,"Declaração do usuário: Ao clicar no botão Comprar Já, eu declaro que li e concordei com os |HurlIndex:14|h|cff71d5ffTermos de Venda|r|h e a |HurlIndex:15|h|cff71d5ffPolítica de Privacidade|r|h e confirmo esta compra.",52,356,16,833
MYR,RM %s,RM %s,"Declaração do usuário: Ao clicar no botão Comprar Já, eu declaro que li e concordei com os |HurlIndex:14|h|cff71d5ffTermos de Venda|r|h e a |HurlIndex:15|h|cff71d5ffPolítica de Privacidade|r|h e confirmo esta compra.",53,458,16,833
THB,THB %s,THB %s,"Declaração do usuário: Ao clicar no botão Comprar Já, eu declaro que li e concordei com os |HurlIndex:14|h|cff71d5ffTermos de Venda|r|h e a |HurlIndex:15|h|cff71d5ffPolítica de Privacidade|r|h e confirmo esta compra.",54,764,16,833
UYU,$U %s,$U %s ,"Declaração do usuário: Ao clicar no botão Comprar Já, eu declaro que li e concordei com os |HurlIndex:14|h|cff71d5ffTermos de Venda|r|h e a |HurlIndex:15|h|cff71d5ffPolítica de Privacidade|r|h e confirmo esta compra.",55,858,16,833
