ID,Description_lang,PendingText_lang,UiTextureKitID,GarrTypeID,GarrBuildingType,BaseCapacity,SmallDisplayInfoID,MediumDisplayInfoID,LargeDisplayInfoID,WorkingDisplayInfoID,WorkingSpellVisualID,CompleteSpellVisualID,MediumThreshold,LargeThreshold,Faction,CrossFactionID
52,"Gera um carregamento de cristais de encantamento.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Quando a estrutura estiver no Nível 2 ou acima, é possível designar um seguidor da prancheta para aumentar a produção.",Cristal Temporal,44,2,18,1,16091,16092,22545,0,0,0,14,21,1,59
53,"Gera um carregamento de Peças de Molagrenagem.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Quando a estrutura estiver no Nível 2 ou acima, é possível designar um seguidor da prancheta para aumentar a produção.",Peças de Molagrenagem,47,2,19,7,16091,16092,22545,0,0,0,14,21,1,60
54,"Gera um carregamento de Tinturas de Guerra.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Quando a estrutura estiver no Nível 2 ou acima, é possível designar um seguidor da prancheta para aumentar a produção.",Tinturas de Guerra,45,2,20,1,16091,16092,22545,0,0,0,14,21,1,61
55,"Gera um carregamento de ervas com as sementes draenorianas que você coletou.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Volte para coletar os itens quando eles estiverem prontos.",Carregamento da Horta,54,2,2,1,16091,16092,16093,0,0,0,14,21,1,80
56,"Gera um carregamento de minério com a Pedra Draenoriana que você coletou.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Volte para coletar os itens quando eles estiverem prontos.",Carregamento da Mina,54,2,1,1,16091,16092,16093,0,0,0,14,21,1,79
57,"Gera um carregamento de Catalisadores Alquímicos.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Quando a estrutura estiver no Nível 2 ou acima, é possível designar um seguidor da prancheta para aumentar a produção.",Catalisador Alquímico,43,2,16,1,19959,19958,22544,0,0,0,14,21,0,31
58,"Gera um carregamento de Lingotes de Vero-aço.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Quando a estrutura estiver no Nível 2 ou acima, é possível designar um seguidor da prancheta para aumentar a produção.",Lingote de Vero-aço,42,2,17,1,19959,19958,22544,0,0,0,14,21,0,49
59,"Gera um carregamento de cristais de encantamento.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Quando a estrutura estiver no Nível 2 ou acima, é possível designar um seguidor da prancheta para aumentar a produção.",Cristal Temporal,44,2,18,1,19959,19958,22544,0,0,0,14,21,0,52
60,"Gera um carregamento de Peças de Molagrenagem.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Quando a estrutura estiver no Nível 2 ou acima, é possível designar um seguidor da prancheta para aumentar a produção.",Peças de Molagrenagem,47,2,19,1,19959,19958,22544,0,0,0,14,21,0,53
61,"Gera um carregamento de Tinturas de Guerra.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Quando a estrutura estiver no Nível 2 ou acima, é possível designar um seguidor da prancheta para aumentar a produção.",Tinturas de Guerra,45,2,20,1,19959,19958,22544,0,0,0,14,21,0,54
62,"Gera um carregamento de Cristal de Taladita.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Quando a estrutura estiver no Nível 2 ou acima, é possível designar um seguidor da prancheta para aumentar a produção.",Cristal de Taladita,46,2,21,1,19959,19958,22544,0,0,0,14,21,0,51
63,"Gera um carregamento de Couro Lustrado.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Quando a estrutura estiver no Nível 2 ou acima, é possível designar um seguidor da prancheta para aumentar a produção.",Couro Lustrado,49,2,22,1,19959,19958,22544,0,0,0,14,21,0,50
64,"Gera um carregamento de Tramandinga.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Quando a estrutura estiver no Nível 2 ou acima, é possível designar um seguidor da prancheta para aumentar a produção.",Tecido Tramandinga,52,2,23,1,19959,19958,22544,0,0,0,14,21,0,37
65,"Leve os restos mortais dos seus inimigos ao Altar dos Ossos para ganhar riquezas e tesouros poderosos.

Você pode conferir o andamento da sua oferenda no Relatório da Guarnição.",Tributo do Conquistador,54,2,25,1,2614,15449,22474,0,0,0,14,21,-1,0
66,"Troque matéria-prima dos ofícios de artesão por Recursos da Guarnição.

É possível acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Volte para recolher os itens quando eles estiverem prontos.",Recursos da Guarnição,54,2,6,1,16091,16092,16093,0,0,0,14,21,1,70
70,"Troque matéria-prima dos ofícios de artesão por Recursos da Guarnição.

É possível acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Volte para recolher os itens quando eles estiverem prontos.",Recursos da Guarnição,54,2,6,1,19959,19958,22544,0,0,0,14,21,0,66
74,"Produz um Demolidor Sobrecarregado.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Volte para coletar os itens quando eles estiverem prontos.",Demolidor Sobrecarregado,159,2,26,1,24673,24673,24673,0,0,0,1,2,0,75
75,"Produz uma Máquina de Cerco Sobrecarregada.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Volte para coletar os itens quando eles estiverem prontos.",Máquina de Cerco Sobrecarregada,90,2,26,1,24672,24672,24672,0,0,0,1,2,1,74
77,"Troque os recursos da Guarnição por aprimoramentos de seguidores e sobras de armadura.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Volte para coletar os itens quando eles estiverem prontos.",,18,2,10,1,19959,19958,22544,0,0,0,14,21,0,78
78,"Troque os recursos da Guarnição por aprimoramentos de seguidores e sobras de armadura.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Volte para coletar os itens quando eles estiverem prontos.",,16,2,10,1,16091,16092,22545,0,0,0,14,21,1,77
79,"Gera um carregamento de minério com a Pedra Draenoriana que você coletou.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Volte para coletar os itens quando eles estiverem prontos.",Carregamento da Mina,54,2,1,1,19959,19958,22544,0,0,0,14,21,0,56
80,"Gera um carregamento de ervas com as sementes draenorianas que você coletou.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Volte para coletar os itens quando eles estiverem prontos.",Carregamento da Horta,54,2,2,1,19959,19958,22544,0,0,0,14,21,0,55
100,"Troque Pedras de Pórtico Ôgrico por Cristais Apexis e Ordens de Conclusão de Missão.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Volte para coletar os itens quando eles estiverem prontos.",,149,2,13,1,19959,19958,22544,0,0,0,14,21,0,101
101,"Troque Pedras de Pórtico Ôgrico por Cristais Apexis e Ordens de Conclusão de Missão.

Você pode acompanhar o progresso dos carregamentos no Relatório da Guarnição.

Volte para coletar os itens quando eles estiverem prontos.",,29,2,13,1,16091,16092,22545,0,0,0,14,21,1,100
103,"Solta bombas explosivas na água, destruindo estruturas submersas.

|cFFFFD200Tempo de construção: 30 m|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\Ships_ABILITY_Stealth.blp:24:24:0:0|t|cffffffffSubmarino|r",,9,2,9,1,10070,10070,10070,10070,44449,0,2,3,1,113
104,"Uma embarcação submersível possante que pode ser usada em missões navais.

|cFFFFD200Tempo de construção: 2 h|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\Ships_ABILITY_Bombers.blp:24:24:0:0|t |cffffffff Porta-aeronaus|r",,9,2,9,1,10309,10309,10309,10309,44449,0,2,3,1,111
105,"Um navio poderoso e dotado de enormes canhões que pode ser usado em missões navais.

|cFFFFD200Tempo de construção: 1 h|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\Ships_ABILITY_DepthCharges.blp:24:24:0:0|t|cffffffffDestruidor|r",,9,2,9,1,15165,15165,15165,15165,44449,0,2,3,1,112
106,"Um navio enorme para transportar tropas e reaver material em missões navais.

|cFFFFD200Tempo de construção: 30 min|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\ABILITY_ROGUE_FLEETFOOTED.BLP:24:24:0:0|t |cffffffff Objetivo em Terra|r",,9,2,9,1,26784,26784,26784,26784,44449,0,2,3,-1,0
107,"Um navio estratégico que permite lançar ataques aéreos durante missões navais.

|cFFFFD200Tempo de construção: 2 h|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\Ships_ABILITY_ArmorPiercingAmmo.blp:24:24:0:0|t |cffffffff Nau de Batalha|r",,9,2,9,1,27015,27015,27015,27015,44449,0,2,3,-1,0
109,"Um navio enorme para transportar tropas e reaver material em missões navais.

|cFFFFD200Tempo de construção: 1 min|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\ABILITY_ROGUE_FLEETFOOTED.BLP:24:24:0:0|t |cffffffff Objetivo em Terra|r",,9,2,9,1,26784,26784,26784,26784,44449,0,2,3,-1,0
111,"Uma embarcação submersível possante que pode ser usada em missões navais.

|cFFFFD200Tempo de construção: 2 h|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\Ships_ABILITY_Bombers.blp:24:24:0:0|t |cffffffff Porta-aeronaus|r",,9,2,9,1,27211,27211,27211,27211,44449,0,2,3,0,104
112,"Um navio poderoso e dotado de enormes canhões que pode ser usado em missões navais.

|cFFFFD200Tempo de construção: 1 h|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\Ships_ABILITY_DepthCharges.blp:24:24:0:0|t|cffffffffDestruidor|r",,9,2,9,1,10322,10322,10322,10322,44449,0,2,3,0,105
113,"Solta bombas explosivas na água, destruindo estruturas submersas.

|cFFFFD200Tempo de construção: 30 m|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\Ships_ABILITY_Stealth.blp:24:24:0:0|t|cffffffffSubmarino|r",,9,2,9,1,10941,10941,10941,10941,44449,0,2,3,0,103
114,"Solta bombas explosivas na água, destruindo estruturas submersas.

|cFFFFD200Tempo de construção: 1 m|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\Ships_ABILITY_Stealth.blp:24:24:0:0|t|cffffffffSubmarino|r",,9,2,9,1,10070,10070,10070,10070,44449,0,2,3,1,115
115,"Solta bombas explosivas na água, destruindo estruturas submersas.

|cFFFFD200Tempo de construção: 1 m|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\Ships_ABILITY_Stealth.blp:24:24:0:0|t|cffffffffSubmarino|r",,9,2,9,1,10941,10941,10941,10941,44449,0,2,3,0,114
119,"Solta bombas explosivas na água, destruindo estruturas submersas.

|cFFFFD200Tempo de construção: 1 m|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\Ships_ABILITY_Stealth.blp:24:24:0:0|t|cffffffffSubmarino|r",,9,2,9,1,10070,10070,10070,10070,44449,0,2,3,1,121
121,"Solta bombas explosivas na água, destruindo estruturas submersas.

|cFFFFD200Tempo de construção: 1 m|r

|cffb2f0ffCombate: |r
|TInterface\ICONS\Ships_ABILITY_Stealth.blp:24:24:0:0|t|cffffffffSubmarino|r",,9,2,9,1,10941,10941,10941,10941,44449,0,2,3,0,119
122,Nomi vai pesquisar novas receitas para você.,Resultados da Cozinha de Teste,51,3,0,24,12572,12573,12573,0,0,0,20,21,-1,0
124,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,0,3,0,4,11843,11843,11843,11843,61015,0,4,4,-1,0
125,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,0,3,0,3,11843,11843,11843,11843,61015,0,2,3,-1,0
126,"Requisição de esquadrão de Iniciados da Garça que podem acompanhar seguidores em missões para aumentar a chance de uma recompensa.

|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,2,11843,11843,11843,0,0,0,2,3,-1,0
128,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,3,35397,35397,35397,35397,61015,0,3,3,-1,0
129,Evoca um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,4,35397,35397,35397,35397,61015,0,4,4,-1,0
130,"Requisição de hoste de Demônios Guardas Vis para lutar por você em missões.

|cFFFFD200Tempo de construção: 1hr|r",Demônios Guardas Vis,9,3,0,1,8618,8618,8618,0,0,0,1,1,-1,0
131,Evoca um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,4,35172,35172,35172,35172,61015,0,4,4,-1,0
132,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Envio de Tropa,9,3,0,3,35172,35172,35172,35172,61015,0,3,3,-1,0
133,"Requisição de esquadrão de [units] para lutar por você em missões.

|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,1,35172,35172,35172,0,0,0,2,3,-1,0
134,Eleva um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,4,8225,8225,8225,8225,61015,0,4,4,-1,0
135,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,3,8225,8225,8225,8225,61015,0,3,3,-1,0
136,"Requisição de esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.
|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,1,8225,8225,8225,0,0,0,2,3,-1,0
137,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,4,26916,26916,26916,26916,61015,0,4,4,-1,0
138,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,3,26916,26916,26916,26916,61015,0,3,3,-1,0
139,"Requisição de esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.

|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,1,26916,26916,26916,0,0,0,2,3,-1,0
140,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,4,35171,35171,35171,35171,61015,0,4,4,-1,0
141,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,3,35171,35171,35171,35171,61015,0,3,3,-1,0
142,"Requisição de esquadrão de Guardiões do Bosque para lutar por você em missões.

|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,1,35171,35171,35171,0,0,0,2,3,-1,0
143,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,4,36448,36448,36448,36448,61015,0,4,4,-1,0
144,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,3,36448,36448,36448,36448,61015,0,3,3,-1,0
145,"Requisição de esquadrão de [units] para lutar por você em missões.

|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,1,10721,10721,10721,0,0,0,2,3,-1,0
146,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,4,35170,35170,35170,35170,61015,0,4,4,-1,0
147,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,3,35170,35170,35170,35170,61015,0,3,3,-1,0
148,"Requisição de esquadrão de [units] para lutar por você em missões.

|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,1,35170,35170,35170,0,0,0,2,3,-1,0
149,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,4,35174,35174,35174,35174,61015,0,4,4,-1,0
150,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,3,35174,35174,35174,35174,61015,0,3,3,-1,0
151,"Requisição de esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.

|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,1,35174,35174,35174,0,0,0,2,3,-1,0
152,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,4,36449,36449,36449,36449,61015,0,4,4,-1,0
153,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,3,36449,36449,36449,36449,61015,0,3,3,-1,0
154,"Requisição de esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.

|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,1,10721,10721,10721,0,0,0,2,3,-1,0
155,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,0,3,0,3,35398,35398,35398,35398,61015,0,3,3,-1,0
156,Evoca um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,0,3,0,4,35398,35398,35398,35398,61015,0,4,4,-1,0
157,Evoca um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,1,35398,35398,35398,35398,61015,0,1,1,-1,0
158,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,4,33176,33176,33176,33176,61015,0,4,4,-1,0
159,Treina um esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,3,33176,33176,33176,33176,61015,0,3,3,-1,0
160,"Requisição de esquadrão que pode acompanhar Campeões em missões para aumentar a chance de sucesso.
|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,1,33176,33176,33176,0,0,0,2,3,-1,0
161,"Requisição de esquadrão de Adeptos da Garça que podem acompanhar seguidores em missões para aumentar a chance de uma recompensa.

|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,2,10811,10811,10811,0,0,0,2,3,-1,0
163,"Requisição de esquadrão de Adeptos do Tigre que podem acompanhar seguidores em missões para aumentar a chance de sucesso.

|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,2,11843,11843,11843,0,0,0,2,3,-1,0
164,Evoca um aliado poderoso que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Treinamento de Tropas,9,3,0,1,35173,35173,35173,35173,61015,0,1,1,-1,0
165,"Requisição de esquadrão Adeptos do Boi que podem acompanhar seguidores em missões para aumentar a chance de sucesso.

|cFFFFD200Tempo de construção: 30 min|r",Envio de Tropa,9,3,0,4,11843,11843,11843,0,0,0,4,4,-1,0
166,"Requisição de Bando de Diabretes Selvagens para lutar por você em missões.

|cFFFFD200Tempo de construção: 15 min|r",Bando de Diabretes Selvagens,9,3,0,4,8618,8618,8618,0,0,0,4,4,-1,0
167,"Requisição de hoste de Demônios Guardiões Coléricos Vis para lutar por você em missões.

|cFFFFD200Tempo de construção: 1hr|r",Demônios Guardiões Coléricos Vis,9,3,0,1,8618,8618,8618,0,0,0,1,1,-1,0
168,"Requisição de esquadrão de Evocadores da Colheita Negra para lutar por você em missões.

|cFFFFD200Tempo de construção: 30 min|r",Evocadores da Colheita Negra,9,3,0,2,8618,8618,8618,0,0,0,2,2,-1,0
171,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropa,16,3,0,4,36928,36928,36928,0,0,0,4,2,-1,0
173,Começa pesquisas adicionais em suas armas-artefato. O conhecimento resultante aumentará a proporção do seu ganho de Poder do Artefato.,Anotações de Pesquisa Pendente,44,3,0,2,36065,36065,16159,0,0,0,1,2,-1,0
177,Requisita um Selo do Destino Interrompido.,Carregamento de Selo do Destino Interrompido,16,3,0,1,26060,26060,26060,0,0,0,1,1,-1,0
178,Requisita uma Serpe Gélida para libertar.,Evocando Serpe Gélida,16,3,0,1,36780,36780,36780,36780,61015,0,1,1,-1,0
179,Evoca um Infernal e o prende em um Filactério Demoníaco. É possível soltá-lo para concluir uma Missão Mundial.,Infernal Escravizado,16,3,0,1,37137,37137,37137,37137,61015,0,1,1,-1,0
180,"Canalize o poder da ordem para o Cristal de Concentração, que pode liberar a Força de Dalaran e cumprir uma Missão Mundial.",Canalizando o poder de Dalaran.,16,3,0,1,7631,7631,7631,7631,61015,0,1,1,-1,0
181,Começa pesquisas adicionais em suas armas-artefato. O conhecimento resultante aumentará a proporção do seu ganho de Poder do Artefato.,Anotações de Pesquisa Pendente,44,3,0,2,36065,36065,16159,0,0,0,1,2,-1,0
182,Começa pesquisas adicionais em suas armas-artefato. O conhecimento resultante aumentará a proporção do seu ganho de Poder do Artefato.,Anotações de Pesquisa Pendente,44,3,0,2,36065,36065,16159,0,0,0,1,2,-1,0
183,Começa pesquisas adicionais em suas armas-artefato. O conhecimento resultante aumentará a proporção do seu ganho de Poder do Artefato.,Anotações de Pesquisa Pendente,44,3,0,2,36065,36065,16159,0,0,0,1,2,-1,0
184,Começa pesquisas adicionais em suas armas-artefato. O conhecimento resultante aumentará a proporção do seu ganho de Poder do Artefato.,Anotações de Pesquisa Pendente,44,3,0,2,36065,36065,16159,0,0,0,1,2,-1,0
185,Começa pesquisas adicionais em suas armas-artefato. O conhecimento resultante aumentará a proporção do seu ganho de Poder do Artefato.,Anotações de Pesquisa Pendente,44,3,0,2,36065,36065,16159,0,0,0,1,2,-1,0
186,Começa pesquisas adicionais em suas armas-artefato. O conhecimento resultante aumentará a proporção do seu ganho de Poder do Artefato.,Anotações de Pesquisa Pendente,44,3,0,2,36065,36065,16159,0,0,0,1,2,-1,0
187,Começa pesquisas adicionais em suas armas-artefato. O conhecimento resultante aumentará a proporção do seu ganho de Poder do Artefato.,Anotações de Pesquisa Pendente,44,3,0,2,36065,36065,16159,0,0,0,1,2,-1,0
188,Começa pesquisas adicionais em suas armas-artefato. O conhecimento resultante aumentará a proporção do seu ganho de Poder do Artefato.,Anotações de Pesquisa Pendente,44,3,0,2,36065,36065,16159,0,0,0,1,2,-1,0
189,Começa pesquisas adicionais em suas armas-artefato. O conhecimento resultante aumentará a proporção do seu ganho de Poder do Artefato.,Anotações de Pesquisa Pendente,44,3,0,2,36065,36065,16159,0,0,0,1,2,-1,0
190,Começa pesquisas adicionais em suas armas-artefato. O conhecimento resultante aumentará a proporção do seu ganho de Poder do Artefato.,Anotações de Pesquisa Pendente,44,3,0,2,36065,36065,16159,0,0,0,1,2,-1,0
191,Começa pesquisas adicionais em suas armas-artefato. O conhecimento resultante aumentará a proporção do seu ganho de Poder do Artefato.,Anotações de Pesquisa Pendente,44,3,0,2,36065,36065,16159,0,0,0,1,2,-1,0
192,"Inicia o recrutamento da Vanguarda do Punho de Prata, para liberá-la em uma Missão Mundial.",Levante da Vanguarda,16,3,0,1,37230,37230,37230,37230,61015,0,1,1,-1,0
193,"Convoca as preces da ordem para abençoar seus Campeões, aumentando as chances deles de sucesso nas missões.",Ritual das Bênçãos,16,3,0,1,35853,35853,35853,35853,61015,0,1,1,-1,0
194,"Começa a evocar as Val'kyren, permitindo implantá-las para concluir uma Missão Mundial.",Evocando as Val'kyren,16,3,0,1,33174,33174,33174,33174,61015,0,1,1,-1,0
195,"Canaliza a ira da ordem para potencializar o Núcleo da Fissura, que permite implantar o Canhão da Fissura para concluir uma Missão Mundial.",Canaliza a ira da ordem.,16,3,0,1,25536,25536,25536,25536,61015,0,1,1,-1,0
196,Evoca um aliado poderoso que pode acompanhar Campeões em missões para aumentar a chance de sucesso.,Envio de Tropas,9,3,0,1,35171,35171,35171,35171,61015,0,1,1,-1,0
197,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropas,16,3,0,4,36928,36928,36928,35924,61015,0,4,2,-1,0
198,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropas,16,3,0,4,31180,31180,31180,31180,61015,0,4,2,-1,0
199,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropas,16,3,0,4,36928,36928,36928,36928,61015,0,4,2,-1,0
200,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropas,16,3,0,4,7088,7088,7088,7088,61015,0,4,2,-1,0
201,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropas,16,3,0,4,37189,37189,37189,37189,61015,0,4,4,-1,0
202,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropas,16,3,0,4,37480,37478,37481,37480,61015,0,2,4,-1,0
203,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropas,16,3,0,4,30825,30825,30825,30825,61015,0,4,2,-1,0
204,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropas,16,3,0,4,36928,36928,36928,36928,61015,0,4,2,-1,0
205,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropas,16,3,0,4,36928,36928,36928,36928,61015,0,4,2,-1,0
206,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropas,16,3,0,4,30127,30127,30127,30127,61015,0,4,2,-1,0
207,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropas,16,3,0,4,37231,37231,37231,37231,61015,0,4,2,-1,0
208,Requisita um carregamento de armamento e equipamento de Campeões.,Envio de Tropas,16,3,0,4,37234,37234,37234,37234,61015,0,4,2,-1,0
209,Requisita um Selo do Destino Interrompido.,Carregamento de Selo do Destino Interrompido,16,3,0,1,37191,37191,37191,37191,61015,0,1,1,-1,0
