ID,Name_lang,Description_lang,Cooldown,Duration,Flags,SchoolMask,IconFileDataID
19,Mordida Calcinante,"Morde o inimigo mais próximo com mandíbulas chamejantes, causando $s1 de dano de Fogo.",4,0,0,4,236167
20,Tacar Rocha,Tacarrochas taca uma Pedra de Pecado que se estilhaça e causa $s1 de dano Físico a todos os inimigos distantes.,1,0,0,1,236399
21,Espíritos do Rejuvenescimento,Kaletar cura $s1 pontos de vida de todos os aliados.,4,4,0,1,1022944
22,Fome Implacável,"Ayeleth drena a ânima de todos os inimigos adjacentes, causando $s1 de dano de Sombra e um adicional de $s2 de dano a cada rodada.",3,2,0,32,460700
23,DNT JasonTest Taunt Spell,Provocar,0,2,0,0,0
24,Lança Brilhante,"Teliah potencializa sua lança, causando $s1 de dano Sagrado ao inimigo mais distante e curando $s2 pontos de vida do aliado mais próximo.",2,0,0,2,1508065
25,Punhos Turbilhonantes,"Citéquio esmurra todos os inimigos em alcance corpo a corpo em rápida sucessão, causando $s1 de dano Sagrado e se fortalecendo para causar $s2% a mais de dano.",2,3,0,2,2065583
26,Poção do Esculápio,"Teléthacas verte vigorosamente uma poção garganta abaixo do aliado mais próximo, curando $s1 pontos de vida e aumentando em $s2 o máximo de pontos de vida dele.",3,2,0,8,236882
27,XX - Test - Physical,,0,0,0,1,1059120
28,XX - Test - Melee - Holy,,0,0,0,2,0
29,XX - Test - Melee - Fire,,0,0,0,4,0
30,XX - Test - Melee - Nature,,0,0,0,8,0
31,XX - Test - Melee - Frost,,0,0,0,16,0
32,XX - Test - Melee - Shadow,,0,0,0,32,0
33,XX - Test - Melee - Arcane,,0,0,0,64,0
34,XX - Test - Ranged - Physical,,0,0,0,1,0
35,XX - Test - Ranged - Holy,,0,0,0,2,0
36,XX - Test - Ranged - Fire,,0,0,0,4,0
37,XX - Test - Ranged - Nature,,0,0,0,8,0
38,XX - Test - Ranged - Frost,,0,0,0,16,0
39,XX - Test - Ranged - Shadow,,0,0,0,32,0
40,XX - Test - Ranged - Arcane,,0,0,0,64,0
41,Bolsada,"O contrabandista golpeia com a bolsa, causando dano a todos os inimigos adjacentes.",3,0,0,1,133634
42,JasonTest Passive,,0,0,0,0,0
43,Sorver Ânima,"Drena ânima do inimigo mais próximo para si, causando $s1 de dano de Sombra dano e curando $s2 dos próprios pontos de vida.",1,0,0,32,136212
44,Punhalada Dupla,"Estoca o inimigo mais próximo duas vezes, causando $s1 de dano Físico com a primeira faca e $s2 com a segunda.",3,0,0,1,333546
45,Sifão da Alma,Causa $s1 de dano Arcano ao inimigo mais distante e cura $s2 dos próprios pontos de vida.,2,0,0,64,136211
46,Escudo do Amanhã,A Falange recebe dano reduzido em 10% e protege todos os aliados de longo alcance da mesma forma.,2,1,0,2,517159
47,Aura Protetora,"A envergadura das asas de Draven protege ele e todos os aliados, reduzindo em 20% todo dano recebido.",0,0,0,32,2182687
48,Andar Sombrio,Nadjia se torna inatingível e se cura em $s2.,4,1,0,32,451170
49,Sangria,"Theotar arranca o sangue de todos os inimigos ao alcance, aumentando em $s1% o dano que eles recebem.",4,4,0,32,999949
50,Golpe de Alabarda,"O Alabardeiro talha o inimigo mais distante com a arma, causando $s1 de dano Físico.",3,0,0,1,135576
51,Tempestade Óssea,"Gira sem sair do lugar, causando $s1 de dano de Sombra a todos os inimigos em alcance corpo a corpo.",5,0,0,32,1535071
52,Canção da Peste,"Grita contra os inimigos à distância, causando $s1 de dano de Natureza a cada rodada por 4 rodadas.",5,4,0,8,136147
53,Armadilha de Cardos,"Tentáculos serpenteantes agarram todos os inimigos, causando $s1 de dano de Natureza e reduzindo em 20% o dano que eles causam uma rodada sim, outra não.",6,6,0,8,1535071
54,Sombras Talhantes,"Rahel fatia alegremente o inimigo mais próximo e atira a adaga no inimigo mais distante, causando $s1 de dano de Sombra a ambos.",3,0,0,32,1455921
55,Saudação Educada,"Cabeça-de-pedra sorri e educadamente destroça todos os inimigos em alcance corpo a corpo, causando $s1 de dano Físico.",4,0,0,1,236550
56,Espelho do Tormento,"Simone ergue o espelho com precisão, causando $s1 de dano Arcano ao inimigo mais distante.",1,0,0,64,458243
57,Aula de Etiqueta,"Bogdan faz o inimigo mais próximo se lembrar dos bons modos, causando $s1 de dano de Sombra pelos próximos três turnos.",5,3,0,32,1544136
58,Bate-cabeça,"A Sibila Perdida bate as cabeças de todos os inimigos adjacentes, causando $s1 de dano Físico.",2,0,0,1,132094
59,Espelhos do Arrependimento,"Vulca invoca o poder da perda, causando $s1 de dano Arcano a todos os inimigos ao alcance.",3,0,0,64,1020341
60,Cuspe Ácido,"Cospe ácido no inimigo mais distante, causando $s1 de dano de Natureza.",2,0,0,8,136007
61,Pancada de Mandíbula,"Arrebenta o inimigo mais próximo, causando $s1 de dano de Natureza.",4,0,0,8,1508493
62,Escornar,"Estoca todos os inimigos em alcance corpo a corpo com a galhada, causando $s1 de dano de Natureza.",3,0,0,8,454039
63,Guincho Sônico,"Guincha alto, causando $s1 de dano de Natureza a todos os inimigos e reduzindo em 20% o dano que eles causam por duas rodadas.",5,2,0,8,133707
64,Tremor Imenso,"Bate a carapaça no chão, causando $s1 de dano de Natureza a todos os inimigos.",2,0,0,8,451165
65,Dúvida Perturbadora,"Masca o inimigo mais próximo, causando $s1 de dano de Sombra.",2,0,0,32,1398088
66,Batida do Golias,"Se choca contra um inimigo próximo, causando $s1 de dano de Sombra a ele e a outro inimigo atrás dele.",1,0,0,32,132323
67,Investida Aérea,"Salta no ar e ataca o inimigo mais distante com uma lança de sombra, causando $s1 de dano de Sombra.",3,0,0,32,376832
68,Atropelo do Casco Reluzente,"Golpeia todos os inimigos em alcance corpo a corpo, causando $s1 de dano Sagrado e reduzindo em 80% o dano que eles causam por uma rodada.",3,1,1,2,132368
69,DNT JasonTest Ability Spell2,"DNT Test test  Effect 0 Attack points $s0, Effect 1 Attack points % $s1, Effect 2 Flat points $s2, Effect 3 Flat points % $s3",3,2,0,0,461809
70,DNT JasonTest Spell Tooltip,DNT test test test,0,0,0,0,0
71,Gavinhas Revitalizantes,Cura $s1 pontos de vida do aliado mais próximo.,2,0,0,8,134413
72,Golpe Retumbante,"Hala golpeia o inimigo mais próximo e causa $s1 de dano Sagrado. A força do golpe gera uma onda de choque secundária, causando $s2 de dano Sagrado a todos os inimigos ao alcance.",4,0,0,2,135891
73,Raio de Purificação,"Molako purifica todos os inimigos em linha reta, causando $s1 de dano Sagrado.",2,0,0,2,135949
74,Reconfiguração: defesa,"Ispirião reconfigura, realocando recursos para se proteger, reduzindo em 40% todo o dano recebido e causado por 3 rodadas.",5,3,0,2,1405810
75,Pulo do Larião,"Nemeia recruta um amigo larião que salta para o combate, causando $s1 de dano Físico ao inimigo mais distante.",2,0,0,1,3155392
76,Clarão de Falince,"Pelódis recruta um falince que investe em combate, causando $s1 de dano Sagrado ao inimigo mais distante.",3,0,0,2,3061647
77,Poções de Poder Razoável,"Sika distribui poções para o grupo, aumentando em $s1 de Sagrado o dano causado por eles por 3 rodadas.",5,3,0,2,134749
78,Cutilada,"Clora racha todos os inimigos em corpo a corpo, causando $s1 de dano Sagrado.",1,0,0,2,132338
79,Nova Sagrada,"Kosmas irrompe em luz, causando $s1 de dano Sagrado a todos os inimigos e curando em $s2 os aliados.",2,0,0,2,135922
80,Choque da Alvorada,"A luz de Apolon incendeia o inimigo mais distante, causando $s1 de dano de Fogo e mais $s2 de dano de Fogo pelas próximas 2 rodadas.",3,2,0,4,236216
81,Reconfiguração: Reflexo,"Bron reconfigura, envolvendo-se em círculos de luz de causam $s1 de dano Sagrado a todos que o atacarem nas próximas 3 rodadas.",5,3,0,2,461858
82,Fazer na maça,"A determinação (e maça) de Kleia fazem os inimigos pagar caro, causando $s1 de dano Físico a quem atacá-la.",0,0,0,1,3054888
83,Líder de Ofensiva,"Kleia investe em batalha, causando $s1 de dano Físico a todos os inimigos adjacentes.",3,0,0,1,132337
84,Núcleo de Globo Flutuante Faiscante,"Mikâniko ofusca todos os inimigos por duas rodadas, reduzindo em 100% o dano dele. Não lança no começo da batalha.",4,2,1,64,1990984
85,Plumagem Resiliente,"Mikâniko aumenta a durabilidade do aliado mais próximo, reduzindo em 50% o dano por ele recebido por duas rodadas.",3,2,1,2,1596903
86,[PH]Placeholder Punch,[PH] Powerfully punches the nearest enemy for $s1 Physical damage.,2,0,0,1,2447782
87,Dúvida Desafiada,"Pelagos encara os medos e arremessa luz na cara dos inimigos, causando $s1 de dano Sagrado a todos os inimigos em alcance.",2,0,0,2,132351
88,Meditação de Combate,"Pelagos medita, aumentando em 30% o dano e causando uma Memória Pesarosa em todos os inimigos, causando $s2 de dano Sagrado.",3,3,0,2,3528283
89,Armadilha de Carrapichos Espinhosos,A Armadilha de Carrapichos de Niya causa $s1 de dano de Natureza ao inimigo mais distante a cada turno por 2 turnos.,4,2,0,8,132309
90,Plantas Revigorantes,"Niya revigora aliados adjacentes, aumentando em 20% o dano que eles causam.",0,0,0,8,960671
91,Pó Ofuscante,Jubilasa modifica em $s1 o dano do inimigo mais distante por 3 rodadas.,4,3,0,8,1387618
92,Tormento do Trapaceiro,Folha-da-tardinha causa $s1 de dano de Sombra a todos os inimigos ao alcance por 2 rodadas.,2,2,0,32,1396977
93,Semente Sorvedora,"Karynmwylyann extrai força do inimigo mais próximo, causando $s1 de dano de Natureza e se curando em $s2 pontos de vida.",3,0,0,8,464030
94,Lança de Gelesporo,"Chalkyth usa a lança para talhar todos os inimigos em alcance corpo a corpo e implantar um Gelesporo, causando $s1 de dano de Gelo a cada rodada por 3 rodadas.",4,3,0,16,135127
95,Golpe da Luz Estelar,"Lloth'wellyn invoca o poder das estrelas, causando $s1 de dano Arcano ao inimigo mais distante, e $s2 de dano Arcano a todos os inimigos ao alcance.",3,0,0,64,651082
96,Nuvem de Insetos,"Yira'lya evoca uma nuvem de insetos para atormentar o inimigo mais distante, causando $s1 de dano de Natureza e reduzindo em 30% o dano dele por duas rodadas.",4,2,0,8,136045
97,Flechas Dardejantes,"Kota dispara uma saraivada de flechas, causando $s1 de dano Físico em uma área cônica que tem início no inimigo mais próximo.",2,1,0,1,133580
98,Seta de Ânima,"Sha'lor atinge o inimigo mais distante com ânima moldada, causando $s1 de dano Arcano.",1,0,0,64,1391777
99,Ofensiva,"Os dentes de Tez'an rasgam e dilaceram, causando $s1 de dano de Natureza a todos os inimigos ao alcance corpo a corpo.",3,1,0,9,1027879
100,Coração da Floresta,Qadarin se cura em $s1 de Natureza.,1,0,0,0,136081
101,Semente de Sufocórdia,"A Vigia Flor Vespertina planta uma semente no inimigo mais próximo, causando $s1 de dano de Natureza e aumentando em 20% o dano recebido por três rodadas.",4,3,0,16,960689
102,Toque da Floresta,"Os galhos de Grunumcruek açoitam ao vento, causando $s1 de dano de Natureza a todos os inimigos em linha reta.",2,0,0,8,133749
103,Arroz de Festa,Tece-sonhos duplica o dano de todos os aliados por 2 rodadas.,4,2,0,8,237573
104,Cuidador de Casulos,"Cura $s1 pontos de vida de um aliado adjacente, mas reduz em 10% o dano dele na próxima rodada.",1,1,0,8,656440
105,Defender a Linha,Korayn e seus aliados recebem 10% menos dano.,0,0,0,1,136088
106,Encarar seus Inimigos,"Korayn reúne sua determinação e fatia os oponentes, causando $s1 de dano Físico a todos os inimigos adjacentes.",2,0,0,1,132344
107,Solvente Volátil,"Marileth recobre o inimigo mais próximo, causando $s1 de dano de Sombra e um adicional de $s2 de dano de Sombra quando o alvo é atingido por três rodadas.",5,3,0,32,1500943
108,Revestimento Sem Fricção do Ooz,"Marileth cura $s1 pontos de vida de um aliado próximo, aumentando em 10% o máximo de pontos de vida dele.",4,2,0,32,3459800
109,Lâminas de Ombreira Serrilhadas,Inimigos que atacam Heirmir recebem $s1 de dano Físico.,0,0,0,1,134427
110,Broche Voraz,O broche de Heirmir concede a ela uma cura de $s1 pontos de vida.,1,0,0,32,237519
111,Emissão Sulfúrica,Os vapores de Emeni causam $s1 de dano de Natureza a todos os inimigos ao alcance corpo a corpo.,3,0,0,8,136182
112,Mastigadores Rangentes,"A mastigação maravilhosa de Emeni inspira todos os aliados próximos, aumentando em $s1 de dano de Sombra o dano que eles causam.",5,3,0,32,132103
113,Julgamento do Secutor,"Mevix julga os desejos do adversário, causando $s1 de dano de Sombra Gélida a todos os inimigos em uma área cônica à frente.",4,0,0,48,135401
114,Reconstrução,"A cada rodada, Guna cura a si própria por $s1.",1,0,0,32,1045943
115,Punho Dinâmico,"Rencissa ataca, causando $s1 de dano de Sombra aos inimigos próximos.",2,0,0,32,1280877
116,Investida Onírica,"O Cervo-do-brejo Infante baixa os chifres e ataca, causando $s1 de dano de Natureza ao inimigo mais próximo.",3,0,0,8,1247261
117,Talho Veloz,"Desfere uma cutilada contra os inimigos na linha de frente, causando $s1 de dano de Natureza.",2,0,0,8,1373911
118,Impacto Travesso,"Dispara contra o adversário mais distante, causando $s1 de dano de Natureza.",4,0,1,8,136006
119,Estocada Corrosiva,"Lança um ataque corrosivo, causando $s1 de dano de Natureza em uma área cônica a parte do inimigo mais próximo.",2,0,0,8,136016
120,Motivação Instigante,O Trapaceiro incentiva um aliado aleatório a se esforçar mais.,2,2,0,8,1058933
121,Pó Mesmerizador,"O Trapaceiro sopra um pó reluzente em todos os inimigos, reduzindo em 50% o dano que eles causam por uma rodada.",3,1,0,64,463521
122,Chama Caprichosa,Caos e fogo! Esse ataque causa $s1 de dano de Fogo ao longo de três turnos a um inimigo aleatório.,2,0,0,4,463567
123,Ventos da Cura,O Trapaceiro cura os aliados da linha de frente em $s1.,4,0,0,8,136041
124,Chute,"Escoiceia todos os inimigos adjacentes em alcance corpo a corpo, causando $s1 de dano de Natureza.",3,0,0,8,132368
125,Talho Demente,"O Catador ataca um inimigo aleatório, causando $s1 de dano de Natureza e reduzindo em 50% o dano causado pelo alvo por um turno.",3,1,0,8,132155
126,Cura Possessiva,"O Cuidabosque recorre aos seus conhecimentos de magia restauradora, curando seus aliados na linha de frente em $s1.",3,1,0,8,136044
127,Mordisco,"O Gormíneo toma gosto por todos os inimigos em alcance corpo a corpo, causando $s1 de dano de Natureza.",4,1,0,8,1392547
128,Regurgitar,"O Gormíneo vomita um monte de líquido ácido em todos os inimigos ao alcance, causando $s1 de dano de Natureza.",5,1,0,8,136007
129,Comando da Rainha,"A Rainha ordena a seus lacaios que se esforcem mais, curando-os em $s1, e concedendo-lhes um bônus de dano de $s2% por um turno.",5,1,0,8,132176
130,Espinhos da Carapaça,"O Gormíneo forma uma carapaça protetora com espinhos, que causa $s1 de dano de Natureza a quem o atacar por três turnos.",4,3,0,8,415052
131,Galhada Arcana,"O Runicervo dispara setas arcanas de sua galhada, causando $s1 de dano Arcano a todos os inimigos ao alcance.",3,0,0,64,236205
132,Erupção Arbórea,"O ataque explode com a força de uma árvore que desaba, causando $s1 de dano de Natureza a todos os inimigos em alcance corpo a corpo e reduzindo em 25% o dano causado por eles por um turno.",4,1,0,8,136025
133,Poder oculto,"A manifestação invoca um poder ancestral, causando $s1 de dano Arcano a todos os inimigos ao alcance, e curando-se em valor equivalente a parte do dano.",4,0,0,64,3578232
134,Maldição da Floresta Sombria,"Amaldiçoa todos os inimigos, aumentando o dano recebido por eles em 25% por dois turnos.",4,2,0,32,136214
135,Fogos da Dominação,"Lança uma saraivada de projéteis ígneos pelo campo de batalha, causando $s1 de dano de Fogo a todos os inimigos ao alcance.",3,0,0,4,1035051
136,Mandíbulas Calcinantes,"Morde o inimigo mais próximo com mandíbulas chamejantes, causando $s1 de dano de Fogo ao longo de três turnos.",4,3,0,4,236167
137,Brado Encorajador,"Um grito de guerra encorajador, que aumenta em $s1% o dano causado por dois turnos.",4,2,0,8,132333
138,Açoite de Cauda,"Açoita todos os inimigos adjacentes em alcance corpo a corpo, causando $s1 de dano Arcano.",2,0,0,64,236222
139,Frenesi da Voracidade,"Começa em recarga. A criatura entra em estado de frenesi, golpeando todos os inimigos ao alcance e causando $s1 de dano Arcano.",6,0,1,64,135739
140,Leque de Facas,"Khaliaq atira adagas energizadas em todos os inimigos ao alcance, causando $s1 de dano de Sombra e reduzindo o dano causado por eles em 10% por 2 rodadas.",4,2,0,32,135640
141,Imunidade de Rebanho,A criatura compartilha parte da ânima que lhe resta para proteger o bando. Todos os aliados ganham 50% de mitigação de dano por dois turnos.,4,2,0,64,135739
142,Restauração Arcana,"A criatura lança ondas de ânima concentrada, curando em uma área cônica a partir do aliado mais próximo em $s1.",3,0,0,64,1717106
143,Ostentação Arrogante,"A manifestação demonstra fé nas próprias capacidades, aumentando em $s1% o dano causado por dois turnos.",4,2,0,32,132333
144,Defesa Ardente,"A manifestação defende a posição, reduzindo em 75% o dano recebido pelos aliados dela por duas rodadas.",4,2,1,32,135733
145,Trombada com Escudo,"Arrebenta o inimigo mais próximo, causando $s1 de dano de Sombra.",4,0,0,32,236318
146,Zagaia Sombria,"Arremessa uma zagaia no inimigo mais distante, causando $s1 de dano de Sombra.",4,0,0,32,135131
147,Cerrar Fileiras,"O Pretor inspira os Perjuros, reduzindo em 50% o dano recebido pelos aliados por duas rodadas.",5,2,0,32,136051
148,Manutenção Divina,"Libera ânima restauradora, curando os aliados da linha de frente em $s1.",4,1,0,32,136044
149,Talho do Falince,"Desfere uma cutilada contra os inimigos na linha de frente, causando $s1 de dano de Sombra.",3,0,0,32,1373911
150,Garras Truculentas,"Um furacão de garras em fúria, que causa $s1 de dano de Sombra em uma área cônica a partir do inimigo mais próximo.",3,0,0,32,1508486
151,Rasante Bombástico,"Dá um rasante contra o inimigo mais próximo, causando $s1 de dano Físico.",2,1,0,32,3386321
152,Onda de Ânima,"A Matriarca lança uma onda de pura ânima, curando todos os aliados em $s1, e concedendo-lhes um bônus de dano de $s2% por um turno.",5,1,1,8,3528289
153,Pesquisa Proibida,"Projeta um fluxo condensado de ânima, causando $s1 de dano de Sombra em uma área cônica a partir do inimigo mais próximo.",4,0,0,32,3528286
154,Proteções Roubadas,"Forma um escudo refletor, que causa $s1 de dano de Sombra a quem o atacar por três turnos.",5,3,0,32,3528283
155,Rugido Abalador,Um rugido abalador que faz estremecer todos os inimigos e reduz o dano causado por eles em 75% por uma rodada.,4,1,0,32,132121
156,Conhecimento Maldito,"Amaldiçoa todos os inimigos, aumentando o dano recebido por eles em $s1% por dois turnos.",5,2,0,32,136214
157,Bater de Asas Desvairado,"Um bater de asas frenético, que atinge todos os inimigos adjacentes em alcance corpo a corpo, causando $s1 de dano.",4,0,0,1,1373911
158,Explosão de Conhecimento Sombrio,"Começa em recarga. Atinge todos os inimigos ao alcance, causando $s1 de dano de Sombra.",3,0,1,32,3528287
159,Proclamação da Dúvida,"A criatura deixa todos os inimigos em dúvida, reduzindo em 25% o dano causado por eles por duas rodadas.",4,2,0,32,132333
160,Abalo Sísmico,"Soca o chão com seus punhos imensos, causando $s1 de dano de Natureza a todos os inimigos.",3,0,0,8,451165
161,Comando Negro,"O Feitor conduz as tropas, curando-as em $s1, e concedendo-lhes um bônus de dano de $s2% por um turno.",4,1,0,8,458226
162,Maldição da Escuridão,"Amaldiçoa todos os inimigos, reduzindo em 50% o dano causado por eles por duas rodadas.",5,2,0,32,236287
163,Onda da Convicção,"Começa em recarga. Dispara uma onda poderosa de ânima, causando $s1 de dano de Sombra a todos os inimigos.",6,0,1,32,237510
164,Chama Negra,"Sopra uma labareda sombria, causando $s1 de dano de Sombra ao longo de três turnos em uma área cônica a partir do inimigo mais próximo.",6,3,0,32,463567
165,Ataque Alado,"Talha o inimigo mais próximo, causando $s1 de dano de Sombra.",4,0,0,32,1373911
166,Mordida Sanguessuga,"Morde um inimigo aleatório, causando $s1 de dano de Sombra e curando $s2 pontos de vida.",2,0,0,32,459148
167,Estilhaços Afiados,"Lança uma série de estilhaços de pedra afiados em todos os inimigos ao alcance, causando $s1 de dano de Natureza.",4,0,0,8,136018
168,Uivo do Além,"Solta um uivo sinistro que inspira medo no inimigo mais próximo, reduzindo em 50% o dano causado por ele por duas rodadas.",4,2,0,32,1033494
169,Golpe Debilitante,"Golpeia o inimigo mais próximo, causando $s1 de dano de Sombra e $s2 de dano ao longo do tempo por três turnos.",5,3,0,32,1398088
170,Pancada de Pedra,Punhos de pedra voadores causam $s1 de dano de Natureza a todos os inimigos em alcance corpo a corpo.,4,1,0,8,136025
171,Pedregulho Arremessado,"Arremessa um pedregulho, causando $s1 de dano de Natureza a todos os inimigos ao alcance.",3,1,0,8,132153
172,Talho Viscoso,"Golpeia todos os inimigos em alcance corpo a corpo, causando $s1 de dano de Sombra e reduzindo em 50% o dano causado por eles por uma rodada.",3,1,1,32,132133
173,Ruína de Gelo,"Atinge o adversário mais distante, causando $s1 de dano de Gelo e reduzindo em 25% o dano causado por ele por duas rodadas.",4,2,0,16,135849
174,Barreira de Gelo Polido,"Forma um escudo refletor de gelo, que causa $s1 de dano de Gelo a quem o atacar por três turnos.",4,3,0,16,236214
175,Retaliar,"O farrista se deixa levar pelo momento e golpeia um alvo aleatório, causando $s1 de dano de Sombra.",3,0,0,32,1392547
176,Negação Arrogante,"O nobre se lança em uma defesa apaixonada da aristocracia, distraindo todos os inimigos e aumentando em $s1% o dano recebido.",3,1,0,32,841384
177,Investida com Ombro,"Se lança contra o inimigo mais próximo, causando $s1 de dano.",3,0,0,1,413576
178,Atrair Ânima,"Rouba ânima do inimigo mais distante, causando $s1 de dano de Sombra e curando $s2 pontos de vida.",4,0,0,32,538040
179,Recomendação Médica,"Libera uma névoa curativa, curando todos os aliados em $s1 e aumentando o dano causado por eles em $s2% por dois turnos.",6,2,0,2,627487
180,Ataque Mental,"Faz com que um inimigo aleatório receba visões sinistras, causando $s1 de dano de Sombra.",3,0,0,32,460687
181,Impacto de Ânima,"Começa em recarga. Atinge todos os inimigos ao alcance, causando $s1 de dano de Sombra.",6,0,1,32,3528311
182,Prática Enganadora,"Confunde todos os inimigos com reflexos ilusórios, reduzindo em 50% o dano causado por eles por duas rodadas.",5,2,0,32,132171
183,Patada Sombria,"Talha todos os inimigos em alcance corpo a corpo com suas garras, causando $s1 de dano de Sombra.",3,0,0,32,236222
184,Açoite de Ânima,"Explosão de ânima em uma área cônica a partir do inimigo mais próximo, que causa $s1 de dano de Sombra.",4,0,0,32,3528310
185,Chilique,"Empilhão ataca com toda a força, causando $s1 de dano de Sombra a todos os inimigos.",4,0,0,32,236260
186,Raiva Feral,"Começa em recarga. Morde e arranha desvairadamente todos os inimigos em alcance corpo a corpo, causando $s1 de dano de Sombra.",5,0,1,32,132139
187,Miasma Tóxico,"Emite uma onda de magia tóxica por todos os inimigos, causando um efeito de dano ao longo do tempo de $s1, por dois turnos.",5,2,0,32,136160
188,Arrebentar com Raiva,"O Brilhosão ataca o inimigo mais próximo, causando $s1 de dano e reduzindo em 50% o dano causado pelo alvo por uma rodada.",3,1,0,1,132298
189,Trombar com Raiva,"Arrebenta o inimigo mais próximo, causando $s1 de dano.",3,0,0,1,135906
190,Onda de Ânima,"Arrebenta todos os inimigos em alcance corpo a corpo, causando $s1 de dano de Sombra.",3,0,0,32,3528313
191,Dispersão Tóxica,Causa $s1 de dano de Natureza por rodada a todos os inimigos e cura todos os aliados em $s2.,1,0,0,8,132104
192,Seta Sombria,"Rathan atinge o inimigo mais distante, causando $s1 de dano de Sombra.",2,0,0,32,135640
193,Erupção de Carne,"Come-perna sacrifica a própria carne, causando $s1 de dano Físico a todos os inimigos em alcance corpo a corpo e $s2 de dano a si mesmo.",2,0,0,32,134084
194,Poder Potencializado,"Ashraka fortalece um aliado adjacente a custo dos próprios pontos de vida, aumentando em $s1 o dano de Sombra causado pelo aliado e reduzindo em 20% o dano recebido por ele por duas rodadas.",3,2,0,32,236294
195,Calafrio Sinistro,"Talethi causa $s1 de dano de Gelo por turno, por 2 turnos, a todos os inimigos em uma área cônica à sua frente.",4,2,0,16,135837
196,Vendaval de Lâminas,"Velkein golpeia um inimigo adjacente múltiplas vezes, causando $s1 de dano Físico, depois $s2, depois $s3, depois $s4.",5,0,0,1,458731
197,Remontar,"O Montador Zertora reconstrói todos os aliados adjacentes, curando-os em $s1.",2,0,0,32,3386320
198,Escudo Ósseo,"O Leva-troco cria uma barreira de ossos rodopiantes, reduzindo o dano recebido em $s1 e causando $s2 de dano de Sombra aos inimigos que o atacarem.",3,2,0,32,136127
199,Golpe Desajeitado,"Golpe violento que atinge todos os inimigos em alcance corpo a corpo, causando $s1 de dano.",3,0,0,1,236316
200,Revés Atordoante,"Chicoteia o inimigo causando $s1 de dano de Natureza a todos os inimigos em alcance corpo a corpo, reduzindo em 50% o dano deles por uma rodada.",4,1,0,8,132105
201,Raiva Monstruosa,"Entra em estado de frenesi, atacando todos os inimigos ao alcance, causando $s1 de dano de Natureza.",4,0,0,8,136217
202,Muralha Rodopiante,"Chama a atenção de todos os inimigos, concentrando toda a atenção em si.",4,2,0,8,136018
203,Ventos Penetrantes,"Ventos mortais de magia imbuída em ânima laceram todos os inimigos em alcance corpo a corpo, causando $s1 de dano de Natureza.",4,0,0,8,136022
204,Impacto Mortal,"Atinge o inimigo mais próximo, causando $s1 de dano de Sombra e reduzindo em 50% o dano causado por ele por duas rodadas.",5,2,0,32,460686
205,Farinha de Osso,"Emite um pulso de energia necromântica, curando em $s1 os aliados na linha de frente.",3,0,0,8,132097
206,Chute Abominável,"É um pé? É um casco? Difícil dizer, mas o coice dói para burro, e causa $s1 de dano ao inimigo mais próximo.",3,0,0,1,132368
207,Estocada Feral,"Lança-se sobre os inimigos com unhas e dentes, causando $s1 de dano Físico a todos os inimigos em linha reta.",2,0,0,1,132133
