ID,Reaction_lang,FriendshipRepID,ReactionThreshold,OverrideColor
796,Grau 27,316,7800,0
797,Grau 28,316,8100,0
798,Grau 29,316,8400,0
799,Grau 30,316,8700,0
821,Infante,315,4000,0
822,Maturidade,315,8000,0
823,Grau 5,320,1200,0
824,Grau 6,320,1500,0
825,Grau 7,320,1800,0
826,Grau 8,320,2100,0
827,Grau 9,320,2400,0
828,Grau 10,320,2700,0
829,Grau 11,320,3000,0
830,Grau 12,320,3300,0
831,Grau 13,320,3600,0
832,Grau 14,320,3900,0
833,Grau 15,320,4200,0
834,Grau 16,320,4500,0
835,Grau 17,320,4800,0
836,Grau 18,320,5100,0
837,Grau 19,320,5400,0
838,Grau 20,320,5700,0
839,Grau 21,320,6000,0
840,Grau 22,320,6300,0
841,Grau 23,320,6600,0
842,Grau 24,320,6900,0
843,Grau 25,320,7200,0
844,Grau 26,320,7500,0
845,Grau 27,320,7800,0
846,Grau 28,320,8100,0
847,Grau 29,320,8400,0
848,Grau 30,320,8700,0
879,Grau 1,323,0,0
880,Grau 2,323,300,0
881,Grau 3,323,600,0
882,Grau 4,323,900,0
883,Grau 5,323,1200,0
884,Grau 6,323,1500,0
885,Grau 7,323,1800,0
886,Grau 8,323,2100,0
887,Grau 9,323,2400,0
888,Grau 10,323,2700,0
889,Grau 11,323,3000,0
890,Grau 12,323,3300,0
891,Grau 13,323,3600,0
892,Grau 14,323,3900,0
893,Grau 15,323,4200,0
894,Grau 16,323,4500,0
895,Grau 17,323,4800,0
896,Grau 18,323,5100,0
897,Grau 19,323,5400,0
898,Grau 20,323,5700,0
899,Grau 21,323,6000,0
900,Grau 22,323,6300,0
901,Grau 23,323,6600,0
902,Grau 24,323,6900,0
903,Grau 25,323,7200,0
904,Grau 26,323,7500,0
905,Grau 27,323,7800,0
906,Grau 28,323,8100,0
907,Grau 29,323,8400,0
908,Grau 30,323,8700,0
909,Grau 1,324,0,0
910,Grau 2,324,300,0
911,Grau 3,324,600,0
912,Grau 4,324,900,0
913,Grau 5,324,1200,0
914,Grau 6,324,1500,0
915,Grau 7,324,1800,0
916,Grau 8,324,2100,0
917,Grau 9,324,2400,0
918,Grau 10,324,2700,0
919,Grau 11,324,3000,0
920,Grau 12,324,3300,0
921,Grau 13,324,3600,0
922,Grau 14,324,3900,0
923,Grau 15,324,4200,0
924,Grau 16,324,4500,0
925,Grau 17,324,4800,0
926,Grau 18,324,5100,0
927,Grau 19,324,5400,0
928,Grau 20,324,5700,0
929,Grau 21,324,6000,0
930,Grau 22,324,6300,0
931,Grau 23,324,6600,0
932,Grau 24,324,6900,0
933,Grau 25,324,7200,0
934,Grau 26,324,7500,0
935,Grau 27,324,7800,0
936,Grau 28,324,8100,0
937,Grau 29,324,8400,0
938,Grau 30,324,8700,0
939,Grau 5,318,1200,0
940,Grau 6,318,1500,0
941,Grau 7,318,1800,0
942,Grau 8,318,2100,0
943,Grau 9,318,2400,0
944,Grau 10,318,2700,0
945,Grau 11,318,3000,0
946,Grau 12,318,3300,0
947,Grau 13,318,3600,0
948,Grau 14,318,3900,0
949,Grau 15,318,4200,0
950,Grau 16,318,4500,0
951,Grau 17,318,4800,0
952,Grau 18,318,5100,0
953,Grau 19,318,5400,0
954,Grau 20,318,5700,0
955,Grau 21,318,6000,0
956,Grau 22,318,6300,0
957,Grau 23,318,6600,0
958,Grau 24,318,6900,0
959,Grau 25,318,7200,0
960,Grau 26,318,7500,0
961,Grau 27,318,7800,0
962,Grau 28,318,8100,0
963,Grau 29,318,8400,0
964,Grau 30,318,8700,0
965,Grau 5,317,1200,0
966,Grau 6,317,1500,0
967,Grau 7,317,1800,0
968,Grau 8,317,2100,0
969,Grau 9,317,2400,0
970,Grau 10,317,2700,0
971,Grau 11,317,3000,0
972,Grau 12,317,3300,0
973,Grau 13,317,3600,0
974,Grau 14,317,3900,0
975,Grau 15,317,4200,0
976,Grau 16,317,4500,0
977,Grau 17,317,4800,0
978,Grau 18,317,5100,0
979,Grau 19,317,5400,0
980,Grau 20,317,5700,0
981,Grau 21,317,6000,0
982,Grau 22,317,6300,0
983,Grau 23,317,6600,0
984,Grau 24,317,6900,0
985,Grau 25,317,7200,0
986,Grau 26,317,7500,0
987,Grau 27,317,7800,0
988,Grau 28,317,8100,0
989,Grau 29,317,8400,0
990,Grau 30,317,8700,0
991,Ninfoide,325,0,0
992,Infante,325,3500,0
993,Ninfoide,326,0,0
994,Infante,326,7000,0
995,Ninfoide,327,0,0
996,Infante,327,14000,0
999,Grau 1,339,0,0
1000,Grau 2,339,1000,0
1001,Grau 3,339,2000,0
1002,Grau 4,339,3000,0
1003,Grau 5,339,4000,0
1004,Grau 6,339,5000,0
1005,Grau 7,339,6000,0
1006,Grau 8,339,7000,0
1007,Grau 9,339,8000,0
1008,Grau Máximo,339,9000,0
1009,Grau 1,340,0,0
1010,Grau 2,340,1000,0
1011,Grau 3,340,2000,0
1012,Grau 4,340,3000,0
1013,Grau 5,340,4000,0
1014,Grau 6,340,5000,0
1015,Grau 7,340,6000,0
1016,Grau 8,340,7000,0
1017,Grau 9,340,8000,0
1018,Grau Máximo,340,9000,0
1020,Adulto,327,42000,0
1021,Adulto,325,10500,0
1022,Adulto,326,21000,0
1024,Grau 2,318,300,0
1088,Eclodindo...,365,0,0
1089,Larva,365,5000,0
1090,Filhote,365,10000,0
1091,Adulto,365,15000,0
1092,Hesitação,366,7000,0
1100,Indecisão,366,0,0
1101,Apreensão,366,1000,0
1102,Ambivalência,366,14000,0
1103,Cordialidade,366,21000,0
1107,Simpatia,366,42000,0
1108,Desconhecido,367,0,0
1109,Conhecido,367,8400,0
1110,Camarada,367,16800,0
1111,Amigo,367,25200,0
1112,Bom Amigo,367,33600,0
1113,Melhor Amigo,367,42000,0
1114,Desconhecido,368,0,0
1115,Conhecido,368,8400,0
1116,Camarada,368,16800,0
1117,Amigo,368,25200,0
1118,Bom Amigo,368,33600,0
1119,Melhor Amigo,368,42000,0
1126,Desconhecido,370,0,0
1127,Conhecido,370,8400,0
1128,Camarada,370,16800,0
1129,Amigo,370,25200,0
1130,Bom Amigo,370,33600,0
1131,Melhor Amigo,370,42000,0
1132,Desconhecido,371,0,0
1133,Conhecido,371,8400,0
1134,Camarada,371,16800,0
1135,Amigo,371,25200,0
1136,Bom Amigo,371,33600,0
1137,Melhor Amigo,371,42000,0
1138,Desconhecido,372,0,0
1139,Conhecido,372,8400,0
1140,Camarada,372,16800,0
1141,Amigo,372,25200,0
1142,Bom Amigo,372,33600,0
1143,Melhor Amigo,372,42000,0
1144,Desconhecido,373,0,0
1145,Conhecido,373,8400,0
1146,Camarada,373,16800,0
1147,Amigo,373,25200,0
1148,Bom Amigo,373,33600,0
1149,Melhor Amigo,373,42000,0
1156,Desconhecido,375,0,0
1157,Conhecido,375,8400,0
1158,Camarada,375,16800,0
1159,Amigo,375,25200,0
1160,Bom Amigo,375,33600,0
1161,Melhor Amigo,375,42000,0
1162,Desconhecido,376,0,0
1163,Conhecido,376,8400,0
1164,Camarada,376,16800,0
1165,Amigo,376,25200,0
1166,Bom Amigo,376,33600,0
1167,Melhor Amigo,376,42000,0
1168,Desconhecido,377,0,0
1169,Conhecido,377,8400,0
1170,Camarada,377,16800,0
1171,Amigo,377,25200,0
1172,Bom Amigo,377,33600,0
1173,Melhor Amigo,377,42000,0
1180,Desconhecido,379,0,0
1181,Conhecido,379,8400,0
1182,Camarada,379,16800,0
1183,Amigo,379,25200,0
1184,Bom Amigo,379,33600,0
1185,Melhor Amigo,379,42000,0
1192,Desconhecido,381,0,0
1193,Conhecido,381,8400,0
1194,Camarada,381,16800,0
1195,Amigo,381,25200,0
1196,Bom Amigo,381,33600,0
1197,Melhor Amigo,381,42000,0
1198,Desconhecido,382,0,0
1199,Conhecido,382,8400,0
1200,Camarada,382,16800,0
1201,Amigo,382,25200,0
1202,Bom Amigo,382,33600,0
1203,Melhor Amigo,382,42000,0
1204,Desconhecido,383,0,0
1205,Conhecido,383,8400,0
1206,Camarada,383,16800,0
1207,Amigo,383,25200,0
1208,Bom Amigo,383,33600,0
1209,Melhor Amigo,383,42000,0
1210,Desconhecido,384,0,0
1211,Conhecido,384,8400,0
1212,Camarada,384,16800,0
1213,Amigo,384,25200,0
1214,Bom Amigo,384,33600,0
1215,Melhor Amigo,384,42000,0
1216,Desconhecido,385,0,0
1217,Conhecido,385,8400,0
1218,Camarada,385,16800,0
1219,Amigo,385,25200,0
1220,Bom Amigo,385,33600,0
1221,Melhor Amigo,385,42000,0
1228,Desconhecido,387,0,0
1229,Conhecido,387,8400,0
1230,Camarada,387,16800,0
1231,Amigo,387,25200,0
1232,Bom Amigo,387,33600,0
1233,Melhor Amigo,387,42000,0
1240,Tolerado,389,0,0
1241,Respeitado,389,3000,0
1242,Honrado,389,9000,0
1243,Reverenciado,389,21000,0
1244,Exaltada,389,42000,0
1245,Tolerado,390,0,0
1246,Respeitado,390,3000,0
1247,Honrado,390,9000,0
1248,Reverenciado,390,21000,0
1249,Exaltada,390,42000,0
1250,Tolerado,391,0,0
1251,Respeitado,391,3000,0
1252,Honrado,391,9000,0
1253,Reverenciado,391,21000,0
1254,Exaltada,391,42000,0
1255,Zero,392,0,0
1256,Um,392,1000,0
1257,Dois,392,2000,0
1258,Três,392,3000,0
1259,Quatro,392,4000,0
1260,Cinco,392,5000,0
1261,Seis,392,6000,0
1262,Sete,392,7000,0
1263,Oito,392,8000,0
1264,Nove,392,9000,0
1265,Dez,392,10000,0
1266,Onze,392,11000,0
1267,Doze,392,12000,0
1268,Treze,392,13000,0
1269,Catorze,392,14000,0
1270,Quinze,392,15000,0
1271,Grau 1,393,0,0
1272,Grau 2,393,3000,0
1273,Grau 3,393,7500,0
1274,Grau 4,393,14000,0
1275,Grau 5,393,25000,0
1276,Grau 6,393,41000,0
1294,Coorte,396,8400,0
1295,Aliado,396,16800,0
1296,Presa,396,25200,0
1297,Amigo,396,33600,0
1298,Amizade Verdadeira,396,42000,0
1300,Coorte,397,8400,0
1301,Aliado,397,16800,0
1302,Presa,397,25200,0
1303,Amigo,397,33600,0
1304,Amizade Verdadeira,397,42000,0
1305,Tolerado,398,0,0
1306,Preferido,398,500,0
1307,Prezado,398,2500,0
1308,Valioso,398,5500,0
1309,Estimado,398,12500,0
1316,Baixo,400,300,0
1317,Médio,400,1200,0
1318,Alto,400,3600,0
1319,Máximo,400,10000,0
1322,Vazio,400,0,0
1325,Conhecido,397,0,0
1328,Conhecido,396,0,0
1344,Aspirante,408,0,0
1345,Amador,408,700,0
1346,Competente,408,1400,0
1347,Habilidoso,408,2100,0
1348,Profissional,408,2800,0
1359,Anomalia,411,0,0
1360,Futuro Amigo,411,7000,0
1361,Reparador de Fendas,411,14000,0
1362,Andarilho do Tempo,411,24000,0
1363,Lenda,411,42000,0
1364,Nível 1,412,0,0
1392,Estranho,416,0,0
1393,Conhecido,416,2500,0
1394,Camarada,416,5000,0
1395,Cúmplice,416,7500,0
1396,Colaborador,416,10000,0
1397,Estranho,417,0,0
1398,Conhecido,417,2500,0
1399,Camarada,417,5000,0
1400,Cúmplice,417,7500,0
1401,Colaborador,417,10000,0
1402,Estranho,418,0,0
1403,Conhecido,418,2500,0
1404,Camarada,418,5000,0
1405,Cúmplice,418,7500,0
1406,Colaborador,418,10000,0
1407,Graduado,419,0,0
1408,Assistente,419,10500,0
1409,Contratado,419,21000,0
1410,Residente,419,32500,0
1411,Titular,419,42000,0
1794,Nível 2,412,2500,0
1795,Nível 3,412,5500,0
1796,Nível 4,412,9100,0
1797,Nível 5,412,13420,0
1798,Nível 6,412,18604,0
1801,Nível 7,412,24824,0
1802,Nível 8,412,32289,0
1803,Nível 9,412,41247,0
1804,Nível 10,412,51997,0
1805,Nível 11,412,64497,0
1806,Nível 12,412,76997,0
1807,Nível 13,412,89497,0
1808,Nível 14,412,101997,0
1809,Nível 15,412,114497,0
1810,Nível 16,412,133247,0
1811,Nível 17,412,151997,0
1812,Nível 18,412,170747,0
1813,Nível 19,412,189497,0
1814,Nível 20,412,208247,0
1815,Nível 21,412,226997,0
1816,Nível 22,412,245747,0
1817,Nível 23,412,264497,0
1818,Nível 24,412,283247,0
1819,Nível 25,412,301997,0
1820,Nível 26,412,351997,0
1821,Nível 27,412,401997,0
1822,Nível 28,412,451997,0
1823,Nível 29,412,501997,0
1824,Nível 30,412,551997,0
1825,Nível 31,412,601997,0
1826,Nível 32,412,651997,0
1827,Nível 33,412,701997,0
1828,Nível 34,412,751997,0
1829,Nível 35,412,801997,0
1830,Nível 36,412,901997,0
1831,Nível 37,412,1001997,0
1832,Nível 38,412,1101997,0
1833,Nível 39,412,1201997,0
1834,Nível 40,412,1301997,0
1835,Nível 41,412,1401997,0
1836,Nível 42,412,1501997,0
1837,Nível 43,412,1601997,0
1838,Nível 44,412,1701997,0
1839,Nível 45,412,1801997,0
1840,Nível 46,412,1926997,0
1841,Nível 47,412,2051997,0
1842,Nível 48,412,2176997,0
1843,Nível 49,412,2301997,0
1844,Nível 50,412,2426997,0
1845,Acessório,416,12500,0
1846,Ajudante,416,15000,0
1847,Conspirador,416,17500,0
1848,Mentor,416,20000,0
1849,Acessório,417,12500,0
1850,Ajudante,417,15000,0
1851,Conspirador,417,17500,0
1852,Mentor,417,20000,0
1853,Acessório,418,12500,0
1854,Ajudante,418,15000,0
1855,Conspirador,418,17500,0
1856,Mentor,418,20000,0
1857,Nível 51,412,2551997,0
1858,Nível 52,412,2676997,0
1859,Nível 53,412,2801997,0
1860,Nível 54,412,2926997,0
1861,Nível 55,412,3051997,0
1862,Nível 56,412,3239497,0
1863,Nível 57,412,3426997,0
1864,Nível 58,412,3614497,0
1865,Nível 59,412,3801997,0
1866,Nível 60,412,3989497,0
1887,Estado 4 - Capítulo 5,184,50000,0
2035,Nível 61,412,4176997,0
2036,Nível 62,412,4364497,0
2037,Nível 63,412,4551997,0
2038,Nível 64,412,4739497,0
2039,Nível 65,412,4926997,0
2040,Nível 66,412,5176997,0
2041,Nível 67,412,5426997,0
2042,Nível 68,412,5676997,0
2043,Nível 69,412,5926997,0
2044,Nível 70,412,6176997,0
2045,Nível 71,412,6426997,0
2046,Nível 72,412,6676997,0
2047,Nível 73,412,6926997,0
2048,Nível 74,412,7176997,0
2049,Nível 75,412,7426997,0
2050,Nível 76,412,7739497,0
2051,Nível 77,412,8051997,0
2052,Nível 78,412,8364497,0
2053,Nível 79,412,8676997,0
2054,Nível 80,412,8989497,0
