Name_lang,Description_lang,Objective_lang,ID,BattlemasterListID,LFGDungeonsID,RewardsQuestID
Gresca: Cocción: Imposible,Carrera de recolección,"- Recoge ingredientes en la granja y llévaselos a tu cocinero
- ¡El primer equipo en reunir los ingredientes necesarios gana!
- Derrota a los sacudidores de la facción opuesta para ganarte su lealtad",17,887,0,0
Gresca: Casa abastecida,Combate a muerte por equipos,"- Combate a muerte por equipos
- 3 jugadores por equipo
- Las dos primeros muertes de cada equipo reviven al instante",18,0,0,0
Costa Bullente,Recolecta azerita,"Se han descubierto grandes cantidades de azerita cerca de las costas de Feralas, en una isla recóndita e inexplorada que ahora lleva el nombre de Costa Bullente.",19,894,0,0
Gresca: Ashran clásico,Campo de batalla épico eterno,"- ¡La batalla de Ashran no tiene fin!
- Mata al líder de la facción opuesta y domina los eventos para obtener recompensas
- Reúne fragmentos de artefacto de las criaturas y entrégalos para obtener potenciaciones para tu facción",120,1021,0,0
Gresca: Equipo arrollador,Dominación,"- Captura objetivos
- Mata enemigos
- Gana",121,0,1966,0
Conquista del Invierno,Defensa o ataque de Conquista del Invierno,"- Protege la fortaleza como Defensor
- Destruye el muro final en la fortaleza como Atacante",122,1030,0,0
Gresca: Isla concurrida,Isla 10 vs. 10,Necesitaremos un bote más grande…,123,0,2025,0
La venganza de Korrak,Evento por el aniversario de WoW,"- Vive el Valle de Alterac de antaño
- ¡Derrota a Korrak, el Sanguinario y expulsa la invasión trol!
- Completa misiones y objetivos para conseguir recompensas",124,1033,0,63953
Cañón del Céfiro,Captura los objetivos,"- Captura y controla los objetivos
- Obtén 1500 recursos",125,1039,0,0
Gresca: La venganza de Korrak,Valle de Alterac clásico,"- Vive el Valle de Alterac de antaño
- ¡Derrota a Korrak, el Sanguinario y expulsa la invasión trol!
- Completa misiones y objetivos para conseguir recompensas",126,1033,0,0
Aleatorio en solitario,Encuentros de arena con equipos aleatorios,"- 6 jugadores juegan 6 rondas de arena 3c3
-Los equipos cambian al final de cada ronda
- Solo pueden ponerse en cola jugadores en solitario",130,1065,0,0
Aleatorio en solitario: Arena Enigmática,Encuentros de arena con equipos aleatorios,"- 6 jugadores juegan 6 rondas de arena 3c3
-Los equipos se mezclan al final de cada ronda
- Solo pueden ponerse en cola jugadores en solitario",132,0,0,0
Gresca: Detonación del Céfiro,Buscar y destruir,"- Recoger bomba en el mercado
- Escoltar la bomba a las bases
- Plantar y defender",133,1075,0,0
Gresca: Campo de batalla frenético,Campo de batalla frenético,"- Cola en solitario, excepto para sanadores que pueden buscar en dúo
- 8 jugadores por equipo
- Lucha junto a miembros de las dos facciones
- Velocidad de montura global aumentada
- Modos de juego más rápidos",136,1101,0,0
Gresca: Campo de batalla frenético - Garganta Grito de Guerra,Campo de batalla frenético,,137,1102,0,0
Gresca: Campo de batalla frenético - Cumbres Gemelas,Campo de batalla frenético,,138,1103,0,0
Gresca: Campo de batalla frenético - La Batalla por Gilneas,Campo de batalla frenético,,139,1104,0,0
Gresca: Campo de batalla frenético - Minas Lonjaplata,Campo de batalla frenético,,140,1105,0,0
Gresca: Campo de batalla frenético - Templo de Kotmogu,Campo de batalla frenético,,141,1106,0,0
Gresca: Campo de batalla frenético - Cañón del Céfiro,Campo de batalla frenético,,142,1109,0,0
Gresca: Campo de batalla frenético - Cuenca de Arathi,Campo de batalla frenético,,143,1108,0,0
Gresca: Campo de batalla frenético - Ojo de la Tormenta,Campo de batalla frenético,,144,1107,0,0
Gresca: El calor de la batalla,Arena 3c3,"- Arena 3c3
- El daño que infliges a los jugadores enemigos para reducir su salud aumenta el daño infligido por tu equipo
- Los sanadores reciben una cantimplora que pueden usar en combate para restaurar el maná.",145,1111,0,0
Gresca: Campo de batalla frenético - Barranco de Infrabundancia,Campo de batalla frenético,,147,1118,0,0
Barranco de Infrabundancia,Barranco de Infrabundancia,"- Captura y controla las vagonetas
- Captura la gema central
- Obtén 1500 recursos",148,1110,0,0
