ID,OverrideName_lang,Field_9_1_0_38709_001_lang,Flags
316,Pimientos zandali asados,,0
317,Escoba encantada,,1
318,Cúmulo de cristales hambrientos de maná,,1
319,Jefe de banda de diablillos,,1
320,Valthrux,,0
321,Ascendiente de buscatormentas,,0
322,Venderthvan,La Llama Hendida,0
323,Kalecgos,Invocación de carta,0
324,Cristal ligeramente glacial,,0
325,Cristal un poco glacial,,0
326,Cristal moderadamente glacial,,0
327,Cristal muy glacial,,0
328,Infusor inerte,,0
329,"Petrarraíz, el Enfurecido",,0
330,Bob,,0
331,Fortescama,,0
332,Mordisquitos,,0
333,Barón von Grangarra,,0
334,Señor Risifuegos,,0
335,Silla lujosa,,1
336,Farol,,1
338,Fuente de calor encendida,,0
339,Engendro de luz,,0
340,Ser del Vacío,,0
341,Bestia sha,,0
342,,,1
343,Tanque de espécimen destruido,,0
344,Dracthyr disuadida,,0
345,Prisionero tauren liberado,,1
346,Primalista nokhud,,0
347,Grabación de reliquia recuperada,,0
348,Forma sombría,,1
349,Dragón caído,,0
350,Indumentaria ganadora,Desafío de estilos,0
351,Granjero Saldean,Hermandad del granero,0
352,Salma Saldean,Hermandad del granero,0
353,Cromoric,,0
354,Añublo debilitado,,0
355,Hallazgo antiguo de centauro,,0
356,Porrazos,,0
357,Una simple piedra,,0
358,,La mano del Rey Exánime,0
359,,,1
360,Salvamento antiguo de olfatopos,,0
361,Cerámica dragonante rústica,,0
362,Antárbol ígneo,,1
363,Antárbol renovado,,1
364,Antárbol calcinado,,1
365,,Corrompido con magia vil,0
366,,Traidor de facción,0
367,Misha,,0
368,Manual de geología anticuado,,0
369,Flor naciente,,1
370,Alijo de miel azul,,0
371,Campeón corrompido por magia vil,,0
372,Vial dracónico antiguo,,0
373,Arzal'kal,,0
374,Dominamentes Ghur'sha,,1
375,Bulbo ennegrecido,,1
376,Barrera de zarzas renovadas,,1
377,Zarzas calcinadas,,1
378,Raíces abrasadoras,,1
379,Zarzas agostadas,,1
380,"Larodar, Avatar de ceniza",,1
381,Arqueólogo asistente,,0
382,Elemental abrumado,,0
383,Comandante celadora,,1
384,Celadora iniciada,,1
385,Mago darnassiano novicio,,1
386,Elemental potenciado,,0
387,Liliuna,Espinaungido,0
388,Argyr,Espinaungido,0
389,Astera,Espinaungido,0
390,Bestia de polen cinéreo,,0
391,Anciano agradecido,,0
392,Lanamusgo de Comarca de los Carneros,,0
393,El intruso,Invasor,0
394,Dragón feérico,,0
395,Void Touched Elemental [PH],,0
396,Hallazgo de centauro enorme,,0
397,Suministros de dragones conservados,,0
398,Moco coagulado,,1
399,Tesoros de olfatopos malhabidos,,0
400,Cofre de erudito dracónico,,0
401,Anciano de la guerra,,1
402,Anciano del conocimiento,,1
403,Anciano de viento,,1
404,Test,,1
405,Víctima polimórfica,,1
406,Druida durmiente,,0
407,Faerin,,1
408,Tierra extraña,,1
409,"Alexstrasza, la Protectora",Aspecto de la Vida,0
410,Merithra,Aspecto de los Sueños,0
411,Kalecgos,Aspecto de la Magia,0
412,Ebisio,Aspecto de la Tierra,0
413,Nozdormu,Aspecto del Tiempo,0
414,Vyranoth,Aspecto de las Tormentas,0
415,Explorador Yelmonorte,,1
416,Thrall,,0
417,Olbarig,,0
418,Cuidadora de cangrejos gelialeta,,0
420,Grúa capturada,,1
421,Kóbold completamente normal,,0
422,Tipo complaciente,Sumiso sénior,0
423,Sir afable,Sumiso gerente,0
424,Caballero conforme,Sumiso líder,0
425,Cerdo sombracegado,,1
426,¿Magni?,,1
427,Sujeto de titiritero,,1
428,Ojo de la reina,,0
429,Reina ascendida Neferess,,0
430,Olfatopo sospechoso,,0
431,Lufsela,Guardatormenta,0
432,Bestia desafiante,,1
433,Ciudadano honorable,,0
434,Sabriana Mirada de Pena,,0
435,Garrafilada ensombrecido,,0
436,Cuernotorcido ensombrecido,,0
437,Cachoro de feral ensombrecido,,0
438,Cangrejo ensombrecido,,0
439,"""Zeta-Zeta""",,0
440,Filgo Fondochatarra,,0
441,Tintapodre,,0
442,Kaela Guardapeloscuro,,0
443,Harold Winston,,0
444,Mancha,,0
445,Hundidor ensombrecido,,0
446,Surcaolas ensombrecido,,0
447,Acechaabismos ensombrecido,,0
448,Carroñero de los bajos ensombrecido,,0
449,Haimaz,,0
450,Guardia de hechizos de Dalaran,Kirin Tor,0
451,El Visir,,0
452,Portavoz mayor Brinthe,,0
453,Sobreviviente corrupto,,0
454,Carroñero petrocolina,,0
455,Bestia cautiva,,1
456,Civil hipnotizado,,0
457,Terráneo capturado,,0
458,Horror de telarañas,,0
459,Héroe recordado,,0
460,Infrarreptador ensombrecido,,0
461,Esquistocornio ensombrecido,,0
462,Zumbazarza ensombrecida,,0
463,Oso ensombrecido,,0
464,Matriarca ensombrecida,,0
465,Tritón ensombrecido,,0
466,Salamantra ensombrecida,,0
467,Mestizo ensombrecido,,0
468,Polilla ensombrecida,,0
469,Araña pozaprofunda ensombrecida,,0
470,Gólem de la Bóveda de Piedra,Guardián de baluarte,0
471,Gnatorreptador ensombrecido,,0
472,Maleficapra,,0
473,Mestizo babeante ensombrecido,,0
474,Águila ensombrecida,,0
475,Mestizo instruido en las sombras,,0
476,Mestizo husmeador ensombrecido,,0
477,Murciélago ensombrecido,,0
478,Araña ensombrecida,,0
479,Enjambróptero infestado de esporas,,0
480,Arrebatador ensombrecido,,0
481,Gólem durmiente,,0
482,,Gemelo malvado,0
483,Vaelisia Golpacero,,1
484,Escarbarcilla ensombrecido,,0
485,Dulciaguijón ensombrecido,,0
486,Zángano cáustico,,1
487,Alfazaque ensombrecido,,0
488,Kodiak ensombrecido,,0
489,Cachorro ensombrecido,,0
490,Ira de Beledar,,0
491,Escurringrejo ensombrecido,,0
492,Furia de Beledar,,0
493,Salmón ensombrecido,,0
494,Lubina ensombrecida,,0
495,Halcón marino ensombrecido,,0
496,Señor Girasol,,1
497,Auralia Golpacero,,1
498,Hundidor ensombrecido,,0
499,Ciudadana de Dornogal,,0
500,Janky,Velas,0
501,Mero ensombrecido,,0
502,Anguila ensombrecida,,0
503,Oso de cueva ensombrecido,,0
504,Lucio ensombrecido,,0
505,Mordedor fétido ensombrecido,,0
506,Madre de linaje ensombrecida,,0
507,Alapresta ensombrecido,,0
508,Can oscuro ensombrecido,,0
509,Cachorro ensombrecido,,0
510,Pez ensombrecido,,0
511,Mimárida ensombrecida,,0
512,Rata definitivamente normal,,0
513,Lince ensombrecido,,0
514,Alice Chisparrilla,,0
515,Alcy Álcez,,1
516,La mejor chica de todos los tiempos,,1
517,Custodio garfa oscura,,1
518,Custodio depositario obsidiana,,1
519,Garfa oscura en estasis,,1
520,Sumo sacerdote,,1
521,Sr. Robot,,0
522,Constructor XT-003,,0
523,Campeón elegido,,1
524,Motocicleta descompuesta,,0
525,Indumentaria ganadora,Frenesí de la moda,0
526,"Bakishroth, el Empoderado",,0
527,Ciudadano informado,,0
528,Ciudadano desinformado,,0
529,Ciudadano liberado,,0
530,,,0
532,Asistente de carretes de rayo,,0
533,Asistente de carretes de llama,,0
534,Asistente de carretes de moneda,,0
535,Asistente de carretes de bomba,,0
536,Brann Barbabronce,Expedición Algari,0
551,Lanamusgo saciado,,0
552,Chatarra reacondicionada,,0
556,Terracundo infundido,,0
557,Curioso del bazar,,0
558,Parroquiano del mercado,,0
559,Cliente curioso,,0
560,Arthas Menethil,,1
561,Paladín de Stromgarde,,1
562,General del Amanecer Rojo,,0
563,Escolta mag'har,,1
564,El Rey Exánime,,1
567,Revolucionario valiente,,1
568,Aplastarrevueltas mechaoscura,,1
574,Serpiente regada,,0
575,Serpiente calmada,,0
580,Piedra de camino,,0
590,Agente desatado,,0
593,Caminafallas Dellyn,,0
594,Caminafallas Soran,,0
595,Regresar al Corazón del Devorador,,0
596,Portal de huida,,0
597,Abandonar Forja de Maná Omega,,0
601,Asistente dividido,,0
644,Eco forjado,,0
653,Yuni Test 3,,1
657,Princesa del nexo Ky'veza,,0
659,Eco forjado por el Vacío,,0
