ActivityName_lang,Description_lang,ID,CriteriaTreeID,ThresholdContributionAmount,Supersedes,Priority
Semana de los Niños: Atrapa añoñadores con un arpón con un huérfano a tu lado,"Del {EventStartDate} al {EventEndDate}, usa un arpón para atrapar añoñadores junto a un huérfano.",166,143998,50,0,0
Semana de los Niños: Completa 4 tramas,"Del {EventStartDate} al {EventEndDate}, completa las siguientes misiones de la Semana de los Niños:",167,144000,100,164,0
Semana de los Niños: Usa /animar para Paera Brisagrácil con un huérfano a tu lado,"Del {EventStartDate} al {EventEndDate}, usa la emoción /animar frente a Paera Brisagrácil en Iskaara con un huérfano a tu lado.",168,144011,50,0,0
Semana de los Niños: Completa calabozos míticos+ con un huérfano a tu lado,"Del {EventStartDate} al {EventEndDate}, completa calabozos míticos+ con un huérfano a tu lado.",169,144013,100,0,0
Festival de globos de primavera: Completa un paseo en globo aerostático,"Del {EventStartDate} al {EventEndDate}, sube a un globo aerostático y disfruta del paseo completo.",170,144015,100,0,0
Festival de fluochampiñón: Contempla el ascenso y caída de Fshu,"El {EventStartDate}, ayuda a mantener con vida al gran Fshu el mayor tiempo posible en Esporaggar, en la Marisma de Zangar.",171,144017,150,0,0
Feria de la Luna Negra: Completa Comandante de tonque,"Del 3/11 al 9/11, completa la misión ""Comandante de tonque"" en la Isla de la Feria de la Luna Negra.",172,144021,75,0,0
Feria de la Luna Negra: Globo + Poni = Diversión,"Del 5/1 al 11/1, monta un poni de la Luna Negra mientras sujetas un globo en la Isla de la Feria de la Luna Negra.",173,144028,50,0,0
Pesca con pato chillón,Utiliza un cajón de corchos: juguete de pato chillón y luego pesca objetos en las Islas Dragón.,174,144039,50,0,0
Mata criaturas en representación del Filo Ardiente,Mata a criaturas que otorgan experiencia mientras estés bajo los efectos del juguete Estandarte de los Filo Ardiente en las Islas Dragón.,175,144041,50,0,0
Utiliza murgafas de juguete.,"Usa el juguete murgafas en Valdrakken, Iskarra, Maruukai y el Campamento Dragontino.",176,144043,100,0,0
Usa la emoción /bailar con las murgafas.,Usa la emoción /bailar con un jugador con el efecto de murgafas de las murgafas de juguete.,177,144048,50,0,0
Da vuelta un juego de mesa de Hearthstone,Usa el juguete Tablero de Hearthstone en la Posada La Bisagra Perdida en el Trecho Azur.,178,144050,50,0,0
Empuja o súbete a un trineo de Iskaara,Usa el trineo de Iskaara de juguete para arrastrarlo por ahí o usa el de alguien más.,179,144056,50,0,0
Cronoviaje: Derrota a domadores de mascotas de Draenor,"Del {EventStartDate} al {EventEndDate}, derrota a 3 de los siguientes maestros domadores de Draenor:",180,144059,100,0,0
Completa circuitos de dracoequitación invertidos en el Confín Prohibido.,Habla con un cronometrador bronce del Confín Prohibido en las Islas Dragón.,181,144100,100,0,0
Atrapa peces de lava en las Islas Dragón.,,182,144559,100,0,0
[DNT] Test: Noblegarden: Complete a Dragonflight Dungeon in a Spring Circlet,"[DNT]  Test: From {EventStartDate} - {EventEndDate}, complete a Dragonflight dungeon wearing any Spring Circlet.",184,144640,150,0,0
Recupera vigor de dracoequitación volando Al ras del suelo,,185,144628,100,0,0
Completa las misiones de mundo de la Expedición Dragontina en la Caverna Zaralek,Completa las misiones de mundo de alpinismo y de catalogación en la Caverna Zaralek.,186,144630,100,0,0
Pesca añoñadores de lava con un arpón,Usa un arpón iskaareño para aterrizar añoñadores de lava cerca del lugar de avistamiento de añoñadores colmillarr en los puntos de pesca de las Islas Dragón.,187,144835,100,0,0
Mata jugadores en las Costas del Despertar,,188,144916,100,0,0
Derrota a los jefes de mascotas de tormenta del Confín Prohibido con mascotas elementales.,Derrota a los jefes de mascotas de tormenta del Confín Prohibido con un equipo de al menos 2 mascotas elementales.,189,146075,200,0,0
Festival de Fuego del Solsticio de Verano: Completa 10 misiones diarias,"Del {EventStartDate} al {EventEndDate}, completa misiones diarias del Festival de Fuego del Solsticio de Verano.",190,145066,100,622,0
Festival de Fuego del Solsticio de Verano: Honra las llamas en Pandaria,"Del {EventStartDate} al {EventEndDate}, honra las llamas en Pandaria.",191,145072,200,0,0
Festival de Fuego del Solsticio de Verano: Profana la fogata en Pandaria,"Del {EventStartDate} al {EventEndDate}, profana la hoguera en el Valle de la Flor Eterna en Pandaria.",192,145087,100,0,0
Festival de Fuego del Solsticio de Verano: Honra las llamas en las Islas Dragón.,"Del {EventStartDate} al {EventEndDate}, honra las llamas en las Islas Dragón.",193,145090,200,0,0
Festival de Fuego del Solsticio de Verano: Celebra el fuego en el Trono Obsidiana,"Del {EventStartDate} al {EventEndDate}, usa la emoción /bailar con el juguete blandón de llamas bailarinas en el Trono Obsidiana en las Costas del Despertar.",194,145097,100,0,0
Festival de Fuego del Solsticio de Verano: Derrota a Ahune,"Del {EventStartDate} al {EventEndDate}, derrota al Señor de la Escarcha Ahune.",195,145187,200,0,0
Completa misiones en Pandaria,Completa misiones que otorguen experiencia en Pandaria.,196,145189,150,0,-40
Gana 5 campos de batalla,,198,145211,200,0,0
Prueba - Calabozo de cronoviaje,,199,145215,500,0,0
Atrapa peces en Pandaria,,200,145221,100,0,-40
Cronoviaje: Derrota a los domadores de mascotas de Pandaria,"Del {EventStartDate} al {EventEndDate}, derrota a 3 de los siguientes maestros domadores de Pandaria:",201,145232,100,0,0
Fiesta de los mil barcos: Fabrica un barco pequeño,"Del {EventStartDate} al {EventEndDate}, completa misiones de la Fiesta de los mil barcos para adquirir y combinar partes en un barco pequeño.",202,145239,100,0,0
Fiesta de los mil barcos: navega alrededor de las Islas Dragón.,"Del {EventStartDate} al {EventEndDate}, usa un barco pequeño para navegar alrededor de las Islas Dragón.",203,145241,150,0,0
Feria de la Luna Negra: Completa el Desafío del Pájaro de Fuego,"Del 1/6 al 7/6, completa la misión ""Desafío del Pájaro de Fuego"" en la Feria de la Luna Negra.",205,145281,50,0,0
Feria de la Luna Negra: Usa el juguete aro ígneo en la Isla de la Feria de la Luna Negra,"Del 4/5 al 10/5, usa el juguete aro ígneo en la Isla de la Feria de la Luna Negra.",206,145285,50,0,0
Derrota a Kokia Pezuña Ardiente mítica después de calentar los Estanques de Vida,Derrota a Kokia Pezuña Ardiente después de calentar cuatro estanques de vida con Roca fundida en los Estanques de Vida Rubí en dificultad mítica.,207,145290,100,0,0
Completa circuitos de dracoequitación en la Caverna Zaralek,Habla con un cronometrador bronce de la Caverna Zaralek en las Islas Dragón.,209,145403,100,0,0
Mata jugadores en la Caverna Zaralek,,210,145405,100,0,0
Completa las misiones de mundo de duelo de mascotas en la Caverna Zaralek,Completa las misiones de mundo de duelo de mascotas en la Caverna Zaralek con un equipo completo de mascotas de nivel 25.,211,145407,150,0,0
Completa las misiones de mundo de alpinismo en la Caverna Zaralek.,,212,145414,100,0,0
Cronoviaje: Completa 1 calabozo de cronoviaje de Warlords of Draenor,"Del {EventStartDate} al {EventEndDate}, completa calabozos de cronoviaje de Warlords of Draenor.",213,145430,25,0,0
Cronoviaje: Completa 1 calabozo de cronoviaje de Legion,"Del {EventStartDate} al {EventEndDate}, completa calabozos de cronoviaje de Legion.",214,145441,25,0,0
Cronoviaje: Completa 5 calabozos de cronoviaje de Legion,"Del {EventStartDate} al {EventEndDate}, completa calabozos de cronoviaje de Legion.",215,145457,100,214,0
Completa una misión del desafío de duelo de mascotas,"Visita la tienda de animales en Dalaran, Tizzy Engranéctica en Boralus o Radek Trabafusil en Dazar'alor para iniciar un desafío.",216,145477,100,0,0
Espectáculo de fuegos artificiales: /bailar con los juerguistas,"El {EventStartDate}, usa la emoción /bailar con un juerguista en Ventormenta, Orgrimmar y Bahía del Botín.",217,145546,100,0,-4
Usa el juguete medallón del defensor ardiente y mata criaturas,Mata criaturas que otorgan experiencia mientras estés bajo los efectos del juguete Medallón del defensor ardiente en las Islas Dragón.,218,145550,100,0,0
Mata criaturas en el Fuerte Rajaescamas o la Ciudadela Obsidiana,Mata criaturas en el Fuerte rajaescamas o en la Ciudadela Obsidiana en las Costas del Despertar.,219,145554,100,0,0
Luminarias luminosas: Compra mermelada de medusa,"El {EventStartDate}, compra mermelada de medusa a Max Megabomba en Vashj'ir.",220,145559,120,0,-13
