ID,Name_lang,Description_lang,Flags,ClassMask,SpellIconFileID,RaceMasks[0],RaceMasks[1]
223,Senda del héroe: Battle for Azeroth,Te teletransporta a la entrada de un calabozo de Battle for Azeroth para el que obtuviste el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se restablecerá cuando completes un calabozo de piedra angular mítica.,0,-1,519384,-1,-1
224,Senda del héroe: Legion,Te teletransporta a la entrada de un calabozo de Legion para el que obtuviste el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se restablecerá cuando completes un calabozo de piedra angular mítica.,0,-1,519384,-1,-1
225,Rastreo de cazadores,Muestra la ubicación de los tipos de criaturas cercanas en el minimapa.,0,4,132328,-1,-1
226,Rastreo de componentes de profesión de recolección,Muestra la ubicación de los componentes de recolección cercanos en el minimapa.,0,-1,134441,-1,-1
227,Senda del héroe: Dragonflight,Te teletransporta a la entrada de un calabozo de Dragonflight para el que obtuviste el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se restablecerá cuando completes un calabozo de piedra angular mítica.,0,-1,519384,-1,-1
229,Cielonáutica,Surca los cielos en una montura de cielonáutica y usa estas habilidades para desplazarte en el aire.,0,-1,4640486,-1,-1
230,Senda del héroe: Cataclysm,Te teletransporta a la entrada de un calabozo de Cataclysm para el que obtuviste el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se restablecerá cuando completes un calabozo de piedra angular mítica.,0,-1,519384,-1,-1
231,Senda del héroe: Bandas de Dragonflight,Te teletransporta a la entrada de una banda de Dragonflight. Solo disponible después de conseguir el logro Mítico: El despertar de las bandas de Dragonflight.,0,-1,519384,-1,-1
232,Senda del héroe: The War Within,Te teletransporta a la entrada de un calabozo de The War Within para el que obtuviste el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se restablecerá cuando completes un calabozo de piedra angular mítica.,0,-1,519384,-1,-1
235,Tropas,Lleva el potencial colaborativo de tu tropa al máximo con estas habilidades.,0,16383,6124644,-1,-1
236,Secuencias numéricas,Ingresa una secuencia numérica en un dispositivo cercano.,0,-1,3610509,-1,-1
237,Arsenal aéreo de Perennius,Habilidades otorgadas por Perennius para usar contra ciertos enemigos de la Legión. Solo se pueden utilizar en asaltos aéreos.,0,-1,1029590,-1,-1
238,Afilar tu cuchillo,Varias técnicas para afilar tu cuchillo.,0,-1,4046656,-1,-1
239,Sobrecargar hierbas,Varias técnicas para sobrecargar hierbas especiales.,0,-1,4554443,-1,-1
240,Sobrecargar mena,Varias técnicas para sobrecargar filones de menas especiales.,0,-1,4554442,-1,-1
241,Manos verdes,Varias técnicas para usar tus Manos verdes.,0,-1,348566,-1,-1
242,Senda del héroe: Bandas de The War Within,Teletransporte a una banda de The War Within. Disponible después de alcanzar el nivel de reconocimiento máximo con ciertas facciones o después de realizar ciertas hazañas heroicas.,0,-1,519384,-1,-1
243,Estilo de vuelo cielonáutica,Modifica la forma en que tus monturas vuelan por el cielo.,0,-1,5145511,-1,-1
244,Senda del héroe: Temporada 1 de Midnight,Te teletransporta a la entrada de un calabozo de temporada para el que obtuviste el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se restablecerá cuando completes un calabozo de piedra angular mítica.,0,-1,511651,-1,-1
245,Cortar carne,Varias técnicas para cortar carne cuando desuellas.,0,-1,1059120,-1,-1
246,Senda del héroe: Midnight,Te teletransporta a la entrada de un calabozo de Midnight por el que obtuviste el logro Héroe de piedra angular. El tiempo de reutilización de estos hechizos se restablecerá cuando completes un calabozo de piedra angular mítica.,0,-1,519384,-1,-1
247,Trampas,"Frenan, engañan o entorpecen a los buscadores en su misión por encontrar a los escondidos.",0,0,461122,0,0
