Name_lang,Description_lang,ID,StoreFrontID,AccountStoreCategoryID,OrderIndex,Price,CurrencyTypesID,Field_11_0_7_57361_008,RefundDuration,Field_11_0_7_57361_010,Field_11_0_7_57361_011,SpellID,TransmogSetID,CreatureDisplayInfoID,UiModelSceneID,Icon
Cuchilla de hierro sangrienta,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Cuchilla de hierro sangrienta. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.|n|n""¡Un hacha sangrienta para un pirata sangriento!"".",12,1,4,30,250,3139,0,14400,1,0,439392,3471,0,0,0
Mandoble calcificado,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Mandoble calcificado. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.|n|n""Una espada es como una daga, pero más larga"".",13,1,4,40,250,3139,0,14400,1,0,439390,3469,0,0,0
Pala de bisoño,"|cFF00ccffApariencia de The War Within|r|n|n|cFF1eff00Apariencia de Plunderstorm|rDesbloquea la apariencia Pala de bisoño. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.|n|n""¿Voy a cavar tu tumba?"".",14,1,4,50,1000,3139,0,14400,5,0,0,4154,0,0,0
Remo de bisoño,"|cFF00ccffApariencia de The War Within|r|n|n|cFF1eff00Apariencia de Plunderstorm|rDesbloquea la apariencia Remo de bisoño. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.|n|n""Para remar o rematar, tú eliges"".",15,1,4,60,1000,3139,0,14400,5,0,0,4155,0,0,0
Cortacuellos de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Cortacuellos de amo del saqueo. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.|n|n""Una herramienta necesaria en el arsenal de todo señor de los piratas"".",16,1,4,70,1000,3139,0,14400,1,0,439386,3466,0,0,0
Estoque elegante de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Estoque elegante de amo del saqueo. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.|n|n""Para apuñalar"".",17,1,4,80,1000,3139,0,14400,1,0,439383,3464,0,0,0
Alfanje de plata de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Alfanje de plata de amo del saqueo. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.|n|n""Resplandece de forma perfecta al sol cuando lo sostienes en alto"".",18,1,4,90,1000,3139,0,14400,1,0,439384,3465,0,0,0
Sello de oro de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Sello de oro de amo del saqueo. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.|n|n""¡Alza el báculo del amo del saqueo y reúne una tripulación para saquear!"".",19,1,4,100,1000,3139,0,14400,1,0,439382,3463,0,0,0
Cortacuellos tempestuoso de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Cortacuellos tempestuoso de amo del saqueo. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.",20,1,4,110,1500,3139,0,14400,5,0,0,4157,0,0,0
Estoque tempestuoso de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Estoque tempestuoso de amo del saqueo. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.",21,1,4,120,1500,3139,0,14400,5,0,0,4158,0,0,0
Alfanje tempestuoso de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Alfanje tempestuoso de amo del saqueo. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.",22,1,4,130,1500,3139,0,14400,5,0,0,4159,0,0,0
Sello tempestuoso de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Sello tempestuoso de amo del saqueo. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.",23,1,4,140,1500,3139,0,14400,5,0,0,4160,0,0,0
Cañón de cobre,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Cañón de cobre. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.|n|n""Saquear es más fácil con un cañón a tu lado"".",24,1,3,10,250,3139,0,14400,1,0,439393,3472,0,0,0
Multidisparo maravilloso,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Multidisparo maravilloso. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.|n|n""No apuntes a la cara"".",25,1,3,20,500,3139,0,14400,1,0,439394,3473,0,0,0
Cañón de mano de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Cañón de mano de amo del saqueo. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.|n|n""Huele a oro y a pólvora"".",26,1,3,30,1000,3139,0,14400,1,0,439388,3467,0,0,0
Cañón de mano tempestuoso de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Cañón de mano tempestuoso de amo del saqueo. Para cambiar apariencias en Plunderstorm, consulta a Da'kash Registro Siniestro.",27,1,3,40,1500,3139,0,14400,5,0,0,4161,0,0,0
Gorro de lana calentito,"|cFF00ccffApariencia de The War Within|r|n|nDesbloquea la apariencia Gorro de lana calentito.|n|n""Incluso el pirata más curtido tiene frío de vez en cuando"".",28,1,7,10,250,3139,0,14400,1,0,439445,3484,0,0,0
Sombrero de capitán de la tormenta,"|cFF00ccffApariencia de The War Within|r|n|nDesbloquea la apariencia Sombrero de capitán de la tormenta.|n|n""¡Un sombrero digno del capitán en la tormenta!"".",29,1,7,20,250,3139,0,14400,1,0,439446,3483,0,0,0
Gorro galante de contramaestre,"|cFF00ccffApariencia de The War Within|r|n|nDesbloquea la apariencia Gorro galante de contramaestre.|n|n""Bajo tu gorro hay un lugar oculto para guardar algunos tesoros más"".",30,1,7,30,1000,3139,0,14400,5,0,0,4162,0,0,0
Protector de cabeza galante de contramaestre,"|cFF00ccffApariencia de The War Within|r|n|nDesbloquea la apariencia Protector de cabeza galante de contramaestre.|n|n""Una prenda galante para un pirata galante"".",31,1,7,40,1000,3139,0,14400,5,0,0,4163,0,0,0
Tricornio de almirantazgo de amo del saqueo,"|cFF00ccffApariencia de The War Within|r
|cFF1eff00Apariencia de Plunderstorm|r

Desbloquea la apariencia Tricornio de almirantazgo de amo del saqueo. Parte del atuendo de Bisoño corpulento de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.

""Un fino yelmo emplumado hecho a medida para tu cabeza"".",32,1,8,10,250,3139,0,14400,1,0,439355,3454,0,0,0
Tricornio tempestuoso de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Tricornio tempestuoso de amo del saqueo. Parte del atuendo de Bisoño tempestuoso de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.",33,1,9,10,1000,3139,0,14400,5,0,0,4164,0,0,0
Viejo parche de ojo de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|nDesbloquea la apariencia Viejo parche de ojo de amo del saqueo.|n|n""Ideal para encontrar a tu media naranja"".",34,1,7,70,2000,3139,0,14400,5,0,0,4165,0,0,0
Viejo sombrero de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|nDesbloquea la apariencia Viejo sombrero de amo del saqueo.|n|n""Me quito el sombrero ante el amo del saqueo"".",35,1,7,80,2000,3139,0,14400,5,0,0,4166,0,0,0
Monóculo de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|nDesbloquea la apariencia Monóculo de amo del saqueo.|n|n""La gafa perfecta para piratas con parche"".",36,1,7,90,500,3139,0,14400,1,0,443376,3623,0,0,0
Bufas con borlas de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Bufas con borlas de amo del saqueo. Parte del atuendo de Bisoño corpulento de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.",37,1,8,20,250,3139,0,14400,1,0,439380,3462,0,0,0
Bufas tempestuosas de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Bufas tempestuosas de amo del saqueo. Parte del atuendo de Bisoño tempestuoso de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.",38,1,9,20,1000,3139,0,14400,5,0,0,4167,0,0,0
Mantón impermeable,"|cFF00ccffApariencia de The War Within|r|n|nDesbloquea la apariencia Mantón impermeable.|n|n""Dice 'impermeable', no 'a prueba de'. No te arrojes al lago"".",39,1,13,10,250,3139,0,14400,1,0,439456,3476,0,977,0
Capa de vagador,"|cFF00ccffApariencia de The War Within|r|n|nDesbloquea la apariencia Capa de vagador.|n|n""Hay quienes prefieren permanecer en las sombras"".",40,1,13,20,250,3139,0,14400,1,0,439455,3477,0,977,0
Mantón de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|nDesbloquea la apariencia Mantón de amo del saqueo.|n|n""Por supuesto, en tonos rojo y oro para que combine"".",41,1,13,30,500,3139,0,14400,1,0,439379,3461,0,977,0
Mantón tempestuoso de amo del saqueo,|cFF00ccffApariencia de The War Within|r|n|nDesbloquea la apariencia Mantón tempestuoso de amo del saqueo.,42,1,13,40,1000,3139,0,14400,5,0,0,4168,0,977,0
Camisa de hilo de algodón,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Camisa de hilo de algodón.|n|nParte del atuendo de Bisoño harapiento de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias.",43,1,5,10,250,3139,0,14400,1,0,439453,3478,0,0,0
Jubón carmesí refinado,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Jubón carmesí refinado. Parte del atuendo de Bisoño elegante de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.",44,1,6,10,250,3139,0,14400,1,0,439454,3485,0,0,0
Chaleco de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Chaleco de amo del saqueo. Parte del atuendo de Bisoño corpulento de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Los chalecos le quedan bien a todo el mundo"".",45,1,8,30,250,3139,0,14400,1,0,439370,3455,0,0,0
Chaleco tempestuoso de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Chaleco tempestuoso de amo del saqueo. Parte del atuendo de Bisoño tempestuoso de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.",46,1,9,30,1000,3139,0,14400,5,0,0,4169,0,0,0
Tabardo de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|nDesbloquea la apariencia Tabardo de amo del saqueo.|n|n""Has demostrado ser un auténtico bucanero y te has ganado un lugar en el corazón del capitán Pata de Barril. Exhibe el favor de tu capitán con orgullo"".",47,1,10,10,5000,3139,0,14400,1,0,443375,3624,0,0,0
Puños de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Puños de amo del saqueo. Parte del atuendo de Bisoño corpulento de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Puños dorados dignos del mejor de los piratas"".",48,1,8,70,250,3139,0,14400,1,0,439375,3458,0,0,0
Puños tempestuosos de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Puños tempestuosos de amo del saqueo. Parte del atuendo de Bisoño tempestuoso de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.",49,1,9,70,250,3139,0,14400,5,0,0,4170,0,0,0
Guantes de bisoño,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Guantes de bisoño. Parte del atuendo de Bisoño harapiento de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Guantes de cuero para que puedas asir el botín"".",50,1,5,30,250,3139,0,14400,1,0,439457,3474,0,0,0
Recortes de estafador,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Recortes de estafador. Parte del atuendo de Bisoño elegante de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Para quienes tengan destrezas manuales"".",51,1,6,30,250,3139,0,14400,1,0,439458,3475,0,0,0
Saqueadores de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Saqueadores de amo del saqueo. Parte del atuendo de Bisoño corpulento de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Son muy sedosos"".",52,1,8,50,250,3139,0,14400,1,0,439377,3459,0,0,0
Saqueadores tempestuosos de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Saqueadores tempestuosos de amo del saqueo. Parte del atuendo de Bisoño tempestuoso de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.",53,1,9,50,250,3139,0,14400,5,0,0,4171,0,0,0
Cincha dorada de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Cincha dorada de amo del saqueo. Parte del atuendo de Bisoño corpulento de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro con todas las apariencias de este conjunto desbloqueadas.|n|n""La enorme hebilla de calavera dorada le da el toque final a todo el conjunto"".",54,1,8,60,250,3139,0,14400,1,0,439373,3457,0,0,0
Cincha tempestuosa de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Cincha tempestuosa de amo del saqueo. Parte del atuendo de Bisoño tempestuoso de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.",55,1,9,60,250,3139,0,14400,5,0,0,4172,0,0,0
Calzas tejidas a mano,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Calzas tejidas a mano. Parte del atuendo de Bisoño elegante de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Un regalo del capitán. ¡Hechas a tu medida!"".",56,1,6,20,250,3139,0,14400,1,0,439452,3480,0,0,0
Calzones acolchados,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Calzones acolchados. Parte del atuendo de Bisoño harapiento de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Un nuevo par de pantalones para amortiguar el aterrizaje"".",57,1,5,20,250,3139,0,14400,1,0,439451,3479,0,0,0
Calzas elegantes de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Calzas elegantes de amo del saqueo. Parte del atuendo de Bisoño corpulento de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Ahora sí puedes decir que tienes los pantalones más elegantes"".",58,1,8,40,250,3139,0,14400,1,0,439378,3460,0,0,0
Calzas tempestuosas de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Calzas tempestuosas de amo del saqueo. Parte del atuendo de Bisoño tempestuoso de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.",59,1,9,40,500,3139,0,14400,5,0,0,4173,0,0,0
Cueros silenciosos,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Cueros silenciosos. Parte del atuendo de Bisoño elegante de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""A veces, la mejor ofensiva es esconderse"".",60,1,6,40,250,3139,0,14400,1,0,439450,3482,0,0,0
Botas de paso firme,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Botas de paso firme. Parte del atuendo de Bisoño harapiento de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""Para que no pierdas el equilibrio en tierra firme ni en altamar"".",61,1,5,40,250,3139,0,14400,1,0,439448,3481,0,0,0
Trotafangos de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Trotafangos de amo del saqueo. Parte del atuendo de Bisoño corpulento de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.|n|n""No te gustaría que se llenen de fango"".",62,1,8,80,250,3139,0,14400,1,0,439372,3456,0,0,0
Trotafangos tempestuosos de amo del saqueo,"|cFF00ccffApariencia de The War Within|r|n|cFF1eff00Apariencia de Plunderstorm|r|n|nDesbloquea la apariencia Trotafangos tempestuosos de amo del saqueo. Parte del atuendo de Bisoño tempestuoso de Plunderstorm. Para cambiar atuendos, consulta a Da'kash Registro Siniestro cuando hayas desbloqueado todas las apariencias de este conjunto.",63,1,9,80,250,3139,0,14400,5,0,0,4174,0,0,0
Garfagarfio,"|cFF00ccffMontura de The War Within|r

Desbloquea la montura voladora Garfagarfio.

""Los tesoros enterrados no se comparan con sus tesoros emplumados"".",64,1,2,50,5000,3139,0,14400,4,0,0,0,123755,80,0
Un pequeño tricornio emplumado,"|cFF00ccffAmigo de The War Within|r|n|cFF1eff00Amigo de Plunderstorm|r|n|nCuando lo invocas, Pepe aparecerá algunas veces disfrazado de amo del saqueo. Para invocar al pequeño capitán en Plunderstorm, consulta a Da'kash Registro Siniestro.",66,1,14,20,500,3139,0,0,0,0,438055,0,0,0,1044996
Señal de advertencia salobre,"|cFF00ccffJuguete de The War Within|r|n|nDesbloquea el juguete Señal de advertencia salobre.|n|n""Perfecta para crear tu propio lugar de reunión para piratas"".",67,1,14,10,500,3139,0,14400,0,0,439490,0,0,0,2055032
Bolsa saqueada de 250 bonos de comerciante,|cFF00ccffRecompensa de The War Within|r|n|nDesbloquea 250 bonos de comerciante en el alijo de recolector de Ventormenta u Orgrimmar.,68,1,15,10,1000,3139,0,0,0,0,437507,0,0,0,975746
Cofre saqueado de 500 bonos de comerciante,|cFF00ccffRecompensa de The War Within|r|n|nDesbloquea 500 bonos de comerciante en el alijo de recolector de Ventormenta u Orgrimmar.,69,1,15,20,2000,3139,0,0,0,0,437507,0,0,0,4696085
