TaskName_lang,Description_lang,ID,CriteriaTreeID,QuestID,ProgressContributionAmount,RepetitionContributionDampeningCurve,Supersedes,Field_12_0_0_63534_008
[DNT] Harvest 20 Leather or Scales in Zangarmarsh,[DNT] Harvest 20 Leather or Scales in Zangarmarsh,17,210405,91024,10,87592,0,1
[DNT] Pat 10 Visiting Sporeggarians on the Head,[DNT] Pat 10 Visiting Sporeggarians on the Head in your Neighborhood,18,210410,91024,10,87592,0,0
[DNT] Collect 20 Glowcaps in the Neighborhood,[DNT] Collect 20 Glowcaps in the Neighborhood,19,210412,91024,10,87592,0,1
[DNT] Spread Glow Cap Spores in Fertile Soil,[DNT] Spread Glow Cap Spores in Fertile Soil in the Neighborhood,20,210420,91024,10,87592,0,0
[DNT] Catch 30 Fish in the Neighborhood,[DNT] Catch 30 Fish in the Neighborhood,21,210416,91024,10,87592,0,1
[DNT] Collect 20 Clams on the Neighborhood Beach,[DNT] Collect 20 Clams on the Neighborhood Beach,22,210418,91024,10,87592,0,1
Reúne pegotes inusuales de cera,Reúne 20 pegotes inusuales de cera en las Minas Resonantes y sus alrededores.,23,210635,92099,75,87592,0,0
Derrota a la Falange despierta en el Despertar de la Máquina,Derrota a la Falange despierta en el Despertar de la Máquina.,24,210663,91023,50,0,0,0
[DNT] Complete Level 10 of Awakening the Machine,[DNT] Complete Level 10 of Awakening the Machine,25,210664,91023,50,0,24,0
[DNT] Complete Level 15 of Awakening the Machine,[DNT] Complete Level 15 of Awakening the Machine,26,210665,91023,50,0,25,0
[DNT] Complete Level 20 of Awakening the Machine,[DNT] Complete Level 20 of Awakening the Machine,27,210666,91023,50,0,26,0
[DNT] Defeat Waxtail Kobolds,[DNT] Defeat 20 Waxtail Kobolds,28,210667,91023,50,87592,0,1
[DNT] Defeat Sparklit Kobolds,[DNT] Defeat 20 Sparklit Kobolds,29,210899,91023,50,87592,0,1
[DNT] Defeat Glumtooth Kobolds,[DNT] Defeat 20 Glumtooth Kobolds,30,210905,91023,50,87592,0,1
[DNT] Defeat Flickerflame Kobolds,[DNT] Defeat 20 Flickerflame Kobolds,31,210916,91023,50,87592,0,1
[DNT] Defeat Brightrock Kobolds,[DNT] Defeat 20 Brightrock Kobolds,32,210927,91023,50,87592,0,1
[DNT] Defeat Kobolds in The Ringing Deeps,[DNT] Defeat 100 Kobolds in The Ringing Deeps,33,210933,91023,50,87592,0,1
Derrota a infrarreptadores en las Minas Resonantes,Derrota a 20 infrarreptadores en las Minas Resonantes,34,210978,91024,10,87592,0,0
Derrota a rocaazotes,Derrota a 20 rocaazotes en las Minas Resonantes,35,210980,91024,10,87592,0,0
Derrota a devorasangres atrapantes,Derrota a 20 devorasangres atrapantes,36,210988,91024,10,87592,0,0
Completa un calabozo en las Minas Resonantes,"Completa alguno de los siguientes calabozos en las Minas Resonantes: Grieta Llama Oscura, Operación: Compuerta y la Bóveda de Piedra.",37,210990,91022,25,87592,0,0
Recoge 20 menas en las Minas Resonantes,Recoge 20 menas en las Minas Resonantes,38,211019,91022,25,87592,0,0
Recoge 20 hierbas en las Minas Resonantes,Recoge 20 hierbas en las Minas Resonantes,39,211029,91022,25,87592,0,0
Recoge 20 pieles o pellejos en las Minas Resonantes,Recoge 20 pieles o pellejos en las Minas Resonantes,40,211045,91022,25,87592,0,0
Mata a hozen,Mata a hozen en la Cima Kun-Lai.,41,216310,91022,25,87592,0,0
Completa misiones: Cima Kun-Lai,Completa misiones en la Cima Kun-Lai.,42,216312,91023,50,87592,0,0
Hogar: Despoja grisgrís,Despoja grisgrís en la Cima Kun-Lai o en el vecindario.,43,216314,91022,25,87592,0,0
Atrapa 20 peces en las Minas Resonantes,Atrapa 20 peces en las Minas Resonantes,47,211126,91022,25,87592,0,0
Recoge 20 de madera en las Minas Resonantes,Recoge 20 de madera en las Minas Resonantes,48,211139,91022,25,87592,0,0
Completa un abismo en las Minas Resonantes,Completa un abismo en las Minas Resonantes.,49,211141,91023,50,87592,0,0
Completa 5 misiones de mundo en las Minas Resonantes,Completa 5 misiones de mundo en las Minas Resonantes,50,211148,92099,75,87592,0,0
Vuelve a encender 10 faroles en el vecindario,Vuelve a encender 10 faroles en el vecindario,51,211150,91024,10,87592,0,0
[DNT] Collect 10 Globs of Dropped Wax,[DNT] Collect 10 Globs of Dropped Wax in the Neighborhood,52,211152,91024,10,87592,0,0
[DNT] Collect 20 Draenei Archaeology Fragments in Zangarmarsh,[DNT] Collect 20 Draenei Archaeology Fragments in Zangarmarsh,53,211154,91024,10,87592,0,1
[DNT] Defeat 20 Gyreworms in Deepholm,[DNT] Defeat 20 Gyreworms in Deepholm,54,211156,91023,50,87592,0,1
[DNT] Defeat 20 Rockslice and Jaspertip Clawscythes in Deepholm,[DNT] Defeat 20 Rockslice and Jaspertip Clawscythes in Deepholm,55,211161,91023,50,87592,0,1
[DNT] Defeat 20 Twilight Ogres in Deepholm,[DNT] Defeat 20 Twilight Ogres in Deepholm,56,211169,91023,50,87592,0,1
[DNT] Defeat 20 Twilight Cultists in Deepholm,[DNT] Defeat 20 Twilight Cultists in Deepholm,57,211174,91023,50,87592,0,1
[DNT] Defeat 20 Stone or Needlerock Troggs in Deepholm,[DNT] Defeat 20 Stone or Needlerock Troggs in Deepholm,58,211187,91023,50,87592,0,1
[DNT] Defeat 20 Fungal Terrors or Behemoths in Deepholm,[DNT] Defeat 20 Fungal Terrors or Behemoths in Deepholm,59,211202,91023,50,87592,0,1
[DNT] Defeat 20 Stone Drakes in Deepholm,[DNT] Defeat 20 Stone Drakes in Deepholm,60,211205,91023,50,87592,0,1
[DNT] Collect 20 Albino Cavefish in Deepholm,[DNT] Collect 20 Albino Cavefish in Deepholm,61,211209,91023,50,87592,0,1
[DNT] Collect 20 Lumber in Deepholm,[DNT] Collect 20 Lumber in Deepholm,62,211211,91024,10,87592,0,1
Completa calabozos míticos+,,63,212060,91023,50,87592,0,1
Mata a jefes de banda,,64,212062,91023,50,87592,0,1
Obtén honor,,65,212064,91023,50,87592,0,1
Completa misiones de mundo,,66,214555,91023,50,87592,0,1
Completa la campaña de Midnight,Completa la campaña de Midnight.,67,212076,91022,25,0,0,0
Velada de Saltheril,Asiste a la Velada de Saltheril y completa una misión de Piedras rúnicas fortificadas en Bosque Canción Eterna.,68,212082,91022,25,0,0,0
Diletante de la Velada de Saltheril,Asiste a la Velada de Saltheril en Bosque Canción Eterna y completa favores semanales para los presentes.,69,212089,91022,25,0,0,0
Corte de Lunargenta - Centro de atención,Asiste a la Corte de Lunargenta y completa objetivos públicos.,70,212091,91022,25,0,0,0
Calabozos de Midnight,Completa calabozos en Midnight.,71,212208,92099,75,87592,0,0
Recoge recursos: Midnight,"Recoge hierbas, menas, pieles o pescados en zonas de Midnight.",73,212222,91022,25,87592,0,0
Buzo de profundidades,Completa eventos de los pescadores abisales en Zul'Aman.,74,212255,92099,75,0,0,0
Abundantemente efectivo,Consigue Abundancia en eventos de las zonas de Midnight.,75,212257,91023,50,0,0,0
Abundancia a montones,Consigue Abundancia en eventos de las zonas de Midnight.,76,222818,91022,25,0,75,0
Leyendas de los haranir,"Completa un evento de ""Leyendas de los haranir"" en Harandar.",77,212261,91023,50,0,0,0
Mata criaturas de floraluz,Mata criaturas de floraluz que amenazan Azeroth donde sea que las encuentres.,78,214538,91022,25,0,0,0
Mata criaturas de floraluz 2,Mata criaturas de floraluz que amenazan Azeroth donde sea que las encuentres.,79,214541,91023,50,0,78,0
Mata criaturas de floraluz 3,Mata criaturas de floraluz que amenazan Azeroth donde sea que las encuentres.,80,214544,92099,75,0,79,0
Misiones de mundo: Bosque Canción Eterna,Completa misiones de mundo en Bosque Canción Eterna.,81,212066,91023,50,87592,0,0
Mata a criaturas raras: Bosque Canción Eterna,Mata a criaturas raras o raras de élite en Bosque Canción Eterna.,82,214557,91023,50,87592,0,0
Recoge núcleos de Tormentarion,Recoge núcleos de Tormentarion en la Tormenta del Vacío.,83,214559,91023,50,0,0,0
Ancla de singularidad,Defiende el anclaje de singularidad en la Tormenta del Vacío.,84,214561,91023,50,87592,0,0
Arcana latente,Recoge arcana latente en Bosque Canción Eterna.,85,214680,91022,25,87592,0,0
Conviértete en campeón de un enviado de facción,Conviértete en campeón de un enviado de facción en el Confín Prohibido.,86,214735,91024,10,0,0,0
Misiones diarias: Confín Prohibido,Completa misiones diarias en el Confín Prohibido.,87,214884,91023,50,0,0,0
Puertas de las Bóvedas de Zskera,Abre puertas de la Bóveda de Zskera en el Confín Prohibido.,88,214992,91022,25,87592,0,0
Mata a criaturas raras: Confín Prohibido,Mata a criaturas raras en el Confín Prohibido.,89,215007,91023,50,87592,0,0
Completa tormentas primigenias de la Bóveda Petroescarcha,Completa tormentas primigenias de la Bóveda Petroescarcha en el Confín Prohibido.,90,215020,91023,50,87592,0,0
Recoge recursos: Confín Prohibido,"Recoge hierbas, menas, pieles o pescado en el Confín Prohibido.",91,215423,91022,25,87592,0,0
Misión de mundo de duelo de mascotas: Confín Prohibido,Completa una misión de mundo de duelo de mascotas en el Confín Prohibido.,92,215469,91022,25,87592,0,0
Carreras de cielonáutica: Confín Prohibido,Completa carreras de cielonáutica en el Confín Prohibido.,93,215575,91024,10,87592,0,0
Somete al Nidal de Guerra,"Completa la misión de mundo ""El Nidal de Guerra"" en el Confín Prohibido.",94,215577,91023,50,87592,0,0
Criatura de profesión rara: Confín Prohibido,Mata a una criatura rara o rara de élite invocada con un objeto de profesión en el Confín Prohibido.,95,215666,91739,150,0,0,0
Encuentra tesoros de pergaminos sellados,Despoja los tesoros revelados con pergaminos sellados del Confín Prohibido.,96,215668,91022,25,87592,0,0
Mata a criaturas: Confín Prohibido,Mata criaturas en el Confín Prohibido.,97,215670,91022,25,87592,0,0
Despoja un tesoro prohibido,Despoja un tesoro prohibido en el Confín Prohibido.,98,215672,91022,25,87592,0,0
Recoge recursos: Cima Kun-Lai,"Recoge hierbas, menas, pieles o pescados en la Cima Kun-Lai.",100,216319,91023,50,87592,0,0
Recoge madera: Cima Kun-Lai,Recoge madera en la Cima Kun-Lai.,101,216323,91023,50,87592,0,0
Derrota a jefes: Cima Kun-Lai,Completa encuentros con jefes en calabozos y bandas de la Cima Kun-Lai.,102,216327,91022,25,87592,0,0
Hogar: Come bayas de kafa'kota,Come bayas de kafa'kota en Cumbre Kota o en tu vecindario.,103,216329,91022,25,87592,0,0
Muertes con honor: Cima Kun-Lai,Consigue muertes con honor en Cima Kun-Lai.,104,216334,91023,50,87592,0,0
Recoge madera: Confín Prohibido,Recoge madera en el Confín Prohibido.,105,216352,91023,50,87592,0,0
Completa abismos,,106,216354,91023,50,87592,0,1
Hogar: Anima a residentes somnolientos,Anima a residentes somnolientos en el vecindario.,107,216664,91022,25,87592,0,0
Hogar: Comercia bayas,Comercia bayas de kafa'kota con el vendedor de kafa del vecindario.,108,216671,91022,25,87592,0,0
Derrota al Sha de la ira,Derrota al Sha de la ira en la Cima Kun-Lai.,109,216306,91022,25,87592,0,0
Hogar: Completa misiones de vecindario semanales,Completa misiones de mundo en el vecindario para los dracthyr que están de visita.,110,216872,91023,50,87592,0,0
Hogar: Hora de decorar,Coloca decoraciones en tu casa o lote para impresionar a los visitantes de Lunargenta.,111,216890,91023,50,0,0,0
Hogar: Hora de decorar 2,Coloca decoraciones en tu casa o lote para impresionar a los visitantes de Lunargenta.,112,216892,91023,50,0,111,0
Hogar: Hora de decorar 3,Coloca decoraciones en tu casa o lote para impresionar a los visitantes de Lunargenta.,113,216894,91023,50,0,112,0
Hogar: Adquiere decoraciones,Obtén nuevas decoraciones para tu casa o lote para impresionar a los visitantes de Lunargenta.,114,216898,91023,50,0,0,0
Hogar: Transporta grisgrís,Transporta grisgrís al campamento base de entrenamiento de alpinismo.,115,216957,91022,25,87592,0,0
Hogar: Recoge bayas,Recoge bayas de kafa'kota en el ascenso de entrenamiento del vecindario.,116,216959,91024,10,87592,0,0
Hogar: Monta en una criatura excedida en kafa de la cima,Monta una criatura voladora excedida en kafa del vecindario para cansarla.,117,216961,91024,10,87592,0,0
Hogar: Artistas heridos,"Sana a artistas heridos que visitan el vecindario con magia, vendas o alquimia.",118,217031,91022,25,87592,0,0
Mata a criaturas raras: Mecalópolis,Mata a criaturas raras en Mecalópolis.,120,217061,91023,50,87592,0,0
Misiones diarias: Mecalópolis,Completa misiones diarias en Mecalópolis.,121,217063,91023,50,87592,0,0
Rey Mecalo,Derrota al rey Mecalo en Operación: Mecalópolis.,122,217068,91023,50,0,0,0
Unidad de opresión aérea HK-8,Derrota a la unidad de opresión aérea HK-8 en Operación: Mecalópolis.,123,217070,91023,50,0,0,0
Constructor consumado,Completa proyectos de construcción en Mecalópolis.,124,217072,91022,25,87592,0,0
Chatarreando con el R3Y,Crea objetos del arte de la chatarrería con Pascal R3Y en Mecalópolis.,125,217074,91023,50,87592,0,0
Recoge madera: Mecalópolis,Recoge madera en Mecalópolis.,126,217076,91023,50,87592,0,0
Recoge recursos: Mecalópolis,"Recoge hierbas, menas, pieles o pescados en Mecalópolis.",127,217078,91022,25,87592,0,0
Regicidio enroscado,Derrota al Príncipe Oxidado en la línea temporal alternativa de Mecalópolis.,128,217082,91023,50,0,0,0
¡Un brindis!,Brinda por la Resistencia en Mecalópolis.,129,217084,91024,10,0,0,0
Mata a criaturas: Mecalópolis,Mata a criaturas en Mecalópolis.,130,217086,91022,25,87592,0,0
Misión de mundo de duelo de mascotas: Mecalópolis,Completa una misión de mundo de duelo de mascotas en Mecalópolis.,131,217484,91022,25,87592,0,0
Los rojos son más rápidos,Pinta tu VTT Xiwyllag o mecanogato de otro color en Mecalópolis.,132,217486,91023,50,0,0,0
Proyecto de reclamación,Ayuda con la reconstrucción y la defensa de la plataforma de reclamación en Mecalópolis.,133,217489,92099,75,87592,0,0
Hogar: Sé un buen vecino,Realiza actividades útiles y amistosas en tu vecindario.,134,214565,91023,50,87592,0,0
Hogar: Devuelve mecagallinas perdidas,Busca y devuelve gallinas descalibradas en tu vecindario.,135,217689,92099,75,87592,0,0
Hogar: Transporte mecagnomómico,Prueba propulsores aéreos de los mecagnomos en tu vecindario.,136,217691,91023,50,87592,0,0
Hogar: Chatarrería playera,Ayuda a los recicladores a recolectar chatarra de las playas en tu vecindario.,137,218132,92099,75,0,0,0
Recoge recursos: Terrallende,"Recoge hierbas, menas, pieles o pescados en Terrallende.",138,218431,91022,25,87592,0,0
Derrota a Pathaleon el Calculador,Derrota a Pathaleon el Calculador en el calabozo El Mechanar.,139,218435,91023,50,0,0,0
Derrota al disidente de distorsión,Derrota al disidente de distorsión en el calabozo El Invernáculo.,140,218437,91023,50,0,0,0
Derrota al presagista Cieloriss,Derrota al presagista Cieloriss en el calabozo El Arcatraz.,141,218439,91023,50,0,0,0
Exterminio en El Etereum,Derrota a miembros del Etereum y sus aliados en zonas exteriores de Terrallende,142,218548,91023,50,87592,0,0
Recoge madera: Midnight,Recoge madera en zonas de Midnight.,143,219644,91023,50,87592,0,0
Matanza de Furia del Sol,Derrota a miembros de Furia del Sol en Tormenta Abisal.,144,220010,91023,50,87592,0,0
Ayúdalos con la búsqueda,"Completa misiones de ""Se busca"" para el Consorcio en Shattrath.",145,220012,91023,50,87592,0,0
Derrota al Príncipe del Nexo Shaffar,Derrota al Príncipe del Nexo Shaffar en el calabozo Tumbas de Maná.,146,220024,91023,50,0,0,0
Derrota a Yor,Derrota a Yor en el calabozo Tumbas de Maná.,147,220026,91739,150,0,0,0
"Repite, repite y aprenderás",Completa misiones de entrega que otorgan reputación para el Consorcio en Terrallende.,148,220115,91022,25,87592,0,0
Espada de la Guardia del cielo,"Defiende el ataque de la Guardia del cielo en Alto Bash'ir, en Montañas Filospada. El asalto comienza en cada hora par en la Avanzada de la Guardia del Cielo, en Montañas Filospada.",149,220183,91739,150,87592,0,0
Alto a Bash'ir,"Derrota a Bash'ir o a uno de sus tenientes en Alto Bash'ir, en Montañas Filospada.",150,220206,91022,25,87592,0,0
Recoge recursos: Caverna Zaralek,"Recoge hierbas, menas, pieles o pescados en la Caverna Zaralek.",151,221088,91022,25,87592,0,0
Misiones de mundo: Caverna Zaralek,Completa misiones de mundo en la Caverna Zaralek.,152,221096,91023,50,87592,0,0
Investigadores bajo fuego,"Completa el evento ""Investigadores bajo fuego"" en la Caverna Zaralek.",153,221098,91023,50,87592,0,0
Derrota a Sarkareth,"Derrota a Sarkareth en Aberrus, el Crisol Penumbroso.",155,221104,91023,50,0,0,0
Duelo de mascotas subterráneo,Completa una misión de mundo de duelo de mascotas en la Caverna Zaralek con al menos 1 mascota elemental.,156,221164,91024,10,87592,0,0
La reputación lo es todo,Obtén reputación con los Olfatopos de Loamm en la Caverna Zaralek.,157,221174,91023,50,87592,0,0
Olfabúsqueda,Despoja cofres mientras exploras las cuevas con Myritt en la Caverna Zaralek.,158,221179,91023,50,87592,0,0
Como sacarle sangre a una piedra,Realiza un canje con Ponzo para adquirir un mapa de excavación canjeado y luego utilízalo en la Caverna Zaralek.,159,221186,91023,50,0,0,0
Lento pero seguro se gana la carrera,"Completa una misión diaria para Briggul en Lumbrerrogg, en la Caverna Zaralek.",160,221188,91022,25,87592,0,0
Mata a criaturas raras: Caverna Zaralek,Mata a criaturas raras o raras de élite en la Caverna Zaralek.,161,221190,91023,50,87592,0,0
Cielonáutica: Subterráneo,Completa carreras de cielonáutica en la Caverna Zaralek.,162,221192,91024,10,87592,0,0
"Monedas apestosas, premios asombrosos",Adquiere monedas aromáticas desenterradas en la Caverna Zaralek.,163,221268,91023,50,87592,0,0
Hogar: Coloca incienso,Coloca incienso en el vecindario para atraer a las abejas.,164,221576,91024,10,87592,0,0
Hogar: Prepara incienso,Lleva materia prima del vecindario a los tanques móviles de los olfatopos para preparar incienso.,165,221584,91024,10,87592,0,0
Hogar: Ayuda a los olfabuscadores,Cura la ceguera olfativa de los olfabuscadores olfatopos en el vecindario.,166,221684,91024,10,87592,0,0
Hogar: Correo caracol,"Ayuda a Resbaladizo, el Escurridizo, a repartir el correo por el vecindario. Habla con Briggul para comenzar.",167,221800,91023,50,87592,0,0
Hogar: Poliniza flores,Guía a las abejas para que polinicen flores por el centro del vecindario.,168,221878,91024,10,87592,0,0
Hogar: Acrobacias arcanas,"En tu vecindario, ingresa al Espacio Desatado y llega al final del curso del último arquitecto asistente. Esta tarea se puede completar una vez al día.",169,221930,92099,75,87592,0,0
"Hogar: No está perdido entre fases, es que no puedo encontrarlo entre fases","En tu vecindario, ingresa al Espacio Desatado y ayuda a tus vecinos a encontrar y recuperar los objetos perdidos de los lugareños.",170,221932,91022,25,87592,0,0
Hogar: Un atajo a la atadura,"En tu vecindario, activa una atadura desatada o usa un atajo perdido entre fases.",171,222537,91022,25,0,0,0
Hogar: Trío aéreo del jet set,Prueba propulsores aéreos de los mecagnomos en tu vecindario tres veces seguidas sin tocar el suelo.,172,222540,92099,75,0,0,0
Recoge madera: Terrallende,Recoge madera en zonas de Terrallende.,173,222672,91023,50,87592,0,0
Buzo de profundidades,Completa eventos de los pescadores abisales en Zul'Aman.,174,212255,91024,10,0,0,0
Completa misiones,Completa misiones en Llanuras de Ohn'ahra.,175,223339,91023,90,87592,0,0
Derrota jefes,Completa encuentros con jefes en el calabozo El Ataque Nokhud.,176,223341,91023,50,87592,0,0
Recoge recursos,"Recoge hierbas, menas, pieles o pescados en Llanuras de Ohn'ahra.",177,223343,91023,90,87592,0,0
Recoge madera,Recoge madera en Llanuras de Ohn'ahra.,178,223347,91024,10,87592,0,0
Muertes con honor,Consigue muertes con honor en Llanuras de Ohn'ahra.,179,223349,91023,90,87592,0,0
Mata a nokhud de élite,Mata enemigos de élite en el Fuerte Nokhudon de Llanuras de Ohn'ahra.,180,223351,91022,45,87592,0,0
Derrota a Strunraan,Derrota a Strunraan en Llanuras de Ohn'ahra.,181,223353,91022,45,87592,0,0
Sacrifica bakares nokhud,Mata perros y canes de guerra nokhud en Llanuras de Ohn'ahra o El Ataque Nokhud.,182,223355,91022,45,87592,0,0
Acaricia bakares con nombre,Acaricia bakares únicos con nombre en Llanuras de Ohn'ahra.,183,223357,91022,45,87592,0,0
Caza con un compañero bakar,Derrota enemigos junto con un compañero bakar durante una gran cacería.,184,223378,91022,45,87592,0,0
Hogar: Cachorros amistosos alimentados,Arroja chucherías a bakares o cachorros amistosos en Llanuras de Ohn'ahra o en tu vecindario.,185,223427,91024,10,87592,0,0
Hogar: Rescata a un cachorro callejero,Gánate el cariño de un cachorro callejero en el centro del poblado.,186,223669,91023,50,87592,0,0
Hogar: Completa el circuito de agilidad,Guía a un cachorro a través del circuito de agilidad en el centro del poblado.,187,223680,91024,10,87592,0,0
Hogar: Educación canina,"Mientras paseas a un cachorro, no olvides limpiar sus excrementos.",188,223685,91022,25,87592,0,0
Hogar: Baña a un bakar,Baña bakares sucios en la estación de lavado de tu vecindario.,189,223718,91024,10,87592,0,0
Prueba de tigre olfatopo,Prueba de tigre olfatopo,190,223750,0,10,0,0,0
Hogar: Pasión por la prospección,"Completa la misión diaria ""Pasión por la prospección"".",192,224527,91022,25,87592,0,0
Hogar: Familia eterna,Encuentra una familia eterna para un cachorro adoptivo del vecindario.,193,224541,91022,25,87592,0,0
Hogar: Una cucharada de tu propia medicina,Intercambia chucherías de vecindario a Griftah.,194,224629,91022,25,87592,0,0
Hogar: Aves aterradas,"Completa la misión diaria ""Aves aterradas"".",195,224808,91022,25,87592,0,0
Hogar: Gurú del mercado de pulgas,"Completa la misión diaria ""El cliente siempre tiene la razón"".",196,224810,91022,25,87592,0,0
Misiones de mundo: La Isla Serpenteante,Completa misiones de mundo en la Isla Serpenteante.,197,224988,91023,50,87592,0,0
Plaga de oleadas de maldición,Derrota jefes de oleadas de maldición en la Isla Serpenteante.,198,224990,91023,50,87592,0,0
Cazatesoros: La Isla Serpenteante,Abre cofres del tesoro en la Isla Serpenteante.,199,224994,91024,10,87592,0,0
Pescas diarias: La Isla Serpenteante,Completa pescas diarias en la Isla Serpenteante.,200,224992,91023,50,87592,0,0
Sal de tu guarida: Mundo,Derrota a Nymrissa Clamaolas en la Isla Serpenteante en dificultad Mundo o superior.,201,224996,91023,50,0,0,0
Derrota a Ula'tek,Derrota a Ula'tek en Templo de Ula'tek.,202,225001,91739,150,0,0,0
Conquista de abismos: La Isla Serpenteante,Completa abismos en la Isla Serpenteante.,203,225003,92099,75,87592,0,1
Sal de tu guarida: Normal,Derrota a Nymrissa Clamaolas en la Isla Serpenteante en dificultad normal o superior.,204,225005,91023,50,0,0,0
Sal de tu guarida: Heroico,Derrota a Nymrissa Clamaolas en la Isla Serpenteante en dificultad heroica o superior.,205,225007,92099,75,0,0,0
Sal de tu guarida: Mítico,Derrota a Nymrissa Clamaolas en la Isla Serpenteante en dificultad mítica.,206,225009,92099,75,0,0,0
Derrota a Zul'jan,Derrota a Zul'jan en el Altar de Colmillos.,207,225011,91023,50,0,0,0
Toxicología,Derrota criaturas enloquecidas por envenenamiento en La Isla Serpenteante.,208,225013,91022,25,87592,0,0
Colmillos desafilados,Derrota a la prole de Ula'tek en la Isla Serpenteante.,209,225034,91022,25,87592,0,0
Coleccionista corrosivo,Recoge monedas corrosivas en la Isla Serpenteante.,210,225036,91022,25,87592,0,0
Bóvedas de Atal'Utek: Custodio percusivo,Completa eventos en las Bóvedas de Atal'Utek en la Isla Serpenteante.,211,225794,91023,50,87592,0,0
Hogar: Saca a pasear a un cachorro,Saca a pasar a un cachorro y alcanza tu meta de pasos diarios.,212,225480,91024,10,87592,0,0
Hogar: Recoge cera autóctona,"En tu vecindario, encuentra y recoge depósitos de cera para enseñárselos a los kóbolds.",213,225497,92099,75,87592,0,0
Hogar: Contribución de cera,"En tu vecindario, aporta cera autóctona a proyectos.",214,224927,92099,75,87592,0,0
Hogar: Donación de cera,"En tu vecindario, dona cera autóctona al cofre de la comunidad.",215,225499,92099,75,87592,0,0
Hogar: Taller de velas,"En tu vecindario, participa en un taller de velas organizado por Escamo, el mejor artesano de velas. El caldero de velas debe estar lleno de cera autóctona antes de que el taller pueda comenzar.",216,225501,91739,150,87592,0,0
Hogar: Mecenas de las artes,"En tu vecindario, encárgale una escultura de cera a un artista kóbold. Esta tarea se puede completar una vez al día.",217,225503,91022,25,87592,0,0
Recoge recursos: La Isla Serpenteante,"Recoge hierbas, menas, pieles o pescado en la Isla Serpenteante.",218,225801,91022,25,87592,0,0
Escucha los consejos de Retazos Montaigne,Pasa el tiempo en las termas de Gundargaz.,220,227370,92099,75,0,0,0
Hogar: Quédate un rato y broncéate,"En tu vecindario, disfruta del sol, el agua y la arena con los visitantes tortollanos.",221,229218,92099,75,87592,0,0
Hogar: Recuerdo secreto,"En tu vecindario, encuentra recuerdos secretos escondidos por los niños tortollanos.",222,229259,91023,50,108894,0,0
Hogar: Una tortuga llegó al agua... ¡a beber!,"En tu vecindario, ayuda a los guías de viaje tortollanos a entregar panfletos promocionales de la taberna subacuática. Esta misión se puede completar una vez al día.",223,229262,91023,50,0,0,1
Misiones de mundo: Tortollanos,Completa misiones de mundo que otorgan reputación con los Tortollanos en Zandalar o Kul Tiras.,224,229615,91023,50,87592,0,0
La reputación lo es todo,Obtén reputación con los Buscadores tortollanos.,225,229617,91023,50,87592,0,0
Fiesta bajo el mar,Visita todos los bares tortollanos subacuáticos de Azeroth.,226,229620,91739,150,87592,0,0
Crucero familiar,"Participa en actividades en la Quelonia Errante en las Costas del Despertar, en las Islas Dragón.",227,229805,92099,75,87592,0,0
Festival en la playa,"Asiste al Festival del errante en Espesura Krasarang, Pandaria, a las 9 p. m. o a las 11 p. m. de un domingo.",228,229815,91739,150,0,0,0
